"BC_HKB0112_933_T"	"BC_HKB0775_1470_T"	"HKB0036_3006_T"	"HKB0210_3006_T"	"BC_HKB0187_1214_T"	"BC_HKB0759_1488_T"	"BC_HKB2107_1620_T"	"BC_HKB2116_1671_T"	"HKB0004_3006_T"	"HKB0019_3006_T"	"HKB0092_3000_T"	"HKB0161_3001_T"	"HKB0211_3002_T"	"BC_HKB0022_649_T"	"BC_HKB0199_1263_T"	"BC_HKB0543_1306_T"	"BC_HKB0662_1294_T"	"BC_HKB0728_1447_T"	"BC_HKB0779_1486_T"	"BC_HKB0831_1520_T"	"BC_HKB0873_1549_T"	"BC_HKB0890_1550_T"	"BC_HKB0892_1559_T"	"BC_HKB0899_M1605_T"	"BC_HKB1385_1721_T"	"BC_HKB2109_1628_T"	"HKB0007_3005_T"	"HKB0008_3006_T"	"HKB0023_3006_T"	"HKB0035_3006_T"	"HKB0040_3002_T"	"HKB0044_3006_T"	"HKB0049_3006_T"	"HKB0050_3005_T"	"HKB0052_3000_T"	"HKB0054_3000_T"	"HKB0056_3002_T"	"HKB0065_3006_T"	"HKB0067_3006_T"	"HKB0069_3000_T"	"HKB0074_3000_T"	"HKB0079_3006_T"	"HKB0082_3006_T"	"HKB0084_3000_T"	"HKB0091_3001_T"	"HKB0094_3006_T"	"HKB0098_3005_T"	"HKB0101_3000_T"	"HKB0120_3000_T"	"HKB0127_3006_T"	"HKB0129_3000_T"	"HKB0132_3006_T"	"HKB0134_3006_T"	"HKB0155_3000_T"	"HKB0158_3006_T"	"HKB0162_3006_T"	"HKB0167_3006_T"	"HKB0182_3006_T"	"HKB0186_3000_T"	"HKB0194_3006_T"	"HKB0207_3001_T"	"HKB0214_3006_T"	"HKB0220_3000_T"	"HKB0573_3000_T"	"HKB0579_3000_T"	"HKB0650_3000_T"	"HKB0659_3000_T"	"HKB0674_3000_T"	"HKB0683_3000_T"	"HKB0710_3000_T"	"HKB0718_3000_T"	"HKB0719_3002_T"	"HKB0736_3000_T"	"HKB0737_3000_T"	"HKB0751_3000_T"	"HKB0752_3000_T"	"BC_HKB0056_809_T"	"BC_HKB0215_1134_T"	"BC_HKB0582_1333_T"	"BC_HKB0730_1441_T"	"BC_HKB0754_1481_T"	"BC_HKB0757_1496_T"	"BC_HKB0763_1511_T"	"BC_HKB0772_1460_T"	"BC_HKB0828_M1542_T"	"BC_HKB0830_1541_T"	"BC_HKB0838_1563_T"	"BC_HKB0874_1537_T"	"BC_HKB0876_1543_T"	"BC_HKB0895_1582_T"	"BC_HKB0915_M1647_T"	"BC_HKB0921_1575_T"	"BC_HKB1365_M1665_T"	"BC_HKB1366_1663_T"	"BC_HKB2106_1619_T"	"BC_HKB2113_1657_T"	"BC_HKB2118_1689_T"	"BC_HKB2119_1690_T"	"BC_HKB2128_1735_T"	"HKB0086_3006_T"	"HKB0157_3006_T"
"CHST2"	2.32481060342048	0	1.58014548442338	2.54101915313356	0.641546029087524	0	0.545968369105292	0.669026765509631	4.22342254993494	1.65535182861255	1.17632277264046	2.23572705983806	5.47346223623528	1.51096191927738	1.81147103052984	2.29278174922785	1.71808758396052	1.19534759832222	2.56071495447448	0	2.70265754339091	3.82883464946806	3.87872534148011	4.91981677005279	3.27947129564447	1.77820857639809	2.19534759832222	1.59454854955035	1.87578006306849	1.18269229751619	3.88459792099006	2.03913839390696	1.98550043030488	1.68706068833989	1.26903314645524	2.28392177230762	2.37016428054021	3.27052894238072	1.75274859140713	2.45680614923047	1.89530262133331	3.27947129564447	2.63226821549951	3.03210084316702	3.40599235967584	1.74416109557041	2.09423606984577	1.62760683812965	2.81147103052984	1.85996954822103	1.48026512205446	1.4276061727819	4.00539998774259	1.99638874644762	2.84599177066457	1.48026512205446	3.65420637794429	1.61823865559545	2.67581593117227	1.9560566524124	1.95233356636969	2.12101540096137	2.23878685958712	2.37295209791183	1.7311832415722	1.64616265715789	3.29865831556452	2.98550043030489	1.41683974191283	4.01256867350306	1.70043971814109	1.83592407425437	2.37295209791183	2.47508488294878	2.37016428054021	2.10097764772482	0.903038270112912	0	0	0.678071905112638	0	1.95233356636969	0.475084882948783	0.545968369105292	0.495695162624069	1.35614381022528	2.48026512205446	0	1.04264433740849	0.454175893185802	0.748461233004036	1.65992455840238	0.978195629681652	1.37295209791183	0.871843648509318	1.21412480535285	0	1.01435529297707	0.839959587489532	1.91073266190291	2.72027846523333
"PTPRC"	4.22958792274065	3.71039319217052	4.37225564844579	4.26077843189343	2.35614381022528	3.31324585178756	2.78240856492737	4.34340782229781	3.88557436437143	4.74308405554959	4.24792751344359	4.98641093525204	4.94392132655349	6.75074047846627	5.35684807923652	7.04494049127973	5.06177619758669	4.69655030107857	5.48026512205446	4.93640237772506	4.60999129521268	5.42155994490182	3.29425313644451	5.98481717429359	5.70514852825302	4.16349873228288	5.28318097894557	5.76101926524048	4.75060650483559	4.90496571868403	8.07398085696268	5.66192057913509	5.36597242759338	6.30231905094883	5.48607074373567	6.73606362787181	5.25323293853803	4.96716860753263	5.44790974874208	6.01457846492289	6.31867837373655	5.86913111964429	5.8245132973348	5.16791986555194	5.90376136512808	5.51506901403224	5.49920809085669	5.13010717865883	5.97085365434048	5.54318652456517	5.95419631038687	5.14200491598488	5.69766263347052	5.55305325276641	5.03913839390696	5.67072705449947	7.21159631996932	4.98367769469807	6.48478262307787	6.27164977245721	6.10265813136374	5.55826763405574	6.42425028608405	6.45532722030456	6.13237119873254	5.95373084981149	6.94145848842673	7.11748726632592	5.98709343705815	6.41937034252815	6.10433665981474	5.06565847093199	8.24526746651951	5.12267271882414	6.63023071585969	6.23878685958712	3.43028527297778	2.99095486039699	2.71149490665009	0.632268215499513	0.748461233004036	1.63691458035588	2.86195536414487	3.30158764660319	2.74631276642546	4.54596836910529	2.94860084749336	3.43962313755712	2.96532254836725	2.41683974191283	2.5385381636298	5.38818953715608	3.58255600301406	4.0686708106651	3.43562859405209	4.20554891117303	3.83289001416474	4.05050169744673	4.11270013274936	5.10349763970334	4.85349670370232
"ANKRD44"	3.26153081524341	1.28688114778816	3.04264433740849	3.24031432933371	0.641546029087524	0	1.02856915219677	3.29572302453997	2.85996954822103	2.60407132366886	3.04788732939655	3.92409988564074	3.20476675065461	2.8094144442359	3.08236196955747	3.70818723602071	2.77820857639809	1.48026512205446	3.85399564717639	3.55949181320504	2.790772037862	2.52356195605701	2.25701061820602	4.631686366312	3.35614381022528	2.32192809488736	3.45549162062847	3.86789646399265	3.49825086752783	3.33342373372519	6.1438423541966	3.81966818349646	3.4905701304462	4.29572302453997	3.92029330021101	4.88655014732434	3.80012335282653	3.81966818349646	4.10181813422741	4.28835856219366	4.5765221379205	3.98732086592925	4.04526821513853	3.74738739965272	3.82781902461732	3.83895176695194	4.08406426478847	3.80529245560071	4.22496636500027	3.81762325751143	4.43829285157915	3.23419472295381	3.91552090075196	4.15704371014558	4.41142624572646	3.47508488294878	5.17112674665207	3.50969584193339	4.55458885167764	4.06263982828646	3.88459792099006	3.70043971814109	4.34411833452143	4.51538446063695	4.27724089833207	4.15623479785027	4.631686366312	5.41006969175638	4.17072627613155	4.31686980506433	3.99909803370561	3.81147103052984	6.4556560022205	3.96439863220318	4.90014226035982	4.1586601753465	0.985500430304885	1.10433665981474	1.46988597627446	2.19534759832222	0	1.71369581484336	0.910732661902913	1.58976348698498	2.31614574229336	1.02856915219677	1.65535182861255	2.29572302453997	1.63691458035588	0.879705766282288	0.790772037862	3	1.42223300068305	1.95977015521147	1.4594316186373	2.74846123300404	1.46988597627446	1.41683974191283	1.38404980679516	3.84398384404833	3.20633064787105
"C13orf36"	0	0	0.27500704749987	0	0	0	0	0	0.0285691521967709	0	0	0.55581615506164	0.0285691521967709	0	0	0.389566811762726	0	0	0	0	0	0	0	0	0	0	0.0976107966264223	0.0285691521967709	0	0	0.0426443374084937	0	0.0285691521967709	0	0	0	0.0143552929770701	0	0	0.0143552929770701	0.070389327891398	0	0	0.0840642647884745	0.0143552929770701	0	0	0	0.137503523749935	0.0143552929770701	0.250961573533219	0.0426443374084937	0.0285691521967709	0	0.0143552929770701	0	0	0	0.111031312388744	0.0143552929770701	0.0143552929770701	0.0285691521967709	0	0.0976107966264223	0.070389327891398	0.263034405833794	0.0143552929770701	0	0	0	0	0	0	0.0143552929770701	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.432959407276106	0	0	0	0	0	0	0	0	0	0.0285691521967709	0.575312330687437
"LOC283856"	0	0	0	0.321928094887362	0	0	0	0	0.0143552929770701	0	0	0.124328135002202	0.22650852980868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0	0	0.0285691521967709	0.0143552929770701	0.0565835283663675	0.0143552929770701	0.214124805352847	0.485426827170242	0	0.0143552929770701	0.0840642647884745	0.0565835283663675	0.22650852980868	0.0285691521967709	0.0143552929770701	0	0.37851162325373	0.0840642647884745	0.0976107966264223	0.0143552929770701	0.0285691521967709	0.0565835283663675	0.214124805352847	0	0.356143810225275	0.0285691521967709	0.16349873228288	0.0285691521967709	0	0.111031312388744	0.111031312388744	0.0285691521967709	0.189033824390017	0.0285691521967709	0.0285691521967709	0.111031312388744	0.0565835283663675	0.0285691521967709	0.0285691521967709	0.0285691521967709	0.0565835283663675	0.0143552929770701	0	0.0840642647884745	0	0.0976107966264223	0.0285691521967709	0.0426443374084937	0	0	0	0	0	0	0	1.04264433740849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137503523749935	0.0976107966264223
"LOC441454"	8.33543501948366	7.74416109557041	0.070389327891398	0.20163386116965	6.71259578044703	6.96428310106872	7.91802837879751	7.93221475196839	0.0426443374084937	0.0840642647884745	0.150559676575381	0.189033824390017	0.622930350920177	6.53262865751717	6.82285758887397	7.05582470013486	7.57273811686407	7.96081285795656	7.26584942144085	8.01396465898237	7.64594658241534	7.54210324585659	4.54411440220947	5.75301612873584	7.47929524299885	6.51995070250463	0.124328135002202	0.411426245726465	0	0.0840642647884745	0.0565835283663675	0.124328135002202	0.250961573533219	0	0.111031312388744	0.0565835283663675	0.0976107966264223	0.0426443374084937	0	0.124328135002202	0.176322772640463	0.0976107966264223	0.238786859587116	0.111031312388744	0.111031312388744	0.124328135002202	0	0.0426443374084937	0	0	0.124328135002202	0	0.0426443374084937	0	0.0565835283663675	0.0565835283663675	0.124328135002202	0	0	0.0840642647884745	0.189033824390017	0.111031312388744	0.0565835283663675	0	0.22650852980868	0	0.0976107966264223	0.111031312388744	0.0426443374084937	0	0.0565835283663675	0.0426443374084937	0	0.150559676575381	0	0	4.73606362787181	5.674686619928	6.5528996029403	5.94860084749336	6.70639240967011	5.49153246180432	6.95814667376272	7.25908413335355	7.31705076399099	7.27211652811202	6.90797221133397	7.85343432363353	7.08650780054995	5.68594014844598	7.1377084374696	6.63575439127776	7.06436554026363	7.2465030982801	7.87301339298959	7.09391928410816	6.33664044640873	7.25342205763654	5.5341861390901	0.0565835283663675	0
"CLNK"	0	0	0.0840642647884745	0.20163386116965	0	0	0	1.09761079662642	0.250961573533219	0.070389327891398	0.189033824390017	0.443606651475615	0.250961573533219	1.65992455840238	0	1.81557542886257	0	0	2.1243281350022	0	1.88752527074159	0	0	1.02147972741045	0	0	0.454175893185802	0.298658315564515	0.22650852980868	0.344828496997441	1.81147103052984	0.722466024471091	0.070389327891398	0.799087306074004	0.37851162325373	0.895302621333307	0.111031312388744	0.189033824390017	0.516015147003665	0.855989697308481	0.941106310946431	0.344828496997441	0.443606651475615	0.298658315564515	0.748461233004036	0.464668267003444	0.189033824390017	0.53605290024021	0.687060688339892	0.565597175854225	0.641546029087524	0.333423733725192	0.22650852980868	0.485426827170242	0.641546029087524	0.432959407276106	1.07724299893246	0.37851162325373	0.475084882948783	0.321928094887362	0.55581615506164	0.871843648509318	0.659924558402378	0.713695814843359	0.31034012061215	0.565597175854225	1.05658352836637	0.925999418556223	0.713695814843359	0.948600847493356	0.53605290024021	0.807354922057604	2.03210084316702	0.356143810225275	0.925999418556223	1.23878685958712	0	0	0	0	0	0	0	1.46466826700344	0	0	0	0	0	0	0	0	0.6959938131099	0	0	0	1.40053792958373	0	0	0.176322772640463	0.124328135002202
"MCM5"	2.61588707391606	2.13422093976063	6.11353381959191	6.46597446450407	2.23572705983806	2.50080205305716	1.50080205305716	3.13257684267001	7.30131327434824	4.83945576522463	5.74899785009815	4.25323293853803	5.8646814055726	3.04788732939655	2.92029330021101	4.43496176018725	3.41818994794577	3.5933537709803	4.20398416585599	2.92219784839637	2.88362081628567	4.36457243229586	4.80580834870147	5.41886457739032	3.50589092972996	3.05137210172103	4.22650852980868	4.31976242766925	3.74953426766926	5.1574479962743	5.62731500136505	5.33199177823206	4.01703108052784	5.10685079645022	3.84096670448742	5.34163000932991	5.21412480535285	6.54859075054854	4.32768736417605	5.68481873755322	4.26153081524341	5.05441438791731	5.44294349584873	5.30597052098439	5.84398384404833	4.77452352959023	4.76075320806299	4.17951105027151	4.97361127551947	4.31976242766925	4.20789285164133	4.20867331962947	6.27332938656167	4.37781785308364	5.06350294230616	3.95419631038688	5.42961596420174	4.82017896241519	4.23342794374847	4.95977015521147	3.95698592461258	4.82883464946806	4.65420637794429	4.28095631383106	4.72683121703249	6.17552460108987	5.39437694495706	5.58225490835766	4.07296327155522	5.08321336824898	4.74092756031863	3.73768676140986	5.51064550409004	4.91695427895322	5.17751920259781	4.42021289061078	3.53356334821451	2.31324585178756	1.70043971814109	2.14730669878029	3.23572705983806	1.48026512205446	0.992768430768924	2.68032435684402	0.333423733725192	3.73443866613717	2.33342373372519	2.54349588342577	2.75274859140713	1.94860084749336	2.93545974780529	2.96716860753263	3.14404636961671	2.89530262133331	1.52105073690096	2.72683121703249	2.46988597627446	3.43962313755712	3.43162295971329	4.3305584000308	5.57410150808939
"LOC151658"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20163386116965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0.111031312388744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C14orf70"	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0.111031312388744	0.111031312388744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"DDX26B"	0.831877241191673	1.44360665147561	3.09761079662642	1.08406426478847	0	0	0.773996325111173	0.948600847493356	1.72246602447109	2.75915583380027	1.06350294230616	2.29572302453997	3.31614574229336	0.963474123974886	2.40053792958373	2.48026512205446	2.49825086752783	2.8094144442359	1.30451104180995	1.66902676550963	1.34482849699744	1.30451104180995	1.11769504266975	2.02856915219677	1.13750352374994	0.75702324650746	2.04264433740849	2.3533232911629	2.16671544496642	1.38956681176273	4.08831123588866	2.89530262133331	2.22032995487956	2.09085343045111	2.7158933705476	2.86789646399265	3.20163386116965	2.90689059560852	1.99276843076892	2.85199883711245	3.41953889151378	2.57288966842058	2.28688114778816	1.4541758931858	3.03562390973072	1.97452931248388	2.45680614923047	2.31324585178756	2.04264433740849	1.87578006306849	2.75274859140713	1.25701061820602	2.54349588342577	1.7311832415722	2.50080205305716	2.70487196445635	2.96901230751632	2.45154083301783	2.67581593117227	2.63459326844576	2.33913738491959	2.4276061727819	2.05311133645956	3.16349873228288	2.87970576628229	2.56071495447448	3.33771109212829	3.56315813040281	2.36457243229586	2.9126498648972	1.77820857639809	3.69041709553247	4.22881869049588	2.36457243229586	2.5385381636298	2.4905701304462	1.91838623444635	0	0.516015147003665	0	2.12101540096137	1.03562390973072	0	0.782408564927373	0.400537929583729	1.15055967657538	1.25096157353322	0.687060688339892	0	0.903038270112912	0.526068811667588	1.26303440583379	0.863938450423971	1.59454854955035	0	1.02147972741045	0	0	2.1407786557828	2.24184018356467	2.50589092972996
"GPR82"	7.1829901801094	6.41531924814038	0.485426827170242	0.613531652917927	5.70597790168252	5.67779010121666	5.91097245165513	6.8141658586079	0.389566811762726	0.516015147003665	0.443606651475615	0.286881147788162	1.0703893278914	4.22265002245148	5.67440415393769	5.76128527336162	6.33378150063115	6.21645486514476	6.42256941086083	7.64925617751731	6.18150015170461	6.07767027423275	2.38128337250378	4.92694824794977	6.88068552526112	5.52669484554198	1	0.422233000683048	0.765534746362977	0.604071323668861	1.90689059560852	0.400537929583729	0.443606651475615	0.505890929729957	1.0071955014042	1.32768736417605	0.659924558402378	0.298658315564515	0.495695162624069	0.985500430304885	1.09085343045111	0.925999418556223	0.485426827170242	0.475084882948783	0.604071323668861	0.659924558402378	1.56071495447448	0.632268215499513	0.659924558402378	0.84799690655495	0.895302621333307	0.505890929729957	0.495695162624069	0.903038270112912	0.53605290024021	0.27500704749987	0.584962500721156	0.53605290024021	0.75702324650746	1.0496307677246	2.36737106564853	0.298658315564515	0.411426245726465	0.773996325111173	0.948600847493356	0.356143810225275	1.78240856492737	0.941106310946431	0.75702324650746	2.06350294230616	0.75702324650746	0.722466024471091	1.02147972741045	0.411426245726465	0.7311832415722	0.400537929583729	6.22958792274065	5.25964912064916	6.04242546536971	4.32696871158789	5.13709360897494	4.49185309632967	5.31070365722511	6.16490692667569	5.16148463864166	6.32066518412251	4.40258575823259	6.01769925269303	7.05365441760314	5.94274907082889	5.10643207781693	6.59200846130731	5.04526821513853	7.23122118071119	5.08618931310448	6.4274385637151	5.56803210477128	6.08746284125034	5.08023127201926	1.06350294230616	0.176322772640463
"ABCD4"	2.61588707391606	1.71808758396052	3.20476675065461	3.41818994794577	0.773996325111173	2.24184018356467	1.46466826700344	2.82374936030827	2.68481873755322	2.56071495447448	3.21101219348551	3.61941301059794	2.87970576628229	2.73335434061383	3.16992500144231	3.18745105402733	0.659924558402378	2.81147103052984	2.27500704749987	1.13093086982645	2.3305584000308	1.97085365434048	3.65420637794429	3.00180224263399	2.09761079662642	1.44360665147561	3.23112515787905	3.78868571061353	3.37989816352469	3.24184018356467	3.32337006906127	3.12928301694497	4.28095631383106	3.14404636961671	3.72683121703249	3.40599235967584	2.86591881455221	3.66106547980695	3.52105073690096	3.66220549965362	3.7158933705476	3.61353165291793	2.55336050333533	3.39780296186249	2.78659636189081	3.1811025507538	3.1407786557828	3.50462039240355	3.68929916053589	3.29572302453997	3.73660487531425	2.91838623444635	3.08065766334523	3.39917109381982	3.5033487351675	3.74523733212975	3.40190347160796	3.08065766334523	3.9174317553901	3.39643353125099	2.95977015521147	3.36597242759338	3.53480866123175	2.85199883711245	3.53356334821451	3.07210580048042	2.71369581484336	3.83086375675176	2.6959938131099	2.78868571061353	3.14893410452634	3.0408924306469	3.85399564717639	3.14893410452634	3.79389588254888	3.49697358099828	1.85199883711245	2.05658352836637	1.6507645591169	1.53605290024021	2.81762325751143	2.22032995487956	2.77820857639809	2.31903981556254	1.16992500144231	2.65992455840238	2.54596836910529	1.28688114778816	2.1243281350022	1.26303440583379	2.63691458035588	1.05658352836637	1.61823865559545	1.59454854955035	1.62293035092018	2.30158764660319	2.54349588342577	0	1.37295209791183	3.31324585178756	2.76553474636298
"FAM41C"	0	0	0.16349873228288	0.150559676575381	0	0	0.895302621333307	2.1243281350022	0.0565835283663675	0.189033824390017	0.831877241191673	0.613531652917927	0.545968369105292	0	0	0	0	0	0	0	0	0	0.879705766282288	0	0	0.584962500721156	0.0565835283663675	0.150559676575381	0.20163386116965	0.321928094887362	1.31614574229336	0.389566811762726	0.263034405833794	0.0285691521967709	0.16349873228288	0.263034405833794	0.641546029087524	0.0426443374084937	0.344828496997441	0.31034012061215	0.070389327891398	0.0976107966264223	0.367371065648529	0.124328135002202	0.594548549550354	0.250961573533219	0.411426245726465	0.250961573533219	0.0840642647884745	0.070389327891398	0.526068811667588	0.263034405833794	0.31034012061215	0.495695162624069	0.516015147003665	0.356143810225275	0.344828496997441	0.137503523749935	0.0565835283663675	0.0976107966264223	0.495695162624069	0.111031312388744	0.263034405833794	0.669026765509631	0.0565835283663675	0.659924558402378	0.214124805352847	0.575312330687437	0.111031312388744	0.111031312388744	0.214124805352847	0.495695162624069	0.6959938131099	0.137503523749935	0.20163386116965	0.150559676575381	0	0	0.704871964456353	0	0	1.18269229751619	0	0	0	0	1.20789285164133	0	0	0.765534746362977	0	0	0	0	0	0.871843648509318	1.01435529297707	0	0	0.0565835283663675	0.214124805352847
"IRF5"	3.5981269599196	4.114367024952	2.46466826700344	1.7311832415722	3.00898878322725	1.99638874644762	2.97819562968165	3.66220549965362	3.34908214639109	2.58976348698498	2.56315813040281	2.8094144442359	2.50080205305716	4.39163026151743	3.45680614923047	4.44360665147561	3.63575439127776	3.65878273401283	2.71808758396052	3.88166461932035	4.00539998774259	3.65878273401283	4.2364926183813	5.19652836093694	4.04176864995163	3.73660487531425	3.54473265593262	3.114367024952	2.76977173924945	2.48542682717024	4.55826763405574	3.64270157183323	3.16832111573972	2.71808758396052	3.19849415363908	3.86294724802092	2.72246602447109	3.10601323762212	3.37016428054021	3.46336088581666	3.07724299893246	3.47638168756724	3.24336442569366	2.84398384404833	3.17312743348066	2.89530262133331	3.34908214639109	3.74200621086674	3.52606881166759	2.98732086592925	2.99819550315325	2.43295940727611	3.03033607837096	3.72900887033786	3.27202318906105	2.65535182861255	3.95698592461258	2.72027846523333	3.14404636961671	3.31903981556254	2.51601514700366	3.88068552526112	2.877744249949	3.21878116778407	2.877744249949	3.74200621086674	3.63226821549951	4.06522762277562	3.50080205305716	4.02059109477325	3.81557542886257	2.31034012061215	3.84899843040002	3.73009646559547	3.4541758931858	3.85897561429202	2.35895882583233	1.4541758931858	2.88752527074159	2.12101540096137	3.10601323762212	1.97819562968165	3.9174317553901	3.94110631094643	3.14404636961671	3.43962313755712	2.56071495447448	2.790772037862	3.30888505741176	2.03562390973072	3.45680614923047	2.72027846523333	3.8094144442359	2.84799690655495	2.6915341649192	2.75915583380027	2.56559717585422	2.4032677223393	0	2.64154602908752	1.66448284036468
"C19orf71"	5.51285895444998	4.25776496857139	1.71369581484336	0.333423733725192	4.56559717585422	5.29609026268396	4.68144926531496	5.30852106219326	0.0976107966264223	0	1.02856915219677	1.26903314645524	0.432959407276106	5.13175409098481	5.16430358309365	5.66078033403255	5.52324829260521	5.33913738491959	5.03254169727004	4.65706830120158	5.41074812818595	4.98230913012977	6.30268461411838	7.0588576212267	3.35755200461808	5.41278152533848	0.20163386116965	2.49825086752783	0.669026765509631	1.0703893278914	0.863938450423971	0.594548549550354	2.58496250072116	0.7311832415722	0.263034405833794	1.36737106564853	0.31034012061215	0.31034012061215	1.13750352374994	0.992768430768924	1.18903382439002	1.29278174922785	0.356143810225275	0.400537929583729	0.790772037862	0.53605290024021	1.25096157353322	1	0.367371065648529	0.411426245726465	1.41683974191283	0.432959407276106	0.20163386116965	0.454175893185802	0.765534746362977	0.495695162624069	0.389566811762726	0	0.55581615506164	0.37851162325373	0.604071323668861	0.925999418556223	0.454175893185802	0.31034012061215	0.400537929583729	0.389566811762726	0.124328135002202	0.823749360308273	0.516015147003665	0	0.400537929583729	0.214124805352847	2.4032677223393	0.613531652917927	1.49569516262407	1.02147972741045	6.18626283566979	3.43162295971329	4.06436554026363	2.65764000520782	5.0071955014042	2.5385381636298	2.4905701304462	5.14812063112396	3.68818035858693	4.50842865253186	5.09254574154357	4.9560566524124	5.51285895444998	4.49121175600309	3.45285896471381	5.20398416585599	3.66106547980695	4.47053686509258	3.43562859405209	3.52356195605701	4.89190518821193	3.35755200461808	0	0.55581615506164	0.22650852980868
"NCF1C"	2.50842865253186	2.39506279951758	1.20789285164133	1.70929063572336	0	3.1554254317472	2.78659636189081	2.58014548442338	1.89530262133331	1.65535182861255	1.68706068833989	0.925999418556223	1.54101915313356	1.90303827011291	3.18586654531133	5.18070484019556	0	1.16992500144231	2.24184018356467	2.95233356636969	2.02502879449152	1.73984810269933	1.90689059560852	4.36106648879432	1.72246602447109	0	2.22650852980868	1.99638874644762	1.02147972741045	1.38404980679516	3.91169158187234	2.6507645591169	1.41683974191283	1.65992455840238	1.58976348698498	2.91647664443772	2.31034012061215	2.13093086982645	1.85199883711245	2.88166461932035	2.41953889151378	2.44625622988956	2.6507645591169	2.51096191927738	2.29572302453997	1.54596836910529	2.47248777146274	1.42223300068305	2.17312743348066	2.03562390973072	2.19849415363908	1.6507645591169	2.76341157447001	2.24488705912353	1.70043971814109	1.24488705912353	3.84699468696557	1.58014548442338	2.56071495447448	2.64385618977472	2.11103131238874	1.83995958748953	2.35895882583233	1.87578006306849	1.34482849699744	1.56071495447448	2.96162332828694	3.19377174339668	1.36737106564853	2.37851162325373	2.12763327972587	1.43829285157915	3.23266075679027	1.78659636189081	2.25398926623079	2.52105073690096	2.43028527297778	0	1.98913900736823	0	0	1.20789285164133	1.54596836910529	0	1.20163386116965	0	1.62760683812965	0	0	0	1.38956681176273	1.68706068833989	2.04264433740849	0	2.22958792274065	0	0	0	0	1.29278174922785	1.43829285157915
"MPL"	3.36176835941915	2.95791459863299	0.0565835283663675	0.070389327891398	3.04264433740849	3.60880924267552	2.37295209791183	3.44360665147561	0.189033824390017	0.16349873228288	0.111031312388744	0.189033824390017	0.622930350920177	2.86195536414487	2.99457972421575	2.48542682717024	3.19377174339668	3.15218341905505	2.45680614923047	2.67807190511264	2.97636363573276	1.76553474636298	2.14730669878029	3.03562390973072	2.50589092972996	2.7311832415722	0.0565835283663675	0.0565835283663675	0.0976107966264223	0.0426443374084937	0.0565835283663675	0.0285691521967709	0.0976107966264223	0.0426443374084937	0.124328135002202	0.111031312388744	0.27500704749987	0.16349873228288	0.111031312388744	0.0426443374084937	0.176322772640463	0.0285691521967709	0.0285691521967709	0.0426443374084937	0.333423733725192	0.0143552929770701	0.137503523749935	0.0840642647884745	0.298658315564515	0.0426443374084937	0.20163386116965	0.0426443374084937	0.189033824390017	0.111031312388744	0.137503523749935	0.070389327891398	0.0840642647884745	0.37851162325373	0.137503523749935	0.176322772640463	0.137503523749935	0.150559676575381	0.150559676575381	0.0840642647884745	0.0840642647884745	0.0565835283663675	0.124328135002202	0.0976107966264223	0.0285691521967709	0.0840642647884745	0.0840642647884745	0.16349873228288	0.0976107966264223	0.0426443374084937	0.0840642647884745	0.0565835283663675	4.13257684267001	1.78240856492737	2.20789285164133	2.8499992594661	2.18903382439002	3.03386345186628	2.27798474729977	1.87970576628229	2.01077983875324	3.00898878322725	2.26603689399532	0.839959587489532	2.30742852519225	2.16671544496642	1.85996954822103	2.73552217729654	2.48542682717024	1.41142624572647	3.92029330021101	2.6915341649192	2.56803210477128	2.50589092972996	2.15380533607904	0.0426443374084937	0.0426443374084937
