"HKB0044_3006_T"	"HKB0069_3000_T"	"HKB0079_3006_T"	"HKB0082_3006_T"	"HKB0134_3006_T"	"HKB0167_3006_T"	"HKB0650_3000_T"	"HKB0659_3000_T"	"HKB0710_3000_T"	"HKB0718_3000_T"	"HKB0752_3000_T"	"HKB0040_3002_T"	"HKB0050_3005_T"	"HKB0052_3000_T"	"HKB0054_3000_T"	"HKB0074_3000_T"	"HKB0094_3006_T"	"HKB0120_3000_T"	"HKB0129_3000_T"	"HKB0155_3000_T"	"HKB0162_3006_T"	"HKB0186_3000_T"	"HKB0194_3006_T"	"HKB0207_3001_T"	"HKB0214_3006_T"	"HKB0220_3000_T"	"HKB0573_3000_T"	"HKB0579_3000_T"	"HKB0651_3000_N"	"HKB0674_3000_T"	"HKB0683_3000_T"	"HKB0719_3002_T"	"HKB0736_3000_T"	"HKB0751_3000_T"	"HKB0004_3000_N"	"HKB0019_3000_N"	"HKB0023_3000_N"	"HKB0033_3000_N"	"HKB0038_3000_N"	"HKB0040_3000_N"	"HKB0049_3000_N"	"HKB0050_3000_N"	"HKB0052_3004_N"	"HKB0067_3000_N"	"HKB0074_3003_N"	"HKB0094_3000_N"	"HKB0097_3004_N"	"HKB0098_3000_N"	"HKB0102_3000_N"	"HKB0106_3000_N"	"HKB0109_3000_N"	"HKB0115_3000_N"	"HKB0120_3002_N"	"HKB0121_3000_N"	"HKB0122_3002_N"	"HKB0123_3000_N"	"HKB0124_3000_N"	"HKB0129_3002_N"	"HKB0137_3000_N"	"HKB0143_3000_N"	"HKB0150_3000_N"	"HKB0155_3003_N"	"HKB0157_3000_N"	"HKB0158_3000_N"	"HKB0159_3000_N"	"HKB0160_3000_T"	"HKB0160_3001_N"	"HKB0161_3000_N"	"HKB0162_3000_N"	"HKB0167_3000_N"	"HKB0179_3000_N"	"HKB0186_3002_N"	"HKB0196_3000_N"	"HKB0207_3000_N"	"HKB0211_3000_N"	"HKB0220_3003_N"	"HKB0221_3000_N"	"HKB0222_3000_N"	"HKB0226_3000_N"	"HKB0227_3000_N"	"HKB0571_3000_N"	"HKB0574_3000_N"	"HKB0577_3000_N"	"HKB0583_3000_N"	"HKB0597_3000_N"	"HKB0618_3000_N"	"HKB0657_3000_N"	"HKB0663_3000_N"	"HKB0666_3000_N"	"HKB0672_3000_N"	"HKB0710_3001_N"	"HKB0718_3001_N"	"HKB0719_3001_N"	"HKB0722_3001_N"	"HKB0744_3001_N"	"HKB0748_3001_N"	"HKB0751_3001_N"	"HKB0752_3001_N"	"HKB0005_3000_N"	"HKB0036_3000_N"	"HKB0044_3000_N"	"HKB0079_3000_N"	"HKB0091_3001_T"	"HKB0098_3005_T"	"HKB0149_3000_N"	"HKB0194_3000_N"	"HKB0210_3006_T"	"HKB0214_3000_N"	"HKB0562_3000_N"	"HKB0016_3006_T"	"HKB0084_3000_T"	"HKB0164_3006_T"	"HKB0179_3006_T"	"HKB0208_3006_T"	"HKB0222_3006_T"	"HKB0225_3000_N"	"HKB0538_3000_N"	"HKB0132_3006_T"
"CD3G"	2.62293035092018	2.88362081628567	2.86393845042397	3.24944534108584	2.18903382439002	4.06781078378962	3.10768786931437	3.25398926623079	3.51349074558812	2.67807190511264	2.90303827011291	4.53791724903408	3.5668151540109	2	3.23112515787905	3	2.32192809488736	2.34766565630097	2.38404980679516	2.33628338786443	2.29572302453997	3.04264433740849	3.15218341905505	2.94673086014031	2.73335434061383	3.31903981556254	3.17152710603881	2.50842865253186	2.68032435684402	4.44161626940656	3.01970191444255	1.89917563048051	5.09339115325301	3.4235781709818	1.94860084749336	1.18903382439002	1.36737106564853	1.28095631383106	1.61353165291793	2.07382023329167	1.46466826700344	1.92219784839637	1.93357263826102	0.839959587489532	1.8073549220576	1.51096191927738	1.37851162325373	1.74416109557041	1.54596836910529	0.713695814843359	1.22650852980868	1.25096157353322	1.790772037862	1.17632277264046	1.22032995487956	0.659924558402378	0.903038270112912	0.687060688339892	1.61823865559545	1.1243281350022	1.31614574229336	0.887525270741587	0.344828496997441	1.37295209791183	1.37851162325373	1.02147972741045	1.26903314645524	0.678071905112638	1.51601514700366	2.13093086982645	1.56071495447448	1.32768736417605	1.9297909977186	1.33913738491959	2.35895882583233	1.46466826700344	1.52606881166759	1.89141918684608	0.933572638261024	1.07724299893246	1.19534759832222	0.948600847493356	1.25701061820602	0.855989697308481	0.970853654340484	1.19534759832222	1.19534759832222	1.15704371014558	0.910732661902913	1.87970576628229	1.98550043030488	1.95233356636969	0.659924558402378	1.50080205305716	0.704871964456353	1.37295209791183	0.6959938131099	2.0036022366802	1.41683974191283	1.35614381022528	1.44360665147561	1.66902676550963	2.64154602908752	1.88752527074159	0.970853654340484	2.09423606984577	0.807354922057604	1.76128527336162	1.54101915313356	1.76128527336162	2.20476675065461	1.14404636961671	1.82374936030827	1.86789646399265	1.23266075679027	1.92599941855622	1.76128527336162	1.55090066464752
"SIRPG"	2.07724299893246	1.78659636189081	1.71369581484336	2.27500704749987	1.44890095114513	3.02502879449152	1.87578006306849	2.28392177230762	2.35614381022528	1.76977173924945	2.15704371014558	3.81762325751143	2.10433665981474	0.925999418556223	2.23572705983806	1.56559717585423	1.88752527074159	1.42223300068305	1.75274859140713	1.35049724708413	1.27500704749987	1.98185265328974	2.22650852980868	1.0496307677246	1.36737106564853	1.87970576628229	2.17632277264046	1.72246602447109	1.30451104180995	3.51727569320958	1.89530262133331	1	4.12267271882414	2.09761079662642	0.6959938131099	0.53605290024021	0.545968369105292	0.37851162325373	0.687060688339892	1.23878685958712	0.495695162624069	0.27500704749987	0.367371065648529	0.189033824390017	0.650764559116902	0.298658315564515	0.238786859587116	0.432959407276106	0.422233000683048	0.238786859587116	0.333423733725192	0.0565835283663675	0.526068811667588	0.176322772640463	0.37851162325373	0.137503523749935	0.111031312388744	0.137503523749935	0.722466024471091	0.250961573533219	0.411426245726465	0.16349873228288	0.0426443374084937	0.298658315564515	0.505890929729957	0.22650852980868	0.0840642647884746	0.0426443374084937	0.22650852980868	1.15704371014558	0.871843648509318	0.799087306074004	1.14404636961671	0.16349873228288	0.871843648509318	0.16349873228288	0.238786859587116	0.475084882948783	0.111031312388744	0.286881147788162	0.641546029087524	0.55581615506164	0.356143810225275	0.263034405833794	0.263034405833794	0.321928094887362	0.298658315564515	0.0426443374084937	0.0840642647884746	0.516015147003665	0.475084882948783	0.956056652412403	0.411426245726465	0.356143810225275	0.263034405833794	0.505890929729957	0.0426443374084937	0.367371065648529	0.55581615506164	0.367371065648529	0.604071323668861	0.7311832415722	2.05658352836637	1.09761079662642	0.124328135002202	1.03562390973072	0.815575428862573	0.632268215499513	0.622930350920177	1.46466826700344	1.66902676550963	0.641546029087524	1.01435529297707	0.933572638261024	0.495695162624069	0.887525270741587	0.622930350920177	0.739848102699327
"RGL4"	0.250961573533219	0.298658315564515	0.286881147788162	0.16349873228288	0.214124805352847	0.545968369105292	0.238786859587116	0.37851162325373	0.400537929583729	0.298658315564515	0.333423733725192	1.07724299893246	0.37851162325373	0.22650852980868	0.389566811762726	0.356143810225275	0.176322772640463	0.176322772640463	0.27500704749987	0.124328135002202	0.189033824390017	0.321928094887362	0.31034012061215	0.0840642647884746	0.111031312388744	0.27500704749987	0.495695162624069	0.250961573533219	0.333423733725192	0.565597175854225	0.333423733725192	0.16349873228288	0.782408564927373	0.659924558402378	0.214124805352847	0.238786859587116	0.0565835283663675	0.137503523749935	0.214124805352847	0.22650852980868	0.137503523749935	0.0976107966264223	0.150559676575381	0.0426443374084937	0.20163386116965	0.150559676575381	0.124328135002202	0.137503523749935	0.124328135002202	0.150559676575381	0.111031312388744	0.124328135002202	0.0976107966264223	0.27500704749987	0.0285691521967709	0.263034405833794	0.263034405833794	0.124328135002202	0.124328135002202	0.0426443374084937	0.0840642647884746	0.0426443374084937	0.238786859587116	0.37851162325373	0	0.0285691521967709	0.0285691521967709	0.0565835283663675	0.111031312388744	0.0565835283663675	0.22650852980868	0.070389327891398	0.263034405833794	0.150559676575381	0.137503523749935	0	0.333423733725192	0.124328135002202	0.137503523749935	0	0	0.070389327891398	0.214124805352847	0.137503523749935	0.238786859587116	0.0565835283663675	0.31034012061215	0.124328135002202	0.0565835283663675	0.238786859587116	0.263034405833794	0.485426827170242	0.16349873228288	0.137503523749935	0.070389327891398	0.422233000683048	0.0840642647884746	0.0976107966264223	0.124328135002202	0.0976107966264223	0.0976107966264223	0.124328135002202	0.238786859587116	0.0976107966264223	0.0565835283663675	0.176322772640463	0	0.070389327891398	0.150559676575381	0.189033824390017	0.150559676575381	0.20163386116965	0.111031312388744	0.0565835283663675	0.070389327891398	0.137503523749935	0.298658315564515	0.31034012061215
"ARRDC5"	0.782408564927373	0.475084882948783	0.863938450423971	0.400537929583729	0.238786859587116	0.799087306074004	0.454175893185802	0.575312330687437	0.432959407276106	0.0565835283663675	0.411426245726465	1.89141918684608	0.669026765509631	0.659924558402378	1.21412480535285	0.887525270741587	0.84799690655495	0.678071905112638	1.05658352836637	0.526068811667588	0.584962500721156	0.992768430768924	0.748461233004036	0.669026765509631	0.238786859587116	0.495695162624069	0.632268215499513	0.863938450423971	0.150559676575381	1.38404980679516	0.594548549550354	0.443606651475615	2.06004738366994	0.948600847493356	0.55581615506164	0.454175893185802	0.495695162624069	0.22650852980868	0.432959407276106	0.687060688339892	0.545968369105292	0.400537929583729	0.31034012061215	0.411426245726465	0.137503523749935	0.22650852980868	0.263034405833794	0.6959938131099	0.31034012061215	0.176322772640463	0.454175893185802	0.53605290024021	0.411426245726465	0.214124805352847	0.286881147788162	0.20163386116965	0.31034012061215	0.443606651475615	0.263034405833794	0.454175893185802	0.432959407276106	0.0976107966264223	0.27500704749987	0.189033824390017	0.333423733725192	0.356143810225275	0.0565835283663675	0.0976107966264223	0.464668267003444	0.400537929583729	0.238786859587116	0.495695162624069	0.565597175854225	0.650764559116902	0.584962500721156	0.575312330687437	0.678071905112638	0.31034012061215	0.411426245726465	0.584962500721156	0.443606651475615	0.137503523749935	0.55581615506164	0.124328135002202	0.31034012061215	0.37851162325373	0.31034012061215	0.124328135002202	0.137503523749935	0.37851162325373	0.070389327891398	0.389566811762726	0.150559676575381	0.150559676575381	0.16349873228288	0.333423733725192	0.27500704749987	0.0565835283663675	0.485426827170242	0.545968369105292	0.526068811667588	0.443606651475615	0.27500704749987	0.422233000683048	0.263034405833794	0.389566811762726	0.124328135002202	0.782408564927373	0.411426245726465	0.389566811762726	0.37851162325373	0.286881147788162	0.400537929583729	0.20163386116965	0.27500704749987	0.773996325111173	0.443606651475615	0.238786859587116
"CD69"	3.0686708106651	3.31324585178756	3.20789285164133	2.85996954822103	2.91456452349394	4.34766565630097	3.32337006906127	4.46532151358055	4.25927248703759	2.78031009904338	3.45022149589718	6.0203688510632	3.36036427654347	3.70154905694307	5.03077747199254	5.2460279805281	3.28540221886225	3.57288966842058	4.37920505996061	3.44890095114513	2.96901230751632	4.02147972741045	3.22804904788446	4.02236781302845	2.97819562968165	3.32912359629157	4.51601514700366	3.89336221076387	2.70265754339091	4.40531168259745	3.22804904788446	3.49825086752783	5.75702324650746	4.40531168259745	3.27351588970212	3.82781902461732	3.40735275114004	1.87970576628229	3.64038956005495	3.31614574229336	3.75488750216347	2.41683974191283	3.56559717585422	2.43562859405209	3.86294724802092	2.80529245560071	3.81659970653491	2.45680614923047	2.53106949272595	3.93262815702213	3.8569856897822	3.70376517879341	2.75702324650746	4.03121873061072	3.24031432933371	3.43162295971329	2.21412480535285	4.01346225980656	2.611172380044	1.99276843076892	2.61353165291793	2.25398926623079	3.08065766334523	4.05484847699562	2.64385618977472	2.34198574722862	3.99548451887751	3.35614381022528	4.76818432477693	3.33913738491959	4.52418907844937	1.77399632511117	4.05658352836637	1.97085365434048	3.90881290773955	2.45680614923047	3.29278174922785	3.41006969175638	2.74200621086674	3.52230689287139	3.36457243229586	3.25398926623079	3.59931779369823	2.16027483140859	4.38266725274504	4.56071495447448	3.27351588970212	3.35895882583233	2.34766565630097	4.82527683005487	2.26002565596146	2.88166461932035	4.3819754785573	2.81147103052984	3.45811948117451	3.02680005934372	2.6667565918848	3.40871186102943	3.55949181320504	2.23266075679027	2.43562859405209	2.799087306074	2.22032995487956	3.35614381022528	2.30451104180995	1.94485844580754	0.895302621333307	2.23572705983806	3.05831649559082	3.16671544496642	2.31614574229336	1.98913900736823	2.89336221076387	2.81557542886257	2.21412480535285	3.04614178164472	2.52105073690096	3.44095219802964
"THEMIS"	1.41142624572647	1.6915341649192	1.90303827011291	1.91073266190291	1.53106949272595	2.86591881455221	2.22650852980868	2.114367024952	2.5385381636298	1.67355642399014	2.02502879449152	3.87970576628229	2.22342254993494	1.97085365434048	2.18586654531133	2.75060650483559	1.98185265328974	1.65535182861255	2.47248777146274	1.76553474636298	2.29865831556452	2.40599235967584	2.17312743348066	2.89917563048051	1.90303827011291	2.5385381636298	2.37016428054021	2.31324585178756	2.51853513898218	3.1906148602095	2.58014548442338	1.74416109557041	4.71808758396052	2.77188557851537	2.31614574229336	1.05658352836637	1.26903314645524	1.34482849699744	1.49569516262407	1.73552217729654	1.53605290024021	1.61353165291793	1.64154602908752	0.799087306074004	1.53106949272595	1.35049724708413	0.815575428862573	1.27500704749987	1.49569516262407	0.7311832415722	1.33913738491959	1.26303440583379	1.87970576628229	0.604071323668861	1.01435529297707	0.505890929729957	0.739848102699327	0.956056652412403	1.40053792958373	1.0071955014042	1.28095631383106	0.333423733725192	0.575312330687437	1.17632277264046	1.09761079662642	0.815575428862573	0.594548549550354	0.250961573533219	1.08406426478847	1.6915341649192	1.32768736417605	1.53106949272595	1.51601514700366	0.84799690655495	2.13093086982645	1.0703893278914	1.74416109557041	1.56559717585423	0.584962500721156	0.748461233004036	0.773996325111173	1.20789285164133	0.978195629681652	0.505890929729957	1.07724299893246	1.07724299893246	1.39506279951758	0.782408564927373	0.956056652412403	1.55581615506164	1.63226821549951	2.13422093976063	0.464668267003444	1.28095631383106	0.713695814843359	0.871843648509318	0.545968369105292	1.86789646399265	1.80322703643493	1.31614574229336	1.46988597627446	1.13750352374994	1.48542682717024	1.21412480535285	0.713695814843359	1.25701061820602	0.367371065648529	1.60407132366886	1.36176835941915	1.26903314645524	1.23878685958712	0.855989697308481	1.09761079662642	1.34482849699744	1.1243281350022	1.35049724708413	2.20476675065461	1.36737106564853
"GPR171"	1.790772037862	1.22032995487956	2.46205231879643	2.02147972741045	2.44095219802964	3.03033607837096	1.86789646399265	3.09929520433778	2.23266075679027	1.9297909977186	2.6959938131099	4.4944156103975	2.20476675065461	1.99638874644762	3.19219416528334	3.28095631383106	2.18586654531133	1.70043971814109	2.57288966842058	1.71369581484336	1.68706068833989	2.03913839390696	1.93734439215023	1.76553474636298	1.4905701304462	2.45680614923047	2.23266075679027	1.73552217729654	1.62760683812965	2.91838623444635	1.50589092972996	0.790772037862	4.22650852980868	2.41142624572647	1.51096191927738	0.505890929729957	0.799087306074004	0.650764559116902	0.855989697308481	0.903038270112912	1.09085343045111	0.978195629681652	1.33913738491959	0.933572638261024	1.20789285164133	0.978195629681652	1.20789285164133	1.04264433740849	0.799087306074004	0.669026765509631	0.526068811667588	1.08406426478847	1.01435529297707	0.545968369105292	0.650764559116902	0.632268215499513	0.575312330687437	1.03562390973072	1.51601514700366	0.748461233004036	1.11103131238874	0.37851162325373	0.367371065648529	0.871843648509318	0.925999418556223	0.432959407276106	0.475084882948783	0.176322772640463	0.7311832415722	1.34482849699744	1.16992500144231	0.956056652412403	1.44360665147561	0.565597175854225	1.89917563048051	1.16349873228288	0.855989697308481	0.687060688339892	0.505890929729957	0.659924558402378	0.6959938131099	1.35049724708413	0.55581615506164	0.286881147788162	0.713695814843359	0.839959587489532	1.09085343045111	0.713695814843359	0.823749360308273	1.4276061727819	0.871843648509318	1.17632277264046	0.389566811762726	0.6959938131099	0.807354922057604	0.545968369105292	0.321928094887362	1.37851162325373	1.24488705912353	0.659924558402378	0.992768430768924	1.14404636961671	1.85996954822103	1.11769504266975	0.863938450423971	0.75702324650746	0.604071323668861	0.831877241191673	0.807354922057604	0.956056652412403	1.46988597627446	0.622930350920177	0.831877241191673	1.03562390973072	0.298658315564515	1.27500704749987	1.26303440583379	2.03562390973072
"ICOS"	2.37016428054021	2.97452931248388	1.89141918684608	3.02147972741045	2.22958792274065	3.74308405554959	2.36457243229586	4.17232749165762	3.55949181320504	3.14567745519564	2.07724299893246	4.36806987653208	2.79493566280354	1.15055967657538	2.77820857639809	1.83995958748953	1.93734439215023	2.01435529297707	1.78240856492737	1.55581615506164	1.6915341649192	2.09085343045111	2.79493566280354	1.70929063572336	2.01077983875324	2.62760683812965	3.55581615506164	2.33913738491959	1.04264433740849	3.54720302475693	2.72246602447109	1.77820857639809	4.02236781302845	3.17951105027151	0.933572638261024	0.713695814843359	0.799087306074004	0.321928094887362	0.263034405833794	1.03562390973072	0.722466024471091	0.84799690655495	0.344828496997441	0.422233000683048	0.782408564927373	0.485426827170242	0.321928094887362	0.432959407276106	0.422233000683048	0.263034405833794	0.613531652917927	0.286881147788162	0.584962500721156	0.773996325111173	0.516015147003665	0.344828496997441	0.37851162325373	0.16349873228288	1.09761079662642	0.659924558402378	0.505890929729957	0.111031312388744	0.27500704749987	0.632268215499513	0.815575428862573	0.16349873228288	0.286881147788162	0.124328135002202	0.739848102699327	1.61823865559545	0.632268215499513	0.516015147003665	0.807354922057604	0.250961573533219	0.807354922057604	0.545968369105292	0.773996325111173	0.871843648509318	0.687060688339892	1.0496307677246	0.495695162624069	0.659924558402378	0.16349873228288	0.367371065648529	0.641546029087524	0.485426827170242	0.903038270112912	0.464668267003444	0.678071905112638	1.6915341649192	1.08406426478847	1.57531233068744	0.584962500721156	0.298658315564515	0.150559676575381	0.53605290024021	0.27500704749987	0.632268215499513	1.36176835941915	0.704871964456353	0.55581615506164	0.970853654340484	2.86393845042397	1.88752527074159	0.356143810225275	0.75702324650746	1.10433665981474	1.0703893278914	1.4541758931858	1.94485844580754	1.92599941855622	0.978195629681652	1.14404636961671	0.613531652917927	0.704871964456353	0.956056652412403	1.29278174922785	1.39506279951758
"TAGAP"	3.24640808724638	3.62410089462811	3.36317107711924	3.50462039240355	3.83693401132109	4.89869207256049	2.85399564717639	4.42425028608405	4.00629802390037	3.25096157353322	3.25701061820602	5.70099449416827	3.27202318906105	2.95791459863299	4.23189316164533	3.77399632511117	3.32048467801769	3.66334461936608	3.38128337250378	3.48284828306847	2.98913900736823	3.92314918047231	3.61235249875266	3.18903382439002	3.25550073314839	3.8011586560937	3.84899843040002	3.37155886261196	2.93922657772821	4.65306001710456	2.94110631094643	2.75488750216347	5.24260250592898	3.70818723602071	3.0686708106651	3.93073733756289	3.27500704749987	3.31179371775365	3.03913839390696	3.7771566660045	4.19927972133662	2.877744249949	3.42894634476948	3.12267271882414	2.99638874644762	3.16510798514454	3.73226919950145	3.17152710603881	2.73984810269933	3.52481592835751	4.23035674505615	3.29572302453997	3.0071955014042	3.56559717585422	3.3533232911629	3.36036427654347	3.23112515787905	3.18903382439002	2.77820857639809	2.70265754339091	2.77188557851537	2.75702324650746	3.11769504266975	3.877744249949	2.88752527074159	2.98913900736823	3.82781902461732	2.97269265400426	3.94766615679601	3.4235781709818	3.53106949272595	3.31034012061215	3.31179371775365	3.17632277264046	4.0036022366802	3.51096191927738	3.57410150808939	3.674686619928	3.01970191444255	3.76871365703048	3.40053792958373	3.48542682717024	3.95046841415012	2.9429835981871	3.85598969730848	3.3533232911629	2.799087306074	3.4235781709818	3.0496307677246	3.59215800212536	3.10097764772482	3.14730669878029	3.21101219348551	2.84398384404833	2.9297909977186	3.55336050333533	2.74416109557041	2.61353165291793	2.29572302453997	2.77610398807316	2.51349074558812	2.96347412397489	2.97085365434048	2.98550043030489	2.48542682717024	2.83995958748953	1.67807190511264	3.15704371014558	2.61588707391606	3.1243281350022	2.94860084749336	2.88362081628567	2.62993940943954	2.58014548442338	2.62993940943954	2.99095486039699	2.89530262133331	2.58496250072116
"IL7R"	3.32192809488736	3.9429835981871	4.80322703643493	4.5298209465287	4.76234881564413	5.32192809488736	4.07980475463526	5.89457527317528	3.61588707391606	3.36036427654347	4.79597469420667	7.30879406721648	4.40735275114004	4.82222027162153	5.79337571126475	6.00090140274153	4.9136075118231	4.75648960675997	4.74146698640115	3.84799690655495	3.70929063572336	5.00764403087801	4.65535182861255	5.06134418828839	4.1906148602095	4.86145916636151	5.24184018356467	4.47638168756724	4.46532151358055	6.21315283533637	3.08236196955747	2.90496571868403	7.30961277245412	4.78450398292957	3.7235585614721	2.8011586560937	3.28095631383106	3.17632277264046	3.97177344719337	3.80426011563474	2.77399632511117	3.07895134139482	4.01970191444255	2.95233356636969	3.93073733756289	3.87282875953489	3.03738222200308	2.90881290773955	3.93262815702213	2.27202318906105	2.4931349223055	3.00898878322725	4.37016428054021	2.60407132366886	2.53605290024021	1.75702324650746	2.53356334821451	2.47767732756531	3.58135124716878	2.32768736417605	3.68144926531496	1.52606881166759	1.80322703643493	2.4541758931858	3.5298209465287	1.4594316186373	2.04614178164472	1.08406426478847	2.20163386116965	3.28243980500639	3.73984810269933	3.22342254993494	3.78135971352466	1.9297909977186	4.03562390973072	2.80322703643493	2.56803210477128	3.01613970265525	1.9297909977186	2.44095219802964	2.45680614923047	2.78868571061353	2.96162332828694	1.68257329734758	2.51349074558812	2.50589092972996	3.85199883711245	2.6959938131099	2.40871186102943	3.16027483140859	3.09085343045111	2.89530262133331	1.55581615506164	3.54349588342577	2.31324585178756	3.39231742277876	1.57531233068744	4.21800615028443	3.57893871309339	2.90496571868403	3.25247621413522	4.28909670241999	4.12515513132229	3.55090066464752	2.99276843076892	3.41278152533848	1.88362081628567	2.60880924267552	3.93451650158608	3.77610398807316	4.04439411935845	2.21412480535285	3.21101219348551	3.29865831556452	2.58976348698498	3.73443866613717	3.97269265400426	3.89141918684608
"CLEC4C"	1.18903382439002	1.75702324650746	0.622930350920177	0.782408564927373	0.238786859587116	1.35049724708413	1.13750352374994	1.97085365434048	0.516015147003665	0.55581615506164	0.495695162624069	3.5668151540109	0.831877241191673	0.839959587489532	1.61823865559545	1.46466826700344	1.0071955014042	0.815575428862573	0.978195629681652	0.604071323668861	0.443606651475615	0.669026765509631	1.58014548442338	0.214124805352847	0.948600847493356	1.75702324650746	2.15380533607904	0.956056652412403	0.0840642647884746	2.75274859140713	0.263034405833794	0.475084882948783	1.96347412397489	0.815575428862573	0	0.070389327891398	0.22650852980868	0	0.650764559116902	0.356143810225275	0.464668267003444	0.0840642647884746	0.321928094887362	0.111031312388744	0.137503523749935	0.16349873228288	0.263034405833794	0.53605290024021	0.0840642647884746	0.321928094887362	0.298658315564515	0.176322772640463	0	0.356143810225275	0.070389327891398	0.150559676575381	0.070389327891398	0.250961573533219	0.0840642647884746	0.111031312388744	0.20163386116965	0.0426443374084937	0.0840642647884746	0	0.111031312388744	0	0.286881147788162	0.20163386116965	0	1	0.333423733725192	0.250961573533219	0.0976107966264223	0.454175893185802	0.214124805352847	0.75702324650746	0.0976107966264223	0.0840642647884746	0.344828496997441	0.111031312388744	0.286881147788162	0.124328135002202	0	0.214124805352847	0.432959407276106	0.189033824390017	0.238786859587116	0.176322772640463	0.238786859587116	0.0976107966264223	0.176322772640463	0.344828496997441	0	0	0.27500704749987	0	0.0840642647884746	0.111031312388744	0.137503523749935	0.333423733725192	0.250961573533219	0.27500704749987	0.687060688339892	0.356143810225275	0	0.176322772640463	0.0565835283663675	0.422233000683048	0.0976107966264223	0.978195629681652	0.0565835283663675	0.286881147788162	0.545968369105292	0.545968369105292	0.0976107966264223	0.263034405833794	0.22650852980868	0.53605290024021
"IL2"	0	0.150559676575381	0.176322772640463	0.150559676575381	0.16349873228288	0.214124805352847	0.389566811762726	0.443606651475615	0.124328135002202	0.124328135002202	0.0565835283663675	0.863938450423971	0.31034012061215	0.565597175854225	0.356143810225275	0.823749360308273	0.443606651475615	0.20163386116965	0.622930350920177	0	0.321928094887362	0.20163386116965	0	0.641546029087524	0	0.367371065648529	0.475084882948783	0.422233000683048	0.22650852980868	0.464668267003444	0.298658315564515	0.400537929583729	0.505890929729957	0.176322772640463	0.344828496997441	0.367371065648529	0.464668267003444	0	0.111031312388744	0.495695162624069	0.22650852980868	0.613531652917927	0.505890929729957	0	0.650764559116902	0.263034405833794	0.176322772640463	0.124328135002202	0.111031312388744	0.137503523749935	0.22650852980868	0	0.356143810225275	0.356143810225275	0.124328135002202	0	0	0	0	0.176322772640463	0.422233000683048	0	0	0.0840642647884746	0	0	0	0	0.124328135002202	0.124328135002202	0	0	0.22650852980868	0	0.263034405833794	0	0	0.356143810225275	0.137503523749935	0	0.111031312388744	0	0.137503523749935	0	0.250961573533219	0	0.411426245726465	0.286881147788162	0	0.124328135002202	0.286881147788162	0.124328135002202	0	0.344828496997441	0	0	0	0.27500704749987	0.263034405833794	0	0.250961573533219	0	0.070389327891398	0.367371065648529	0.0840642647884746	0	0	0	0.250961573533219	0.111031312388744	0.137503523749935	0	0	0.22650852980868	0.137503523749935	0.150559676575381	0.22650852980868	0
"CCR2"	3.4931349223055	3.4032677223393	4.48091134604775	3.97452931248388	3.0408924306469	5.06738057801906	3.51601514700366	5.56620629346551	2.98367769469807	3.18269229751619	3.35895882583233	5.64789009105921	2.82374936030827	2.50080205305716	3.3533232911629	3.10936055940423	2.86591881455221	2.64846544302731	2.93168305705981	2.51601514700366	2.68481873755322	3.35755200461808	2.81966818349646	3.01435529297707	2.84197311892718	3.10097764772482	3.64385618977472	3.3743439890385	2.97269265400426	4.23266075679027	3.34198574722862	2.4905701304462	4.25096157353322	3.53231695933277	2.24488705912353	2.44095219802964	2.51096191927738	2.41413553298445	1.80322703643493	2.48026512205446	2.04614178164472	2.19534759832222	3.10936055940423	2.12101540096137	2.24488705912353	2.30158764660319	2.25096157353322	1.93734439215023	3.24031432933371	1.82781902461732	3.23419472295381	1.96716860753263	2.81966818349646	1.33913738491959	1.799087306074	1.20789285164133	1.56559717585423	1.53605290024021	2.15055967657538	1.76553474636298	1.92219784839637	0.632268215499513	1.66902676550963	2.41142624572647	1.96716860753263	1.30451104180995	1.88752527074159	1.28688114778816	1.6959938131099	1.38956681176273	2.01077983875324	3.58014548442338	1.87970576628229	1.83187724119167	2.29278174922785	3.13257684267001	1.85199883711245	2.44095219802964	1.32192809488736	1.63691458035588	2.24792751344359	2.60169651648096	1.6915341649192	1.02147972741045	1.79493566280354	1.92219784839637	2.49825086752783	1.97452931248388	1.94860084749336	2.80322703643493	1.75274859140713	2.58496250072116	1.60880924267552	3.38128337250378	1.37851162325373	1.67355642399014	0.855989697308481	3.73443866613717	2.57773093149008	2.62058641045188	2.14404636961671	2.26303440583379	2.63923216324928	3.47378691161437	1.89141918684608	2.85399564717639	1.37851162325373	2.71369581484336	2.55336050333533	2.48800077083407	2.62760683812965	2.02147972741045	1.48026512205446	1.97819562968165	1.50589092972996	1.81966818349646	3.14893410452634	2.28392177230762
