"HKB0040_3002_T"	"HKB0050_3005_T"	"HKB0052_3000_T"	"HKB0054_3000_T"	"HKB0069_3000_T"	"HKB0074_3000_T"	"HKB0098_3005_T"	"HKB0120_3000_T"	"HKB0129_3000_T"	"HKB0155_3000_T"	"HKB0167_3006_T"	"HKB0186_3000_T"	"HKB0194_3006_T"	"HKB0207_3001_T"	"HKB0214_3006_T"	"HKB0220_3000_T"	"HKB0573_3000_T"	"HKB0579_3000_T"	"HKB0659_3000_T"	"HKB0674_3000_T"	"HKB0736_3000_T"	"HKB0751_3000_T"	"HKB0064_3004_T"	"HKB0220_3003_N"	"HKB0007_3005_T"	"HKB0044_3006_T"	"HKB0056_3002_T"	"HKB0079_3006_T"	"HKB0082_3006_T"	"HKB0084_3000_T"	"HKB0091_3001_T"	"HKB0134_3006_T"	"HKB0216_3000_N"	"HKB0710_3000_T"	"HKB0718_3000_T"	"HKB0752_3000_T"	"HKB0719_3001_N"	"HKB0004_3000_N"	"HKB0005_3000_N"	"HKB0019_3000_N"	"HKB0023_3000_N"	"HKB0033_3000_N"	"HKB0036_3000_N"	"HKB0038_3000_N"	"HKB0040_3000_N"	"HKB0049_3000_N"	"HKB0050_3000_N"	"HKB0052_3004_N"	"HKB0064_3000_N"	"HKB0067_3000_N"	"HKB0074_3003_N"	"HKB0094_3000_N"	"HKB0096_3000_N"	"HKB0097_3004_N"	"HKB0098_3000_N"	"HKB0102_3000_N"	"HKB0106_3000_N"	"HKB0109_3000_N"	"HKB0115_3000_N"	"HKB0120_3002_N"	"HKB0121_3000_N"	"HKB0122_3002_N"	"HKB0123_3000_N"	"HKB0124_3000_N"	"HKB0129_3002_N"	"HKB0132_3000_N"	"HKB0133_3000_N"	"HKB0137_3000_N"	"HKB0143_3000_N"	"HKB0149_3000_N"	"HKB0150_3000_N"	"HKB0155_3003_N"	"HKB0157_3000_N"	"HKB0158_3000_N"	"HKB0159_3000_N"	"HKB0160_3000_T"	"HKB0160_3001_N"	"HKB0161_3000_N"	"HKB0162_3000_N"	"HKB0167_3000_N"	"HKB0179_3000_N"	"HKB0186_3002_N"	"HKB0194_3000_N"	"HKB0196_3000_N"	"HKB0198_3000_N"	"HKB0207_3000_N"	"HKB0210_3000_N"	"HKB0211_3000_N"	"HKB0214_3000_N"	"HKB0219_3000_N"	"HKB0221_3000_N"	"HKB0222_3000_N"	"HKB0226_3000_N"	"HKB0227_3000_N"	"HKB0538_3000_N"	"HKB0571_3000_N"	"HKB0574_3000_N"	"HKB0577_3000_N"	"HKB0583_3000_N"	"HKB0597_3000_N"	"HKB0618_3000_N"	"HKB0636_3000_N"	"HKB0648_3000_N"	"HKB0651_3000_N"	"HKB0657_3000_N"	"HKB0663_3000_N"	"HKB0666_3000_N"	"HKB0672_3000_N"	"HKB0710_3001_N"	"HKB0718_3001_N"	"HKB0719_3002_T"	"HKB0722_3001_N"	"HKB0744_3001_N"	"HKB0748_3001_N"	"HKB0751_3001_N"	"HKB0752_3001_N"	"HKB0008_3006_T"	"HKB0164_3006_T"	"HKB0004_3006_T"	"HKB0036_3006_T"	"HKB0065_3006_T"	"HKB0182_3006_T"	"HKB0023_3006_T"	"HKB0038_3006_T"	"HKB0049_3006_T"	"HKB0088_3000_T"	"HKB0101_3000_T"	"HKB0143_3006_T"	"HKB0208_3006_T"	"HKB0209_3004_T"	"HKB0576_3000_T"	"HKB0665_3000_T"	"HKB0698_3000_T"	"HKB0701_3000_T"	"HKB0737_3000_T"
"XCR1"	1.63226821549951	0.704871964456353	0.55581615506164	1.31614574229336	1.1243281350022	1.48542682717024	0.782408564927373	1.07724299893246	0.704871964456353	0.37851162325373	1.22650852980868	1.16992500144231	0.505890929729957	0.485426827170242	0.773996325111173	1.26903314645524	0.286881147788162	0.367371065648529	1.23878685958712	0.918386234446348	1.85996954822103	0.687060688339892	0.238786859587116	0.565597175854225	0.464668267003444	0.650764559116902	0	0.871843648509318	0.613531652917927	0.400537929583729	0.55581615506164	0.659924558402378	0.400537929583729	0.565597175854225	0	0.37851162325373	0.111031312388744	0.356143810225275	0.250961573533219	0.22650852980868	0.137503523749935	0.250961573533219	0.344828496997441	0.411426245726465	0.485426827170242	0.070389327891398	0.7311832415722	0.641546029087524	0	0.475084882948783	0.298658315564515	0.37851162325373	0.0840642647884746	0.16349873228288	0.432959407276106	0.495695162624069	0.16349873228288	0.773996325111173	0	0.263034405833794	0.214124805352847	0.286881147788162	0	0.189033824390017	0.464668267003444	0.389566811762726	0.333423733725192	0.400537929583729	0.16349873228288	0.0976107966264223	0.214124805352847	0.0840642647884746	0	0.6959938131099	0.367371065648529	0	0.214124805352847	0	0.443606651475615	0.575312330687437	0.250961573533219	0.238786859587116	0.137503523749935	0.443606651475615	0.545968369105292	0.137503523749935	0.389566811762726	0.545968369105292	0.659924558402378	0.31034012061215	0.367371065648529	0.516015147003665	0.356143810225275	0.238786859587116	0.070389327891398	0.20163386116965	0.443606651475615	0.16349873228288	0.0565835283663675	0.31034012061215	0.070389327891398	0.411426245726465	1.02856915219677	0.389566811762726	0.070389327891398	0.333423733725192	0.124328135002202	0.20163386116965	0.0840642647884746	0.333423733725192	0.20163386116965	0.070389327891398	0.111031312388744	0	0.124328135002202	0.31034012061215	0.632268215499513	0.27500704749987	0.176322772640463	0.333423733725192	0.321928094887362	0.0840642647884746	0.344828496997441	0.0565835283663675	0.594548549550354	0.443606651475615	0.475084882948783	0.16349873228288	0.137503523749935	0.111031312388744	0.111031312388744	0	0	0	0.604071323668861
"STAT4"	4.51032901949057	2.73984810269933	2.60169651648096	3.48413813120167	2.70043971814109	2.92599941855622	2.88557436437143	2.13422093976063	2.68929916053589	1.799087306074	3.33771109212829	2.7311832415722	2.70043971814109	3.03562390973072	2.13750352374994	2.95791459863299	3.47638168756724	2.57288966842058	3.33342373372519	3.77082904603249	4.83238371654913	3.27202318906105	1.51096191927738	2.26002565596146	1.65535182861255	2.32481060342048	1.51601514700366	2.41142624572647	2.48800077083407	1.73984810269933	2.10097764772482	2.18903382439002	3.08406426478847	2.99457972421575	2.41683974191283	2.59693514238723	3.01613970265525	2.65306001710456	2.43562859405209	2.57773093149008	2.69821847822441	2.16992500144231	1.89141918684608	1.96347412397489	2.70265754339091	2.31614574229336	2.41413553298445	2.34198574722862	2.73984810269933	2.43829285157915	2.21412480535285	1.96347412397489	3.20789285164133	2.10433665981474	2.75488750216347	2.30158764660319	2.18903382439002	1.95233356636969	2.38404980679516	2.08746284125034	2.52105073690096	2.10097764772482	3.6667565918848	2.30451104180995	2.31614574229336	1.78659636189081	2.4276061727819	1.94485844580754	2.56803210477128	1.15055967657538	1.9560566524124	2.02856915219677	1.89141918684608	1.86789646399265	2.71149490665009	2.04614178164472	1.87578006306849	2.91073266190291	1.81966818349646	2.54596836910529	2.19534759832222	2.55581615506164	2.02502879449152	2.5385381636298	2.06004738366994	2.19534759832222	2.10097764772482	2.62293035092018	2.24792751344359	2.70487196445635	2.59215800212536	2.26603689399532	1.44890095114513	2.18269229751619	2.62058641045188	2.78659636189081	2.31614574229336	2.60880924267552	2.15380533607904	2.60169651648096	2.799087306074	2.51601514700366	2.83794324189103	2.73984810269933	2.43295940727611	1.49569516262407	2.03210084316702	2.78659636189081	2.71369581484336	2.88947354253111	2.8073549220576	2.59215800212536	2.19849415363908	2.44625622988956	1.99638874644762	2.97085365434048	2.30742852519225	1.72246602447109	1.16992500144231	1.52105073690096	1.9560566524124	1.9297909977186	1.94860084749336	1.31034012061215	1.85199883711245	2.22342254993494	1.52606881166759	2.12101540096137	1.90303827011291	1.31614574229336	1.7311832415722	1.86789646399265	1.77820857639809	1.16349873228288	2.7158933705476
"IGLL1"	0.189033824390017	0	0.189033824390017	0.0840642647884746	0.137503523749935	0	0.111031312388744	0	0.111031312388744	0.111031312388744	0	0	0	0	0	0	0	0	0	0	0	0.0840642647884746	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0.124328135002202	0.0976107966264223	0	0	0	0	0	0	0	0.238786859587116	0	0.27500704749987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111031312388744	0	0.124328135002202	0	0	0	0	0	0	0	0.0840642647884746	0	0	0	0	0	0.137503523749935	0	0	0	0	0	0	0	0	0	0	0	0.124328135002202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.150559676575381	0	0	0	0	0	0	0.150559676575381	0	0.389566811762726	0	0	0	0.150559676575381	0	0	0	0	0	0	0	0	0	0	0	0	0
"TNFRSF9"	3.44890095114513	2.5033487351675	0.641546029087524	2.06350294230616	1.97085365434048	1.22032995487956	1.58014548442338	1.31034012061215	0.871843648509318	0.941106310946431	3.12928301694497	1.50589092972996	2.34482849699744	0.495695162624069	1.32192809488736	1.84398384404833	2.24792751344359	1.32192809488736	2.78868571061353	3.17472598770613	3.44757919654888	2.82781902461732	1.30451104180995	0.475084882948783	1.77399632511117	2.29572302453997	1.36737106564853	2.08065766334523	2.06350294230616	1.92599941855622	2.20789285164133	2.08406426478847	2.13750352374994	2.1407786557828	2.18269229751619	1.66448284036468	0.070389327891398	0.0976107966264223	0.286881147788162	0.27500704749987	0.137503523749935	0.0840642647884746	0.238786859587116	0.37851162325373	0.464668267003444	0.344828496997441	0.0840642647884746	0.356143810225275	0.0565835283663675	0.111031312388744	0.31034012061215	0.0976107966264223	0.0565835283663675	0.344828496997441	0.321928094887362	0.263034405833794	0.0840642647884746	0.367371065648529	0.367371065648529	0.111031312388744	0.263034405833794	0.0426443374084937	0.238786859587116	0.20163386116965	0.22650852980868	0.214124805352847	0.0976107966264223	0.454175893185802	0.263034405833794	0.111031312388744	0.0976107966264223	0.111031312388744	0.31034012061215	0.070389327891398	0.150559676575381	0.0426443374084937	0.516015147003665	0.0840642647884746	0.575312330687437	1.18903382439002	0.31034012061215	0	0.545968369105292	0.321928094887362	0.22650852980868	0.214124805352847	1.09761079662642	1.10433665981474	0.111031312388744	0.16349873228288	0.485426827170242	0.782408564927373	0.400537929583729	0.111031312388744	0.124328135002202	0.20163386116965	0.0840642647884746	0.150559676575381	0.137503523749935	0.263034405833794	0.575312330687437	0.55581615506164	0.613531652917927	0.389566811762726	0.411426245726465	0.31034012061215	0.124328135002202	0.918386234446348	0.214124805352847	0.443606651475615	0.713695814843359	0.0976107966264223	0.150559676575381	0.150559676575381	0.16349873228288	0	1.33913738491959	1.43829285157915	1.25701061820602	0.879705766282288	1.78659636189081	1.37295209791183	0.790772037862	0.815575428862573	0.75702324650746	0.963474123974886	1.22032995487956	1.21412480535285	1.20789285164133	0.918386234446348	1.07724299893246	0.748461233004036	1.11103131238874	1	1.13093086982645
"CLEC9A"	1.29865831556452	0.641546029087524	0.823749360308273	0.863938450423971	0.464668267003444	1.4276061727819	0.516015147003665	0.722466024471091	0.839959587489532	0.321928094887362	0.669026765509631	0.604071323668861	0.37851162325373	1.23878685958712	0.422233000683048	0.918386234446348	0.992768430768924	0.604071323668861	0.650764559116902	1.02147972741045	1.08406426478847	0.575312330687437	0.485426827170242	0.565597175854225	0.111031312388744	0.250961573533219	0.176322772640463	0.37851162325373	0.0976107966264223	0.250961573533219	0.321928094887362	0.20163386116965	0.475084882948783	0.443606651475615	0.659924558402378	0.321928094887362	0	1.03562390973072	0.903038270112912	1.01435529297707	0.565597175854225	0.526068811667588	0.659924558402378	0.356143810225275	0.992768430768924	0.31034012061215	0.55581615506164	1.11103131238874	0	0.250961573533219	0.37851162325373	0.400537929583729	0.16349873228288	0.584962500721156	0.27500704749987	0.37851162325373	0.22650852980868	0.526068811667588	0.344828496997441	0.963474123974886	0.16349873228288	0.443606651475615	0.16349873228288	0	0.432959407276106	0.286881147788162	0.604071323668861	0.863938450423971	0.150559676575381	0.189033824390017	0.594548549550354	0	0.137503523749935	0.948600847493356	0.545968369105292	0.0426443374084937	0.250961573533219	0.189033824390017	0.53605290024021	0.669026765509631	0.887525270741587	0.485426827170242	0.641546029087524	0.622930350920177	0.739848102699327	0.20163386116965	0.286881147788162	0.263034405833794	0.641546029087524	0.432959407276106	0.839959587489532	0.516015147003665	0.31034012061215	0.389566811762726	1.59931779369823	0.356143810225275	0.432959407276106	0.176322772640463	0.0840642647884746	0.75702324650746	0.0976107966264223	0.823749360308273	0.84799690655495	1.47508488294878	0.887525270741587	0.782408564927373	0.485426827170242	0.815575428862573	0.344828496997441	0.925999418556223	1.38956681176273	0.739848102699327	0.27500704749987	0.659924558402378	0.422233000683048	1.35049724708413	1.72246602447109	0.27500704749987	0.0976107966264223	0	0.389566811762726	0.189033824390017	0.321928094887362	0.250961573533219	0.16349873228288	0.687060688339892	0.613531652917927	0.27500704749987	0.286881147788162	0.0426443374084937	0.0426443374084937	0.176322772640463	0.238786859587116	0.0426443374084937	0.704871964456353
"TNFRSF4"	4.00270252037982	3.42223300068305	1.33342373372519	2.92599941855622	2.96716860753263	2.53106949272595	2.8972404255748	2.93734439215023	1.67355642399014	2.1243281350022	3.64500988439109	2.45680614923047	2.58976348698498	2.37851162325373	2.31324585178756	3.12267271882414	2.90303827011291	2.01435529297707	3.37712374912949	4.38956681176273	3.61588707391606	2.70708299177171	1.42223300068305	2.66902676550963	2.6915341649192	3.06177619758669	2.6915341649192	2.91647664443772	3.10265813136374	2.86591881455221	3.26303440583379	2.790772037862	2.3305584000308	2.39780296186249	2.53605290024021	2.42223300068305	2.52857131887076	1.21412480535285	1.43829285157915	1.77820857639809	1.93357263826102	1.790772037862	1.65992455840238	1.67807190511264	2.01792190799726	2.60407132366886	1.66902676550963	2.11769504266975	1.89141918684608	1.64154602908752	1.38404980679516	1.43295940727611	2.32768736417605	2.02502879449152	2.04264433740849	2.38128337250378	1.62293035092018	1.51096191927738	1.48026512205446	1.59454854955035	2.46727948045998	1.799087306074	1.89917563048051	2.19534759832222	1.64616265715789	1.82374936030827	1.16992500144231	1.7311832415722	2.15055967657538	1.49569516262407	1.70929063572336	2.31324585178756	2.47248777146274	1.47508488294878	1.57531233068744	1.74416109557041	1.14404636961671	2.0496307677246	2.09423606984577	2.4032677223393	1.37295209791183	1.51096191927738	1.57046293102604	1.64154602908752	1.98185265328974	2.03210084316702	1.67807190511264	2.54349588342577	1.30451104180995	1.78659636189081	1.59454854955035	0.839959587489532	1.7311832415722	1.47508488294878	1	2.29572302453997	2.10097764772482	2.21412480535285	2.25701061820602	2.08406426478847	2.16027483140859	1.36176835941915	1.81147103052984	1.57046293102604	2.01792190799726	1.25701061820602	1.89530262133331	2.03562390973072	1.59454854955035	1.33342373372519	1.9297909977186	1.62293035092018	2.30451104180995	1.92219784839637	1.74416109557041	1.54596836910529	2.73768676140986	2.51601514700366	2.31324585178756	1.89917563048051	2.96901230751632	1.53106949272595	2.33342373372519	1.90303827011291	2.02856915219677	2.63459326844576	2.41413553298445	3.0703893278914	2.37573453858316	3.12763327972587	3.16349873228288	2.28095631383106	1.68257329734758	2.76128527336162	3.23419472295381
"DOK3"	4.44426950241348	2.3305584000308	2.42492208821069	3.16349873228288	3.56437816856506	2.16671544496642	2.97819562968165	2.94860084749336	1.74846123300404	2.8011586560937	4.13093086982645	3.1586601753465	3.11603199344711	1.97819562968165	2.58255600301406	2.65306001710456	2.28688114778816	2.0496307677246	3.03210084316702	3.85897561429202	3.41683974191283	3.27500704749987	3.34624777408278	3.37295209791183	3.30451104180995	3.78450398292957	2.71808758396052	3.1407786557828	3.34056226902641	3.13586316536868	3.28983446517751	3.0496307677246	3.31469652565629	3.20476675065461	2.05311133645956	3.17312743348066	2.14730669878029	2.01435529297707	1.38404980679516	1.73984810269933	2.49825086752783	2.44625622988956	1.79493566280354	2.44095219802964	2.60169651648096	2.56559717585422	2.21101219348551	2.48026512205446	1.56559717585423	2.98732086592925	1.71369581484336	1.84799690655495	2.6915341649192	2.56803210477128	2.42492208821069	1.91456452349394	2.60407132366886	3.1407786557828	2.34198574722862	1.62293035092018	2.47248777146274	2.70265754339091	2.21101219348551	2.22958792274065	2.14404636961671	2.14404636961671	1.89917563048051	2.20476675065461	2.08065766334523	1.66448284036468	1.84398384404833	2.08065766334523	2.98185265328974	2.57773093149008	2.18586654531133	2.10768786931437	2.28392177230762	1.85996954822103	2.84599177066457	2.57288966842058	1.72683121703249	2.15055967657538	1.79493566280354	2	2.63226821549951	2.68257329734758	2.28392177230762	2.55826763405574	2.11103131238874	2.83995958748953	2.55826763405574	2.37573453858316	2.83794324189103	2.76128527336162	1.63226821549951	2.62293035092018	2.63459326844576	3.07724299893246	2.08065766334523	2.78868571061353	2.75702324650746	1.36176835941915	2.39506279951758	1.57046293102604	1.4594316186373	2.23572705983806	1.88362081628567	2.26603689399532	2.5033487351675	1.8073549220576	1.91456452349394	1.37851162325373	1.70043971814109	3.09254574154357	2.15380533607904	1.47508488294878	2.98002530023873	2.80529245560071	2.26303440583379	2.32481060342048	2.93545974780529	2.3533232911629	2.25398926623079	2.67581593117227	2.72683121703249	2.57046293102604	2.4032677223393	3.00539998774259	2.13750352374994	3.21412480535285	3.01792190799726	2.21412480535285	1.94485844580754	2.72900887033786	3.114367024952
"PIK3CG"	4.79389588254888	2.78450398292957	2.3305584000308	3.14241343787374	3.13257684267001	3.11103131238874	3.01256867350306	3.16832111573972	2.63459326844576	2.74846123300404	4.50842865253186	3.27947129564447	3.07553263116736	3.1906148602095	2.78031009904338	3.17632277264046	3.39506279951758	2.91647664443772	4.0496307677246	3.95326523901484	4.27127625917593	3.605257262939	3.03210084316702	3.4262647547021	2.63923216324928	2.72465027173297	2.37295209791183	3.4944156103975	3.19849415363908	2.60880924267552	2.74631276642546	2.63459326844576	3.18903382439002	3.08746284125034	3.01970191444255	3.31614574229336	2.39231742277876	2.22958792274065	2.07382023329167	2.68929916053589	2.51096191927738	2.75702324650746	2.06004738366994	2.35049724708413	2.90110824301451	3.26153081524341	2.63923216324928	2.72465027173297	2.02856915219677	2.88752527074159	2.26303440583379	2.52606881166759	2.21412480535285	2.83187724119167	2.36176835941915	2.68257329734758	2.45154083301783	3.38543103719352	2.4931349223055	2.03210084316702	2.30451104180995	2.38681094647222	2	2.22650852980868	2.66448284036468	2.7158933705476	2.32192809488736	2.08065766334523	2.34482849699744	1.790772037862	2.16349873228288	2.15704371014558	3.09592441999854	2.51349074558812	2.25701061820602	2.09423606984577	2.70708299177171	1.76977173924945	2.73552217729654	2.59215800212536	2.44625622988956	2.46205231879643	2.1407786557828	2.46988597627446	2.82171021503467	2.97819562968165	3.4276061727819	2.83592407425437	2.46727948045998	3.10936055940423	2.75274859140713	2.72027846523333	2.72246602447109	2.62760683812965	2.87578006306849	2.63459326844576	3.31324585178756	3.40190347160796	2.02502879449152	3.16671544496642	2.85798099512757	2.70708299177171	3.0232553523003	2.68706068833989	2.23878685958712	2.61353165291793	2.22032995487956	3.06004738366994	2.52606881166759	2.8011586560937	2.48026512205446	2.57046293102604	2.84398384404833	3.15380533607904	2.46205231879643	2.83390207666916	3.05311133645956	2.88166461932035	1.52606881166759	1.70929063572336	2.18903382439002	1.98913900736823	2.1407786557828	2.11769504266975	2.64846544302731	2.86393845042397	2.44625622988956	2.66448284036468	2.48284828306847	2.45154083301783	2.9560566524124	1.96347412397489	2.22650852980868	2.611172380044	2.90689059560852
"NTRK1"	0.356143810225275	0.432959407276106	0.150559676575381	0.214124805352847	0.37851162325373	0.344828496997441	0.411426245726465	0.286881147788162	0.464668267003444	0.176322772640463	0.356143810225275	0.31034012061215	0.20163386116965	0.111031312388744	0.333423733725192	0.150559676575381	0.389566811762726	2.17951105027151	0.20163386116965	0.298658315564515	0.831877241191673	1.74416109557041	0.150559676575381	0.214124805352847	0.545968369105292	0.464668267003444	0.214124805352847	0.344828496997441	0.298658315564515	0.584962500721156	0.411426245726465	0.53605290024021	0.53605290024021	0.176322772640463	0.22650852980868	0.495695162624069	0.0976107966264223	0.356143810225275	1.22032995487956	1.13093086982645	0.584962500721156	0.604071323668861	0.622930350920177	0.214124805352847	0.333423733725192	0.150559676575381	0.6959938131099	0.333423733725192	0.0840642647884746	0.16349873228288	0.238786859587116	0.565597175854225	0.111031312388744	0.298658315564515	0.0976107966264223	0.963474123974886	0.286881147788162	0.422233000683048	0.111031312388744	0.910732661902913	0.070389327891398	0.214124805352847	0.150559676575381	0.0976107966264223	0.22650852980868	0.0976107966264223	0.6959938131099	0.31034012061215	0.16349873228288	0.985500430304885	0.485426827170242	0.111031312388744	0.070389327891398	0.545968369105292	0.687060688339892	0.0840642647884746	0.070389327891398	0.189033824390017	0.27500704749987	0.367371065648529	0.189033824390017	1.17632277264046	0.956056652412403	0.475084882948783	0.505890929729957	0	0.356143810225275	0	0.321928094887362	0.356143810225275	0.298658315564515	0.367371065648529	0.111031312388744	0	0.956056652412403	0.070389327891398	0.37851162325373	0	0.124328135002202	0.111031312388744	0	0.333423733725192	0.464668267003444	0.389566811762726	0.53605290024021	0.150559676575381	0.333423733725192	0.485426827170242	0.250961573533219	0.27500704749987	0.214124805352847	1.25701061820602	0.137503523749935	1.41142624572647	0.0565835283663675	0.678071905112638	0.250961573533219	0.20163386116965	0.20163386116965	0.189033824390017	0.367371065648529	0.263034405833794	0.454175893185802	0.238786859587116	0.464668267003444	0.485426827170242	0.678071905112638	0.443606651475615	0.344828496997441	0.286881147788162	0.687060688339892	0.0285691521967709	0.27500704749987	0.214124805352847	0.0976107966264223
"PIK3R6"	1.61823865559545	0.790772037862	0.941106310946431	1.19534759832222	1.09085343045111	1.18903382439002	1.10433665981474	1.27500704749987	1.0703893278914	0.855989697308481	1.93734439215023	1.62293035092018	1.06350294230616	0.933572638261024	1.18269229751619	1.06350294230616	0.895302621333307	0.7311832415722	0.773996325111173	1.6507645591169	1.44890095114513	0.863938450423971	0.903038270112912	1.30451104180995	1.08406426478847	1.20163386116965	0.933572638261024	0.941106310946431	0.855989697308481	0.970853654340484	1.06350294230616	1.42223300068305	1.23266075679027	0.855989697308481	0.650764559116902	1.17632277264046	0.669026765509631	0.748461233004036	0.594548549550354	0.55581615506164	0.765534746362977	0.863938450423971	0.722466024471091	0.985500430304885	1.11103131238874	1.29278174922785	0.799087306074004	1.23266075679027	0.238786859587116	1.33913738491959	0.687060688339892	0.823749360308273	0.669026765509631	0.799087306074004	0.970853654340484	0.7311832415722	0.713695814843359	1.43829285157915	0.925999418556223	0.526068811667588	0.807354922057604	0.650764559116902	0.411426245726465	0.333423733725192	1.04264433740849	0.704871964456353	0.831877241191673	0.7311832415722	0.632268215499513	0.622930350920177	0.799087306074004	0.16349873228288	0.713695814843359	0.956056652412403	0.823749360308273	0.722466024471091	1.0496307677246	0.632268215499513	1.15704371014558	0.807354922057604	0.575312330687437	1.06350294230616	0.464668267003444	0.815575428862573	1.10433665981474	0.650764559116902	0.956056652412403	0.53605290024021	0.604071323668861	1.20163386116965	1.41683974191283	1.19534759832222	0.584962500721156	0.622930350920177	0.485426827170242	0.925999418556223	0.713695814843359	1.16992500144231	0.367371065648529	1.14404636961671	0.895302621333307	0.6959938131099	1.31614574229336	0.37851162325373	0.344828496997441	0.748461233004036	0.286881147788162	0.739848102699327	0.632268215499513	0.773996325111173	0.704871964456353	0.516015147003665	0.31034012061215	1.15704371014558	0.495695162624069	0.565597175854225	1.37851162325373	1.35049724708413	0.659924558402378	0.584962500721156	0.855989697308481	0.790772037862	1.0071955014042	0.659924558402378	1.27500704749987	1.11769504266975	1.11103131238874	0.933572638261024	1.05658352836637	1.21412480535285	1.05658352836637	0.622930350920177	0.485426827170242	0.978195629681652	0.992768430768924
"WAS"	4.91790907385298	3.42223300068305	2.88362081628567	4.19770815795585	3.4944156103975	3.04264433740849	2.89336221076387	3.68594014844598	3.11603199344711	3.30451104180995	4.52230689287139	3.69376571221778	3.52481592835751	3.01613970265525	2.78031009904338	3.54720302475693	3.28540221886225	2.84799690655495	3.02502879449152	4.57531233068744	4.48864353985378	3.28688114778816	3.42492208821069	3.96069703930431	2.99457972421575	3.25096157353322	4.56437816856506	3.29719141656586	3.24184018356467	3.0408924306469	3.79701297783614	3.20633064787105	3.6724253419715	3.13586316536868	2.62993940943954	3.0703893278914	2.4032677223393	2.80529245560071	2.10097764772482	2.38128337250378	3.04614178164472	3.35049724708413	2.7158933705476	2.77610398807316	2.98367769469807	3.73226919950145	2.85598969730848	3.33342373372519	2.44625622988956	3.41278152533848	2.62293035092018	2.48284828306847	2.62058641045188	3.32912359629157	3.16671544496642	2.53605290024021	3.15218341905505	3.97177344719337	2.70929063572336	2.35049724708413	2.90881290773955	2.51096191927738	2.74846123300404	2.73335434061383	3.0686708106651	3.23419472295381	2.97452931248388	2.8972404255748	2.50842865253186	2.43028527297778	2.64154602908752	2.26903314645524	3.46988597627446	2.94673086014031	2.58736499093646	2.03913839390696	3.25701061820602	2.6507645591169	3.42088657497553	3.05484847699562	2.73552217729654	2.47508488294878	2.1243281350022	3.08065766334523	2.95791459863299	3.21878116778407	3.26002565596146	3.56559717585422	2.6915341649192	3.58736499093646	2.76341157447001	3.17632277264046	2.92029330021101	2.72900887033786	2.29278174922785	2.92219784839637	2.94485844580754	3.39643353125099	2.51853513898218	3.30158764660319	3.29278174922785	2.56803210477128	3	2.23878685958712	1.66902676550963	2.46988597627446	2.18903382439002	3.1243281350022	2.36737106564853	2.38956681176273	2.38404980679516	2.06350294230616	2.6667565918848	3.37712374912949	2.13750352374994	1.75702324650746	3.50207595604579	2.78031009904338	2.114367024952	2.13750352374994	2.84398384404833	2.4594316186373	2.27500704749987	2.52105073690096	2.98367769469807	2.73984810269933	2.68929916053589	3.0496307677246	2.29572302453997	3.00539998774259	3.16349873228288	2.28392177230762	2.26303440583379	2.24488705912353	2.8011586560937
"ICAM4"	0.910732661902913	0.475084882948783	0.367371065648529	0.443606651475615	0.6959938131099	0.176322772640463	0.622930350920177	0.389566811762726	0.22650852980868	0.333423733725192	1.23878685958712	0.678071905112638	0.526068811667588	0.27500704749987	0.321928094887362	0.545968369105292	0.526068811667588	0.176322772640463	1.13093086982645	0.650764559116902	0.669026765509631	0.575312330687437	0.622930350920177	0.55581615506164	0.454175893185802	0.333423733725192	0.411426245726465	0.895302621333307	0.855989697308481	0.773996325111173	0.53605290024021	0.887525270741587	1.61823865559545	0.622930350920177	0.333423733725192	0.659924558402378	0.678071905112638	0.411426245726465	0.941106310946431	0.807354922057604	0.604071323668861	0.53605290024021	0.526068811667588	0.22650852980868	0.669026765509631	1.06350294230616	0.545968369105292	0.584962500721156	0.263034405833794	0.422233000683048	0.321928094887362	0.495695162624069	0.263034405833794	0.454175893185802	0.659924558402378	0.831877241191673	1.06350294230616	0.75702324650746	0.464668267003444	0.632268215499513	2.19849415363908	0.773996325111173	1.54101915313356	0.584962500721156	0.495695162624069	0.495695162624069	0.263034405833794	0.344828496997441	0.622930350920177	0.356143810225275	0.250961573533219	0.632268215499513	0.565597175854225	0.584962500721156	0.298658315564515	0.124328135002202	0.443606651475615	0.575312330687437	0.831877241191673	0.594548549550354	0.475084882948783	0.565597175854225	0.464668267003444	0.526068811667588	0.604071323668861	0.344828496997441	0.176322772640463	0.526068811667588	0.464668267003444	0.6959938131099	0.650764559116902	0.613531652917927	0.613531652917927	0.565597175854225	0.464668267003444	0.815575428862573	0.389566811762726	0.0840642647884746	0.0565835283663675	2.01077983875324	0.594548549550354	0.31034012061215	0.333423733725192	0.659924558402378	0.678071905112638	0.432959407276106	0.704871964456353	0.516015147003665	0.722466024471091	0.903038270112912	0.250961573533219	0.7311832415722	0.613531652917927	0.37851162325373	0.400537929583729	0.321928094887362	0.176322772640463	0.367371065648529	0.286881147788162	0.454175893185802	0.22650852980868	0	0.464668267003444	0.31034012061215	0.411426245726465	0.464668267003444	0.505890929729957	0.111031312388744	0.214124805352847	0.238786859587116	0.298658315564515	0.124328135002202	0.150559676575381	0.286881147788162	0.613531652917927
