"HKB0040_3002_T"	"HKB0050_3005_T"	"HKB0052_3000_T"	"HKB0054_3000_T"	"HKB0069_3000_T"	"HKB0074_3000_T"	"HKB0098_3005_T"	"HKB0120_3000_T"	"HKB0129_3000_T"	"HKB0155_3000_T"	"HKB0167_3006_T"	"HKB0186_3000_T"	"HKB0194_3006_T"	"HKB0207_3001_T"	"HKB0214_3006_T"	"HKB0220_3000_T"	"HKB0573_3000_T"	"HKB0579_3000_T"	"HKB0659_3000_T"	"HKB0674_3000_T"	"HKB0736_3000_T"	"HKB0751_3000_T"	"HKB0064_3004_T"	"HKB0220_3003_N"	"HKB0007_3005_T"	"HKB0044_3006_T"	"HKB0056_3002_T"	"HKB0079_3006_T"	"HKB0082_3006_T"	"HKB0084_3000_T"	"HKB0091_3001_T"	"HKB0134_3006_T"	"HKB0216_3000_N"	"HKB0710_3000_T"	"HKB0718_3000_T"	"HKB0752_3000_T"	"HKB0719_3001_N"	"HKB0004_3000_N"	"HKB0005_3000_N"	"HKB0019_3000_N"	"HKB0023_3000_N"	"HKB0033_3000_N"	"HKB0036_3000_N"	"HKB0038_3000_N"	"HKB0040_3000_N"	"HKB0049_3000_N"	"HKB0050_3000_N"	"HKB0052_3004_N"	"HKB0064_3000_N"	"HKB0067_3000_N"	"HKB0074_3003_N"	"HKB0094_3000_N"	"HKB0096_3000_N"	"HKB0097_3004_N"	"HKB0098_3000_N"	"HKB0102_3000_N"	"HKB0106_3000_N"	"HKB0109_3000_N"	"HKB0115_3000_N"	"HKB0120_3002_N"	"HKB0121_3000_N"	"HKB0122_3002_N"	"HKB0123_3000_N"	"HKB0124_3000_N"	"HKB0129_3002_N"	"HKB0132_3000_N"	"HKB0133_3000_N"	"HKB0137_3000_N"	"HKB0143_3000_N"	"HKB0149_3000_N"	"HKB0150_3000_N"	"HKB0155_3003_N"	"HKB0157_3000_N"	"HKB0158_3000_N"	"HKB0159_3000_N"	"HKB0160_3000_T"	"HKB0160_3001_N"	"HKB0161_3000_N"	"HKB0162_3000_N"	"HKB0167_3000_N"	"HKB0179_3000_N"	"HKB0186_3002_N"	"HKB0194_3000_N"	"HKB0196_3000_N"	"HKB0198_3000_N"	"HKB0207_3000_N"	"HKB0210_3000_N"	"HKB0211_3000_N"	"HKB0214_3000_N"	"HKB0219_3000_N"	"HKB0221_3000_N"	"HKB0222_3000_N"	"HKB0226_3000_N"	"HKB0227_3000_N"	"HKB0538_3000_N"	"HKB0571_3000_N"	"HKB0574_3000_N"	"HKB0577_3000_N"	"HKB0583_3000_N"	"HKB0597_3000_N"	"HKB0618_3000_N"	"HKB0636_3000_N"	"HKB0648_3000_N"	"HKB0651_3000_N"	"HKB0657_3000_N"	"HKB0663_3000_N"	"HKB0666_3000_N"	"HKB0672_3000_N"	"HKB0710_3001_N"	"HKB0718_3001_N"	"HKB0719_3002_T"	"HKB0722_3001_N"	"HKB0744_3001_N"	"HKB0748_3001_N"	"HKB0751_3001_N"	"HKB0752_3001_N"	"HKB0008_3006_T"	"HKB0164_3006_T"	"HKB0004_3006_T"	"HKB0036_3006_T"	"HKB0065_3006_T"	"HKB0182_3006_T"	"HKB0023_3006_T"	"HKB0038_3006_T"	"HKB0049_3006_T"	"HKB0088_3000_T"	"HKB0101_3000_T"	"HKB0143_3006_T"	"HKB0208_3006_T"	"HKB0209_3004_T"	"HKB0576_3000_T"	"HKB0665_3000_T"	"HKB0698_3000_T"	"HKB0701_3000_T"	"HKB0737_3000_T"
"HLA.DRB5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"IL12RB1"	3.86195536414487	2.62293035092018	1.51096191927738	2.4905701304462	2.40871186102943	1.95233356636969	2.11103131238874	2.17951105027151	1.60880924267552	1.84799690655495	3.75274859140713	1.98185265328974	2.44360665147561	1.71808758396052	1.76553474636298	2.56315813040281	2.19534759832222	2.13422093976063	2.88947354253111	3.39643353125099	3.7771566660045	2.44360665147561	1.42223300068305	2.37573453858316	2.0496307677246	2.51601514700366	1.83995958748953	2.15704371014558	2.64846544302731	2.36176835941915	2.5033487351675	2.26002565596146	3.07382023329167	3.97636363573276	2.21412480535285	2.58255600301406	0.773996325111173	1.76128527336162	1.31034012061215	1.20163386116965	1.29865831556452	1.15704371014558	1.47508488294878	1.38956681176273	1.96347412397489	1.7311832415722	1.21412480535285	1.68257329734758	0.321928094887362	1.52105073690096	1.09085343045111	1.19534759832222	0.790772037862	1.79493566280354	1.16992500144231	1.41142624572647	1.09085343045111	2.16349873228288	1.17632277264046	1.19534759832222	1.17632277264046	1.11103131238874	0.84799690655495	0.918386234446348	0.992768430768924	1.02856915219677	0.75702324650746	1.11769504266975	0.992768430768924	0.992768430768924	0.594548549550354	0.941106310946431	1.46988597627446	1.31614574229336	0.956056652412403	0.604071323668861	1.10433665981474	0.298658315564515	1.18269229751619	1.53605290024021	0.963474123974886	1	1.03562390973072	1.37851162325373	1.33342373372519	1.32192809488736	1.05658352836637	2.16349873228288	1.32192809488736	1.77820857639809	1.37851162325373	1.02856915219677	1.05658352836637	1.13750352374994	1.16349873228288	1.09085343045111	1.29278174922785	1.70929063572336	0.687060688339892	1.42223300068305	1.59931779369823	1.21412480535285	1.6507645591169	1.4276061727819	0.887525270741587	1.43829285157915	0.956056652412403	1.63691458035588	1.32192809488736	1.31034012061215	1.29865831556452	1.15055967657538	1.16349873228288	1.52105073690096	0.815575428862573	1.27500704749987	2.18903382439002	1.43829285157915	1.03562390973072	1.58976348698498	1.85598969730848	0.790772037862	1.09761079662642	1.15704371014558	1.54596836910529	1.94485844580754	1.46988597627446	1.91073266190291	1.48542682717024	1.74846123300404	1.55581615506164	0.748461233004036	1.46988597627446	1.52105073690096	2.04264433740849
"IL12RB2"	2.77610398807316	3.08065766334523	0.823749360308273	1.70929063572336	2.4541758931858	1.24488705912353	1.04264433740849	1.32768736417605	1.06350294230616	0.584962500721156	3.84398384404833	1.32192809488736	1.22032995487956	0.526068811667588	0.713695814843359	1.52606881166759	1.73984810269933	0.782408564927373	3.09254574154357	2.6507645591169	2.64154602908752	1.76553474636298	0.713695814843359	2.94673086014031	1.20163386116965	2.15055967657538	4.24184018356467	2.0071955014042	2.24488705912353	2.46988597627446	3.90400231628369	3.14567745519564	0.941106310946431	4.50398470389761	1.23878685958712	1.0496307677246	1.59454854955035	1.0496307677246	1.25096157353322	1.09761079662642	1.94860084749336	1.98185265328974	0.765534746362977	0.956056652412403	1.54596836910529	2.80322703643493	1.35614381022528	2.10433665981474	1.58496250072116	2.41142624572647	1.55090066464752	1.22032995487956	1.82374936030827	2.38956681176273	1.13750352374994	1.37851162325373	1.87970576628229	3.17152710603881	1.83995958748953	0.75702324650746	1.89141918684608	1.97085365434048	1.15704371014558	1.04264433740849	2.62760683812965	2.27798474729977	1.84799690655495	0.941106310946431	1.54596836910529	1.10433665981474	0.807354922057604	1.44360665147561	2.38681094647222	1.32192809488736	1.38956681176273	1.22650852980868	1.48542682717024	1.39506279951758	2.06695024392463	2.17312743348066	1.18269229751619	1.20789285164133	1.15055967657538	1.42223300068305	1.70487196445635	2.74846123300404	3.64500988439109	2.26903314645524	1.4594316186373	2.09761079662642	1.98913900736823	1.4594316186373	2.13750352374994	2.1243281350022	1.33342373372519	2.01792190799726	3.25550073314839	3.07724299893246	0.963474123974886	2.63691458035588	2.19849415363908	1.799087306074	1.9297909977186	0.565597175854225	1.35049724708413	1.64616265715789	1.36737106564853	1.96716860753263	1.99276843076892	1.9297909977186	0.575312330687437	1.20163386116965	2.59215800212536	2.42492208821069	1.67355642399014	1.10433665981474	0.565597175854225	0.495695162624069	3.09254574154357	3.48284828306847	3.24488705912353	0.333423733725192	0.55581615506164	0.584962500721156	0.910732661902913	0.389566811762726	0.432959407276106	1.06350294230616	0.485426827170242	3.71479501111816	0.22650852980868	0.176322772640463	0.632268215499513	0.622930350920177	0.505890929729957
"CD70"	1.36176835941915	1.68257329734758	0.678071905112638	0.773996325111173	0.895302621333307	0.286881147788162	1.70929063572336	1.06350294230616	0.53605290024021	0.895302621333307	2.20163386116965	0.704871964456353	0.855989697308481	0.298658315564515	1.06350294230616	0.992768430768924	0.575312330687437	0.650764559116902	1.09761079662642	1.34482849699744	1.15055967657538	0.823749360308273	0.124328135002202	1.02147972741045	0.807354922057604	0.669026765509631	0.765534746362977	0.978195629681652	1.32768736417605	1.29278174922785	1.34482849699744	1.89530262133331	3.80529245560071	1.28095631383106	1.15704371014558	0.895302621333307	0.956056652412403	0.22650852980868	0	0	0.31034012061215	0	0.137503523749935	0	0.505890929729957	2.07724299893246	0.765534746362977	0.895302621333307	0.111031312388744	0.799087306074004	0.263034405833794	0.333423733725192	0.22650852980868	0.356143810225275	0.367371065648529	0	3.04264433740849	3.26002565596146	2.01077983875324	0.238786859587116	2.20789285164133	1.01435529297707	0.31034012061215	0.613531652917927	0.622930350920177	1.13093086982645	0	0.263034405833794	0.150559676575381	0.526068811667588	0.650764559116902	0.189033824390017	2.93168305705981	0.925999418556223	0.111031312388744	0.27500704749987	1.44890095114513	0.641546029087524	1.47508488294878	0.831877241191673	0.443606651475615	0.344828496997441	1.26303440583379	0.713695814843359	0.823749360308273	0.286881147788162	0.855989697308481	2.31034012061215	0.454175893185802	0.432959407276106	0.659924558402378	1.43829285157915	0.495695162624069	0.124328135002202	0.189033824390017	0.748461233004036	2.33913738491959	1.99638874644762	0.31034012061215	2.05658352836637	1.74416109557041	0.641546029087524	1.4541758931858	0.189033824390017	0.632268215499513	1.21412480535285	0.0976107966264223	0.584962500721156	0.238786859587116	1.19534759832222	0.464668267003444	0.20163386116965	0.933572638261024	1.31614574229336	0.55581615506164	0.238786859587116	0.722466024471091	1.15055967657538	0.641546029087524	0.659924558402378	0.53605290024021	1.0703893278914	0.918386234446348	2.40599235967584	1.85598969730848	1.06350294230616	1.0496307677246	1.02856915219677	0.839959587489532	0.823749360308273	0.948600847493356	0.333423733725192	0.443606651475615	0.443606651475615	1.05658352836637
"CD80"	4.25701061820602	1.96716860753263	1.33913738491959	2.91073266190291	3.27052894238072	2.04264433740849	2.64385618977472	2.10433665981474	1.58976348698498	2.06350294230616	3.4931349223055	1.99638874644762	3.05484847699562	1.54101915313356	2.27202318906105	1.96347412397489	2.72027846523333	1.46466826700344	3.60762622084549	3.13257684267001	3.54473265593262	2.65764000520782	0.879705766282288	1.53605290024021	2.70487196445635	2.41683974191283	3.24031432933371	2.23572705983806	2.19219416528334	2.32192809488736	2.46988597627446	2.79493566280354	3.70487196445635	3.31179371775365	2.48284828306847	2.21101219348551	0.367371065648529	1.15704371014558	0.669026765509631	0.831877241191673	0.505890929729957	0.464668267003444	0.739848102699327	0.669026765509631	1.32768736417605	1.02856915219677	0.748461233004036	0.55581615506164	0.53605290024021	1	0.739848102699327	0.925999418556223	1.55581615506164	0.505890929729957	0.475084882948783	0.344828496997441	0.150559676575381	0.485426827170242	0.27500704749987	0.604071323668861	0.6959938131099	0.485426827170242	0.659924558402378	0.111031312388744	0.641546029087524	0.7311832415722	1.18269229751619	0.669026765509631	0.55581615506164	0.475084882948783	0.879705766282288	0.526068811667588	0.443606651475615	0.53605290024021	0.565597175854225	0.650764559116902	0.704871964456353	0.16349873228288	0.839959587489532	1.4594316186373	0.713695814843359	0.443606651475615	0.782408564927373	1.34482849699744	1.33342373372519	0.970853654340484	1.20789285164133	0.6959938131099	0.678071905112638	0.773996325111173	1.01435529297707	0.7311832415722	0.956056652412403	0.839959587489532	0.687060688339892	0.871843648509318	0.992768430768924	0.863938450423971	0.389566811762726	1.23878685958712	0.613531652917927	1.22650852980868	1.11103131238874	0.432959407276106	0.687060688339892	0.773996325111173	0.650764559116902	1.81147103052984	0.575312330687437	1.15055967657538	0.84799690655495	0.454175893185802	0.432959407276106	0.422233000683048	0.632268215499513	0.389566811762726	2.05658352836637	1.96347412397489	1.95233356636969	2.36176835941915	2.4905701304462	2.08406426478847	1.58014548442338	2.40053792958373	1.26303440583379	2.62058641045188	1.85996954822103	1.9297909977186	1.94485844580754	2.65306001710456	3.11270013274936	2.06350294230616	2.79701297783614	2.81352468929781	2.47248777146274
"FBXO39"	0.27500704749987	0.214124805352847	0.565597175854225	0.704871964456353	1.43829285157915	0.584962500721156	1.54596836910529	0.0426443374084937	0.333423733725192	0.0426443374084937	0.505890929729957	0.422233000683048	0.321928094887362	0.739848102699327	0.150559676575381	0.0426443374084937	0.150559676575381	0	0.263034405833794	0.505890929729957	0.286881147788162	0.37851162325373	0.137503523749935	0.0976107966264223	1.98185265328974	1.57531233068744	0.176322772640463	0.333423733725192	1.70487196445635	0.0976107966264223	0.263034405833794	0.367371065648529	0.0426443374084937	0.389566811762726	0.956056652412403	0.389566811762726	0.22650852980868	0.27500704749987	0.250961573533219	0.333423733725192	0.0565835283663675	0.75702324650746	0.400537929583729	0.464668267003444	1.17632277264046	0.189033824390017	0.189033824390017	0.37851162325373	0.27500704749987	0.37851162325373	0.443606651475615	0.27500704749987	0.238786859587116	0.0426443374084937	0.367371065648529	0.20163386116965	0.0565835283663675	0.0976107966264223	0.111031312388744	0.124328135002202	0.298658315564515	0.150559676575381	0.356143810225275	0.238786859587116	0.321928094887362	0.150559676575381	0.111031312388744	0.389566811762726	0.16349873228288	0.739848102699327	0.367371065648529	0.189033824390017	0.0976107966264223	0.189033824390017	0.356143810225275	0.263034405833794	0.31034012061215	0.485426827170242	0.321928094887362	0.356143810225275	0.20163386116965	0.31034012061215	0.613531652917927	0.298658315564515	0.214124805352847	0.176322772640463	0.20163386116965	0.214124805352847	0.27500704749987	0.782408564927373	0.111031312388744	0.422233000683048	0	0.20163386116965	0.189033824390017	0.432959407276106	0.214124805352847	0	0.27500704749987	0.545968369105292	0.214124805352847	0.0976107966264223	0.895302621333307	0.20163386116965	0.855989697308481	0.37851162325373	0.0426443374084937	0.238786859587116	0.137503523749935	0.16349873228288	0.214124805352847	0.250961573533219	0.411426245726465	1.17632277264046	0.150559676575381	0.31034012061215	0.150559676575381	0.516015147003665	1.18269229751619	0.176322772640463	0.124328135002202	0.070389327891398	0.111031312388744	0.238786859587116	0	0.286881147788162	0.0976107966264223	0.070389327891398	0.22650852980868	0.286881147788162	0.189033824390017	0.298658315564515	1.23266075679027	0.263034405833794	0.575312330687437
"AF165138.7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PRKAG3"	2.87970576628229	0	0	0.0285691521967709	0	0	0.070389327891398	0	0	0	0	0.389566811762726	0	0	0.0565835283663675	0	0	0.0285691521967709	0	0.516015147003665	0	0	0	0.20163386116965	0	0.20163386116965	3.77294133783134	0.910732661902913	0	0.55581615506164	0.0285691521967709	0.16349873228288	0.16349873228288	0	0	0.189033824390017	0.963474123974886	0	0	0.0565835283663675	0.0840642647884746	0.0285691521967709	0.0285691521967709	0.137503523749935	0	0.070389327891398	0.111031312388744	0	0.0565835283663675	0	0	0.0426443374084937	0	0.0285691521967709	0.111031312388744	0.0285691521967709	0.0143552929770701	0.411426245726465	0.0285691521967709	0.176322772640463	0	0.0426443374084937	0	0	0.0426443374084937	0	0	0.070389327891398	0	0.0976107966264223	0.0565835283663675	0	0.0976107966264223	0	0.0840642647884746	0	0.0565835283663675	0	0	0	0.0976107966264223	0	0.286881147788162	0.0426443374084937	0	0	0.0840642647884746	0.124328135002202	0.0976107966264223	0.0976107966264223	0	0.0426443374084937	0.0426443374084937	0	0.0285691521967709	0.070389327891398	0	0.176322772640463	0	1.16992500144231	0	0.333423733725192	0.485426827170242	0	0	0.124328135002202	0.124328135002202	0	0	0	0	0.31034012061215	0	0.0840642647884746	0.070389327891398	0	0	0.124328135002202	0	0	0	0	0	0	0.0285691521967709	0	0	0.22650852980868	0	0	0	0	0.070389327891398	0	0.111031312388744
"MURC"	0.389566811762726	0.214124805352847	0.411426245726465	0.27500704749987	0.464668267003444	0.31034012061215	0.27500704749987	0.333423733725192	0.189033824390017	0.22650852980868	0.678071905112638	0.238786859587116	0.189033824390017	0.263034405833794	0.485426827170242	0.22650852980868	0.411426245726465	0.464668267003444	0.411426245726465	0.495695162624069	0.214124805352847	0.20163386116965	0.189033824390017	0.150559676575381	0.0840642647884746	0.124328135002202	0.594548549550354	0.356143810225275	0.356143810225275	0.84799690655495	0.389566811762726	0.632268215499513	0.356143810225275	0.400537929583729	0.367371065648529	1.02856915219677	1.99638874644762	0.333423733725192	0.367371065648529	0.263034405833794	0.22650852980868	0.321928094887362	0.263034405833794	0.298658315564515	0.584962500721156	0.22650852980868	0.321928094887362	0.250961573533219	0.111031312388744	0.485426827170242	0.22650852980868	0.214124805352847	0.238786859587116	0.20163386116965	0.475084882948783	0.333423733725192	0.124328135002202	0.863938450423971	0.214124805352847	0.214124805352847	0.250961573533219	0.263034405833794	0.150559676575381	0.16349873228288	0.250961573533219	0.286881147788162	0.238786859587116	0.137503523749935	0.411426245726465	0.286881147788162	0.31034012061215	0.176322772640463	0.137503523749935	0.214124805352847	0.238786859587116	0.111031312388744	0.0976107966264223	0.0565835283663675	0.454175893185802	0.16349873228288	0.356143810225275	0.344828496997441	0.356143810225275	0.443606651475615	0.400537929583729	0.214124805352847	1.01435529297707	0.111031312388744	0.22650852980868	0.464668267003444	0.333423733725192	0.31034012061215	0.20163386116965	0.250961573533219	0.443606651475615	0.422233000683048	0.389566811762726	0.475084882948783	0.37851162325373	2.69376571221778	0.238786859587116	0.526068811667588	0.505890929729957	0.389566811762726	0.20163386116965	0.20163386116965	0.37851162325373	0.238786859587116	0.250961573533219	0.356143810225275	0.27500704749987	0.400537929583729	0.20163386116965	0.641546029087524	0.20163386116965	0.400537929583729	0.37851162325373	0.286881147788162	1.57531233068744	1.01435529297707	0.432959407276106	0.565597175854225	0.321928094887362	0.389566811762726	0.286881147788162	0.214124805352847	0.333423733725192	0.31034012061215	0.214124805352847	0.485426827170242	0.575312330687437	0.263034405833794	0.298658315564515	0.432959407276106	0.495695162624069
"SPTB"	0.263034405833794	0.150559676575381	0.613531652917927	0.526068811667588	1.0703893278914	0.622930350920177	0.176322772640463	2.03913839390696	0.495695162624069	0.687060688339892	0.641546029087524	0.815575428862573	0.16349873228288	0.545968369105292	0.298658315564515	0.641546029087524	0.678071905112638	0.432959407276106	0.37851162325373	0.799087306074004	0.53605290024021	0.389566811762726	0.748461233004036	1.09085343045111	0.31034012061215	0.263034405833794	0.286881147788162	0.773996325111173	0.150559676575381	2.83187724119167	0.189033824390017	1.09761079662642	0.263034405833794	0.238786859587116	0.298658315564515	0.464668267003444	3.14730669878029	1.63226821549951	0.443606651475615	1.25701061820602	0.722466024471091	0.879705766282288	0.575312330687437	1.02147972741045	1.53605290024021	1.57531233068744	0.978195629681652	1.38956681176273	2.69821847822441	1.02856915219677	1.08406426478847	1.1243281350022	2.20163386116965	2.39506279951758	2.63923216324928	1.31034012061215	3.01970191444255	1.53605290024021	1.05658352836637	1.91073266190291	1.51096191927738	1.41142624572647	3.00539998774259	1.78659636189081	0.505890929729957	2.36457243229586	1.77399632511117	1.16992500144231	2.06004738366994	0.6959938131099	0.765534746362977	2.26002565596146	2.25398926623079	1.02856915219677	2.62527048937469	3.42894634476948	3.02502879449152	3.30158764660319	1.35049724708413	1.99276843076892	1.52606881166759	0.823749360308273	0.454175893185802	2.32481060342048	1.44890095114513	2.92789645372882	1.34482849699744	1.79493566280354	0.933572638261024	1.53106949272595	2.49569516262407	1.33342373372519	1.24488705912353	1.03562390973072	0.807354922057604	1.13750352374994	0.748461233004036	1.91838623444635	1.22032995487956	3.18745105402733	0.948600847493356	0.422233000683048	1.09085343045111	0.565597175854225	1.91456452349394	0.594548549550354	2.70708299177171	1.68257329734758	2.55826763405574	0.815575428862573	0.632268215499513	1.28095631383106	0.823749360308273	3.2585189247113	0.871843648509318	1.22650852980868	0.37851162325373	0.604071323668861	1.96716860753263	0.641546029087524	1.44360665147561	0.55581615506164	0.505890929729957	0.422233000683048	0.765534746362977	0.298658315564515	0.6959938131099	0.516015147003665	0.422233000683048	0.584962500721156	0.20163386116965	0.748461233004036	0.238786859587116	0.650764559116902	0.782408564927373
"KLHL30"	0.0285691521967709	0.0565835283663675	0.799087306074004	0.333423733725192	0.333423733725192	0.432959407276106	0.189033824390017	1.16349873228288	0.970853654340484	0.505890929729957	0.070389327891398	0.910732661902913	0.070389327891398	0.454175893185802	0.75702324650746	0.765534746362977	1.07724299893246	0.250961573533219	0.22650852980868	0.0565835283663675	0.20163386116965	0.422233000683048	0.53605290024021	3.10265813136374	0.214124805352847	0.214124805352847	1.07724299893246	0.333423733725192	0.070389327891398	0.22650852980868	0.333423733725192	0.713695814843359	0.176322772640463	0.263034405833794	0.176322772640463	0.443606651475615	2.24792751344359	0.831877241191673	0.53605290024021	2.11769504266975	2.60169651648096	2.41953889151378	0.669026765509631	0.713695814843359	1.52606881166759	2.20163386116965	0.704871964456353	2.60169651648096	1.4594316186373	2.79285535236249	1.87184364850932	1.02147972741045	4.27351588970212	2.60644222813161	3.34908214639109	1.76977173924945	2.58976348698498	2.14730669878029	2.74200621086674	0.895302621333307	1.4541758931858	2.25398926623079	2.69376571221778	3.15380533607904	3.16992500144231	2.72246602447109	1.62760683812965	1.29865831556452	2.14404636961671	0.31034012061215	2.21412480535285	4.0408924306469	2.07382023329167	2.1243281350022	1.22032995487956	2.28983446517751	1.63691458035588	2.23266075679027	2.99457972421575	1.25701061820602	2.05658352836637	2.15380533607904	0.992768430768924	2.67129337248158	1.20163386116965	3.01792190799726	1.54596836910529	2.96901230751632	0.20163386116965	1.97085365434048	2.44625622988956	1.97452931248388	2.90689059560852	1.71808758396052	0.298658315564515	4.02502879449152	2.72027846523333	3.29719141656586	2.71808758396052	3.11935617703968	3.05137210172103	1.03562390973072	0.505890929729957	0.137503523749935	0.650764559116902	1.96347412397489	1.98185265328974	1.16992500144231	2.49569516262407	1.33913738491959	0.150559676575381	0.687060688339892	3.1586601753465	1.27500704749987	1.98913900736823	0.722466024471091	0.20163386116965	0.356143810225275	1.82374936030827	0.575312330687437	1.15704371014558	1.49569516262407	0.124328135002202	0.516015147003665	0.356143810225275	0.137503523749935	0.124328135002202	0.545968369105292	0.238786859587116	0.0976107966264223	0.411426245726465	0.22650852980868	0.526068811667588	0.16349873228288	1.47508488294878
"AKAP6"	0.855989697308481	0.286881147788162	1.25096157353322	1.14404636961671	0.75702324650746	1.62293035092018	0.632268215499513	1.0703893278914	1.61823865559545	0.75702324650746	0.422233000683048	1.22650852980868	0.933572638261024	1.94860084749336	0.575312330687437	0.970853654340484	1.4541758931858	1.02856915219677	1.44360665147561	0.495695162624069	1.60407132366886	0.970853654340484	2.11769504266975	0.622930350920177	0.55581615506164	1.25701061820602	1.37295209791183	1.83592407425437	0.807354922057604	1.07724299893246	1.18903382439002	0.773996325111173	0.815575428862573	0.6959938131099	0.584962500721156	0.575312330687437	1.89530262133331	2.3305584000308	2.26303440583379	3.43162295971329	1.79493566280354	1.64616265715789	1.63226821549951	2.21412480535285	2.37016428054021	1.15055967657538	1.67807190511264	1.81147103052984	1.03562390973072	1.0071955014042	1.88752527074159	2.45154083301783	0.839959587489532	1.71808758396052	1.58976348698498	2.29572302453997	1.13093086982645	1.16992500144231	2.0496307677246	1.9560566524124	1.24488705912353	1.92599941855622	1.70929063572336	1.20163386116965	1.23266075679027	1.4276061727819	1.76977173924945	1.73984810269933	1.53106949272595	1.83995958748953	1.87184364850932	0.839959587489532	0.948600847493356	2.25701061820602	2.36737106564853	1.22032995487956	1.38956681176273	1.41142624572647	1.70929063572336	1.91073266190291	2.62527048937469	2.44095219802964	2.76765479823735	2.61588707391606	2.62293035092018	0.815575428862573	1.46466826700344	1.36737106564853	2.21723071622067	2.05311133645956	2.05658352836637	2.03562390973072	1.08406426478847	2.39506279951758	2.7311832415722	1.31034012061215	0.799087306074004	1.87970576628229	1.04264433740849	1.93357263826102	1.02856915219677	2.51349074558812	2.26303440583379	2.59693514238723	2.14404636961671	1.84799690655495	1.43295940727611	1.97452931248388	1.93357263826102	1.99638874644762	1.95977015521147	2.73768676140986	1.20163386116965	1.23266075679027	1.74846123300404	2.41142624572647	0.910732661902913	1.30451104180995	1.1243281350022	1.56559717585423	1.6959938131099	1.89141918684608	0.678071905112638	0.871843648509318	0.773996325111173	0.970853654340484	0.659924558402378	1.54596836910529	0.839959587489532	0.956056652412403	0.669026765509631	0.6959938131099	0.613531652917927	0.650764559116902	1.01435529297707
"HSPB3"	0	0	0	0	0	0.124328135002202	0	0	0	0	0	0	0	0.367371065648529	0	0	0	0	0	0	0	0.27500704749987	0	0	0	0	0	0	0	0	0.0840642647884746	0.516015147003665	0.411426245726465	0	0	0	1.6959938131099	0.0976107966264223	0.0976107966264223	0.111031312388744	0	0	0	0	0	0	0	0	0	0	0.22650852980868	0.150559676575381	0	0	0.344828496997441	0	0.070389327891398	0.871843648509318	0.22650852980868	0	0	0	0.286881147788162	0.505890929729957	0.137503523749935	0.356143810225275	0.124328135002202	0	0.0976107966264223	0	0	0	0	0.0976107966264223	0	0	0	0	0	0.263034405833794	0.150559676575381	0	0.124328135002202	0.782408564927373	0.31034012061215	0	0.411426245726465	0	0	0	0.137503523749935	0	0	0	0.124328135002202	0	0	0.27500704749987	0	2.26603689399532	0	0	0.250961573533219	0	0	0	0.111031312388744	0	0	0	0	0	0.111031312388744	0	0	0	0	0	0.238786859587116	0.070389327891398	1.18269229751619	0.432959407276106	0.356143810225275	0.422233000683048	0	0	0	0	0	0	0.367371065648529	0	0	0	0
