"ID"	"S01"	"S02"	"S03"
"HKB0004_3006_T"	1.20950855593241e-14	0.0365850134744624	0.118815394209032
"HKB0005_3001_T"	0.00411166591718247	0.0151453954054953	0.176635187883356
"HKB0006_3006_T"	0.0111126311647545	1.00774553633012e-14	1.00774553633012e-14
"HKB0007_3005_T"	0.207211365390435	0.158936166559594	0.354431532061209
"HKB0008_3006_T"	0.194915651984344	0.232339164195141	0.0769042822494543
"HKB0016_3006_T"	0.24289161425427	0.12460942529282	0.0978297665148333
"HKB0019_3006_T"	0.00524686321689344	0.0744357162835597	0.174714118219496
"HKB0023_3006_T"	0.130021690187265	2.38384136545645e-14	0.0330954862264532
"HKB0031_3001_T"	1.24428943224133e-14	0.168549674249176	1.24428943224133e-14
"HKB0033_3006_T"	0.0213319508687252	0.156171879487565	0.00532025153220528
"HKB0035_3006_T"	0.35436897211628	0.0230897673895142	0.17914549452085
"HKB0036_3006_T"	0.00249556597822087	0.0264937486320972	0.185573609620551
"HKB0038_3006_T"	0.0109757559971987	0.143474786961538	0.0745281082874243
"HKB0040_3002_T"	0.488863804874525	0.109567444921321	0.17866547463151
"HKB0044_3006_T"	0.24063776497592	0.113608375957584	0.35788636061447
"HKB0049_3006_T"	0.155050527167101	0.147323236567873	0.0610021276917114
"HKB0050_3005_T"	0.424606389776341	0.0504932205218845	0.301167315374384
"HKB0052_3000_T"	0.457420321025922	0.0777589893033341	0.0627824887133189
"HKB0054_3000_T"	0.486778889251283	0.0939457990142895	0.132638287126935
"HKB0056_3002_T"	0.0652579684290238	0.144495473091344	0.342780608604889
"HKB0064_3004_T"	1.32701891968176e-14	0.339608330159568	1.32701891968176e-14
"HKB0065_3006_T"	0.188620750711649	0.0760848769578824	0.39433361457328
"HKB0067_3006_T"	0.17695913149662	0.231615561820233	0.0797740840316735
"HKB0069_3000_T"	0.382569714222716	0.13302342258826	0.271900745095785
"HKB0070_3002_T"	0.0079135878643856	0.22948277347521	0.053376040147668
"HKB0074_3000_T"	0.482846856654805	9.09280684638757e-15	0.106996738611009
"HKB0078_3000_T"	1.62481717834051e-14	1.62481717834051e-14	0.0035536500715772
"HKB0079_3006_T"	0.321686955295942	0.0760003089979325	0.347800340749265
"HKB0080_3006_T"	0.0190932728771545	1.41577565053063e-14	1.41577565053063e-14
"HKB0082_3006_T"	0.261195523555454	0.101216981675314	0.458590908102525
"HKB0084_3000_T"	0.113004411935041	0.0309609776734941	0.267126382785114
"HKB0086_3006_T"	0.00308977972188413	0.0957767636164994	1.66102793871237e-14
"HKB0088_3000_T"	0.0503804708661127	0.109063466791715	0.215058813871175
"HKB0089_3001_T"	0.17630171105304	0.222359316438303	0.103362032568165
"HKB0091_3001_T"	0.262228475118927	0.152200341534147	0.392531186155175
"HKB0092_3000_T"	0.0024168176443963	1.87176545821688e-08	0.0482339320648948
"HKB0094_3006_T"	0.478233369699478	1.13449447605697e-14	0.130825542939905
"HKB0096_3001_T"	1.07786778535881e-14	1.07786778535881e-14	1.07786778535881e-14
"HKB0097_3000_T"	0.00871607093814595	2.00587792319997e-14	0.0374151511948767
"HKB0098_3005_T"	0.353961845669429	0.186347753862278	0.251654885449572
"HKB0100_3006_T"	0.00920059246463305	0.00616523453096963	7.88303545836496e-15
"HKB0101_3000_T"	0.332913185690366	1.69413844438325e-14	0.0534581236371641
"HKB0102_3006_T"	2.2676731709139e-14	0.0553925610974988	0.0461687853760011
"HKB0104_3006_T"	8.33413524305547e-15	8.33413524305547e-15	8.33413524305547e-15
"HKB0106_3006_T"	0.00287233926432314	1.66556503483369e-14	1.66556503483369e-14
"HKB0108_3000_T"	9.73547963358859e-15	9.73547963358859e-15	0.0044419308233162
"HKB0109_3006_T"	0.0361556067048279	0.0371586602980941	0.0627095287828219
"HKB0115_3006_T"	0.299823206289207	0.0054404344925946	0.177687038232696
"HKB0120_3000_T"	0.329232812933442	0.19002043557947	0.0344235244393923
"HKB0121_3006_T"	0.180262952164105	1.62174177672579e-14	0.261199851755957
"HKB0123_3006_T"	1.04537794994974e-14	0.0240238973374015	1.04537794994974e-14
"HKB0124_3003_T"	1.23990140254323e-14	1.23990140254323e-14	1.23990140254323e-14
"HKB0125_3006_T"	6.41993259342942e-15	6.41993259342942e-15	0.0055503277979344
"HKB0127_3006_T"	0.429336126782255	0.0814456358830501	0.0258054862623736
"HKB0129_3000_T"	0.510032157745341	1.00866225044024e-14	0.0296995300635022
"HKB0132_3006_T"	0.274926806822087	0.00346592414252179	0.0576111718934584
"HKB0134_3006_T"	0.22987901116902	0.100359837377421	0.312722398585535
"HKB0137_3002_T"	0.161006852950344	0.186157635560829	0.299452937503437
"HKB0141_3006_T"	0.03718541112042	1.83495229364308e-14	0.0111675028157238
"HKB0143_3006_T"	0.310530128107072	0.21394396604116	0.162946733532745
"HKB0147_3000_T"	1.10481337184754e-14	0.0115983912961314	1.10481337184754e-14
"HKB0150_3006_T"	8.2229552466857e-15	8.2229552466857e-15	8.2229552466857e-15
"HKB0155_3000_T"	0.360447393452247	0.136831276018581	0.118003447300039
"HKB0157_3006_T"	0.176653079713359	1.66431226976772e-14	0.101622232000795
"HKB0158_3006_T"	0.22489987562349	0.146403412456867	0.0761548792265627
"HKB0159_3006_T"	1.89451982890088e-14	0.0271871648487201	0.0770506987504535
"HKB0160_3000_T"	1.70518463658146e-14	0.0629565189709664	1.70518463658146e-14
"HKB0161_3001_T"	0.214633175453845	0.0638607009521359	0.0283782183110543
"HKB0162_3006_T"	0.302623269067361	0.0841925713185842	0.162200031401302
"HKB0164_3006_T"	0.0178527947485346	0.182700706230656	1.7163928003989e-14
"HKB0167_3006_T"	0.358041484671687	0.167330320353815	0.238461344647688
"HKB0168_3006_T"	0.0705641517053852	2.01193244299066e-14	2.01193244299066e-14
"HKB0179_3006_T"	0.0406634866768076	0.150750517834882	0.159250999120135
"HKB0182_3006_T"	0.106214903185659	0.0578314836328626	0.0211332921528338
"HKB0186_3000_T"	0.463998685534308	0.147784554804231	0.097679802801367
"HKB0191_3001_T"	0.10539118294523	0.157337748616881	0.19462194992725
"HKB0194_3006_T"	0.299773833639302	0.107287707485451	0.242142144612064
"HKB0196_3006_T"	0.00695111051331902	0.0350222544732982	1.7388867415845e-14
"HKB0207_3001_T"	0.240449647719707	0.0556264501376238	0.130549292756747
"HKB0208_3006_T"	0.0345107916719664	0.0252884064599386	0.0274107921152584
"HKB0209_3004_T"	0.0163999854453131	0.13437711151289	0.107694202230694
"HKB0210_3006_T"	0.00741314305203526	0.0259783786359396	0.114089662082595
"HKB0211_3002_T"	0.0629161619191811	0.0527656945906037	0.068079622563937
"HKB0214_3006_T"	0.432980480009804	1.20373936908525e-14	0.229583850333972
"HKB0217_3005_T"	1.07768237001803e-14	1.07768237001803e-14	0.0161709494686827
"HKB0219_3001_T"	0.0160061507198992	0.0464347535811676	0.0189791952750375
"HKB0220_3000_T"	0.469586773087012	0.112969385089234	0.201544771474048
"HKB0221_3001_T"	1.5848502852236e-14	0.133954279434196	0.169496517882614
"HKB0222_3006_T"	0.0907070170448383	0.193839192117709	0.0122776964234151
"HKB0225_3001_T"	1.00122571184145e-14	0.00432986236869403	1.00122571184145e-14
"HKB0226_3001_T"	1.84479159969634e-14	0.0637880240819687	0.0475219072711324
"HKB0227_3006_T"	0.025051482100491	0.20107407338792	0.0666991521920606
"HKB0228_3002_T"	0.00617856357154494	0.0191398296860114	0.197157305325582
"HKB0230_3006_T"	1.55530582981341e-14	0.0477292886520638	1.55530582981341e-14
"HKB0232_3000_T"	8.43971418041648e-15	8.43971418041648e-15	8.43971418041648e-15
"HKB0233_3006_T"	5.16233432594998e-15	5.16233432594998e-15	5.16233432594998e-15
"HKB0540_3000_T"	1.52367818390268e-14	0.0332076100880199	0.0438601991395527
"HKB0552_3000_T"	0.0296166944066788	0.0901296613846322	2.07171895193385e-14
"HKB0558_3000_T"	0.10462427941651	0.0455836499186066	0.0455174528787281
"HKB0564_3000_T"	0.113452934661936	1.73613402995866e-14	0.0131500034584136
"HKB0573_3000_T"	0.417272583777985	0.109572937782469	0.185651948642054
