"HKB0040_3002_T"	"HKB0052_3000_T"	"HKB0054_3000_T"	"HKB0069_3000_T"	"HKB0074_3000_T"	"HKB0129_3000_T"	"HKB0132_3006_T"	"HKB0155_3000_T"	"HKB0168_3006_T"	"HKB0186_3000_T"	"HKB0214_3006_T"	"HKB0573_3000_T"	"HKB0659_3000_T"	"HKB0674_3000_T"	"HKB0719_3002_T"	"HKB0736_3000_T"	"HKB0751_3000_T"	"HKB0056_3002_T"	"HKB0157_3006_T"	"HKB0159_3006_T"	"HKB0186_3002_N"	"HKB0209_3004_T"	"HKB0210_3006_T"	"HKB0233_3000_N"	"HKB0004_3000_N"	"HKB0005_3000_N"	"HKB0006_3000_N"	"HKB0019_3000_N"	"HKB0033_3000_N"	"HKB0040_3000_N"	"HKB0049_3000_N"	"HKB0049_3006_T"	"HKB0050_3000_N"	"HKB0052_3004_N"	"HKB0067_3000_N"	"HKB0074_3003_N"	"HKB0094_3000_N"	"HKB0096_3000_N"	"HKB0097_3004_N"	"HKB0098_3000_N"	"HKB0102_3000_N"	"HKB0106_3000_N"	"HKB0109_3000_N"	"HKB0115_3000_N"	"HKB0121_3000_N"	"HKB0122_3002_N"	"HKB0123_3000_N"	"HKB0124_3000_N"	"HKB0129_3002_N"	"HKB0132_3000_N"	"HKB0133_3000_N"	"HKB0143_3000_N"	"HKB0157_3000_N"	"HKB0158_3000_N"	"HKB0159_3000_N"	"HKB0160_3000_T"	"HKB0160_3001_N"	"HKB0161_3000_N"	"HKB0161_3001_T"	"HKB0162_3000_N"	"HKB0164_3000_N"	"HKB0167_3000_N"	"HKB0179_3000_N"	"HKB0194_3000_N"	"HKB0196_3000_N"	"HKB0198_3000_N"	"HKB0207_3000_N"	"HKB0207_3001_T"	"HKB0210_3000_N"	"HKB0211_3000_N"	"HKB0214_3000_N"	"HKB0219_3000_N"	"HKB0220_3003_N"	"HKB0221_3000_N"	"HKB0222_3000_N"	"HKB0225_3000_N"	"HKB0226_3000_N"	"HKB0227_3000_N"	"HKB0538_3000_N"	"HKB0571_3000_N"	"HKB0574_3000_N"	"HKB0577_3000_N"	"HKB0583_3000_N"	"HKB0597_3000_N"	"HKB0618_3000_N"	"HKB0636_3000_N"	"HKB0648_3000_N"	"HKB0651_3000_N"	"HKB0657_3000_N"	"HKB0663_3000_N"	"HKB0666_3000_N"	"HKB0672_3000_N"	"HKB0710_3001_N"	"HKB0718_3001_N"	"HKB0719_3001_N"	"HKB0722_3001_N"	"HKB0744_3001_N"	"HKB0748_3001_N"	"HKB0751_3001_N"	"HKB0044_3000_N"	"HKB0079_3000_N"	"HKB0208_3006_T"	"HKB0007_3005_T"	"HKB0008_3006_T"	"HKB0016_3006_T"	"HKB0031_3001_T"	"HKB0035_3006_T"	"HKB0044_3006_T"	"HKB0050_3005_T"	"HKB0064_3004_T"	"HKB0067_3006_T"	"HKB0079_3006_T"	"HKB0082_3006_T"	"HKB0088_3000_T"	"HKB0089_3001_T"	"HKB0091_3001_T"	"HKB0094_3006_T"	"HKB0098_3005_T"	"HKB0101_3000_T"	"HKB0120_3000_T"	"HKB0127_3006_T"	"HKB0134_3006_T"	"HKB0143_3006_T"	"HKB0158_3006_T"	"HKB0162_3006_T"	"HKB0164_3006_T"	"HKB0167_3006_T"	"HKB0191_3001_T"	"HKB0194_3006_T"	"HKB0216_3000_N"	"HKB0220_3000_T"	"HKB0564_3000_T"	"HKB0576_3000_T"	"HKB0579_3000_T"	"HKB0605_3000_T"	"HKB0620_3000_T"	"HKB0650_3000_T"	"HKB0683_3000_T"	"HKB0710_3000_T"	"HKB0718_3000_T"	"HKB0737_3000_T"	"HKB0752_3000_T"
"LY86"	5.32660925100527	3.90014226035982	5.06177619758669	4.44360665147561	3.95140129167431	3.42088657497553	3.13093086982645	4.54101915313356	2.51349074558812	4.52732060787705	3.78450398292957	4.73876783680019	4.86145916636151	5.21140163741847	4.16751850373522	4.89530262133331	4.51664555778096	3.83491342970104	2.71369581484336	3.32048467801769	3.11270013274936	4.51727569320958	3.30888505741176	3.3743439890385	3.29719141656586	3.62993940943954	3.81455042346181	3.20006486151431	4.0496307677246	3.1407786557828	3.93357263826102	4.19298316997399	3.24336442569366	3.53977919169849	3.75595576955096	3.37712374912949	2.9429835981871	2.62293035092018	3.34340782229781	2.65306001710456	2.93357263826102	2.02502879449152	4.04176864995163	3.07210580048042	1.15055967657538	2.85798099512757	2.84197311892718	1.7311832415722	2.86393845042397	3.47378691161437	3.81352468929781	3.00898878322725	2.75060650483559	3.24944534108584	2.81147103052984	2.05311133645956	1.92599941855622	2.48284828306847	3.8094144442359	3.18745105402733	3.78659636189081	3.10097764772482	3.57410150808939	2.7311832415722	3.94673086014031	3.57046293102604	3.88849973551412	4.27724089833207	3.08406426478847	3.29719141656586	3.66562016406638	3.76553474636298	3.82374936030827	2.62527048937469	3.78345665436024	2.70043971814109	3.36457243229586	3.27798474729977	4.35966172233388	3.57893871309339	3.74092756031863	2.38681094647222	3.56437816856506	3.88752527074159	3.26753579806873	4.21567859660793	4.68201139080069	3.04788732939655	3.33628338786443	4.02856915219677	2.42223300068305	4.456149034648	3.72465027173297	3.7279204545632	3.05484847699562	3.39094277280254	4.22419466397043	3.27202318906105	2.83390207666916	3.14893410452634	2.31903981556254	3.91169158187234	4.19455988602261	5.18269229751619	4.56132613645392	5.12804589092299	3.54101915313356	3.55213110825378	4.05398016818765	4.83339613416323	4.96208624985064	3.83995958748953	3.73009646559547	4.38335869538511	4.74846123300404	3.58856473740135	2.97452931248388	4.43829285157915	4.21567859660793	4.30231905094883	4.4235781709818	3.7771566660045	4.37851162325373	4.06004738366994	4.1554254317472	4.50589092972996	4.75542173473424	4.76659516172927	4.19298316997399	5.13668357769724	4.29130885982897	3.61235249875266	5.17152710603881	4.63284983011771	4.10936055940423	3.65306001710456	3.87479696589867	4.31542131594578	5.25814199589377	4.56437816856506	4.41006969175638	5.13463167144765
"LAIR1"	5.47800105583793	3.96347412397489	4.24792751344359	4.53294028837287	4.29865831556452	3.72027846523333	3.14241343787374	4.24868662687383	2.84799690655495	4.46793154602629	3.66789212523023	4.20163386116965	4.74792441623844	5.31723170022261	3.08236196955747	5.08788710093312	4.41142624572646	4.78240856492737	2.89530262133331	3.4276061727819	3.97819562968165	4.32481060342048	3.59931779369823	3.25701061820602	3.51853513898218	3.55458885167764	3.4541758931858	4.35614381022528	4.32840565895857	4.2349610948395	5.55704241526372	4.4995270242151	3.12928301694497	4.94579495674006	5.73281187208294	4.54349588342577	3.91647664443772	5.51064550409004	5.71671659170597	5.03254169727004	3.97177344719337	4.48607074373567	5.86937792403133	4.44360665147561	5.34553831007001	4.27351588970212	4.83693401132109	5.7292808460274	5.66902676550963	5.94976835993135	4.56864019541922	4.09423606984577	5.05961485629722	4.67072705449947	4.48607074373567	4.72027846523333	4.66505161428921	4.29351763041742	3.06522762277562	5.3212065669699	3.80322703643493	4.78240856492737	5.27426166125705	3.29130885982897	5.04001567884788	4.11186596386756	5.44294349584873	3.85199883711245	5.76208300356767	5.59245703726808	3.50589092972996	4.86344293434804	6.33646192818282	4.42827641439251	4.16591193893569	3.14404636961671	5.32048467801769	4.8703647195834	3.17951105027151	5.59902017739168	5.89093302170554	5.97361127551947	5.50303064564116	5.59185890498717	6.07124781946144	4.58074849176377	4.39094277280254	2.71808758396052	3.93545974780529	4.02856915219677	5.01970191444255	4.96809075204526	4.61941301059794	4.22881869049588	5.72109918870718	3.41683974191283	5.65592421308382	5.03826057517535	4.36106648879432	3.0036022366802	2.81966818349646	3.46074256378964	4.41818994794577	4.12515513132229	3.94579495674006	4.12018602753186	3.36737106564853	4.39985467357243	3.88849973551412	5.43862553808838	4.12763327972587	4.07382023329167	4.8094144442359	3.81044310384517	4.57531233068744	4.4535175792155	3.17472598770613	4.27351588970212	3.45022149589718	5.20554891117303	3.81762325751143	4.41751500288509	4.92884403671257	4.08236196955747	4.07638806851284	4.27649666564036	5.82043428407604	4.57591736111815	4.29865831556452	5.36422222109353	4.72846476509253	2.83592407425437	5.30779279612989	4.18507363787676	4.08406426478847	2.99819550315325	3.54349588342577	4.05658352836637	5.10894256866079	4.4594316186373	3.55458885167764	5.13545278418517
"RGL4"	1.07724299893246	0.22650852980868	0.389566811762726	0.298658315564515	0.356143810225275	0.27500704749987	0.31034012061215	0.124328135002202	0.0976107966264223	0.321928094887362	0.111031312388744	0.495695162624069	0.37851162325373	0.565597175854225	0.16349873228288	0.782408564927373	0.659924558402378	0.124328135002202	0.0840642647884746	0.0565835283663675	0.070389327891398	0.070389327891398	0	0.137503523749935	0.214124805352847	0.124328135002202	0.189033824390017	0.238786859587116	0.137503523749935	0.22650852980868	0.137503523749935	0.137503523749935	0.0976107966264223	0.150559676575381	0.0426443374084937	0.20163386116965	0.150559676575381	0.0565835283663675	0.124328135002202	0.137503523749935	0.124328135002202	0.150559676575381	0.111031312388744	0.124328135002202	0.27500704749987	0.0285691521967709	0.263034405833794	0.263034405833794	0.124328135002202	0.238786859587116	0.0840642647884746	0.0426443374084937	0.238786859587116	0.37851162325373	0	0.0285691521967709	0.0285691521967709	0.0565835283663675	0.111031312388744	0.111031312388744	0.0285691521967709	0.0565835283663675	0.22650852980868	0.176322772640463	0.263034405833794	0	0.150559676575381	0.0840642647884746	0	0.137503523749935	0.070389327891398	0.22650852980868	0	0.333423733725192	0.124328135002202	0.137503523749935	0.137503523749935	0	0.298658315564515	0	0.070389327891398	0.214124805352847	0.137503523749935	0.238786859587116	0.0565835283663675	0.0565835283663675	0.111031312388744	0.333423733725192	0.31034012061215	0.124328135002202	0.0565835283663675	0.238786859587116	0.263034405833794	0.485426827170242	0.16349873228288	0.137503523749935	0.070389327891398	0.422233000683048	0.0840642647884746	0.0976107966264223	0.124328135002202	0.0565835283663675	0.0976107966264223	0.124328135002202	0.189033824390017	0.0285691521967709	0.16349873228288	0.250961573533219	0.37851162325373	0.150559676575381	0.124328135002202	0.286881147788162	0.16349873228288	0.070389327891398	0.20163386116965	0.238786859587116	0.176322772640463	0.0976107966264223	0.214124805352847	0.176322772640463	0.150559676575381	0.214124805352847	0.0976107966264223	0.070389327891398	0.189033824390017	0.20163386116965	0.545968369105292	0.124328135002202	0.31034012061215	0.137503523749935	0.27500704749987	0.16349873228288	0.111031312388744	0.250961573533219	0.124328135002202	0.0976107966264223	0.238786859587116	0.333423733725192	0.400537929583729	0.298658315564515	0.20163386116965	0.333423733725192
"CCR2"	5.64789009105921	2.50080205305716	3.3533232911629	3.4032677223393	3.10936055940423	2.93168305705981	2.28392177230762	2.51601514700366	1.80322703643493	3.35755200461808	2.84197311892718	3.64385618977472	5.56620629346551	4.23266075679027	2.4905701304462	4.25096157353322	3.53231695933277	3.23112515787905	1.79493566280354	1.15055967657538	3.58014548442338	1.4276061727819	1.37851162325373	1.98185265328974	2.24488705912353	2.57773093149008	2.83390207666916	2.44095219802964	2.41413553298445	2.48026512205446	2.04614178164472	1.92599941855622	2.19534759832222	3.10936055940423	2.12101540096137	2.24488705912353	2.30158764660319	1.40053792958373	2.25096157353322	1.93734439215023	3.24031432933371	1.82781902461732	3.23419472295381	1.96716860753263	1.33913738491959	1.799087306074	1.20789285164133	1.56559717585423	1.53605290024021	1.83995958748953	2.04614178164472	1.76553474636298	1.66902676550963	2.41142624572647	1.96716860753263	1.30451104180995	1.88752527074159	1.28688114778816	2.72246602447109	1.6959938131099	1.85199883711245	1.38956681176273	2.01077983875324	2.85399564717639	1.87970576628229	2.92219784839637	1.83187724119167	3.01435529297707	0.963474123974886	2.29278174922785	2.71369581484336	2.46727948045998	3.13257684267001	1.85199883711245	2.44095219802964	1.81966818349646	1.32192809488736	1.63691458035588	3.14893410452634	2.24792751344359	2.60169651648096	1.6915341649192	1.02147972741045	1.79493566280354	1.92219784839637	2.16992500144231	3.04264433740849	2.97269265400426	2.49825086752783	1.97452931248388	1.94860084749336	2.80322703643493	1.75274859140713	2.58496250072116	1.60880924267552	3.38128337250378	1.37851162325373	1.67355642399014	0.855989697308481	2.14404636961671	2.26303440583379	1.97819562968165	3.86393845042397	1.59454854955035	2.48800077083407	0.831877241191673	1.78659636189081	3.4931349223055	2.82374936030827	1.53605290024021	2.59931779369823	4.48091134604775	3.97452931248388	1.30451104180995	2.54101915313356	2.63923216324928	2.86591881455221	3.47378691161437	2.24792751344359	2.64846544302731	2.81966818349646	3.0408924306469	2.34482849699744	1.8073549220576	2.68481873755322	2.02147972741045	5.06738057801906	1.65535182861255	2.81966818349646	2.03913839390696	3.10097764772482	2.24792751344359	2.60880924267552	3.3743439890385	2.42492208821069	2.51853513898218	3.51601514700366	3.34198574722862	2.98367769469807	3.18269229751619	2.19219416528334	3.35895882583233
"TNFRSF4"	4.00270252037982	1.33342373372519	2.92599941855622	2.96716860753263	2.53106949272595	1.67355642399014	1.93734439215023	2.1243281350022	3.10097764772482	2.45680614923047	2.31324585178756	2.90303827011291	3.37712374912949	4.38956681176273	1.9297909977186	3.61588707391606	2.70708299177171	2.6915341649192	2.56559717585422	1.85996954822103	1.51096191927738	3.12763327972587	2.35895882583233	1.02856915219677	1.21412480535285	1.43829285157915	1.60407132366886	1.77820857639809	1.790772037862	2.01792190799726	2.60407132366886	2.02856915219677	1.66902676550963	2.11769504266975	1.64154602908752	1.38404980679516	1.43295940727611	2.32768736417605	2.02502879449152	2.04264433740849	2.38128337250378	1.62293035092018	1.51096191927738	1.48026512205446	2.46727948045998	1.799087306074	1.89917563048051	2.19534759832222	1.64616265715789	1.82374936030827	1.16992500144231	2.15055967657538	2.47248777146274	1.47508488294878	1.57531233068744	1.74416109557041	1.14404636961671	2.0496307677246	1.98913900736823	2.09423606984577	0.871843648509318	2.4032677223393	1.37295209791183	1.57046293102604	1.64154602908752	1.98185265328974	2.03210084316702	2.37851162325373	1.67807190511264	2.54349588342577	1.30451104180995	1.78659636189081	2.66902676550963	1.59454854955035	0.839959587489532	1.56071495447448	1.7311832415722	1.47508488294878	1	2.29572302453997	2.10097764772482	2.21412480535285	2.25701061820602	2.08406426478847	2.16027483140859	1.36176835941915	1.81147103052984	1.57046293102604	2.01792190799726	1.25701061820602	1.89530262133331	2.03562390973072	1.59454854955035	1.33342373372519	2.52857131887076	1.62293035092018	2.30451104180995	1.92219784839637	1.74416109557041	1.93357263826102	1.71369581484336	2.37573453858316	2.6915341649192	2.73768676140986	2.6959938131099	1.8073549220576	2.61353165291793	3.06177619758669	3.42223300068305	1.42223300068305	1.73984810269933	2.91647664443772	3.10265813136374	2.63459326844576	2.35049724708413	3.26303440583379	2.32768736417605	2.8972404255748	2.41413553298445	2.93734439215023	2.09761079662642	2.790772037862	3.0703893278914	1.85598969730848	1.57046293102604	2.51601514700366	3.64500988439109	3.04788732939655	2.58976348698498	2.3305584000308	3.12267271882414	1.63226821549951	3.16349873228288	2.01435529297707	1.76553474636298	1.83187724119167	2.72465027173297	2.31324585178756	2.39780296186249	2.53605290024021	3.23419472295381	2.42223300068305
"NOL4"	0.124328135002202	0.16349873228288	1.18903382439002	0.22650852980868	0.214124805352847	0.0565835283663675	0.250961573533219	0	0.137503523749935	0.389566811762726	0	0.0976107966264223	0.286881147788162	0.22650852980868	0.286881147788162	0	0.0143552929770701	0.137503523749935	0.367371065648529	0	0.495695162624069	0	4.9387562614923	0.356143810225275	0.37851162325373	1.02147972741045	0.333423733725192	0.432959407276106	0.263034405833794	0.150559676575381	0	0.713695814843359	0.137503523749935	0.22650852980868	0.0285691521967709	0.20163386116965	0.526068811667588	0.111031312388744	0.0143552929770701	0.070389327891398	0.37851162325373	0.070389327891398	0	1.0703893278914	0	0.150559676575381	0.22650852980868	0.16349873228288	0.0285691521967709	0.0976107966264223	0.263034405833794	0.526068811667588	0.0285691521967709	0.432959407276106	0.6959938131099	0.0285691521967709	0	0	0.356143810225275	0.176322772640463	0.238786859587116	0.150559676575381	0.632268215499513	0.464668267003444	0.454175893185802	0.687060688339892	0.0285691521967709	0.150559676575381	3.26153081524341	0.0976107966264223	0.298658315564515	0.0840642647884746	0	0.475084882948783	0.432959407276106	0.37851162325373	0	0.22650852980868	1.10433665981474	0.0285691521967709	0	0.0565835283663675	0.111031312388744	0	0	0.400537929583729	0.565597175854225	0.650764559116902	1.13750352374994	0.27500704749987	0.238786859587116	0.485426827170242	0.263034405833794	0.20163386116965	0	0.895302621333307	0.0840642647884746	0.298658315564515	0.070389327891398	0.594548549550354	0.286881147788162	0.0840642647884746	0.070389327891398	0	0	0.0426443374084937	0.0565835283663675	0.070389327891398	0	0.0565835283663675	0.0840642647884746	0.20163386116965	0.344828496997441	0.124328135002202	0.238786859587116	0.0565835283663675	0.070389327891398	0	0.0840642647884746	0.16349873228288	2.18586654531133	0.176322772640463	0.765534746362977	0.286881147788162	0.176322772640463	0	0	0	0.137503523749935	0.0840642647884746	0	0.070389327891398	0.20163386116965	0.75702324650746	0.137503523749935	0	0.31034012061215	0.124328135002202	3.41278152533848	0.495695162624069	2.72246602447109	0.526068811667588
"STMN4"	0.070389327891398	0	0.16349873228288	0.0426443374084937	0	0	0	0	0.070389327891398	0.070389327891398	0	0	0	0.070389327891398	0	0.31034012061215	0.111031312388744	0	0	0.070389327891398	0.0840642647884746	0	0.545968369105292	0.321928094887362	0.111031312388744	0.31034012061215	0.20163386116965	0.111031312388744	0.286881147788162	0.238786859587116	0	0.27500704749987	0.070389327891398	0.0565835283663675	0.0840642647884746	0.250961573533219	0	0	0.111031312388744	0	0.124328135002202	0	0	0	0.0840642647884746	0	0.0565835283663675	0.070389327891398	0.0840642647884746	0.070389327891398	0	0.263034405833794	0	0	0.238786859587116	0	0	0	0.910732661902913	0.070389327891398	0.214124805352847	0	0.0976107966264223	0.214124805352847	0.070389327891398	0.344828496997441	0	0.0565835283663675	0.176322772640463	0	0.263034405833794	0.0840642647884746	0	0	0.070389327891398	0.0840642647884746	0	0.250961573533219	0.189033824390017	0	0	0	0	0.150559676575381	0.070389327891398	0	0.411426245726465	0.321928094887362	0.27500704749987	0	0	0.150559676575381	0	0.150559676575381	0.111031312388744	0.411426245726465	0	0.16349873228288	0.070389327891398	0.250961573533219	0.070389327891398	0.333423733725192	0.0976107966264223	0.189033824390017	0.070389327891398	0	0	0.0976107966264223	0.0840642647884746	0	0.16349873228288	0.0565835283663675	0	0.137503523749935	0	0	0.150559676575381	0.0565835283663675	0.124328135002202	0.84799690655495	0.0840642647884746	0	0.0426443374084937	0.0565835283663675	0	0.124328135002202	0	0.137503523749935	0.0565835283663675	0.070389327891398	0	0.137503523749935	0.0565835283663675	0.070389327891398	0	0	0	0	0	0	0.0565835283663675	0.0426443374084937
"B3GAT2"	0.16349873228288	0	0.0143552929770701	0	0.124328135002202	0.137503523749935	0.0285691521967709	0.0426443374084937	0	0.443606651475615	0	0.0143552929770701	0.0426443374084937	0	0.137503523749935	0	0.124328135002202	0.124328135002202	0.150559676575381	0.0143552929770701	0.137503523749935	0.333423733725192	2.19534759832222	0.0976107966264223	0.137503523749935	0.0840642647884746	0.0143552929770701	0.0143552929770701	0.0426443374084937	0.238786859587116	0.111031312388744	0.0426443374084937	0.0976107966264223	0.111031312388744	0	0	0.0565835283663675	0	0.0976107966264223	0	0.0840642647884746	0.0143552929770701	0.0840642647884746	0	0	0.0285691521967709	0.111031312388744	0.20163386116965	0	0.0285691521967709	0.124328135002202	0.286881147788162	0.0565835283663675	0.111031312388744	0.0565835283663675	0	0.0976107966264223	0	0.0285691521967709	0.0426443374084937	0.124328135002202	0.0285691521967709	0.0565835283663675	0.0565835283663675	0.16349873228288	0.0840642647884746	0	0.0285691521967709	1.09085343045111	0.0565835283663675	0	0.0840642647884746	0	0.189033824390017	0.0565835283663675	0.298658315564515	0	0.176322772640463	0.150559676575381	0	0.0426443374084937	0.0565835283663675	0.0143552929770701	0	0.0143552929770701	0.0840642647884746	0.214124805352847	0.22650852980868	0.454175893185802	0.0143552929770701	0.0840642647884746	0	0.0565835283663675	0.0976107966264223	0	0.0426443374084937	0.0426443374084937	0.250961573533219	0.137503523749935	0.333423733725192	0.189033824390017	0.0285691521967709	0	0.0565835283663675	0	0.20163386116965	0.0143552929770701	0	0.0285691521967709	0	0.0426443374084937	0	0.0143552929770701	0.0285691521967709	0.0143552929770701	1.70929063572336	0.0285691521967709	0.0840642647884746	0.0285691521967709	0.124328135002202	0.0285691521967709	0.189033824390017	0	0.0426443374084937	0	0.0143552929770701	0.0426443374084937	0	0.0565835283663675	0.0426443374084937	0	0.0426443374084937	0.0976107966264223	0.0426443374084937	0	0.0976107966264223	0.0976107966264223	0.0143552929770701	0.0285691521967709	0	0.0426443374084937	0
"FAM163A"	0.400537929583729	0	0.0285691521967709	0.0976107966264223	0	0.0285691521967709	0.0285691521967709	0.0426443374084937	0.150559676575381	0	0	0.0426443374084937	0.0426443374084937	0.070389327891398	0	0	0.16349873228288	0.137503523749935	0.0285691521967709	0.0285691521967709	0.0285691521967709	0.137503523749935	1.94110631094643	0.070389327891398	0	0.0285691521967709	0.0285691521967709	0.0426443374084937	0.0285691521967709	0.0285691521967709	0	0	0.0285691521967709	0	0	0.150559676575381	0.0143552929770701	0.150559676575381	0.111031312388744	0.0285691521967709	0.0285691521967709	0.0143552929770701	0	0	0	0	0.0426443374084937	0.0285691521967709	0.0285691521967709	0.263034405833794	0	0.0426443374084937	0	0.0143552929770701	0.070389327891398	0	0	0	0	0.189033824390017	0.0285691521967709	0.0565835283663675	0.0285691521967709	0.0565835283663675	0.0565835283663675	0	0.27500704749987	0	0.739848102699327	0	0.137503523749935	0.16349873228288	0.150559676575381	0	0	0	0.176322772640463	0.0976107966264223	0	0	0.0285691521967709	0	0	0.111031312388744	0.150559676575381	0	0	0.0565835283663675	0	0.0285691521967709	0	0.0285691521967709	0	0	0.070389327891398	0.0285691521967709	0.0285691521967709	0.0285691521967709	0	0	0	0.0565835283663675	0	0.0285691521967709	0	0.137503523749935	0.0143552929770701	0.0143552929770701	0	0.0285691521967709	0.0285691521967709	0	0.0143552929770701	0.0143552929770701	0	0.0840642647884746	0.0426443374084937	0	0	0	0.0565835283663675	0.0565835283663675	0.0840642647884746	0.0285691521967709	0	0.070389327891398	0.176322772640463	0.0565835283663675	0.0840642647884746	0.0565835283663675	0.0285691521967709	0	0.111031312388744	0.0565835283663675	0.0426443374084937	0	0.0565835283663675	0.0426443374084937	0	0.0840642647884746	0.0426443374084937	0
"RAB3C"	0.933572638261024	2.04264433740849	1.20789285164133	1.18903382439002	0.925999418556223	1.0496307677246	0.443606651475615	1.86393845042397	0.298658315564515	2.68481873755322	1.02147972741045	1.47508488294878	0.516015147003665	0.895302621333307	1.4276061727819	0.622930350920177	0.992768430768924	0	0.321928094887362	0.176322772640463	1.27500704749987	0.070389327891398	4.08236196955747	0.687060688339892	1.31034012061215	1.35614381022528	1.04264433740849	1.74846123300404	1.94860084749336	1.61823865559545	2.90303827011291	1.20163386116965	0.53605290024021	1.35049724708413	2.29572302453997	2.3533232911629	1.52105073690096	2.29865831556452	1.75702324650746	1.60407132366886	1.13093086982645	1.51601514700366	1.49569516262407	1.74416109557041	1.29278174922785	1.35049724708413	2.31324585178756	1.20789285164133	2.11769504266975	2.790772037862	2.17951105027151	1.94860084749336	1.790772037862	1.18903382439002	1.44360665147561	1.72683121703249	1.83187724119167	0.855989697308481	0.475084882948783	2.29865831556452	1.26303440583379	1.35049724708413	2.09761079662642	0.669026765509631	2.33628338786443	2.05658352836637	2.31903981556254	1.82374936030827	2.83390207666916	2.28095631383106	1.83592407425437	2.39231742277876	2.58014548442338	1.81557542886257	2.48026512205446	1.6507645591169	2.19219416528334	2.23572705983806	0.6959938131099	1.61823865559545	2.58736499093646	2.28983446517751	2.03562390973072	2.41953889151378	2.13422093976063	1.36737106564853	1.92219784839637	0.400537929583729	1.22650852980868	1.13093086982645	1.74846123300404	1.87184364850932	1.37851162325373	2.29278174922785	1.28688114778816	0.344828496997441	2.26903314645524	2.48542682717024	1.74416109557041	1.19534759832222	0.704871964456353	0.263034405833794	0.443606651475615	0.298658315564515	0.443606651475615	0.0840642647884746	0.214124805352847	0.124328135002202	0.321928094887362	0.565597175854225	0.0840642647884746	0.189033824390017	0.0565835283663675	0.176322772640463	0.298658315564515	0.31034012061215	1.41683974191283	0.150559676575381	0.16349873228288	1.64616265715789	0.632268215499513	0.526068811667588	0.84799690655495	0.454175893185802	0.748461233004036	0.622930350920177	0.321928094887362	0.176322772640463	0.189033824390017	0	1.90303827011291	0.250961573533219	0.070389327891398	1.0496307677246	0.31034012061215	0.765534746362977	0.75702324650746	1.38956681176273	0.0976107966264223	0.713695814843359	0.150559676575381	0.464668267003444
"SOX8"	0.992768430768924	0.298658315564515	0.765534746362977	0.704871964456353	0.782408564927373	0.286881147788162	0.263034405833794	0.400537929583729	0.367371065648529	1.70043971814109	0.367371065648529	1.26903314645524	2.18269229751619	0.839959587489532	1.16349873228288	0.485426827170242	0.925999418556223	2.72027846523333	4.79960542245267	0.0976107966264223	3.28835856219366	0.298658315564515	0.0285691521967709	2.73552217729654	1.44890095114513	2.48026512205446	2.05311133645956	1.71808758396052	0.918386234446348	1.29278174922785	1.23878685958712	0.516015147003665	1.16992500144231	1.25701061820602	0.84799690655495	1.02856915219677	1.56071495447448	0.20163386116965	0.641546029087524	0.475084882948783	1.94110631094643	0.27500704749987	0.594548549550354	1.7311832415722	0.485426827170242	1.59931779369823	0.475084882948783	0.389566811762726	0.333423733725192	0.422233000683048	0.650764559116902	1.02147972741045	0.970853654340484	2.77610398807316	2.15380533607904	0.070389327891398	0.137503523749935	0.0976107966264223	1.75702324650746	1.34482849699744	1.37295209791183	1.26903314645524	1.89917563048051	3.55949181320504	1.30451104180995	0.831877241191673	0.367371065648529	0.53605290024021	0.485426827170242	1.20163386116965	2.16992500144231	1.0496307677246	0.344828496997441	0.992768430768924	1.63226821549951	2.32192809488736	0.298658315564515	1.18903382439002	2.24792751344359	0.6959938131099	0.464668267003444	1.26903314645524	0.333423733725192	0.333423733725192	0.20163386116965	0.799087306074004	1.99638874644762	2.72027846523333	1.50589092972996	1.98550043030488	0.713695814843359	1.76553474636298	1.35614381022528	1.0496307677246	0.356143810225275	3.13422093976063	0.176322772640463	2.17951105027151	0.871843648509318	2.61588707391606	2.58255600301406	0.422233000683048	0.214124805352847	0.22650852980868	0.27500704749987	0.238786859587116	0.250961573533219	0.176322772640463	0.22650852980868	0.613531652917927	0.176322772640463	0.855989697308481	0.070389327891398	0.20163386116965	2.11103131238874	4.59693514238723	0.31034012061215	0.250961573533219	0.432959407276106	0.495695162624069	0.37851162325373	6.33037912758063	0.443606651475615	0.790772037862	1.38404980679516	0.6959938131099	0.214124805352847	0.495695162624069	0.575312330687437	0.124328135002202	0.422233000683048	0.22650852980868	0.16349873228288	0.432959407276106	0.189033824390017	0.321928094887362	0.176322772640463	0.432959407276106	4.33913738491959	0.111031312388744	0.925999418556223	0.839959587489532
