"HKB0040_3002_T"	"HKB0052_3000_T"	"HKB0054_3000_T"	"HKB0069_3000_T"	"HKB0074_3000_T"	"HKB0129_3000_T"	"HKB0132_3006_T"	"HKB0155_3000_T"	"HKB0168_3006_T"	"HKB0186_3000_T"	"HKB0214_3006_T"	"HKB0573_3000_T"	"HKB0659_3000_T"	"HKB0674_3000_T"	"HKB0719_3002_T"	"HKB0736_3000_T"	"HKB0751_3000_T"	"HKB0056_3002_T"	"HKB0157_3006_T"	"HKB0159_3006_T"	"HKB0186_3002_N"	"HKB0209_3004_T"	"HKB0210_3006_T"	"HKB0233_3000_N"	"HKB0004_3000_N"	"HKB0005_3000_N"	"HKB0006_3000_N"	"HKB0019_3000_N"	"HKB0033_3000_N"	"HKB0040_3000_N"	"HKB0049_3000_N"	"HKB0049_3006_T"	"HKB0050_3000_N"	"HKB0052_3004_N"	"HKB0067_3000_N"	"HKB0074_3003_N"	"HKB0094_3000_N"	"HKB0096_3000_N"	"HKB0097_3004_N"	"HKB0098_3000_N"	"HKB0102_3000_N"	"HKB0106_3000_N"	"HKB0109_3000_N"	"HKB0115_3000_N"	"HKB0121_3000_N"	"HKB0122_3002_N"	"HKB0123_3000_N"	"HKB0124_3000_N"	"HKB0129_3002_N"	"HKB0132_3000_N"	"HKB0133_3000_N"	"HKB0143_3000_N"	"HKB0157_3000_N"	"HKB0158_3000_N"	"HKB0159_3000_N"	"HKB0160_3000_T"	"HKB0160_3001_N"	"HKB0161_3000_N"	"HKB0161_3001_T"	"HKB0162_3000_N"	"HKB0164_3000_N"	"HKB0167_3000_N"	"HKB0179_3000_N"	"HKB0194_3000_N"	"HKB0196_3000_N"	"HKB0198_3000_N"	"HKB0207_3000_N"	"HKB0207_3001_T"	"HKB0210_3000_N"	"HKB0211_3000_N"	"HKB0214_3000_N"	"HKB0219_3000_N"	"HKB0220_3003_N"	"HKB0221_3000_N"	"HKB0222_3000_N"	"HKB0225_3000_N"	"HKB0226_3000_N"	"HKB0227_3000_N"	"HKB0538_3000_N"	"HKB0571_3000_N"	"HKB0574_3000_N"	"HKB0577_3000_N"	"HKB0583_3000_N"	"HKB0597_3000_N"	"HKB0618_3000_N"	"HKB0636_3000_N"	"HKB0648_3000_N"	"HKB0651_3000_N"	"HKB0657_3000_N"	"HKB0663_3000_N"	"HKB0666_3000_N"	"HKB0672_3000_N"	"HKB0710_3001_N"	"HKB0718_3001_N"	"HKB0719_3001_N"	"HKB0722_3001_N"	"HKB0744_3001_N"	"HKB0748_3001_N"	"HKB0751_3001_N"	"HKB0044_3000_N"	"HKB0079_3000_N"	"HKB0208_3006_T"	"HKB0007_3005_T"	"HKB0008_3006_T"	"HKB0016_3006_T"	"HKB0031_3001_T"	"HKB0035_3006_T"	"HKB0044_3006_T"	"HKB0050_3005_T"	"HKB0064_3004_T"	"HKB0067_3006_T"	"HKB0079_3006_T"	"HKB0082_3006_T"	"HKB0088_3000_T"	"HKB0089_3001_T"	"HKB0091_3001_T"	"HKB0094_3006_T"	"HKB0098_3005_T"	"HKB0101_3000_T"	"HKB0120_3000_T"	"HKB0127_3006_T"	"HKB0134_3006_T"	"HKB0143_3006_T"	"HKB0158_3006_T"	"HKB0162_3006_T"	"HKB0164_3006_T"	"HKB0167_3006_T"	"HKB0191_3001_T"	"HKB0194_3006_T"	"HKB0216_3000_N"	"HKB0220_3000_T"	"HKB0564_3000_T"	"HKB0576_3000_T"	"HKB0579_3000_T"	"HKB0605_3000_T"	"HKB0620_3000_T"	"HKB0650_3000_T"	"HKB0683_3000_T"	"HKB0710_3000_T"	"HKB0718_3000_T"	"HKB0737_3000_T"	"HKB0752_3000_T"
"TBC1D10C"	5.18348651445939	2.76553474636298	4.00988458893184	3.64270157183323	3.40190347160796	2.96532254836725	2.32192809488736	2.78450398292957	2.3305584000308	3.31324585178756	2.9297909977186	3.62175885670973	3.74308405554959	4.68313498512609	2.20163386116965	5.41717741190639	3.96901230751632	2.26002565596146	2.14730669878029	1.19534759832222	1.75274859140713	1.78659636189081	1.1243281350022	1.26303440583379	2.60880924267552	1.77399632511117	2.29865831556452	1.58976348698498	1.4594316186373	2.30451104180995	2.03210084316702	2.30742852519225	2.06695024392463	2.20476675065461	1.55581615506164	1.56071495447448	1.6507645591169	1.6915341649192	2.0496307677246	2.47508488294878	2.15055967657538	1.86393845042397	1.94485844580754	1.87184364850932	1.88752527074159	1.40053792958373	1.54596836910529	2.01435529297707	1.43829285157915	1.23266075679027	1.41142624572647	1.73984810269933	1.74416109557041	1.88752527074159	1.51601514700366	1.13093086982645	1.09085343045111	1.02147972741045	2.15380533607904	1.47508488294878	1.17632277264046	2.09423606984577	1.85996954822103	2.27798474729977	1.57046293102604	1.90303827011291	1.0496307677246	2.72683121703249	1.35049724708413	1.92599941855622	1.63226821549951	2.4032677223393	1.97819562968165	2.10097764772482	2.17632277264046	1.98913900736823	1.58014548442338	1.36737106564853	1.64154602908752	2.07724299893246	1.99638874644762	2.13093086982645	1.24488705912353	1.93734439215023	1.59931779369823	1.32768736417605	2.30451104180995	2.48284828306847	1.90689059560852	1.25701061820602	1.4594316186373	2.16992500144231	1.97085365434048	2.24184018356467	1.57046293102604	1.73984810269933	1.10433665981474	2.29572302453997	1.35614381022528	2.22342254993494	2.01792190799726	2.04614178164472	2.7311832415722	2.28392177230762	2.54596836910529	1.31614574229336	2.83995958748953	3.19377174339668	3.78135971352466	1.70929063572336	2.57046293102604	3.27052894238072	3.62877359520165	2.58014548442338	2.66448284036468	2.84599177066457	3.14241343787374	2.98913900736823	3.0408924306469	2.51096191927738	2.75060650483559	2.58736499093646	2.82374936030827	1.99276843076892	2.51853513898218	1.80322703643493	4.02768487693716	2.59931779369823	3.38128337250378	2.32192809488736	3.43962313755712	1.70043971814109	2.0703893278914	2.83995958748953	2.33628338786443	2.10097764772482	3.38681094647222	3.44095219802964	3.63691458035588	3.09423606984577	2.84799690655495	3.26303440583379
"SPIC"	1.97819562968165	0.389566811762726	0.526068811667588	0.344828496997441	0.344828496997441	0.505890929729957	0.150559676575381	0.22650852980868	0.0840642647884746	0.565597175854225	0.0840642647884746	0.678071905112638	0.641546029087524	1.73984810269933	0.22650852980868	1.09085343045111	0.604071323668861	0.137503523749935	0.27500704749987	0.0976107966264223	0	0	4.27351588970212	0	0	0.150559676575381	0.176322772640463	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0.0976107966264223	0	0.111031312388744	0	0	0.0976107966264223	0	0	0	0.0976107966264223	0.189033824390017	0.0976107966264223	0	0	0	0.111031312388744	0	0.432959407276106	0	0.0976107966264223	0	0	0	0.111031312388744	0	0	0	0.0976107966264223	0.070389327891398	4.30524096595448	0.20163386116965	0	0.111031312388744	0.0840642647884746	0	0.0840642647884746	0	0.111031312388744	0.111031312388744	0	0.0976107966264223	0	0	0.298658315564515	0	0	0	0.516015147003665	0	0.0840642647884746	0.0840642647884746	0	0.0976107966264223	0	0	0.070389327891398	0	0	0	0	0	0	0	0.55581615506164	0	0.464668267003444	0.238786859587116	0.0565835283663675	0.400537929583729	0.37851162325373	0.22650852980868	0.070389327891398	0.22650852980868	0.176322772640463	0.189033824390017	0.137503523749935	0.176322772640463	0.464668267003444	0.422233000683048	0.16349873228288	0.31034012061215	0.27500704749987	0.20163386116965	0.124328135002202	0.505890929729957	0.53605290024021	0	0.622930350920177	0	0.773996325111173	0.137503523749935	0.367371065648529	0	0.344828496997441	0.485426827170242	0.37851162325373	0.16349873228288	0.214124805352847	0.565597175854225	0.0976107966264223	0.6959938131099	0.22650852980868	0.831877241191673
"FCMR"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CR1"	3.96624587322494	2.18269229751619	2.53605290024021	1.60880924267552	1.74416109557041	1.64616265715789	1.33342373372519	1.78240856492737	1.02147972741045	2.58255600301406	1.32192809488736	1.799087306074	2.03562390973072	2.6667565918848	1	3.22496636500027	2.76341157447001	0.978195629681652	1.82781902461732	0.263034405833794	1.65992455840238	1.32192809488736	0.321928094887362	2.38128337250378	1.59931779369823	2.39780296186249	1.49569516262407	1.68257329734758	2.86393845042397	2.48026512205446	4.4666271200415	2.54101915313356	2.24184018356467	3.08576455377831	3.75488750216347	2.36457243229586	2.27202318906105	2.5385381636298	2.8972404255748	2.4594316186373	2.04264433740849	3.0686708106651	4.75488750216347	2.78240856492737	2.55090066464752	3.21567859660793	2.65535182861255	2.0036022366802	2.83592407425437	3.39506279951758	3.30158764660319	2.95233356636969	3.53356334821451	1.95233356636969	2.07724299893246	2.0071955014042	2.72027846523333	1.89530262133331	0.963474123974886	2.84799690655495	3.05311133645956	2.35614381022528	1.90689059560852	1.40053792958373	1.87184364850932	3.17791779219584	3.29425313644451	0.75702324650746	2.98002530023873	3.56559717585422	2.70487196445635	2.88752527074159	4.48155728070859	2.84197311892718	2.99276843076892	1.64154602908752	2.69821847822441	2.25398926623079	1.40599235967584	2.22958792274065	3.85798099512757	3.57531233068744	2.35049724708413	3.7279204545632	3.46597446450407	2.96162332828694	3.98550043030489	1.1243281350022	1.97819562968165	2.60407132366886	2.1407786557828	3.38956681176273	2.53356334821451	3.34908214639109	2.25096157353322	2.1243281350022	3.00539998774259	4.0036022366802	2.114367024952	1.35614381022528	0.918386234446348	0.214124805352847	1.33913738491959	0.807354922057604	0.941106310946431	0.807354922057604	0.748461233004036	1.63226821549951	1.48542682717024	1.65992455840238	1.23266075679027	1.73984810269933	3.78345665436024	0.871843648509318	2.30451104180995	1.54596836910529	1.89141918684608	1.19534759832222	0.978195629681652	2.5385381636298	1.02856915219677	1.790772037862	2.3533232911629	1.48542682717024	1.97085365434048	1.33913738491959	2.79701297783614	1.23878685958712	1.26903314645524	0.485426827170242	2.74631276642546	1.09761079662642	2.01435529297707	1.8073549220576	1.35049724708413	1.40053792958373	1.68257329734758	1.33342373372519	1.22032995487956	1.790772037862	1.18269229751619	3.01077983875324
"SEPT1"	5.07253459972295	2.62760683812965	3.74738739965272	3.11270013274936	3.26002565596146	2.93168305705981	2.33342373372519	2.80322703643493	2.18903382439002	3.24184018356467	3.00898878322725	3.03913839390696	3.12101540096137	4.71644223684332	1.91838623444635	5.33449676839042	3.72027846523333	1.97819562968165	1.72683121703249	2.04614178164472	2.38956681176273	2.10768786931437	1.21412480535285	1.94860084749336	2.89530262133331	1.99638874644762	2.28688114778816	2.08406426478847	2.04614178164472	2.64385618977472	1.79493566280354	2.05311133645956	2.16671544496642	1.61823865559545	1.51601514700366	1.44360665147561	1.58976348698498	1.20163386116965	1.85199883711245	1.42223300068305	1.97452931248388	1.50080205305716	1.56559717585423	1.6507645591169	1.22032995487956	1.85199883711245	0.75702324650746	1.17632277264046	1.19534759832222	1.52606881166759	1.58014548442338	1.70929063572336	1.28095631383106	2.01792190799726	2.8499992594661	1.59931779369823	1.83187724119167	1.38956681176273	2.46988597627446	1.97085365434048	1.35049724708413	2.47508488294878	1.97819562968165	2.07382023329167	2.26903314645524	2.23878685958712	1.02856915219677	2.52606881166759	1.6507645591169	2.10433665981474	1.99276843076892	2.0703893278914	1.87578006306849	2.16027483140859	1.95233356636969	2.66902676550963	1.20163386116965	2.03913839390696	2.16027483140859	1.18903382439002	1.06350294230616	2.18269229751619	0.411426245726465	1.27500704749987	1.37851162325373	1.66902676550963	1.88752527074159	2.5385381636298	1.40053792958373	1.48542682717024	1.22032995487956	1.59454854955035	2.11103131238874	1.52105073690096	0.910732661902913	1.29278174922785	0.669026765509631	1.15055967657538	0.613531652917927	2.43562859405209	2.75702324650746	1.92599941855622	2.72900887033786	2.13093086982645	2.79285535236249	0.941106310946431	2.57773093149008	3.26002565596146	3.52606881166759	1.70043971814109	2.32192809488736	3.16349873228288	3.36317107711924	2.22650852980868	2.38681094647222	2.8011586560937	3.0232553523003	2.44360665147561	2.3305584000308	2.64154602908752	2.42223300068305	2.50842865253186	2.37295209791183	1.99276843076892	2.62058641045188	1.28688114778816	4.08065766334523	2.30451104180995	3.28095631383106	2.07382023329167	3.53605290024021	1.57531233068744	1.62760683812965	2.64616265715789	2.1243281350022	1.63691458035588	2.81557542886257	2.78659636189081	3.1554254317472	2.70487196445635	2.28095631383106	3.27351588970212
"C12orf42"	1.40599235967584	0.238786859587116	0.807354922057604	0.321928094887362	0.475084882948783	0.464668267003444	0.344828496997441	0.27500704749987	1.26903314645524	0.367371065648529	0.37851162325373	0.422233000683048	0.150559676575381	0.422233000683048	0.286881147788162	1.13093086982645	0.238786859587116	0.0285691521967709	0.16349873228288	0.124328135002202	0	0.0565835283663675	0.0565835283663675	0.16349873228288	0.124328135002202	0.150559676575381	0	0.0840642647884746	0.0976107966264223	0.124328135002202	0.070389327891398	0.111031312388744	0	0.0565835283663675	0.0565835283663675	0.189033824390017	0.137503523749935	0	0	0.124328135002202	0.0565835283663675	0.0426443374084937	0	0.111031312388744	0	0.111031312388744	0	0	0.070389327891398	0.0840642647884746	0.0426443374084937	0.150559676575381	0.0976107966264223	0.189033824390017	0.124328135002202	0	0.0426443374084937	0	0	0.070389327891398	0.298658315564515	0.111031312388744	0.0840642647884746	0.070389327891398	0.070389327891398	0.22650852980868	0.16349873228288	0.189033824390017	0	0.124328135002202	0.0840642647884746	0.20163386116965	0.124328135002202	0.150559676575381	0.0426443374084937	0.137503523749935	0.070389327891398	0	0.356143810225275	0.070389327891398	0	0.070389327891398	0	0	0	0.070389327891398	0.176322772640463	0.238786859587116	0.189033824390017	0.0976107966264223	0.124328135002202	0.070389327891398	0.286881147788162	0.137503523749935	0.0565835283663675	0	0.0565835283663675	0.575312330687437	0.0565835283663675	0.238786859587116	0.20163386116965	0.070389327891398	0.111031312388744	0.176322772640463	1.26303440583379	0.0285691521967709	0.16349873228288	0	0.37851162325373	0.485426827170242	0.070389327891398	0	0	0	0.111031312388744	0.0976107966264223	0.150559676575381	0.367371065648529	0.454175893185802	0.176322772640463	0.0840642647884746	0.111031312388744	0.20163386116965	0.111031312388744	0.0426443374084937	0	0.321928094887362	0.0426443374084937	0.189033824390017	0.0426443374084937	0.263034405833794	0.485426827170242	0	0.16349873228288	0.189033824390017	0.263034405833794	0.176322772640463	0.124328135002202	0	0	0	0.189033824390017
"DTHD1"	2.87184364850932	1	1.38956681176273	0.669026765509631	1.29865831556452	1.81147103052984	0.505890929729957	0.84799690655495	0.400537929583729	1.22032995487956	1.04264433740849	1.08406426478847	0.863938450423971	2.07724299893246	0.704871964456353	3.4931349223055	1.82781902461732	0.37851162325373	0.250961573533219	0.16349873228288	0.622930350920177	0.189033824390017	0.189033824390017	0.432959407276106	0.790772037862	0.575312330687437	0.495695162624069	0.545968369105292	0.545968369105292	0.659924558402378	0.356143810225275	0.53605290024021	0.286881147788162	0.765534746362977	0.111031312388744	0.367371065648529	0.367371065648529	0.53605290024021	0.432959407276106	0.485426827170242	0.31034012061215	0.443606651475615	0.545968369105292	0.475084882948783	0.27500704749987	0.367371065648529	0.454175893185802	0.565597175854225	0.55581615506164	0.22650852980868	0.464668267003444	0.495695162624069	0.400537929583729	0.124328135002202	0.6959938131099	0.622930350920177	0.176322772640463	0.137503523749935	0.37851162325373	0.263034405833794	0.0976107966264223	0.799087306074004	0.31034012061215	0.263034405833794	0.887525270741587	0.910732661902913	0.516015147003665	1.55090066464752	0.584962500721156	1	0.321928094887362	1.43295940727611	0.485426827170242	0.895302621333307	0.75702324650746	0.831877241191673	0.22650852980868	0.485426827170242	0.495695162624069	0.650764559116902	0.799087306074004	0.422233000683048	0.070389327891398	0.782408564927373	0.526068811667588	0.871843648509318	0.526068811667588	0.613531652917927	0.333423733725192	0.298658315564515	0.321928094887362	0.632268215499513	0.432959407276106	0.485426827170242	0.454175893185802	0.432959407276106	0.298658315564515	0.831877241191673	0.250961573533219	0.31034012061215	0.526068811667588	0.594548549550354	0.422233000683048	0.970853654340484	0.704871964456353	0.124328135002202	0.526068811667588	0.321928094887362	1.68706068833989	0.495695162624069	0.321928094887362	0.7311832415722	0.505890929729957	0.495695162624069	0.344828496997441	0.782408564927373	1.11769504266975	0.584962500721156	0.739848102699327	0.604071323668861	0.815575428862573	0.704871964456353	0.879705766282288	0.16349873228288	0.678071905112638	0.070389327891398	1.09085343045111	0.31034012061215	0.526068811667588	0.669026765509631	1.13750352374994	0.367371065648529	0.298658315564515	1.60880924267552	0.55581615506164	0.739848102699327	1.0071955014042	1.41142624572647	0.604071323668861	0.687060688339892	0.189033824390017	1.4594316186373
"CCL21"	6.40275627948341	4.88313201565728	5.17831627170145	5.81455042346181	5.4535175792155	6.37851162325373	4.46727948045998	5.61353165291793	1.66448284036468	5.90231481249263	4.23802251782572	4.26303440583379	3.91647664443772	4.30451104180995	5.34269695998193	2.87381319835909	4.2502036564993	1.71369581484336	2.75488750216347	2.25701061820602	5.58646452588639	2.10433665981474	3.43562859405209	5.43862553808838	7.1053847492476	6.07360604057494	6.42777376237852	5.37816477987163	7.5874400043274	6.70818723602071	5.74308405554959	3.08406426478847	6.99163521647699	4.74953426766926	4.41210404467757	8.3585632960037	6.57228336665041	5.16551001804135	5.38059093426592	3.82883464946806	7.05235067924417	5.67863534782274	6.52387555132852	6.18050594379476	3.4867143730307	6.23878685958712	4.01167453338092	5.03298241669943	2.10433665981474	4.55887985347544	6.62921088594737	6.16551001804135	4.36317107711924	6.00562454919388	6.81800690198674	1.44890095114513	4.73606362787181	3.71479501111816	5.83541884047548	7.23285259178037	5.99095486039699	5.95721814916694	7.59245703726808	6.16751850373522	7.06856333533888	7.88874324889826	5.87455108689664	5.54163873443614	5.40019634202658	4.99638874644762	7.14210705730255	6.91121220155861	2.30158764660319	6.91552090075196	7.44534598606403	4.30231905094883	3.51727569320958	5.89796643164945	6.88935185259465	3.39780296186249	2.63226821549951	4.54411440220947	3.13914201914569	3.81864608282254	1.48542682717024	7.09138249094364	5.79934638752229	7.95489421979703	7.02779544098985	5.05484847699562	5.92005505480697	5.95652136333312	4.83035674741922	7.24288827299754	4.65306001710456	5.28651155766423	0.871843648509318	4.22342254993494	4.05311133645956	5.14282184411593	6.66973546279798	2.16027483140859	2.11103131238874	2.78240856492737	3.06350294230616	1.55581615506164	0.367371065648529	3.72246602447109	3.84699468696557	5.03474394932473	2.66902676550963	3.05311133645956	4.06522762277562	2.60169651648096	3.32624970083746	5.53760669149529	4.18348651445939	1.62293035092018	2.76765479823735	5.63807383718072	4.28688114778816	3.85199883711245	2.52356195605701	5.42492208821069	4.54843662469604	4.91838623444635	5.83970769835037	3.67694435910691	3.99095486039699	0.815575428862573	3.1906148602095	5.36106648879432	1.33913738491959	4.37781785308364	2.90881290773955	3.22187708107703	3.41413553298445	3.59215800212536	3.10097764772482	4.35120427725799	4.04788732939655	1.87578006306849
"SLC12A3"	1	0.16349873228288	0.464668267003444	0.298658315564515	0.214124805352847	0.137503523749935	1.06350294230616	0.124328135002202	0.070389327891398	0.238786859587116	0.411426245726465	0.286881147788162	0.298658315564515	0.713695814843359	0.250961573533219	0.7311832415722	0.0976107966264223	0.0285691521967709	0.0426443374084937	0.0976107966264223	0.16349873228288	0.0285691521967709	0.0976107966264223	0.176322772640463	0.070389327891398	0.111031312388744	0.0976107966264223	0.238786859587116	0.0426443374084937	0.0143552929770701	0	0.070389327891398	0.0285691521967709	0.0976107966264223	0.0143552929770701	0.0976107966264223	0.0426443374084937	0	0.0285691521967709	0.0143552929770701	0.0285691521967709	0.0143552929770701	0.0285691521967709	0	0.0143552929770701	0.070389327891398	0	0.0143552929770701	0.0285691521967709	0.150559676575381	0.0976107966264223	0.0976107966264223	0	0.0565835283663675	0.0143552929770701	0.0285691521967709	0.0565835283663675	0	0.31034012061215	0.0143552929770701	0.070389327891398	0.111031312388744	0.0143552929770701	0.0426443374084937	0.0565835283663675	0.070389327891398	0.0143552929770701	0.070389327891398	0.0565835283663675	0.070389327891398	0.0426443374084937	0.0840642647884746	0.111031312388744	0.0143552929770701	0.0565835283663675	0.0426443374084937	0.0426443374084937	0.0143552929770701	0.0143552929770701	0.0426443374084937	0.0143552929770701	0.0285691521967709	0.0285691521967709	0.0426443374084937	0	0.0285691521967709	0.0143552929770701	0.0426443374084937	0.0143552929770701	0.0143552929770701	0	0.0143552929770701	0.070389327891398	0.0565835283663675	0	0.0565835283663675	0.0285691521967709	0.070389327891398	0	0.0285691521967709	0.0565835283663675	0.0565835283663675	0.137503523749935	0.176322772640463	0.16349873228288	0.0426443374084937	0.111031312388744	0.214124805352847	0.214124805352847	0.0285691521967709	0.124328135002202	0.344828496997441	0.214124805352847	0.176322772640463	1.08406426478847	0.16349873228288	0.0976107966264223	0.189033824390017	0.137503523749935	0.150559676575381	0.189033824390017	0.137503523749935	0.070389327891398	0.111031312388744	0.748461233004036	0.111031312388744	0.389566811762726	0.722466024471091	0.27500704749987	0.22650852980868	0.16349873228288	0.0976107966264223	0.0285691521967709	0.0426443374084937	0.0285691521967709	0.0426443374084937	0.0840642647884746	0.0565835283663675	0.150559676575381	0.176322772640463	0.124328135002202	0.333423733725192
"RASGRP2"	4.60821785302146	2.79285535236249	3.82680268428583	2.86789646399265	3.02147972741045	3.05311133645956	1.97452931248388	2.34482849699744	2.02856915219677	2.93922657772821	2.28095631383106	2.52606881166759	2.20476675065461	3.76234881564413	2.02147972741045	4.93262815702213	2.8499992594661	1.50589092972996	1.63691458035588	0.454175893185802	2.30451104180995	1.66448284036468	1.03562390973072	1.37295209791183	2.41413553298445	1.63691458035588	2.46205231879643	2.22342254993494	2.57288966842058	3.09254574154357	3.13750352374994	1.88362081628567	2.36457243229586	2.95233356636969	2.96716860753263	2.17632277264046	2.3533232911629	3.17312743348066	2.74416109557041	3.29865831556452	2.62760683812965	2.85598969730848	2.8972404255748	2.89141918684608	3.02856915219677	2.55336050333533	3.06350294230616	2.96347412397489	2.77820857639809	2.74846123300404	2.52857131887076	2.60169651648096	2.52857131887076	2.38404980679516	2.61823865559545	2.16349873228288	2.24184018356467	2.58255600301406	1.68706068833989	2.64154602908752	1.51601514700366	2.68032435684402	2.19849415363908	1.91073266190291	2.49569516262407	2.39231742277876	2.16671544496642	1.83592407425437	2.55336050333533	2.78659636189081	2.30451104180995	3.37016428054021	2.19219416528334	3.01435529297707	2.19849415363908	1.76977173924945	2.1407786557828	2.71369581484336	1.95977015521147	2.91073266190291	2.41953889151378	3.22958792274065	2.21412480535285	2.73768676140986	2.67581593117227	1.80322703643493	2.34198574722862	2.14404636961671	1.59931779369823	2.10768786931437	2.35895882583233	2.60644222813161	2.14730669878029	1.86393845042397	2.44625622988956	1.92219784839637	1.99276843076892	2.63691458035588	1.97085365434048	2.21412480535285	2.37016428054021	1.54596836910529	1.55090066464752	1.63226821549951	1.58496250072116	1.27500704749987	1.76553474636298	1.58014548442338	2.69821847822441	1.26303440583379	1.87578006306849	1.76128527336162	1.52606881166759	1.58014548442338	1.68706068833989	1.65992455840238	2.65535182861255	1.97452931248388	1.54596836910529	2.54843662469604	2.03562390973072	2.46466826700344	1.89530262133331	1.61823865559545	1.94860084749336	1.4905701304462	2.55581615506164	1.63226821549951	2.33913738491959	2.24792751344359	2.36457243229586	1.47508488294878	1.07724299893246	2.19219416528334	1.20163386116965	1.58976348698498	2.16349873228288	1.82374936030827	1.0703893278914	2.01792190799726	1.93734439215023	2.05311133645956
"TIMD4"	3.34056226902641	0.963474123974886	2.51601514700366	1.81966818349646	0.863938450423971	1.30451104180995	0.722466024471091	1.38956681176273	0.526068811667588	1.26903314645524	0.713695814843359	1.02147972741045	2.24184018356467	1.87970576628229	0.411426245726465	1.0703893278914	1.35049724708413	0.286881147788162	0.948600847493356	0.286881147788162	0.790772037862	0.485426827170242	0.20163386116965	0.16349873228288	0.505890929729957	0.238786859587116	0.422233000683048	0.263034405833794	0.516015147003665	1.01435529297707	0.475084882948783	0.411426245726465	0.422233000683048	0.286881147788162	2.27500704749987	0.37851162325373	0.432959407276106	0.27500704749987	0.53605290024021	0.526068811667588	0	1.46988597627446	2.04614178164472	1.03562390973072	0.613531652917927	0.584962500721156	0.263034405833794	0.367371065648529	0.485426827170242	0.495695162624069	0.55581615506164	0.505890929729957	1.81557542886257	0.263034405833794	0.214124805352847	0	0.516015147003665	0.124328135002202	0.321928094887362	1.08406426478847	0.137503523749935	1.13093086982645	0.422233000683048	0.411426245726465	0.495695162624069	1.48542682717024	0.16349873228288	0.31034012061215	0.22650852980868	3.39231742277876	0.669026765509631	1.15055967657538	0.84799690655495	0.722466024471091	0.55581615506164	0.659924558402378	0.344828496997441	0.238786859587116	0	0.070389327891398	0.214124805352847	0.400537929583729	0.411426245726465	1.40053792958373	0.863938450423971	0.799087306074004	2.74631276642546	0.298658315564515	0.545968369105292	0.454175893185802	0.286881147788162	1.11769504266975	0.356143810225275	0.641546029087524	0.565597175854225	0.16349873228288	0.871843648509318	1.55090066464752	0.150559676575381	0.150559676575381	0.137503523749935	0.443606651475615	1.66902676550963	0.485426827170242	0.948600847493356	0.748461233004036	0.367371065648529	0.111031312388744	0.565597175854225	1.65992455840238	0.389566811762726	0.150559676575381	0.214124805352847	0.687060688339892	0.344828496997441	0.485426827170242	1.58014548442338	1.16349873228288	0.823749360308273	0.565597175854225	0.594548549550354	0.31034012061215	0.53605290024021	1.37851162325373	0.333423733725192	0.250961573533219	1.01435529297707	0.137503523749935	1.20163386116965	1.35614381022528	1.23878685958712	0.070389327891398	0.238786859587116	0.871843648509318	0.992768430768924	0.722466024471091	1.50589092972996	0.475084882948783	0.526068811667588	0.918386234446348	0.250961573533219	0.871843648509318
