"BC_HKB0831_1520_T"	"BC_HKB0899_M1605_T"	"HKB0044_3006_T"	"HKB0050_3005_T"	"HKB0069_3000_T"	"HKB0079_3006_T"	"HKB0082_3006_T"	"HKB0091_3001_T"	"HKB0098_3005_T"	"HKB0134_3006_T"	"HKB0167_3006_T"	"HKB0194_3006_T"	"HKB0659_3000_T"	"HKB0683_3000_T"	"HKB0710_3000_T"	"HKB0718_3000_T"	"HKB0751_3000_T"	"HKB0752_3000_T"	"BC_HKB0543_1306_T"	"BC_HKB0779_1486_T"	"BC_HKB0921_1575_T"	"BC_HKB1385_1721_T"	"HKB0040_3002_T"	"HKB0052_3000_T"	"HKB0054_3000_T"	"HKB0074_3000_T"	"HKB0094_3006_T"	"HKB0127_3006_T"	"HKB0129_3000_T"	"HKB0155_3000_T"	"HKB0162_3006_T"	"HKB0186_3000_T"	"HKB0214_3006_T"	"HKB0220_3000_T"	"HKB0573_3000_T"	"HKB0579_3000_T"	"HKB0674_3000_T"	"HKB0736_3000_T"	"BC_HKB0733_1459_T"	"BC_HKB0567_M1337_T"	"BC_HKB0761_1499_T"	"HKB0064_3004_T"	"HKB0070_3002_T"	"HKB0120_3000_T"	"HKB0160_3000_T"	"HKB0207_3001_T"	"HKB0552_3000_T"	"HKB0719_3002_T"	"BC_HKB0056_809_T"	"BC_HKB0728_1447_T"	"BC_HKB0830_1541_T"	"BC_HKB0838_1563_T"	"BC_HKB0902_1617_T"	"BC_HKB0904_1595_T"	"BC_HKB0917_1656_T"	"BC_HKB2118_1689_T"	"HKB0210_3006_T"	"HKB0008_3006_T"	"HKB0016_3006_T"	"HKB0033_3006_T"	"HKB0065_3006_T"	"HKB0078_3000_T"	"HKB0084_3000_T"	"HKB0086_3006_T"	"HKB0088_3000_T"	"HKB0092_3000_T"	"HKB0101_3000_T"	"HKB0159_3006_T"	"HKB0164_3006_T"	"HKB0179_3006_T"	"HKB0196_3006_T"	"HKB0208_3006_T"	"HKB0222_3006_T"	"HKB0226_3001_T"	"HKB0558_3000_T"	"HKB0564_3000_T"	"HKB0599_3000_T"	"HKB0698_3000_T"	"HKB0726_3000_T"	"HKB0734_3000_T"	"HKB0748_3000_T"	"BC_HKB0187_1214_T"	"BC_HKB0689_M1326_T"	"BC_HKB0759_1488_T"	"BC_HKB0772_1460_T"	"BC_HKB0775_1470_T"	"BC_HKB0827_1539_T"	"BC_HKB1370_1673_T"	"BC_HKB2127_1726_T"
"IKZF1"	3.80012335282653	4.77557736093065	3.34766565630097	3.54473265593262	3.78031009904338	3.65992455840238	3.43429461795993	3.28392177230762	3.17632277264046	3.31614574229336	4.82476785314329	3.87381319835909	3.97361127551947	3.37573453858316	3.84197311892718	3.22804904788446	4.10601323762212	3.8011586560937	4.71918344048179	3.60644222813161	3.26753579806873	4.43562859405209	5.93002764088174	3.36176835941915	4.18745105402733	4.10433665981474	3.37851162325373	3.27052894238072	3.70487196445635	3.51475349843975	3.34056226902641	4.06781078378962	3.35895882583233	4.09000652990382	4.00180224263399	3.38404980679516	4.99140846676479	6.07424852334703	1.85598969730848	2.31903981556254	1.01435529297707	2.95046841415012	2.63459326844576	3.68257329734758	2.13093086982645	3.82171021503467	2.0703893278914	2.88166461932035	1.77820857639809	3.22032995487956	2.0703893278914	1.98913900736823	1.55581615506164	1.03562390973072	1.43829285157915	1.53605290024021	3.05831649559082	3.24336442569366	3.12763327972587	2.27500704749987	2.56315813040281	2.0703893278914	3.08236196955747	2.62293035092018	2.81557542886257	1.76128527336162	2.73335434061383	2.24792751344359	2.92409988564074	2.56803210477128	1.6959938131099	3.13750352374994	2.68929916053589	2.07382023329167	2.44890095114513	2.46727948045998	2.28983446517751	2.4931349223055	1.73984810269933	1.82781902461732	2.80529245560071	1.67807190511264	0.687060688339892	1.51096191927738	1.37295209791183	1.94110631094643	1.04264433740849	1.26303440583379	0.970853654340484
"UBASH3A"	1.77399632511117	4.19849415363908	1.81557542886257	2.03210084316702	1.62293035092018	1.77399632511117	1.80322703643493	1.08406426478847	1.0496307677246	1.28095631383106	2.63923216324928	1.91456452349394	1.70487196445635	1.89917563048051	1.97452931248388	1.49569516262407	2.15380533607904	1.75702324650746	2.70265754339091	2.45680614923047	1.02856915219677	3.19377174339668	3.43562859405209	1.43295940727611	2.32192809488736	1.63691458035588	1.60880924267552	1.22650852980868	1.55581615506164	1.31614574229336	1.37295209791183	1.74416109557041	1.33342373372519	1.92599941855622	1.83995958748953	1.40053792958373	3.1906148602095	3.73226919950145	0	0.604071323668861	0	0.739848102699327	0.815575428862573	1.27500704749987	0.189033824390017	1.76977173924945	0.214124805352847	0.622930350920177	1.16992500144231	1.89141918684608	0	0.594548549550354	0.773996325111173	0	0	1.26903314645524	0.505890929729957	1.08406426478847	1.16349873228288	0.584962500721156	1.17632277264046	0.454175893185802	1.25701061820602	0.400537929583729	1.01435529297707	0.443606651475615	1.21412480535285	0.526068811667588	0.432959407276106	1.0496307677246	0.432959407276106	0.863938450423971	0.422233000683048	0.53605290024021	0.584962500721156	1.26303440583379	0.75702324650746	0.669026765509631	0.189033824390017	0.526068811667588	1.10433665981474	1.38956681176273	1.10433665981474	0.678071905112638	0	0	0	0	0.584962500721156
"CD247"	1.87184364850932	5.25361115194717	3.01256867350306	3.24336442569366	3.03210084316702	2.67807190511264	3.27649666564036	2.70929063572336	2.26603689399532	2.37573453858316	4.11852584893567	3.1906148602095	3.58496250072116	3.13586316536868	4.33485426933163	2.75274859140713	3.32337006906127	3.09761079662642	4.73930807086039	3.83086375675176	3.72900887033786	3.78659636189081	4.67412163263239	2.60407132366886	3.48026512205446	2.75915583380027	2.51349074558812	2.38128337250378	2.43295940727611	2.43295940727611	2.4905701304462	3.33199177823206	2.67581593117227	3.31903981556254	3.18586654531133	2.70708299177171	4.21412480535285	4.96301164759943	1.67807190511264	0.748461233004036	0	1.23878685958712	1.11769504266975	2.69376571221778	1.76553474636298	2.49825086752783	1.60880924267552	2.18269229751619	1.79493566280354	2.56315813040281	2.31903981556254	0.739848102699327	0.948600847493356	0.918386234446348	1.11103131238874	1.799087306074	2.93168305705981	2.01435529297707	1.83995958748953	1.32192809488736	2.16671544496642	1.14404636961671	2.63459326844576	0.799087306074004	1.7311832415722	1.0703893278914	1.84799690655495	1.17632277264046	1.59931779369823	1.67807190511264	1.13750352374994	1.81147103052984	1.01435529297707	1.06350294230616	1.4594316186373	1.77399632511117	1.7311832415722	1.33342373372519	0.650764559116902	0.84799690655495	1.95233356636969	0	0	1.37295209791183	0	3.25550073314839	0	1.4905701304462	0.7311832415722
"PPP1R16B"	1.49569516262407	3.67129337248158	2.76977173924945	2.93734439215023	3.02502879449152	2.54349588342577	2.24792751344359	2.10097764772482	2.25096157353322	2.78450398292957	4.16591193893569	2.41953889151378	3.29130885982897	2.81147103052984	2.09085343045111	2.57773093149008	3.5909612413426	3.04264433740849	3.5981269599196	2.72900887033786	3.11603199344711	3.41006969175638	5.18903382439002	2.93168305705981	3.63575439127776	3.44095219802964	2.65535182861255	2.27500704749987	3.30888505741176	3.37295209791183	2.57046293102604	3.72683121703249	2.17632277264046	3.40463068421761	3.1554254317472	2.49569516262407	4.12680770314203	5.18784690943957	0.250961573533219	2.76128527336162	1.59931779369823	1.97819562968165	1.47508488294878	3.64500988439109	4.24412594328373	3.53106949272595	2.78450398292957	2.92219784839637	1.04264433740849	1.17632277264046	1.92219784839637	2.0036022366802	0.31034012061215	0.298658315564515	0.678071905112638	1.36737106564853	2.08746284125034	2.60644222813161	1.89141918684608	2.29572302453997	1.76553474636298	0.985500430304885	2.16671544496642	1.13750352374994	2.21723071622067	1.09761079662642	1.88362081628567	1.05658352836637	2.02147972741045	1.97085365434048	0.933572638261024	2.32768736417605	1.85996954822103	1.28688114778816	1.32768736417605	2.114367024952	0.941106310946431	1.47508488294878	0.622930350920177	1.20163386116965	2.32192809488736	0.344828496997441	0.773996325111173	0.263034405833794	1.09085343045111	1.67807190511264	0.53605290024021	0.687060688339892	0
"KLRB1"	1.74846123300404	1.42223300068305	2.4032677223393	2.85399564717639	2.03913839390696	2.96162332828694	3.01970191444255	2.38956681176273	1.73984810269933	1.27500704749987	3.16027483140859	2.70043971814109	3.7279204545632	2.97452931248388	2.30742852519225	2.89530262133331	3.19377174339668	3.18586654531133	1.36176835941915	2.24184018356467	2.23266075679027	3.55581615506164	4.85249829878989	2.59454854955035	3.83995958748953	2.8499992594661	3.46466826700344	2.4032677223393	2.65535182861255	2.48542682717024	2.93545974780529	2.96901230751632	2.65764000520782	3.55826763405574	3.10097764772482	3.16027483140859	3.95977015521147	4.62058641045188	0	0	0	1.68706068833989	1.46988597627446	3.16510798514454	2.24488705912353	4.3037807481771	2.05311133645956	2.31324585178756	0	1.66448284036468	0	0	0	1.74846123300404	0	2.71808758396052	0.622930350920177	1.89917563048051	1.20789285164133	1.4276061727819	1.11103131238874	1.14404636961671	1.76128527336162	1.06350294230616	1.68257329734758	0.545968369105292	2.0703893278914	0.790772037862	1.790772037862	1.72246602447109	1.54596836910529	1.67355642399014	1.13093086982645	1.06350294230616	2.03562390973072	2.32192809488736	1.4905701304462	1.77399632511117	0.495695162624069	1.38404980679516	1.59454854955035	0	0	0	2.99819550315325	0	0	1.40599235967584	2.18269229751619
"TIGIT"	3.79493566280354	5.29278174922785	2.95046841415012	3.52606881166759	3.01435529297707	2.790772037862	3.23266075679027	2.92789645372882	2.22342254993494	2.55826763405574	4.69209237542757	3.19219416528334	3.93357263826102	3.27500704749987	3.90303827011291	2.58014548442338	3.74738739965272	3.12101540096137	3.7279204545632	2.92219784839637	3.52481592835751	4.76924279514054	4.88655014732434	1.91456452349394	3.55213110825378	2.70487196445635	2.98732086592925	2.0036022366802	2.29278174922785	2.18269229751619	2.38404980679516	3.17951105027151	2.68257329734758	3.44625622988956	3.49825086752783	2.41683974191283	4.41278152533848	5.19337751056436	2.46466826700344	0	3.86492897228979	1.16992500144231	0.831877241191673	2.5033487351675	0.650764559116902	2.16992500144231	1.42223300068305	1.63226821549951	1.53106949272595	3.61588707391606	2.66220549965362	2.02502879449152	1.94860084749336	1.23878685958712	1.47508488294878	1.36737106564853	1.54596836910529	2.09085343045111	2.08746284125034	0.6959938131099	1.62293035092018	1.04264433740849	2.27202318906105	0.941106310946431	1.61353165291793	1.27500704749987	1.89141918684608	1.37851162325373	1.41683974191283	1.52606881166759	1.0703893278914	1.4905701304462	1.23266075679027	1.18269229751619	1.51096191927738	1.71808758396052	2.08065766334523	1.61823865559545	0.356143810225275	0.948600847493356	1.97452931248388	2.09423606984577	2.06350294230616	2.6959938131099	3.28392177230762	5.13216552547809	1.91838623444635	0.941106310946431	2.32481060342048
"CD3G"	2.77820857639809	3.98823022306046	2.62293035092018	3.5668151540109	2.88362081628567	2.86393845042397	3.24944534108584	2.64154602908752	1.88752527074159	2.18903382439002	4.06781078378962	3.15218341905505	3.25398926623079	3.01970191444255	3.51349074558812	2.67807190511264	3.4235781709818	2.90303827011291	4.73930807086039	3.62058641045188	2.69376571221778	3.5197934862411	4.53791724903408	2	3.23112515787905	3	2.32192809488736	2.25096157353322	2.38404980679516	2.33628338786443	2.29572302453997	3.04264433740849	2.73335434061383	3.31903981556254	3.17152710603881	2.50842865253186	4.44161626940656	5.09339115325301	1.55581615506164	0	1.31034012061215	0.948600847493356	1.07724299893246	2.34766565630097	1.02147972741045	2.94673086014031	0.815575428862573	1.89917563048051	1.66902676550963	1.790772037862	2.0071955014042	0	1.92219784839637	1.11769504266975	1.33913738491959	1.24488705912353	0.807354922057604	1.73984810269933	1.76128527336162	1.05658352836637	1.88362081628567	0.855989697308481	2.20476675065461	0.713695814843359	1.96716860753263	1.15055967657538	1.80322703643493	0.831877241191673	1.14404636961671	1.82374936030827	0.807354922057604	1.86789646399265	1.23266075679027	1.18903382439002	1.17632277264046	1.47508488294878	1.67807190511264	1.77399632511117	0.454175893185802	0.84799690655495	2.10097764772482	0	0	2.19534759832222	0	2.28095631383106	1.76977173924945	0	0
"SIRPG"	1.44890095114513	3.59693514238723	2.07724299893246	2.10433665981474	1.78659636189081	1.71369581484336	2.27500704749987	2.05658352836637	1.09761079662642	1.44890095114513	3.02502879449152	2.22650852980868	2.28392177230762	1.89530262133331	2.35614381022528	1.76977173924945	2.09761079662642	2.15704371014558	2.47508488294878	0	1.11769504266975	0	3.81762325751143	0.925999418556223	2.23572705983806	1.56559717585423	1.88752527074159	1.11103131238874	1.75274859140713	1.35049724708413	1.27500704749987	1.98185265328974	1.36737106564853	1.87970576628229	2.17632277264046	1.72246602447109	3.51727569320958	4.12267271882414	0	1.70043971814109	0	0.286881147788162	0.505890929729957	1.42223300068305	0.22650852980868	1.0496307677246	0.31034012061215	1	0	0	0	0	0	0	0	0	0.815575428862573	0.659924558402378	1.46466826700344	0.485426827170242	1.09761079662642	0.422233000683048	1.66902676550963	0.669026765509631	0.855989697308481	0.594548549550354	0.887525270741587	0.432959407276106	0.641546029087524	1.01435529297707	0.454175893185802	0.933572638261024	0.495695162624069	0.400537929583729	0.475084882948783	1.23266075679027	0.815575428862573	0.879705766282288	0.124328135002202	0.189033824390017	0.963474123974886	0	0	0	0	2.75915583380027	0	0	0
"RGL4"	7.61434176271485	7.43845920442348	0.250961573533219	0.37851162325373	0.298658315564515	0.286881147788162	0.16349873228288	0.238786859587116	0.0976107966264223	0.214124805352847	0.545968369105292	0.31034012061215	0.37851162325373	0.333423733725192	0.400537929583729	0.298658315564515	0.659924558402378	0.333423733725192	7.53884852074424	7.43937380235342	7.18586654531133	7.88154226889489	1.07724299893246	0.22650852980868	0.389566811762726	0.356143810225275	0.176322772640463	0.150559676575381	0.27500704749987	0.124328135002202	0.189033824390017	0.321928094887362	0.111031312388744	0.27500704749987	0.495695162624069	0.250961573533219	0.565597175854225	0.782408564927373	6.28002835661061	6.51191074867093	6.96335851877903	0.150559676575381	0.070389327891398	0.176322772640463	0.0285691521967709	0.0840642647884745	0.137503523749935	0.16349873228288	6.43045255166553	7.59775462269378	6.98481717429359	7.42517393337863	7.48010352081757	6.64918431047001	7.58421090130802	6.14036967065153	0	0.124328135002202	0.189033824390017	0.0565835283663675	0.137503523749935	0	0.150559676575381	0.0840642647884745	0.070389327891398	0.0426443374084937	0.214124805352847	0.0565835283663675	0.20163386116965	0.111031312388744	0.0143552929770701	0.0565835283663675	0.070389327891398	0.0285691521967709	0.0426443374084937	0.16349873228288	0.111031312388744	0.0840642647884745	0	0	0.0840642647884745	6.05614996110814	7.01223343589474	6.49809126854089	7.31043101335377	7.10339272787252	6.99072800371897	6.54751152364422	7.45368218587218
"ARRDC5"	0	0	0.782408564927373	0.669026765509631	0.475084882948783	0.863938450423971	0.400537929583729	0.27500704749987	0.422233000683048	0.238786859587116	0.799087306074004	0.748461233004036	0.575312330687437	0.594548549550354	0.432959407276106	0.0565835283663675	0.948600847493356	0.411426245726465	0.704871964456353	0	1.26903314645524	2.01435529297707	1.89141918684608	0.659924558402378	1.21412480535285	0.887525270741587	0.84799690655495	0.298658315564515	1.05658352836637	0.526068811667588	0.584962500721156	0.992768430768924	0.238786859587116	0.495695162624069	0.632268215499513	0.863938450423971	1.38404980679516	2.06004738366994	0	1.26303440583379	0	0.495695162624069	0.400537929583729	0.678071905112638	0.356143810225275	0.669026765509631	0.37851162325373	0.443606651475615	0	0.879705766282288	3.03210084316702	1.24488705912353	2.53356334821451	0	1.13750352374994	1.04264433740849	0.124328135002202	0.31034012061215	0.389566811762726	0.422233000683048	0.298658315564515	0.0976107966264223	0.37851162325373	0.137503523749935	0.263034405833794	0.344828496997441	0.286881147788162	0.238786859587116	0.286881147788162	0.400537929583729	0.111031312388744	0.20163386116965	0.27500704749987	0.137503523749935	0.22650852980868	0.454175893185802	0	0.238786859587116	0.111031312388744	0.124328135002202	0.495695162624069	2.43028527297778	0	1.40053792958373	0	0	1.52105073690096	0.6959938131099	1.59454854955035
"CD69"	4.41886457739032	2.86393845042397	3.0686708106651	3.36036427654347	3.31324585178756	3.20789285164133	2.85996954822103	2.22032995487956	3.35614381022528	2.91456452349394	4.34766565630097	3.22804904788446	4.46532151358055	3.22804904788446	4.25927248703759	2.78031009904338	4.40531168259745	3.45022149589718	3.58496250072116	3.85996954822103	4.24944534108584	3.76128527336162	6.0203688510632	3.70154905694307	5.03077747199254	5.2460279805281	3.28540221886225	3.61353165291793	4.37920505996061	3.44890095114513	2.96901230751632	4.02147972741045	2.97819562968165	3.32912359629157	4.51601514700366	3.89336221076387	4.40531168259745	5.75702324650746	1.30451104180995	2.96716860753263	1.52105073690096	3.07724299893246	3.22958792274065	3.57288966842058	2.34198574722862	4.02236781302845	2.67807190511264	3.49825086752783	1.40599235967584	3.05137210172103	4.24488705912353	0.739848102699327	0	3.69265037003553	3	0	0.895302621333307	3.52857131887076	3.16671544496642	2.40871186102943	1.77820857639809	1.74416109557041	2.31614574229336	2.20789285164133	3.98276546258365	1.49569516262407	3.30888505741176	3.95977015521147	1.98913900736823	2.89336221076387	1.76553474636298	2.81557542886257	2.21412480535285	1.29865831556452	3.31324585178756	2.6667565918848	2.32481060342048	2.52606881166759	1.16992500144231	2.28095631383106	2.3305584000308	0	1.20163386116965	0	1.86393845042397	1.39506279951758	2.16992500144231	2.32192809488736	0
"THEMIS"	2.27798474729977	2.32192809488736	1.41142624572647	2.22342254993494	1.6915341649192	1.90303827011291	1.91073266190291	1.48542682717024	1.21412480535285	1.53106949272595	2.86591881455221	2.17312743348066	2.114367024952	2.58014548442338	2.5385381636298	1.67355642399014	2.77188557851537	2.02502879449152	3.03913839390696	2.61353165291793	2.07382023329167	1.53605290024021	3.87970576628229	1.97085365434048	2.18586654531133	2.75060650483559	1.98185265328974	1.60880924267552	2.47248777146274	1.76553474636298	2.29865831556452	2.40599235967584	1.90303827011291	2.5385381636298	2.37016428054021	2.31324585178756	3.1906148602095	4.71808758396052	0.389566811762726	0	0.495695162624069	0.6959938131099	0.903038270112912	1.65535182861255	0.815575428862573	2.89917563048051	1.27500704749987	1.74416109557041	0	0.748461233004036	0	1.04264433740849	0	0	0.575312330687437	0.895302621333307	0.367371065648529	1.30451104180995	1.26903314645524	0.963474123974886	1.11769504266975	0.575312330687437	1.23878685958712	0.495695162624069	1.36737106564853	0.422233000683048	1.60407132366886	0.584962500721156	0.855989697308481	1.09761079662642	0.565597175854225	1.34482849699744	1.1243281350022	0.575312330687437	0.831877241191673	1.10433665981474	0.963474123974886	0.831877241191673	0.189033824390017	0.650764559116902	1.08406426478847	0	0	0.411426245726465	0.432959407276106	1.0496307677246	0.464668267003444	0.31034012061215	0.344828496997441
"GPR171"	2.35895882583233	1.16992500144231	1.790772037862	2.20476675065461	1.22032995487956	2.46205231879643	2.02147972741045	1.85996954822103	1.11769504266975	2.44095219802964	3.03033607837096	1.93734439215023	3.09929520433778	1.50589092972996	2.23266075679027	1.9297909977186	2.41142624572647	2.6959938131099	2.32192809488736	2.8073549220576	2.75702324650746	3.05831649559082	4.4944156103975	1.99638874644762	3.19219416528334	3.28095631383106	2.18586654531133	1.35049724708413	2.57288966842058	1.71369581484336	1.68706068833989	2.03913839390696	1.4905701304462	2.45680614923047	2.23266075679027	1.73552217729654	2.91838623444635	4.22650852980868	3.20633064787105	3.30305008468167	3.58616424593091	0.53605290024021	0.422233000683048	1.70043971814109	0.432959407276106	1.76553474636298	1.28688114778816	0.790772037862	2.02502879449152	2.26603689399532	4.06953032516231	3.1811025507538	2.41953889151378	6.35860724911781	3.56559717585422	2.95233356636969	0.604071323668861	0.910732661902913	0.956056652412403	0.55581615506164	0.669026765509631	0.495695162624069	1.46988597627446	0.475084882948783	0.948600847493356	0.464668267003444	0.941106310946431	0.545968369105292	0.622930350920177	0.831877241191673	0.53605290024021	1.03562390973072	0.298658315564515	0.37851162325373	1.70929063572336	1	0.687060688339892	1.29865831556452	0.070389327891398	0.526068811667588	1.62760683812965	0	1.55090066464752	2.79285535236249	3.19849415363908	4.21256933885081	3.68369645430652	0.641546029087524	5.6046644151637
"ICOS"	1.84799690655495	2.74416109557041	2.37016428054021	2.79493566280354	2.97452931248388	1.89141918684608	3.02147972741045	2.86393845042397	1.88752527074159	2.22958792274065	3.74308405554959	2.79493566280354	4.17232749165762	2.72246602447109	3.55949181320504	3.14567745519564	3.17951105027151	2.07724299893246	0.831877241191673	0	2.34198574722862	2.02147972741045	4.36806987653208	1.15055967657538	2.77820857639809	1.83995958748953	1.93734439215023	1.40053792958373	1.78240856492737	1.55581615506164	1.6915341649192	2.09085343045111	2.01077983875324	2.62760683812965	3.55581615506164	2.33913738491959	3.54720302475693	4.02236781302845	0	0	1.16349873228288	0.622930350920177	1.02147972741045	2.01435529297707	0.16349873228288	1.70929063572336	1.52606881166759	1.77820857639809	0	1.81557542886257	0	0	0	0	0	0	1.10433665981474	1.6507645591169	1.94485844580754	0.895302621333307	1.4905701304462	1.02856915219677	1.92599941855622	0.84799690655495	1.73984810269933	0.75702324650746	1.26903314645524	1.63691458035588	0.978195629681652	1.14404636961671	0.53605290024021	0.613531652917927	0.704871964456353	0.992768430768924	1.07724299893246	1.0496307677246	1.70043971814109	1.62293035092018	0.070389327891398	0.333423733725192	1.25701061820602	0	0	0.584962500721156	0.632268215499513	1.86393845042397	0	0	0
"TAGAP"	3.48155728070859	4.80992886572143	3.24640808724638	3.27202318906105	3.62410089462811	3.36317107711924	3.50462039240355	2.97085365434048	2.98550043030489	3.83693401132109	4.89869207256049	3.61235249875266	4.42425028608405	2.94110631094643	4.00629802390037	3.25096157353322	3.70818723602071	3.25701061820602	4.76075320806299	3.6507645591169	3.06522762277562	4.39917109381982	5.70099449416827	2.95791459863299	4.23189316164533	3.77399632511117	3.32048467801769	3.20789285164133	3.38128337250378	3.48284828306847	2.98913900736823	3.92314918047231	3.25550073314839	3.8011586560937	3.84899843040002	3.37155886261196	4.65306001710456	5.24260250592898	2.88166461932035	3.24488705912353	2.30451104180995	2.79701297783614	3.31759350462347	3.66334461936608	2.98913900736823	3.18903382439002	2.63923216324928	2.75488750216347	1.9560566524124	3.43162295971329	3.86294724802092	2.50842865253186	2.21723071622067	3.0036022366802	2.70487196445635	1.68257329734758	1.67807190511264	3.42223300068305	3.1243281350022	2.60880924267552	2.99819550315325	2.22342254993494	2.94860084749336	2.58976348698498	3.19692173382033	1.58976348698498	2.70929063572336	2.28392177230762	2.88362081628567	2.62993940943954	1.70487196445635	2.58014548442338	2.62993940943954	2.10433665981474	2.25096157353322	2.62993940943954	2.67581593117227	2.11103131238874	1.74416109557041	1.60880924267552	2.17951105027151	3.0703893278914	1.85199883711245	3.22650852980868	2.25701061820602	2.4276061727819	2.4276061727819	1.36176835941915	2.78031009904338
"IL7R"	4.47767732756531	3.36317107711924	3.32192809488736	4.40735275114004	3.9429835981871	4.80322703643493	4.5298209465287	4.12515513132229	3.55090066464752	4.76234881564413	5.32192809488736	4.65535182861255	5.89457527317528	3.08236196955747	3.61588707391606	3.36036427654347	4.78450398292957	4.79597469420667	4.84599177066457	4.18428029441938	3.55949181320504	3.19692173382033	7.30879406721648	4.82222027162153	5.79337571126475	6.00090140274153	4.9136075118231	4.02502879449152	4.74146698640115	3.84799690655495	3.70929063572336	5.00764403087801	4.1906148602095	4.86145916636151	5.24184018356467	4.47638168756724	6.21315283533637	7.30961277245412	1.38956681176273	2.0496307677246	0	2.17632277264046	2.1407786557828	4.75648960675997	1.4594316186373	5.06134418828839	3.25550073314839	2.90496571868403	1.89530262133331	2.0071955014042	3.45285896471381	2.56803210477128	1.60880924267552	3.16027483140859	0	3.08236196955747	1.88362081628567	3.44757919654888	3.77610398807316	2.70929063572336	3.57410150808939	1.4905701304462	4.04439411935845	2.87970576628229	3.01970191444255	2.66448284036468	2.82578562746479	2.30742852519225	2.21412480535285	3.21101219348551	2.16992500144231	3.29865831556452	2.58976348698498	2.0703893278914	3.29719141656586	3.90110824301451	1.98913900736823	4.07124781946144	1.48542682717024	2.51601514700366	3.5837597536395	1.1243281350022	1.16349873228288	1.28688114778816	2.76553474636298	2.73552217729654	1.58496250072116	1.22032995487956	1.95977015521147
"CLEC4C"	0	0	1.18903382439002	0.831877241191673	1.75702324650746	0.622930350920177	0.782408564927373	0.687060688339892	0.356143810225275	0.238786859587116	1.35049724708413	1.58014548442338	1.97085365434048	0.263034405833794	0.516015147003665	0.55581615506164	0.815575428862573	0.495695162624069	1.0703893278914	1.84398384404833	0	0	3.5668151540109	0.839959587489532	1.61823865559545	1.46466826700344	1.0071955014042	0.887525270741587	0.978195629681652	0.604071323668861	0.443606651475615	0.669026765509631	0.948600847493356	1.75702324650746	2.15380533607904	0.956056652412403	2.75274859140713	1.96347412397489	0	0	0	0.111031312388744	0	0.815575428862573	0	0.214124805352847	0	0.475084882948783	0	0	0	0	0	0	0	0	0.0565835283663675	0.298658315564515	0.978195629681652	0.150559676575381	0.286881147788162	0	0.0565835283663675	0.27500704749987	0.238786859587116	0.070389327891398	0.214124805352847	0.250961573533219	0.286881147788162	0.545968369105292	0.400537929583729	0.545968369105292	0.0976107966264223	0.111031312388744	0.124328135002202	0.0840642647884745	0	0.238786859587116	0	0	0.505890929729957	0	0	0	0	0	0	0	0
"IL2"	0	0	0	0.31034012061215	0.150559676575381	0.176322772640463	0.150559676575381	0.070389327891398	0.367371065648529	0.16349873228288	0.214124805352847	0	0.443606651475615	0.298658315564515	0.124328135002202	0.124328135002202	0.176322772640463	0.0565835283663675	0	0	0	0	0.863938450423971	0.565597175854225	0.356143810225275	0.823749360308273	0.443606651475615	0.070389327891398	0.622930350920177	0	0.321928094887362	0.20163386116965	0	0.367371065648529	0.475084882948783	0.422233000683048	0.464668267003444	0.505890929729957	0	0	0	0	0.16349873228288	0.20163386116965	0	0.641546029087524	0.124328135002202	0.400537929583729	0	0	0	0	0	0	0	0	0	0.111031312388744	0.111031312388744	0.0840642647884745	0	0	0.137503523749935	0	0.0840642647884745	0	0	0	0	0	0	0.22650852980868	0.137503523749935	0.111031312388744	0	0	0	0	0	0	0.111031312388744	0	0	0	0	0	0	0	0
"CCR2"	2.30158764660319	5.21334728173344	3.4931349223055	2.82374936030827	3.4032677223393	4.48091134604775	3.97452931248388	2.63923216324928	3.47378691161437	3.0408924306469	5.06738057801906	2.81966818349646	5.56620629346551	3.34198574722862	2.98367769469807	3.18269229751619	3.53231695933277	3.35895882583233	3.86789646399265	4.30597052098439	3.15055967657538	4.00270252037982	5.64789009105921	2.50080205305716	3.3533232911629	3.10936055940423	2.86591881455221	2.81966818349646	2.93168305705981	2.51601514700366	2.68481873755322	3.35755200461808	2.84197311892718	3.10097764772482	3.64385618977472	3.3743439890385	4.23266075679027	4.25096157353322	1.30451104180995	1.75274859140713	0.75702324650746	1.53605290024021	1.77399632511117	2.64846544302731	1.30451104180995	3.01435529297707	1.56071495447448	2.4905701304462	2.65764000520782	1.84799690655495	1.62293035092018	1.77399632511117	2.29572302453997	1.6507645591169	1.78240856492737	0	1.37851162325373	1.59454854955035	2.48800077083407	1.38404980679516	1.97819562968165	0.925999418556223	2.62760683812965	1.24488705912353	1.30451104180995	1.22032995487956	2.24792751344359	1.15055967657538	2.02147972741045	1.48026512205446	0.722466024471091	1.97819562968165	1.50589092972996	1.06350294230616	1.64616265715789	2.24792751344359	1.50080205305716	1.50080205305716	0.773996325111173	0.903038270112912	2.8073549220576	0	1.55090066464752	0.632268215499513	1.50080205305716	1.35049724708413	0	2.11769504266975	0.475084882948783
