"ID"	"CE1"	"CE2"	"CE3"	"CE4"	"CE5"	"CE6"	"CE7"	"CE8"	"CE9"	"CE10"
"HKB0044_3006_T"	0.0381657031242186	0.183915660487407	0.0631503128434352	0.0890905407924462	0.044717079467318	0.00215601055132039	0.0246499521390084	0.0692324193163014	0.351898011565898	0.133024309712646
"HKB0049_3006_T"	0.325771440263693	0.0186233608592153	0.160860997877909	0.0321348175320105	0.0269605337930944	0.0858494883251751	0.0832737596194968	0.0997161486993239	0.0697283147428675	0.0970811382872144
"HKB0050_3005_T"	0.0387030841525512	0.00829787676037425	0.0249355791341471	0.00988120870341758	0.0124464462318233	1.3867961319618e-14	0.0226429828037652	0.0581000075186492	0.456496846050005	0.368495968645253
"HKB0052_3000_T"	0.197895350089184	0.0462330227454769	0.0274339892081937	0.0554542473733101	0.0710814426639195	0.124242506946205	0.0417713445916656	0.102644172405131	0.0751104714467588	0.258133452530155
"HKB0054_3000_T"	0.125113737570635	0.0462530963851673	0.060902360825356	0.0196582227725215	0.0907475712193336	0.0358545228399417	0.012272310571601	0.0771508454067299	0.186242672792452	0.345804659616262
"HKB0056_3002_T"	0.0652454861639147	0.220535424628734	0.0731219377442151	0.11245045890448	0.145307313611681	0.00146822090919139	0.0624392258911322	0.0573265484474989	0.215439654858166	0.0466657288409865
"HKB0064_3004_T"	0.127960234307687	0.0173953723824758	0.322169106757654	0.0452820099639935	0.0859614216197564	0.0673908595638493	0.0610078389496261	0.138192373526859	0.0931414626502958	0.0414993202778025
"HKB0065_3006_T"	0.11790316627581	0.374291950824903	0.07740835867297	0.0654082768606201	0.068891255926653	0.00691068195675597	0.0320297011765652	0.0251485528697566	0.175372738730767	0.0566353167051987
"HKB0067_3006_T"	0.155262550344882	0.000583277906157094	0.167560457178838	0.027692038625243	0.0454737905814732	0.0132290241767746	0.0634489453899577	0.168972382451499	0.202967684109411	0.154809849235764
"HKB0069_3000_T"	0.123118315983579	0.105817435974692	0.0627600983353319	0.0330017683311019	0.0248370256526611	0.00599698118318636	0.0581522455080328	0.0509369021589731	0.271248087172863	0.264131139699579
"HKB0070_3002_T"	0.0400912785350502	0.0513234466782705	0.279921795568839	0.0205521268150635	0.115762195735956	0.011815790354117	0.0403376521458475	0.227750991989972	0.176782974707934	0.0356617474689507
"HKB0074_3000_T"	0.108583305237666	0.0643530535868988	0.016777844026235	0.0278563244511577	0.0604640489411139	0.164484060310793	0.0370758572560433	0.0859902866714152	0.101180840637786	0.333234378880891
"HKB0078_3000_T"	0.170610690217724	0.0563713171447572	0.0279090982252933	0.0718810565765075	0.0650558545780379	0.00170631694389449	0.16545421546352	0.406584735786469	0.0132607994580245	0.0211659156057733
"HKB0079_3006_T"	0.113928687168274	0.154114486868166	0.0638330061662379	0.0922521931611477	0.0210988798416402	0.00308015242368867	0.0182243376272066	0.0340971854044477	0.308139267363211	0.191231803975981
"HKB0080_3006_T"	0.0946750850428547	0.000356312597618595	0.00636106663104631	0.0229031390856804	0.221297999157475	0.00074945655438546	0.265561172170071	0.352404371485205	0.0142527782709733	0.0214386190046898
"HKB0082_3006_T"	0.100180723133497	0.139434108239009	0.0752621438701994	0.0330665504916782	0.0185734173478278	3.59392492355958e-05	0.0446217754458876	0.0149620654091592	0.41205457276258	0.161808704050926
"HKB0084_3000_T"	0.189649438705446	0.237084931596589	0.0321174254469044	0.0741792567582331	0.0501684431439414	0.00600551814560021	0.0721862167143144	0.0320574306334022	0.222936161889277	0.0836151769662914
"HKB0086_3006_T"	0.237235874053248	0.051800715299172	0.106255230443462	0.0478154191775702	0.0986379125925834	1.55417629732081e-14	0.184340937952667	0.226574603894194	0.0360886970824885	0.0112506095045998
"HKB0088_3000_T"	0.248866689669103	0.0578098113308986	0.0957114319329317	0.0271864265023001	0.0610069739554698	0.0186249481394453	0.106666541575969	0.155552017568885	0.1739594728891	0.0546156864358973
"HKB0089_3001_T"	0.158426846489121	0.0446958375185023	0.10073059778358	0.1201300775214	0.0586998964666556	0.0276252288764583	0.0982748127113389	0.101136007776427	0.171287543874785	0.118993150981733
"HKB0091_3001_T"	0.0833798604077754	0.228898641382859	0.0738677219198468	0.0564159971066413	0.0755457020915118	0.00383135264282874	0.0224823595052537	0.0536290353028303	0.287374948736481	0.114574380903972
"HKB0092_3000_T"	0.131554210751123	0.226665561167521	5.54417340243357e-09	0.110600970007834	0.113869560262218	0.000167423275646567	0.161822344059206	0.218162137820067	0.0366437427998023	0.000514044312409011
"HKB0094_3006_T"	0.0236347007984547	0.0165770524849425	0.00606277355209631	0.0269127754441375	0.127155596023581	0.0135268912362648	0.0636831862644775	0.179474264640764	0.175630304895547	0.367342454659736
"HKB0096_3001_T"	0.000623509143527933	1.9229896200052e-11	0.013736699763278	0.220858215849993	0.168316545789121	0.00354047440718808	0.0429754891205894	0.544070947893705	3.49674724674601e-08	0.00587808304589531
"HKB0097_3000_T"	0.0368102999621088	0.03078860378823	6.19648129962842e-14	0.155357454483812	0.239455620889835	0.04308555754582	0.0110617629904173	0.368889496050355	0.0447250340550788	0.0698261702342801
"HKB0098_3005_T"	0.240152861003576	0.0614139146255696	0.0616652204580066	0.0202404499518305	0.0691541264029294	0.000330604092373048	0.0277082504134841	0.0846681065441779	0.222354862599138	0.212311603908915
"HKB0100_3006_T"	0.150768307924506	0.123890563952873	0.014673004990092	0.138184412459955	0.246084882812919	0.0127235039725414	0.0189759184485894	0.23596989647279	0.0210123469608386	0.0377171620048965
"HKB0101_3000_T"	0.312172979637506	0.0125463298370401	0.003860547501688	0.0437349016691014	0.105840902653513	0.000398543916778918	0.123757566138274	0.151476648199319	0.0711264979345917	0.175085082512188
"HKB0102_3006_T"	0.230555649061141	0.00173286822165138	0.0777974151105875	0.0871159485646673	0.123801511714023	0.0600662868985223	0.0817709968401224	0.257357133584958	0.0535557239452836	0.0262464660590437
"HKB0104_3006_T"	2.92830277890966e-14	0.0111185668432096	3.01122819579107e-14	0.14949302983014	0.19458079873076	2.94050262803928e-14	0.191956848763345	0.413666267208505	0.00461921943513276	0.0345652691888182
"HKB0106_3006_T"	0.0788252679504774	0.122804246257307	0.000814009490202268	0.17802317040111	0.166463102428999	0.0418193465992727	0.109700421829638	0.282735901132509	0.00531964312929676	0.013494890781188
"HKB0108_3000_T"	0.00109775708316158	9.28269152464707e-05	5.28706791948938e-14	0.113556729988907	0.0946766118454687	0.00867004974302045	0.099158353562729	0.604093762124857	0.0545910461375691	0.0240628625989881
"HKB0109_3006_T"	0.0258241480475353	0.00485066244384666	0.0345776654496153	0.143617714233245	0.0484163801823302	4.69642615154341e-14	0.0689912330435723	0.336549152399653	0.204185882873737	0.132987161326418
"HKB0115_3006_T"	0.100520201626349	0.048054470757543	0.00221132695728793	0.0557704882606573	0.122854519076394	0.00309883169064434	0.0896001102001269	0.14349681206688	0.196885329093951	0.237507910270167
"HKB0120_3000_T"	0.203477450140906	0.0334954362638512	0.136012849757002	0.0472675879243648	0.0557523303272642	0.163936062538368	0.0461362034452154	0.026065316660673	0.117242912952883	0.170613849989473
"HKB0121_3006_T"	0.0801937573091803	0.0196302538049725	0.0662700313298654	0.0229557109037554	0.0475611329453741	0.000800971140043599	0.019575761028035	0.173903163324705	0.326615374755973	0.242493843458096
"HKB0123_3006_T"	0.326300107192257	0.00199486721437685	0.114271748299915	0.0372272040845954	0.0942229542021233	0.0044407629952508	0.15752492085549	0.250567634784115	0.00894987733853311	0.0044999230333433
"HKB0124_3003_T"	0.100977007135985	0.101305416551595	0.0250395001210486	0.097801265167348	0.153936323173422	0.102344504888532	0.154684566959677	0.242185018594109	0.00955574029340264	0.0121706571148802
"HKB0125_3006_T"	0.14928106039203	0.361787281464365	0.0497204718795865	0.0354097603776804	0.106715218076415	1.39832124584983e-14	0.106111946314588	0.151231578532458	0.039742682962849	1.34755720182073e-14
"HKB0127_3006_T"	0.0446890588381124	0.0194060461157753	0.0710637229471639	0.0131663451699619	0.100328162482406	0.00607844146712415	0.00814777461812629	0.13205582896723	0.181467041965973	0.423597577428127
"HKB0129_3000_T"	0.0586592364147074	0.028899305027269	1.01506355108606e-14	0.0519977418058594	0.0913491780793926	0.217424033071834	0.0676309360911416	0.133991779422434	0.0509563435930721	0.29909144649428
"HKB0132_3006_T"	0.003584729025864	0.105387528331772	0.00172038708706445	0.0690557154686607	0.181215900916816	5.95473981607108e-05	0.0962251991270872	0.143889775577827	0.0894343929715015	0.309426824095246
"HKB0134_3006_T"	0.098358511240749	0.302298273254509	0.0911796650013346	0.0579160994384248	0.128685363939438	0.00279272558773863	0.0243952776070215	0.0281806096550899	0.173922222169812	0.0922712521058824
"HKB0137_3002_T"	0.0483705732043726	0.00977112183129228	0.116387497504665	0.0641732197089804	0.137708336422392	0.000737667537436703	0.110249574247191	0.128663107242498	0.294642160016958	0.0892967422842145
"HKB0141_3006_T"	0.183167504208872	0.0322990760639554	0.00052021639057709	0.100480079493601	0.13174819626659	0.00775561549583487	0.116112149106045	0.34488833047847	0.0319880147829237	0.0510408177131306
"HKB0143_3006_T"	0.216602186963422	0.0543567124465838	0.163749241823878	0.0344338036757392	0.0559670618351851	0.0108217828361638	0.0861522243316137	0.0941648285688994	0.183690553159489	0.100061604359026
"HKB0147_3000_T"	0.0974908273019706	0.0317381028574281	0.00750565259992664	0.0205946921619413	0.440960595116207	2.10530353667542e-14	0.0606362548867804	0.333980150776925	0.00612170772945401	0.000972016569346429
"HKB0150_3006_T"	0.0104581012351034	0.00470843246247867	4.92843843629835e-14	0.043642480173136	0.32724316047025	0.00206198731707152	0.186630715160706	0.397601370797627	0.0105480592842375	0.0171056930993399
"HKB0155_3000_T"	0.169120867950368	1.20599238935601e-14	0.0968480580187098	0.111275469874458	0.057584646021111	0.0452269909108322	0.0375138539023796	0.0999134185229206	0.110848807873921	0.271667886925288
"HKB0157_3006_T"	0.0895233298492131	0.380750303470403	0.00577100352971972	0.035349458311449	0.208958140792199	0.00972911856686273	0.0295490455549656	0.073216917321652	0.0657610142876422	0.101391668315894
"HKB0158_3006_T"	0.170680120255085	0.0512861190191237	0.0858403592742016	0.10370097994548	0.0886590976496276	0.0206045654890985	0.121574432422732	0.14658625548037	0.104194316944475	0.106873753519807
"HKB0159_3006_T"	0.0732581420727253	0.017453080955496	0.020297367071847	0.116634658449032	0.216499864762222	0.000953848481443603	0.242752993913094	0.206087523478859	0.073859225634998	0.0322032951802835
"HKB0160_3000_T"	0.0670009414489634	0.0158833009019058	0.0723275071216414	0.0692752367209719	0.0325755451526956	0.6523817054758	0.0204489122368651	0.0377692972059783	0.0116716756371866	0.0206658780979926
"HKB0161_3001_T"	0.139734306378149	0.229018336284597	0.0461567730656859	0.0607994687363124	0.0828619414387094	0.118509327138476	0.0792221542504417	0.110087691504486	0.0174823462458917	0.116127654957251
"HKB0162_3006_T"	0.122718648900131	0.133345729438632	0.027006808924831	0.144135090545399	0.0316738959934002	0.010103137879727	0.103705349665902	0.0856775595716917	0.174519114942638	0.16711466413765
"HKB0164_3006_T"	0.235724282489233	0.0602991459835586	0.0906959026537346	0.0368110068738649	0.0853615403882536	0.0211792606896117	0.184432763071842	0.148410348419152	0.0698282300022894	0.0672575194284597
"HKB0167_3006_T"	0.149424307420399	0.0360111988071714	0.126687139518373	0.044009738095931	0.0154069327999388	1.15151911380657e-05	0.0463470988864339	0.0231165292099315	0.329169443215751	0.229816096854932
"HKB0168_3006_T"	0.296931396003582	0.117107185020713	2.04445937151048e-14	0.0448519192252401	0.0491466694931914	0.00530334506713942	0.1251336832602	0.213108404916857	0.0283499664826951	0.120067430530361
"HKB0179_3006_T"	0.1910360829512	0.0152519578605365	0.0538873632998735	0.0385144301699815	0.160034646019683	0.00791436608521591	0.200488952496302	0.202620731880649	0.101886802871549	0.0283646663650112
"HKB0182_3006_T"	0.256274476386219	0.32333104586787	0.0434615041870313	0.0519763349324714	0.0520627918033307	0.0192099856490627	0.124696061028817	0.0343043273681389	0.0195879175888729	0.0750955551881859
"HKB0186_3000_T"	0.220392973256391	0.0321316434862264	0.131641774987214	0.0276963019121211	0.0695654953179123	0.145681572962359	0.0340973048581017	0.0181411120329817	0.0848333785599604	0.235818442626732
"HKB0191_3001_T"	0.302885136665212	0.0120769249967295	0.0769623925069598	0.0492466388009834	0.0252489483251649	0.00191093522654949	0.11865776112257	0.157514221106407	0.174046729277084	0.0814503119723392
"HKB0194_3006_T"	0.0820362686535711	0.0668895142576059	0.0822897262800251	0.0375717747024409	0.0563653758728839	6.36367490890604e-06	0.0992106840196022	0.0732370118199704	0.296943421676159	0.205449859042833
"HKB0196_3006_T"	0.0395585047775612	0.0414759283401902	0.0164217982893875	0.0645564716827091	0.251236559194276	0.00452880241281626	0.286656434501037	0.284519559764598	0.008367317527333	0.00267862351009165
"HKB0207_3001_T"	0.221179570202827	0.00662684583396284	0.0172921589546326	0.0310197487002638	0.0641735401775112	0.183541975461704	0.0573471348413352	0.0676025845027344	0.148625307091184	0.202591134233845
"HKB0208_3006_T"	0.364921264514656	0.0269905532038072	0.0113294097291819	0.00437724592664372	0.068511449751023	0.0172152598550856	0.184394893725153	0.218256059253781	0.0510784364920555	0.0529254275486138
"HKB0209_3004_T"	0.349026393350594	0.0646776419958906	0.0563193043610469	0.0521163296747285	0.144477740443763	0.000175924943148234	0.0979329746526132	0.153230836694309	0.0722687385193613	0.00977411536454514
"HKB0210_3006_T"	0.0238760587875324	0.10401700005769	0.0167862544640174	0.0819120771338721	0.36879917530747	0.00943539814389111	0.085571854361206	0.231083834736849	0.0663356572450314	0.0121826897624397
"HKB0211_3002_T"	0.0602853275451541	0.336185856378233	0.0182036848039088	0.163392543806606	0.143987613322949	0.00711081081402297	0.0458398941425687	0.144554301209833	0.0622283701950963	0.018211597781628
"HKB0214_3006_T"	0.121947543012496	0.0702679557525537	0.0335430408448428	0.0620825701737268	0.081317929115957	0.000630676994221816	0.121750875198678	0.108079919412429	0.153173265990321	0.247206223504774
"HKB0217_3005_T"	0.0496108277298473	0.148462470485487	0.00505778023295838	0.112015947329779	0.217053944581854	2.07060720959398e-14	0.138524189259429	0.291299315038758	0.0379755253418038	6.24888771222051e-14
"HKB0219_3001_T"	0.22143707842912	0.0620325267758838	0.0602657603967828	0.0573931318911098	0.213573142785783	0.0108474100358475	0.129804267295474	0.21822869121296	0.0138749896681115	0.0125430015089275
"HKB0220_3000_T"	0.169900545403786	0.00247503820286455	0.0876772165277175	0.0865488399567142	0.0381524542691603	0.0176652080532499	0.0533416658908589	0.0650960460091209	0.211331162589037	0.267811823097491
"HKB0221_3001_T"	0.252541532006211	0.00178993631811317	0.127493798200665	0.0193522398367279	0.0682477421591159	0.0111661893090157	0.14860336598204	0.188698388736417	0.147204711585394	0.0349020958663007
"HKB0222_3006_T"	0.0500368542765737	0.00829662654416129	0.140901219044417	0.0330234704552243	0.10423725291658	0.00859086190908918	0.283664948309623	0.301989436153974	0.0374977644122122	0.0317615659781464
"HKB0225_3001_T"	0.113306064791601	0.0736187687869919	0.00672288644092108	0.0366937594433898	0.182914905738732	2.29362827103409e-14	0.278894549205535	0.299289265365878	0.00855980022690455	2.36168356452442e-14
"HKB0226_3001_T"	0.221461635608827	0.00283795741122907	0.0329160209299914	0.0512114545084771	0.140110327970125	0.00586379875573418	0.213559564310308	0.288555495863895	0.0332045547788878	0.0102791898625254
"HKB0227_3006_T"	0.0372810221699434	0.0122218854170971	0.202627180040215	0.0360341769283503	0.134982811044162	1.92550361901537e-14	0.100291940683832	0.231865659373874	0.175457315512159	0.0692380088303483
"HKB0228_3002_T"	0.0450033350878363	0.0852239178320865	0.0976045856398053	0.13954053005768	0.067788844899246	0.00196457154290021	0.132021208539673	0.251155687622227	0.143724822431073	0.0359724963474736
"HKB0230_3006_T"	0.117985712191896	0.00207720261505432	0.113429160171347	0.0301234037681549	0.252325805017613	0.0160009721869912	0.131715421876422	0.316282610144481	0.0123107706000781	0.0077489414279621
"HKB0232_3000_T"	0.250151896007959	0.0652281501076759	0.00338248463410838	0.0513396210461413	0.140748842622156	1.91634919752906e-14	0.181929778528208	0.302079926704652	0.00286149183660871	0.00227780851247056
"HKB0233_3006_T"	0.0182958826126652	0.13912052693145	0.0335766501226349	0.127487440565175	0.233628617765258	0.00222999366187101	0.122606704530525	0.308225046912211	0.0126529680990813	0.00217616879912851
"HKB0540_3000_T"	0.044929563864584	0.0401216097350096	0.0245868323273418	0.0537100208712636	0.253427806810844	0.00484820200744431	0.265499711230634	0.270252035703958	0.0364820175507205	0.00614219989820032
"HKB0552_3000_T"	0.120134141939914	0.00219684382041569	0.0490820851656846	0.0461974172498579	0.0456554992320657	0.225817059611338	0.221862256173389	0.245636408687022	0.0115735661497347	0.0318447219705787
"HKB0558_3000_T"	0.214123364330773	0.0678316789867647	0.0331028856397586	0.0333302392579726	0.112436217437416	0.0178353370837583	0.246951205882913	0.17897371750308	0.0512678817078654	0.0441474721696989
"HKB0564_3000_T"	0.261263238438663	0.098070712512244	0.0018574906467978	0.0294822117480008	0.0466456513781255	0.0187455521469253	0.179370183851547	0.228953597959192	0.046601671000056	0.0890096903184486
"HKB0573_3000_T"	0.175082112610785	0.0890453970823713	0.0705565114699103	0.04963191255969	0.0545840296368365	0.0406034044094556	0.0532625977400554	0.0367569344084863	0.163294769615281	0.267182330467129
"HKB0576_3000_T"	0.346141127375568	0.0338736343912325	0.22994747506348	0.04098869586214	0.0596922544182813	9.91737658035042e-15	0.092993939253503	0.0585480604707251	0.125088858296639	0.0127259548684203
"HKB0579_3000_T"	0.244288812391699	0.0208908061883181	0.0614627179919121	0.0233610021533938	0.0646317391250494	0.0143837448132022	0.109207396704418	0.093550181883772	0.133513075591591	0.234710523156644
"HKB0585_3000_T"	0.0339673722639911	0.0225458628696671	0.0141692849105415	0.048074029743298	0.366898580955896	0.0185347134673931	0.0872428516488299	0.401800386532717	0.000957569056931868	0.00580934855073447
"HKB0599_3000_T"	0.153950015740403	0.0192311473519702	0.0760741976640674	0.046103728370778	0.0935544529100498	1.32699903827424e-14	0.319412866721437	0.153518526687718	0.132654262777519	0.00550080177604442
"HKB0605_3000_T"	0.193408599508023	0.0686715907032712	0.0477843242962732	0.0367425492172081	0.0258895056475947	0.00890195742570553	0.133039008258219	0.136967366594855	0.173903763571795	0.174691334777056
"HKB0620_3000_T"	0.0828009746981123	0.0719097014278801	0.0600555136934197	0.0613111655553566	0.0307635277872192	0.0251868269487608	0.109684760470408	0.21942024075304	0.103360710969936	0.235506577695867
"HKB0626_3000_T"	0.0313405278520159	0.415844134064652	0.0523240037621099	0.146191503000061	0.168868221288896	0.00115445876749788	0.0226529424452483	0.125320755896131	0.0347479003701293	0.00155555255325783
"HKB0629_3000_T"	0.0145492936513558	0.021220782452523	0.0570097340545253	0.0533206218495881	0.272627402955539	0.0106807141037361	0.154154470553497	0.355417603334749	0.0419217503979917	0.0190976266464947
"HKB0638_3000_T"	0.241244622749964	0.0478334496682957	0.00275037180441115	0.0668935731910699	0.13093978499723	0.00922516504637108	0.226964387873521	0.229703755211495	0.0120784101806776	0.0323664792769647
"HKB0644_3000_T"	0.0299576113055804	0.458736532197648	0.0295904945307466	0.0755095527044191	0.0607566870561683	0.00324176579355756	0.160257980014938	0.1312375069811	0.0407766450976338	0.0099352243182085
"HKB0650_3000_T"	0.0200738156263262	0.178446422893107	0.00268003452882227	0.0350685656304927	0.0298905762643529	1.03312038062323e-14	0.165796924595132	0.073967589437154	0.226205553773401	0.267870517251202
"HKB0653_3000_T"	0.147183322416076	0.0886571111185401	2.16623528108095e-14	0.0510548365572203	0.0783378948605489	0.00150588376757399	0.15953222719141	0.182623088824512	0.178993299722662	0.112112335541435
"HKB0656_3000_T"	0.166298167967392	0.1291802474365	0.120355519610977	0.0346517186595224	0.0668175659738511	0.0171256571412055	0.234524057892304	0.199643283625677	0.0122247020496647	0.019179079642907
"HKB0659_3000_T"	0.0927731894044118	0.180921756358706	0.0975356476798052	0.0440497494244766	0.0167447707167551	0.000899543263273096	0.0173791915173462	0.0218040198190287	0.271214195676534	0.256677936139663
"HKB0665_3000_T"	0.486199516961886	0.129025161074825	0.0105898804232753	0.054108796233893	0.0415144476126567	0.000203718869415971	0.139501880109666	0.137242340309435	8.46285166160217e-05	0.00152962988833112
"HKB0668_3000_T"	0.138162121472578	0.0634716868211989	0.0520753837795031	0.101927954443923	0.118957580813816	0.0139851220473426	0.180874437711076	0.139108721994515	0.106345097111593	0.0850918938044549
"HKB0674_3000_T"	0.184548401728451	0.0737964950175582	0.0549292018585632	0.0440997510015246	0.0134963008337804	0.00207765751862257	0.0341375197531814	0.0294273314425762	0.265593495582982	0.29789384526276
"HKB0677_3000_T"	0.0800416244170976	0.447888722504201	0.0763200776212411	0.120116375688749	0.101257909696815	0.00245119077019667	0.0185020668801401	0.0500991387633026	0.0369569140150321	0.0663659796432256
"HKB0683_3000_T"	0.0843715461211115	0.0442466879600101	0.016193964097634	0.0661899724915984	0.0438480869385392	0.00892886926064384	0.000118719697962037	0.0762497401160102	0.301161664047907	0.358690749268584
"HKB0692_3000_T"	0.218112011907389	0.215942624356224	2.12371702634607e-14	0.0938559618482764	0.0916207466010849	0.0404387320235253	0.166643338044172	0.169590213212853	0.00234551673003055	0.0014508552764239
"HKB0698_3000_T"	0.303285126135198	0.0493706703650449	0.0819473171507074	0.0403514270422817	0.0731258303367061	0.000514674903372201	0.136851428222872	0.183531612055543	0.104186010062567	0.0268359037257071
"HKB0701_3000_T"	0.546630759123052	0.0277196797288222	0.132172565382358	0.0282139089803512	0.0220886349297504	0.00167702704358266	0.0700535267334481	0.0964531418483952	0.0624996568604048	0.0124910993698359
"HKB0704_3000_T"	0.0617549932734934	0.0474579626904046	0.0680198603311667	0.0223255741485985	0.224053537204818	2.56410447939261e-14	0.316493912545391	0.160557440873902	0.0985965200054205	0.000740198926780109
"HKB0710_3000_T"	0.0797159310134295	0.135566129641192	0.10805116016597	0.0267837475234554	0.0733370899095955	0.000167557521661922	0.0278863479712245	0.0294558857268582	0.389507568723739	0.129528581802875
"HKB0713_3000_T"	0.126918820439506	0.0269941535099481	0.0378797364838534	0.0468487085910961	0.197210491098609	2.2751808382025e-14	0.243495960367942	0.305318796809411	0.0153333326984661	1.14447906770705e-12
"HKB0718_3000_T"	0.153271879110697	0.0550746924127096	0.0830942666303948	0.026294219852795	0.0420939052082158	0.000223249130370967	0.139390753300909	0.070932597319991	0.261461226505033	0.168163210528884
"HKB0719_3002_T"	0.127467532087166	0.102782040359343	0.0375117191158053	0.0479086540205724	0.0836537914186983	0.202934320622169	0.0413866414653086	0.0944164183136289	0.039799055416684	0.222139827180624
"HKB0721_3000_T"	0.0605620861201379	0.150779384575676	0.0340077452977498	0.0836831769298265	0.134862527963929	0.00048937027612669	0.215030919728985	0.167529473903178	0.0751910316054281	0.0778642835989625
"HKB0722_3002_T"	0.151713305806409	0.126833951472611	0.053542080818882	0.135983483118929	0.0303840452370223	1.78060377529547e-14	0.129718011028171	0.151276900720792	0.19643703840864	0.0241111833885259
"HKB0726_3000_T"	0.0795618071108769	0.0535669803319088	0.0377584249356803	0.019119071402589	0.106516371230926	0.000820461352984931	0.345058935924328	0.33293580961658	0.0136265859469035	0.011035552147222
"HKB0734_3000_T"	0.247366221898641	0.122887401138803	0.00707142785505257	0.0638561263827319	0.105475261654865	0.0087418088976639	0.170660671029543	0.266723972647901	0.00310775203487888	0.00410935645991935
"HKB0736_3000_T"	0.0702897718302164	0.00681133861216099	0.0257927532208529	0.0281045587679404	0.0477535714160333	0.00263892848920968	0.0684109652326312	0.097190405130612	0.272746676686761	0.380261030613582
"HKB0737_3000_T"	0.342720468455161	0.0460440189584972	0.0625918389661341	0.0239654044563707	0.0871989761605217	0.0190013618652609	0.067676926573997	0.0651964972509757	0.130190265418427	0.155414241894655
"HKB0744_3000_T"	0.40990402602355	0.0425288271932871	0.0443027259511383	0.015229044276313	0.131057437805066	0.000933023368345298	0.141042562620647	0.176973982422048	0.0380283703395783	2.75508135629132e-14
"HKB0748_3000_T"	0.0822117938616573	0.0367438461577687	0.021116240783489	0.0469036942108735	0.211172359580213	1.37517526383432e-14	0.177769645851721	0.233884577171827	0.0985704661272973	0.0916273762551393
"HKB0750_3000_T"	0.0246222016820959	0.00359073148729737	0.0743893069634789	0.138714188160038	0.300926232250192	0.00546479515807843	0.103606967092148	0.316187750490239	0.0208355621363028	0.0116622645801296
"HKB0751_3000_T"	0.0942988819756512	0.0153283355910508	0.0527805426682333	0.0183062443622684	0.018175818405892	0.013523239434691	0.0626844896612462	0.10457449335328	0.264621616553938	0.355706337993749
"HKB0752_3000_T"	0.0742382658680874	0.107419670126615	0.0733721178439486	0.0427546084970213	0.076847550643381	8.94979406160529e-15	0.0940357511153473	0.0659002623629382	0.279845747199585	0.185586026343067
