"BC_HKB0915_M1647_T"	"BC_HKB2107_1620_T"	"HKB0036_3006_T"	"HKB0211_3002_T"	"BC_HKB0892_1559_T"	"BC_HKB0922_1579_T"	"BC_HKB1366_1663_T"	"BC_HKB1372_1697_T"	"BC_HKB2113_1657_T"	"HKB0023_3006_T"	"HKB0092_3000_T"	"HKB0132_3006_T"	"HKB0143_3006_T"	"HKB0147_3000_T"	"HKB0207_3001_T"	"BC_HKB0543_1306_T"	"BC_HKB0779_1486_T"	"BC_HKB0831_1520_T"	"BC_HKB0899_M1605_T"	"BC_HKB0921_1575_T"	"BC_HKB1385_1721_T"	"BC_HKB2116_1671_T"	"HKB0007_3005_T"	"HKB0040_3002_T"	"HKB0044_3006_T"	"HKB0056_3002_T"	"HKB0069_3000_T"	"HKB0079_3006_T"	"HKB0082_3006_T"	"HKB0084_3000_T"	"HKB0088_3000_T"	"HKB0091_3001_T"	"HKB0098_3005_T"	"HKB0167_3006_T"	"HKB0194_3006_T"	"HKB0214_3006_T"	"HKB0228_3002_T"	"HKB0659_3000_T"	"HKB0674_3000_T"	"HKB0710_3000_T"	"HKB0718_3000_T"	"HKB0736_3000_T"	"HKB0751_3000_T"	"HKB0752_3000_T"	"BC_HKB0112_933_T"	"BC_HKB0215_1134_T"	"BC_HKB0555_1321_T"	"BC_HKB0729_1445_T"	"BC_HKB0733_1459_T"	"BC_HKB0759_1488_T"	"BC_HKB0828_M1542_T"	"BC_HKB0830_1541_T"	"BC_HKB0834_1553_T"	"BC_HKB0838_1563_T"	"BC_HKB0902_1617_T"	"BC_HKB0906_1627_T"	"BC_HKB0917_1656_T"	"BC_HKB1370_1673_T"	"BC_HKB2112_1636_T"	"BC_HKB2119_1690_T"	"BC_HKB2127_1726_T"	"HKB0050_3005_T"	"HKB0137_3002_T"	"HKB0210_3006_T"	"HKB0579_3000_T"	"HKB0698_3000_T"	"BC_HKB0632_1381_T"	"BC_HKB0689_M1326_T"	"BC_HKB0022_649_T"	"BC_HKB0199_1263_T"	"BC_HKB0567_M1337_T"	"BC_HKB0728_1447_T"	"BC_HKB0738_1475_T"	"BC_HKB0757_1496_T"	"BC_HKB0761_1499_T"	"BC_HKB0873_1549_T"	"BC_HKB0890_1550_T"	"BC_HKB2106_1619_T"	"HKB0008_3006_T"	"HKB0033_3006_T"	"HKB0038_3006_T"	"HKB0049_3006_T"	"HKB0052_3000_T"	"HKB0054_3000_T"	"HKB0064_3004_T"	"HKB0070_3002_T"	"HKB0074_3000_T"	"HKB0094_3006_T"	"HKB0120_3000_T"	"HKB0124_3003_T"	"HKB0129_3000_T"	"HKB0141_3006_T"	"HKB0155_3000_T"	"HKB0158_3006_T"	"HKB0160_3000_T"	"HKB0161_3001_T"	"HKB0164_3006_T"	"HKB0168_3006_T"	"HKB0186_3000_T"	"HKB0208_3006_T"	"HKB0220_3000_T"	"HKB0552_3000_T"	"HKB0564_3000_T"	"HKB0573_3000_T"	"HKB0665_3000_T"	"HKB0719_3002_T"	"HKB0737_3000_T"	"BC_HKB0056_809_T"	"BC_HKB0662_1294_T"	"BC_HKB0775_1470_T"	"BC_HKB0876_1543_T"	"BC_HKB0895_1582_T"	"HKB0004_3006_T"	"HKB0005_3001_T"	"HKB0019_3006_T"	"HKB0065_3006_T"	"HKB0125_3006_T"	"HKB0134_3006_T"	"HKB0157_3006_T"	"HKB0182_3006_T"	"HKB0626_3000_T"	"HKB0644_3000_T"	"HKB0650_3000_T"	"HKB0677_3000_T"
"GIMAP1"	1.50080205305716	1.799087306074	2.28983446517751	2.08746284125034	3.53106949272595	1.6507645591169	1.0496307677246	1.68706068833989	2.79493566280354	1.84799690655495	1.93734439215023	2.41683974191283	2.87381319835909	1.67807190511264	4.18428029441938	4.10097764772482	3.45680614923047	2.85199883711245	5.88947354253111	3.12598165385472	3.22342254993494	2.88947354253111	3.13257684267001	4.32264926213102	2.94673086014031	2.40871186102943	3.54225804976692	3.13422093976063	3.12763327972587	2.77610398807316	2.3533232911629	3.06004738366994	2.96716860753263	3.93168305705981	3.28835856219366	2.80529245560071	1.76128527336162	3.28835856219366	4.45549162062847	3.41683974191283	3.10265813136374	4.68985823631925	3.41818994794577	3.0496307677246	2.03562390973072	2.61353165291793	2.76128527336162	0	1.60880924267552	2.7158933705476	2.09761079662642	0	0	2.23572705983806	1.20163386116965	0	2.90689059560852	2.39506279951758	1.0496307677246	1.25701061820602	1.51096191927738	3.41278152533848	2.45680614923047	2.02147972741045	2.91073266190291	2.04264433740849	1.65992455840238	0.970853654340484	3.54101915313356	3.45022149589718	3.63575439127776	3.99004721957379	1.30451104180995	3.29425313644451	2.36176835941915	3.77925972037238	5.25964912064916	2.94673086014031	2.27500704749987	2.6915341649192	2.15704371014558	2.65535182861255	3.44360665147561	3.5668151540109	2.93922657772821	2.86591881455221	3.51222688651396	2.85598969730848	3.73009646559547	2.42223300068305	3.0686708106651	2.52606881166759	3.24336442569366	2.79701297783614	4.31903981556254	2.81966818349646	3.15704371014558	2.31614574229336	3.90110824301451	2.46466826700344	3.76977173924945	2.75702324650746	2.42492208821069	3.10601323762212	1.58976348698498	2.9126498648972	3.5957423394744	2.48800077083407	3.2585189247113	0	1.92599941855622	1	1.53106949272595	1.790772037862	1.77399632511117	2.67807190511264	0.918386234446348	2.48800077083407	2.52105073690096	2.08065766334523	1.35049724708413	0.992768430768924	2.61353165291793	1.97085365434048
"APOL3"	3.09254574154357	3.38266725274504	4.31686980506433	2.96532254836725	4.20241772157518	4.64673869830785	3.62410089462811	2.81557542886257	4.87676249078156	3.86492897228979	3.53605290024021	3.53106949272595	4.22110372536788	3.53106949272595	5.13586316536868	6.14363830992204	5.47346223623528	5.34127418369217	6.15319733085508	4.74146698640115	4.78293270482084	5.64558638591361	5.14526985665051	5.71066869967463	6.01658546043445	4.10852445677817	6.41734621727028	4.48284828306847	5.41582625747291	4.21567859660793	4.73281187208294	4.62935662007961	5.48220292629596	6.26096656451949	5.1647058401828	4.25701061820602	3.7311832415722	5.77584069853125	5.58255600301406	7.03716255012738	4.67129337248158	6.95582424080644	6.11415876872055	4.52919626799939	3.74416109557041	3.86789646399265	4.5837597536395	3.34482849699744	3.56315813040281	4.48478262307787	2.92409988564074	4.78555055173926	4.60880924267552	4.20398416585599	4.79129314859221	3.27500704749987	4.37295209791183	4	4.00090140274153	4.09592441999854	3.33199177823206	6.19140472885276	4.9759052735237	3.48800077083407	4.89965902637744	4.41818994794577	5.09381367340273	4.89481776330794	4.55090066464752	4.86888427302877	4.86344293434804	4.4032677223393	4.39711840904258	4.98959318493877	4.46858331700683	4.87921563716567	5.60821785302146	3.74953426766926	4.07382023329167	4.14649230697719	3.41683974191283	4.65935375917005	4.59514556799086	5.2637856138908	4.44294349584873	5.50684309896982	4.90207357931074	4.41886457739032	5.56864019541922	4.23878685958712	4.88117515534928	3.60407132366886	4.57228336665041	6.46532151358055	5.11935617703968	4.32409051603798	4.32553033156756	3.31034012061215	4.95093492831454	4.26528685756517	5.122258567812	4.99367436175059	3.44625622988956	4.55274593674845	3.16188768237689	4.08491465976794	4.31469652565629	3.32337006906127	5.20711196120771	4.98413359454098	2.28392177230762	2.32481060342048	3.62643913669732	4.76022094646651	3.58616424593091	3.92694824794977	3.58856473740135	4.90352037372338	3.37851162325373	2.34482849699744	2.83187724119167	1.96716860753263	4.55028504908841	3.0408924306469
"REM1"	0	0.918386234446348	0.713695814843359	0.400537929583729	1.84398384404833	0	0.831877241191673	0.613531652917927	0	0.815575428862573	0.400537929583729	0.604071323668861	1.01435529297707	0.464668267003444	1.44890095114513	2.57773093149008	0	0.925999418556223	3.56803210477128	0	0	0	0.464668267003444	0.863938450423971	0.22650852980868	0.545968369105292	0.765534746362977	0.650764559116902	0.863938450423971	1.1243281350022	0.739848102699327	1.31034012061215	0.356143810225275	0.704871964456353	0.75702324650746	0.464668267003444	0.333423733725192	1.22650852980868	1.33913738491959	2.85399564717639	0.903038270112912	1.11769504266975	0.918386234446348	0.55581615506164	1.56071495447448	0	0	0	0	0	0	0	0	1.23266075679027	0	0	1.74846123300404	0	0	0	0	0.604071323668861	0.286881147788162	0.16349873228288	0.773996325111173	0.495695162624069	0	0.765534746362977	0	0	0	0	0	0.839959587489532	0	0.815575428862573	0	0	0.641546029087524	1.36737106564853	0.632268215499513	1.25096157353322	0.855989697308481	1.53106949272595	0.739848102699327	0.887525270741587	1.09085343045111	0.464668267003444	1.16349873228288	0.871843648509318	1.20163386116965	0.687060688339892	1.10433665981474	1.25096157353322	1.53106949272595	0.948600847493356	1.4905701304462	0.575312330687437	2.27500704749987	0.855989697308481	0.855989697308481	0.411426245726465	0.367371065648529	0.650764559116902	0.400537929583729	0.815575428862573	1.04264433740849	0	0.918386234446348	0	1.59931779369823	0	0.910732661902913	0.613531652917927	0.516015147003665	0.575312330687437	0.344828496997441	0.978195629681652	2.74416109557041	0.356143810225275	0.111031312388744	0.400537929583729	0.238786859587116	3.58616424593091
"IRF1"	3.58255600301406	4.17232749165762	4.94579495674006	3.53356334821451	6.01769925269303	4.25701061820602	4.24488705912353	5.07895134139482	5.80219321694183	5.20320115631661	5.09381367340273	4.76075320806299	4.51727569320958	4.19219416528334	5.2502036564993	6.75020450927987	6.09676785471469	5.9957106289071	7.64939990087277	5.63488363677538	6.69696752623429	5.35966172233388	6.32355021453705	6.13688860790307	6.67327373660982	5.01122725542325	6.46025109894385	6.07403439421256	6.84498815668261	6.22593041117105	6.09782145517113	5.64010029789039	5.66419836929191	6.89336221076387	6.07446262070454	5.51317488460363	6.15076274435542	5.45713459431804	6.75542173473424	6.7636771418966	5.82349462471286	7.0518071070133	6.63734941083314	5.05398016818765	6.45582036508492	4.37920505996061	4.24944534108584	4.50969584193339	4.46139758992616	5.6284819943839	4.32768736417605	4.73552217729654	5.31433399391901	4.75702324650746	6.20320115631661	4.60703434594862	5.74227574754027	3.62643913669732	4.80322703643493	5.11894107272351	3.75167794568758	6.88325423134128	5.94556088599388	4.98322165074267	5.28243980500639	4.44691786486603	5.00315244866692	5.10097764772482	5.61529857909211	5.74092756031863	3.42088657497553	5.69432306012539	4.07638806851284	4.40122086216022	4.47832471148503	4.38404980679516	5.93357263826102	5.24069594421251	6.71506967937999	4.5197934862411	4.8094144442359	5.32445060465607	4.92362461136832	5.2137360959228	4.4093909361377	4.4905701304462	4.55458885167764	4.96809075204526	5.18030701996943	5.60377468646397	4.47313748777226	5.47929524299885	4.80529245560071	5.92457500339273	4.01703108052784	4.94766615679601	4.56132613645392	4.24716800037477	5.96116025813664	5.22226360352835	6.67891698667984	5.09718938723511	4.2349610948395	5.1122831085982	4.82374936030827	4.30012372456901	4.71753934339116	5.4594316186373	4.97727992349992	5.62293035092018	5.23419472295381	3.36176835941915	4.19692173382033	4.54349588342577	5.00450139223494	5.72710360352266	4.78659636189081	5.44062004767917	4.53169336086147	3.41413553298445	4.39300425689832	2.95791459863299	5.58044701959866	3.57773093149008
"FCGR1B"	2.67355642399014	2.57773093149008	1.55581615506164	2.16671544496642	3.38681094647222	3.7279204545632	0.863938450423971	2.34766565630097	4.75755668893945	1.72683121703249	1.10433665981474	1.09761079662642	2.17951105027151	1.54596836910529	2.09085343045111	4.31251996747495	3.79181407116183	3.06350294230616	2.48284828306847	3.06177619758669	3.58616424593091	2.83592407425437	2.14730669878029	2.83794324189103	3.08746284125034	2.70708299177171	2.99095486039699	2.20163386116965	2.55090066464752	2.4594316186373	2.37016428054021	2.53106949272595	2.4276061727819	4.68650052718322	2.85399564717639	1.64154602908752	1.7311832415722	3.0496307677246	2.78659636189081	4.25247621413522	2.94860084749336	2.71808758396052	2.70708299177171	2.90496571868403	4.20633064787105	3.05831649559082	2.43295940727611	4.1906148602095	2.9297909977186	2.93734439215023	2.99638874644762	4.80683958179819	0	1.50080205305716	1.58014548442338	4.97269265400426	1.46466826700344	1.19534759832222	2.38681094647222	4.4937754084607	2.63691458035588	2.52356195605701	2.34198574722862	1.13750352374994	2.17312743348066	2.06350294230616	2.19849415363908	5.3526172989585	4.99186193055632	2.7311832415722	3.5197934862411	1.94860084749336	1.48026512205446	1.41683974191283	2.50842865253186	1.56071495447448	0	0.887525270741587	2.53106949272595	1.92219784839637	2.1243281350022	2.18586654531133	1.38404980679516	2.06695024392463	3.16992500144231	2.53106949272595	1.63691458035588	1.26903314645524	1.94110631094643	1.01435529297707	0.422233000683048	0.807354922057604	2.52356195605701	1.64154602908752	0.37851162325373	1.20163386116965	1.4905701304462	1.87578006306849	2.18586654531133	1.91838623444635	2.08746284125034	0.992768430768924	1.51096191927738	2.03210084316702	1.99638874644762	1.98550043030488	2.40871186102943	2.76765479823735	0.948600847493356	1.89141918684608	3.59931779369823	3.61470984411521	1.30451104180995	1.52105073690096	2.01792190799726	2.05658352836637	1.68257329734758	2.52857131887076	0.871843648509318	2.34198574722862	1.46466826700344	1.25096157353322	1.30451104180995	1.94485844580754
"IL23A"	2.73552217729654	3.12101540096137	0.238786859587116	0.963474123974886	0	1.86393845042397	3.69932952567316	2.22650852980868	4.10685079645022	0.823749360308273	1.10433665981474	0.839959587489532	0.263034405833794	0.263034405833794	0.321928094887362	2.63691458035588	3.26303440583379	4.16349873228288	4.33771109212829	4.57046293102604	4.44161626940656	0	0.790772037862	0.863938450423971	0.739848102699327	0.298658315564515	0.495695162624069	0.189033824390017	0.411426245726465	0.632268215499513	0.782408564927373	0.516015147003665	0.454175893185802	0.669026765509631	1.60880924267552	0.659924558402378	0.799087306074004	2.40599235967584	1.41142624572647	0.839959587489532	0.516015147003665	1.47508488294878	0.411426245726465	0.516015147003665	2.59454854955035	2.37295209791183	3.02502879449152	2.55090066464752	0	3.21101219348551	3.38818953715608	1.4594316186373	2.11103131238874	2.97085365434048	2.5385381636298	1.65535182861255	2.8094144442359	1.04264433740849	1.08406426478847	2.15380533607904	2.14730669878029	0.807354922057604	0.7311832415722	0.321928094887362	0.782408564927373	0.176322772640463	3.54720302475693	2.18903382439002	1.75274859140713	1.23878685958712	2.17951105027151	3.44757919654888	0	0	2.13750352374994	3.52230689287139	2.6959938131099	1.91838623444635	0.356143810225275	0.238786859587116	0.356143810225275	0.27500704749987	0.298658315564515	0.53605290024021	0.37851162325373	0.855989697308481	0.575312330687437	0.687060688339892	0.956056652412403	0.189033824390017	0.604071323668861	0.37851162325373	0.27500704749987	0.321928094887362	0.16349873228288	0.704871964456353	0.748461233004036	0.584962500721156	0.632268215499513	0	0.659924558402378	0.454175893185802	0	1.16992500144231	0.0840642647884745	0.879705766282288	0.20163386116965	2.39780296186249	2.46988597627446	3.68594014844598	4.04614178164472	2.22958792274065	1.31614574229336	0.333423733725192	0.16349873228288	0.575312330687437	0.53605290024021	0.748461233004036	0.464668267003444	0.214124805352847	1.0703893278914	1.23878685958712	0.7311832415722	0.739848102699327
"CHST12"	1.35049724708413	2.37295209791183	2.87184364850932	2.31903981556254	4.32624970083746	1.14404636961671	0.687060688339892	0	1.22032995487956	2.611172380044	3.23419472295381	2.45154083301783	3.11270013274936	2.09761079662642	3.01970191444255	2.67355642399014	3.41006969175638	2.17632277264046	5.30524096595448	2.8073549220576	2.04264433740849	1.89141918684608	3.42223300068305	3.51601514700366	3.19377174339668	2.56559717585422	3.10768786931437	3.77399632511117	3.5909612413426	3.1811025507538	2.7311832415722	3.37016428054021	2.9560566524124	3.19849415363908	3.19377174339668	3.78764141448333	2.87970576628229	2.71149490665009	3.30597052098439	2.96716860753263	2.74846123300404	2.87578006306849	2.22958792274065	2.99638874644762	0.815575428862573	1.18269229751619	0.863938450423971	0.641546029087524	4.54101915313356	1.81966818349646	0	1.75274859140713	1.32768736417605	2.23878685958712	2.23572705983806	0.575312330687437	0.948600847493356	1.28095631383106	1.01435529297707	1.73552217729654	1.35614381022528	2.32481060342048	3.08236196955747	2.44095219802964	2.23572705983806	2.20789285164133	1.78659636189081	2.57046293102604	1.41683974191283	2.43829285157915	0.622930350920177	3.02502879449152	0.871843648509318	1.51601514700366	0.831877241191673	0.678071905112638	4.18982455888002	0.704871964456353	3.1554254317472	2.8499992594661	2.87184364850932	3.09929520433778	2.95791459863299	3.03210084316702	3.10601323762212	2.85996954822103	3.11603199344711	2.79285535236249	3.09592441999854	3.05484847699562	2.91838623444635	2.54596836910529	3.23725777090037	3.1554254317472	2.96162332828694	2.98185265328974	2.68929916053589	3.27202318906105	3.55213110825378	2.89917563048051	2.93734439215023	1.93734439215023	2.99638874644762	2.25701061820602	2.66902676550963	1.89917563048051	3.03562390973072	0.722466024471091	2.85598969730848	0	2.31324585178756	2.46205231879643	2.36457243229586	3.1906148602095	3.20476675065461	3.08406426478847	4.06953032516231	3.00180224263399	2.31324585178756	2.45154083301783	2.73335434061383	2.18903382439002	3.87970576628229	2.28392177230762
"HLA.DRB5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTOF"	0.678071905112638	0	0.871843648509318	0	0.495695162624069	0.432959407276106	0	0	0.823749360308273	0.0976107966264223	0.124328135002202	0.0976107966264223	0.250961573533219	0.443606651475615	0.070389327891398	1.28688114778816	1.41683974191283	0.863938450423971	2.73984810269933	0.704871964456353	0	0.604071323668861	0.22650852980868	0.55581615506164	0.137503523749935	1.08406426478847	1.29278174922785	0.0565835283663675	0.53605290024021	0.250961573533219	0.263034405833794	0.111031312388744	1.48026512205446	0.111031312388744	1.16992500144231	0.321928094887362	0.669026765509631	0.941106310946431	0.422233000683048	1.40599235967584	0.0976107966264223	0.189033824390017	0.0143552929770701	0.0426443374084937	0	0	0	0.411426245726465	0.422233000683048	0.799087306074004	0.782408564927373	0.545968369105292	0.526068811667588	0	0	1.09761079662642	0	0.632268215499513	0.669026765509631	0	0	0.176322772640463	0.176322772640463	0.432959407276106	0.0840642647884745	0.432959407276106	0	0	0	0.799087306074004	0.400537929583729	1.70929063572336	0	0	0	0	0	0	0.070389327891398	0.0840642647884745	0.505890929729957	0.0976107966264223	0.189033824390017	0.748461233004036	0.263034405833794	1.28095631383106	0.0143552929770701	0.0840642647884745	0.150559676575381	0.0426443374084937	0.189033824390017	0.0143552929770701	0.150559676575381	1.07724299893246	0	0.16349873228288	0.0565835283663675	0.0143552929770701	0.263034405833794	0.0426443374084937	0.0840642647884745	0.070389327891398	0.0143552929770701	0.321928094887362	0.669026765509631	0.0565835283663675	0.925999418556223	0	0.485426827170242	1.13093086982645	0	0.411426245726465	1.52606881166759	0.31034012061215	0.948600847493356	0.27500704749987	0.16349873228288	0.137503523749935	0.0565835283663675	0.0840642647884745	0.0565835283663675	0.0426443374084937	0.070389327891398	0.176322772640463
"FAM20A"	5.33556900555675	5.84599177066457	2.26903314645524	1.85199883711245	3.92504996472736	3.5957423394744	5.17032569441556	4.38543103719352	7.06856333533888	1.71808758396052	1.60880924267552	1.02147972741045	2.54349588342577	1.0071955014042	1.85199883711245	5.17352723812251	5.34269695998193	6.60954813899943	5.09043004232162	5.44824022521607	5.41278152533848	5.95093492831454	2.38128337250378	3.11103131238874	2.53605290024021	2.83592407425437	2.24488705912353	1.91456452349394	2.47767732756531	2.22650852980868	1.67807190511264	3.33913738491959	1.50080205305716	3.1243281350022	1.94110631094643	1.48026512205446	1.11769504266975	4.06695024392463	2.91073266190291	4.94063660720115	1.98185265328974	2.6915341649192	2.4905701304462	2.27500704749987	5.43862553808838	5.16269343221124	5.55979769575487	3.50462039240355	4.97177344719337	5.01212167271222	4.98959318493877	5.6313953536956	5.71149490665009	4.51222688651396	5.88557436437143	4.26077843189343	4.82883464946806	4.17312743348066	4.94157586181824	5.97567603779733	6.47638168756724	1.87578006306849	1.81147103052984	0.739848102699327	2.01077983875324	1.76553474636298	5.39574832817903	4.80529245560071	4.97452931248388	5.52356195605701	4.51032901949057	6.17612327114794	4.6724253419715	5.48928602262588	4.45877569908024	5.41515020542639	5.5090623863619	5.23878685958712	1.66448284036468	1.26303440583379	1.4905701304462	2.3305584000308	2.26903314645524	2.38681094647222	2.1243281350022	1.66448284036468	2.33342373372519	1.41142624572647	2.6507645591169	1.28095631383106	1.88362081628567	1.09085343045111	2.114367024952	1.90303827011291	1.66902676550963	2.29865831556452	1.84799690655495	1.83995958748953	2.79701297783614	1.36737106564853	1.97819562968165	1.44890095114513	2.0496307677246	1.97452931248388	1.4905701304462	1.79493566280354	1.63691458035588	5.9923152518612	4.52042224852645	5.4262647547021	5.19770815795585	4.60407132366886	1.91073266190291	1.92219784839637	1.63691458035588	2.0036022366802	5.24678809384436	2.24488705912353	1.49569516262407	1.25701061820602	0.55581615506164	1.23266075679027	1.27500704749987	2.11103131238874
"BTN1A1"	1.0703893278914	1.790772037862	0.0426443374084937	0.411426245726465	0	0	2.51096191927738	0.367371065648529	1.52606881166759	0.0426443374084937	0.070389327891398	0.0840642647884745	0.111031312388744	0	0	2.04614178164472	2.33342373372519	2.16349873228288	2.15055967657538	2.76128527336162	2.10433665981474	4.02680005934372	0.0976107966264223	0.505890929729957	0.0143552929770701	0.0285691521967709	0.20163386116965	0.189033824390017	0.0426443374084937	0.0285691521967709	0.0426443374084937	0.070389327891398	0.20163386116965	0.27500704749987	0.0143552929770701	0.0840642647884745	0.0285691521967709	0.422233000683048	0.124328135002202	0.27500704749987	0.31034012061215	0.070389327891398	0.16349873228288	0.0976107966264223	3.09085343045111	1.23266075679027	2.16349873228288	0.84799690655495	1.41683974191283	1.48026512205446	1.20789285164133	1.92219784839637	0.613531652917927	0.464668267003444	1.03562390973072	1.4541758931858	2.64385618977472	0.422233000683048	0.443606651475615	1.0703893278914	2.70487196445635	0.150559676575381	0.070389327891398	4.99819550315325	0.0285691521967709	0	0.516015147003665	1.35614381022528	2.95233356636969	1.6959938131099	1.33913738491959	2.98185265328974	0	2.64846544302731	1.07724299893246	1.18269229751619	0	2.94110631094643	0.0565835283663675	0.0840642647884745	0.0426443374084937	0.189033824390017	0	0.111031312388744	0	0.0143552929770701	0.0285691521967709	0.0426443374084937	0.070389327891398	0.124328135002202	0.0565835283663675	0.0285691521967709	0	0.137503523749935	0	0	0	0	0.0976107966264223	0	0.0285691521967709	0.0285691521967709	0	0	0	0	0	1.25701061820602	1.78659636189081	1.76977173924945	0	0.84799690655495	0.422233000683048	0.0143552929770701	0.0565835283663675	0.0143552929770701	1.41683974191283	0.0565835283663675	0	0.111031312388744	0	0.0143552929770701	0.137503523749935	0.0565835283663675
"C13orf18"	0	0	1.66448284036468	1.6959938131099	1.03562390973072	0	0.37851162325373	2.71149490665009	1.58976348698498	1.97819562968165	1.29865831556452	1.14404636961671	1.91456452349394	1.0496307677246	1.88362081628567	1.72683121703249	1.83592407425437	1.72246602447109	1.790772037862	0.863938450423971	2.47248777146274	0	1.76977173924945	3.76659516172927	1.48026512205446	1.29865831556452	2.5385381636298	1.44890095114513	1.35049724708413	1.97819562968165	1.90689059560852	2.48026512205446	1.97452931248388	2.45680614923047	2.26303440583379	1.66902676550963	1.43295940727611	3.99457972421575	3.14404636961671	3.51475349843975	1.94485844580754	3.23572705983806	2.58496250072116	2.07382023329167	1.54101915313356	0.55581615506164	0.799087306074004	0	0.613531652917927	0	0.641546029087524	3.4944156103975	0.815575428862573	0.970853654340484	2.4032677223393	0	0	0.516015147003665	0	1.29278174922785	0	1.71808758396052	1.63691458035588	1.49569516262407	2.83794324189103	1.99638874644762	1.51601514700366	0.356143810225275	2.79285535236249	0.992768430768924	0.632268215499513	1.77399632511117	0	0	0.485426827170242	1.89141918684608	2.04614178164472	0	2.19534759832222	1.76553474636298	1.41142624572647	1.92599941855622	1.93734439215023	3.05484847699562	2.23572705983806	2.15380533607904	2.53356334821451	1.49569516262407	2.28392177230762	1.11769504266975	1.83187724119167	1.26903314645524	1.790772037862	2.01435529297707	1.55090066464752	2.38956681176273	2.57046293102604	2.03913839390696	2.877744249949	1.28688114778816	2.39231742277876	1.20163386116965	1.86393845042397	2.22958792274065	1.86789646399265	1.94485844580754	2.3533232911629	1.41142624572647	2.01077983875324	0	1.29278174922785	0.505890929729957	1.76128527336162	1.81966818349646	1.73552217729654	2.18586654531133	4.26303440583379	1.89917563048051	1.4276061727819	2.21412480535285	0.978195629681652	1.31034012061215	1.47508488294878	2.48026512205446
