GeneSymbol	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
NPPC	NA	NA	NA	NA	NA	NA	0	NA	NA	0	0	NA	NA	1.71766834731528	NA	NA	NA	0	2.62024422151849	NA	0	NA
NPR1	0	0	0	0	NA	0	0	0	0	0	NA	516.331898761022	NA	0	0	NA	0	0	0	NA	NA	410.647570578115
NPR2	NA	0	NA	NA	NA	NA	NA	0	0	0	43.6836091565151	53.3191541703713	NA	NA	NA	7.37839637911719	0	NA	0	NA	NA	35.5214336867671
NPR3	0	0	0	0	0	0	0	0	0	0	199.235050598137	328.544167664406	NA	0	0	NA	0	0	0	NA	NA	NA
NPRL2	1	NA	16.2559301935833	NA	NA	1	NA	57.5898488360408	1	NA	NA	1	NA	10.4872239929383	NA	15.7866387833765	76.4056836596616	1	28.6451456484301	NA	NA	NA
NPRL3	31.5730218559409	NA	NA	NA	NA	14.0767180504032	NA	NA	NA	0	37.5581283966812	NA	NA	18.8801361934576	NA	10.7964853299622	NA	NA	10.5692038192536	NA	0	NA
NPS	1	1.00000000000001	0.999999999999999	1	1.00000000000004	0.999999999999999	1	1	1	1	1	1	0.999999999999999	0.999999999999999	0.999999999999999	1	1	0.999999999999999	1	1	0.999999999999992	1
NPSR1	0.987760907210227	0.975705984211594	1.0002565911885	1.0031165012859	1	1.00393484193525	0.987314153955805	0.965231485329137	0.989583988832988	0.96859004119056	0.958798893435086	1.04631682201306	1.01562051594686	1.00795901130061	1.0348273332767	0.997207964560732	0.982327617588409	0.986697367379004	1.00957576924683	0.977092454421366	1	1.0463379126906
NPTN	1	NA	102.934938427889	NA	NA	NA	1	NA	NA	1	NA	1	NA	78.9860341884416	NA	88.3549295381618	278.723518953909	1	172.879168139893	1	NA	NA
NPTX1	1.56122890718315	NA	2.7388547233623	3.26909703886529	NA	NA	0	NA	0	0	0.0105327041349035	0.387722878871584	0.522103403743797	NA	NA	1.35296882819526	0	NA	1.1447301031018	NA	NA	1.81323419813309
NPTX2	0.0202964560686394	0	0.441597859092805	0.998249144913003	0	1.946675272839	NA	NA	0	NA	4.20505881048908	0	0.399400303371181	4.07894399832042	NA	1.70699029434888	NA	NA	0	1.40537630165921	NA	1.3478174649417
NPTXR	NA	0	NA	0	0	8.32952230952545	0	NA	0	0	22.2388414534284	NA	NA	10.0611971193019	0	4.70554653228563	NA	NA	NA	NA	0	0
NPVF	0.994736570650429	0.953469969122523	1.00137425907613	1.00081244288366	1	1.00402662600788	0.954157096433437	0.99438268053034	1.04635402805895	1.01173808030007	0.998953878851351	0.997009505299288	0.987782292547928	0.993877211282201	1.00966144319929	1.00089148735253	1.04181509906702	1.12257151629388	0.992498670243255	1.01229365457882	0.959315373441028	1.0137319442535
NPW	0	0	0.864331795861715	NA	0	0	NA	NA	0	0	0	NA	0	3.73405902668677	6.20775252651633	1.62306697067494	10.3480065190907	NA	0	NA	0	1.7898712048094
NPY	NA	0	3.82563628725443	0	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	0	3.00645986023067	NA	0
NPY1R	NA	0	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0
NPY2R	NA	0	35.5333265159008	NA	NA	0	0	0	0	0	NA	NA	0	0	0	0	0	0	NA	NA	57.6065757462499	0
NPY5R	0	0	0	0	NA	NA	0	0	0	0	NA	45.2892056795391	29.7101597593068	0	0	NA	0	NA	NA	NA	NA	NA
NPY6R	2.09428078004333	0	1.34763194500543	NA	NA	0.301860649837499	NA	NA	0	NA	NA	NA	NA	NA	NA	0.564180613763771	NA	0	0	NA	NA	0
NQO1	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NQO2	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	294.352869033847	NA	NA	NA	32.2309616739113	NA	NA	NA	NA	468.844447323039	NA
NR0B1	1	1	1.45424682652093	1.37612828387743	1	0.908025524067076	1	1.54731602638038	1	1	1	1.96312631219849	1	0.80542428352046	0.759972123912923	1.0703437753466	1	1	2.26505384475191	1.30972715016454	NA	1.56792260144423
NR0B2	1.22464121502982	1	1.02740762380673	1.07120393505596	1	1.26022560337955	1	1	1	1	1	1	0.781048248231359	0.893086146159049	1.01260706911788	1.05246249301263	2.3591006922081	1.5055991608683	0.954181411954499	0.85780912063375	1	1.01115558100077
NR1D1	NA	NA	NA	19.8805048975354	NA	NA	NA	NA	NA	0	NA	NA	16.8505776979698	7.26575306741827	0	NA	0	NA	NA	NA	NA	NA
NR1D2	52.8622146289257	NA	NA	NA	NA	NA	0	0	0	NA	NA	128.567789774863	NA	NA	NA	NA	NA	0	54.4896624323413	NA	NA	NA
NR1H2	1	NA	26.5248605492735	40.8367753874045	NA	18.7818565604728	NA	NA	NA	1	NA	80.6503706252958	40.7368624329646	47.102729407989	1	36.1981986788356	NA	1	NA	35.7717289176014	1	1
NR1H3	0	0	NA	NA	NA	14.0936456656162	NA	0	0	NA	94.6242473519687	186.400795801086	NA	NA	0	32.9538263085067	0	0	NA	NA	NA	117.786168999762
NR1H4	1	1	NA	0.991024148816999	1	NA	1	1	1	1	NA	1	0.814330820266525	1.43100435052889	1.085299404601	1.30262606555059	2.07279074269253	1	0.40730174355742	0.759455477878004	NA	0.967193814277732
NR1I2	0.898393131488654	1	1.39417451546015	1.33495174946169	1	0.928571673790618	1	0.831480806167646	1	1.37586134185316	1.64762687930257	1.30753919076535	0.983192718483916	1.14474298726933	1.77825154211431	1.01054916796908	1.12383736745018	1	1.18874353691606	1.30710922479802	1	0.804861089991561
NR1I3	1.02324943981065	1.16678468277751	1.02886527119845	1.02652759527672	17.3284603607443	0.988147886055884	1.2989420356862	1.03028669627252	1	1.16902411183379	1.05912467983521	0.979244247437883	0.99880752869173	1.06815015717603	0.968204045003493	1.01609584746922	1.0642164181322	0.993326943349075	1.00236103944006	0.97016286646049	3.61029776821042	0.974894801438672
NR2C1	NA	NA	16.5516098771118	16.9372559830918	NA	10.2107564007088	1	NA	1	1	NA	24.41354928002	NA	NA	NA	10.4747911927029	NA	NA	1	1	289.479088400362	34.5198540633408
NR2C2	24.5673850228978	NA	20.5766908055954	32.6690247036172	NA	15.708084464231	1	NA	NA	NA	1	NA	NA	11.5634827065412	NA	18.3065623267296	NA	NA	17.4242615565616	22.9624573672828	NA	NA
NR2C2AP	NA	NA	NA	NA	NA	NA	NA	51.0790839484672	NA	NA	0	NA	NA	29.5216027218452	41.2929138557713	11.8563943756628	46.6273916787197	80.9016240982969	20.2129825834054	NA	NA	NA
NR2E1	0.844664029656326	1	1.1452601060589	1.07846943821299	1	0.948591586839497	1.98259253626307	0.983066582987072	1	1	1.01822212975847	0.703963637394927	0.921691410929643	1.04756077700183	1.26231867136003	1.04724573792222	1.48696543647495	1.42612008558857	1.00381332038903	1.16078442220816	1	1.05671589785037
NR2E3	5.57092942729282	NA	0.441232069140944	1.03216031164075	243.356528049839	1.83718427511445	0	2.1655512953359	0	NA	2.38373744520588	0	0.806798166660794	0.806366363831419	0	1.04516121226712	8.3806076517228	0	4.3888108829773	1.71567480412841	NA	0
NR2F1	NA	1	42.9224251205234	NA	NA	NA	1	1	1	1	NA	1	1	NA	1	NA	NA	1	NA	1	NA	NA
NR2F2	NA	NA	NA	NA	NA	24.916606818594	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	53.428932368761	NA	NA	NA
NR2F6	138.662817449121	NA	NA	NA	NA	NA	NA	135.34881229843	NA	0	NA	0	71.7454095674967	73.5568879255568	99.2218934649037	NA	NA	NA	NA	NA	0	0
NR3C1	NA	0	78.0736877586064	NA	NA	NA	NA	0	0	NA	NA	390.706085442354	NA	0	0	68.6596406255481	0	0	NA	NA	1516.63002343859	343.381329968958
NR3C2	1	1	33.9869648484572	22.7052306849059	NA	1	1	1	1	1	NA	40.5798127360968	NA	1	1	NA	1	NA	1	1	1	1
NR4A1	NA	NA	NA	NA	NA	NA	1	1	1	1	NA	NA	1	1	1	NA	NA	NA	225.249920440937	1386.71504678517	NA	NA
NR4A2	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	1	NA	1	1	NA	1	NA	57.9552111876863	239.739749962285	NA	1
NR4A3	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	1	1	NA	1	NA	NA	NA	99.6073330660289	623.030918752656	NA
NR5A1	1.03554466473183	1	0.891164709869565	1.18886732016319	1	0.944920224031626	1	1.16579668996526	1	1	1	1.14220199093426	0.998783721984624	1.06209492028172	1.70765495267294	0.94072846636911	1	1	1.14501235655216	0.966283796571409	1	1.07412451158606
NR5A2	NA	0	2.85971914709748	6.20637330501587	50.2584645162612	NA	NA	0	0	NA	NA	19.2509357341552	NA	0	0	5.13375852675013	0	0	NA	7.16424509034448	53.580937642877	19.551273540733
NR6A1	4.4733947085144	0	2.70768217107692	3.65627722112716	47.1595463263318	2.45709031043797	0	7.0761685494728	0	0	NA	0	2.79571392146089	2.40863223766594	NA	1.90652903975237	NA	7.12551601349743	NA	2.12105790942602	NA	0
NRADDP	1.08872927099023	1	1.32468882048959	1.25468542025754	1	1.11800885843094	2.05999583078835	1.1868624356092	1	1	1.54316338061799	0.710853315967538	1.40292693605839	1.06680298415392	1.04114667647701	1.0312751195868	1.23191710729113	1.09252167068199	0.95342420558604	1.13203996417579	NA	1.0729307828312
NRAP	0	0	0	0	0	2.59965952072739	5.16810671388849	0	0	NA	0	NA	6.15937732835501	1.03375065583121	NA	0	NA	0.804686179360274	NA	NA	NA	NA
NRARP	13.2688506023399	NA	0	NA	0	NA	NA	NA	NA	0	0	NA	12.6970039282112	8.02553339188595	13.5334401769373	NA	NA	NA	NA	NA	0	0
NRAS	NA	NA	27.9389025317202	NA	0	14.5875369976886	NA	NA	NA	NA	NA	NA	NA	36.638516560576	90.9741127895032	21.7154195973595	NA	128.971396759263	19.4528249401878	37.4454884753449	369.205909403104	NA
NRBF2	1	1	16.2191918986742	33.8873792945607	NA	11.8439238958991	113.749741945167	NA	NA	1	NA	67.3311998864639	NA	NA	1	19.903342038704	NA	74.3375952084033	NA	39.7955912743804	1	57.0833873667171
NRBP1	NA	NA	60.4667662177954	NA	NA	56.952965671697	224.195531174028	NA	NA	0	NA	NA	NA	65.675246009	151.956105742267	51.429325680574	NA	157.940699315584	52.8728033416208	53.2464404093717	NA	92.8414777229085
NRBP2	47.6547456757077	0	22.308949096702	33.0713987132892	NA	NA	0	0	0	0	93.2463122816543	74.442468444575	NA	NA	0	16.26722942792	0	NA	NA	NA	0	34.3424898447621
NRCAM	0	0	NA	0	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	26.7710680971598
NRD1	NA	1	51.8627018153995	NA	1	38.8876540543511	309.437790577805	NA	1	NA	1	1	NA	34.9558473630817	142.010168081297	54.1433585949509	NA	182.933936294569	NA	1	1	NA
NRF1	11.2971383783957	NA	10.228516700337	17.348391220025	NA	6.78040698952414	NA	NA	1	NA	NA	NA	NA	8.2194003999773	NA	6.58050574088207	1	17.3647099245034	7.8733522457944	7.57590152771563	1	NA
NRG1	NA	NA	63.36322910998	NA	NA	NA	1	NA	1	1	NA	NA	1	NA	1	NA	1	1	NA	NA	NA	1
NRG2	NA	0	11.8109090340342	NA	127.171808757765	0	0	0	0	0	14.8166114289408	15.8786266949512	NA	0	0	2.54841713971166	0	NA	NA	NA	NA	8.1547181435022
NRG3	NA	0	3.9002038383756	2.98127979697798	0	NA	0	NA	0	0	NA	NA	1.20718516989754	NA	NA	NA	0	0	1.87589883469491	0.114192931357835	NA	0.980186825906506
NRG4	1	1	1.73830636114126	NA	1	NA	1	NA	NA	NA	1	NA	1	NA	NA	NA	1	NA	1.60152539971867	NA	NA	NA
NRGN	NA	0	NA	6.0997194150122	NA	0	NA	0	NA	0	NA	10.9436208141307	NA	1.25787673856056	NA	2.3651260304468	0	NA	NA	2.28037246632877	NA	14.4409152762071
NRIP1	179.552816471665	NA	NA	0	NA	50.2209714619322	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	115.575257310035	NA	NA	NA
NRIP2	6.36029572291529	0	7.17734562049151	5.66477059733503	NA	1.48434239769497	0	0	0	0	9.81630281538433	NA	1.15686711518255	0	0	1.42793746219586	0	0	2.84649589392996	5.15297568097825	NA	NA
NRIP3	43.9111512522737	NA	0	NA	NA	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	0	0
NRK	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	0	0	NA
NRL	2.57963399332914	1	1.69331827684206	1.93869689737507	NA	1.76907097701685	1	3.77203870327404	1	1	4.69059949818004	2.11148942146317	1	1.60462224122357	1.24353668551117	1.86082391196085	3.77531454189822	1	1.7489138978433	2.04553290218558	1	1
NRM	NA	0	NA	11.9530529617681	NA	NA	NA	NA	NA	0	0	NA	NA	17.3374170082698	27.6841579943959	5.44835399744775	NA	NA	NA	10.2204136134388	0	NA
NRN1	0	0	NA	NA	NA	0	NA	0	0	NA	NA	211.825693496491	NA	0	0	NA	0	NA	NA	NA	366.700695170458	170.411426454122
NRN1L	3.13258600313394	1	1.60424490233488	1.63186434659052	NA	0.856901897538574	NA	1.52518199695579	1	1	3.23548073656201	1	2.22524371571197	1.04309226086297	1	1.26255577188088	1	1	1.04362674545615	2.32948253934334	1	1
NRP1	0	0	0	NA	NA	NA	NA	0	0	NA	NA	491.746562319536	NA	0	0	115.73990377408	0	NA	0	NA	NA	321.47870843518
NRP2	1	1	1	NA	NA	NA	NA	1	NA	NA	1	113.6748696678	NA	1	NA	39.0866870750661	1	NA	NA	NA	1	NA
NRSN1	NA	0	0.857433259079097	2.65946811939942	0	0	0	0	0	NA	NA	NA	0	NA	4.08425069973975	1.12216246509354	0	NA	1.10905997583233	0.212112752330838	0	1.81113762629086
NRSN2	49.7209288974656	NA	0	NA	NA	NA	NA	57.0895450005715	144.319243230658	NA	NA	NA	NA	28.3030546650304	NA	NA	NA	NA	28.7754087146835	NA	0	0
NRTN	0	0	4.89138175534372	4.11603071635258	0	2.18365472110574	0	NA	0	0	0	NA	NA	6.44451049164023	NA	NA	7.28264445952309	18.0241597191095	0	1.83908257007826	0	0
NRXN1	0	NA	12.0622738053947	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	0	NA	0	NA	8.34159214544019	6.59792026277237	NA	NA
NRXN2	5.77020036556548	NA	4.62146927615509	6.47390334140936	NA	NA	0	0	NA	0	NA	NA	0	NA	0	2.15522873336576	0	0	2.11716124523283	1.48793436842988	NA	NA
NRXN3	6.0881446573098	NA	6.01798822769823	NA	468.224823191755	3.56812304178655	0	NA	NA	0	10.1648533217814	NA	NA	NA	0	NA	NA	0	NA	NA	NA	0
NSA2	NA	NA	175.465495061317	114.723620728674	NA	1	NA	1	NA	1	NA	NA	1	NA	NA	69.0720722527258	NA	NA	144.404821571163	142.764755045048	3169.94566650438	NA
NSD1	NA	1	42.7366532475095	44.4341795819761	NA	35.3575455607734	NA	68.8897445751575	NA	NA	NA	1	NA	28.6326804152592	NA	36.3799956688785	77.3019602016794	NA	27.9696828187783	42.5485057087174	NA	NA
NSDHL	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	24.3126506389109	60.9919534271187	13.1838890352082	NA	NA	20.9297297743806	NA	1	NA
NSF	75.3965462669624	NA	NA	NA	0	NA	NA	NA	NA	NA	0	0	0	37.6650748527485	47.9069065967545	27.3841886620452	90.5954103539355	NA	65.6194027725239	NA	NA	NA
NSFL1C	NA	NA	28.9414687051594	26.2325959834174	NA	11.727626512648	NA	NA	NA	NA	NA	NA	NA	17.6007701500423	NA	20.0715349572111	NA	NA	22.5606088722647	25.4010192475511	1	33.817182970274
NSL1	1	NA	4.9625656872237	7.7058552843928	NA	4.6413155309636	1	NA	NA	17.0154072412684	NA	NA	NA	3.06423699071687	NA	5.35309541089087	NA	NA	9.65656848770344	NA	NA	8.5026272936354
NSMAF	NA	1	17.3019065102133	NA	NA	16.7978826266592	NA	1	NA	NA	NA	1	NA	15.0573672334899	29.4286954736506	21.9413526605369	NA	NA	NA	1	1	33.1794355139761
NSMCE1	1	NA	NA	NA	NA	52.1786566078632	1	1	1	NA	1	NA	1	40.6927216001529	NA	51.5116394262789	NA	NA	56.9617064890178	NA	1	1
NSMCE2	NA	NA	NA	0	0	21.2967459529085	0	NA	NA	NA	NA	NA	NA	29.8156008145664	64.0762582523808	17.7976940403509	NA	NA	29.613285296945	NA	NA	NA
NSMCE4A	NA	NA	38.9909755310021	42.708019753213	NA	28.0651629122482	NA	NA	NA	108.657174964592	NA	73.9365926706566	NA	NA	NA	40.1669428712171	NA	NA	31.7823434695984	1	NA	67.1098813011055
NSUN2	0	0	58.7552995536102	NA	NA	NA	146.880524505296	49.457210264099	NA	NA	NA	0	0	43.788676258221	74.112092784343	32.3024794145192	127.168613655049	NA	42.6186542334913	NA	NA	NA
NSUN3	1	1	16.2780979569722	9.96647507186883	NA	9.49099091278091	NA	17.4207423258816	NA	51.5761764769018	1	NA	NA	6.44172054191779	NA	11.1129850312632	NA	NA	15.6886800859152	13.1490982410428	NA	NA
NSUN4	NA	NA	12.014148461157	15.0485914068167	NA	12.9836183195891	NA	24.3455937530678	NA	NA	NA	NA	NA	9.18435728633279	NA	11.6671802753815	1	NA	NA	13.3942414958003	NA	NA
NSUN5	NA	0	NA	NA	NA	10.3783022693533	NA	NA	125.701734534656	NA	NA	NA	NA	24.7604932573203	69.295847578475	12.9740631730582	NA	36.0956827152849	17.115497913237	NA	0	NA
NSUN5P1	25.9807980457647	0	10.4499394823272	13.0604654685332	NA	NA	NA	NA	NA	NA	29.3853255739876	NA	0	9.34785930398121	NA	4.73210478316517	NA	NA	6.60173204680583	NA	0	NA
NSUN5P2	43.8193672651122	0	28.8253286188324	39.9498040947486	NA	NA	NA	NA	NA	NA	44.6025010005012	NA	NA	17.971862713223	NA	10.7694127844447	NA	NA	NA	NA	NA	NA
NSUN6	20.5317196269999	NA	19.8302996560913	15.8860761198433	NA	8.59191632744623	NA	NA	0	NA	24.3229819241033	0	NA	NA	NA	7.68023047931272	NA	NA	16.7070713414868	11.6624741678998	222.786472872107	0
NSUN7	11.4552889864749	0	10.7862578822725	8.77137514149561	NA	5.47984853127511	NA	15.3214784870629	0	NA	NA	0	0	6.57762508588627	0	NA	NA	NA	14.0358269445435	NA	NA	0
NT5C	86.3749224592758	NA	19.1156872719637	35.6812997981394	NA	27.9132369913079	0	NA	330.990027463119	NA	NA	NA	37.8765824701549	12.7517274081757	NA	20.447151307792	NA	0	NA	NA	NA	NA
NT5C1A	1.84388844001352	1	0.900240568301105	1.19656881094515	1	1.21120729543331	1	1	1	1	2.49251640769889	1.70827713556601	1.21461095737566	0.938094369322632	1.09147328345656	1.08402291707937	1	1	0.968898867220582	0.873443947544905	NA	1.83532914799567
NT5C1B	0.932191159710031	0.645849592729111	0.98274727557143	1.09907406261236	1	0.973403235661484	1.85567936498829	1.08288735675503	0.809402651042912	1.05368419344327	0.836897297531524	1.04901398866938	0.982196015362607	1.09483209404103	0.969364754912817	1.01652239760003	1.26290572829004	0.997842621219986	0.990289468216428	0.97981188631676	1	1.03624728557524
NT5C2	NA	0	36.9378504666651	23.5634762613815	NA	16.8867444908071	NA	NA	0	NA	NA	NA	NA	24.5448240686775	33.2102533170987	8.7760602780294	NA	NA	21.4567972244727	29.3866626488998	NA	20.6086841561424
NT5C3	NA	NA	29.3973725409757	NA	NA	NA	288.555457024101	NA	NA	NA	NA	NA	NA	NA	140.12784635255	NA	1	211.494879590551	49.6187696295944	1	1	NA
NT5C3L	NA	NA	39.8419968748456	31.0678516539117	NA	22.6307349970911	1	NA	NA	NA	NA	NA	1	43.826500549197	NA	27.1309337567988	NA	NA	NA	36.5497645945654	NA	NA
NT5DC1	NA	NA	24.2446048186937	NA	NA	13.7030033960441	1	NA	NA	NA	1	NA	27.8360073359103	NA	1	18.0612571726401	NA	NA	26.4777305488183	NA	NA	NA
NT5DC2	NA	0	35.8159519435177	43.3787291607602	0	NA	NA	NA	0	0	NA	NA	0	71.6815150728838	NA	NA	NA	NA	NA	NA	NA	NA
NT5DC3	NA	NA	19.3304239247317	NA	NA	NA	0	NA	0	0	28.0020953107595	NA	NA	5.38429495655802	NA	5.30656717244329	NA	20.712866532108	8.05328155766331	5.31780981093683	NA	NA
NT5E	NA	0	NA	NA	106.994711025329	NA	NA	0	NA	0	NA	NA	NA	0	NA	22.7570306862899	0	NA	NA	NA	513.179870964934	NA
NT5M	6.37464763444623	NA	NA	4.37240925298216	NA	0	0	5.94206359399161	NA	NA	NA	7.2762069773853	4.6761442076485	5.03489572370779	6.24063562969782	2.68918300519047	14.4090801164128	0	5.53581018806142	0	NA	NA
NTAN1	1	1	NA	NA	NA	28.4415282140762	1	1	1	NA	NA	179.680767102457	NA	1	1	54.2452812521566	NA	NA	1	NA	1	149.610746472634
NTF3	0	0	NA	NA	NA	0	0	NA	NA	NA	46.3886140616317	NA	0	NA	0	NA	NA	0	NA	9.54078735304417	NA	0
NTF4	NA	NA	16.4406046346468	9.01154008547151	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	NA	1	1
NTHL1	NA	NA	NA	NA	NA	15.0542543339083	0	NA	NA	NA	0	NA	NA	29.2350693100213	37.8172958587396	18.3183156713761	69.7067809256454	NA	NA	NA	0	NA
NTM	0	0	0	0	0	NA	0	0	NA	0	NA	67.6279948019856	NA	NA	NA	14.6935437189889	0	0	0	NA	NA	33.5614046368658
NTN1	NA	NA	NA	10.5935222662005	NA	NA	0	NA	NA	NA	0	13.8053107051788	0	9.6251118066105	NA	4.76097066128175	NA	NA	NA	NA	0	NA
NTN3	1	1	1.12240193620773	1	1	1.21757478301377	1	1.4824098847142	NA	1	1	2.82068631380006	1	1.79254789259514	1.74108497414265	1.46378673103999	1	1	1.52753145045759	1	NA	1.82480388447452
NTN4	NA	NA	198.303721862375	170.589050920972	9681.78660274338	NA	0	NA	1063.28860501254	0	630.660829259128	0	NA	0	0	NA	NA	0	222.897879583328	269.945515624493	3453.28379997956	0
NTN5	3.38252670521351	NA	2.26125003267653	2.30218906309937	1	1.45354588407552	NA	1	1	1	1	1	1	0.746766831368144	1	1.29410002036356	NA	1	1.01297526150791	1	1	1
NTNG1	NA	NA	0	NA	0	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA
NTNG2	1.78620291695358	1	1	1.82649915632237	1	1.34932030026655	6.37667512320772	1	1	1	1	1	1	1.6295503839779	2.59469284909743	1.73466362624239	1	1	0.905301243297266	1.49371158223414	NA	2.98282646248763
NTRK1	1	NA	2.93295596067195	1	1	1.36889491609049	1	1	1	NA	1	1	1	0.848426541661736	1	1.20534319991795	NA	1	1.7601749678849	1	NA	2.79163681234191
NTRK2	NA	0	134.471823215203	NA	NA	0	0	0	0	0	588.728619557071	824.606233127466	NA	0	0	NA	0	0	NA	167.754643135806	3005.88698125216	NA
NTRK3	NA	0	13.0881406994116	NA	NA	NA	0	0	0	NA	NA	74.8628226397154	NA	NA	0	NA	0	NA	NA	NA	123.638874169986	42.5938974919314
NTS	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA
NTSR1	1	1	0.693487474706854	1.75239897331474	1	1.10170006638021	NA	1.58875711687365	1	1	1	1.61588917725976	1	1.22332774846653	1.42956885708331	1.11898887920635	1	1	0.551084233200366	0.980140926669795	1	1
NTSR2	1	NA	1	NA	NA	1	1	1	1	1	NA	NA	1	NA	NA	NA	1	NA	NA	1	NA	NA
NUAK1	0	0	0	NA	NA	8.15870051005462	0	0	NA	NA	NA	57.0987170537954	NA	NA	NA	17.450505350788	0	NA	NA	20.0039422898231	NA	33.021704806527
NUAK2	10.7227063871193	NA	0	NA	0	7.05856298517254	NA	NA	NA	NA	NA	0	NA	8.0763527178169	14.9327731581912	NA	NA	0	7.64649568573639	NA	0	NA
NUB1	NA	NA	19.1476583098674	67.1235601895359	NA	NA	190.097638539591	1	NA	NA	NA	151.945522433764	NA	17.817598085956	107.748571935146	30.6419658489132	NA	NA	50.4727695701951	50.3762612494752	NA	NA
NUBP1	NA	NA	NA	NA	NA	25.1938498675338	1	1	1	NA	NA	NA	1	17.0838316777719	29.4299110698176	23.2246591313211	97.5799716025772	NA	34.9867974285911	29.4060589151559	1	NA
NUBP2	NA	NA	NA	NA	NA	31.5858798300988	NA	75.0223318019322	NA	NA	NA	NA	NA	52.1264457313253	53.2679867464219	26.610815564132	117.348673772607	NA	NA	0	0	NA
NUBPL	NA	NA	9.42743052797476	1	NA	9.58434473022318	1	1	1	44.5812701922009	1	37.830893127009	1	NA	1	12.2527527350458	1	1	1	NA	NA	22.6550875561267
NUCB1	NA	NA	104.269739473296	146.408926054868	NA	NA	NA	1	NA	1	1	422.722129398124	NA	180.738872064086	150.807518564094	166.639247150142	NA	NA	NA	158.664075186539	NA	209.312136973132
NUCB2	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	837.826385939655	0	183.757040113773	NA	NA	0
NUCKS1	NA	NA	111.239475021093	NA	0	NA	NA	NA	0	NA	0	149.462545453448	NA	139.746812459477	173.258870657176	86.9298041553688	NA	NA	252.860958006263	133.350252866493	1339.37828754532	126.972922633557
NUDC	NA	0	32.1306628709422	93.6459440516725	NA	NA	0	NA	NA	0	NA	NA	41.0889580351908	71.6749483254543	NA	39.232402441039	NA	126.407235044729	60.7508140790358	55.8280152561835	0	NA
NUDCD1	NA	NA	29.4091170504344	0	0	14.8333869163559	NA	NA	0	NA	NA	NA	NA	27.0072906126403	99.0257121787249	NA	NA	94.7897426565742	22.8487604841866	14.0750983521481	NA	NA
NUDCD2	NA	1	17.6329528947892	NA	NA	15.1062873235784	NA	NA	NA	76.5191598786318	NA	50.0520103983657	22.9430778503501	21.0437510581084	NA	23.0415531013798	NA	1	24.740010248692	1	NA	1
NUDCD3	1	1	26.21964980214	1	NA	33.6600415755057	NA	40.0804184560501	1	NA	NA	NA	NA	25.3130316137929	NA	33.3400052586753	NA	NA	NA	NA	1	1
NUDT1	NA	0	NA	NA	NA	NA	278.437131705521	NA	NA	NA	0	NA	NA	38.6322884567604	79.1787464381308	11.7629848219615	NA	171.629330797576	NA	NA	0	NA
NUDT10	NA	1	6.76309860905115	4.01890984914864	NA	1	1	1	NA	NA	NA	1	1	2.26810245457957	1	2.20972840627461	NA	NA	NA	1	NA	NA
NUDT11	NA	0	5.0839418171051	4.56622995370387	NA	NA	0	0	0	0	NA	0	0	2.44298592353779	NA	2.38994419889364	NA	0	3.47490481388059	2.93051619044352	NA	NA
NUDT12	17.8509756674859	NA	18.2749660738758	NA	NA	10.9486988367557	0	NA	NA	NA	NA	0	NA	NA	0	13.3526558053689	74.1266431924423	NA	29.5019056827072	NA	NA	0
NUDT13	4.09121677548476	1	3.00814679698633	1	1	2.86729059565167	1	2.93069976449776	NA	1	1	NA	1	0.873841583995151	1	1.73770538072009	NA	1	4.25663062972204	1	1	3.72913715831911
NUDT14	NA	NA	21.8511877748999	NA	NA	NA	0	NA	420.028865370811	0	NA	130.17674307356	NA	22.0762118287486	NA	19.6524096114889	NA	NA	NA	NA	0	NA
