GeneSymbol	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
A1BG	18.2741462608913	NA	NA	0	NA	NA	NA	14.1280495828479	75.9846174465757	NA	NA	0	NA	5.39086745510834	NA	3.02051377625447	26.4080440107991	0	6.47453923467701	0	0	0
A1CF	0.545691798719201	0	0.9141195072483	0.40001075728942	0	1.03227540905788	0	0	0	0	0	1.70091668802137	0.065834886879047	2.82922360257382	1.50162177706869	0.922643727869073	0	0	3.07075432766992	1.33170034689941	5.43894593681961	0.904494212995686
A2BP1	1.68919280594919	NA	0.961413252236513	1.72231311425334	NA	0.931321291819456	1	1	NA	NA	1	1	1.63560848469092	1.28583924796113	1	0.921621567382769	NA	1	0.887865262415164	1	NA	1
A2LD1	NA	NA	NA	0	0	6.36429254792501	NA	NA	NA	NA	NA	NA	NA	8.02347770466316	NA	4.75134169073667	NA	NA	6.89468898943815	NA	NA	NA
A2M	NA	0	NA	NA	12677.5223552433	NA	0	0	0	0	NA	1664.72274959729	NA	0	NA	360.593303104788	0	0	NA	308.459926184657	NA	982.231008145967
A2ML1	NA	0	NA	NA	0	0	NA	0	0	0	0	NA	0	NA	NA	0	NA	153.27498977832	NA	NA	0	0
A4GALT	NA	NA	NA	NA	NA	NA	0	NA	NA	0	51.7748607662479	NA	NA	NA	NA	NA	NA	NA	NA	21.3476306005687	NA	NA
A4GNT	1.01816986955118	1.15396710148893	0.989285470915442	1.04828514573284	1	0.996453894882679	1.02679524355118	0.975449194398425	0.929258974202916	0.90015616122813	0.989300068102619	1.05430032577815	0.983434287700774	0.997798442063386	1.00434235364049	1.00501409013792	1.07356394060027	0.959146880008392	1.00645205993098	0.994989393427239	1	1.02058172291342
AAA1	1	1	1.22426093318351	0.893260360363182	1	1.02215335279069	1	1	1	NA	1	1	1.49975910902661	1.00586889393461	0.8338069568205	1.02538634131757	1	1	0.96433050010319	1.37842633152361	NA	1
AAAS	NA	NA	27.6345684823745	27.9922540638995	NA	22.0951286291118	1	29.6509421684681	NA	NA	NA	NA	NA	22.4285192796632	NA	25.4548533063596	74.4289214841089	NA	28.0006325956372	NA	NA	NA
AACS	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	163.574169229892	NA	NA	NA	0	NA
AACSL	1	1	1.78759996879507	1.05748334140048	1	1.14429035658241	1	1.31975576216991	1	NA	1	1	1	0.929018252356432	1.58063402252642	0.957471299252188	2.4586704666086	1	1.32308570246213	0.885408207292225	1	1.24681301546503
AADAC	0	0	0	0	0	0	NA	0	0	NA	0	NA	NA	0	0	4.221164499765	0	0	NA	NA	NA	NA
AADACL2	1.9230375148514	1	1	0.852691152557221	1	1.06475698045446	NA	1	1	1	1	4.03795251385544	1	0.743146794241773	1	0.715539211452708	NA	NA	3.82721439873905	1.88044439054573	NA	1.73414178801926
AADACL3	NA	NA	NA	0	NA	0.82379361659589	NA	0	NA	NA	0	NA	NA	0.0830213441937704	NA	NA	NA	NA	NA	NA	NA	1.35086107663233
AADACL4	1.00891516538132	0.957206704504408	1.00531122865677	0.996345405905226	1	1.00471429488149	0.940846712602327	0.960202116033393	1.05770326799411	0.986582668405237	1.04566942481166	1.14358453248256	0.938327860255457	0.980999677985323	1.0124447978935	1.00878610214634	0.935017659443901	1.1595463500712	1.00648933281485	1.00505179861223	1	1.02384481711203
AADAT	0	0	14.3565540383819	NA	NA	NA	NA	0	0	0	NA	NA	0	6.4878889909486	4.53046218291042	3.26383452843607	NA	NA	0	0	40.5366751721385	6.09669572463559
AAGAB	46.9493707121437	NA	NA	0	NA	NA	NA	NA	NA	155.38070113799	NA	0	NA	40.4281649974194	NA	24.1329043215511	172.155617904676	NA	68.034227077092	NA	NA	0
AAK1	NA	NA	NA	41.0827953880555	1	17.6028416945997	NA	NA	1	NA	1	NA	NA	14.3181952967272	NA	17.294372535687	NA	NA	19.4593346652998	27.32235403142	NA	NA
AAMP	NA	NA	71.8766090336606	NA	NA	66.7554074320772	NA	169.720246058491	NA	NA	NA	NA	NA	89.524256899175	70.1206548689133	72.7700468679734	164.82087673613	NA	78.2945705470921	1	1	NA
AANAT	1.14355095234466	1.01116585207835	1.02966104247074	1.03263521088774	1	1.08561384488667	0.78868575808548	1.22001111081455	1.43669943140521	0.632838880880388	0.849529976291299	0.734192788086444	0.99202599626364	0.948219241805502	1.01872763729039	0.991536064473517	0.775447448766812	0.857327465112037	1.06886405413687	1.07270239600535	1	1.12747995429733
AARS	NA	NA	64.0120969891279	NA	NA	NA	NA	NA	0	0	124.200697740894	149.160952958584	NA	84.1245681165998	163.653141584393	51.5404860226268	NA	NA	NA	NA	NA	NA
AARS2	1	NA	13.340620358507	15.5350668021204	NA	8.77316259767175	NA	1	1	NA	NA	NA	NA	14.4007520116128	NA	7.17380764054766	24.4224641702211	1	7.76230547290483	1	1	NA
AARSD1	NA	NA	19.7940528622096	NA	1	NA	1	NA	NA	NA	NA	NA	1	NA	NA	16.8448169122378	NA	NA	NA	1	NA	NA
AASDH	1	NA	18.3599052989192	NA	NA	12.1234744869732	NA	29.17690697791	NA	31.9807334250215	NA	1	NA	NA	1	11.3826558305692	NA	1	19.7501535441999	1	1	NA
AASDHPPT	NA	NA	31.4491871222524	NA	NA	26.673827327929	NA	NA	NA	81.0846794773288	NA	NA	NA	20.7743194283679	NA	22.0544844279439	NA	NA	34.7776116818704	1	1	NA
AASS	NA	0	23.7358649497923	16.4816659541801	NA	0	0	0	0	0	39.7615524450316	55.9396262914983	NA	0	0	7.11448941534533	0	NA	NA	NA	NA	44.935759663031
AATF	176.291207089941	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	36.2614297895951	NA	74.1798120365122	NA	NA	NA	38.1016166057337	NA	NA	NA
AATK	4.80150831565835	NA	0	NA	NA	0.484301967072658	0	NA	NA	0	NA	NA	5.37852521958167	2.55625155867206	0	2.23293261415326	NA	0	NA	NA	0	NA
ABAT	63.5556296550602	NA	0	0	1560.2608336285	NA	0	NA	NA	NA	NA	0	0	NA	NA	NA	NA	0	74.3208341861285	0	0	0
ABCA1	0	0	0	NA	NA	NA	175.524945576402	0	NA	NA	NA	258.052192770921	NA	0	0	59.8901648886678	0	0	NA	NA	NA	224.084435216498
ABCA10	NA	0	40.8595940549276	NA	NA	0	0	0	0	0	NA	51.9608053890468	NA	0	0	NA	0	0	NA	23.8995524646103	NA	NA
ABCA11P	13.8818477994833	NA	19.9585465697535	9.51586772325408	NA	5.56365113113887	NA	NA	NA	NA	1	NA	NA	NA	1	6.49264409561393	NA	NA	9.51043731108398	1	1	NA
ABCA12	NA	NA	NA	NA	NA	NA	198.73079966549	NA	NA	0	NA	0	0	NA	NA	NA	NA	NA	27.8662483416807	0	0	0
ABCA13	1	1	4.29129303877152	1	1	1	NA	1	NA	1	NA	1	1	1.76788054526364	NA	1	NA	27.7841531331998	1	1	NA	1
ABCA17P	3.26279681818681	0	0.918356474187895	2.88532701978033	0	NA	NA	NA	0	NA	0	NA	0.569149146363414	2.12318841824951	3.19574672528774	0.87880068514007	NA	NA	3.84058520516033	0.608726333785282	NA	0.620586845502331
ABCA2	36.6897107514941	NA	NA	NA	NA	14.0747879959194	0	57.4725228038027	NA	0	58.55733458852	NA	NA	NA	NA	14.0855839134277	NA	0	NA	NA	0	NA
ABCA3	NA	NA	NA	0	NA	NA	0	143.036428803199	NA	NA	0	NA	NA	31.0918006918942	NA	NA	NA	NA	113.036177154714	NA	0	0
ABCA4	NA	NA	NA	NA	NA	1	1	NA	NA	1	1	NA	1	NA	19.5559740309827	NA	NA	1	NA	NA	NA	1
ABCA5	NA	NA	57.0861377568889	NA	NA	NA	1	1	1	1	NA	62.183965711238	NA	1	1	14.3927730794512	1	1	NA	NA	1	49.0981791061043
ABCA6	0	0	NA	NA	NA	0	0	0	0	0	NA	256.212891594969	NA	0	0	35.1929377628383	0	0	NA	NA	NA	194.561710512779
ABCA7	NA	NA	0	NA	NA	12.2773494554684	NA	NA	NA	NA	14.8126485495827	NA	NA	8.67667599852368	NA	6.09767078583668	0	NA	NA	NA	0	NA
ABCA8	0	0	NA	0	0	0	0	0	0	0	NA	380.4369836932	NA	0	0	NA	0	0	NA	NA	NA	294.271458741948
ABCA9	0	0	NA	NA	NA	0	0	0	0	0	NA	158.814022709	NA	0	0	NA	0	0	NA	NA	434.773644080152	120.3443376736
ABCB1	NA	1	19.4954080278416	15.5591217962035	1	NA	1	1	1	NA	NA	NA	1	1	1	NA	1	1	1	NA	1	NA
ABCB10	NA	NA	NA	NA	0	13.5714432259567	NA	34.0895821488885	0	NA	NA	NA	NA	13.9252678662543	25.343207094192	9.0420042262401	NA	NA	29.9320729645925	NA	NA	13.9334433287041
ABCB11	1.45236728543632	0	0.171081939138977	1.3520126676306	0	1.29966629185265	1.59997179126054	0	0	1.29279158444872	0	7.37621598110987	1.48986544571623	1.11924202124008	0.150460724754702	1.34418430893685	0	3.00606152046998	0.73514862706042	0	NA	5.53532722396842
ABCB4	3.69403535141725	NA	1	1	1	2.08720277892946	NA	1	1	6.18958442774613	1	NA	2.92488778903854	1.55193354215782	2.83513345963204	1.82917021194985	NA	1	1.5143897929907	3.69215502252972	NA	1
ABCB5	NA	0	7.35467818542148	5.66539753127682	NA	0	0	0	0	0	NA	NA	0	0	0	3.49591945374128	0	0	5.62810418116416	NA	NA	NA
ABCB6	0	NA	NA	NA	0	NA	NA	33.4668390325052	NA	0	NA	NA	NA	12.1497522168087	NA	13.4324174716912	NA	NA	NA	NA	NA	NA
ABCB7	NA	NA	15.3142344315494	17.580854626834	NA	16.7933664457942	NA	NA	NA	NA	NA	NA	16.2255277554043	10.8458703980445	NA	18.4045286142161	NA	NA	23.1483494917459	20.7100342770796	NA	NA
ABCB8	NA	NA	NA	NA	NA	12.5532690354583	NA	42.8470376203179	NA	NA	NA	NA	NA	19.0297600625217	22.7723578583106	12.0557958539792	NA	NA	20.4878852293498	NA	0	NA
ABCB9	NA	NA	NA	NA	NA	NA	0	NA	0	0	NA	0	0	7.43970699435783	21.597628885512	4.5518100907581	NA	0	NA	NA	0	NA
ABCC1	NA	0	NA	NA	NA	16.9369910179606	NA	NA	0	0	NA	NA	NA	25.3668044773808	20.1084046210898	15.5905591824279	NA	64.0593246270636	NA	NA	NA	NA
ABCC10	1	1	5.48357931720927	12.4780986182922	NA	7.6607192714704	NA	1	1	1	NA	1	1	11.7905545128527	9.13084001833918	5.79988058301605	NA	NA	NA	1	1	NA
ABCC11	0	0	NA	NA	NA	0	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	0	NA	0	0	0
ABCC12	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	0	0	NA	NA	2.09721656358029	NA	0	0.438805298603318	0	0	0
ABCC13	0	0	NA	0	0	NA	0	NA	NA	NA	NA	0	0	NA	NA	NA	NA	0	NA	NA	0	NA
ABCC2	0	0	NA	NA	NA	NA	NA	0	0	0	NA	0	0	4.21365360844488	NA	2.72359921876828	0	0	NA	0	NA	NA
ABCC3	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1
ABCC4	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	19.8803253289928	NA	NA	NA	NA	NA	NA	NA
ABCC5	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0
ABCC6	0	0	0	0	0	NA	NA	0	0	NA	NA	113.639056210534	NA	0	0	10.2151348142482	0	0	0	NA	NA	NA
ABCC6P1	1	NA	1	1	1	1.51334481572631	NA	1	1	NA	1	7.44582361446561	1	1	1	1.83721976674481	1	1	1	1	NA	6.81243193918124
ABCC6P2	NA	NA	NA	1.94046540166329	NA	4.52484570982751	NA	0	0	NA	NA	10.9727867527662	0	2.70995599875566	0	NA	NA	0	NA	NA	NA	0
ABCC8	NA	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	0
ABCC9	0	0	0	0	NA	0	0	0	0	NA	NA	307.282154000706	NA	0	0	NA	0	0	NA	NA	NA	257.231095851668
ABCD1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	127.65032197857	77.8301357900708	NA	NA	64.7397987054597	8.7904016238518	NA	NA	NA	NA	1	1
ABCD2	0	0	0	0	0	0	NA	0	0	NA	NA	178.254810191339	NA	0	0	NA	0	0	0	NA	NA	91.6465632229685
ABCD3	138.366825166945	NA	NA	0	NA	NA	0	166.691560368092	NA	NA	NA	0	NA	55.609122748801	NA	NA	NA	NA	119.515609224182	NA	NA	0
ABCD4	22.2565297417309	NA	13.2670205868614	17.9335855817886	NA	8.03359117729721	1	NA	NA	NA	47.9090728695373	32.2564169271066	NA	1	1	13.5001409156945	1	NA	12.7069795919527	16.5572615535426	NA	NA
ABCE1	NA	NA	47.1811158051352	1	NA	25.4795954119596	1	1	1	NA	NA	NA	NA	32.2919122983188	75.2899063542635	29.6632976320048	1	1	33.129072905566	42.0643643128897	1	NA
ABCF1	1	1	1	34.5145278912916	NA	21.7428803880757	NA	NA	NA	1	NA	NA	NA	44.2718236608858	55.8016793499596	21.0048494769206	NA	125.237296314816	21.4513167510713	42.0736698133424	1	NA
ABCF2	NA	NA	33.5441878818332	29.3443385336597	NA	NA	125.715561838376	NA	0	NA	NA	NA	0	38.1161092119119	107.065874472969	28.0831823923856	NA	NA	NA	34.6675283349985	NA	NA
ABCF3	1	1	21.5726172162516	19.2651290942	NA	14.4026840648529	NA	52.5932945178544	NA	NA	NA	NA	1	28.7425990578926	24.8207492167947	18.941225230719	59.3216437525486	NA	17.85439752783	NA	1	NA
ABCG1	85.4010041101748	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	20.7860512049409	195.897535399531	NA	NA	NA	NA	NA
ABCG2	NA	1	21.4184596624774	NA	1	NA	1	1	1	1	NA	NA	NA	1	1	3.75235328426683	1	1	1	18.3035501746311	NA	NA
ABCG4	1.06343832106115	0.185745601778908	1.03478963141064	1.44475455315318	0	0.880646577653185	0.698963125088998	0.31122845383978	0.13819540901542	0.305851331543286	0.479998699127157	1.29636402409895	0.938210460832237	1.44980108259697	1.7957647830901	1.02178563761403	0.595937207352312	0.475518004789437	0.990873673232547	1.08554303816521	0.637306267169721	1.20529696017505
ABCG5	0.653541431186025	1	1.03291854934088	1.58267799111308	1	0.868337102328901	1	0.511829816292024	1	1.21047567594967	0.929286644425351	1.59862425864489	0.963775868182389	1.0448819531963	1.30106353684958	1.00097434342655	1.2677217855426	0.966520123890342	1.02712625617571	0.967488708401666	NA	1.18156662470404
ABCG8	0.960086490461171	1	0.947127601374786	1.74297332566921	1	0.861095356562805	1	1	1	1	1	2.31018019213066	1	1.0461702952848	1.1579946619168	1.03194238465136	1	1	0.977853091575106	0.765865479034769	1	1.87356220737576
ABHD1	1	NA	1.14299568856519	1	1	1.3452252919009	1	NA	NA	NA	1	7.27485956439464	1	1	1	2.34425704657046	1	1	2.68466589820197	1	1	4.60031354578649
ABHD10	NA	NA	27.4803581268879	NA	1	16.7676411766911	NA	NA	NA	82.9102995354956	1	NA	NA	NA	NA	20.0520443722474	1	NA	24.8908506250127	1	NA	NA
ABHD11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	68.7111600445664	128.083409734012	NA	131.982030662812	NA	NA	NA	0	0
ABHD12	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55.4879930970565	26.6357110809058	164.206226378098	NA	76.2283012434249	NA	0	0
ABHD12B	NA	NA	0	NA	NA	2.57720466110616	NA	NA	30.18261215695	NA	0	NA	NA	0	NA	NA	10.6238863256363	NA	3.27390839374235	0	0	0
ABHD13	NA	NA	12.6714730773005	11.3176026901006	NA	6.92549790546404	0	NA	0	NA	NA	NA	NA	NA	NA	9.0752344710687	NA	NA	NA	13.820920851957	NA	NA
ABHD14A	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	80.1103080483858	1	NA	1	19.1054298780674	NA	1	19.0131969818854	1	NA	1
ABHD14B	NA	NA	73.0990218107857	NA	NA	NA	0	0	NA	NA	214.673198121567	320.546604032008	55.3650288168707	0	0	53.0684711002496	0	0	66.0936071455688	73.564023105257	NA	151.228948998957
ABHD15	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	132.248375487188	NA	NA	NA	20.4022265798174	NA	NA	0	NA	NA	106.662821544746
ABHD2	316.261945160886	NA	NA	0	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	NA	0	0	0
ABHD3	NA	NA	0	NA	NA	23.3551019908945	NA	NA	NA	NA	NA	0	NA	NA	NA	15.2247890824787	NA	NA	57.9738154584565	NA	NA	NA
ABHD4	NA	NA	NA	NA	NA	16.7256414133091	NA	1	NA	NA	NA	45.7632917905605	NA	16.441987497918	NA	25.3470852011669	1	NA	17.8182756491568	NA	NA	NA
ABHD5	NA	NA	NA	NA	NA	12.0010953859336	NA	0	0	NA	NA	122.286886028752	NA	NA	0	21.6636032104214	0	NA	20.8828184202758	NA	NA	126.81901396915
ABHD6	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	56.2008982334941	NA	1	1	13.5562092108058	1	NA	NA	NA	NA	27.2085549962736
ABHD8	NA	NA	NA	NA	NA	5.75956320929534	NA	NA	NA	0	NA	NA	14.3658553961041	13.1924442041086	12.380335995212	6.40281027295015	NA	NA	9.63076672449518	NA	0	0
ABI1	NA	NA	39.6711992051111	38.729248920254	NA	23.9616073232038	NA	NA	1	NA	NA	NA	NA	33.8509301066308	90.8780263096685	25.0661806957541	NA	NA	52.1377423313925	55.1397457528768	1	NA
ABI2	1	NA	46.7859385084782	35.5210684849497	NA	NA	1	NA	NA	1	NA	1	NA	NA	NA	13.0840732715079	NA	NA	30.9263736633556	31.0360400772556	NA	NA
ABI3	NA	0	NA	19.1849119778074	938.66509868714	NA	56.1862517902312	0	NA	NA	19.3899645380331	NA	NA	2.67819588437594	17.7013404155844	7.24624909637898	NA	0	0	7.63564166195207	NA	NA
ABI3BP	NA	0	0	NA	NA	0	NA	0	0	NA	NA	NA	0	0	0	NA	0	0	NA	95.8098977222432	1169.4575303312	NA
ABL1	NA	NA	1	57.847713466961	NA	21.2313276885151	NA	NA	NA	1	137.933143035043	78.3290916378965	NA	NA	NA	34.9928157776289	1	NA	NA	64.0582000662504	NA	NA
ABL2	22.9893108826143	0	0	NA	0	16.1303538170198	NA	NA	0	0	NA	0	NA	18.5283141308056	54.7746248563775	14.9648541451972	NA	54.2494092225906	20.8345605576255	47.629130901142	191.591022122946	NA
ABLIM1	NA	0	NA	100.451800595632	NA	NA	NA	0	0	0	300.332549087104	341.978977320835	NA	0	0	75.0339093191938	0	NA	NA	141.582699297465	597.797376654878	152.429417798996
ABLIM2	1	1	NA	4.28764073445379	NA	2.14893089318379	NA	NA	1	NA	NA	1	NA	2.60718857126324	4.28544916720273	3.15641384120973	NA	NA	5.92953231908099	4.23444727052149	NA	NA
ABLIM3	NA	NA	NA	0	NA	0	0	0	NA	NA	189.98076804513	236.552435856352	88.2813720829873	0	0	26.0554804717822	0	0	NA	NA	NA	183.19856109015
ABO	NA	NA	2.67866085034569	3.05785601653942	1.37756740939168	0.407478303841142	0	NA	0	0	10.364973873962	6.87516824343239	0.410061878386355	0.922197707878104	NA	1.38460073383252	0	NA	0.864490557498711	NA	NA	NA
ABP1	1	NA	NA	1	NA	1	NA	NA	1	NA	NA	NA	NA	1	NA	1	NA	NA	NA	1	NA	NA
ABR	NA	NA	24.7166591845717	53.8431658338865	NA	NA	NA	NA	NA	1	134.431945984083	NA	NA	NA	NA	30.7870182187103	95.3175127968596	NA	NA	1	NA	NA
ABRA	1	1	1.06841726079369	0.946420030435456	1	1.14363981137916	1	1	1	1	1	3.40692722879068	2.02058611306549	1.06595718213057	0.995184543058326	0.880542454980456	1	1	1.12897108504663	0.864675777554612	NA	1
ABT1	NA	1	23.2671594438049	25.5937255071806	NA	14.9430242457958	NA	NA	1	NA	1	1	NA	24.2747938613913	33.0103778655854	14.0280928407288	1	NA	12.2110042706572	20.4237940486407	NA	NA
ABTB1	12.8234438629977	NA	NA	8.3361267940518	348.164023897522	NA	0	0	NA	0	63.5217301228295	36.9289063559978	NA	NA	0	8.34824380090877	0	0	NA	NA	NA	NA
ABTB2	0	0	4.47284798797271	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACAA1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	42.989627800484	1	NA	NA	NA	1	NA
ACAA2	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	792.152454120643	NA	0	0	92.8181353361208	0	0	0	NA	NA	382.3070428826
ACACA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	63.0982856853263	0	NA	NA
ACACB	0	0	0	0	NA	0	0	0	0	0	407.122332475558	1123.85038778931	NA	0	0	NA	0	0	0	NA	NA	869.0787839061
ACAD10	22.4740694582064	NA	7.8178376234211	13.8413361936942	1	13.672713144472	1	NA	NA	1	NA	NA	NA	7.57811047144127	NA	11.4138494933722	NA	NA	16.6412514812577	NA	1	NA
ACAD11	NA	NA	17.2741751878107	NA	NA	10.4820568440974	0	0	0	NA	50.452101217624	104.698997540978	NA	0	0	18.3713298483118	0	0	NA	NA	NA	67.490438453268
ACAD8	NA	NA	36.7729272786969	NA	737.263873450761	21.2179866242577	NA	36.5596490909539	NA	87.1158690717099	56.3900634020643	NA	0	NA	0	17.7890454276912	NA	0	NA	NA	NA	NA
ACAD9	NA	1	23.0385445325322	29.542107777574	NA	NA	1	NA	NA	NA	92.349185792356	109.805554540639	NA	33.150685747356	55.9203981977147	30.8653825190182	NA	NA	NA	1	NA	39.5422743946287
ACADL	0	0	NA	0	0	0	0	0	0	NA	NA	91.1486774479978	NA	0	0	5.00553595601382	0	0	0	NA	NA	51.5207576138164
ACADM	0	NA	46.50587981142	NA	NA	NA	NA	0	0	NA	NA	174.233655617795	NA	NA	NA	39.9514586946063	NA	NA	NA	NA	549.787306779275	99.919837946687
ACADS	NA	NA	0	0	NA	NA	0	0	NA	NA	NA	291.28955049458	69.6267062095824	0	0	35.8170447791954	0	0	NA	NA	NA	175.505387000823
ACADSB	130.907549925482	NA	NA	NA	NA	NA	0	NA	298.385213109689	NA	NA	NA	NA	NA	0	NA	NA	0	95.4109432730964	NA	NA	0
ACADVL	NA	NA	188.409756202764	NA	1	1	1	1	NA	NA	786.207146770909	753.573007517451	NA	NA	1	174.803386353927	NA	1	NA	1	NA	1
ACAN	NA	0	0	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	0	0	0	0
ACAP1	NA	NA	1	17.5980558929993	1	8.52998916166661	141.578316515328	1	NA	NA	NA	1	1	1	13.9912584401055	1	1	1	1	NA	NA	1
ACAP2	1	NA	24.0754650303072	29.2960584291358	NA	14.4068834231518	NA	1	1	NA	NA	62.6231795229441	1	13.0226396558983	33.8814450659595	24.9297387493773	NA	1	36.2003328644309	30.1296001531481	524.796219034065	43.5755081024581
ACAP3	21.5561064293104	1	NA	NA	NA	8.58493488271771	NA	42.2161706002385	NA	1	NA	NA	1	9.54828258621868	NA	12.1703765894935	NA	NA	NA	NA	1	NA
ACAT1	0	0	NA	0	NA	NA	NA	0	NA	NA	224.780211184332	464.515047802904	87.8431789772222	NA	0	63.9046331123534	NA	0	NA	NA	NA	233.879059967933
ACAT2	NA	NA	38.678446394455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132.413484421708	NA	NA	NA	NA	NA	NA	1
ACBD3	NA	NA	NA	NA	1	37.6425262464538	NA	71.9757512747853	NA	NA	1	NA	NA	39.8730337499321	80.0084946689459	29.7171968671661	NA	NA	106.529997458319	60.4311002107372	NA	NA
ACBD4	21.7308657175811	NA	10.3345973179715	NA	NA	NA	0	0	NA	0	32.7929072015052	32.0406644169441	13.8202423964183	NA	0	10.2080713832119	NA	0	13.4311215488805	NA	0	NA
ACBD5	NA	NA	NA	1	NA	13.0454950886138	NA	NA	1	79.6532744058045	1	1	31.6110655096383	30.4350531871026	29.5549316624933	18.7811618742517	NA	NA	37.0651807134859	NA	NA	NA
ACBD6	NA	0	NA	NA	NA	20.5209668272737	NA	85.6080067141398	NA	NA	NA	NA	NA	35.2653234725048	47.9388808714378	22.3322400428011	63.1383394284106	58.2693912280406	61.6516721871355	29.763457945811	NA	NA
ACBD7	0	0	3.70801440353929	NA	0	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	4.55101054538937	NA	NA	NA
ACCN1	4.12689700796476	NA	1.00209103763618	0	NA	0.457730827599892	NA	NA	NA	NA	NA	NA	NA	1.29759793759749	0	0.980000128012074	0	NA	1.16199561262663	1.50424848747277	0	0
ACCN2	4.3906643201533	NA	3.75586349152891	3.138776735965	0	NA	0	NA	NA	0	NA	NA	NA	3.04543220955956	0	1.93625880010032	0	NA	2.20401759850553	2.20397249370683	0	NA
ACCN3	1	1	0.782109882555967	2.3598853197948	1	1.06610757015428	NA	2.60889842470027	1	NA	NA	1	1	2.12655937312994	1.38566584623826	1.27623924367377	NA	1	2.50228411945181	1	1	1
ACCN4	1.25176345208425	1.89142873573017	1.12537949507567	1.23026152390969	1	1.05856023367559	1	1.17739904275716	1	1	0.857773563550075	1.04923524439844	0.799354591220194	1.13646194473187	1.02419482262247	0.987250973690958	1.11776341816832	1.17514419857461	1.29681367901837	1.06578932700234	1	1.35258862684821
ACCN5	1.00408438815324	0.920218803064996	1.02842087372652	0.990363302241565	1	1.00322872769625	0.946676144958174	0.994141524209004	1.01111071648995	1.06223020669855	0.967922312549834	1.03038895610823	1.01890072510963	1.01402850807043	0.99323006447989	0.998076794502334	0.990202742591327	1.00358241989465	0.994813678001927	0.992988678374062	1	0.982143309115504
ACCS	NA	NA	24.1971854657472	23.6574344789406	NA	NA	0	0	0	NA	76.2320167250701	NA	NA	0	0	14.9821819104231	0	NA	NA	16.1110371897943	0	NA
ACCSL	1.03503306031146	1.12380416502075	1.00612382514408	0.988105985384325	1	1.00395834641602	0.949138875586512	0.986768536924221	0.962630661670465	1.00135203312459	0.983848650532182	1.10870631445942	1.07050713016181	1.00488730622363	0.993887566821947	1.00053860162414	1.05212165723766	0.975817923541247	0.99009710505944	0.980729336446561	1.3764607538391	0.989827926308743
ACD	17.5832867083057	NA	15.812779579463	13.9954017305686	NA	NA	NA	NA	NA	1	1	NA	1	12.1037080816793	11.8288425599758	7.8421740113439	1	NA	NA	1	NA	NA
ACE	NA	NA	1	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	18.7641073069107	NA	1	NA	NA	NA	NA
ACE2	0	0	NA	NA	0	NA	NA	NA	0	NA	NA	0	0	NA	0	NA	NA	NA	0	NA	NA	0
ACER1	0	NA	NA	0.958243466780397	NA	0.499306362500079	NA	0.170725310960677	0	NA	NA	NA	0	1.39646759647063	0.584902875484613	0.838489502896065	NA	NA	NA	1.78064654026443	13.8205738013932	0.949764511599463
ACER2	NA	NA	NA	NA	336.465982549564	8.89158357308206	NA	0	NA	NA	NA	32.267291072545	19.2451211676012	NA	0	11.3225335812769	0	NA	NA	NA	NA	30.6568719086894
