"BC_HKB0561_1308_T"	"BC_HKB0772_1460_T"	"BC_HKB0876_1543_T"	"BC_HKB0895_1582_T"	"HKB0004_3006_T"	"HKB0005_3001_T"	"HKB0019_3006_T"	"HKB0036_3006_T"	"HKB0065_3006_T"	"HKB0084_3000_T"	"HKB0125_3006_T"	"HKB0134_3006_T"	"HKB0157_3006_T"	"HKB0161_3001_T"	"HKB0182_3006_T"	"HKB0211_3002_T"	"HKB0626_3000_T"	"HKB0644_3000_T"	"HKB0650_3000_T"	"HKB0677_3000_T"	"HKB0752_3000_T"	"BC_HKB0022_649_T"	"BC_HKB0112_933_T"	"BC_HKB0199_1263_T"	"BC_HKB0567_M1337_T"	"BC_HKB0728_1447_T"	"BC_HKB0738_1475_T"	"BC_HKB0757_1496_T"	"BC_HKB0761_1499_T"	"BC_HKB0838_1563_T"	"BC_HKB0873_1549_T"	"BC_HKB0890_1550_T"	"HKB0052_3000_T"	"HKB0054_3000_T"	"HKB0064_3004_T"	"HKB0074_3000_T"	"HKB0089_3001_T"	"HKB0097_3000_T"	"HKB0102_3006_T"	"HKB0120_3000_T"	"HKB0124_3003_T"	"HKB0129_3000_T"	"HKB0155_3000_T"	"HKB0160_3000_T"	"HKB0186_3000_T"	"HKB0207_3001_T"	"HKB0552_3000_T"	"HKB0573_3000_T"	"HKB0620_3000_T"	"HKB0683_3000_T"	"HKB0719_3002_T"	"BC_HKB0187_1214_T"	"BC_HKB0215_1134_T"	"BC_HKB0729_1445_T"	"BC_HKB0892_1559_T"	"HKB0008_3006_T"	"HKB0016_3006_T"	"HKB0023_3006_T"	"HKB0033_3006_T"	"HKB0038_3006_T"	"HKB0049_3006_T"	"HKB0078_3000_T"	"HKB0086_3006_T"	"HKB0088_3000_T"	"HKB0098_3005_T"	"HKB0101_3000_T"	"HKB0141_3006_T"	"HKB0143_3006_T"	"HKB0164_3006_T"	"HKB0168_3006_T"	"HKB0179_3006_T"	"HKB0191_3001_T"	"HKB0208_3006_T"	"HKB0209_3004_T"	"HKB0214_3006_T"	"HKB0219_3001_T"	"HKB0221_3001_T"	"HKB0230_3006_T"	"HKB0558_3000_T"	"HKB0564_3000_T"	"HKB0576_3000_T"	"HKB0579_3000_T"	"HKB0653_3000_T"	"HKB0665_3000_T"	"HKB0692_3000_T"	"HKB0698_3000_T"	"HKB0701_3000_T"	"HKB0722_3002_T"	"HKB0734_3000_T"	"HKB0737_3000_T"	"HKB0744_3000_T"	"BC_HKB0543_1306_T"	"BC_HKB0662_1294_T"	"BC_HKB0779_1486_T"	"BC_HKB0831_1520_T"	"BC_HKB0899_M1605_T"	"BC_HKB0921_1575_T"	"BC_HKB1385_1721_T"	"HKB0040_3002_T"	"HKB0044_3006_T"	"HKB0050_3005_T"	"HKB0056_3002_T"	"HKB0069_3000_T"	"HKB0079_3006_T"	"HKB0082_3006_T"	"HKB0091_3001_T"	"HKB0137_3002_T"	"HKB0167_3006_T"	"HKB0194_3006_T"	"HKB0659_3000_T"	"HKB0674_3000_T"	"HKB0710_3000_T"	"HKB0736_3000_T"	"HKB0751_3000_T"	"BC_HKB0668_1298_T"	"HKB0007_3005_T"	"HKB0067_3006_T"	"HKB0070_3002_T"	"HKB0080_3006_T"	"HKB0092_3000_T"	"HKB0094_3006_T"	"HKB0106_3006_T"	"HKB0108_3000_T"	"HKB0109_3006_T"	"HKB0115_3006_T"	"HKB0123_3006_T"	"HKB0127_3006_T"	"HKB0132_3006_T"	"HKB0158_3006_T"	"HKB0159_3006_T"	"HKB0162_3006_T"	"HKB0217_3005_T"	"HKB0220_3000_T"	"HKB0226_3001_T"	"HKB0227_3006_T"	"HKB0228_3002_T"	"HKB0629_3000_T"	"HKB0656_3000_T"	"HKB0668_3000_T"	"HKB0718_3000_T"	"HKB0721_3000_T"	"HKB0726_3000_T"	"BC_HKB0733_1459_T"	"BC_HKB0905_1623_T"	"HKB0006_3006_T"	"HKB0031_3001_T"	"HKB0035_3006_T"	"HKB0147_3000_T"	"HKB0196_3006_T"	"HKB0210_3006_T"	"HKB0222_3006_T"	"HKB0225_3001_T"	"HKB0232_3000_T"	"HKB0540_3000_T"	"HKB0585_3000_T"	"HKB0599_3000_T"	"HKB0605_3000_T"	"HKB0638_3000_T"	"HKB0713_3000_T"	"HKB0748_3000_T"	"HKB0750_3000_T"
"SERPINB2"	0	1.33913738491959	0	0	4.7235585614721	0	1.40599235967584	0.0976107966264223	0.250961573533219	0.748461233004036	0.263034405833794	4.29204549249286	4.69097573834328	4.32048467801769	3.39094277280254	5.36071542539293	0.16349873228288	0	3.37155886261196	3.17791779219584	0.970853654340484	0	0.782408564927373	0.75702324650746	0	0	0	0	1.43829285157915	0	0.722466024471091	0	0.189033824390017	0.0840642647884745	0	0	0.454175893185802	0	0	2.06004738366994	0.070389327891398	0.214124805352847	0.0426443374084937	0.16349873228288	0.189033824390017	0.111031312388744	0	0.0840642647884745	0.0976107966264223	0.0285691521967709	0.250961573533219	0	0	1.15704371014558	0	0.286881147788162	1.0703893278914	2.34198574722862	0.070389327891398	0.333423733725192	0.27500704749987	0.150559676575381	0.495695162624069	0.464668267003444	0.238786859587116	0.070389327891398	0	0.111031312388744	0.150559676575381	0.0976107966264223	0.0976107966264223	0.111031312388744	2.73768676140986	0.748461233004036	0.0426443374084937	0.632268215499513	0	0.137503523749935	0.124328135002202	0.124328135002202	1.64154602908752	0.0976107966264223	0.124328135002202	1.83187724119167	0.0426443374084937	0.963474123974886	0	0.238786859587116	0.0285691521967709	0.070389327891398	0.970853654340484	0	2.47248777146274	0	0	0	0	1.83187724119167	0	1.26303440583379	0.0285691521967709	0	0.526068811667588	0.31034012061215	0.432959407276106	0.31034012061215	0.584962500721156	0	0.0285691521967709	1.62760683812965	0	0	0	0.150559676575381	0	1	0.0976107966264223	3.06695024392463	0	0	0.124328135002202	1.32192809488736	0	0.0840642647884745	1.11103131238874	0.070389327891398	0.0285691521967709	0.0285691521967709	0.250961573533219	0	0.20163386116965	0.505890929729957	0.070389327891398	0.0976107966264223	1.44360665147561	0.0565835283663675	0	0.659924558402378	0	0	0.0976107966264223	0.286881147788162	0	0	0	0	0.0565835283663675	0.0426443374084937	0	4.3533232911629	0.0976107966264223	0.333423733725192	0.53605290024021	0	0	0.0285691521967709	0	0	0	0	0.189033824390017
"TMEM40"	0	1.59454854955035	2.48542682717024	0.863938450423971	1.15704371014558	3.66562016406638	2.27202318906105	3.35191096110308	1.26903314645524	1.1243281350022	1.97819562968165	1.35614381022528	0.333423733725192	3.18586654531133	1.51601514700366	1.29278174922785	2.87970576628229	1.44890095114513	2.23572705983806	0.887525270741587	3.5765221379205	0	0	0	0	1.43295940727611	0	0	0	0.815575428862573	0	3.14404636961671	1.58496250072116	1.54101915313356	0.286881147788162	0.53605290024021	0.895302621333307	0.485426827170242	0.124328135002202	0.871843648509318	1.37851162325373	0.790772037862	0.432959407276106	0.150559676575381	0.650764559116902	0.298658315564515	0.0565835283663675	1.03562390973072	0.16349873228288	1.37851162325373	1.89530262133331	2.83592407425437	0.941106310946431	0	0	1.03562390973072	0.613531652917927	2.53605290024021	0.925999418556223	1.73552217729654	0.903038270112912	0.432959407276106	2.72027846523333	0.594548549550354	1.38956681176273	0.070389327891398	0.137503523749935	2.17312743348066	0.807354922057604	0	0	0.070389327891398	0.27500704749987	0.773996325111173	1.82374936030827	0.765534746362977	0	0.124328135002202	2.0496307677246	0.650764559116902	0.613531652917927	0.704871964456353	0.367371065648529	1.28095631383106	2.20163386116965	0.739848102699327	0.613531652917927	1.20789285164133	0.400537929583729	1.40599235967584	0	0	1	0	0	0	0.839959587489532	0	2.34198574722862	3.64385618977472	1.41683974191283	2.20476675065461	0.970853654340484	3.30158764660319	2.65992455840238	0.238786859587116	0.22650852980868	1.71808758396052	1.60880924267552	1.72246602447109	0.454175893185802	0.20163386116965	0	0.0840642647884745	0	3.79701297783614	0.214124805352847	0.176322772640463	0.0426443374084937	1.50080205305716	0.070389327891398	0.0840642647884745	0.0976107966264223	0	2.81147103052984	0.0285691521967709	0.124328135002202	0.978195629681652	0.263034405833794	0	2.20163386116965	1	0.333423733725192	0.124328135002202	0	0.16349873228288	0.176322772640463	0.575312330687437	2.20163386116965	2.48542682717024	1.61823865559545	0.344828496997441	0	0	0	0	0.27500704749987	0.0565835283663675	1.23878685958712	0	1.98185265328974	0.250961573533219	0.565597175854225	2.50842865253186	0	1.90303827011291	1.59454854955035	0.464668267003444	0.871843648509318	2.85598969730848	0.0285691521967709
"NCCRP1"	0.855989697308481	1.67807190511264	3.23112515787905	5.48928602262588	2.98913900736823	1.20163386116965	5.47248777146274	1.36176835941915	6.12122266984196	4.19770815795585	6.27388882366849	4.84247606299394	1.28095631383106	5.06479664591181	3.88557436437143	5.01167453338092	1.4541758931858	0.263034405833794	5.76871365703049	3.41278152533848	4.50080205305716	0	0	0.7311832415722	0	2.14404636961671	0	0	0.863938450423971	0	0	2.20789285164133	0.565597175854225	1.33913738491959	0.632268215499513	1.28688114778816	1.29278174922785	0.400537929583729	0.263034405833794	2.70043971814109	0.613531652917927	0.704871964456353	0.526068811667588	0.622930350920177	1.60407132366886	0.823749360308273	0.443606651475615	2.6959938131099	0.356143810225275	0.622930350920177	2.33342373372519	4.3037807481771	0.739848102699327	0	4.44757919654888	0.863938450423971	1.46988597627446	3.24031432933371	0.22650852980868	0.464668267003444	0.485426827170242	0.356143810225275	0.815575428862573	0.669026765509631	1.31034012061215	0.545968369105292	0.22650852980868	3.83086375675176	0.495695162624069	0.956056652412403	0.238786859587116	0.356143810225275	0.604071323668861	0.16349873228288	0.84799690655495	1.18269229751619	1.40053792958373	0.250961573533219	0.344828496997441	0.704871964456353	0.070389327891398	1.58976348698498	0.604071323668861	0.214124805352847	0.422233000683048	0.20163386116965	0.16349873228288	4.51159454153741	1.49569516262407	1.98550043030488	0.16349873228288	2.73335434061383	0	1.48542682717024	0.799087306074004	4.3305584000308	1.44360665147561	0.863938450423971	1.62760683812965	5.87823487911234	0.464668267003444	3.09592441999854	4.39643353125099	2.62993940943954	3.09254574154357	0.948600847493356	0.516015147003665	1.30451104180995	1.78240856492737	2.99457972421575	2.18903382439002	0.918386234446348	1.15055967657538	0.475084882948783	0	4.71534429535891	0.20163386116965	0.704871964456353	0.367371065648529	1.37295209791183	0.879705766282288	0.516015147003665	0.238786859587116	0.0976107966264223	2.61823865559545	1.26903314645524	0.485426827170242	2.16992500144231	1.29865831556452	0.0426443374084937	5.42054977211632	4.22958792274065	1.22032995487956	0.31034012061215	0.16349873228288	0.895302621333307	1.36737106564853	0.910732661902913	2.43829285157915	0.16349873228288	3.26603689399532	2.28688114778816	0.6959938131099	0	0.111031312388744	0.214124805352847	1.02147972741045	0.111031312388744	0.16349873228288	0.0976107966264223	0.0976107966264223	0.176322772640463	1.87578006306849	0.321928094887362	0.400537929583729	0.0976107966264223	0.263034405833794	0.124328135002202	0.321928094887362	0.189033824390017	0.0143552929770701
"ANXA8L1"	0	0	0	0	0.879705766282288	0.176322772640463	0	0	2.53605290024021	0	0	0	2.36737106564853	1.68706068833989	1.91456452349394	0	0.150559676575381	0	0	1.57531233068744	0	0	0	0	0	2.44625622988956	0	0	0	0	0	0	0.765534746362977	0	0.400537929583729	0.464668267003444	0.070389327891398	0	0.0840642647884745	0	0	0	0	0	0	0	0	0	0.0143552929770701	1.04264433740849	0.27500704749987	0	2.29278174922785	0	0	0	0	0	0	0	0	1.04264433740849	0	0	1.25701061820602	0.0426443374084937	0.400537929583729	0	0.333423733725192	0	0	0	0	0	0	0	0	0	0	1.11769504266975	0	0.333423733725192	0.422233000683048	1.11769504266975	0	0	0	0	0.823749360308273	0.739848102699327	0	0	0	0	0	0	0	1.77820857639809	0	0	0	0	0	0.27500704749987	0	0	0	0	0.641546029087524	0	0.333423733725192	0	0	0	0	0.20163386116965	0	0.070389327891398	0	0	0	0	0	0.238786859587116	0	0	0	0	0	0	0.298658315564515	0.0976107966264223	0	0	0	0.22650852980868	0.22650852980868	0	0	0	0	0	0	0	0	0.16349873228288	0	0	0	0	0	0	0	0	0.0976107966264223	0.0976107966264223	0.0840642647884745	0.0143552929770701	0	0	0
"KRT17"	2.0496307677246	7.62307672083263	3.09254574154357	0.815575428862573	10.5450803072555	8.61342114814664	10.7597217728126	10.2189990664624	10.4033209872114	8.9677162019212	7.63284983011771	10.3362387493322	11.5106998928894	9.45928816171409	8.66031685191339	9.38219169362566	8.18308946064076	2.28688114778816	8.43496176018725	9.83502400343837	4.03913839390696	1.31614574229336	5.32840565895857	4.48735771531155	0	7.23830919344333	0	0	5.54411440220947	4.83844759254846	4.62877359520165	7.88655014732434	7.11894107272351	6.06673502873203	6.77214959078454	8.53290133819695	3.37989816352469	5.06004738366994	0.454175893185802	0.75702324650746	6.26228280642066	7.39197388306029	1.87184364850932	1.29278174922785	6.54674015270091	5.21994291395413	2.37295209791183	7.11582397743624	5.14852742516046	5.34624777408278	7.32364027884028	5.46532151358055	1.44360665147561	2.01435529297707	1.90303827011291	4.85449441815488	3.4032677223393	8.12163711829091	5.99909803370561	6.11353381959191	2.44625622988956	6.30140473756448	6.00786824333334	7.87461256057587	8.17542479858969	2.01077983875324	6.51238492946103	1.35614381022528	8.062801701503	5.63546419816788	0.713695814843359	0.970853654340484	5.68706068833989	5.60050764534579	4.43028527297778	4.94110631094643	4.12184429787638	4.99593670350459	5.60377468646397	8.10559427579519	0.356143810225275	7.19859237299718	7.15208198867283	7.94269043303178	4.50080205305716	2.63691458035588	4.46793154602629	5.22650852980868	7.17142702660754	7.51522674595618	0.464668267003444	3.25247621413522	5.4036085835437	7.15805421312231	2.26603689399532	2.67355642399014	0.799087306074004	0	3.81455042346181	3.27947129564447	2.86987140617771	6.32481060342048	6.46237957184102	4.41074812818595	3.47118746038699	5.5837597536395	0.887525270741587	0.963474123974886	4.57228336665041	6.44211412241923	4.91312876781974	4.53543091487128	3.77610398807316	3.26453643099903	2.19219416528334	3.73660487531425	3.97636363573276	6.94883442557869	4.27052894238072	5.24450655139592	6.76778719809436	5.31614574229336	3.37016428054021	2.86195536414487	4.25474519762921	0	5.14036967065153	5.6504773698971	6.94766615679601	3.47897180503294	5.08321336824898	3.96347412397489	0.863938450423971	4.63110428236588	4.36597242759338	4.44956137461324	2.83794324189103	7.75268169932223	3.78240856492737	3.1811025507538	5.90448409790142	6.21897485712327	6.10517519226548	1.38956681176273	3.03562390973072	3.80322703643493	0.344828496997441	1.799087306074	3.41413553298445	1.75274859140713	2.04264433740849	6.21295836272829	3.36317107711924	4.46270675067016	4.8109571587378	0.422233000683048	5.35825558670513	0.443606651475615	3.611172380044	6.7348450781895	0.37851162325373
"SBSN"	0	3.37851162325373	4.5341861390901	2.38404980679516	3.64038956005495	1.47508488294878	2.5033487351675	0.650764559116902	0.150559676575381	3.44625622988956	0.150559676575381	2.98732086592925	0.111031312388744	8.04674205193044	1.20789285164133	1.71369581484336	2.90110824301451	0.485426827170242	0.137503523749935	0.238786859587116	0.0976107966264223	1.47508488294878	0	0	0	0	0	0	2.23878685958712	0	0	0	0.150559676575381	0.0840642647884745	0	0	1.66448284036468	0.124328135002202	0	0.0426443374084937	0	0	0	0.0840642647884745	0.475084882948783	0.0840642647884745	0	0	0	0	0.137503523749935	0	0	1.14404636961671	2.4276061727819	0.27500704749987	0	0.411426245726465	0.070389327891398	0.298658315564515	0	0.16349873228288	0.16349873228288	0.0565835283663675	0	0	0.0285691521967709	0.137503523749935	0.0426443374084937	0.432959407276106	0.0426443374084937	0.16349873228288	0	0.7311832415722	0.0426443374084937	0	0.0285691521967709	0.0976107966264223	0.0285691521967709	0.137503523749935	0	0	0.189033824390017	0.454175893185802	0.286881147788162	0.659924558402378	0.0840642647884745	0.214124805352847	1	0.0840642647884745	0.356143810225275	0	0	0	0	1.09761079662642	0	1.41683974191283	0.807354922057604	0.963474123974886	0.0285691521967709	2.19534759832222	0.189033824390017	4.38474058729238	0.790772037862	2.05658352836637	0.0285691521967709	0	0	0	0.16349873228288	0.176322772640463	0	0.070389327891398	0	0.189033824390017	0	0	0	0.137503523749935	0.124328135002202	0.948600847493356	0	0.070389327891398	0	0	0.0285691521967709	0.214124805352847	0.150559676575381	0	2.4905701304462	0.070389327891398	0	0	0.0976107966264223	0.0840642647884745	0.0840642647884745	0.070389327891398	0	0.263034405833794	0.565597175854225	0	0	0	0.0565835283663675	0.070389327891398	0.189033824390017	0.298658315564515	0.070389327891398	0	0.0426443374084937	0.0426443374084937	0	0	1.88362081628567	0	0	0.070389327891398	0	0	0
"GJB6"	0	0	0	0	1.51601514700366	3.20789285164133	0.807354922057604	0.111031312388744	0.214124805352847	0.20163386116965	1.92599941855622	2.0703893278914	4.07382023329167	5.75408578219791	1.62760683812965	0.0976107966264223	0.55581615506164	0.584962500721156	0.632268215499513	0.871843648509318	0.0976107966264223	0	0	0	0	0	0	0	2.46205231879643	0	0	0	0.0840642647884745	0.0426443374084937	0.189033824390017	0	0.0565835283663675	0.0565835283663675	0	0	0.0285691521967709	0	0.070389327891398	0	0.189033824390017	0.070389327891398	0.124328135002202	0	0	0.137503523749935	0.0285691521967709	2.23572705983806	0	0	0	0	0.0840642647884745	1.4594316186373	0.0565835283663675	0.575312330687437	0.0426443374084937	0.526068811667588	0.0285691521967709	0.831877241191673	0.773996325111173	0	0	0.0565835283663675	0.27500704749987	0	0	0.0565835283663675	0.176322772640463	0.454175893185802	0.0840642647884745	0.250961573533219	0	0.0426443374084937	0.0840642647884745	0.286881147788162	0	0.0840642647884745	0.545968369105292	1.55581615506164	0	0.124328135002202	0.214124805352847	0.189033824390017	0.704871964456353	0	0	0	0.815575428862573	0	0	0	0	0	0.150559676575381	0	0.0426443374084937	1.6959938131099	0.16349873228288	0.0285691521967709	0.0285691521967709	0.839959587489532	0.0285691521967709	0.0426443374084937	0.0565835283663675	1.95977015521147	0	0.0426443374084937	0.286881147788162	0	0	0.0285691521967709	0	0	0	0.0565835283663675	0.0565835283663675	0.0285691521967709	0	0.176322772640463	0.0285691521967709	0	0.0285691521967709	0.137503523749935	0.070389327891398	0	0	0.0565835283663675	0	0.250961573533219	0	0	0	0.0565835283663675	0	0	0	0.321928094887362	0	0	0	0	0	0	0	0	0.0565835283663675	0.367371065648529	0	0.150559676575381	0	0.0565835283663675	0.070389327891398	0	0	0.111031312388744	0.0143552929770701
"TMPRSS11D"	0	3.44625622988956	4.82323984413102	3.24640808724638	0.0840642647884745	0.0426443374084937	0	0.0426443374084937	0	0.0143552929770701	0.0285691521967709	0	0	0.948600847493356	0.0426443374084937	0	0.070389327891398	0	0.0426443374084937	0	0.070389327891398	0.55581615506164	4.17951105027151	3.88166461932035	1.23266075679027	4.38335869538511	0.75702324650746	3.63110428236588	2.47767732756531	4.66732447027863	5.06824086131282	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	4.80167602925359	4.03474394932473	4.05050169744673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0976107966264223	0	0	0	0	0	0	0	0	1.19534759832222	0	0	0	0	0	0	1.78659636189081	5.09339115325301	2.26303440583379	4.46923479366766	0	5.20672135743089	3.23878685958712	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	4.34482849699744	0	0	0	0	0	0.0285691521967709	0	0	0	0.0143552929770701	0	0	0.0285691521967709	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0	0	0	3.12598165385472	4.76234881564413	0	0	0	0.0143552929770701	0	0	0	0	0	0	0	0.0840642647884745	0	0.070389327891398	0	0	0
"FGFBP1"	0	1.20789285164133	1.31614574229336	0	4.8801957289431	1.07724299893246	2.77399632511117	2.85399564717639	1.31034012061215	1.32768736417605	2.56559717585422	2.12101540096137	3.60169651648096	6.10915157917052	0.925999418556223	1.43295940727611	3.09254574154357	1.9560566524124	4.68985823631925	0.344828496997441	0.31034012061215	0	0	0	0	0	0	0	0	0	0	0	0.584962500721156	0.333423733725192	0.895302621333307	1.11769504266975	0.137503523749935	0.0565835283663675	0	0.137503523749935	0.613531652917927	0.0840642647884745	0.124328135002202	0	0.739848102699327	0.0565835283663675	0	3.10097764772482	0.432959407276106	0	1.40053792958373	0	0	0	0	0	0	0.111031312388744	0.298658315564515	0.0565835283663675	0.070389327891398	0.0976107966264223	0.31034012061215	0.485426827170242	0.124328135002202	0.0426443374084937	0	0	0.823749360308273	0.189033824390017	0	0	0	0	0.773996325111173	3.88068552526112	0	0	0.475084882948783	0.214124805352847	0	0.389566811762726	0.286881147788162	0.31034012061215	0	0	0	0.111031312388744	0.0565835283663675	0.0565835283663675	0	1.4905701304462	0	1.64616265715789	0	3.14893410452634	0	0	0.070389327891398	0	0.0426443374084937	1.44360665147561	1.83187724119167	0	0.0565835283663675	0.137503523749935	0	0.070389327891398	0.150559676575381	3.73335434061383	0.250961573533219	2.78659636189081	0.176322772640463	0	0	0.0565835283663675	0	3.96347412397489	0	0.0565835283663675	0.298658315564515	1.33342373372519	0	0	0.298658315564515	0	0.669026765509631	0	1.77399632511117	0	0.137503523749935	0	0	0	0.454175893185802	0.176322772640463	0	0.400537929583729	0.333423733725192	0	0.124328135002202	0.111031312388744	0	0	0	0.505890929729957	0	0	0.0565835283663675	0	0.0840642647884745	0	0	0	0	0.0565835283663675	0	0	0	0.20163386116965	0
"SPRR3"	0	0	0	0	0.713695814843359	0	0	0	0	0	1.63691458035588	0	0	0	0.575312330687437	0	0.669026765509631	0	0	0	2.16027483140859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.678071905112638	0	0.0976107966264223	0	0	0	0	0	0	0	0.0840642647884745	0.286881147788162	0	0	0	0	0	0	0	0	0	0	3.17632277264046	0	0.137503523749935	0	0	0	0	0	0	0	0	0	0.20163386116965	0	0	0	0	0	0	0.124328135002202	0	0.37851162325373	0.454175893185802	0	0.0976107966264223	0	3.18586654531133	0.250961573533219	2.16349873228288	0.0840642647884745	0.464668267003444	0	0	0	0	0	0	0	0	0	0.070389327891398	0	1.49569516262407	0.137503523749935	0	0.137503523749935	0	0.124328135002202	0	0	0.0840642647884745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30742852519225	0	0	2.1243281350022	0	0.37851162325373	0	1.13750352374994	0	0	0	1.81147103052984	0	0	0.150559676575381	0.27500704749987	1.58976348698498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37851162325373	0	0	0.356143810225275	0	0
"KRT14"	0	7.40633257782171	1.31034012061215	0	8.50993331608402	6.34996674697119	5.07296327155522	3.53977919169849	9.22474936580427	8.20520676812309	3.89917563048051	9.3876727200125	10.366344073096	10.0748104611605	5.74011804283313	5.49153246180432	3.674686619928	1.65535182861255	3.04788732939655	8.77495174141642	0.807354922057604	1.85598969730848	6.83339613416323	6.24526746651951	0	8.34087377492026	0	0.992768430768924	8.72843075170024	5.83162393682075	6.37295209791183	8.42689369972734	6.51127826508303	5.26077843189343	6.15238625842844	8.0672730065288	2.73984810269933	5.15987133677839	0.526068811667588	0.678071905112638	6.31831684133498	6.38387705997811	1.11769504266975	1.18269229751619	6.4326254114323	5.1509657835565	1.57046293102604	6.54735728244656	3.88655014732434	5.33592624092836	7.50072239675916	4.67694435910691	1.799087306074	0	0	4.43562859405209	2.4032677223393	6.76181714250714	5.50143914515887	1.52105073690096	2.13750352374994	5.40394936423287	5.22496636500027	6.82819996772763	6.45647762935182	1.76977173924945	4.64904056563445	0.189033824390017	7.75788999032499	5.26228280642066	0.485426827170242	0.863938450423971	4.87479696589866	3.38128337250378	4.83895176695194	4.09000652990382	3.40871186102943	4.17472598770613	4.854993016757	7.40267102137737	0.0976107966264223	6.16148463864166	5.97475873047608	6.51096191927738	2.93545974780529	1.35049724708413	2.16671544496642	3.5837597536395	5.6167693662935	6.34216358328935	0.0840642647884745	0.704871964456353	5.11935617703968	7.17592374206376	3.31324585178756	0.879705766282288	0	0	2.95419631038688	2.62993940943954	1.86393845042397	2.82781902461732	4.59872249967662	3.00539998774259	0.16349873228288	5.08958289312471	0.367371065648529	0.505890929729957	4.13750352374993	3.17632277264046	4.13996056954546	1.70487196445635	3.24336442569366	2.56559717585422	1.03562390973072	3.48155728070859	3.57531233068744	6.91790907385298	3.4594316186373	1.33913738491959	5.95628902658394	5.10936055940423	2.85399564717639	2.97636363573276	4.15380533607904	0.111031312388744	4.96809075204526	1.56071495447448	6.90677036601214	3.45680614923047	4.73768676140986	0.454175893185802	0.485426827170242	3.4995270242151	4.10097764772482	3.61235249875266	1.81147103052984	6.22187708107703	2.48800077083407	0.918386234446348	4.40258575823259	4.48155728070859	4.70984201927331	1.94485844580754	2.03210084316702	2.9560566524124	0.189033824390017	1.28688114778816	4.31686980506433	0.713695814843359	1.61823865559545	4.57833494868161	0.238786859587116	2.58736499093646	4.20006486151431	0	4.1333991254172	0.150559676575381	2.54843662469604	5.49825086752783	0
"GRHL3"	0	0	0.722466024471091	0	2.83794324189103	1.37295209791183	4.72683121703249	1.55090066464752	3.41278152533848	3.58255600301406	3.13586316536868	3.74308405554959	1.55090066464752	3.5981269599196	1.51601514700366	2.3533232911629	0.773996325111173	2.37573453858316	2.03562390973072	0.895302621333307	2.58736499093646	0	0.6959938131099	0	1.38956681176273	0	0	1.32768736417605	1.53605290024021	0.516015147003665	1.55090066464752	0	0.505890929729957	1.08406426478847	0.422233000683048	2.57773093149008	1.19534759832222	0.464668267003444	0.565597175854225	0.20163386116965	1	0.963474123974886	0.910732661902913	0.124328135002202	0.807354922057604	0.650764559116902	0.782408564927373	1.16349873228288	0.454175893185802	0.613531652917927	1	0	0.545968369105292	3.58736499093646	3.13750352374994	1.11103131238874	0.871843648509318	2.29865831556452	0.20163386116965	1.37851162325373	1.4905701304462	0.584962500721156	1.43829285157915	1.78659636189081	1.38956681176273	1.54596836910529	0.782408564927373	1.94860084749336	0.887525270741587	0.286881147788162	1.94860084749336	1.79493566280354	2.29572302453997	1.13093086982645	2.90881290773955	1.36737106564853	0.933572638261024	1.04264433740849	1.96716860753263	2.29278174922785	1.99638874644762	0.970853654340484	0.0840642647884745	2.11103131238874	0	0.970853654340484	1.14404636961671	1.76553474636298	0.432959407276106	0.584962500721156	1.4905701304462	0	2.45680614923047	0.863938450423971	1.82374936030827	1.11769504266975	1.21412480535285	0.704871964456353	0.150559676575381	2.35614381022528	1.76553474636298	1	1.73984810269933	1.63226821549951	1.51096191927738	0.176322772640463	1.0071955014042	1.0703893278914	1.09085343045111	1.26903314645524	0.622930350920177	0.344828496997441	1.32192809488736	0.356143810225275	0.613531652917927	2.98002530023873	0.871843648509318	0.992768430768924	0.0426443374084937	1.46988597627446	0.422233000683048	1.66902676550963	0.189033824390017	0.475084882948783	1.34482849699744	0.748461233004036	0.985500430304885	1.29865831556452	0.516015147003665	1.13750352374994	1.67807190511264	2.67581593117227	2.57046293102604	0.356143810225275	0.356143810225275	1.18903382439002	0.748461233004036	2.75702324650746	0.956056652412403	2.53106949272595	1.59454854955035	1.75274859140713	1.53605290024021	0.985500430304885	0.0976107966264223	0.422233000683048	2.0036022366802	0.565597175854225	0.823749360308273	0.0840642647884745	0.807354922057604	0.545968369105292	1.54101915313356	0.124328135002202	0.0976107966264223	1.42223300068305	2.42223300068305	0.895302621333307	1.60880924267552	0.111031312388744	0.485426827170242
