"ID"	"S01"	"S02"	"S03"	"S04"	"S05"	"S06"	"S07"
"HKB0552_3000_T"	0.0473259858804168	1.9232320450537e-14	0.0130972194196461	0.141064095871074	1.9232320450537e-14	0.185639148874526	0.0977913646591191
"HKB0558_3000_T"	0.0215947446200748	0.0363250420297453	0.0534833012282138	1.56519731910977e-14	0.00323355507862797	0.167565067269536	0.109323915740893
"HKB0564_3000_T"	0.000183157731524598	0.0883255296657481	0.0750872435256319	1.31108284516076e-14	0.106007845601359	0.0904452338416163	0.0644393514599148
"HKB0573_3000_T"	0.132573087166272	0.367974292525865	0.00207618635336631	2.98585112026815e-14	0.0823292635682357	0.0252561505174504	0.00789151255622945
"HKB0576_3000_T"	0.0189761602682477	0.0187588162483699	0.0401734822142987	1.37615316331682e-14	0.0328313543935644	0.0590406525411611	0.0158058089732969
"HKB0579_3000_T"	0.0973988755712504	0.3036241507572	0.00831775543150287	1.19649655633791e-14	0.046534837705904	0.0991334095303727	0.160068547670945
"HKB0585_3000_T"	1.06834719658399e-14	1.06834719658399e-14	0.0410354223341044	0.038627416039674	0.00621581672046089	0.0383009212575002	1.06834719658399e-14
"HKB0599_3000_T"	0.0917568889541028	1.27869926186344e-14	0.0945087183844918	1.27869926186344e-14	0.0617002598099266	0.183849459543443	1.27869926186344e-14
"HKB0605_3000_T"	0.138718273722797	0.132304144752797	0.0598360657806212	1.53079527153971e-14	0.0115985644764575	0.0667720258853933	0.0147053845320726
"HKB0620_3000_T"	0.0200413039447899	0.124074994469446	0.141467386592875	1.21333501750364e-14	1.21333501750364e-14	0.0388380819070425	0.0779656303433176
"HKB0626_3000_T"	8.23144685791025e-15	8.23144685791025e-15	0.043985850521836	8.23144685791025e-15	0.0191682582022197	0.00840096165971892	0.0100635180281791
"HKB0629_3000_T"	1.25176969482238e-14	0.000873996432706869	2.58290776569539e-11	0.0136502067253139	1.25176969482238e-14	0.0604028992317575	0.11360786143128
"HKB0638_3000_T"	1.40631808213564e-14	0.0272538495663748	0.165446592290212	1.40631808213564e-14	1.40631808213564e-14	0.112299586817569	1.40631808213564e-14
"HKB0644_3000_T"	1.03190061635575e-14	0.00502956416857021	0.00374979390851707	1.03190061635575e-14	0.086489338558826	0.0799234940939476	1.03190061635575e-14
"HKB0650_3000_T"	0.227469267841101	0.195338861207357	0.0081714562172552	1.02406504008104e-14	0.0570444902114033	0.120421134083203	0.0129379639048206
"HKB0653_3000_T"	0.0826076749907612	0.142702680547309	0.0106444305460019	1.3602809538451e-14	1.3602809538451e-14	0.0510418396003993	0.125147328128385
"HKB0656_3000_T"	1.39419198906289e-14	0.0189058814640056	0.0062428077038579	1.39419198906289e-14	1.39419198906289e-14	0.0518700747211711	0.0273553701030507
"HKB0659_3000_T"	0.359559989561911	0.24828409778874	0.0136028345759996	8.7890808157376e-15	8.7890808157376e-15	0.0325949646578488	0.0828842651408054
"HKB0665_3000_T"	1.29165982804427e-14	1.29165982804427e-14	0.0144326821669596	1.29165982804427e-14	0.0218034806054869	0.102165122009455	0.0113564981381105
"HKB0668_3000_T"	0.058801213984534	0.0568782535964605	0.0805270971186198	1.22516397355761e-14	0.0730756964172938	0.0564039915108683	0.0213102783640978
"HKB0674_3000_T"	0.222544372451415	0.333152375354746	0.0803483984430013	6.61588695175493e-15	0.0308333639395798	0.0206377264370385	5.64816444346115e-11
"HKB0677_3000_T"	1.14176650379735e-14	0.0217005738511524	1.14176650379735e-14	1.14176650379735e-14	0.0653807763246441	0.039758459353369	0.0437436595485079
"HKB0683_3000_T"	0.229397091412271	0.24416683981674	0.016512275546067	1.31027360863144e-14	0.0705368920595466	1.31027360863144e-14	0.0273028805287551
"HKB0692_3000_T"	3.89280094137814e-13	0.00228384085051007	0.0534213554974886	1.12125600652926e-14	1.12125600652926e-14	0.00995990976994501	0.035177888180921
"HKB0698_3000_T"	0.0605003959768015	0.00418041231160919	0.072715352993442	1.45011689491189e-14	0.0438350217764083	0.0449281841343109	0.0515735481208569
"HKB0701_3000_T"	0.00670868113643464	1.32113182301162e-14	0.0135286596225337	1.32113182301162e-14	0.105337803894397	0.0195385028366024	0.0414308270196427
"HKB0704_3000_T"	9.71567084292088e-15	9.71567084292088e-15	0.0356496492518083	9.71567084292088e-15	9.71567084292088e-15	0.0458828393504027	0.00565881329285778
"HKB0710_3000_T"	0.386738386702991	0.107683608153114	0.013615648063476	8.32774640604189e-15	0.0888754617014755	0.0131871789298638	0.0419733670565017
"HKB0713_3000_T"	1.1116813249771e-14	1.1116813249771e-14	0.0401217486233292	1.1116813249771e-14	0.0565781595662122	0.142371598117151	0.0107253121145898
"HKB0718_3000_T"	0.25651589664536	0.11653925918574	0.0590061848669233	9.69122879450448e-15	0.112019911003227	0.177057875901759	0.0156424439452957
"HKB0719_3002_T"	0.0229928257945841	0.237192782165121	0.0256003916639425	0.103813531996802	0.16285059583167	0.0379856945485185	0.0355726688119914
"HKB0721_3000_T"	0.0287999836700119	0.046518163934996	0.0439223433941707	1.27455856264128e-14	0.0282300072566696	0.108593826219817	0.0807148759106087
"HKB0722_3002_T"	0.124906124009211	0.00931797879600942	0.0677952655829079	1.51171847637816e-14	0.00446784981198121	0.066176546397617	1.51171847637816e-14
"HKB0726_3000_T"	0.000865311524877929	1.30553853988901e-14	0.0458722429163438	1.30553853988901e-14	0.0387305658891605	0.218258943868029	1.30553853988901e-14
"HKB0734_3000_T"	0.00159714644892531	1.50265738878814e-14	1.50265738878814e-14	0.00692458328085373	1.50265738878814e-14	0.130484279450924	0.0810804339936479
"HKB0736_3000_T"	0.279424415465302	0.389395296431116	0.0367658793834206	6.27681763777784e-15	6.27681763777784e-15	0.0869547968392782	0.00783861807056361
"HKB0737_3000_T"	0.0959641091770966	0.136313450450576	0.0830016404660001	0.00806345828294767	0.010988028693642	0.0494751779356627	1.47151553109156e-14
"HKB0744_3000_T"	1.31821470534143e-14	1.31821470534143e-14	0.0138050045497189	1.31821470534143e-14	1.31821470534143e-14	0.0396590006325071	0.0242678791240815
"HKB0748_3000_T"	0.0993723941862383	0.0562879896980602	0.106793079503086	1.23034445430808e-14	0.0245677429119395	0.101925890494635	0.0170433833381836
"HKB0750_3000_T"	1.27750355614244e-14	1.27750355614244e-14	0.0168431220039102	0.0078218986983003	0.0654570428626521	0.051005740707066	0.0529324041104886
"HKB0751_3000_T"	0.272389210547963	0.322959605725791	0.0344168324382276	9.68280168474702e-15	0.0291236260889421	0.0664953604846574	9.68280168474702e-15
"HKB0752_3000_T"	0.234396542359609	0.100042461899521	0.221812102562614	7.52739768674989e-15	0.0324132393731857	0.0604631835807059	0.0112430997140464
"HKB0004_3000_N"	0.114682747127785	0.0665572431806466	0.0425980256232809	0.222698767743269	0.135560722440116	0.0769227373091018	0.0943122548841821
"HKB0005_3000_N"	0.0362990701472582	0.0557165884251557	0.0124258388155369	0.0950244332619877	0.238553134475076	0.0995606679830047	0.0910132888513403
"HKB0006_3000_N"	0.0199172047360994	0.08784450985109	0.0356359328519451	0.20673301623117	0.0562896325353473	0.0685676711240323	0.0346941164234392
"HKB0019_3000_N"	0.0082175179162301	0.0180537905492499	0.0273047848387855	0.302553855734738	0.115775842704892	0.0721345809894188	0.082148474190727
"HKB0023_3000_N"	0.0183559781463622	0.0620225906761922	0.0951905465920575	0.443732966038556	0.0491216333254918	0.0284077365738573	0.00968596558346708
"HKB0033_3000_N"	1.18885223686947e-14	0.0288549656635732	0.103139797430631	0.305174903743018	0.108199560226725	0.0930709517315022	0.0644330996066466
"HKB0035_3000_N"	0.0346498223106145	0.00997690336958004	0.0380242878084123	0.113886157527432	0.18725908126529	0.00781558757710722	1.04943146671601e-14
"HKB0036_3000_N"	0.0422762065842948	0.0314321711737967	0.0332977486210697	0.155969740881696	0.177719364716685	1.73976180090439e-14	0.0993142910016237
"HKB0038_3000_N"	0.0328243984914749	0.0528138425861078	0.00177784476049903	0.179667431906373	0.11691406597079	0.0921265347382424	0.114033009313513
"HKB0040_3000_N"	0.049624700772692	0.156250320598939	0.0744120929614899	0.158091484027918	0.119925172152438	0.120433465683318	0.0900598523370052
"HKB0044_3000_N"	0.0171876715645606	0.0376895718068441	0.0475175680375989	0.0914695431370749	0.228950724350123	0.0524846126268716	0.0623233318222322
"HKB0049_3000_N"	0.0261416266001712	0.0488381703913108	0.0785420643573939	0.393562671314345	0.0347066903035515	0.0158683833387852	0.0282515480097364
"HKB0050_3000_N"	0.0658028651014995	0.0183602783595168	0.0590684783021244	0.262041100231026	0.0504141302198459	0.0650428648869628	0.0540066185243949
"HKB0052_3004_N"	0.0299642306873057	0.0682650485238175	0.0774393056036527	0.365653610650781	0.0786917431449748	0.0221600311024156	0.0533133484276105
"HKB0064_3000_N"	8.2371337729112e-15	8.2371337729112e-15	0.113719465086499	0.148928973560399	0.000143563369282648	8.2371337729112e-15	0.0493857691599021
"HKB0067_3000_N"	4.44892854086242e-06	1.04296397557325e-14	0.0694135126078763	0.317334788971256	0.0491433771153793	0.00458889289835549	0.0495394859223151
"HKB0074_3003_N"	1.03290028654205e-14	0.0596939034042142	0.0636196014098335	0.30889356743644	0.0986062368070273	0.0318362467405006	0.0299789415323551
"HKB0079_3000_N"	0.000860372736456228	0.0576265927881598	0.0551667837558387	0.0921533176312189	0.217507081057491	0.120588725824825	0.0368984742670941
"HKB0094_3000_N"	0.00949940040735375	0.0400966626295386	0.0524827094737043	0.384088359758362	0.145641715495584	0.0562088240016984	0.0746584665436598
"HKB0096_3000_N"	7.32928271384994e-15	7.32928271384994e-15	0.0648641264598801	0.190818940269073	0.0183697830086767	0.00231365267516976	0.0255948590006914
"HKB0097_3004_N"	0.0306224972506172	0.0035215570868487	0.0353405511557022	0.491935675473018	0.0668851875891392	1.28720393895179e-14	0.0286243626043669
"HKB0098_3000_N"	2.09891007461714e-09	0.0378536090341605	0.0162877910517247	0.333556496751607	0.0383825300453899	1.00415216572945e-14	0.0797479859629633
"HKB0102_3000_N"	0.00505256352775274	0.0590735268276354	0.0389814945106072	0.347951269263519	0.09551108455134	0.0234472891141036	0.108994955783144
"HKB0106_3000_N"	0.0138900443569201	9.83944717143501e-15	0.114991208023897	0.308186789714449	0.0724462741209465	9.83944717143501e-15	0.0626255058287358
"HKB0109_3000_N"	0.0189044875253154	0.0162001968865169	0.0108759187783859	0.358332624388717	0.0296181228647671	7.98696451674045e-15	0.0549966132465968
"HKB0115_3000_N"	0.0440136326708398	2.22281691172274e-05	0.081243055522345	0.415847914605223	0.0328866347760103	0.0153347460369531	0.0305965546762482
"HKB0120_3002_N"	0.0763076263802851	0.0654849945265762	0.0719462084322267	0.218073846890171	0.16800238715595	0.0919394049982714	0.0214885302844578
"HKB0121_3000_N"	1.09384324493253e-14	4.1656005435411e-05	0.122645786797545	0.357955210124527	0.0339317126209015	1.09384324493253e-14	0.123998526844598
"HKB0122_3002_N"	1.63689235470926e-14	2.32959405307189e-06	0.0972814032283136	0.297956164549037	0.0497567710701965	0.0643621280532008	0.0317237346022281
"HKB0123_3000_N"	8.64557373775206e-15	8.64557373775206e-15	0.0616932935444472	0.347782074041872	0.00899121810418585	0.000253008075541273	0.0284689581759835
"HKB0124_3000_N"	9.98179540590623e-15	9.98179540590623e-15	0.0894253746818934	0.320055374226469	0.0296853474012901	9.98179540590623e-15	0.0327471619932465
"HKB0127_3000_N"	0.0114838179550807	0.00112550705607643	0.0163782375631175	0.0470661228410063	0.138453760501689	0.0786110995450566	0.0690859670653836
"HKB0129_3002_N"	1.02191501835154e-14	0.00161708419963041	0.0765154939128217	0.339403583209393	0.00608079469729509	0.0152013377640768	0.0969059108058008
"HKB0132_3000_N"	7.85020944210714e-15	0.00182457819759978	0.055847411029085	0.254860400580885	0.00968872005611751	0.0106065975000233	0.128819171076189
"HKB0133_3000_N"	1.14503373249554e-14	0.0186007858569334	0.0256613537452929	0.324781521093931	0.0785814588853667	0.0461883681388613	0.011389816971088
"HKB0134_3000_N"	9.38711553348807e-05	0.00111732380124436	1.40386385577525e-14	0.000295155141441536	2.20312328226186e-05	1.40386385577525e-14	0.0207074174328193
"HKB0137_3000_N"	1.9763176503974e-14	0.0834036390178865	0.0388187163664883	0.279184570486596	0.143212798132042	0.0183002239828132	0.0198772154424698
"HKB0141_3000_N"	1.59947622314769e-14	0.0119569005106306	0.0231820661770814	0.0820334133279454	0.095142531971613	0.0127761219530903	0.0237760864331905
