"ID"	"S01"	"S02"	"S03"
"HKB0574_3000_N"	8.71064348025342e-15	0.728371658919099	0.251010138025921
"HKB0577_3000_N"	8.12965184670317e-15	0.592248964108917	0.189658876123151
"HKB0583_3000_N"	0.00321475244550923	0.843095594400488	0.0750773014689097
"HKB0597_3000_N"	0.000532114794735652	0.645683551117962	0.214021422247525
"HKB0618_3000_N"	8.60746751537436e-15	0.720318462566893	0.231391915805668
"HKB0636_3000_N"	0.0723015886288833	0.343435666232993	0.359459690265969
"HKB0648_3000_N"	0.025450104134452	0.510878515904003	0.282606550963693
"HKB0651_3000_N"	0.055732297578397	0.245455164311786	0.0364164250294252
"HKB0657_3000_N"	0.12183192584458	0.578773159399877	0.119020825508443
"HKB0663_3000_N"	1.37705850760252e-14	0.748454088463488	0.0762907454629985
"HKB0666_3000_N"	1.16989299903997e-14	0.798742708786308	1.16989299903997e-14
"HKB0672_3000_N"	0.0891392134868082	0.68997357999306	0.184763635949578
"HKB0710_3001_N"	1.32996814140364e-14	0.662740668091902	0.175285926583261
"HKB0718_3001_N"	0.125449193087126	0.568009089956832	0.196959796639478
"HKB0719_3001_N"	9.05832492925883e-15	0.860916249034709	0.00176336998251112
"HKB0722_3001_N"	0.0123404006870482	0.572982031681784	0.00372542076369352
"HKB0744_3001_N"	8.91323674124651e-15	0.745059589343761	0.162573268264919
"HKB0748_3001_N"	0.0612633111225397	0.60374004205344	0.271728032748265
"HKB0751_3001_N"	0.0251726451389851	0.690436043292886	0.0688234115285594
"HKB0752_3001_N"	0.0913029308212163	0.522880268907182	1.57296087387533e-12
