"BC_HKB0543_1306_T"	"BC_HKB0728_1447_T"	"BC_HKB0779_1486_T"	"BC_HKB0831_1520_T"	"BC_HKB0873_1549_T"	"BC_HKB0882_1555_T"	"BC_HKB0890_1550_T"	"BC_HKB0899_M1605_T"	"BC_HKB0921_1575_T"	"BC_HKB1385_1721_T"	"HKB0040_3002_T"	"HKB0069_3000_T"	"HKB0079_3006_T"	"HKB0082_3006_T"	"HKB0094_3006_T"	"HKB0098_3005_T"	"HKB0167_3006_T"	"HKB0214_3006_T"	"HKB0659_3000_T"	"HKB0718_3000_T"	"HKB0751_3000_T"	"BC_HKB0022_649_T"	"HKB0008_3006_T"	"HKB0031_3001_T"	"HKB0044_3006_T"	"HKB0050_3005_T"	"HKB0054_3000_T"	"HKB0067_3006_T"	"HKB0070_3002_T"	"HKB0091_3001_T"	"HKB0137_3002_T"	"HKB0194_3006_T"	"HKB0220_3000_T"	"HKB0227_3006_T"	"HKB0573_3000_T"	"HKB0674_3000_T"	"HKB0710_3000_T"	"HKB0736_3000_T"	"HKB0752_3000_T"	"BC_HKB0187_1214_T"	"BC_HKB0555_1321_T"	"BC_HKB0874_1537_T"	"BC_HKB0876_1543_T"	"BC_HKB1366_1663_T"	"BC_HKB2114_1660_T"	"HKB0210_3006_T"	"BC_HKB0745_1398_T"	"BC_HKB0895_1582_T"	"BC_HKB0906_1627_T"	"BC_HKB2109_1628_T"	"BC_HKB2116_1671_T"	"HKB0036_3006_T"	"HKB0106_3006_T"	"BC_HKB0199_1263_T"	"BC_HKB0567_M1337_T"	"BC_HKB0738_1475_T"	"BC_HKB0741_1471_T"	"BC_HKB0757_1496_T"	"BC_HKB0761_1499_T"	"BC_HKB0828_M1542_T"	"HKB0052_3000_T"	"HKB0064_3004_T"	"HKB0074_3000_T"	"HKB0120_3000_T"	"HKB0129_3000_T"	"HKB0155_3000_T"	"HKB0160_3000_T"	"HKB0161_3001_T"	"HKB0164_3006_T"	"HKB0186_3000_T"	"HKB0552_3000_T"	"HKB0719_3002_T"	"BC_HKB0668_1298_T"	"HKB0007_3005_T"	"HKB0016_3006_T"	"HKB0080_3006_T"	"HKB0089_3001_T"	"HKB0092_3000_T"	"HKB0143_3006_T"	"HKB0158_3006_T"	"HKB0162_3006_T"	"HKB0182_3006_T"	"HKB0196_3006_T"	"HKB0226_3001_T"	"HKB0232_3000_T"	"HKB0540_3000_T"	"HKB0599_3000_T"	"HKB0638_3000_T"	"HKB0644_3000_T"	"HKB0650_3000_T"	"HKB0656_3000_T"	"HKB0668_3000_T"	"HKB0692_3000_T"	"HKB0704_3000_T"	"HKB0721_3000_T"	"HKB0748_3000_T"
"SH2D1A"	2.37851162325373	1.58496250072116	2.5033487351675	1.4905701304462	1.01435529297707	1.11769504266975	2.90689059560852	3.21723071622067	3.46727948045998	3.70376517879341	4.56254772419912	1.94485844580754	2.05658352836637	1.799087306074	2.20163386116965	1.55581615506164	3.34340782229781	2.29572302453997	3.0036022366802	2.43562859405209	3.1906148602095	1.09761079662642	1.56071495447448	0.443606651475615	1.74846123300404	2.75274859140713	2.82984955984469	1.23266075679027	0.575312330687437	1.89530262133331	1.52606881166759	2.19534759832222	2.72900887033786	0.918386234446348	2.5033487351675	3.85598969730848	2.71369581484336	4.78868571061353	2.39780296186249	0	0	0	0	0.6959938131099	1.68706068833989	0.782408564927373	0	0.659924558402378	2.01077983875324	0.505890929729957	0.948600847493356	0.831877241191673	0.815575428862573	2.08746284125034	0.641546029087524	0	1.08406426478847	1.18903382439002	0	0.713695814843359	1.58976348698498	1.9297909977186	2.52105073690096	1.67807190511264	1.80322703643493	1.4594316186373	0.565597175854225	1.02856915219677	1.08406426478847	2.3305584000308	1.02147972741045	1.4541758931858	0	1.31614574229336	1.50589092972996	0.367371065648529	1.16992500144231	0.464668267003444	1.63691458035588	1.13093086982645	1.98913900736823	1.14404636961671	0.584962500721156	0.475084882948783	0.0285691521967709	0.722466024471091	1.35049724708413	0.956056652412403	0.55581615506164	2.46205231879643	0.910732661902913	1.09085343045111	0.584962500721156	0.356143810225275	1.0071955014042	1.53605290024021
"GPR15"	2.8073549220576	0	1.1243281350022	1.30451104180995	0	0	3.52230689287139	1.05658352836637	4.08915913191124	0	1.72246602447109	0.475084882948783	0.176322772640463	0.298658315564515	0.22650852980868	0.137503523749935	0.298658315564515	0.286881147788162	0.75702324650746	0	0.298658315564515	0	0.070389327891398	0.137503523749935	0	0.545968369105292	0.516015147003665	0	0.0565835283663675	0.20163386116965	0.0565835283663675	1.48026512205446	0.37851162325373	0.0840642647884745	0.879705766282288	0.75702324650746	0.432959407276106	0.887525270741587	0.495695162624069	0	0	0	0	1.18269229751619	0	0	0	0	0	0	0	0.0426443374084937	0.400537929583729	0	1.09085343045111	0	0	0	0	0	0.0840642647884745	0.20163386116965	0.613531652917927	0.150559676575381	0.250961573533219	0.137503523749935	0	0.238786859587116	0.20163386116965	0.150559676575381	0	0.176322772640463	0	0.16349873228288	0.286881147788162	0.124328135002202	0.250961573533219	0.070389327891398	0.16349873228288	0.070389327891398	0.545968369105292	0.111031312388744	0	0	0	0	0.124328135002202	0.124328135002202	0	0.367371065648529	0.124328135002202	0.111031312388744	0	0.0565835283663675	0	0.286881147788162
"SEPT6"	5.61735726159132	4.9481335778404	5.10810622368613	5.12474169241965	4.57228336665041	4.20789285164133	6.27928556084654	6.78070379396761	4.43762724831895	4.94860084749336	6.78424222205778	5.30451104180995	5.26903314645524	5.49857001254426	3.90303827011291	4.92076967302065	5.73822740036724	4.51601514700366	5.57833494868161	5.22265002245148	5.05571626351254	4.58315800387441	5.26641176603611	3.32912359629157	5.13791332208841	4.80889983925777	5.39094277280254	4.86046625851717	4.4154882710497	5.141187525005	4.37989816352469	4.82222027162153	4.94251450533924	4.04001567884788	5.21994291395413	6.58225490835766	5.12515513132229	6.75074047846627	5.09043004232162	3.34340782229781	3.16188768237689	3.33485426933163	3.90689059560852	3.55704241526372	2.96532254836725	4.17632277264046	2.38681094647222	4.10601323762212	3.38404980679516	3.78659636189081	2.88752527074159	4.13750352374993	4.39780296186249	4.69710657447698	3.26153081524341	3.8569856897822	2.35895882583233	1.58976348698498	4.12184429787638	3.14567745519564	4.13832300405648	4.11103131238874	4.88996019965864	4.95559179175399	4.64616265715789	5.09634619899318	3.71039319217052	5.07553263116736	4.82527683005487	5.33413917883824	4.8870377914192	4.66562016406638	3.24488705912353	4.73281187208294	3.87381319835909	3.89917563048051	5.21451341008002	4.47378691161437	4.47767732756531	4.22496636500027	5.10139795218253	4.32696871158789	3.18428029441938	4.66505161428921	3.90400231628369	3.39369076418745	5.38681094647222	3.52230689287139	3.64154602908752	5.18982455888002	4.51853513898218	4.98230913012977	4.58195375084882	2.6959938131099	4.04176864995163	4.35684807923652
"PIK3CG"	3.05137210172103	1.31614574229336	2.91456452349394	1.76977173924945	1.70929063572336	1.62293035092018	0.739848102699327	2.72246602447109	2.30158764660319	2.35614381022528	4.79389588254888	3.13257684267001	3.4944156103975	3.19849415363908	2.24488705912353	3.01256867350306	4.50842865253186	2.78031009904338	4.0496307677246	3.01970191444255	3.605257262939	2.07724299893246	3.05311133645956	3.1407786557828	2.72465027173297	2.78450398292957	3.14241343787374	2.99638874644762	2.77610398807316	2.74631276642546	2.43829285157915	3.07553263116736	3.17632277264046	2.88557436437143	3.39506279951758	3.95326523901484	3.08746284125034	4.27127625917593	3.31614574229336	0.978195629681652	0.956056652412403	1.06350294230616	1.33342373372519	0.75702324650746	0.622930350920177	2.95046841415012	0.22650852980868	0.516015147003665	0.454175893185802	1.25096157353322	1.76553474636298	1.70929063572336	1.57046293102604	1.77399632511117	0.863938450423971	1.36737106564853	1.4905701304462	0.31034012061215	0.925999418556223	1.26903314645524	2.3305584000308	3.03210084316702	3.11103131238874	3.16832111573972	2.63459326844576	2.74846123300404	2.09423606984577	2.35614381022528	2.88166461932035	3.27947129564447	2.29572302453997	2.48026512205446	0.321928094887362	2.63923216324928	2.611172380044	1.58014548442338	2.60169651648096	1.72683121703249	2.66448284036468	2.4276061727819	2.76977173924945	1.98913900736823	1.82781902461732	2.114367024952	1.27500704749987	1.84799690655495	2.10097764772482	1.85199883711245	1.40599235967584	2.66902676550963	1.49569516262407	2.53356334821451	1.28688114778816	1.32768736417605	2.35895882583233	2.53106949272595
"DOK3"	4.52042224852645	3.88068552526112	2.41953889151378	2.23572705983806	1.46466826700344	2.6915341649192	5.77794567069515	4.47638168756724	1.0496307677246	3.5668151540109	4.44426950241348	3.56437816856506	3.1407786557828	3.34056226902641	2.40599235967584	2.97819562968165	4.13093086982645	2.58255600301406	3.03210084316702	2.05311133645956	3.27500704749987	3.52732060787705	2.98002530023873	2.65535182861255	3.78450398292957	2.3305584000308	3.16349873228288	2.99095486039699	2.89917563048051	3.28983446517751	3.09929520433778	3.11603199344711	2.65306001710456	3.11935617703968	2.28688114778816	3.85897561429202	3.20476675065461	3.41683974191283	3.17312743348066	2.28688114778816	2.48026512205446	1.36176835941915	1.96716860753263	1.92599941855622	1.36737106564853	1.82374936030827	1.31614574229336	2.09423606984577	1.55090066464752	2.03210084316702	2.93168305705981	2.32481060342048	1.80322703643493	3.73335434061383	0.613531652917927	3.09592441999854	1.18903382439002	0.815575428862573	2.19534759832222	1.70487196445635	2.42492208821069	3.34624777408278	2.16671544496642	2.94860084749336	1.74846123300404	2.8011586560937	2.10768786931437	1.90689059560852	2.80529245560071	3.1586601753465	1.55581615506164	1.91456452349394	1.90689059560852	3.30451104180995	2.68257329734758	1.85199883711245	2.68929916053589	2.27798474729977	3.00539998774259	2.79701297783614	2.35895882583233	2.3533232911629	1.74846123300404	2.23266075679027	1.76128527336162	1.67355642399014	2.35895882583233	1.790772037862	1.81557542886257	2.06695024392463	1.20789285164133	2.57773093149008	1.67807190511264	2.21412480535285	1.90689059560852	2.16671544496642
"GPR25"	2.8011586560937	2.95046841415012	2.77610398807316	1.97085365434048	3.08406426478847	2.39231742277876	3.51601514700366	5.53200519379057	1.09761079662642	2.91838623444635	0.687060688339892	0.214124805352847	0.7311832415722	0.799087306074004	0.111031312388744	0.20163386116965	0.485426827170242	0.0840642647884745	0	0.238786859587116	0.400537929583729	0	0.150559676575381	0	0.632268215499513	0.176322772640463	0.137503523749935	0.070389327891398	0.124328135002202	0.0565835283663675	0.432959407276106	0.0565835283663675	0.321928094887362	0	0.124328135002202	0.333423733725192	0.432959407276106	0.0976107966264223	0.238786859587116	0	0	0	0	1.18269229751619	0	0.137503523749935	0	0	0	0.879705766282288	0	0	0.16349873228288	0	0	0	0	0	0	0	0.070389327891398	0	0	0.214124805352847	0	0.070389327891398	0	0.16349873228288	0	0.070389327891398	0	0.176322772640463	2.3533232911629	0.16349873228288	0	0	0.485426827170242	0.070389327891398	0.16349873228288	0.070389327891398	0.422233000683048	0.111031312388744	0	0.070389327891398	0	0	0	0	0	0.773996325111173	0	0.16349873228288	0	0	0	0.150559676575381
"C16orf54"	3.23878685958712	2.18586654531133	2.32481060342048	1.0703893278914	1.26303440583379	1.0496307677246	1.89141918684608	3.854993016757	1.18903382439002	2.21723071622067	4.47378691161437	3.00898878322725	2.5033487351675	2.9126498648972	2.6667565918848	2.17312743348066	3.76341157447001	2.38956681176273	3.1554254317472	2.52606881166759	3.09423606984577	2.64154602908752	2.71149490665009	1.16349873228288	2.54843662469604	3.00180224263399	3.1407786557828	1.94860084749336	1.56559717585423	1.93357263826102	1.73552217729654	2.98367769469807	3.52481592835751	1.54101915313356	3.39094277280254	4.20163386116965	2.36737106564853	4.28169825009883	2.72683121703249	3.76553474636298	0.713695814843359	0.641546029087524	0.6959938131099	0	0	0.782408564927373	0	0	0	0	0	1.0071955014042	0.839959587489532	2.44625622988956	0.887525270741587	1.20163386116965	0.422233000683048	0	1.15055967657538	1.29278174922785	1.93734439215023	2.33628338786443	2.84398384404833	2.96162332828694	2.59454854955035	2.52606881166759	2.31324585178756	2.1407786557828	1.61353165291793	3.63691458035588	1.65535182861255	1.96716860753263	0	2.16671544496642	1.9297909977186	0.75702324650746	2.19219416528334	0.650764559116902	2.03913839390696	2.08746284125034	2.1407786557828	1.35614381022528	0.910732661902913	0.992768430768924	0.31034012061215	1.06350294230616	0.985500430304885	1.14404636961671	0.722466024471091	2.56559717585422	0.956056652412403	1.62293035092018	0.782408564927373	0.739848102699327	1.36737106564853	1.83187724119167
"IL10RA"	4.83895176695194	2.37851162325373	4.00270252037982	3.44625622988956	2.08406426478847	2.13093086982645	4.39643353125099	5.52387555132852	2.6507645591169	3.82476785314329	6.00966068964671	4.53667461756976	4.16671544496642	4.24792751344359	3.9174317553901	4.10768786931437	6.08065766334523	4.03121873061072	5.00405188450708	4.3819754785573	4.95745033634712	4.29130885982897	4.1554254317472	3.80426011563474	4.2861418728343	4.23035674505615	5.2460279805281	4.44956137461324	3.80632405739003	3.98823022306046	4.18428029441938	4.55704241526372	5.01122725542325	3.78659636189081	4.99186193055632	5.72710360352266	4.84348142543246	5.88093036107688	4.40258575823259	0	1.26903314645524	1.23878685958712	1.75702324650746	1.85598969730848	1.59931779369823	3.04788732939655	0.948600847493356	1.65992455840238	1.60880924267552	2.97085365434048	2.93545974780529	3.32481060342048	2.73335434061383	3.26303440583379	2.84599177066457	2.80322703643493	1.61353165291793	2.09761079662642	2.51853513898218	1.78659636189081	4.0496307677246	5.1139504824225	4.77557736093065	4.74631276642546	3.83592407425437	4.29939120612683	3.72027846523333	3.97727992349992	3.73768676140986	5.05484847699562	3.69265037003553	3.44360665147561	2.43295940727611	4.16027483140859	3.74200621086674	3.19219416528334	3.95046841415012	2.70043971814109	4.43496176018725	3.81557542886257	4.03562390973072	3.07553263116736	3.17152710603881	3.11935617703968	2.57046293102604	3.19377174339668	3.02502879449152	3.02147972741045	2.63459326844576	3.81762325751143	2.52857131887076	3.72900887033786	1.87970576628229	2.64385618977472	3.40190347160796	3.39780296186249
"WNT1"	1.21412480535285	0.659924558402378	0.594548549550354	0.704871964456353	0.622930350920177	0	0	1.55090066464752	1.78659636189081	1.63226821549951	0.137503523749935	0.070389327891398	0.0565835283663675	0	0.0285691521967709	0.0285691521967709	0.0976107966264223	0	0	0	0.111031312388744	0	0.0285691521967709	0	0	0.0426443374084937	0.0840642647884745	0	0	0.0426443374084937	0	0	0.0565835283663675	0	0	0.0285691521967709	0.0143552929770701	0.0426443374084937	0.0426443374084937	0	0	0	0	1.06350294230616	0	0.0285691521967709	0	0	0	0.790772037862	0	0	0	0.650764559116902	0	0	0.475084882948783	0	0	0.632268215499513	0	0	0.137503523749935	0.0285691521967709	0	0.0565835283663675	0.0285691521967709	0.0426443374084937	0	0.070389327891398	0	0.0840642647884745	0.669026765509631	0	0	0.0285691521967709	0.0143552929770701	0	0	0.0285691521967709	0	0.0426443374084937	0	0.0285691521967709	0	0.070389327891398	0	0	0	0.070389327891398	0.0565835283663675	0.0565835283663675	0	0	0	0
"VNN2"	1.35614381022528	2.58014548442338	0.941106310946431	0	0	1.07724299893246	0	0.748461233004036	1.26303440583379	1.18903382439002	3.76447355099267	1.91456452349394	1.54101915313356	4.18982455888002	1.56559717585423	1.48026512205446	3.53729606709084	1.18903382439002	2.58736499093646	4.32624970083746	3.16832111573972	1.47508488294878	1.88362081628567	2.23266075679027	1.42223300068305	1.95977015521147	2.46988597627446	1.52606881166759	1.08406426478847	1.0703893278914	0.604071323668861	1.78659636189081	2.61823865559545	1.21412480535285	2.48542682717024	2.8094144442359	2.58496250072116	3.77082904603249	2.62527048937469	0	0	0	1.59931779369823	0.823749360308273	0	1.70929063572336	0	0	0.84799690655495	0	0	0.485426827170242	0.839959587489532	0	0	1.89141918684608	0	0	0	0	1.9297909977186	2.93357263826102	1.77399632511117	1.54101915313356	1.84398384404833	1.73984810269933	1.88362081628567	1.22032995487956	1.76128527336162	2.9560566524124	1.49569516262407	1.74416109557041	1.0496307677246	1.56559717585423	1.37295209791183	0.956056652412403	2.10433665981474	0.575312330687437	1.7311832415722	1.31614574229336	1.19534759832222	1.18903382439002	0.773996325111173	1.20163386116965	0.400537929583729	1.21412480535285	1.48026512205446	1	1.32192809488736	2.66902676550963	1.13093086982645	2.52857131887076	0.713695814843359	0.748461233004036	1.27500704749987	0.956056652412403
"GCSAM"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MC4R"	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0.0426443374084937	0.214124805352847	0	0.0426443374084937	0	0.454175893185802	0.0565835283663675	0.321928094887362	0	0.298658315564515	0	0	0	0	0	0.0976107966264223	0	0	0.0426443374084937	0	0	0	0	0.137503523749935	0	0	0	0.176322772640463	0	0	2.89336221076387	0	0	0	0.22650852980868	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0.16349873228288	0	0	0	0.124328135002202	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0.0840642647884745	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0.0840642647884745	0	0.0426443374084937	0	0	0.0565835283663675	0.0565835283663675
"GPR183"	6.56864019541922	6.83289001416474	6.40105015932136	6.47102483906676	6.58345891013077	6.53247281684287	5.29829173062012	5.82629424549963	7.07863118123353	7.22679750227652	6.14934066928622	3.25398926623079	3.98550043030489	3.114367024952	3.98093926608551	3.92219784839637	5.77978500530113	3.95233356636969	5.40463068421761	3.63691458035588	4.41481206056585	5.91456452349394	4.86294724802092	3.7771566660045	3.09423606984577	3.88655014732434	5.10936055940423	3.84498815668261	4.03826057517535	3.85897561429202	3.70929063572336	3.89917563048051	4.99004721957379	3.74308405554959	5.61205755956307	4.7371459197762	3.04439411935845	5.72683121703249	4.09592441999854	5.64038956005495	5.96786027116915	6.07617425672425	5.99367436175059	7.13596574242734	5.93215568443206	3.92124588858559	6.46107011403305	4.55765515472542	4.55704241526372	5.44824022521607	7.13144543809559	3.6959938131099	2.24792751344359	6.27183649284068	5.5270077606372	5.49153246180432	5.23802251782572	5.05137210172103	6.05071934775126	5.86715516310751	4.08406426478847	4.19927972133662	5.30414594120295	5.25550073314839	4.56315813040281	4.34553831007001	3.13586316536868	4.48091134604775	4.00809242094872	5.27612440527424	3.5981269599196	3.69376571221778	6.23935985027747	3.38543103719352	3.47767732756531	2.10097764772482	2.96162332828694	2.24792751344359	4.41953889151378	3.36737106564853	3.92599941855622	3.48026512205446	2.74416109557041	2.34766565630097	1.0703893278914	2.82984955984469	2.63226821549951	2.94485844580754	4.79285535236249	3.72900887033786	3.65535182861255	2.85199883711245	1.58014548442338	2.41683974191283	4.00988458893184	3.14893410452634
"WAS"	5.21916852046216	3.68818035858693	3.93640237772506	4.45549162062847	3.57893871309339	2.50842865253186	5.18547014606694	6.12825215227739	3.5385381636298	4.88752527074159	4.91790907385298	3.4944156103975	3.29719141656586	3.24184018356467	2.75060650483559	2.89336221076387	4.52230689287139	2.78031009904338	3.02502879449152	2.62993940943954	3.28688114778816	4.49761236561836	3.50207595604579	2.59215800212536	3.25096157353322	3.42223300068305	4.19770815795585	3.20006486151431	2.99819550315325	3.79701297783614	2.75702324650746	3.52481592835751	3.54720302475693	3.24184018356467	3.28540221886225	4.57531233068744	3.13586316536868	4.48864353985378	3.0703893278914	1.55581615506164	2.72683121703249	2.34766565630097	2.47508488294878	1.91456452349394	0	2.11103131238874	0.604071323668861	2.08065766334523	1.9297909977186	3.90689059560852	3.04264433740849	2.13750352374994	1.61353165291793	3.80529245560071	2.7158933705476	1.53605290024021	0.992768430768924	3.1407786557828	3.43962313755712	2.38956681176273	2.88362081628567	3.42492208821069	3.04264433740849	3.68594014844598	3.11603199344711	3.30451104180995	2.03913839390696	2.53106949272595	2.78031009904338	3.69376571221778	2.11769504266975	2.38404980679516	2.81762325751143	2.99457972421575	3.24792751344359	1.92599941855622	2.77399632511117	1.74846123300404	3.0496307677246	3.05311133645956	2.75274859140713	2.4594316186373	2.04614178164472	2.16671544496642	1.29278174922785	2.03210084316702	2.05658352836637	1.52606881166759	1.32768736417605	2.55826763405574	1.66902676550963	2.10768786931437	1.75702324650746	1.57046293102604	1.64616265715789	2.4541758931858
"CEACAM21"	2.32768736417605	0	2.70487196445635	1.11769504266975	0.970853654340484	0	1.26903314645524	3.90592847817313	0.910732661902913	2.63923216324928	2.47767732756531	0.831877241191673	1.68706068833989	0.7311832415722	0.887525270741587	1.36737106564853	3.00539998774259	1.0071955014042	0.6959938131099	2.13093086982645	1.66448284036468	1.86393845042397	2.10768786931437	1.25701061820602	0.910732661902913	1.41683974191283	1.61823865559545	0.773996325111173	1.02856915219677	1.4276061727819	1.16992500144231	1.54101915313356	1.65992455840238	0.505890929729957	1.38404980679516	2.24184018356467	1.84799690655495	2.52857131887076	0.713695814843359	0	0	2.48542682717024	0	0	0	0.903038270112912	0.815575428862573	0.925999418556223	0	2.13422093976063	0	0.22650852980868	0.214124805352847	0	0.903038270112912	0	0	0	1.16992500144231	0	0.722466024471091	0.263034405833794	1.21412480535285	1.36737106564853	1.38956681176273	1.57531233068744	1.33913738491959	1.03562390973072	0.863938450423971	1.28688114778816	0.422233000683048	0.985500430304885	2.10433665981474	0.411426245726465	0.613531652917927	0.650764559116902	0.650764559116902	0.333423733725192	0.903038270112912	3.77082904603249	0.344828496997441	0.992768430768924	0.903038270112912	0.321928094887362	0.526068811667588	1.48542682717024	0.20163386116965	0.871843648509318	0.495695162624069	1.06350294230616	0.55581615506164	1.4276061727819	0.367371065648529	0.432959407276106	0.31034012061215	1.63691458035588
"GHRL"	5.97773784924282	5.87848013113858	5.48058827023386	5.81121411751324	5.25625587320273	3.78345665436024	7.19583970019311	5.41142624572646	5.47670570666818	6.37747084284965	1.60407132366886	0.739848102699327	0.782408564927373	0	0.565597175854225	0.773996325111173	0.84799690655495	0.356143810225275	1.43829285157915	0.37851162325373	1.40053792958373	5.29535569289167	1.65992455840238	1.26303440583379	0.687060688339892	0.650764559116902	1.38404980679516	0.823749360308273	1.27500704749987	0.411426245726465	0.594548549550354	0.687060688339892	1.28688114778816	1.0071955014042	1.62293035092018	0.831877241191673	0.903038270112912	1.88362081628567	1.22650852980868	4.77978500530113	2.91073266190291	5.83213050109593	5.22110372536788	5.24145887127465	4.94719858426206	0.454175893185802	4.76924279514054	3.47118746038699	3.51222688651396	4.69097573834328	4.99412711400313	0.286881147788162	0.970853654340484	4.84549005094437	3.94392132655349	5.82349462471286	4.80529245560071	4.54163873443614	5.13668357769724	4.07980475463526	0.669026765509631	1	1.22650852980868	0.55581615506164	1.38956681176273	0.963474123974886	0	0.669026765509631	1.09761079662642	0.807354922057604	0.887525270741587	0.855989697308481	1.4594316186373	2.15055967657538	1.22032995487956	0.985500430304885	1.05658352836637	0.575312330687437	0.604071323668861	0.773996325111173	0.150559676575381	0.713695814843359	0.137503523749935	0.526068811667588	0.367371065648529	0.389566811762726	6.03584381599453	0	0.823749360308273	0.526068811667588	0.37851162325373	1.93734439215023	0.6959938131099	0	0.722466024471091	0.432959407276106
"TNFRSF4"	3.51853513898218	2.35614381022528	1.26903314645524	1.99638874644762	2.62993940943954	0	4.5385381636298	5.6284819943839	1.11103131238874	3.24336442569366	4.00270252037982	2.96716860753263	2.91647664443772	3.10265813136374	2.32768736417605	2.8972404255748	3.64500988439109	2.31324585178756	3.37712374912949	2.53605290024021	2.70708299177171	1.72246602447109	2.73768676140986	1.8073549220576	3.06177619758669	3.42223300068305	2.92599941855622	1.73984810269933	1.48026512205446	3.26303440583379	2.48800077083407	2.58976348698498	3.12267271882414	1.82374936030827	2.90303827011291	4.38956681176273	2.39780296186249	3.61588707391606	2.42223300068305	2.67807190511264	2.16027483140859	0	0	1.19534759832222	0	2.35895882583233	0.641546029087524	1.13750352374994	0	0	0	1.89917563048051	1.41142624572647	0.831877241191673	2.97452931248388	0	0.622930350920177	0	0	0	1.33342373372519	1.42223300068305	2.53106949272595	2.93734439215023	1.67355642399014	2.1243281350022	1.74416109557041	1.98913900736823	2.51601514700366	2.45680614923047	1.31034012061215	1.9297909977186	1.26303440583379	2.6915341649192	2.6959938131099	1.01435529297707	2.35049724708413	2.6915341649192	3.0703893278914	1.85598969730848	1.57046293102604	1.53106949272595	1.85199883711245	1.83592407425437	1.6507645591169	2.30742852519225	2.63691458035588	2.7311832415722	1.70487196445635	2.72465027173297	1.20789285164133	2.02147972741045	2.07724299893246	1.37295209791183	1.31034012061215	2.42223300068305
"SLC2A5"	2.51096191927738	1.73984810269933	0.687060688339892	0.807354922057604	0	0.790772037862	0	1.94860084749336	1.4594316186373	2.86789646399265	3.01792190799726	2.15704371014558	3.72027846523333	3.32768736417605	1.08406426478847	2.33342373372519	4.03474394932473	1.49569516262407	2.73984810269933	2.46988597627446	1.95233356636969	3.87381319835909	1.25701061820602	2.96162332828694	2.84398384404833	1.74416109557041	1.25096157353322	1.65535182861255	1.51096191927738	2.51349074558812	2.52857131887076	1.9560566524124	0.831877241191673	2.75060650483559	1.43295940727611	2.55826763405574	2.81762325751143	2.86393845042397	2.54349588342577	0.933572638261024	0	2.68929916053589	0	1.35049724708413	0.823749360308273	1.63691458035588	0	0	1.72246602447109	1.65992455840238	3.89627184880738	1.67355642399014	0.565597175854225	1.33913738491959	1.24488705912353	0	1.07724299893246	0	2.12101540096137	0	1.35049724708413	4.76553474636298	1.0703893278914	1.41142624572647	0.687060688339892	1.48542682717024	1.04264433740849	0.970853654340484	1.94485844580754	1.57531233068744	0.516015147003665	1.22032995487956	0.773996325111173	1.76128527336162	1.26903314645524	1.29278174922785	3.36737106564853	1.56559717585423	2.14730669878029	1.64616265715789	1.34482849699744	2.58255600301406	0.831877241191673	0.739848102699327	1.93734439215023	0.704871964456353	1.50589092972996	0.773996325111173	2.37573453858316	1.58976348698498	1.01435529297707	0.925999418556223	1.79493566280354	1.7311832415722	1.43829285157915	1.28095631383106
"PLA2G7"	3.30888505741176	1.70043971814109	1.56559717585423	3.24184018356467	2.73768676140986	1.1243281350022	2.55826763405574	4.25625587320273	2.26002565596146	3.87381319835909	5.4715126480455	3.38128337250378	3.44095219802964	3.70597790168252	2.9429835981871	2.62527048937469	4.75488750216347	2.47767732756531	5.11186596386756	3.47897180503294	3.36457243229586	3.83390207666916	1.31614574229336	1.20789285164133	3.04788732939655	2.78659636189081	2.40599235967584	2.06695024392463	2.09761079662642	5.98936611402606	3.40190347160796	3.04439411935845	3.06350294230616	0.790772037862	3.49569516262407	3.77082904603249	3.11603199344711	4.47118746038699	4.95837871156634	1.97819562968165	3.23112515787905	1.16349873228288	1.89530262133331	0	1.8073549220576	4.81455042346181	0	3.40735275114004	1.83187724119167	2.14730669878029	1.36176835941915	2.72900887033786	1.64154602908752	2.40599235967584	2.02502879449152	3.47248777146274	0.807354922057604	2.08406426478847	2.18586654531133	2.07382023329167	3.17472598770613	3.88068552526112	2.29278174922785	4.23342794374847	1.36737106564853	2.12101540096137	1.22032995487956	3.09761079662642	3.54596836910529	3.48284828306847	1.54596836910529	1.51096191927738	1.09761079662642	2.80322703643493	2.51853513898218	1.87578006306849	4.11103131238874	2.3533232911629	4.44493204894218	2.93545974780529	3.96993327469786	1.40053792958373	2.75702324650746	1.97085365434048	0.37851162325373	3.86591881455221	3.78555055173926	2.5033487351675	2.58255600301406	3.16188768237689	1.63226821549951	2.40599235967584	0.669026765509631	3.03738222200308	2.9560566524124	3.23419472295381
