"BC_HKB0543_1306_T"	"BC_HKB0779_1486_T"	"BC_HKB0831_1520_T"	"BC_HKB0899_M1605_T"	"BC_HKB1385_1721_T"	"HKB0007_3005_T"	"HKB0040_3002_T"	"HKB0044_3006_T"	"HKB0050_3005_T"	"HKB0054_3000_T"	"HKB0069_3000_T"	"HKB0079_3006_T"	"HKB0082_3006_T"	"HKB0098_3005_T"	"HKB0167_3006_T"	"HKB0194_3006_T"	"HKB0220_3000_T"	"HKB0573_3000_T"	"HKB0659_3000_T"	"HKB0674_3000_T"	"HKB0710_3000_T"	"HKB0718_3000_T"	"HKB0736_3000_T"	"HKB0751_3000_T"	"HKB0752_3000_T"	"BC_HKB0632_1381_T"	"BC_HKB0668_1298_T"	"BC_HKB0876_1543_T"	"BC_HKB0895_1582_T"	"HKB0162_3006_T"	"HKB0692_3000_T"	"BC_HKB0022_649_T"	"BC_HKB0187_1214_T"	"BC_HKB0215_1134_T"	"BC_HKB0729_1445_T"	"HKB0008_3006_T"	"HKB0023_3006_T"	"HKB0033_3006_T"	"HKB0038_3006_T"	"HKB0049_3006_T"	"HKB0064_3004_T"	"HKB0078_3000_T"	"HKB0086_3006_T"	"HKB0088_3000_T"	"HKB0089_3001_T"	"HKB0101_3000_T"	"HKB0102_3006_T"	"HKB0123_3006_T"	"HKB0143_3006_T"	"HKB0164_3006_T"	"HKB0179_3006_T"	"HKB0191_3001_T"	"HKB0208_3006_T"	"HKB0209_3004_T"	"HKB0219_3001_T"	"HKB0221_3001_T"	"HKB0564_3000_T"	"HKB0576_3000_T"	"HKB0579_3000_T"	"HKB0599_3000_T"	"HKB0665_3000_T"	"HKB0668_3000_T"	"HKB0698_3000_T"	"HKB0701_3000_T"	"HKB0722_3002_T"	"HKB0734_3000_T"	"HKB0737_3000_T"	"HKB0744_3000_T"	"BC_HKB0112_933_T"	"BC_HKB0199_1263_T"	"BC_HKB0567_M1337_T"	"BC_HKB0689_M1326_T"	"BC_HKB0728_1447_T"	"BC_HKB0741_1471_T"	"BC_HKB0757_1496_T"	"BC_HKB0761_1499_T"	"BC_HKB0772_1460_T"	"BC_HKB0775_1470_T"	"BC_HKB0830_1541_T"	"BC_HKB0838_1563_T"	"BC_HKB0873_1549_T"	"BC_HKB0890_1550_T"	"BC_HKB0917_1656_T"	"BC_HKB2106_1619_T"	"BC_HKB2107_1620_T"	"HKB0052_3000_T"	"HKB0074_3000_T"	"HKB0120_3000_T"	"HKB0124_3003_T"	"HKB0129_3000_T"	"HKB0155_3000_T"	"HKB0158_3006_T"	"HKB0160_3000_T"	"HKB0161_3001_T"	"HKB0186_3000_T"	"HKB0207_3001_T"	"HKB0552_3000_T"	"HKB0719_3002_T"	"BC_HKB0056_809_T"	"BC_HKB0662_1294_T"	"BC_HKB0882_1555_T"	"BC_HKB0892_1559_T"	"HKB0004_3006_T"	"HKB0005_3001_T"	"HKB0019_3006_T"	"HKB0036_3006_T"	"HKB0056_3002_T"	"HKB0065_3006_T"	"HKB0084_3000_T"	"HKB0091_3001_T"	"HKB0092_3000_T"	"HKB0125_3006_T"	"HKB0134_3006_T"	"HKB0157_3006_T"	"HKB0182_3006_T"	"HKB0210_3006_T"	"HKB0211_3002_T"	"HKB0626_3000_T"	"HKB0644_3000_T"	"HKB0650_3000_T"	"HKB0677_3000_T"
"CSF1R"	5.30524096595448	4.47961860846942	4.14974711950468	5.92718535782637	5.50493813164961	4.64673869830785	5.10977842907866	4.47313748777226	4.11353381959191	5.40599235967584	4.55949181320504	4.57288966842058	4.23878685958712	5.08065766334523	5.92694824794977	5.01346225980656	5.30815697511476	4.41818994794577	4.31686980506433	5.71589337054761	4.82883464946806	3.99638874644762	4.88508622529017	4.52356195605701	4.4594316186373	3.02147972741045	3.75060650483559	3.25701061820602	3.14404636961671	4.39506279951758	3.46466826700344	6.13729858092114	3.11270013274936	4.61941301059794	3.82781902461732	5.44724856860178	4.55765515472542	4.64270157183323	4.74146698640115	5.39266088071179	6.07959144864819	3.97819562968165	5.18189764310839	4.95837871156634	4.32624970083746	4.10097764772482	4.57712666130705	4.65019012349677	4.99593670350459	5.38750040648098	4.7279204545632	5.13914201914569	4.41345868800798	5.14323013477689	3.46988597627446	5.2253520607761	4.27202318906105	4.9126498648972	4.64904056563445	3.81249822533356	4.34553831007001	4.02236781302845	3.62527048937469	4.75328361646088	3.87184364850932	3.88166461932035	4.5981269599196	3.64731450954714	4.50462039240355	5.04788732939655	5.27835652801072	4.21645486514476	4.47832471148503	3.91934008244201	4.94157586181824	4.30451104180995	3.81455042346181	3.57167680997093	3.76659516172927	4.29057185085208	4.00539998774259	5.36981542428391	3.47378691161437	3.83390207666916	3.09592441999854	4.70597790168252	5.07253459972295	5.87749887278353	3.65878273401283	4.6246858105254	5.19219416528334	5.14445431392619	5.22804904788446	4.32481060342048	5.81762325751143	5.30742852519225	4.31976242766925	3.85099939471647	2.78868571061353	3.46858331700683	3.05484847699562	4.67525138605026	3.76871365703048	3.52105073690096	4.99729240763651	4.3110671022556	4.15704371014558	4.43295940727611	5.01703108052784	5.11353381959191	3.8011586560937	3.28835856219366	4.77768271707355	3.94860084749336	4.75595576955096	4.56254772419912	4.42155994490182	3.17152710603881	2.78659636189081	3.39506279951758	4.24640808724638
"BTN3A3"	4.96486066424585	4.35049724708413	4.13422093976063	5.49569516262407	3.80632405739003	4.39711840904258	5.17232749165762	4.40258575823259	5.08151006812092	4.61647532878288	5.06134418828839	4.24716800037477	4.58496250072116	4.24944534108584	5.62906513709228	4.41278152533848	4.37920505996061	3.88362081628567	4.75060650483559	4.9429835981871	5.47670570666818	4.17552460108987	5.63284983011771	4.8870377914192	4.18428029441938	3.99004721957379	4.70487196445635	1.83995958748953	1.70929063572336	3.71149490665009	2.93734439215023	3.34340782229781	3.81147103052984	2.86591881455221	3.12928301694497	3.76659516172927	3.62410089462811	3.20945336562895	3.36036427654347	3.87085786436376	3.20006486151431	2.61353165291793	3.17791779219584	4.48992821940518	3.01792190799726	3.57893871309339	3.04439411935845	3.41413553298445	4.1586601753465	3.47638168756724	3.52481592835751	4.25474519762921	3.8011586560937	4.22650852980868	2.70043971814109	4.33556900555675	2.54596836910529	3.64731450954714	4.36806987653208	3.1906148602095	3.17472598770613	4.74738739965272	3.67807190511264	4.45220004940622	4.05398016818765	3.07382023329167	3.58496250072116	3.40871186102943	3.11270013274936	3.68481873755322	3.53480866123175	2.56071495447448	4.01524777369894	2.78450398292957	2.45680614923047	2.69821847822441	2.79285535236249	4.34908214639109	2.52105073690096	3.5385381636298	3.29865831556452	5.10643207781693	4.10013667128545	3.17632277264046	2.38404980679516	3.81455042346181	3.95512678126137	4.18348651445939	2.81147103052984	3.74738739965272	3.55826763405574	4.50143914515887	2.9297909977186	3.60288440871842	4.42961596420174	4.34482849699744	3.72574115650395	3.59931779369823	2.62527048937469	4.3526172989585	4.82323984413102	3.27649666564036	3.1407786557828	4.98139603197215	3.27798474729977	4.17712050284652	4.27127625917593	3.37989816352469	4.23189316164533	4.41886457739032	3.74523733212975	3.73768676140986	3.81762325751143	2.01435529297707	2.55090066464752	4.55151601762801	2.6667565918848	2.48026512205446	1.47508488294878	5.10223819393074	3.41278152533848
"CERKL"	8.88959522220401	8.87005641847295	9.05704405085477	7.26341005875634	10.6280900629503	0.20163386116965	0.333423733725192	0.214124805352847	1.24488705912353	1.83995958748953	0.238786859587116	0.070389327891398	0.584962500721156	0.16349873228288	0.526068811667588	0.344828496997441	0.124328135002202	0.526068811667588	0.124328135002202	0.250961573533219	1.6507645591169	0.189033824390017	0.286881147788162	3.18269229751619	0.189033824390017	7.58601408251252	7.56361576562977	7.57129758250485	7.16017396833022	0	0.214124805352847	8.20182986620234	7.38887833881199	8.56414948998573	7.88862149734404	0.565597175854225	1.11103131238874	0.189033824390017	0.687060688339892	0.0285691521967709	0.7311832415722	0.454175893185802	0.367371065648529	1.43829285157915	0.0143552929770701	0.495695162624069	0.895302621333307	0.948600847493356	0.37851162325373	1.52105073690096	0.879705766282288	0.0840642647884745	0.815575428862573	0.910732661902913	1.89141918684608	0.321928094887362	0.189033824390017	0.941106310946431	1.0703893278914	0.790772037862	1.0496307677246	0.565597175854225	1.6507645591169	0.111031312388744	0.37851162325373	1.53106949272595	1.23878685958712	0.992768430768924	8.91713335113627	7.57046293102604	7.46401472450489	6.3797249188483	7.71080643369935	7.22737527362621	5.74227574754027	6.66434061183981	7.69960715389318	7.55036201540073	7.99655822604146	6.62293035092018	9.19716753741605	6.46744252448354	6.53667461756976	7.73694305188008	7.65327502915805	1.02147972741045	0.20163386116965	1.67807190511264	1.02147972741045	0.799087306074004	0.895302621333307	0.16349873228288	0.0565835283663675	0.070389327891398	0.0285691521967709	1.41683974191283	1.76553474636298	0.189033824390017	7.28438457507067	8.47889093421026	8.35102755219611	4.52042224852645	0.0840642647884745	0.176322772640463	0.0285691521967709	0.238786859587116	0.16349873228288	0.0285691521967709	0.111031312388744	0.189033824390017	0.0285691521967709	0.150559676575381	0.298658315564515	0.238786859587116	0.238786859587116	1	0.941106310946431	0	0.0565835283663675	0.176322772640463	0.124328135002202
"LOC100233209"	6.20886837067295	5.76314595814948	5.91886323727459	5.55305325276641	6.8109571587378	0.799087306074004	2.34198574722862	0.887525270741587	1.13750352374994	1.28095631383106	1.09085343045111	1.23266075679027	0.84799690655495	0.773996325111173	2.15055967657538	0.985500430304885	1.09085343045111	1.03562390973072	1.55581615506164	1.84398384404833	0.879705766282288	0.879705766282288	2.31614574229336	1.18269229751619	1.0071955014042	3.38681094647222	4.18507363787676	5.67214243285383	4.13010717865883	0.84799690655495	0.27500704749987	4.97452931248388	5.25738784269265	3.74631276642546	3.6959938131099	0.7311832415722	0.422233000683048	0.298658315564515	0.31034012061215	0.613531652917927	0.389566811762726	0.321928094887362	0.622930350920177	0.722466024471091	0.7311832415722	0.454175893185802	0.31034012061215	0.214124805352847	0.659924558402378	0.687060688339892	0.475084882948783	0.475084882948783	0.622930350920177	0.454175893185802	1.94860084749336	0.622930350920177	0.27500704749987	0.748461233004036	0.956056652412403	0.400537929583729	0.321928094887362	0.31034012061215	0.333423733725192	0.389566811762726	0.321928094887362	0.189033824390017	0.516015147003665	0.0840642647884745	6.97533211589791	4.97039353791468	4.62935662007961	4.20554891117303	6.03254169727004	5.59185890498717	4.33413917883824	4.18507363787676	5.26453643099903	4.94766615679601	5.61853233397629	3.97361127551947	5.8646814055726	6.14486214291573	5.12598165385472	5.00988458893184	6.59215800212536	0.604071323668861	1.15704371014558	0.641546029087524	0.454175893185802	0.622930350920177	0.687060688339892	0.641546029087524	0.263034405833794	0.53605290024021	1.24488705912353	0.910732661902913	0.37851162325373	0.669026765509631	2.39506279951758	4.01881218574282	4.27351588970212	3.73443866613717	0.367371065648529	0.189033824390017	0.263034405833794	0.443606651475615	0.604071323668861	0.584962500721156	0.739848102699327	0.831877241191673	0.22650852980868	0.250961573533219	0.910732661902913	0.443606651475615	0.7311832415722	0.250961573533219	0.687060688339892	0.150559676575381	0.070389327891398	0.807354922057604	0.367371065648529
"CFLAR"	6.70583970588368	5.25587835258279	5.16591193893569	6.86690797814317	5.92100780045222	5.90255600534463	7.19849415363908	6.00270252037982	5.61823865559545	6.34748849721179	5.94321808742628	6.28132732965948	6.22496636500027	5.62351574149055	6.68229237143083	6.08129701413827	6.15380533607904	6.14139191617073	6.80709727493827	6.82756500665014	6.16007309819972	5.95070169008901	7.09074759506678	6.26922020578009	5.99774402605963	3.94204525991605	4.03826057517535	5.21606678308703	4.5981269599196	5.86764940601776	5.66020987335256	5.75274859140713	4.53231695933277	4.4541758931858	4.4905701304462	5.33735429849697	5.64760232900762	4.92076967302065	5.33842441478356	5.75942218569633	5.43829285157915	5.58766502110098	5.52481592835751	5.74173662382664	5.88386515450979	5.26865895502767	5.02901108665907	5.26978123827438	5.44194819050336	5.9126498648972	5.52105073690096	5.1139504824225	5.72191944555154	5.61853233397629	5.09212284983868	5.47411151394241	5.76738996206572	5.48574882137778	5.72628628972067	6.0931798467655	5.77109325169954	5.68313498512609	5.47540919340106	5.15421053058834	5.46630082917934	5.37469175209693	5.7062542535732	5.20945336562895	5.90905301675914	5.41074812818595	5.52512925120397	4.47053686509258	5.10391721075207	4.14974711950468	5.44261180368934	5.40531168259745	4.16188768237689	5.17831627170145	4.81813476081085	5.34978987024187	5.19652836093694	5.99548451887751	5.04001567884788	4.02680005934372	4.08915913191124	5.93002764088174	6.16611285740143	6.43028527297778	5.17152710603881	6.29774167849137	5.57742882803575	5.47248777146274	6.8497491172824	6.11144869848767	6.16530901559716	5.79649392942584	6.11707162384512	5.80193464627335	4.75915583380027	4.80529245560071	5.02945288578697	5.1811025507538	6.20339694854612	6.70942850136835	5.28318097894557	5.96901230751632	6.18646094003548	5.91001305342134	5.39163026151743	5.41886457739032	5.67807190511264	6.87737616854864	5.91862475557459	5.18467702068089	5.57288966842058	5.30815697511476	5.9114519116266	5.02724253597374	5.1106138055009	6.03033607837096	5.63430284166251
"KIAA1949"	6.54504168346746	5.46336088581666	5.02591469875079	8.26148380277771	5.95559179175399	4.55397480823747	5.33592624092836	4.5909612413426	4.73226919950145	5.00180224263399	5.38887833881199	4.75488750216347	4.96162332828694	4.54966917072649	5.64904056563445	4.674686619928	5.11769504266975	4.33556900555675	4.59931779369823	5.73876783680019	5.04788732939655	4.5090623863619	4.98504496225347	4.90689059560852	4.17951105027151	4.83187724119167	4.82883464946806	5.26716121802226	4.67694435910691	4.34056226902641	3.68369645430652	6.53044535469291	4.95279947789994	5.20398416585599	5.40224465525408	4.92552476974757	4.65535182861255	4.51538446063695	4.69041709553247	5.04526821513853	4.72082566608984	3.86492897228979	4.54720302475693	4.58496250072116	3.99819550315325	4.76447355099267	3.65191274464578	3.86393845042397	4.68481873755322	4.66106547980695	4.64327899631198	5.09339115325301	4.14159627838382	5.21761848535105	4.11852584893567	4.41210404467757	4.54287709935414	4.79181407116183	4.18507363787676	3.84197311892718	4.69209237542757	3.78555055173926	4.22958792274065	4.46988597627446	4.34411833452143	3.41413553298445	5.03210084316702	3.799087306074	4.20867331962947	6.37451788104629	5.45055144330648	4.35684807923652	5.1139504824225	4.26903314645524	4.57106999816771	5.49984588708321	5.01613970265525	4.02502879449152	4.86937792403133	4.65935375917005	4.84799690655495	7.58953879729613	4.74792441623844	3.82883464946806	4.12515513132229	4.32912359629157	4.41210404467757	5.27909980213375	3.62643913669732	4.08491465976794	4.29498826769145	4.92076967302065	4.77346892790519	4.80889983925777	5.43895814789755	4.63110428236588	3.70265754339091	3.72246602447109	3.70487196445635	5.56224242422107	4.54349588342577	6.93239194006853	4.83187724119167	4.64961545906341	5.46597446450407	5.32409051603798	4.17072627613155	5.90520646879571	5.60021027442009	5.40837220357268	4.78293270482084	6.28577209324984	5.19770815795585	4.03562390973072	4.96901230751632	5.46564802598228	4.88801258540283	2.86987140617771	4.1906148602095	4.62527048937469	4.03562390973072
"CELF2"	5.14404636961671	3.23572705983806	5.29682445864937	5.22265002245148	4.79856900355688	3.40053792958373	5.89117612475454	3.44625622988956	3.63691458035588	4.93215568443206	3.9126498648972	3.81762325751143	3.49185309632967	3.790772037862	4.9387562614923	3.77610398807316	4.26002565596146	4.57470704641555	3.95233356636969	4.89869207256049	5.13955135239879	3.25398926623079	6.23764019503539	4.17871464117544	4.26303440583379	0.903038270112912	1.54596836910529	2.48284828306847	2.10433665981474	3.84699468696557	2.48542682717024	4.75114232472695	1.28688114778816	3.66562016406638	3.12267271882414	4.07980475463526	2.97636363573276	3.54966917072649	3.0686708106651	4.22265002245148	4.71644223684332	2.9297909977186	3.29865831556452	3.58135124716878	3.90592847817313	3.92124588858559	3.84599177066457	2.90303827011291	3.83289001416474	3.67129337248158	3.63459326844576	3.86690797814317	3.65420637794429	3.7771566660045	2.8499992594661	3.32048467801769	3.64385618977472	3.52105073690096	3.95233356636969	2.70265754339091	2.82781902461732	3.18269229751619	3.33485426933163	3.67355642399014	3.19849415363908	2.6667565918848	3.73768676140986	2.33628338786443	2.94110631094643	4.70708299177171	3.64731450954714	0.176322772640463	2.26603689399532	3.10097764772482	4.75862298244024	4.19298316997399	3.26303440583379	3.76128527336162	3.41278152533848	3.93734439215023	5.04351949366274	4.56010351346474	2.58014548442338	2.32192809488736	1.37295209791183	4.41142624572646	5.0232553523003	5.05918219921169	3.21256933885081	4.75648960675997	4.40463068421761	3.96624587322494	5.62351574149055	4.31614574229336	4.99322146736894	4.39780296186249	3.92789645372882	3.58255600301406	0.970853654340484	1.83187724119167	2.7311832415722	4.19140472885276	2.94485844580754	1.9297909977186	2.94485844580754	3.43295940727611	2.93545974780529	3.0686708106651	3.44493204894218	3.81044310384517	2.77399632511117	5.26865895502767	4.02768487693716	4.59514556799086	3.18428029441938	5.70873904135958	3.89530262133331	1.99638874644762	2.19849415363908	3.93451650158608	2.49569516262407
"CASP5"	0	1.28688114778816	0	0	0	0.650764559116902	3.05831649559082	1.15055967657538	0.748461233004036	0.55581615506164	0.823749360308273	0.903038270112912	1.17632277264046	0.516015147003665	1.4905701304462	0.641546029087524	0.321928094887362	0.650764559116902	1.36176835941915	0.713695814843359	1.80322703643493	0.400537929583729	0.925999418556223	0.367371065648529	0.495695162624069	0	0	0	0	0.0976107966264223	0	1.91073266190291	0	0	0	0.0976107966264223	0.367371065648529	0.333423733725192	0.20163386116965	0.16349873228288	0.622930350920177	0.150559676575381	0.137503523749935	0.321928094887362	0.367371065648529	0.238786859587116	0.0840642647884745	0.20163386116965	0.124328135002202	0.321928094887362	0	0.176322772640463	0.263034405833794	0.111031312388744	0	0.22650852980868	0.27500704749987	0.765534746362977	0.0976107966264223	0.918386234446348	0.20163386116965	0.321928094887362	0.070389327891398	0.37851162325373	0.286881147788162	0	0.400537929583729	0.111031312388744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37851162325373	0.464668267003444	0.475084882948783	0	0.176322772640463	0.389566811762726	0.0840642647884745	0.189033824390017	0.526068811667588	0.565597175854225	0.111031312388744	0.214124805352847	0.464668267003444	0	0	0	0	0.367371065648529	0.575312330687437	0.613531652917927	0.443606651475615	1.05658352836637	0.356143810225275	0.739848102699327	1.25701061820602	0	0.0976107966264223	0.622930350920177	0.584962500721156	0.250961573533219	0.495695162624069	0.0840642647884745	0.475084882948783	0	0.137503523749935	0.475084882948783
"RFTN1"	7.60792206726114	6.18189764310839	7.61478344912739	7.49265437101891	6.63037634701521	4.56498780095989	6.13791332208841	4.33699741660501	4.46923479366766	4.54905302933729	4.76924279514054	4.43562859405209	4.12680770314203	3.90881290773955	5.40463068421761	3.91169158187234	4.88752527074159	4.72191944555154	4.82578562746479	5.51696065989882	5.23610988988963	4.63807383718072	5.44493204894218	5.2667865406949	4.42894634476948	4.99322146736894	4.74469931420784	5.18308946064076	4.23342794374847	3.86789646399265	3.68369645430652	5.84046323386954	5.58976348698498	4.69209237542757	4.30085587126876	4.12350066435096	4.05484847699562	4.30231905094883	4.62993940943954	4.18824265626441	4.18586654531133	3.09085343045111	4.5197934862411	4.04351949366274	3.92029330021101	3.790772037862	3.76765479823735	3.35755200461808	4.23725777090037	4.01256867350306	3.80426011563474	4.24336442569366	4.53169336086147	4.5963388642052	5.00450139223494	4.79960542245267	3.66334461936608	4.5981269599196	4.56864019541922	4.30815697511476	4.57410150808939	5.06047978140759	4.19927972133662	5.44559429134118	4.5385381636298	3.65420637794429	4.65477921695952	3.55090066464752	6.37885838327003	5.69849632031307	5.10097764772482	4.49249415167943	6.19495379593384	4.40531168259745	5.27575204882853	5.37816477987163	5.06651978142975	5.79960542245267	5.30451104180995	5.16349873228288	6.13031314554346	7.01669687836252	4.74200621086674	4.75435307169213	5.24982454861618	4.52356195605701	4.65420637794429	5.70873904135958	3.43162295971329	4.9481335778404	4.2667865406949	4.04614178164472	6.4643415327611	4.46008724011683	5.00405188450708	4.83541884047548	4.60703434594862	4.33199177823206	6.10789706166461	5.268284666521	5.32300971061281	5.33592624092836	3.64385618977472	3.43162295971329	3.63691458035588	3.73876783680019	4.74200621086674	4.60110220337641	4.12845838414693	4.03210084316702	3.81762325751143	4.86492897228979	4.49185309632967	3.79493566280354	4.14730669878029	3.80322703643493	3.98458935036246	2.79493566280354	2.29278174922785	4.05050169744673	3.39094277280254
"CD80"	3.34056226902641	2.23572705983806	3.03913839390696	2.61823865559545	2.61588707391606	2.70487196445635	4.25701061820602	2.41683974191283	1.96716860753263	2.91073266190291	3.27052894238072	2.23572705983806	2.19219416528334	2.64385618977472	3.4931349223055	3.05484847699562	1.96347412397489	2.72027846523333	3.60762622084549	3.13257684267001	3.31179371775365	2.48284828306847	3.54473265593262	2.65764000520782	2.21101219348551	1.23266075679027	1.55581615506164	1.97452931248388	1.55581615506164	1.76977173924945	0.594548549550354	2.67355642399014	2.58014548442338	2.88362081628567	2.25701061820602	2.05658352836637	1.58014548442338	1.30451104180995	2.40053792958373	1.26303440583379	0.879705766282288	2.17951105027151	2.11769504266975	2.62058641045188	1.51601514700366	1.85996954822103	0.963474123974886	1.81966818349646	1.9297909977186	1.96347412397489	2.13093086982645	1.70043971814109	1.94485844580754	2.65306001710456	1.40053792958373	2.08746284125034	1.36737106564853	3.11270013274936	1.46466826700344	2.18586654531133	2.06350294230616	2.65992455840238	2.79701297783614	2.81352468929781	2.33342373372519	1.4594316186373	2.47248777146274	2.82171021503467	2.83390207666916	1.7311832415722	1.13093086982645	0.855989697308481	2.52857131887076	1.37295209791183	1.23878685958712	1.95233356636969	1.60880924267552	2.31903981556254	2.16992500144231	1.56071495447448	1.20789285164133	0	1.23878685958712	2.98550043030489	2.82984955984469	1.33913738491959	2.04264433740849	2.10433665981474	0.475084882948783	1.58976348698498	2.06350294230616	2.15704371014558	0.650764559116902	1.98550043030488	1.99638874644762	1.54101915313356	1.52606881166759	0.84799690655495	1.76553474636298	1.59931779369823	1.6915341649192	1.64616265715789	1.95233356636969	1.97819562968165	2.70487196445635	2.36176835941915	3.24031432933371	2.4905701304462	2.32192809488736	2.46988597627446	1.56559717585423	1.06350294230616	2.79493566280354	1.24488705912353	2.08406426478847	1.54596836910529	1.30451104180995	1.6507645591169	1.33342373372519	1.8073549220576	2.4594316186373
"CASP4"	5.0408924306469	4.95093492831454	3.76128527336162	4.80374366850523	2.68481873755322	5.87676249078156	7.00910078936379	6.50731894803385	5.98230913012977	5.87233628810464	5.81224149518948	5.6724253419715	6.38836176840334	5.23112515787905	6.67511021524523	5.52763338729093	6.19179950106508	6.16369998708419	6.53309607856156	6.32786697140204	6.70321146739115	6.04723299646181	6.57334422759282	6.24868662687383	5.88996019965864	3.71699089440494	3.70154905694307	3.64385618977472	3.81249822533356	5.79597469420667	5.12060077384517	4.61706334388818	4.12680770314203	3.44757919654888	3.48284828306847	5.00090140274153	5.76844901518055	4.64270157183323	5.28318097894557	5.43362716708478	5.41278152533848	3.91073266190291	5.34695688937888	5.34872815423108	5.34020617991171	5.04264433740849	4.85299758761332	4.08406426478847	5.52262076104208	5.64731450954714	4.66163560233596	5.49153246180432	5.2637856138908	5.16188768237689	4.55213110825378	6.14139191617073	5.55243855525354	5.74065777162389	6.62439338221977	5.66334461936609	4.79597469420667	6.22631584933549	5.11644793551166	5.42861141846713	5.63604452602804	5.1622906135458	5.49825086752783	5.87823487911234	2.26303440583379	4.85399564717639	3.81966818349646	2.73335434061383	3.85299758761332	3.72465027173297	2.84398384404833	4.4369613378336	2.5385381636298	2.55336050333533	1.57046293102604	4.39231742277876	4.5981269599196	3.48928602262588	4.03562390973072	3.28983446517751	3.47767732756531	5.33592624092836	5.53075745746122	6.19613488076516	5.4947356048628	5.68678063494857	4.92694824794977	5.30633516019798	5.3533232911629	5.76155123244448	5.75702324650746	5.4235781709818	5.92789645372882	6.00898878322726	2.88947354253111	4.40735275114004	3.67807190511264	4.04001567884788	4.3533232911629	6.04657836662033	5.42592920520858	6.45022149589718	5.60762622084549	4.5077946401987	5.48220292629596	5.41176518500698	5.47638168756724	5.41040894985104	5.32228872357088	4.10601323762212	4.25701061820602	5.51317488460363	4.35966172233388	4.65764000520782	3.62643913669732	6.76088624278491	5.84949893172018
"PAQR8"	1.95233356636969	2.79493566280354	3.4867143730307	2.4032677223393	1.95977015521147	1.790772037862	3.05831649559082	1.87970576628229	2.14730669878029	2.37573453858316	2.13093086982645	1.97452931248388	1.73552217729654	2.49569516262407	2.87578006306849	2.27798474729977	2.55336050333533	2.27500704749987	2.59693514238723	2.6959938131099	2.89917563048051	2.62760683812965	3.37573453858316	2.13422093976063	2.43562859405209	2.10433665981474	3.20476675065461	2.31903981556254	1.73984810269933	1.790772037862	0.918386234446348	2.38128337250378	3.0686708106651	3.27798474729977	2.92599941855622	2.38681094647222	1.88752527074159	2.08406426478847	1.74416109557041	2.10097764772482	2.71808758396052	1.28095631383106	1.77399632511117	2.3533232911629	1.88362081628567	1.95233356636969	2.26303440583379	1.54101915313356	2.01792190799726	2.6507645591169	2.79701297783614	2.43295940727611	2.04614178164472	3.28983446517751	1.66448284036468	2.58496250072116	1.84398384404833	1.86393845042397	2.08406426478847	2.0703893278914	1.76977173924945	2.02856915219677	1.70487196445635	1.99276843076892	1.76977173924945	1.97085365434048	2.23572705983806	1.55581615506164	3.42492208821069	2.6507645591169	1.08406426478847	3.790772037862	4.00898878322726	2.67581593117227	2.02856915219677	2.77610398807316	2.63459326844576	4.72246602447109	4.40667271575583	4.12350066435096	2.62993940943954	3.33342373372519	4.16751850373522	3.83592407425437	2.48284828306847	2.06004738366994	2.45680614923047	2.34198574722862	1.38956681176273	2.18903382439002	2.04614178164472	2.8073549220576	2.11769504266975	2.06004738366994	2.27202318906105	3.03738222200308	1.64616265715789	2.21723071622067	3.6667565918848	1.10433665981474	2.04264433740849	1.85199883711245	4.03298241669943	1.29865831556452	1.4594316186373	2.01792190799726	2.46466826700344	2.12101540096137	3.47378691161437	2.62527048937469	3.27052894238072	1.99276843076892	2.74416109557041	1.83995958748953	1.50589092972996	3.22650852980868	1.77820857639809	1.11103131238874	1.01435529297707	2.47508488294878	1.790772037862
