"HKB0040_3002_T"	"HKB0054_3000_T"	"HKB0074_3000_T"	"HKB0120_3000_T"	"HKB0129_3000_T"	"HKB0155_3000_T"	"HKB0186_3000_T"	"HKB0207_3001_T"	"HKB0220_3000_T"	"HKB0573_3000_T"	"HKB0579_3000_T"	"HKB0736_3000_T"	"HKB0751_3000_T"	"HKB0008_3006_T"	"HKB0031_3001_T"	"HKB0033_3006_T"	"HKB0038_3000_N"	"HKB0064_3004_T"	"HKB0067_3006_T"	"HKB0089_3001_T"	"HKB0102_3006_T"	"HKB0143_3006_T"	"HKB0162_3006_T"	"HKB0164_3006_T"	"HKB0007_3005_T"	"HKB0044_3006_T"	"HKB0069_3000_T"	"HKB0079_3006_T"	"HKB0082_3006_T"	"HKB0091_3001_T"	"HKB0098_3005_T"	"HKB0137_3002_T"	"HKB0167_3006_T"	"HKB0194_3006_T"	"HKB0216_3000_N"	"HKB0674_3000_T"	"HKB0710_3000_T"	"HKB0718_3000_T"	"HKB0752_3000_T"	"HKB0220_3003_N"	"HKB0576_3000_T"	"HKB0648_3000_N"	"HKB0019_3000_N"	"HKB0023_3000_N"	"HKB0033_3000_N"	"HKB0040_3000_N"	"HKB0049_3000_N"	"HKB0050_3000_N"	"HKB0052_3004_N"	"HKB0064_3000_N"	"HKB0067_3000_N"	"HKB0074_3003_N"	"HKB0094_3000_N"	"HKB0096_3000_N"	"HKB0097_3004_N"	"HKB0098_3000_N"	"HKB0102_3000_N"	"HKB0106_3000_N"	"HKB0109_3000_N"	"HKB0115_3000_N"	"HKB0121_3000_N"	"HKB0122_3002_N"	"HKB0123_3000_N"	"HKB0124_3000_N"	"HKB0129_3002_N"	"HKB0132_3000_N"	"HKB0133_3000_N"	"HKB0143_3000_N"	"HKB0150_3000_N"	"HKB0155_3003_N"	"HKB0157_3000_N"	"HKB0158_3000_N"	"HKB0159_3000_N"	"HKB0160_3000_T"	"HKB0160_3001_N"	"HKB0161_3000_N"	"HKB0162_3000_N"	"HKB0167_3000_N"	"HKB0179_3000_N"	"HKB0186_3002_N"	"HKB0196_3000_N"	"HKB0198_3000_N"	"HKB0207_3000_N"	"HKB0210_3000_N"	"HKB0211_3000_N"	"HKB0214_3000_N"	"HKB0219_3000_N"	"HKB0221_3000_N"	"HKB0222_3000_N"	"HKB0226_3000_N"	"HKB0227_3000_N"	"HKB0571_3000_N"	"HKB0574_3000_N"	"HKB0577_3000_N"	"HKB0583_3000_N"	"HKB0597_3000_N"	"HKB0618_3000_N"	"HKB0636_3000_N"	"HKB0657_3000_N"	"HKB0663_3000_N"	"HKB0666_3000_N"	"HKB0672_3000_N"	"HKB0710_3001_N"	"HKB0718_3001_N"	"HKB0719_3001_N"	"HKB0722_3001_N"	"HKB0744_3001_N"	"HKB0748_3001_N"	"HKB0751_3001_N"	"HKB0023_3006_T"	"HKB0038_3006_T"	"HKB0049_3006_T"	"HKB0086_3006_T"	"HKB0101_3000_T"	"HKB0158_3006_T"	"HKB0161_3001_T"	"HKB0191_3001_T"	"HKB0208_3006_T"	"HKB0209_3004_T"	"HKB0665_3000_T"	"HKB0701_3000_T"	"HKB0737_3000_T"	"HKB0004_3006_T"	"HKB0005_3001_T"	"HKB0019_3006_T"	"HKB0036_3006_T"	"HKB0056_3002_T"	"HKB0065_3006_T"	"HKB0084_3000_T"	"HKB0125_3006_T"	"HKB0134_3006_T"	"HKB0157_3006_T"	"HKB0210_3006_T"	"HKB0211_3002_T"	"HKB0644_3000_T"	"HKB0659_3000_T"	"HKB0677_3000_T"	"HKB0159_3006_T"	"HKB0179_3006_T"	"HKB0182_3006_T"	"HKB0196_3006_T"	"HKB0558_3000_T"	"HKB0599_3000_T"	"HKB0638_3000_T"	"HKB0748_3000_T"	"HKB0079_3000_N"	"HKB0088_3000_T"	"HKB0164_3000_N"
"GNGT2"	2.28392177230762	1.70929063572336	1.27500704749987	1.38404980679516	1.20163386116965	0.887525270741587	1.34482849699744	1.23266075679027	1.40053792958373	0.948600847493356	1.18269229751619	2.26303440583379	1.87184364850932	1.6507645591169	1.33342373372519	1.10433665981474	1.09761079662642	1.54101915313356	1.54101915313356	1.02147972741045	0.799087306074004	1.20163386116965	1.28095631383106	1.41683974191283	1.08406426478847	1.50589092972996	1.98550043030488	1.31034012061215	1.58496250072116	1.37851162325373	1.51096191927738	1.07724299893246	2.35049724708413	1.6915341649192	1.81966818349646	2.46988597627446	2.16349873228288	1.4541758931858	1.79493566280354	1.31034012061215	1.40053792958373	0.941106310946431	0.910732661902913	0.807354922057604	1.26903314645524	1.17632277264046	1.17632277264046	1.06350294230616	0.963474123974886	0.659924558402378	0.641546029087524	0.765534746362977	0.565597175854225	1.09761079662642	0.6959938131099	1.15704371014558	1.09761079662642	0.526068811667588	1.25096157353322	1.11103131238874	0.790772037862	0.807354922057604	1.0496307677246	1.28095631383106	0.55581615506164	0.963474123974886	1.23266075679027	1.0496307677246	1.11769504266975	0.678071905112638	0.871843648509318	1.15704371014558	0.956056652412403	0.55581615506164	1.15704371014558	0.678071905112638	1.01435529297707	0.963474123974886	0.823749360308273	0.748461233004036	1.1243281350022	0.992768430768924	0.773996325111173	0.545968369105292	0.432959407276106	1.02856915219677	1.24488705912353	1.0496307677246	1.22650852980868	0.704871964456353	1.15055967657538	0.887525270741587	1.07724299893246	1.05658352836637	0.443606651475615	0.903038270112912	0.6959938131099	1.15055967657538	0.765534746362977	1.10433665981474	0.594548549550354	1.58496250072116	0.823749360308273	1.31614574229336	1	0.925999418556223	1.06350294230616	0.584962500721156	0.16349873228288	0.613531652917927	1.0496307677246	1.23878685958712	1.03562390973072	0.84799690655495	1.36737106564853	1.09085343045111	1.56071495447448	0.910732661902913	0.641546029087524	0.526068811667588	1.40599235967584	1.19534759832222	0.75702324650746	0.37851162325373	0.659924558402378	1.18903382439002	1.31034012061215	1.13093086982645	0.879705766282288	0.37851162325373	0.948600847493356	1.09761079662642	1.08406426478847	0.807354922057604	0.704871964456353	2.14730669878029	0.871843648509318	0.678071905112638	1.14404636961671	0.970853654340484	0.782408564927373	0.933572638261024	1.22650852980868	1.07724299893246	1.10433665981474	0.807354922057604	1.62293035092018	0.903038270112912
"RGS18"	3.00539998774259	2.18269229751619	2.50080205305716	2.09085343045111	2.10768786931437	1.71808758396052	1.93734439215023	2.6507645591169	1.87970576628229	2.28983446517751	2.17312743348066	2.60880924267552	1.51601514700366	1.39506279951758	1.91456452349394	1.34482849699744	1.73984810269933	1.790772037862	2.09085343045111	1.17632277264046	1.54596836910529	1.32192809488736	1.52105073690096	2.16992500144231	1.44360665147561	1.14404636961671	1.62293035092018	1.38956681176273	1.11769504266975	1.75274859140713	1.61823865559545	0.613531652917927	2.31034012061215	1.68257329734758	2.15704371014558	2.32481060342048	2.28983446517751	1.53106949272595	1.73552217729654	2.21412480535285	1.38956681176273	2.32192809488736	1.56559717585423	1.83592407425437	1.50589092972996	1.50080205305716	2.114367024952	1.57046293102604	2.09761079662642	1.52105073690096	1.81147103052984	2.27798474729977	1.54101915313356	1.0071955014042	1.91838623444635	3.16188768237689	1.61823865559545	2.13750352374994	2.65535182861255	2.14730669878029	2.11769504266975	1.19534759832222	2.27500704749987	3.65764000520782	1.87184364850932	2.55336050333533	2.51601514700366	1.16349873228288	1.33913738491959	1.85996954822103	1.6959938131099	1.75702324650746	1.36737106564853	1.91456452349394	2.06350294230616	1.98185265328974	1.66902676550963	2.07724299893246	1.64154602908752	1.0071955014042	1.96716860753263	1.799087306074	1.35614381022528	1.56071495447448	1.86789646399265	1.6507645591169	2.39231742277876	2.07724299893246	1.76553474636298	1.72246602447109	1.89141918684608	2.84799690655495	2.46205231879643	1.59454854955035	1.70929063572336	2.91838623444635	2.36737106564853	1.95977015521147	1.70929063572336	1.70929063572336	1.92219784839637	2.611172380044	1.82374936030827	2.16349873228288	1.4276061727819	1.24488705912353	2.13750352374994	2.24488705912353	0.669026765509631	1.13750352374994	0.863938450423971	1.58976348698498	1.16349873228288	1.01435529297707	1.48026512205446	1.22650852980868	1.89141918684608	0.807354922057604	0.933572638261024	0.454175893185802	0.895302621333307	1.30451104180995	0.613531652917927	1	0.641546029087524	0.925999418556223	0.815575428862573	0.584962500721156	1.11103131238874	0.344828496997441	1.01435529297707	1.0496307677246	1.05658352836637	1.31034012061215	0.464668267003444	2.13422093976063	1.07724299893246	0.992768430768924	1.1243281350022	0.887525270741587	1.13750352374994	1.11769504266975	0.613531652917927	0.790772037862	1.20789285164133	1.11769504266975	1.25096157353322	1.73984810269933
"LAPTM5"	8.08193608171943	7.11852584893567	6.3403842354554	7.18655998201821	5.92195991732617	6.69013769298664	6.92504996472736	6.82718389581953	7.06845585200555	6.62483200245346	6.59320435406329	7.90285743971627	6.94532677726463	7.00562454919388	7.17272751801285	6.58961369774735	6.10915157917052	8.22929950871093	7.32580013708046	6.53496424980465	6.56924802986718	7.09782145517113	6.70846316507212	7.04504974083799	6.88849973551412	6.8141658586079	7.06501215043695	6.83503979899476	6.86925452711547	7.02270070424423	6.98970670699421	6.87172046232123	8.34930334739134	7.49697358099828	8.49157254501724	7.68811040464889	7.44790974874208	6.92931759491176	7.06123616574775	7.31242920625061	7.76387628539072	6.60510907383293	5.31831684133498	5.56985560833095	5.78711898281334	5.77267747042486	6.47265022797335	5.40463068421761	5.87479696589866	5.41515020542639	6.39728957770161	5.97956810009519	5.61205755956307	5.39334755137725	6.11186596386756	5.64443315240625	5.62585493136806	5.53356334821451	6.56803210477128	5.4326254114323	5.27537959625362	5.54905302933729	4.94438996227009	5.47735352663456	5.8293421939028	6.20339694854612	6.01212167271222	5.23419472295381	5.62993940943954	5.5552026338783	5.98572811041913	5.46303385531749	5.76208300356767	5.47961860846942	5.73498052343589	5.46630082917934	6.38698334236665	6.21315283533637	5.90014226035982	5.32553033156756	5.9923152518612	6.39489136644259	6.55949181320504	6.25266543245025	6.77294133783134	5.98481717429359	6.68173035543585	6.00539998774259	6.52512925120397	6.31433399391901	5.92219784839637	5.6504773698971	6.21003812347289	6.28595699488942	5.44890095114513	5.91025296279928	5.76526952069059	5.67157644813065	5.48058827023386	5.78371855779037	5.3823214071145	6.50525580093216	5.68957872550933	5.89627184880738	4.90159099190337	5.12887075946512	6.29920801838728	6.00315244866692	5.39746072605472	6.29590665529703	6.915759896038	6.87749887278353	7.07692245939234	6.15137177625395	6.90147031982427	6.02347715183043	7.08809918399721	6.33091687811462	6.88423158427282	5.88947354253111	6.79766152585376	6.15704371014558	5.76844901518055	5.59126052462153	6.92659251005107	6.18408189037026	6.79947591080117	6.64385618977472	6.75755668893945	5.57167680997093	7.1987887916552	5.49729300866279	6.77728819675546	6.29222959190495	5.35120427725799	7.13678609644241	6.17612327114794	6.31034012061215	6.45582036508492	6.58255600301406	6.01212167271222	5.79363582035063	6.45746296464855	5.59245703726808	5.65963918701565	5.27612440527424	6.74966834090396	5.75835648293992
"LCNL1"	1.11103131238874	0.454175893185802	0.176322772640463	0.16349873228288	0.31034012061215	0.0426443374084937	0	0	0.0840642647884746	0.22650852980868	0	0.344828496997441	0.0285691521967709	0	0	0	0.111031312388744	0	0.0426443374084937	0.0143552929770701	0	0.0285691521967709	0	0.111031312388744	0	0.0565835283663675	0.454175893185802	0	0.0285691521967709	0.16349873228288	0	0	0.0840642647884746	0.070389327891398	0	0.189033824390017	0.0426443374084937	0	0.0840642647884746	0	0	0	0.070389327891398	0.0976107966264223	0.0426443374084937	0.20163386116965	0.0426443374084937	0.0426443374084937	0.137503523749935	0	0	0	0	0.250961573533219	0.070389327891398	0.0840642647884746	0.0426443374084937	0.150559676575381	0.137503523749935	0	0.0426443374084937	0.214124805352847	0.0426443374084937	0	0.238786859587116	0	0.0426443374084937	0.298658315564515	0.070389327891398	0.0565835283663675	0.0426443374084937	0.189033824390017	0.111031312388744	0.0426443374084937	0	0	0	0.238786859587116	0	0.214124805352847	0.0426443374084937	0	0.0426443374084937	0	0.20163386116965	0.176322772640463	0.214124805352847	0.111031312388744	0.0565835283663675	0	0	0	0	0.111031312388744	0.0426443374084937	0.0426443374084937	0.0840642647884746	0	0.0840642647884746	0.0426443374084937	0.0426443374084937	0.0426443374084937	0.0565835283663675	0	0	0.0426443374084937	0	0	0.0426443374084937	0.070389327891398	0.070389327891398	0	0.0426443374084937	0.0285691521967709	0.070389327891398	0.0426443374084937	0.0285691521967709	0.263034405833794	0.111031312388744	0	0.0426443374084937	0	0	0	0	0	0	0.0285691521967709	0.0565835283663675	0.0426443374084937	0.0285691521967709	0.0285691521967709	0	0.0976107966264223	0	0.250961573533219	0.0285691521967709	0	0	0.0565835283663675	0	0	0	0	0.0426443374084937	0.0976107966264223	0.0285691521967709	0.0426443374084937
"BHLHE22"	0.933572638261024	0.863938450423971	1.54101915313356	0.903038270112912	1.16992500144231	0.903038270112912	1.75274859140713	1.52105073690096	0.887525270741587	0.765534746362977	0.941106310946431	0.992768430768924	0.871843648509318	0.485426827170242	0.0840642647884746	0.250961573533219	0.622930350920177	0.641546029087524	0.53605290024021	0.55581615506164	0.622930350920177	0.53605290024021	0.773996325111173	0.918386234446348	0.678071905112638	0.443606651475615	0.55581615506164	0.782408564927373	0.454175893185802	0.333423733725192	0.941106310946431	0.286881147788162	1.02856915219677	0.6959938131099	0.823749360308273	0.782408564927373	0.176322772640463	0.475084882948783	0.613531652917927	0.978195629681652	0.16349873228288	0.584962500721156	0.807354922057604	0.84799690655495	0.970853654340484	0.895302621333307	0.895302621333307	0.948600847493356	0.871843648509318	0.53605290024021	0.7311832415722	1.66448284036468	1.10433665981474	0.7311832415722	0.863938450423971	1.16992500144231	1.44890095114513	0.485426827170242	1.09761079662642	0.925999418556223	0.367371065648529	0.748461233004036	0.55581615506164	0.443606651475615	0.773996325111173	0.895302621333307	1.15704371014558	1.61823865559545	0.704871964456353	0.594548549550354	0.545968369105292	0.895302621333307	0.933572638261024	1.36737106564853	1.56071495447448	0.992768430768924	1.58496250072116	0.722466024471091	1.33342373372519	0.933572638261024	0.970853654340484	1.04264433740849	1.23266075679027	0.84799690655495	1.25096157353322	1.42223300068305	0.823749360308273	1.22650852980868	1.24488705912353	0.565597175854225	0.84799690655495	1.20163386116965	1.05658352836637	1.09085343045111	0.669026765509631	0.344828496997441	0.933572638261024	0.985500430304885	0.978195629681652	0.782408564927373	0.84799690655495	1.41142624572647	1.02856915219677	1.18903382439002	0.443606651475615	0.687060688339892	0.286881147788162	0.55581615506164	0.464668267003444	0.659924558402378	0.37851162325373	0.713695814843359	0.389566811762726	0.895302621333307	0.604071323668861	1.25096157353322	0.575312330687437	0.799087306074004	0.613531652917927	0.263034405833794	0.565597175854225	1.23878685958712	0.815575428862573	0.356143810225275	2.09761079662642	0.584962500721156	0.238786859587116	0.250961573533219	0.432959407276106	0.485426827170242	1.4276061727819	0.389566811762726	0.505890929729957	0.622930350920177	0.0840642647884746	0.464668267003444	0.189033824390017	0.263034405833794	0.238786859587116	0.669026765509631	0.214124805352847	0.443606651475615	0.389566811762726	0.31034012061215	0.356143810225275	0.765534746362977	0.464668267003444	0.933572638261024
"SIGLEC14"	2.80529245560071	0	1.58496250072116	2.84398384404833	1.07724299893246	0	2.85598969730848	0.0426443374084937	1.87578006306849	0	0	3.56437816856506	1.56559717585423	0	0	0	1.54596836910529	1.52105073690096	2.38128337250378	1.9560566524124	0	1.71808758396052	1.55581615506164	0	1.76128527336162	0	0	2.32768736417605	1.64616265715789	0	2.790772037862	1.47508488294878	2.6915341649192	0	2.53605290024021	2.36737106564853	1.86789646399265	1	2.03913839390696	2.0496307677246	1.59931779369823	0	0.176322772640463	0	0	1.19534759832222	2.19849415363908	0.831877241191673	2.66902676550963	0.782408564927373	2	0.879705766282288	0	1.21412480535285	2.06695024392463	2.05658352836637	0	0	0	0	0.871843648509318	0	0	0.773996325111173	1.28688114778816	1.44890095114513	0	1.02147972741045	1.02147972741045	0	1.88752527074159	0	1.09761079662642	0	0	0.799087306074004	1.56071495447448	1.30451104180995	1.28688114778816	1.48542682717024	0	1.70043971814109	0	2.33342373372519	1.54596836910529	1.02856915219677	1.35049724708413	0	1.48026512205446	0	1.10433665981474	0	1.4594316186373	0	0.53605290024021	0	1.0496307677246	2.04614178164472	0	1.04264433740849	0.475084882948783	0.75702324650746	0.432959407276106	0.773996325111173	0.84799690655495	1.15055967657538	0	1.15055967657538	0.55581615506164	0	1.58496250072116	1.38956681176273	0	0.0285691521967709	0	0.855989697308481	3.01970191444255	0	2.77610398807316	1.10433665981474	2.70043971814109	0	0	1.15055967657538	0	2.37016428054021	2.0496307677246	0	0	0	1.7311832415722	0.879705766282288	1.71808758396052	0.622930350920177	0	0	1.05658352836637	1.57046293102604	1.13750352374994	1.34482849699744	0	0	0	1.62760683812965	1.11769504266975	2.3305584000308	1.50589092972996	0
"CETP"	2.92029330021101	1.32768736417605	0.27500704749987	1.74846123300404	1.30451104180995	1.57531233068744	2.15055967657538	0.250961573533219	1.11769504266975	0.831877241191673	0.748461233004036	1.37295209791183	1.44360665147561	0.495695162624069	1.02856915219677	0.669026765509631	0.189033824390017	1.46988597627446	0.505890929729957	0.454175893185802	1.04264433740849	1.48026512205446	1.37851162325373	1.26303440583379	0.659924558402378	0.75702324650746	0.55581615506164	0.6959938131099	0.613531652917927	0.632268215499513	0.37851162325373	0.137503523749935	0.963474123974886	0.584962500721156	0.443606651475615	1.98550043030488	0.495695162624069	0.839959587489532	1.15704371014558	1.08406426478847	0.713695814843359	3.4905701304462	0.704871964456353	0.505890929729957	1.0496307677246	2.17632277264046	1.94485844580754	0.321928094887362	0.53605290024021	4.6876206320849	3.48026512205446	0.831877241191673	0.389566811762726	2.07724299893246	2.20789285164133	1.48026512205446	1.32192809488736	3.93828579188405	4.0071955014042	1.0071955014042	4.66049513188851	0.956056652412403	2.56559717585422	3.76871365703048	2.94110631094643	3.54966917072649	2.07724299893246	1.94110631094643	0.659924558402378	3.82984955984469	3.66902676550963	1.1243281350022	2.31324585178756	4.12845838414693	3.62293035092018	1.37295209791183	1.43829285157915	2.74631276642546	2.13422093976063	1.08406426478847	0.565597175854225	2.42492208821069	1.33342373372519	2.88752527074159	4.59931779369823	0.594548549550354	2.46988597627446	1.36176835941915	0.298658315564515	1.63226821549951	3.11769504266975	1.48542682717024	3.67129337248158	2.75274859140713	4.0496307677246	3.83794324189103	1.95977015521147	0.0840642647884746	1.40053792958373	1.33913738491959	2.58014548442338	2.51601514700366	2.85399564717639	1.32192809488736	3.39369076418745	0.933572638261024	2.4931349223055	4.56803210477128	3.27798474729977	0.495695162624069	0.475084882948783	0.871843648509318	0.356143810225275	0.84799690655495	0.545968369105292	0.713695814843359	1.0071955014042	0.604071323668861	0.970853654340484	0.641546029087524	0.765534746362977	0.910732661902913	0.443606651475615	0.823749360308273	0.27500704749987	0.641546029087524	0.505890929729957	0.321928094887362	0.27500704749987	0.422233000683048	0.516015147003665	0.948600847493356	0.485426827170242	0.839959587489532	0.594548549550354	0.863938450423971	0.7311832415722	0.344828496997441	1.37851162325373	0.641546029087524	1.28095631383106	0.53605290024021	0.422233000683048	0.650764559116902	0.659924558402378	0.22650852980868	0.432959407276106	0.575312330687437
"TMEM71"	2.96347412397489	2.57046293102604	2.41413553298445	1.9297909977186	1.44890095114513	1.54596836910529	2.17312743348066	2.41142624572647	1.61353165291793	2.66902676550963	1.9560566524124	3.0496307677246	1.81557542886257	1.53605290024021	0.992768430768924	1.03562390973072	3.48413813120167	2.14404636961671	1.4541758931858	1.37851162325373	1.0071955014042	1.44360665147561	1.41142624572647	2.08746284125034	0.903038270112912	0.948600847493356	1.21412480535285	1.29865831556452	1.14404636961671	1.16349873228288	0.722466024471091	0.839959587489532	1.8073549220576	1.53605290024021	1.4541758931858	2.44095219802964	2.56071495447448	1.1243281350022	1.34482849699744	1.98185265328974	1.10433665981474	3.59215800212536	3.46727948045998	2.73768676140986	2.40053792958373	2.47508488294878	2.76765479823735	2.56071495447448	2.53356334821451	1.73984810269933	2.18586654531133	2.74846123300404	3.38266725274504	1.26903314645524	2.28095631383106	2.24792751344359	3.13257684267001	2.72465027173297	2.95791459863299	2.70487196445635	2.70043971814109	2.790772037862	2.46466826700344	2.4032677223393	1.99276843076892	2.27202318906105	2.25701061820602	2.25701061820602	3.0408924306469	1.29865831556452	2.4905701304462	3.85897561429202	3.41278152533848	1.62760683812965	2.17632277264046	1.83995958748953	2.42492208821069	2.23878685958712	3.63575439127776	3.24944534108584	2.85399564717639	2.0036022366802	1.39506279951758	1.40053792958373	1.96347412397489	3.03033607837096	2.90496571868403	2.39506279951758	3.05658352836637	2.39506279951758	2.76128527336162	2.39506279951758	2.51601514700366	2.37295209791183	1.8073549220576	2.77820857639809	2.52356195605701	3.50969584193339	3.78659636189081	3.18428029441938	2.33342373372519	3.4594316186373	2.98367769469807	2.82781902461732	2.02147972741045	2.9126498648972	2.0036022366802	2.95233356636969	2.51349074558812	1.57046293102604	0.545968369105292	1.26903314645524	1.29278174922785	1.50589092972996	1.92599941855622	1.72683121703249	1.20789285164133	1.26303440583379	1.23878685958712	0.659924558402378	1.32192809488736	1.4541758931858	3.42492208821069	4.69877410890368	0.526068811667588	2.86987140617771	3.02502879449152	2.47248777146274	0.6959938131099	2.53356334821451	2.70043971814109	1.24488705912353	0.214124805352847	2.14730669878029	2.43562859405209	5.1139504824225	2.21723071622067	0.807354922057604	0.863938450423971	1.75702324650746	0.594548549550354	0.910732661902913	0.367371065648529	0.485426827170242	0.863938450423971	3.114367024952	1.76553474636298	2.74200621086674
"HLA.DQB2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TNFRSF8"	2.04614178164472	1.11103131238874	0.799087306074004	1.53605290024021	1.04264433740849	0.782408564927373	1.14404636961671	0.910732661902913	1.15704371014558	1.17632277264046	0.790772037862	1.81147103052984	1.31034012061215	0.485426827170242	0.367371065648529	0.604071323668861	0.978195629681652	0.992768430768924	0.53605290024021	0.687060688339892	0.454175893185802	1.17632277264046	1	0.604071323668861	0.839959587489532	1.16992500144231	1.15055967657538	0.839959587489532	0.910732661902913	1.06350294230616	0.678071905112638	0.925999418556223	1.76553474636298	1.30451104180995	0.765534746362977	1.94485844580754	0.978195629681652	0.773996325111173	1.11103131238874	1.66448284036468	0.55581615506164	1.58496250072116	1.0496307677246	1.81147103052984	2.16992500144231	1.37295209791183	2.51601514700366	0.933572638261024	1.92599941855622	1.65535182861255	1.84398384404833	1.54596836910529	1.25701061820602	2.23878685958712	1.40053792958373	1.89917563048051	1.73984810269933	2.06695024392463	1.54596836910529	1.51096191927738	1.57531233068744	1.31034012061215	2.25701061820602	2.21412480535285	1.4541758931858	1.85199883711245	2.01792190799726	2.29572302453997	1.25096157353322	1.88362081628567	1.83187724119167	1.47508488294878	1.20789285164133	2.17312743348066	1.78659636189081	1.78240856492737	1.71808758396052	1.36737106564853	0.863938450423971	1.32768736417605	1.16992500144231	1.43829285157915	2.08065766334523	1.43295940727611	1.4905701304462	0.773996325111173	1.87184364850932	1.47508488294878	1.20163386116965	1.38404980679516	1.47508488294878	1.85199883711245	2.5385381636298	2.55336050333533	1.44890095114513	1.6959938131099	2.12101540096137	0.992768430768924	0.765534746362977	1.47508488294878	2.15055967657538	1.32192809488736	1.41142624572647	1.78240856492737	1.79493566280354	1.15055967657538	1.65992455840238	2.0496307677246	2.01792190799726	0.443606651475615	0.475084882948783	0.941106310946431	0.263034405833794	0.485426827170242	0.678071905112638	0.790772037862	0.687060688339892	0.411426245726465	0.367371065648529	0.31034012061215	0.565597175854225	0.6959938131099	0.344828496997441	0.344828496997441	0.443606651475615	0.584962500721156	0.941106310946431	0.799087306074004	0.790772037862	0.411426245726465	0.933572638261024	0.6959938131099	0.55581615506164	0.344828496997441	0.176322772640463	1	0.879705766282288	0.31034012061215	0.367371065648529	0.333423733725192	0.20163386116965	0.400537929583729	0.411426245726465	0.400537929583729	0.485426827170242	1.09761079662642	0.505890929729957	0.7311832415722
"LAMP3"	5.0746766862945	3.62410089462811	3.09423606984577	3.27500704749987	2.114367024952	1.92599941855622	3.08915913191124	1.98913900736823	3.29425313644451	3.60644222813161	2.39231742277876	4.24640808724638	2.93545974780529	1.75702324650746	0.485426827170242	0.641546029087524	1.09761079662642	0.565597175854225	2.06350294230616	0.782408564927373	0.659924558402378	2.73984810269933	2.12101540096137	2.21412480535285	2.61823865559545	3.03033607837096	3.49569516262407	2.07724299893246	3.62760683812965	3.26753579806873	3.20320115631661	1.68706068833989	3.93073733756289	3.5981269599196	4.22342254993494	3.92409988564074	5.3437631221496	2.57046293102604	2.39780296186249	2.10768786931437	0.831877241191673	1.71369581484336	1.19534759832222	1.35614381022528	0.659924558402378	2.72465027173297	0.526068811667588	0.765534746362977	1.24488705912353	0.333423733725192	0.879705766282288	2	1.14404636961671	0.238786859587116	0.454175893185802	0.400537929583729	1.08406426478847	0.124328135002202	1.11769504266975	0.594548549550354	0.070389327891398	0.613531652917927	0.31034012061215	0.111031312388744	0.669026765509631	0.963474123974886	1.19534759832222	0.839959587489532	0.918386234446348	0.16349873228288	0	0.992768430768924	0.748461233004036	0	0.594548549550354	0.176322772640463	0.659924558402378	2.27798474729977	1.59931779369823	1.46466826700344	1.65992455840238	1.59931779369823	0.903038270112912	3.68144926531496	0.84799690655495	1.81557542886257	0.963474123974886	0.622930350920177	1.34482849699744	0.887525270741587	0.799087306074004	0.815575428862573	0.765534746362977	0.526068811667588	0.20163386116965	0.594548549550354	0.389566811762726	1.31614574229336	1.20163386116965	0.687060688339892	0.687060688339892	1.35614381022528	0.933572638261024	1.13750352374994	0.124328135002202	0.799087306074004	0.454175893185802	0.55581615506164	0.55581615506164	1.35614381022528	1.86789646399265	1.26303440583379	0.910732661902913	1.61823865559545	3.01256867350306	3.55213110825378	1.41683974191283	1.05658352836637	1.37295209791183	0.739848102699327	0.464668267003444	2.02502879449152	5.18467702068089	5.55704241526372	2.71808758396052	5.67072705449947	3.11769504266975	3.47508488294878	4.11603199344711	2.12763327972587	3.22496636500027	2.17312743348066	5.51947900230724	2.72246602447109	1.36176835941915	5.67214243285383	1.73984810269933	1.47508488294878	1.37851162325373	1.4905701304462	0.823749360308273	1.06350294230616	1.09085343045111	1.43295940727611	1.83187724119167	0.6959938131099	1.790772037862	0.782408564927373
