"BC_HKB0056_809_T"	"BC_HKB0543_1306_T"	"BC_HKB0561_1308_T"	"BC_HKB0662_1294_T"	"BC_HKB0689_M1326_T"	"BC_HKB0728_1447_T"	"BC_HKB0779_1486_T"	"BC_HKB0876_1543_T"	"BC_HKB0882_1555_T"	"BC_HKB0895_1582_T"	"BC_HKB0923_1584_T"	"BC_HKB2107_1620_T"	"HKB0004_3006_T"	"HKB0005_3001_T"	"HKB0007_3005_T"	"HKB0019_3006_T"	"HKB0036_3006_T"	"HKB0040_3002_T"	"HKB0044_3006_T"	"HKB0056_3002_T"	"HKB0065_3006_T"	"HKB0069_3000_T"	"HKB0079_3006_T"	"HKB0082_3006_T"	"HKB0092_3000_T"	"HKB0125_3006_T"	"HKB0132_3006_T"	"HKB0134_3006_T"	"HKB0157_3006_T"	"HKB0161_3001_T"	"HKB0162_3006_T"	"HKB0182_3006_T"	"HKB0210_3006_T"	"HKB0217_3005_T"	"HKB0228_3002_T"	"HKB0232_3000_T"	"HKB0620_3000_T"	"HKB0626_3000_T"	"HKB0650_3000_T"	"HKB0659_3000_T"	"HKB0668_3000_T"	"HKB0677_3000_T"	"HKB0692_3000_T"	"HKB0704_3000_T"	"HKB0710_3000_T"	"HKB0721_3000_T"	"HKB0748_3000_T"	"BC_HKB0199_1263_T"	"BC_HKB0567_M1337_T"	"BC_HKB0738_1475_T"	"BC_HKB0761_1499_T"	"BC_HKB0772_1460_T"	"BC_HKB0890_1550_T"	"BC_HKB0892_1559_T"	"BC_HKB0899_M1605_T"	"HKB0008_3006_T"	"HKB0049_3006_T"	"HKB0052_3000_T"	"HKB0054_3000_T"	"HKB0070_3002_T"	"HKB0074_3000_T"	"HKB0086_3006_T"	"HKB0089_3001_T"	"HKB0115_3006_T"	"HKB0120_3000_T"	"HKB0124_3003_T"	"HKB0127_3006_T"	"HKB0129_3000_T"	"HKB0141_3006_T"	"HKB0155_3000_T"	"HKB0158_3006_T"	"HKB0160_3000_T"	"HKB0168_3006_T"	"HKB0186_3000_T"	"HKB0211_3002_T"	"HKB0214_3006_T"	"HKB0220_3000_T"	"HKB0230_3006_T"	"HKB0552_3000_T"	"HKB0564_3000_T"	"HKB0573_3000_T"	"HKB0579_3000_T"	"HKB0644_3000_T"	"HKB0656_3000_T"	"HKB0674_3000_T"	"HKB0719_3002_T"	"BC_HKB0022_649_T"	"BC_HKB0187_1214_T"	"BC_HKB0729_1445_T"	"HKB0016_3006_T"	"HKB0023_3006_T"	"HKB0031_3001_T"	"HKB0033_3006_T"	"HKB0038_3006_T"	"HKB0064_3004_T"	"HKB0067_3006_T"	"HKB0078_3000_T"	"HKB0084_3000_T"	"HKB0088_3000_T"	"HKB0091_3001_T"	"HKB0098_3005_T"	"HKB0101_3000_T"	"HKB0102_3006_T"	"HKB0123_3006_T"	"HKB0137_3002_T"	"HKB0143_3006_T"	"HKB0159_3006_T"	"HKB0164_3006_T"	"HKB0167_3006_T"	"HKB0179_3006_T"	"HKB0191_3001_T"	"HKB0194_3006_T"	"HKB0196_3006_T"	"HKB0207_3001_T"	"HKB0208_3006_T"	"HKB0209_3004_T"	"HKB0219_3001_T"	"HKB0221_3001_T"	"HKB0226_3001_T"	"HKB0558_3000_T"	"HKB0576_3000_T"	"HKB0599_3000_T"	"HKB0605_3000_T"	"HKB0638_3000_T"	"HKB0653_3000_T"	"HKB0665_3000_T"	"HKB0698_3000_T"	"HKB0701_3000_T"	"HKB0718_3000_T"	"HKB0722_3002_T"	"HKB0726_3000_T"	"HKB0734_3000_T"	"HKB0736_3000_T"	"HKB0737_3000_T"	"HKB0744_3000_T"	"HKB0751_3000_T"	"HKB0752_3000_T"
"ITGB6"	0	1.62760683812965	0	2.41413553298445	2.27202318906105	3.91838623444635	5.07124781946144	5.39369076418745	4.49505552836802	5.50842865253186	4.93969674069176	2.41953889151378	1.07724299893246	6.13914201914569	5.6055535954944	6.54303182025524	7.42609698971082	4.55336050333533	7.28475471041768	3.49697358099828	7.57705110973515	6.77162151792327	6.09275714091985	7.09339115325301	5.93734439215023	5.94626298433245	6.3361048254481	5.661350569234	5.38024459047818	4.64385618977472	5.57621978120958	7.52332671486168	0.722466024471091	3.87085786436376	5.96416756068177	6.06845585200555	3.1243281350022	10.2752515434703	4.85897561429202	6.66746640495737	7.38162946703366	5.94345253855882	6.31433399391901	3.44757919654888	6.31487775736821	6.17731986649513	4.82222027162153	1.05658352836637	1.97085365434048	0	3.06004738366994	4.81813476081085	3.75915583380027	2.55336050333533	2.88947354253111	4.58616424593091	6.14200491598488	6.3361048254481	7.55849724678455	5.64241277290506	5.34908214639109	7.7129396313057	4.31251996747495	5.45483390689887	4.89965902637744	7.21334728173344	4.05484847699562	6.40871186102943	6.76778719809436	3.81659970653491	4.78607355157855	2.03562390973072	5.3037807481771	4.21101219348551	0.411426245726465	3.98276546258365	8.28322728967636	7.63568184847242	5.49345520092618	5.93357263826102	5.61999982982136	5.50937914891469	3.1586601753465	7.43162295971329	7.05191583784509	7.00393948568806	0	6.37816477987163	3.64154602908752	5.15583017155653	7.41345868800798	2.08406426478847	4.01346225980656	7.6744747756202	4.61941301059794	6.57788195949764	5.74765593293239	4.75915583380027	6.4920133868738	1.57046293102604	6.41683974191283	5.762880292917	3.79597469420667	6.19593810042783	3.62527048937469	5.3533232911629	4.81352468929781	6.41362792902417	8.23524837937284	5.36036427654347	7.29801673077034	4.81659970653491	3.07553263116736	3.27202318906105	6.96774501692177	5.08363887925071	4.61470984411521	6.23572705983806	4.79025073883523	4.54720302475693	3.39231742277876	6.15116879418666	5.6313953536956	8.96961675853735	6.631686366312	7.31659832410868	5.95791459863299	4.92457500339273	5.36176835941915	4.81915722367497	6.40377898395031	6.00315244866692	3.0496307677246	7.38887833881199	3.93922657772821	3.4931349223055	4.44625622988956
"IL20RB"	0	1.09761079662642	0.839959587489532	0.855989697308481	0	0	1.58014548442338	0	0	0.7311832415722	0	0	0.765534746362977	0.925999418556223	0.790772037862	0.400537929583729	0.594548549550354	0.748461233004036	0.432959407276106	1.32768736417605	1.20789285164133	1.07724299893246	0.739848102699327	0.678071905112638	0.687060688339892	1.31034012061215	0.604071323668861	0.594548549550354	0.75702324650746	4.45746296464855	0.475084882948783	0.823749360308273	2.80322703643493	0.895302621333307	0.7311832415722	1.02856915219677	0.565597175854225	4.0703893278914	0.7311832415722	1.18903382439002	0.594548549550354	2.19219416528334	0.37851162325373	0.150559676575381	1.23878685958712	0.963474123974886	0.807354922057604	0	0	1.55581615506164	2.22032995487956	0	0	0	1.52105073690096	0.454175893185802	0.669026765509631	1.7311832415722	0.356143810225275	0.31034012061215	0.604071323668861	0.55581615506164	0.545968369105292	0.604071323668861	0.970853654340484	0.516015147003665	0.250961573533219	0.37851162325373	0.27500704749987	0.53605290024021	0.443606651475615	0.925999418556223	0.55581615506164	0.443606651475615	0.659924558402378	0.356143810225275	0.53605290024021	0.356143810225275	0.669026765509631	0.632268215499513	0.815575428862573	0.6959938131099	0.941106310946431	0.286881147788162	1.0071955014042	0.632268215499513	1.55581615506164	0	0.659924558402378	0.678071905112638	0.298658315564515	0.238786859587116	0.27500704749987	0.887525270741587	0.286881147788162	0.22650852980868	0.55581615506164	0.584962500721156	0.53605290024021	1.03562390973072	0.485426827170242	0.526068811667588	0.333423733725192	0.443606651475615	0.7311832415722	1.09761079662642	0.176322772640463	0.53605290024021	0.895302621333307	0.948600847493356	0.613531652917927	0.367371065648529	0.189033824390017	0.485426827170242	0.641546029087524	1.35614381022528	0.687060688339892	0.505890929729957	0.526068811667588	0.495695162624069	1.25701061820602	0.37851162325373	0.748461233004036	0.31034012061215	0.475084882948783	0.27500704749987	0.799087306074004	0.475084882948783	0.526068811667588	0.941106310946431	0.389566811762726	0.713695814843359	1.02856915219677	0.263034405833794	0.659924558402378	0.748461233004036	0.505890929729957
"L1CAM"	2.4594316186373	2.10433665981474	5.38335869538511	2.41953889151378	4.20398416585599	1.6959938131099	1.65992455840238	2.28983446517751	2.22032995487956	0.948600847493356	1.32768736417605	1.17632277264046	3.86888427302877	0.475084882948783	2.74846123300404	4.19455988602261	2.63226821549951	0.948600847493356	4.73281187208294	3.90785207184596	2.21101219348551	1.57046293102604	0.432959407276106	0.823749360308273	0.925999418556223	0.659924558402378	4.12845838414693	2.98913900736823	3.73984810269933	2.4541758931858	0.970853654340484	3.790772037862	3.89044669267991	2.88752527074159	0.475084882948783	0.286881147788162	0.344828496997441	2.98913900736823	0.505890929729957	1.38404980679516	0.985500430304885	2.34198574722862	1.0703893278914	2.72465027173297	3.78659636189081	2.91647664443772	2.74200621086674	1.6959938131099	0.505890929729957	1.29865831556452	1.34482849699744	1.40053792958373	2.25701061820602	1.24488705912353	3.57288966842058	0.298658315564515	0.790772037862	1.09085343045111	1.54596836910529	0.485426827170242	0.748461233004036	1.36737106564853	0.422233000683048	0.454175893185802	1.29865831556452	0.75702324650746	0.545968369105292	2.33628338786443	0.765534746362977	1.32768736417605	0.613531652917927	1.04264433740849	0.584962500721156	1.88362081628567	3.01792190799726	1	0.516015147003665	0.748461233004036	1.09761079662642	2.02147972741045	1.41683974191283	0.941106310946431	1.82374936030827	0.400537929583729	1.32192809488736	0.782408564927373	1.54101915313356	1.93734439215023	0	0.815575428862573	1.81557542886257	0.0565835283663675	0.575312330687437	2.78031009904338	2.97452931248388	0.286881147788162	1.0071955014042	0.475084882948783	1.79493566280354	1.89141918684608	2.24488705912353	0.516015147003665	0.238786859587116	0.250961573533219	0.263034405833794	1.4276061727819	0.344828496997441	2.08406426478847	0.722466024471091	0.678071905112638	0.137503523749935	0.333423733725192	0.713695814843359	0.298658315564515	0.956056652412403	2.21723071622067	0.956056652412403	0.594548549550354	0.150559676575381	0.704871964456353	1.0703893278914	0.344828496997441	0.344828496997441	0.214124805352847	1.18903382439002	2.50589092972996	0.526068811667588	0.53605290024021	1.4541758931858	0.422233000683048	0.765534746362977	2.51096191927738	0.948600847493356	0.389566811762726	0.16349873228288	0.799087306074004	1.77399632511117
"SNAI1"	1.39506279951758	0	1.55090066464752	0	0.748461233004036	0	0.773996325111173	1.58014548442338	2.61353165291793	3.12928301694497	1.76553474636298	0	1.91456452349394	2.22650852980868	2.06695024392463	3.92504996472736	2.4905701304462	1.07724299893246	2.38404980679516	2.88752527074159	2.77188557851537	1.68706068833989	2.5033487351675	2.31614574229336	1.47508488294878	3.06004738366994	0.799087306074004	1.98913900736823	2.09761079662642	2.98913900736823	2.85199883711245	2.85598969730848	1.81147103052984	2.35895882583233	2.47248777146274	1.29278174922785	0.669026765509631	1.67807190511264	0.722466024471091	1.0496307677246	1.04264433740849	2.04264433740849	2.4541758931858	1.90689059560852	1.83592407425437	1.37851162325373	1.57046293102604	2.30158764660319	0	1.02856915219677	0	0.903038270112912	3.08576455377831	3.24184018356467	1.22032995487956	3.05311133645956	1.790772037862	2.26603689399532	2.28392177230762	1.58976348698498	1.25701061820602	1.53106949272595	2.45680614923047	0.895302621333307	2.46988597627446	1.87970576628229	0.933572638261024	1.52105073690096	1.76977173924945	2.43295940727611	2.25096157353322	1.85598969730848	2.03913839390696	3.74200621086674	2.12763327972587	2.68032435684402	2.28983446517751	2.10433665981474	1.30451104180995	1.70487196445635	1.4276061727819	1.87184364850932	1.76553474636298	1.74416109557041	2.88362081628567	1.34482849699744	2.36457243229586	2.06350294230616	1.63691458035588	0.978195629681652	2.68929916053589	1.62293035092018	2.26903314645524	2.63923216324928	0.799087306074004	1.31614574229336	1.33913738491959	2.02147972741045	1.89141918684608	2.02147972741045	1.36176835941915	1.05658352836637	0.963474123974886	2.52105073690096	1.13093086982645	2.71149490665009	1.71369581484336	1.70043971814109	2.41953889151378	1.8073549220576	1.4594316186373	2.20789285164133	1.67807190511264	1.81557542886257	1.41142624572647	1.99638874644762	1.58014548442338	0.933572638261024	1.98185265328974	1.64154602908752	1.97085365434048	1.34482849699744	0.807354922057604	1.70929063572336	0.782408564927373	1.42223300068305	1.50080205305716	1.16349873228288	1.83187724119167	1.29278174922785	0.687060688339892	1.85996954822103	0.632268215499513	1.66448284036468	2.114367024952	1.59931779369823	1.65535182861255
"CSTA"	2.73984810269933	4.43162295971329	2.9560566524124	0	0	3.37989816352469	3.96624587322494	0	3.16027483140859	4.12018602753186	4.43229133824778	0	2.44625622988956	1.55581615506164	3.9126498648972	1.790772037862	1.97085365434048	5.29167722317602	3.90014226035982	2	3.17472598770613	3.04788732939655	5.81583156646482	5.85847839042327	3.11935617703968	3.09254574154357	3.07895134139482	3.98367769469807	2.24184018356467	6.64745842645492	5.83592407425437	2.65306001710456	5.5957423394744	1.20789285164133	6.38663852997474	6.44972643325318	1.85996954822103	6.09127669436522	4.86443379636562	4.94626298433245	2.52606881166759	3.53977919169849	5.55612281784117	2.0496307677246	3.7235585614721	6.13996056954546	2.61353165291793	1.48026512205446	2.85996954822103	0	1.70487196445635	6.39094277280254	0	0	1.31034012061215	2.45154083301783	6.7599547420113	3.16832111573972	3.82578562746479	1.96347412397489	2.88557436437143	3.21101219348551	3.39094277280254	3.27947129564447	5.10223819393074	6.70348834965682	2.52105073690096	3.54843662469604	2.05311133645956	2.82984955984469	4.04526821513853	4.08491465976794	1.88752527074159	3.47248777146274	2.08065766334523	2.21101219348551	8.06582000582393	1.44890095114513	2.71369581484336	1.93734439215023	4.0232553523003	3.16027483140859	1.6915341649192	1.92219784839637	4.58436125251871	3.04788732939655	3.13422093976063	0	1.38404980679516	3.71259578044703	1.90303827011291	2.33342373372519	2.68929916053589	2.47767732756531	3.01613970265525	2.42492208821069	1.07724299893246	3.85299758761332	1.77399632511117	3.29865831556452	2.61353165291793	3.53106949272595	2.56559717585422	1.82781902461732	1.86393845042397	2.67581593117227	7.07617425672425	2.54596836910529	6.51947900230724	2.01435529297707	3.17472598770613	2.92219784839637	1.6915341649192	2.75915583380027	2.4541758931858	2.0036022366802	2.52606881166759	1.74846123300404	2.04614178164472	2.37295209791183	2.85798099512757	2.36176835941915	2.98185265328974	4.01613970265525	1.56071495447448	1.67807190511264	4.2149019101607	2.27500704749987	7.3730391304604	2.54101915313356	2.39780296186249	1.54101915313356	4.34978987024187	3.68818035858693	1.35614381022528	3.72137265947682	5.83162393682075
"PGLYRP4"	0	1.6959938131099	0	0	1.53106949272595	0	0	0	0	0	0	1.37851162325373	0.55581615506164	0.150559676575381	0.150559676575381	0.0565835283663675	0.516015147003665	0.516015147003665	0.356143810225275	0	0.823749360308273	0.250961573533219	0.0976107966264223	0.0840642647884745	0.475084882948783	0.0426443374084937	0.27500704749987	0.713695814843359	0.659924558402378	2.23572705983806	0.124328135002202	0.111031312388744	0	0.516015147003665	0.0565835283663675	0	0	0.464668267003444	2.20163386116965	0.31034012061215	0.150559676575381	1.06350294230616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0.0285691521967709	0	0	0.0565835283663675	0.238786859587116	0	0	0.0565835283663675	0.0426443374084937	0	0	0	0	0.526068811667588	0	0.189033824390017	0	0.286881147788162	0	0	0	0.0976107966264223	0.176322772640463	0.0976107966264223	0	0.0426443374084937	0	0	0	0	0	0.263034405833794	0	0.0285691521967709	0.070389327891398	0	0	0	0	0	0.16349873228288	0	0.0285691521967709	0	0	0	0.0285691521967709	0	0	0	0	0	0.321928094887362	0	0	0	0	0.070389327891398	0	0	0	0.070389327891398	0.137503523749935	0.0285691521967709	0	0	0	0	0	0.298658315564515	0	0	0	0	0	0.0426443374084937	0	0.238786859587116
"CXCL6"	0	1.16349873228288	0	0.910732661902913	0	1.799087306074	0.782408564927373	0	0	0	1.40053792958373	0	1.63226821549951	0.722466024471091	0.137503523749935	0.070389327891398	0.0840642647884745	1.67355642399014	0.0285691521967709	0	0.389566811762726	0.137503523749935	0.650764559116902	0.0976107966264223	0.584962500721156	0.124328135002202	0.333423733725192	0.16349873228288	0.443606651475615	0.765534746362977	0.790772037862	0.189033824390017	0.0840642647884745	0.0426443374084937	0.0565835283663675	0	0.111031312388744	0.263034405833794	0.411426245726465	0.632268215499513	0.411426245726465	0.0285691521967709	0.464668267003444	0	0.111031312388744	0.0426443374084937	0.344828496997441	0	0	0	0	0	0	0	0	0.176322772640463	0.0840642647884745	0.189033824390017	0.344828496997441	0.55581615506164	0.411426245726465	0	0.485426827170242	0	0.0426443374084937	0.0840642647884745	0.176322772640463	0.250961573533219	0.22650852980868	0	0.20163386116965	0.0976107966264223	0.475084882948783	0.176322772640463	0.111031312388744	1.14404636961671	0.0840642647884745	0	0	0.150559676575381	0.286881147788162	0.27500704749987	0.0426443374084937	0.250961573533219	0.137503523749935	0.214124805352847	0	0	0	0	0.0426443374084937	0	0.0426443374084937	0	0.238786859587116	0.0426443374084937	0	0.356143810225275	0.0976107966264223	0.298658315564515	0.0840642647884745	0.124328135002202	0.0426443374084937	0	0	0.0285691521967709	0.0565835283663675	0.485426827170242	0.137503523749935	0.0565835283663675	0.0285691521967709	0.238786859587116	0.137503523749935	0	0.0976107966264223	0	0	0	0	0.0565835283663675	0.0426443374084937	0	0.070389327891398	0	0	0	0	0	0	0.584962500721156	0.0426443374084937	0.389566811762726	0.0565835283663675	0.20163386116965	0	0	0.0285691521967709
"CA10"	0	0	0	0	0	0	0	0	0.75702324650746	0	0	1.26303440583379	0	0.0426443374084937	0	0.0976107966264223	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0.0426443374084937	0	0.0565835283663675	0	0	2.14404636961671	0	0	4.89917563048051	0	0.150559676575381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0.0426443374084937	0	0	0	0	0	0.0426443374084937	0	0	0.137503523749935	0	0	0	0	0	0	0	0.0285691521967709	0	0.0426443374084937	0	0	0	0	0	0.0565835283663675	0	0.0285691521967709	0	0	0	0	0	0.0565835283663675	0	0	0	0	0	0.0426443374084937	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0.0285691521967709	0	0.0285691521967709	0.263034405833794	0.0285691521967709	0	0	0	0	0	0.0840642647884745	0	0	0	0.0426443374084937	0.0565835283663675	0.238786859587116
"ATP10B"	1.40053792958373	2.32192809488736	0.400537929583729	0.659924558402378	0.75702324650746	2.55826763405574	0.970853654340484	0.739848102699327	0.367371065648529	0.773996325111173	0	1.62760683812965	1.6507645591169	0.27500704749987	0.070389327891398	0.53605290024021	1.26903314645524	0.263034405833794	0.124328135002202	0.367371065648529	0.27500704749987	0.344828496997441	0.189033824390017	0.0565835283663675	0.0426443374084937	0.0426443374084937	0.286881147788162	0.367371065648529	0.16349873228288	2.03913839390696	0.124328135002202	0.20163386116965	0.748461233004036	0.454175893185802	0.189033824390017	0.070389327891398	0.0976107966264223	1.48542682717024	1.39506279951758	1.36176835941915	0.992768430768924	0.333423733725192	0.0143552929770701	0.0285691521967709	1.89917563048051	0	0	0.84799690655495	0	1.6959938131099	0	1.4594316186373	1.67807190511264	0.910732661902913	3.42492208821069	0.0285691521967709	0.0285691521967709	0.0426443374084937	0.111031312388744	0.0143552929770701	0.176322772640463	0	0.0426443374084937	0.111031312388744	0.0840642647884745	0.070389327891398	0.070389327891398	0.238786859587116	0.0285691521967709	0.0426443374084937	0.0976107966264223	0.0285691521967709	0.189033824390017	0.27500704749987	0.20163386116965	0.263034405833794	0.0143552929770701	0	0	0.0976107966264223	0.356143810225275	0.111031312388744	0.678071905112638	0.0426443374084937	0.0840642647884745	0.214124805352847	2.87578006306849	0	0.526068811667588	0	0.137503523749935	0.0285691521967709	0	0.189033824390017	0.0426443374084937	0	0.0426443374084937	0.0840642647884745	0.0285691521967709	0.6959938131099	0.124328135002202	0.0426443374084937	0.150559676575381	0.0143552929770701	0	0.773996325111173	0.0976107966264223	0.0426443374084937	0.400537929583729	0	0.214124805352847	0	0	0.367371065648529	0.0565835283663675	0.0285691521967709	0.0426443374084937	0	0	0.189033824390017	0.0426443374084937	0.298658315564515	0.0426443374084937	0.238786859587116	0.0426443374084937	0.0565835283663675	0.22650852980868	0	0.189033824390017	0.137503523749935	0.0285691521967709	0.070389327891398	0.0426443374084937	0.659924558402378	0.0285691521967709	0.0976107966264223	0.189033824390017
"SLC16A14"	2.20789285164133	2.85199883711245	0.956056652412403	2.06350294230616	3.67129337248158	4.21878116778407	2.64616265715789	3.83187724119167	3.19692173382033	1.88362081628567	2.51349074558812	4.834407841807	1.84799690655495	4.05311133645956	3.61588707391606	1.65535182861255	1.97085365434048	3.44625622988956	4.31542131594578	1.40599235967584	0.918386234446348	2.63226821549951	2.05658352836637	4.4032677223393	3.45285896471381	1.76553474636298	2.86591881455221	1.18903382439002	2.58496250072116	2.94485844580754	2.44095219802964	1.52105073690096	1.87184364850932	4.18428029441938	3.0686708106651	3.35191096110308	1.34482849699744	2.81557542886257	2.28688114778816	1.77399632511117	3.29425313644451	2.10097764772482	1.54596836910529	3.13093086982645	1.73552217729654	1.6915341649192	3.13257684267001	3.47378691161437	2.82578562746479	2.35049724708413	2.67807190511264	3.01077983875324	2.97452931248388	3.77925972037238	1.58496250072116	1.49569516262407	3.32481060342048	3.09085343045111	3.04788732939655	2.82171021503467	3.1243281350022	2.03210084316702	1.41683974191283	2.54349588342577	3.04264433740849	3.16832111573972	2.44625622988956	3.42894634476948	2.7311832415722	2.34198574722862	2.54596836910529	2.97085365434048	2.19219416528334	3.20006486151431	2.49569516262407	3.77082904603249	3.89336221076387	2.62058641045188	2.26903314645524	2.13750352374994	3.18428029441938	3.19219416528334	2.33913738491959	3.16832111573972	3.90400231628369	3.1586601753465	1.94485844580754	3.62058641045188	3.44757919654888	3.09592441999854	2.85399564717639	2.08065766334523	3.64961545906341	1.89917563048051	1.42223300068305	1.27500704749987	3.65764000520782	0.910732661902913	1.46988597627446	1.70043971814109	3.46336088581666	3.18586654531133	2.92409988564074	1.47508488294878	2.31324585178756	2.39780296186249	4.03826057517535	2.31034012061215	3.05137210172103	3.19692173382033	4.24716800037477	2.52105073690096	2.59693514238723	3.43829285157915	2.72246602447109	2.30451104180995	2.07382023329167	1.55581615506164	2.76977173924945	2.64846544302731	0.782408564927373	2.99457972421575	3.83491342970104	3.45680614923047	0.485426827170242	1.18269229751619	3.18586654531133	1.54596836910529	4.98276546258365	2.46205231879643	2.10433665981474	2.37016428054021	2.29572302453997	2.6507645591169	2.81966818349646	3.43562859405209	3.92409988564074
"PROKR2"	0	0	0	0	0	1.16992500144231	0	0	0	0	0	1.89530262133331	0.150559676575381	0	0	0	0	0	0	0	0.799087306074004	0.0840642647884745	0	0.0426443374084937	0	0	0.0565835283663675	2.92219784839637	3.36036427654347	0	0	0	0.070389327891398	0	0	0	0.0565835283663675	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	1.38404980679516	0	0	0	0	0	0	0	0	0	0	0.150559676575381	0	0	0	0	0	0.0426443374084937	0	0	0.070389327891398	0.070389327891398	0	0	0	0.970853654340484	0	0	0	0	0	0.0426443374084937	0	0.111031312388744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0.070389327891398	0	0	0	0	0	0.070389327891398	0.070389327891398	0	0	0	0.111031312388744	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.505890929729957	0	0	0.0565835283663675	0
"DEFB4A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22650852980868	0	0	0	0	0	0	0	0	5.43295940727611	0	0	0	0	3.01970191444255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.263034405833794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.263034405833794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.584962500721156
"IL6"	0	2.8073549220576	0	0	1.60880924267552	1.89917563048051	1.64154602908752	0	0	1.04264433740849	0	1.67355642399014	1.82374936030827	1.09761079662642	0.604071323668861	0.790772037862	1.62293035092018	2.38681094647222	1.56559717585423	1.61823865559545	1.0703893278914	1.13750352374994	0.111031312388744	0.356143810225275	0.176322772640463	3	1.50080205305716	1.10433665981474	1.4905701304462	3.77610398807316	1.87970576628229	0.918386234446348	0.176322772640463	0.150559676575381	1.77399632511117	0	3.07210580048042	0.765534746362977	1.33913738491959	2.70265754339091	0.918386234446348	2.32768736417605	0.516015147003665	0.432959407276106	1.46988597627446	1.70487196445635	0.070389327891398	4.05658352836637	3.85598969730848	2.04614178164472	4.47378691161437	1.53106949272595	4.36737106564853	0	2.76765479823735	1.70487196445635	3.33485426933163	2.77820857639809	2.82171021503467	1.29278174922785	4.07124781946144	1.52606881166759	0.16349873228288	1.48026512205446	2.83592407425437	3.21101219348551	1.33913738491959	2.85996954822103	1.91073266190291	3.04264433740849	1.90689059560852	1.70487196445635	1.22032995487956	4.04526821513853	0.790772037862	1.62760683812965	2.48026512205446	1.83995958748953	2.26303440583379	1.32768736417605	3.47118746038699	3.0036022366802	1.1243281350022	3.22187708107703	2.02856915219677	2.11769504266975	2.54596836910529	0	0	0.37851162325373	0.992768430768924	1.28095631383106	2.41142624572647	0.356143810225275	1.90303827011291	0.505890929729957	0.189033824390017	1.22650852980868	1.23266075679027	1.24488705912353	0.238786859587116	0.367371065648529	0.748461233004036	0.214124805352847	0.495695162624069	1.43829285157915	0.367371065648529	1.27500704749987	1.89917563048051	1.83187724119167	0.321928094887362	0.879705766282288	0.722466024471091	0.704871964456353	0.214124805352847	0.286881147788162	0.622930350920177	1.49569516262407	0.189033824390017	1.72683121703249	0.75702324650746	0.713695814843359	0.650764559116902	0.584962500721156	0.604071323668861	0.367371065648529	0.250961573533219	0.887525270741587	0.704871964456353	0.0565835283663675	0.250961573533219	1.14404636961671	0.831877241191673	1.32768736417605	0	2.611172380044	0.137503523749935
