"ID"	"S01"	"S02"	"S03"	"S04"	"S05"	"S06"	"S07"	"S08"	"S09"
"HKB0098_3005_T"	0.11969487709928	0.0835070836463708	0.295593468118548	0.00523537514379885	7.70727995408695e-15	0.146031978352944	7.70727995408695e-15	0.063625049768617	0.0768883937343386
"HKB0100_3006_T"	4.35175175168219e-15	0.0103285596714747	0.0267599139090053	4.35175175168219e-15	4.35175175168219e-15	0.0520153761496202	0.000308457243012297	4.35175175168219e-15	0.0637778204083
"HKB0101_3000_T"	0.0854173504796997	0.0738690832167806	0.0407401734582074	1.03254949843942e-14	1.03254949843942e-14	0.266387668919578	0.019308193505241	0.121788117961456	0.0923327262737144
"HKB0102_3006_T"	0.0104178949585245	0.284647014970336	0.00862913540018391	0.0368789939013128	9.8331715315617e-15	0.0866690305103638	0.00382806877729177	0.0764404535626912	0.107252985821752
"HKB0104_3006_T"	4.5778084452819e-15	0.00594729259558052	4.5778084452819e-15	4.5778084452819e-15	4.5778084452819e-15	4.5778084452819e-15	4.5778084452819e-15	0.0795909525124322	0.0523164610228554
"HKB0106_3006_T"	8.05395523194799e-15	8.05395523194799e-15	8.05395523194799e-15	8.05395523194799e-15	8.05395523194799e-15	0.0223808863958746	0.0774610961553426	0.0289444152619794	0.0186176425085082
"HKB0108_3000_T"	5.70867919001179e-15	5.70867919001179e-15	0.00488291918459483	5.70867919001179e-15	5.70867919001179e-15	5.70867919001179e-15	6.85659670291857e-05	5.2199056098668e-07	0.101522517962407
"HKB0109_3006_T"	8.30544114930602e-15	0.0175104609177249	0.0582314397101674	8.30544114930602e-15	8.30544114930602e-15	8.30544114930602e-15	0.00512959631157161	0.0485262163337773	0.0161357673404525
"HKB0115_3006_T"	0.0638406787127354	9.56149099559921e-15	0.0531290758902217	9.56149099559921e-15	9.56149099559921e-15	0.0471472664511638	0.0286076557711683	0.0770508257485766	0.0429944284726747
"HKB0120_3000_T"	0.216647714540325	0.167627505084553	0.0572405800866528	0.200882900972992	0.153448261709603	0.118932640744771	0.0211549061402841	0.0307300685887663	0.0265240398509532
"HKB0121_3006_T"	0.00117644004690687	7.56558690358948e-15	0.0938652104612738	0.0258033076670578	7.56558690358948e-15	0.00256679213040346	0.00839978834671117	0.0264515396576428	0.048733070380733
"HKB0123_3006_T"	8.81978248934362e-15	0.156236775631137	8.81978248934362e-15	0.0284556651528617	8.81978248934362e-15	0.115165005729016	8.81978248934362e-15	0.062118613880297	0.0162643826203923
"HKB0124_3003_T"	9.63949182920306e-15	0.00303308422344456	9.63949182920306e-15	9.63949182920306e-15	0.0126336112224196	0.0259228026973524	9.63949182920306e-15	0.123280590647841	0.10493544040165
"HKB0125_3006_T"	5.38114104860431e-15	5.38114104860431e-15	5.38114104860431e-15	0.0355835616893177	5.38114104860431e-15	0.0597347535824665	0.282433378720154	0.0681109698923963	0.0979983345094148
"HKB0127_3006_T"	0.204019204536984	0.1298587406748	0.0340300558802749	0.0326422065275705	8.0974700073146e-05	0.00391277534784832	0.00247270953656073	8.75118575486273e-15	0.0374766924791522
"HKB0129_3000_T"	0.304739049933779	1.04964050121731e-14	1.04964050121731e-14	1.04964050121731e-14	0.171490655100846	0.0219912316506629	0.0321612670519925	0.0540794122863512	0.163133050466227
"HKB0132_3006_T"	0.0333035323772103	8.16176331632125e-15	0.0193611879522348	8.16176331632125e-15	8.16176331632125e-15	8.16176331632125e-15	0.0801068057121234	0.0626745069571382	0.00668148156455139
"HKB0134_3006_T"	0.0415810377788985	0.0445974630066672	0.245553378227563	0.091847405801483	5.41078642483342e-15	0.0628883041682958	0.403181510784732	0.0157391175353702	0.0128906356124724
"HKB0137_3002_T"	0.00371594796467039	0.0688683891233403	0.282917109155731	0.0439995270236277	7.40039059447796e-15	0.0310226001939448	0.00185899179536227	0.0821090979558817	0.0626820765931141
"HKB0141_3006_T"	0.0144751191050564	0.0578796485866402	0.00385872369254829	1.15514559085451e-14	1.15514559085451e-14	0.0593773314080163	0.0186045591768434	0.0796482443576197	0.118689880169391
"HKB0143_3006_T"	0.0418295519209863	0.192096617760296	0.150787610939467	0.172230486296955	0.00138215353333461	0.164340134678229	0.0297895779975298	0.151288104330673	0.00317908387657352
"HKB0147_3000_T"	2.42650151331276e-05	0.050349166292241	0.00246755361309904	6.80674519299775e-15	6.80674519299775e-15	0.0607051070462658	6.80674519299775e-15	0.0583336439588278	0.0538082210377353
"HKB0150_3006_T"	4.16334209846325e-15	4.16334209846325e-15	4.16334209846325e-15	4.16334209846325e-15	4.16334209846325e-15	4.16334209846325e-15	0.000326836311914847	0.0168129111463335	0.0450036041826373
"HKB0155_3000_T"	0.207688136808929	0.0446920322151375	0.123552721432914	0.0735311971869978	0.0324365582945807	0.145646349757397	8.95008014599524e-15	0.0663359090977002	0.0643985093421004
"HKB0157_3006_T"	0.00785909465291932	7.9556714503102e-15	0.0190778244677532	7.9556714503102e-15	7.9556714503102e-15	0.0472240668767984	0.376526126928835	0.0427392937582389	7.9556714503102e-15
"HKB0158_3006_T"	0.113351090439199	0.155020811172759	0.112544653217128	0.0876890199458498	0.0109475606053807	0.200330652472921	1.03302900993057e-14	0.134195793356562	0.103518296266775
"HKB0159_3006_T"	7.49192650957847e-15	0.0328085468447957	0.0817570485280126	7.49192650957847e-15	7.49192650957847e-15	0.0445369318406665	0.0231337227622747	0.271160268703032	0.066865648943734
"HKB0160_3000_T"	7.26254173455473e-15	0.0236668446120468	7.26254173455473e-15	0.0203868704156504	0.435501436280271	7.26254173455473e-15	1.19821792689835e-14	0.00446888116457205	0.0130999717945157
"HKB0161_3001_T"	0.152290085522837	0.0178546778965854	1.04342561614232e-14	0.0469215293341598	0.0633672662700175	0.263548944975164	0.0993991023216136	0.141616167691057	0.0211804794174035
"HKB0162_3006_T"	0.138100281063273	0.241601701215459	0.0842890543526103	8.24190324808103e-15	0.00136687144472485	0.052995151730004	0.181115210887718	0.135253231029725	8.24190324808103e-15
"HKB0164_3006_T"	0.136291611794013	0.24500273281746	0.067552486164779	0.0732739717391307	0.00997321055740051	0.155727765312824	0.0116089419129145	0.167342702822922	0.103486097850236
"HKB0167_3006_T"	0.153768528972981	0.0190003939101556	0.514032807993406	0.145986663647834	4.47256613264763e-15	0.0606885415464615	0.0505972378286911	0.0300940199009978	4.47256613264763e-15
