"BC_HKB0056_809_T"	"BC_HKB0187_1214_T"	"BC_HKB0775_1470_T"	"BC_HKB0899_M1605_T"	"BC_HKB2109_1628_T"	"HKB0004_3006_T"	"HKB0036_3006_T"	"HKB0089_3001_T"	"HKB0134_3006_T"	"HKB0211_3002_T"	"HKB0629_3000_T"	"HKB0698_3000_T"	"BC_HKB0543_1306_T"	"BC_HKB1385_1721_T"	"HKB0008_3006_T"	"HKB0040_3002_T"	"HKB0050_3005_T"	"HKB0054_3000_T"	"HKB0069_3000_T"	"HKB0079_3006_T"	"HKB0082_3006_T"	"HKB0091_3001_T"	"HKB0098_3005_T"	"HKB0120_3000_T"	"HKB0162_3006_T"	"HKB0167_3006_T"	"HKB0186_3000_T"	"HKB0194_3006_T"	"HKB0207_3001_T"	"HKB0214_3006_T"	"HKB0220_3000_T"	"HKB0573_3000_T"	"HKB0579_3000_T"	"HKB0650_3000_T"	"HKB0659_3000_T"	"HKB0674_3000_T"	"HKB0683_3000_T"	"HKB0710_3000_T"	"HKB0718_3000_T"	"HKB0736_3000_T"	"HKB0751_3000_T"	"HKB0752_3000_T"	"BC_HKB0112_933_T"	"BC_HKB0555_1321_T"	"BC_HKB0728_1447_T"	"BC_HKB0876_1543_T"	"BC_HKB0892_1559_T"	"BC_HKB1365_M1665_T"	"BC_HKB1370_1673_T"	"BC_HKB2114_1660_T"	"BC_HKB2116_1671_T"	"BC_HKB2119_1690_T"	"HKB0007_3005_T"	"HKB0016_3006_T"	"HKB0023_3006_T"	"HKB0092_3000_T"	"HKB0125_3006_T"	"HKB0132_3006_T"	"HKB0143_3006_T"	"HKB0164_3006_T"	"BC_HKB0662_1294_T"	"BC_HKB0904_1595_T"	"HKB0005_3001_T"	"HKB0056_3002_T"	"HKB0065_3006_T"	"HKB0084_3000_T"	"HKB0157_3006_T"	"HKB0210_3006_T"	"HKB0626_3000_T"	"HKB0644_3000_T"	"HKB0677_3000_T"	"BC_HKB0022_649_T"	"BC_HKB0199_1263_T"	"BC_HKB0567_M1337_T"	"BC_HKB0582_1333_T"	"BC_HKB0668_1298_T"	"BC_HKB0689_M1326_T"	"BC_HKB0733_1459_T"	"BC_HKB0741_1471_T"	"BC_HKB0757_1496_T"	"BC_HKB0761_1499_T"	"BC_HKB0763_1511_T"	"BC_HKB0772_1460_T"	"BC_HKB0786_1508_T"	"BC_HKB0827_1539_T"	"BC_HKB0828_M1542_T"	"BC_HKB0831_1520_T"	"BC_HKB0838_1563_T"	"BC_HKB0873_1549_T"	"BC_HKB0882_1555_T"	"BC_HKB0902_1617_T"	"BC_HKB0917_1656_T"	"BC_HKB1366_1663_T"	"BC_HKB2106_1619_T"	"BC_HKB2107_1620_T"	"HKB0052_3000_T"	"HKB0074_3000_T"	"HKB0129_3000_T"	"HKB0158_3006_T"	"HKB0160_3000_T"	"HKB0161_3001_T"	"HKB0719_3002_T"	"BC_HKB0759_1488_T"	"BC_HKB0833_1552_T"	"BC_HKB0905_1623_T"	"BC_HKB1369_1679_T"	"BC_HKB2112_1636_T"	"BC_HKB2127_1726_T"	"HKB0035_3006_T"	"HKB0121_3006_T"	"HKB0159_3006_T"	"HKB0209_3004_T"	"HKB0228_3002_T"	"HKB0558_3000_T"	"HKB0599_3000_T"	"HKB0668_3000_T"	"HKB0097_3000_T"	"HKB0196_3006_T"	"BC_HKB0632_1381_T"	"BC_HKB0915_M1647_T"	"BC_HKB0921_1575_T"	"HKB0044_3006_T"
"KIAA1239"	0.748461233004036	0.7311832415722	0.613531652917927	0	0.799087306074004	0	0.0285691521967709	0.0565835283663675	0.0426443374084937	0.0565835283663675	0	0.0426443374084937	0.176322772640463	0	0	0.0143552929770701	0	0.0143552929770701	0.0285691521967709	0.0143552929770701	0.0143552929770701	0.0285691521967709	0	1.93357263826102	0.20163386116965	0.0426443374084937	0.0426443374084937	0	0.0143552929770701	0.0143552929770701	0.263034405833794	0.0565835283663675	0.20163386116965	0.0285691521967709	0	0.176322772640463	0.632268215499513	0	0.0143552929770701	0.0143552929770701	0.925999418556223	0	1.1243281350022	0.27500704749987	0.22650852980868	0.27500704749987	0	0.321928094887362	0.687060688339892	1.98550043030488	0.298658315564515	0	0.0426443374084937	0.298658315564515	0.0285691521967709	0	0.0143552929770701	0.0285691521967709	0.485426827170242	0.0143552929770701	0	0.933572638261024	0.53605290024021	0	0	0.137503523749935	0.0976107966264223	0	0.0143552929770701	0.0143552929770701	0.344828496997441	0	0.584962500721156	2.17312743348066	1.63226821549951	0.422233000683048	0.782408564927373	1.4276061727819	0.150559676575381	0.565597175854225	0	0.37851162325373	0.238786859587116	0	0.454175893185802	0.565597175854225	0	0.641546029087524	0.389566811762726	0.238786859587116	0.475084882948783	0	0.55581615506164	0.575312330687437	1.16992500144231	0.0840642647884745	0.0285691521967709	0.0565835283663675	0.124328135002202	2.32768736417605	0.070389327891398	0.150559676575381	0	0	0.214124805352847	0.321928094887362	0	2.07724299893246	0.0565835283663675	0.070389327891398	0.0143552929770701	0	0.0565835283663675	0.0285691521967709	0	0.111031312388744	0.070389327891398	0.070389327891398	0.963474123974886	2.50589092972996	0.189033824390017	0.0143552929770701
"CXorf64"	0	0	0	0	0	0.0426443374084937	0	0	0.0426443374084937	0.0840642647884745	0	0	0	0	0	0	0.0426443374084937	0	0.0976107966264223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0	0.0840642647884745	0	0	0	0	0	0	0	0	0	3.77082904603249	0	0	0	0	0	2.26303440583379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"POTEE"	1.30451104180995	3.09423606984577	2.16027483140859	2.53605290024021	1.27500704749987	1.97085365434048	0.411426245726465	0.722466024471091	0.903038270112912	1.20163386116965	3.70376517879341	0.855989697308481	2.44360665147561	2.4276061727819	3.114367024952	0.925999418556223	1.70929063572336	0.918386234446348	3.59931779369823	1.26303440583379	0.799087306074004	1.07724299893246	3.34482849699744	0.963474123974886	1.61823865559545	1.10433665981474	1.63226821549951	2.57288966842058	2.26303440583379	3.31324585178756	1.73552217729654	3.48542682717024	3.01435529297707	0.443606651475615	1.28688114778816	2.02147972741045	1.89917563048051	0.321928094887362	1.93734439215023	2.56071495447448	0.526068811667588	0.739848102699327	1.48026512205446	1.47508488294878	3.26753579806873	3.45549162062847	3.52356195605701	3.04614178164472	1.6507645591169	0.516015147003665	0	2.62993940943954	1.39506279951758	1.97085365434048	4.51916444980607	3.51222688651396	1.09761079662642	3.51096191927738	1.54101915313356	3.90496571868403	0.831877241191673	2.08406426478847	2.81762325751143	0.443606651475615	1.37295209791183	0.344828496997441	2.39231742277876	0.367371065648529	0.765534746362977	3.37989816352469	3.8011586560937	0	0.782408564927373	2.84599177066457	1.65535182861255	0	2.43028527297778	2.3305584000308	0.985500430304885	0.782408564927373	3.07382023329167	2.26603689399532	4.08491465976794	1.22650852980868	1.02856915219677	2.09423606984577	1.44890095114513	4.60940039000643	0	2.65306001710456	0	0.823749360308273	0.871843648509318	0.454175893185802	1.37295209791183	2.98367769469807	1.15055967657538	1.98185265328974	4.32840565895857	0.84799690655495	0.432959407276106	0.411426245726465	1.9297909977186	2.23266075679027	1.06350294230616	2.66448284036468	1.72246602447109	1.51601514700366	1.66448284036468	2.83187724119167	1.98185265328974	3.35755200461808	1.0496307677246	1.95233356636969	1.15704371014558	0.594548549550354	1.59931779369823	2.4276061727819	3.08915913191124	1.81966818349646	1.51096191927738	2.43562859405209
"ACPT"	0	0	0	0	0	0	0	0	0.124328135002202	0	0	0	2.04264433740849	0	0	0	0.0426443374084937	0.0565835283663675	0	0	0	0	0.111031312388744	0	0	0	0	0.0426443374084937	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	1.62760683812965	0	2.40871186102943	0	0.831877241191673	0	0	0	0	0	0	0	0	0	0.344828496997441	0	0	0	0	0	0	0	0.0565835283663675	0	0.970853654340484	0	0	1.46988597627446	0	0	0	0	0	1.93357263826102	0	0	0	0	0	0.978195629681652	0	0	0	0	0	1.0703893278914	1.13093086982645	2.44890095114513	0.985500430304885	0	0	0	0.070389327891398	0	0	0	0	0.0976107966264223	0	0	0	2.06004738366994	0	1.4276061727819	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	2.17951105027151	0.0840642647884745
"C1orf100"	0	0	2.37016428054021	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0976107966264223	0	0	0	0	0	0	0	0.815575428862573	0	0	0	0	0	0	0	0	0	0	0	0	0.124328135002202	0	0	0	0	0	2.27202318906105	0	0	0	0	2.86195536414487	0	2.41683974191283	0	0	0	0	0.150559676575381	0	0.150559676575381	0	0	0	2.10433665981474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.84398384404833	0	0	0	0	0	0	0	4.50652577904312	0	0	0	0	0	0	2.32481060342048	0	0	0	0	0	0	0	0	0	3.11935617703968	0	0	0	2.10097764772482	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ABCC6P1"	0	0	0	0	0	0.0285691521967709	0	1.56071495447448	0.0285691521967709	0.526068811667588	0.189033824390017	0.432959407276106	0.790772037862	0	0.400537929583729	0.545968369105292	0.356143810225275	0.0840642647884745	0.659924558402378	0.411426245726465	1.49569516262407	0.0285691521967709	0.641546029087524	0.321928094887362	0.773996325111173	0.111031312388744	0.22650852980868	0	0.286881147788162	0	0.604071323668861	0.111031312388744	0.189033824390017	0.584962500721156	0	0.070389327891398	0.0426443374084937	0.0285691521967709	0.070389327891398	1.41683974191283	0.0285691521967709	1.82781902461732	0	0	0	0	0	0	0	0.613531652917927	0	0	0.27500704749987	0.0976107966264223	0.250961573533219	0.839959587489532	0	0.137503523749935	0.176322772640463	0.485426827170242	0	0	0	0.0840642647884745	0.0285691521967709	0.070389327891398	0.0285691521967709	0.16349873228288	0	0	0	0	0	0	0.464668267003444	2.08065766334523	0	0	0	0.545968369105292	0	0	0	0	0	0	0	0	0	0	0	0.75702324650746	0.925999418556223	0	0	0.0426443374084937	0.31034012061215	1.14404636961671	0.263034405833794	1.29865831556452	0.344828496997441	1.16349873228288	0	0	0.925999418556223	0	0.464668267003444	0	0.0426443374084937	0.070389327891398	0	0.250961573533219	0.176322772640463	0.263034405833794	0.150559676575381	1.87184364850932	0.545968369105292	0.0426443374084937	0	0	0	1.02856915219677
"REG3A"	0	0	0	0	0	0	0	0	0	0.189033824390017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KRTAP5.6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RPS26P11"	0	0	0	1.8073549220576	0	0.790772037862	1.0496307677246	1.58496250072116	0.748461233004036	1.05658352836637	1.25701061820602	1.6959938131099	0	0	2.51096191927738	1.60407132366886	0.879705766282288	1.49569516262407	1.70929063572336	1.04264433740849	1.58976348698498	1.20163386116965	1.31034012061215	1.99638874644762	0.970853654340484	1.22650852980868	2.17312743348066	1.48542682717024	2.37573453858316	1.22032995487956	2.16027483140859	1.799087306074	0.356143810225275	1.14404636961671	1.04264433740849	1.52606881166759	1.57046293102604	1.26303440583379	0.773996325111173	0.53605290024021	0.356143810225275	0.948600847493356	0	0	0	2.43829285157915	0	0	2.06004738366994	0	0	0	2.68032435684402	1.11769504266975	1.62293035092018	1.93734439215023	1.71369581484336	0.84799690655495	0.956056652412403	1.47508488294878	0	0	0.839959587489532	1.11103131238874	1.41142624572647	0.505890929729957	0.903038270112912	0.948600847493356	1.34482849699744	1.16992500144231	0	3.20320115631661	0	0	0	0	0	0	0	0	0	0	0	2.17312743348066	0	0	0	0	0	0	0	0	0	0	0	1.21412480535285	1.18269229751619	1.85996954822103	1.17632277264046	1.22650852980868	1.09761079662642	1.23878685958712	0	0	0	0	0	0	1.53106949272595	1.63691458035588	1.39506279951758	1.65535182861255	1.36176835941915	1.58496250072116	1.43295940727611	1.58976348698498	1.41142624572647	1.58976348698498	0	2.12101540096137	2.18586654531133	0.659924558402378
"LOC283332"	0	0	0	0.956056652412403	0	0	0.0426443374084937	0	0.0285691521967709	0.0840642647884745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0840642647884745	0	0	0	1.28095631383106	0	0.765534746362977	0	1.19534759832222	1.16992500144231	0	0	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.72683121703249	0.565597175854225	0	0	0	2.14404636961671	0	0	0	0	0.622930350920177	0	0	0	0	0	0	0	0	1.15055967657538	0	0.0285691521967709	0	0	0	0	0	1.07724299893246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.622930350920177	0.53605290024021	0	0
"FOXR1"	0	0	0	2.01077983875324	0	0	0	0	0	0	0	0	0	0	0	0.150559676575381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137503523749935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.344828496997441	0	0	0	0	0	0	0	2.41683974191283	0	0	0	0	1.10433665981474	0	0	0	0	0	0	0	0	0	0	1.81147103052984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124328135002202	0	0	0	0	0	0	0	0	0	0.111031312388744
"ID2B"	3.07724299893246	2.07724299893246	2.48800077083407	0	3.40190347160796	0.0565835283663675	0.0426443374084937	0.0976107966264223	0	0	0.0565835283663675	0.0565835283663675	1.0703893278914	3.31903981556254	0	0	0.0426443374084937	0	0.150559676575381	0.0565835283663675	0.150559676575381	0.0976107966264223	0.070389327891398	0	0.214124805352847	0.070389327891398	0.070389327891398	0.111031312388744	0.124328135002202	0.070389327891398	0	0.111031312388744	0	0.0565835283663675	0	0.189033824390017	0	0.124328135002202	0.070389327891398	0	0.0565835283663675	0	4.84949893172018	3.13257684267001	3.59454854955035	3.44228003525258	0	0	0	2.35614381022528	5.00180224263399	3.42492208821069	0.111031312388744	0.070389327891398	0.0565835283663675	0	0.124328135002202	0	0.0565835283663675	0.070389327891398	0	3.51349074558812	0.0565835283663675	0	0	0	0.27500704749987	0.0565835283663675	0	0	0.137503523749935	3.1811025507538	3.44228003525258	3.4905701304462	1.55581615506164	1.85598969730848	3.90785207184596	1.67807190511264	2.42492208821069	4.69320814891002	4.34056226902641	2.26303440583379	2.43829285157915	1.10433665981474	4.4369613378336	1.74416109557041	2.32481060342048	3.45285896471381	3.41006969175638	0	1.92599941855622	3.52105073690096	2.83995958748953	3.0408924306469	2.94110631094643	0.070389327891398	0	0.150559676575381	0.0565835283663675	0	0.0840642647884745	0.111031312388744	1.13750352374994	3.13257684267001	2.64154602908752	3.08746284125034	2.63691458035588	2.66902676550963	0	0.0426443374084937	0.150559676575381	0	0.0426443374084937	0	0	0	0	0.0565835283663675	1.19534759832222	2.41953889151378	2.75274859140713	0
"C15orf51"	0	0	0	1.08406426478847	0.933572638261024	0.400537929583729	0.0976107966264223	0.0976107966264223	0.432959407276106	0.27500704749987	0.27500704749987	0.189033824390017	0.713695814843359	1.37851162325373	0.545968369105292	0.495695162624069	0.214124805352847	0.704871964456353	0.831877241191673	0.389566811762726	0.137503523749935	0.565597175854225	0.111031312388744	0.263034405833794	0.31034012061215	0.0285691521967709	0.687060688339892	0.389566811762726	0.55581615506164	0.250961573533219	0.214124805352847	0.367371065648529	0.389566811762726	0.0565835283663675	0	0.356143810225275	0.422233000683048	0.0143552929770701	0.400537929583729	0.31034012061215	0.443606651475615	0.321928094887362	0.584962500721156	0	0	0.495695162624069	0	0	0	0	0	1.13750352374994	0.189033824390017	0.411426245726465	0.124328135002202	0.0976107966264223	0.0285691521967709	0.238786859587116	0.22650852980868	0.31034012061215	0	2.52105073690096	0.16349873228288	0.0143552929770701	0.124328135002202	0.238786859587116	0.137503523749935	0.432959407276106	0.27500704749987	0	0.0840642647884745	1.53605290024021	1.85598969730848	0	0	0	0	0	0.286881147788162	1.59454854955035	0	1.14404636961671	0.933572638261024	1.56071495447448	0.454175893185802	0	0.545968369105292	1.51096191927738	1.56071495447448	0	0	1.28688114778816	0.475084882948783	0	3.12928301694497	0.948600847493356	0.687060688339892	0.526068811667588	2.01435529297707	0.855989697308481	0.411426245726465	0.75702324650746	0.495695162624069	0	0	0	0	1.75274859140713	0.16349873228288	0.111031312388744	0.124328135002202	2.76128527336162	0.0840642647884745	0.27500704749987	0.0143552929770701	0.454175893185802	0.400537929583729	0.176322772640463	0	0.422233000683048	2.26903314645524	0.0285691521967709
"C10orf122"	0	0	0	0	0	0	0	0	0	0	0	0.0840642647884745	0	0	0	0	0	0	0	0	0	0	0	0.565597175854225	0	0	0	0	0	0	0	0	0	0.070389327891398	0.16349873228288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4905701304462	0	0	0.0976107966264223	0	0.0840642647884745	0	0	0.0840642647884745	0	0	0	0	0	0.0565835283663675	0	0	0	0.411426245726465	0	0.150559676575381	0	0	0	0	0	0	0	1.0703893278914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.06695024392463	2.36457243229586	4.13422093976063	2.59693514238723	0	2.31903981556254	0	0	0	0	0	0	0	0	0	0	1.35049724708413	0	0	0.0840642647884745
"SLCO6A1"	0	0	0	0	0	0.150559676575381	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.918386234446348	0.722466024471091	0	0.475084882948783	0.0426443374084937	0	0.124328135002202	0.0426443374084937	0	0.0143552929770701	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0.298658315564515	0.0426443374084937	0	0.124328135002202	0	0.356143810225275	0	0	0	0	0	0.124328135002202	0	0	0	0.16349873228288	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0.0976107966264223
"NLRP4"	0	0	0	0	0	0	0.0143552929770701	0.0426443374084937	0.0565835283663675	0.0426443374084937	0.0285691521967709	0.0143552929770701	0	0	0.176322772640463	0.367371065648529	0.0426443374084937	0.0143552929770701	0.0840642647884745	0.0565835283663675	0	0	0.0426443374084937	0.150559676575381	0	0	0	0.0143552929770701	0	0.0840642647884745	0.111031312388744	0.150559676575381	0.0565835283663675	0	0.0565835283663675	0.0840642647884745	0.0285691521967709	0.0143552929770701	0.0285691521967709	0.0976107966264223	0.238786859587116	0.150559676575381	0	0	0	0	0	0	0	0	0	0	0	0.137503523749935	0.0285691521967709	0	0	0	0	0.0840642647884745	0	0	0	0.0285691521967709	0	0	0.0285691521967709	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0.150559676575381	0.0565835283663675	0	0	0.0285691521967709	0.16349873228288	0	0	0	0	0	0	0.0426443374084937	0.0285691521967709	0.0565835283663675	0.0565835283663675	0	0.0143552929770701	0.0285691521967709	0.0143552929770701	0.0565835283663675	0.0143552929770701	0	0	0	0
"LOC150197"	4.12680770314203	1.75274859140713	0	0	3.16671544496642	0.443606651475615	0.070389327891398	0.0976107966264223	0.298658315564515	0.298658315564515	0.20163386116965	0.0565835283663675	0.933572638261024	1.29278174922785	0.070389327891398	0.632268215499513	0.124328135002202	0.20163386116965	0.0565835283663675	0.16349873228288	0.0565835283663675	0.31034012061215	0.422233000683048	0.137503523749935	0.137503523749935	0	0.0285691521967709	0.0840642647884745	0.0285691521967709	0.0426443374084937	0.0976107966264223	0.189033824390017	0.0426443374084937	0.0565835283663675	0.0285691521967709	0.0976107966264223	0.124328135002202	0.111031312388744	0	1.03562390973072	0.137503523749935	0.22650852980868	2.18269229751619	0.815575428862573	2.21101219348551	0	2.88362081628567	0.545968369105292	0.918386234446348	0.739848102699327	4.66562016406638	0	0.0565835283663675	0.137503523749935	0.137503523749935	0.0285691521967709	0.790772037862	0.22650852980868	0.16349873228288	0.0976107966264223	5.02856915219677	1.20789285164133	0.0976107966264223	0.0285691521967709	0.0426443374084937	0.070389327891398	0.137503523749935	0.0285691521967709	0.0285691521967709	0	0.0976107966264223	1.02856915219677	0	0.584962500721156	1.27500704749987	3.16992500144231	0	2.91838623444635	2.08065766334523	0	0	2.09761079662642	0.722466024471091	0	1.22650852980868	0.650764559116902	0	1.79493566280354	2.44625622988956	0	2.85399564717639	0	2.60169651648096	0.669026765509631	4.48478262307787	0.263034405833794	0.27500704749987	0.389566811762726	0.855989697308481	0.0426443374084937	0.189033824390017	0.16349873228288	0.669026765509631	1.33342373372519	1.08406426478847	0.53605290024021	0.55581615506164	0	0	0.16349873228288	0.070389327891398	0.389566811762726	0.0285691521967709	0.0976107966264223	0.20163386116965	0.0285691521967709	0.298658315564515	0.0976107966264223	2.14404636961671	1.95977015521147	0.594548549550354	0.189033824390017
"PNPLA5"	0	0	0	0	0	0.070389327891398	0	0	0	0.31034012061215	0.0565835283663675	0	0	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.09085343045111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC723809"	0	0	0	0	0	0.0285691521967709	0	0	0.0285691521967709	0.0976107966264223	0	0	0	0	0	0.0840642647884745	0	0	0.0285691521967709	0.070389327891398	0	0.111031312388744	0.150559676575381	0.124328135002202	0	0.0426443374084937	0.0426443374084937	0	0	0.0426443374084937	0.250961573533219	0.0976107966264223	0.214124805352847	0	0.070389327891398	0.22650852980868	0	0.0285691521967709	0	0	0.0285691521967709	0.111031312388744	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0.0426443374084937	0.333423733725192	0.070389327891398	0.0426443374084937	0	0.111031312388744	0	0	0	0.0976107966264223	0.0285691521967709	0.584962500721156	0.070389327891398	0	0.53605290024021	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124328135002202	0.0976107966264223	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0.0285691521967709	0.0565835283663675	0	0.214124805352847	0	0.0565835283663675	0	0	0	0.0565835283663675	0	0	0	0.0976107966264223
"IFNA5"	0	0	0	0	0	0.124328135002202	0	0	0	0.526068811667588	0	0	0	0	0.31034012061215	0	0	0	0	0	0	0.111031312388744	0.422233000683048	0	0	0	0	0	0	0	0	0.137503523749935	0	0	0	0	0	0	0	0	0.137503523749935	0	2.25398926623079	0	0	0	0	0	3.70376517879341	0	0	2.29572302453997	0	0	0.27500704749987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.263034405833794	0	0	0	0	0	0	1.81966818349646	0	0	0	0	0	0	0	0	0	0	0	1.96716860753263	0	0	0	0	0	2.16027483140859	0	0	0	0	0	0.344828496997441	0.137503523749935	0	0	0	0	0	0	0	0	0	0.150559676575381	0	0	0	0	0	0	0	0	0	0
"KRT71"	0	0	0	0	0	0.111031312388744	0	0.0143552929770701	0	0	0	0.0565835283663675	0	0	0.0285691521967709	0	0.0143552929770701	0	0	0	0	0	0.0976107966264223	0.0285691521967709	0	0	0.0285691521967709	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0.0285691521967709	0	0	0.0565835283663675	0	0.0285691521967709	0	0	0	0	0.0143552929770701	0	0	0	0	0	0.855989697308481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.526068811667588	0	0	0.0285691521967709	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0
"LYG2"	3.96993327469786	0	3.64500988439109	1.95977015521147	1.71369581484336	0	0	0	0	0	0.526068811667588	0	0	2.95977015521147	0	0	0	0	0	0	0	0.137503523749935	0.344828496997441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.176322772640463	0.214124805352847	0	0	0	4.37295209791183	0	3.34198574722862	2.44890095114513	3.03913839390696	1.27500704749987	2.70265754339091	1.61823865559545	1.84398384404833	3.61235249875266	0.0840642647884745	0.189033824390017	0	0.16349873228288	0.0840642647884745	0.0840642647884745	0	0	1.56071495447448	4.38612115681485	0	0	0	0	0	0	0.0840642647884745	0	0	1.32768736417605	0	0	0	0	4.57288966842058	2.90110824301451	3.26303440583379	1.46988597627446	2.43295940727611	1.43295940727611	2.78868571061353	1.44360665147561	3.4995270242151	0	4.94532677726463	2.42492208821069	2.14404636961671	3.40735275114004	2.3533232911629	5.21140163741847	1.44890095114513	2.20789285164133	3.4594316186373	0	0	0	0	0	0	0	2.65992455840238	0	0	3.61706334388818	3.04439411935845	3.30597052098439	0	0	0.111031312388744	0.176322772640463	0	0.070389327891398	0	0.0840642647884745	0	0	5.00405188450708	3.06004738366994	0	0.150559676575381
