"BC_HKB0022_649_T"	"BC_HKB0199_1263_T"	"BC_HKB0555_1321_T"	"BC_HKB0567_M1337_T"	"BC_HKB0738_1475_T"	"BC_HKB0741_1471_T"	"BC_HKB0757_1496_T"	"BC_HKB0761_1499_T"	"BC_HKB0763_1511_T"	"BC_HKB0786_1508_T"	"BC_HKB0828_M1542_T"	"BC_HKB0838_1563_T"	"BC_HKB0890_1550_T"	"HKB0049_3006_T"	"HKB0052_3000_T"	"HKB0054_3000_T"	"HKB0064_3004_T"	"HKB0074_3000_T"	"HKB0097_3000_T"	"HKB0102_3006_T"	"HKB0120_3000_T"	"HKB0124_3003_T"	"HKB0129_3000_T"	"HKB0141_3006_T"	"HKB0155_3000_T"	"HKB0158_3006_T"	"HKB0160_3000_T"	"HKB0161_3001_T"	"HKB0179_3006_T"	"HKB0186_3000_T"	"HKB0207_3001_T"	"HKB0220_3000_T"	"HKB0552_3000_T"	"HKB0573_3000_T"	"HKB0683_3000_T"	"HKB0719_3002_T"	"HKB0751_3000_T"	"BC_HKB0187_1214_T"	"BC_HKB0215_1134_T"	"BC_HKB0729_1445_T"	"BC_HKB0876_1543_T"	"BC_HKB0892_1559_T"	"BC_HKB0905_1623_T"	"BC_HKB0913_1654_T"	"HKB0004_3006_T"	"HKB0005_3001_T"	"HKB0007_3005_T"	"HKB0008_3006_T"	"HKB0016_3006_T"	"HKB0019_3006_T"	"HKB0023_3006_T"	"HKB0031_3001_T"	"HKB0033_3006_T"	"HKB0036_3006_T"	"HKB0038_3006_T"	"HKB0056_3002_T"	"HKB0065_3006_T"	"HKB0067_3006_T"	"HKB0078_3000_T"	"HKB0079_3006_T"	"HKB0082_3006_T"	"HKB0084_3000_T"	"HKB0086_3006_T"	"HKB0088_3000_T"	"HKB0089_3001_T"	"HKB0091_3001_T"	"HKB0092_3000_T"	"HKB0098_3005_T"	"HKB0101_3000_T"	"HKB0115_3006_T"	"HKB0123_3006_T"	"HKB0125_3006_T"	"HKB0134_3006_T"	"HKB0143_3006_T"	"HKB0157_3006_T"	"HKB0159_3006_T"	"HKB0162_3006_T"	"HKB0164_3006_T"	"HKB0167_3006_T"	"HKB0168_3006_T"	"HKB0182_3006_T"	"HKB0191_3001_T"	"HKB0194_3006_T"	"HKB0208_3006_T"	"HKB0209_3004_T"	"HKB0211_3002_T"	"HKB0214_3006_T"	"HKB0219_3001_T"	"HKB0221_3001_T"	"HKB0226_3001_T"	"HKB0232_3000_T"	"HKB0558_3000_T"	"HKB0564_3000_T"	"HKB0576_3000_T"	"HKB0579_3000_T"	"HKB0599_3000_T"	"HKB0605_3000_T"	"HKB0620_3000_T"	"HKB0638_3000_T"	"HKB0653_3000_T"	"HKB0656_3000_T"	"HKB0659_3000_T"	"HKB0665_3000_T"	"HKB0668_3000_T"	"HKB0674_3000_T"	"HKB0677_3000_T"	"HKB0692_3000_T"	"HKB0698_3000_T"	"HKB0701_3000_T"	"HKB0718_3000_T"	"HKB0722_3002_T"	"HKB0734_3000_T"	"HKB0737_3000_T"	"HKB0744_3000_T"	"BC_HKB0543_1306_T"	"BC_HKB0779_1486_T"	"BC_HKB0831_1520_T"	"BC_HKB0873_1549_T"	"BC_HKB0899_M1605_T"	"BC_HKB1385_1721_T"	"HKB0040_3002_T"	"HKB0069_3000_T"	"HKB0070_3002_T"	"HKB0127_3006_T"	"HKB0710_3000_T"	"HKB0736_3000_T"	"HKB0752_3000_T"	"BC_HKB0056_809_T"	"BC_HKB0715_1407_T"	"BC_HKB0733_1459_T"	"BC_HKB0830_1541_T"	"BC_HKB0874_1537_T"	"BC_HKB0902_1617_T"	"BC_HKB0917_1656_T"	"BC_HKB1366_1663_T"	"BC_HKB2109_1628_T"	"BC_HKB2113_1657_T"	"BC_HKB2116_1671_T"	"HKB0006_3006_T"	"HKB0147_3000_T"	"HKB0196_3006_T"	"HKB0210_3006_T"	"HKB0222_3006_T"	"HKB0230_3006_T"	"HKB0585_3000_T"	"HKB0748_3000_T"	"BC_HKB0112_933_T"	"BC_HKB0728_1447_T"	"BC_HKB0772_1460_T"	"BC_HKB0775_1470_T"	"BC_HKB2106_1619_T"	"BC_HKB2107_1620_T"
"FHL5"	0.622930350920177	0	0	0.678071905112638	0	0.565597175854225	1.76977173924945	1.83995958748953	1.55581615506164	1.11103131238874	0	0	0	2.10768786931437	3.72900887033786	1.82374936030827	1.37851162325373	2.57531233068744	2.1407786557828	1.42223300068305	2.35895882583233	2.79285535236249	3.69265037003553	1.32192809488736	1.98185265328974	1.86393845042397	2.5385381636298	2.01435529297707	1.44360665147561	3.67355642399014	4.30742852519225	1.51096191927738	2.46205231879643	2.26903314645524	1.50080205305716	2.95233356636969	1.790772037862	0	0	0	0	0.807354922057604	0.7311832415722	0	0.75702324650746	2.21412480535285	0.748461233004036	1.31614574229336	0.956056652412403	0.855989697308481	1.23266075679027	1.81147103052984	1.75702324650746	0.963474123974886	1.10433665981474	0.604071323668861	0.526068811667588	0.782408564927373	0.863938450423971	0.765534746362977	0.485426827170242	0.831877241191673	0.887525270741587	1.10433665981474	1.51096191927738	0.831877241191673	0.641546029087524	0.903038270112912	1.25096157353322	1.09761079662642	0.632268215499513	0.443606651475615	0.790772037862	1.79493566280354	1.68706068833989	0.815575428862573	1.14404636961671	2.07382023329167	1.06350294230616	1.08406426478847	0.687060688339892	1.25701061820602	0.863938450423971	1.56071495447448	1.02856915219677	1.51601514700366	1.28688114778816	1.41142624572647	0.933572638261024	0.903038270112912	0.422233000683048	1.40053792958373	1.15055967657538	0.807354922057604	1.74416109557041	0.790772037862	1.26303440583379	1	1.03562390973072	0.687060688339892	1.60880924267552	0.956056652412403	0.739848102699327	1.14404636961671	1.10433665981474	0.948600847493356	0.613531652917927	0.970853654340484	2.10768786931437	1.38404980679516	0.839959587489532	1.02856915219677	1.81557542886257	1.0703893278914	1.65535182861255	1.8073549220576	0	0	0	0.895302621333307	1.23878685958712	1.6507645591169	0.7311832415722	1.50589092972996	1.01435529297707	1.08406426478847	0.773996325111173	0	1.86393845042397	0	0	0	0	0	0	0.53605290024021	0	0	1.44360665147561	0.505890929729957	1.25096157353322	1.0496307677246	0.765534746362977	1.89141918684608	0.918386234446348	1.43829285157915	0	0	0.748461233004036	0	0	1.88752527074159
"TGFBR2"	5.38024459047818	4.89044669267991	2.92789645372882	4.54905302933729	4.24868662687383	3.35049724708413	4.75862298244024	5.79129314859221	3.79701297783614	3.45285896471381	2.89530262133331	4.09676785471469	5.48992821940518	6.37016428054021	6.26397335480341	6.01279212197263	5.95559179175399	6.28355142317431	5.13134253912326	5.24222139509837	7.10097764772482	5.53200519379057	6.36211916672566	4.67976157351685	6.13442632022093	5.74469931420784	7.39882918244463	6.01234519041983	5.44194819050336	7.09265144510378	6.65420637794429	6.00157708538953	6.13010717865883	6.2278565730605	5.24298351610969	5.86294724802092	5.68313498512609	3.51853513898218	3.31034012061215	3.31324585178756	3.71699089440494	3.30888505741176	3.35755200461808	2.97452931248388	4.01435529297707	4.94251450533924	5.00674683244058	5.30597052098439	5.13791332208841	4.40803246613065	4.88410945135923	4.93687346182423	5.41920177384876	4.53729606709084	5.0686708106651	4.79805051476751	4.29572302453997	4.92362461136832	4.15299460549244	5.14323013477689	4.75755668893945	5.11519974938544	4.82832692641482	5.0241423458978	5.78659636189081	4.84348142543246	4.59872249967662	4.93215568443206	5.33592624092836	4.5765221379205	4.47053686509258	5.41852730210161	4.86641348112345	5.65477921695952	4.9429835981871	4.18348651445939	5.69460165335612	5.60969587286274	5.94110631094643	5.39403389536778	5.35297033824593	5.23419472295381	4.95046841415012	5.60999129521268	5.75622271284729	4.97544676564096	5.26453643099903	4.62585493136806	4.86492897228979	4.50271248596606	4.39780296186249	4.85847839042327	5.30048984436311	5.81890167588564	5.83111719461642	4.91790907385298	4.91456452349394	4.75167794568758	4.81198471935167	4.44824022521607	4.47248777146274	5.37190729759515	5.24678809384436	5.31542131594578	6.62950233949197	5.21334728173344	5.67185946824748	4.94485844580754	5.85524225145415	5.0686708106651	4.41006969175638	4.5668151540109	5.29719141656586	4.12515513132229	4.54596836910529	3.89530262133331	2.86393845042397	4.42155994490182	3.54843662469604	4.80632405739003	6.39471991299406	5.37503943134692	5.01301553583926	5.13996056954546	5.25889575507544	6.56742375770728	5.55397480823747	2.65535182861255	2.72027846523333	2.37851162325373	2.81147103052984	2.37573453858316	3.03386345186628	3.92884403671257	2.61588707391606	2.49569516262407	2.90303827011291	2.7311832415722	3.57893871309339	3.80012335282653	4.60169651648096	3.99729240763651	4.52042224852645	5.08533966935737	3.68818035858693	4.64038956005495	3.01613970265525	3.21567859660793	3.41006969175638	3.39917109381982	3.37016428054021	2.87970576628229
"GPR146"	4.33985000288462	3.81966818349646	3.67129337248158	3.12928301694497	3.45154083301783	3.95698592461258	3.76977173924945	4.55090066464752	5.17672169288105	3.94016675048282	4.16912328147676	5.00045077177086	5.49537538094463	2.36737106564853	2.06350294230616	2.18903382439002	2.51601514700366	2.41683974191283	2.66448284036468	2.33913738491959	4.41006969175638	1.84799690655495	3.05137210172103	2.0496307677246	2.88362081628567	2.52857131887076	5.65248649491816	2.19849415363908	2.33628338786443	3.10433665981474	2.8499992594661	2.86393845042397	2.59215800212536	2.26303440583379	1.77399632511117	2.33342373372519	2.43028527297778	3.82680268428583	4.37851162325373	4.04264433740849	4.39163026151743	4.91695427895322	4.58436125251871	6.02214584287018	0.678071905112638	1.36737106564853	1.72246602447109	1.4541758931858	1.80322703643493	1.22032995487956	1.46466826700344	1.71808758396052	2.15055967657538	1.60407132366886	0.985500430304885	1.30451104180995	1.6507645591169	1.01435529297707	1.96347412397489	0.863938450423971	1.42223300068305	1.97085365434048	1.4905701304462	1.40599235967584	1.39506279951758	1.57046293102604	0.863938450423971	1.0496307677246	1.66902676550963	1.41142624572647	1.35614381022528	2.83390207666916	1.28688114778816	1.79493566280354	1.68706068833989	1.60880924267552	1.82781902461732	2.11769504266975	0.839959587489532	1.98913900736823	0.855989697308481	1.62293035092018	1.05658352836637	2.07724299893246	0.941106310946431	1.40053792958373	1.74846123300404	1.82374936030827	1.11103131238874	1.30451104180995	1.31614574229336	1.31034012061215	1.75274859140713	1.40599235967584	2.1243281350022	1.27500704749987	1.06350294230616	1.29865831556452	1.16992500144231	1.74846123300404	1.21412480535285	1.98550043030488	1.06350294230616	1.13750352374994	2.08746284125034	1.67807190511264	0.632268215499513	1.47508488294878	1.51096191927738	2.1407786557828	0.879705766282288	1.43295940727611	1.83187724119167	0.863938450423971	4.20711196120771	5.43028527297778	3.76765479823735	4.00090140274153	6.21431912080077	4.1554254317472	1.23266075679027	1.68706068833989	1.52105073690096	1.89141918684608	2.09423606984577	1.61823865559545	0.687060688339892	4.24792751344359	4.0071955014042	4.41142624572646	4.67976157351685	2.80529245560071	5.15258906928713	4.4594316186373	4.87085786436376	3.77294133783134	3.16832111573972	4.4995270242151	1.56071495447448	0.575312330687437	1.41683974191283	0.855989697308481	1.40053792958373	1.81147103052984	1.30451104180995	0.871843648509318	5.22766407255439	5.19849415363908	4.74685018309805	4.99548451887751	5.27575204882853	4.70210340662939
"ANGPTL5"	0.565597175854225	0.632268215499513	0.773996325111173	0.55581615506164	0	0	1.38404980679516	0	2.33628338786443	1.61353165291793	0	1.90689059560852	0	0.454175893185802	0.238786859587116	0.137503523749935	0.20163386116965	0.37851162325373	0.0976107966264223	0.286881147788162	1.24488705912353	0.111031312388744	0.356143810225275	0.0840642647884745	0.27500704749987	0.0285691521967709	1.59931779369823	0.432959407276106	0.137503523749935	0.367371065648529	0.678071905112638	0.464668267003444	0.970853654340484	0.238786859587116	0.070389327891398	0.124328135002202	0.0840642647884745	0	0	0.575312330687437	0	0	0	2.29865831556452	0	0	0	0.0976107966264223	0.0976107966264223	0	0.0285691521967709	0.0285691521967709	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0.0976107966264223	0.0840642647884745	0.189033824390017	0	0	0.0426443374084937	0.111031312388744	0.0840642647884745	0	0.111031312388744	0.176322772640463	0.0565835283663675	0	0.0285691521967709	0	0	0.0976107966264223	0	0.0285691521967709	0.070389327891398	0.20163386116965	0	0.0426443374084937	0.070389327891398	0	0.0285691521967709	0.0285691521967709	0	0.0840642647884745	0	0.0840642647884745	0.137503523749935	0	0.0976107966264223	0.124328135002202	0.111031312388744	0	0.0285691521967709	0	0	0	0.0976107966264223	0.0840642647884745	0.0840642647884745	0	0	0	0	0	0.0285691521967709	0	0	0	0	1.02147972741045	0	0	0.070389327891398	0.0285691521967709	0.0285691521967709	0.124328135002202	0	0	0.0143552929770701	0	1.84398384404833	0	0	1.79493566280354	1.18903382439002	0	1.02856915219677	0.432959407276106	1.44360665147561	0	0	0.0426443374084937	0	0	0	0.111031312388744	0	0.0285691521967709	0	1.08406426478847	0	0.669026765509631	1.89530262133331	0
"FAM180B"	0	1.97452931248388	3.114367024952	1.81966818349646	0	0.748461233004036	1.96716860753263	2.55336050333533	1.91073266190291	0.956056652412403	0.970853654340484	1.40053792958373	4.07895134139482	0.956056652412403	0.992768430768924	0.584962500721156	0.411426245726465	0.238786859587116	0.27500704749987	0.298658315564515	1.25701061820602	0.55581615506164	0.839959587489532	0.0976107966264223	0.748461233004036	0.0976107966264223	1.37295209791183	0.992768430768924	0.565597175854225	1.57531233068744	0.918386234446348	0.575312330687437	1.16992500144231	0.485426827170242	0.238786859587116	0.641546029087524	0.189033824390017	2.31324585178756	0.992768430768924	0	1.16349873228288	0	0	0	0.0840642647884745	0.0426443374084937	0	0.16349873228288	0.27500704749987	0.0426443374084937	0.0976107966264223	0	0.432959407276106	0.070389327891398	0.0426443374084937	0.584962500721156	0.070389327891398	0.0565835283663675	0	0.0976107966264223	0.0426443374084937	0.137503523749935	0	0.16349873228288	0.0840642647884745	0.475084882948783	0.0976107966264223	0.0565835283663675	0.286881147788162	0.286881147788162	0.214124805352847	0	0.124328135002202	0.263034405833794	0	0.0565835283663675	0.0565835283663675	0.37851162325373	0.333423733725192	0.263034405833794	0.0840642647884745	0.0426443374084937	0.0840642647884745	0.124328135002202	0.0565835283663675	0.070389327891398	0.176322772640463	0.189033824390017	0.0976107966264223	0	0	0.20163386116965	0.0565835283663675	0	0.286881147788162	0.0565835283663675	0.250961573533219	0.176322772640463	0.0976107966264223	0	0.137503523749935	0.250961573533219	0.111031312388744	0.0426443374084937	0.16349873228288	0.150559676575381	0.0976107966264223	0.0426443374084937	0	0	0.0426443374084937	0	0.150559676575381	0	1.70487196445635	1.86789646399265	1.0703893278914	2.91456452349394	0	1.15055967657538	0	0.16349873228288	0.137503523749935	0.150559676575381	0	0.070389327891398	0.0285691521967709	1.01435529297707	0.956056652412403	1.49569516262407	1.16349873228288	0	2.48800077083407	0	0	0.704871964456353	1.62760683812965	0	0.0426443374084937	0.0285691521967709	0	0.238786859587116	0	0.124328135002202	0	0	3.69265037003553	3.33771109212829	0	1.64154602908752	2.30742852519225	2.09761079662642
"PLN"	4.92076967302065	3.90014226035982	4.40122086216022	4.85349670370232	4.73172632271578	4.04264433740849	4.3305584000308	5.55979769575487	5.00539998774259	4.16832111573972	3.94860084749336	3.87381319835909	0	1.72683121703249	3.93262815702213	2.06695024392463	1.08406426478847	2.82578562746479	2.21412480535285	0.918386234446348	2.54843662469604	2.60880924267552	3.75060650483559	1.86789646399265	2.26303440583379	2.06350294230616	2.49569516262407	4.03826057517535	1.20163386116965	3.65878273401283	5.00090140274153	1.75274859140713	3.53977919169849	2.22342254993494	1.82781902461732	3.41683974191283	2.17632277264046	3.75702324650746	4.36387192485753	3.32192809488736	5.39643353125099	0	3.30158764660319	2.71808758396052	1.54101915313356	2.31034012061215	1.85996954822103	2.114367024952	1.91073266190291	1.16992500144231	3.67807190511264	2.68706068833989	2.10768786931437	0.831877241191673	2	0.526068811667588	0.887525270741587	1.23266075679027	1.28688114778816	2.76553474636298	0.895302621333307	2.33342373372519	2.33913738491959	1.56559717585423	2.87381319835909	1.26303440583379	2.37295209791183	2.15704371014558	2.16349873228288	2.0496307677246	1.03562390973072	1.16992500144231	0.739848102699327	1.87970576628229	1.28095631383106	1.04264433740849	1.58014548442338	2.85798099512757	0.594548549550354	1.94485844580754	2.8011586560937	1.7311832415722	0.53605290024021	3.33628338786443	3.00898878322725	1.97452931248388	1.53605290024021	2.28392177230762	1.48542682717024	2.19849415363908	2.33913738491959	2.12101540096137	1.60880924267552	2.68929916053589	2.31614574229336	1.21412480535285	2.84599177066457	1.28095631383106	2	1.09085343045111	2.10768786931437	2.28392177230762	2.64385618977472	1.85996954822103	1.4905701304462	1.65535182861255	1.50080205305716	1.62293035092018	3.88166461932035	2.82171021503467	1.4905701304462	0.831877241191673	2.49825086752783	2.73552217729654	5.5933537709803	5.10977842907866	5.4966540825935	6.13216552547809	3.34482849699744	6.65806863458683	1.11103131238874	2.24792751344359	1.01435529297707	1.4541758931858	1.6959938131099	1.60880924267552	1.20163386116965	4.55642941544957	1.98185265328974	2.19849415363908	5.0518071070133	4.77663042305105	3.46336088581666	2.1407786557828	4.63575439127776	4.64731450954714	5.36806987653208	4.90303827011291	2.16349873228288	1.23266075679027	1.19534759832222	2.22032995487956	1.42223300068305	2.55090066464752	1.13093086982645	1.71808758396052	6.69013769298664	5.14323013477689	4.64443315240625	4.50716034911752	4.40531168259745	4.99593670350459
"SCN7A"	0	2.0071955014042	0	1.19534759832222	0.356143810225275	0.333423733725192	0.454175893185802	0.948600847493356	0	0.263034405833794	0	2.44095219802964	0	1.94860084749336	1.90689059560852	2.40599235967584	2.75488750216347	3.22187708107703	2.03562390973072	2.73552217729654	1.62760683812965	2.26303440583379	3.01792190799726	1.63226821549951	2.53106949272595	1.66902676550963	2.25096157353322	2.85399564717639	1.72683121703249	1.99276843076892	3.41142624572647	1.06350294230616	1.94860084749336	2.82578562746479	1.93734439215023	3.25398926623079	1.32768736417605	0	0	0.422233000683048	0	0.565597175854225	0	0	0.0143552929770701	0.0143552929770701	0.454175893185802	2.26002565596146	1.13093086982645	0.20163386116965	0.790772037862	0.27500704749987	1.22650852980868	0	0.250961573533219	0	0.0285691521967709	1.41683974191283	0.0976107966264223	1.05658352836637	0.0285691521967709	0.0285691521967709	1.24488705912353	1.70929063572336	3.23266075679027	0.0143552929770701	0.422233000683048	1.32768736417605	2.87578006306849	0.879705766282288	1.23878685958712	0.0285691521967709	0.263034405833794	0.485426827170242	0.214124805352847	0.070389327891398	2.27202318906105	1.37851162325373	0.6959938131099	1.22032995487956	0.176322772640463	0.214124805352847	1	2.22958792274065	1.64616265715789	0.594548549550354	1.09085343045111	2.08065766334523	0.687060688339892	0.454175893185802	0.879705766282288	1.47508488294878	1.52105073690096	1.52105073690096	1.6915341649192	0.0976107966264223	1.91838623444635	2.35049724708413	0.75702324650746	0.722466024471091	0.739848102699327	0.411426245726465	1.02147972741045	1.98185265328974	0.389566811762726	0.070389327891398	1.29865831556452	0.545968369105292	0.790772037862	0.443606651475615	1.33913738491959	0.53605290024021	1.0071955014042	0.137503523749935	0	0	0	2.74416109557041	0	0	1.97452931248388	0.7311832415722	0.871843648509318	1.85598969730848	0.0565835283663675	0.422233000683048	0.495695162624069	0	0	0	0.55581615506164	0.516015147003665	0.526068811667588	1.07724299893246	0.443606651475615	0	0.485426827170242	0	0.16349873228288	0.31034012061215	0.286881147788162	0.0285691521967709	0.55581615506164	0.575312330687437	0.790772037862	1.14404636961671	0	0	0	0.298658315564515	1.6915341649192	0.31034012061215
"ITIH5"	5.01524777369894	5.81685566236649	3.06177619758669	4.98686597232911	4.68481873755322	3.63459326844576	5.56132613645392	4.05658352836637	3.26753579806873	4.37989816352469	3.08406426478847	3.20633064787105	5.11478344724985	5.15987133677839	4.33199177823206	2.93168305705981	3.93168305705981	4.03913839390696	2.57531233068744	3.8972404255748	6.03165985430805	3.0496307677246	4.9429835981871	3.03913839390696	3.28540221886225	3.07382023329167	7.24279302359725	2.29278174922785	3.24488705912353	5.21023299009585	3.24640808724638	4.46727948045998	4.26153081524341	4.1906148602095	3.12598165385472	3.32192809488736	4.26453643099903	0.632268215499513	1.60880924267552	0.839959587489532	0.356143810225275	1.4276061727819	1.35614381022528	1.1243281350022	0.799087306074004	0.765534746362977	1.20789285164133	2.1407786557828	1.99276843076892	1.97085365434048	2.15704371014558	1.91073266190291	3.62993940943954	2.12101540096137	1.40599235967584	1.02856915219677	0.748461233004036	1.54596836910529	1.02856915219677	0.545968369105292	2.17951105027151	1.54596836910529	2.02502879449152	1.4594316186373	1.37295209791183	1.87184364850932	0.7311832415722	1.58496250072116	1.89917563048051	1.41683974191283	1.94860084749336	1.26303440583379	1.81557542886257	3.47508488294878	2.611172380044	1.18269229751619	3.0071955014042	3.01613970265525	1.89530262133331	1.75274859140713	1.27500704749987	2.74416109557041	1.41683974191283	1.98185265328974	0.985500430304885	1.52606881166759	1.98913900736823	2.12763327972587	1.46466826700344	1.25096157353322	1.21412480535285	1.56071495447448	2.32768736417605	1.35049724708413	4.33127526714661	1.36176835941915	1.59454854955035	2.08406426478847	2.48800077083407	1.32768736417605	2.18903382439002	1.4594316186373	1.62760683812965	1.26903314645524	2.92219784839637	3.70708299177171	1.15704371014558	1.82781902461732	1.71808758396052	1.56071495447448	1.04264433740849	1.28688114778816	2.60644222813161	0.963474123974886	2.73984810269933	3.1243281350022	1.23878685958712	1.18903382439002	2.0496307677246	1.99276843076892	2.57773093149008	2.04264433740849	2.61588707391606	1.76553474636298	1.21412480535285	2.96162332828694	0.925999418556223	0.505890929729957	1.10433665981474	1.29865831556452	0.855989697308481	0.992768430768924	1.28688114778816	2.37851162325373	1.20163386116965	1.18269229751619	1.43829285157915	1.25096157353322	1.04264433740849	0.632268215499513	1.83592407425437	3.07210580048042	0.992768430768924	1.83187724119167	1.20163386116965	0.956056652412403	2.78031009904338	2.47767732756531	2.03913839390696	1.85199883711245	1.38956681176273	2.3305584000308
"TMEM100"	1.22032995487956	1.70487196445635	1.56559717585423	2.46727948045998	2.58014548442338	2.30742852519225	3.99004721957379	0.956056652412403	1.0496307677246	0.782408564927373	0	0	0	2.22342254993494	2.35614381022528	2.37295209791183	2.45154083301783	2.79701297783614	1.50080205305716	2.26903314645524	4.12184429787638	1.60407132366886	2.83592407425437	1.32192809488736	1.54101915313356	1.33342373372519	4.63865311646611	1.78659636189081	1.48026512205446	1.93734439215023	2.24792751344359	1.48026512205446	2.55336050333533	1.87578006306849	1.02147972741045	1.95977015521147	1.63691458035588	0	0	0	0	0	2.59693514238723	0	2.28095631383106	0.189033824390017	0.485426827170242	0.367371065648529	0.925999418556223	0.495695162624069	0.815575428862573	0.150559676575381	1.37295209791183	0.622930350920177	0.713695814843359	0.0426443374084937	4.32264926213102	0.400537929583729	0.16349873228288	0.176322772640463	0.0976107966264223	4.58556349845569	0.545968369105292	0.687060688339892	0.367371065648529	1.14404636961671	0.0426443374084937	0.604071323668861	0.669026765509631	1.08406426478847	0.604071323668861	1.85996954822103	2.43829285157915	2.18903382439002	3.44228003525258	0.613531652917927	1.74846123300404	1.48542682717024	0.298658315564515	0.356143810225275	1.53106949272595	0.6959938131099	0.286881147788162	0.604071323668861	0.189033824390017	0.956056652412403	1.24488705912353	0.584962500721156	0.286881147788162	0.31034012061215	0.214124805352847	0.933572638261024	1.22032995487956	0.150559676575381	1.50080205305716	0.250961573533219	0.53605290024021	1.28688114778816	0.713695814843359	0.333423733725192	0.839959587489532	0.7311832415722	0.27500704749987	0.0976107966264223	0.739848102699327	2.82578562746479	0.7311832415722	0.250961573533219	0.565597175854225	0.22650852980868	0.111031312388744	0.584962500721156	1.32768736417605	0.189033824390017	1.11769504266975	0	0	0	1.18903382439002	0	0.903038270112912	0.863938450423971	0.505890929729957	1.4905701304462	0.20163386116965	1.26903314645524	0.111031312388744	0	0	0	0	0	0	1.07724299893246	0	0.985500430304885	0	0	0.22650852980868	0.344828496997441	0.963474123974886	0.613531652917927	0.516015147003665	0.526068811667588	0.111031312388744	0.0840642647884745	0.933572638261024	0	0	0	0	0.879705766282288
"MRGPRF"	1.81557542886257	2.86393845042397	1.68706068833989	0.575312330687437	2.95233356636969	0.831877241191673	1.08406426478847	1.64154602908752	0	0	0	0	2.85598969730848	2.69376571221778	2.69376571221778	2.02502879449152	1.72683121703249	2.55826763405574	1.27500704749987	1.27500704749987	2.47767732756531	2.5385381636298	2.52105073690096	2.01077983875324	2.02856915219677	2.88947354253111	3.26903314645524	2.93734439215023	1.32768736417605	3.73009646559547	2.68929916053589	1.68706068833989	1.81966818349646	2.55090066464752	1.26903314645524	2.45154083301783	1.88752527074159	1.33913738491959	0	0	1.28688114778816	2.41413553298445	1.06350294230616	0	1.56559717585423	1.02856915219677	1.62293035092018	1.90689059560852	1.36176835941915	2.65764000520782	2.64385618977472	0.622930350920177	1.61823865559545	2.12101540096137	1.85598969730848	1.43829285157915	1.86393845042397	1.0071955014042	1.91073266190291	1.62760683812965	1.76977173924945	1.89917563048051	2.09423606984577	2.33628338786443	1.65992455840238	0.713695814843359	1.40053792958373	1.83995958748953	2.43028527297778	1.44890095114513	1.86789646399265	1.77399632511117	1.82374936030827	2.41142624572647	1.34482849699744	1.29278174922785	1.73552217729654	1.93734439215023	1.56559717585423	1.26303440583379	2.19849415363908	1.41142624572647	0.978195629681652	2.01435529297707	2.02502879449152	1.35614381022528	2.02502879449152	1.66448284036468	1.49569516262407	0.831877241191673	1.67355642399014	1.87184364850932	2.53356334821451	1.67807190511264	1.94485844580754	1.03562390973072	1.6915341649192	1.0071955014042	1.31034012061215	1.04264433740849	2.18586654531133	1.03562390973072	2.30742852519225	1.09761079662642	1.93734439215023	0.895302621333307	1.57046293102604	2.16349873228288	2.39231742277876	1.05658352836637	1.33913738491959	2.03913839390696	2.33628338786443	0.575312330687437	1.46988597627446	1.02147972741045	0	2.08065766334523	1.77399632511117	0	1.90303827011291	1.97085365434048	1.7311832415722	1.56071495447448	0.739848102699327	0.748461233004036	0.948600847493356	0	1.38956681176273	1.04264433740849	0.773996325111173	0	0	0	0.632268215499513	1.07724299893246	0.678071905112638	0	0.594548549550354	1.24488705912353	1.29865831556452	0.20163386116965	0.799087306074004	1.65535182861255	0.669026765509631	0.963474123974886	0.75702324650746	1.11769504266975	0	1.50589092972996	1.94110631094643	0.704871964456353
