"ID"	"S01"	"S02"	"S03"	"S04"	"S05"	"S06"
"HKB0004_3006_T"	0.029115772812101	0.0140739602711298	0.0364060549468238	0.0283986948436958	8.00127171543723e-15	0.0763483693905301
"HKB0005_3001_T"	9.36206371712634e-12	0.0378445080405436	0.0407366249355321	0.0482038394093365	9.47093408930295e-15	0.121415641177421
"HKB0006_3006_T"	1.12387370333823e-14	0.00457448021207548	0.211688176178766	0.0336698687128171	1.12387370333823e-14	0.0585254151647235
"HKB0007_3005_T"	0.215173858830036	0.164601700376875	1.30635499373765e-14	0.057971812716042	1.30635499373765e-14	0.207870046212946
"HKB0008_3006_T"	0.00481831538992634	0.258857161987932	0.0176368104343503	0.0642183351172205	1.31338107742688e-14	0.0977519026832305
"HKB0016_3006_T"	0.0172093308055476	0.176420595833511	1.49926405764812e-14	0.0308037241350068	1.49926405764812e-14	0.172251031172637
"HKB0019_3006_T"	0.00940667937978877	0.0502808135380201	0.0103953109982881	0.0911326070776919	1.24541906402524e-14	0.108730361678893
"HKB0023_3006_T"	0.0383794240901601	9.9985603596621e-15	0.0360818156856886	0.188807831443753	0.00202581502936024	0.0705101417020152
"HKB0031_3001_T"	1.53219534286559e-14	0.176112128392097	0.0753819841258256	0.00131593805244516	1.53219534286559e-14	0.0113251830173716
"HKB0033_3006_T"	1.64502159351505e-14	0.0332143486185067	1.64502159351505e-14	0.0286403946153846	1.64502159351505e-14	0.0393834817343943
"HKB0035_3006_T"	0.0628378420546313	0.0802313195089202	0.0294130785302134	0.0855702105121734	0.00958672820170571	1.88137251747607e-14
"HKB0036_3006_T"	0.00696463966436996	0.00549762097520281	0.0867380342319285	0.285159249883585	9.57267170792531e-15	0.0883834561756272
"HKB0038_3006_T"	1.66921277140141e-14	0.0623134095195043	0.000788861300544269	0.043000053104162	1.66921277140141e-14	0.0659602740643001
"HKB0040_3002_T"	0.390665364783329	0.324839191620343	6.79686450443302e-15	0.0487710405494391	6.79686450443302e-15	0.0405095784296605
"HKB0044_3006_T"	0.162198770945057	0.168755464125304	0.00823890949799213	0.217442961475702	8.82760219157407e-15	0.0745297629532989
"HKB0049_3006_T"	0.0986347426493871	0.0860018480541315	0.0204207381963061	0.0550586864907879	0.0130150457309664	0.0499091099187357
"HKB0050_3005_T"	0.17913590637829	0.264187739608284	1.40650276030502e-14	0.0861340920308118	1.40650276030502e-14	0.0418500568320903
"HKB0052_3000_T"	0.125855639982731	0.114660352184958	0.0227434544264306	0.00954593221992519	0.0176869346780642	0.00549468012375819
"HKB0054_3000_T"	0.330197314169383	0.239756419491241	0.0745911862950263	0.0105757506866094	1.1136685819468e-14	1.1136685819468e-14
"HKB0056_3002_T"	0.11935379348445	0.0879885531246732	0.0535699709848955	0.0491828854987217	8.81196554279434e-15	0.0494103205999411
"HKB0064_3004_T"	0.00563475708962178	0.290337214867817	0.0796762633425586	1.43468722369538e-14	0.0789101581541194	0.0941891554602998
"HKB0065_3006_T"	0.032429948417457	0.123260038349689	0.0366261769213613	0.0139586043356804	1.1532750819529e-14	0.0646976717635884
"HKB0067_3006_T"	4.38807995937821e-05	0.284562650443636	1.70241124606189e-14	0.00270113434321914	1.70241124606189e-14	0.00202151053244335
