"BC_HKB0022_649_T"	"BC_HKB0112_933_T"	"BC_HKB0199_1263_T"	"BC_HKB0543_1306_T"	"BC_HKB0662_1294_T"	"BC_HKB0728_1447_T"	"BC_HKB0779_1486_T"	"BC_HKB0873_1549_T"	"BC_HKB0899_M1605_T"	"BC_HKB1385_1721_T"	"HKB0040_3002_T"	"HKB0054_3000_T"	"HKB0069_3000_T"	"HKB0132_3006_T"	"HKB0155_3000_T"	"HKB0168_3006_T"	"HKB0182_3006_T"	"HKB0214_3006_T"	"HKB0573_3000_T"	"HKB0620_3000_T"	"HKB0659_3000_T"	"HKB0674_3000_T"	"HKB0736_3000_T"	"HKB0751_3000_T"	"BC_HKB0668_1298_T"	"BC_HKB1366_1663_T"	"HKB0004_3006_T"	"HKB0056_3002_T"	"HKB0157_3006_T"	"HKB0210_3006_T"	"HKB0677_3000_T"	"BC_HKB0555_1321_T"	"BC_HKB0567_M1337_T"	"BC_HKB0757_1496_T"	"BC_HKB0761_1499_T"	"BC_HKB0763_1511_T"	"BC_HKB0786_1508_T"	"BC_HKB0828_M1542_T"	"BC_HKB0839_M1561_T"	"BC_HKB0890_1550_T"	"HKB0049_3006_T"	"HKB0052_3000_T"	"HKB0064_3004_T"	"HKB0074_3000_T"	"HKB0102_3006_T"	"HKB0120_3000_T"	"HKB0124_3003_T"	"HKB0129_3000_T"	"HKB0158_3006_T"	"HKB0160_3000_T"	"HKB0161_3001_T"	"HKB0186_3000_T"	"HKB0207_3001_T"	"HKB0230_3006_T"	"HKB0552_3000_T"	"HKB0719_3002_T"	"BC_HKB0715_1407_T"	"BC_HKB0733_1459_T"	"BC_HKB0738_1475_T"	"BC_HKB0741_1471_T"	"BC_HKB0764_1510_T"	"BC_HKB0769_1519_T"	"BC_HKB0775_1470_T"	"BC_HKB0778_1480_T"	"BC_HKB0830_1541_T"	"BC_HKB0832_1546_T"	"BC_HKB0838_1563_T"	"BC_HKB0902_1617_T"	"BC_HKB0904_1595_T"	"BC_HKB0913_1654_T"	"BC_HKB1365_M1665_T"	"BC_HKB1368_1669_T"	"BC_HKB2106_1619_T"	"BC_HKB2107_1620_T"	"BC_HKB2113_1657_T"	"BC_HKB2118_1689_T"	"BC_HKB2123_1695_T"	"BC_HKB2127_1726_T"	"BC_HKB0831_1520_T"	"BC_HKB0921_1575_T"	"BC_HKB2109_1628_T"	"HKB0007_3005_T"	"HKB0008_3006_T"	"HKB0016_3006_T"	"HKB0031_3001_T"	"HKB0035_3006_T"	"HKB0044_3006_T"	"HKB0050_3005_T"	"HKB0065_3006_T"	"HKB0067_3006_T"	"HKB0079_3006_T"	"HKB0082_3006_T"	"HKB0088_3000_T"	"HKB0089_3001_T"	"HKB0091_3001_T"	"HKB0094_3006_T"	"HKB0098_3005_T"	"HKB0101_3000_T"	"HKB0115_3006_T"	"HKB0127_3006_T"	"HKB0134_3006_T"	"HKB0137_3002_T"	"HKB0143_3006_T"	"HKB0162_3006_T"	"HKB0164_3006_T"	"HKB0167_3006_T"	"HKB0191_3001_T"	"HKB0194_3006_T"	"HKB0220_3000_T"	"HKB0221_3001_T"	"HKB0227_3006_T"	"HKB0564_3000_T"	"HKB0576_3000_T"	"HKB0579_3000_T"	"HKB0605_3000_T"	"HKB0650_3000_T"	"HKB0653_3000_T"	"HKB0683_3000_T"	"HKB0710_3000_T"	"HKB0718_3000_T"	"HKB0737_3000_T"	"HKB0752_3000_T"
"SSTR3"	0	0	0	0	0	0	0	0	3.07895134139482	0	1.04264433740849	0.31034012061215	0.584962500721156	0.0285691521967709	0.0840642647884745	0.137503523749935	0	0	0.516015147003665	0.485426827170242	0.443606651475615	0.604071323668861	0.286881147788162	0.286881147788162	0	0	0.070389327891398	0.250961573533219	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	3.11103131238874	0	0.0976107966264223	0.124328135002202	0.321928094887362	0.0426443374084937	0.0426443374084937	0	0.250961573533219	0.124328135002202	0	0	0.0840642647884745	0.0976107966264223	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76977173924945	0	0.887525270741587	0	0	0	0	0	0	0.070389327891398	0	0.137503523749935	0	0.238786859587116	0.400537929583729	0.333423733725192	0.298658315564515	0.124328135002202	0	0.443606651475615	0	0.0285691521967709	0.124328135002202	0.238786859587116	0.0426443374084937	0.124328135002202	0.0976107966264223	0.150559676575381	0.16349873228288	0.150559676575381	0.070389327891398	0	0.0840642647884745	0.189033824390017	0.16349873228288	0.516015147003665	0.0840642647884745	0.0426443374084937	0	0.189033824390017	0	0	0.111031312388744	0.0565835283663675	0.137503523749935	0.0976107966264223	0.545968369105292	0.0976107966264223	0	0
"GPR15"	0	0	0	2.8073549220576	1.29278174922785	0	1.1243281350022	0	1.05658352836637	0	1.72246602447109	0.516015147003665	0.475084882948783	0.356143810225275	0.137503523749935	0.27500704749987	0.111031312388744	0.286881147788162	0.879705766282288	0.831877241191673	0.75702324650746	0.75702324650746	0.887525270741587	0.298658315564515	0	1.18269229751619	0.250961573533219	0.238786859587116	0.238786859587116	0	0.333423733725192	0	1.09085343045111	0	0	0	0	0	1.76977173924945	3.52230689287139	1.72246602447109	0.0840642647884745	0.20163386116965	0.613531652917927	0	0.150559676575381	0	0.250961573533219	0.070389327891398	0	0.238786859587116	0.150559676575381	0.516015147003665	0	0	0.176322772640463	0	1.14404636961671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30451104180995	4.08915913191124	0	0.16349873228288	0.070389327891398	0.286881147788162	0.137503523749935	0.250961573533219	0	0.545968369105292	0.298658315564515	0	0.176322772640463	0.298658315564515	0.485426827170242	0.250961573533219	0.20163386116965	0.22650852980868	0.137503523749935	0.367371065648529	0.150559676575381	0.321928094887362	0.111031312388744	0.0565835283663675	0.16349873228288	0.545968369105292	0.20163386116965	0.298658315564515	0.0565835283663675	1.48026512205446	0.37851162325373	0	0.0840642647884745	0.0840642647884745	0	2.38128337250378	0.0565835283663675	0.367371065648529	0.27500704749987	0.16349873228288	0.432959407276106	0	1.57046293102604	0.495695162624069
"TTC24"	0	0	0.871843648509318	0.713695814843359	0	1.44360665147561	0.807354922057604	0	2.38128337250378	0	2.40599235967584	0.871843648509318	0.871843648509318	0.16349873228288	0.432959407276106	0.0976107966264223	0.137503523749935	0.321928094887362	0.475084882948783	0.0426443374084937	0.400537929583729	1.05658352836637	2.36176835941915	0.7311832415722	0	0	0.0976107966264223	0.111031312388744	0.124328135002202	0.20163386116965	0.485426827170242	0	0	0	1.02147972741045	0	0	0	0	0	0.137503523749935	0.27500704749987	0.124328135002202	0.333423733725192	0	0.137503523749935	0.0426443374084937	0.400537929583729	0.422233000683048	0	0.20163386116965	0.739848102699327	0.344828496997441	0	0.0565835283663675	0.111031312388744	1.37295209791183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.51601514700366	0	0	0.31034012061215	0.0976107966264223	0.0976107966264223	0	0.31034012061215	0.594548549550354	0.485426827170242	0.124328135002202	0.176322772640463	0.641546029087524	0.584962500721156	0.27500704749987	0.124328135002202	0.53605290024021	0.367371065648529	0.214124805352847	0.124328135002202	0.124328135002202	0.189033824390017	0.20163386116965	0.070389327891398	0.400537929583729	0.0976107966264223	0	0.933572638261024	0.137503523749935	0.782408564927373	0.400537929583729	0.0840642647884745	0.0565835283663675	0.0976107966264223	0.124328135002202	0.565597175854225	0.22650852980868	0.516015147003665	0.176322772640463	0.400537929583729	0.713695814843359	0.464668267003444	0.0840642647884745	0.286881147788162
"SIT1"	0	3.38128337250378	1.18269229751619	4.11353381959191	1.93734439215023	2.93168305705981	3.17951105027151	3.6724253419715	4.07638806851284	3.0036022366802	4.38266725274504	3.08065766334523	2.79701297783614	1.64154602908752	2.1243281350022	1.11769504266975	0.933572638261024	1.84398384404833	2.9126498648972	1.56071495447448	3.22342254993494	3.82171021503467	4.26228280642066	3.27202318906105	0	1.80322703643493	0.815575428862573	1.55090066464752	1.6507645591169	0.659924558402378	1.62293035092018	0	2.5385381636298	1.82781902461732	1.37295209791183	1.77820857639809	1.05658352836637	0	0	1.44360665147561	1.34482849699744	1.57531233068744	0.75702324650746	2.41953889151378	1.25701061820602	1.82374936030827	0.918386234446348	2.18586654531133	1.50589092972996	1.20789285164133	1.46988597627446	2.34482849699744	1.80322703643493	0.286881147788162	1.0496307677246	1.6959938131099	0	2.51853513898218	1.43829285157915	0	0	1.85996954822103	0	0	1.94110631094643	0	1.0496307677246	0	1.28688114778816	0	2.82781902461732	0	1.20163386116965	0	1.91073266190291	0	0	0	1.28688114778816	3.28983446517751	1.80322703643493	1.97085365434048	1.04264433740849	1.48542682717024	0.485426827170242	1.94860084749336	2.33628338786443	3.04439411935845	1.82374936030827	1.64154602908752	2.33628338786443	2.92029330021101	1.60407132366886	1.85199883711245	2.40053792958373	1.71369581484336	2.08065766334523	1.71808758396052	1.92599941855622	2.21101219348551	1.97452931248388	1.90689059560852	1.90689059560852	1.790772037862	0.790772037862	3.32192809488736	1.68257329734758	2.799087306074	3.0232553523003	1.17632277264046	0.970853654340484	1.37851162325373	2.41413553298445	2.74631276642546	1.51096191927738	2.91838623444635	1.67807190511264	2.76765479823735	2.94860084749336	2.71808758396052	2.04264433740849	2.24184018356467
"FCRL3"	1.08406426478847	1.1243281350022	0.773996325111173	2.47508488294878	1.1243281350022	1.84799690655495	2.10097764772482	1.58496250072116	2.78031009904338	2	4.01077983875324	3.09423606984577	2.36737106564853	1.32768736417605	1.29865831556452	0.659924558402378	0.622930350920177	1.88362081628567	1.83187724119167	1.38956681176273	2.03562390973072	3.31614574229336	4.64961545906341	2.65764000520782	0	1.20789285164133	0.22650852980868	0.925999418556223	1.41142624572647	0.238786859587116	0.454175893185802	0	0.941106310946431	0	0	0	1.14404636961671	0	0	2.93357263826102	0.782408564927373	1.11103131238874	0.454175893185802	2.16349873228288	0.389566811762726	0.941106310946431	0.298658315564515	2.0036022366802	0.807354922057604	0.298658315564515	0.594548549550354	1.0496307677246	0.918386234446348	0.137503523749935	0.0976107966264223	1.29278174922785	0	0	0	0.799087306074004	0	0.443606651475615	0	0	0.910732661902913	0	0	0	0	0	0.879705766282288	0	0.622930350920177	1.7311832415722	0	1.18269229751619	0	0	2	1.77399632511117	0.765534746362977	0.485426827170242	0.790772037862	1.73552217729654	0.389566811762726	1	1.46988597627446	2.42223300068305	0.918386234446348	0.75702324650746	0.992768430768924	0.925999418556223	0.31034012061215	0.344828496997441	0.773996325111173	1.44890095114513	1.50589092972996	1.06350294230616	1.02147972741045	1.23266075679027	0.956056652412403	0.831877241191673	0.782408564927373	1.29278174922785	0.31034012061215	1.88362081628567	0.31034012061215	2.03562390973072	1.46988597627446	0.411426245726465	0.713695814843359	0.575312330687437	0.189033824390017	1.28688114778816	0.613531652917927	1.65535182861255	0.790772037862	1.35614381022528	0.956056652412403	1.63691458035588	1.20789285164133	1.48542682717024
"CD1C"	2.16992500144231	1.13093086982645	1.799087306074	1.88362081628567	0	0.594548549550354	1.22650852980868	2.82374936030827	1.4276061727819	1.78240856492737	3.31179371775365	1.84398384404833	1.13093086982645	1.23266075679027	1.57531233068744	0.879705766282288	1.15704371014558	1.46988597627446	2.71149490665009	1.44360665147561	1.52105073690096	1.56071495447448	2.66902676550963	1.71808758396052	0	0.963474123974886	0.214124805352847	0.176322772640463	0.970853654340484	0.263034405833794	0.790772037862	2.07382023329167	0.887525270741587	0	0.687060688339892	0.941106310946431	1.73984810269933	0	0	0	0.855989697308481	1.94110631094643	1.1243281350022	2.69821847822441	0.75702324650746	2.75915583380027	1.38956681176273	2.8972404255748	1.19534759832222	0.526068811667588	2.46466826700344	2.89336221076387	0.815575428862573	0.765534746362977	0.650764559116902	1.66448284036468	0	0	1.56071495447448	1.43295940727611	0	0	0	0	0	0	1.4541758931858	0	0	0	0	0	0.575312330687437	1.06350294230616	0	0	0	0	1.0703893278914	0.687060688339892	0	0.613531652917927	1.8073549220576	0.84799690655495	1.32192809488736	0.918386234446348	0.389566811762726	2.03913839390696	0.584962500721156	0.992768430768924	0.807354922057604	0.356143810225275	0.713695814843359	1.36176835941915	1.73552217729654	1.31614574229336	0.790772037862	1.30451104180995	0.903038270112912	2.0496307677246	1.17632277264046	0.84799690655495	0.526068811667588	1.58496250072116	2.70929063572336	1.0071955014042	0.263034405833794	0.948600847493356	2.3533232911629	0.7311832415722	1	1.59931779369823	0.27500704749987	2.45680614923047	0.963474123974886	2.53605290024021	0.53605290024021	0.604071323668861	0.298658315564515	0.933572638261024	0.773996325111173	0.910732661902913
"HEMGN"	0	0	0.678071905112638	0	0	0	0	0.650764559116902	0	0	0.356143810225275	0.176322772640463	0.176322772640463	0.0565835283663675	0.250961573533219	0.20163386116965	0	0.111031312388744	0	0.286881147788162	0.070389327891398	0.070389327891398	0.333423733725192	0.20163386116965	1.17632277264046	0	0.0285691521967709	0.0565835283663675	0.0285691521967709	0.0976107966264223	0.124328135002202	0.831877241191673	1.02147972741045	0	0.807354922057604	0	0	0	0	0	0.16349873228288	0.263034405833794	0.137503523749935	0.526068811667588	0.16349873228288	0.367371065648529	0.0840642647884745	0.545968369105292	0.0285691521967709	1.9297909977186	0.22650852980868	0.16349873228288	0	0	0.070389327891398	0.189033824390017	0	0	0.839959587489532	0.495695162624069	0	1.51096191927738	1.20163386116965	0	0	0	0.594548549550354	0	0	0.903038270112912	0	0	0	0	1.18269229751619	0	0	1.31614574229336	0	0	0	0.0285691521967709	0.0976107966264223	0.111031312388744	0.16349873228288	0.070389327891398	0.0285691521967709	0.124328135002202	0.0285691521967709	0.124328135002202	0.0285691521967709	0.0285691521967709	0.0285691521967709	0.0143552929770701	0.16349873228288	0.0840642647884745	0.0285691521967709	0.0426443374084937	0.070389327891398	0.111031312388744	0.0565835283663675	0	0.27500704749987	0	0	0.214124805352847	0.0840642647884745	0.0565835283663675	0.0285691521967709	0.0976107966264223	0	0	0.0285691521967709	0.176322772640463	0.16349873228288	0.0565835283663675	0.0285691521967709	0.189033824390017	0.0143552929770701	0	0.214124805352847	0.070389327891398
"IGLL1"	0	0	0	0	0	0	0	0	0	0	0.189033824390017	0.0840642647884745	0.137503523749935	0.0976107966264223	0.111031312388744	0	0.150559676575381	0	0	0.070389327891398	0	0	0	0.0840642647884745	0	0	0	0	0	0.286881147788162	0	0	0	0	0	0	2.75060650483559	0	0	0	0	0.189033824390017	0	0	0	0	0	0.111031312388744	0.0976107966264223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.070389327891398	0.16349873228288	0.111031312388744	0	0	0	0	0	0	0	0.389566811762726	0	0	0	0	0	0	0	0	0	0	0.0840642647884745	0	0	0.124328135002202	0.0976107966264223	0	0
"ITK"	0.815575428862573	1.43829285157915	1.83995958748953	3.62877359520165	1.16992500144231	1.46466826700344	2.35895882583233	1.38404980679516	3.18745105402733	1.03562390973072	5.37086174008529	3.64385618977472	2.4931349223055	2.17632277264046	2.47248777146274	1.26903314645524	1.40599235967584	2.4276061727819	3.31179371775365	2	3.22958792274065	4.09592441999854	5.96393645214449	3.3743439890385	0	0.622930350920177	0.622930350920177	1.86393845042397	1.57531233068744	1.03562390973072	1.18903382439002	0.454175893185802	1.88362081628567	0.641546029087524	0	0.839959587489532	0	0.356143810225275	0.333423733725192	0	1.67355642399014	2.59454854955035	1.04264433740849	3.82068956055921	1.22032995487956	2.56559717585422	0.933572638261024	3.14730669878029	1.38956681176273	1.02856915219677	1.79493566280354	3.22342254993494	2.75702324650746	0.526068811667588	1.91073266190291	1.60880924267552	0.344828496997441	0	0.807354922057604	0.263034405833794	0	0	0.941106310946431	0.650764559116902	0	0	0.31034012061215	0.739848102699327	0	0	0	0	0.887525270741587	0.389566811762726	1.13750352374994	0.454175893185802	0	0	2.74846123300404	0.799087306074004	2.0496307677246	1.78659636189081	1.86789646399265	1.84398384404833	0.613531652917927	2.11103131238874	2.24488705912353	2.97085365434048	1.61353165291793	1.799087306074	2.71369581484336	2.61823865559545	1.56071495447448	1.78659636189081	2.62527048937469	3.20945336562895	2.15380533607904	1.64616265715789	1.9560566524124	2.06350294230616	2.72465027173297	2.10097764772482	1.95977015521147	2.37295209791183	0.871843648509318	3.86294724802092	1.93357263826102	2.79493566280354	3.33913738491959	1.25701061820602	1.01435529297707	1.4276061727819	1.10433665981474	2.38404980679516	2.48800077083407	2.55336050333533	1.73984810269933	2.81762325751143	2.96347412397489	2.29865831556452	1.82781902461732	3.31614574229336
"WNT1"	0	1.24488705912353	0.650764559116902	1.21412480535285	2.03913839390696	0.659924558402378	0.594548549550354	0.622930350920177	1.55090066464752	1.63226821549951	0.137503523749935	0.0840642647884745	0.070389327891398	0	0.0565835283663675	0.0285691521967709	0.0426443374084937	0	0	0	0	0.0285691521967709	0.0426443374084937	0.111031312388744	0.669026765509631	1.06350294230616	0	0	0.0285691521967709	0.0285691521967709	0	0	0	0	0	1.63226821549951	0	0.632268215499513	0	0	0.0565835283663675	0	0	0.137503523749935	0	0.0285691521967709	0	0	0.0285691521967709	0.0285691521967709	0.0426443374084937	0.070389327891398	0.0840642647884745	0	0	0.0840642647884745	1.65535182861255	0	0	0.475084882948783	0	0	0	0.650764559116902	1.64616265715789	0	0	0	0	0	0.910732661902913	2.03210084316702	0	0	0	0	0	0	0.704871964456353	1.78659636189081	0.790772037862	0	0.0285691521967709	0	0	0	0	0.0426443374084937	0	0	0.0565835283663675	0	0	0.0143552929770701	0.0426443374084937	0.0285691521967709	0.0285691521967709	0	0	0.0285691521967709	0.0285691521967709	0	0	0	0	0.0976107966264223	0	0	0.0565835283663675	0	0	0	0	0.0285691521967709	0	0.070389327891398	0.0285691521967709	0.0426443374084937	0.0143552929770701	0	0	0.0426443374084937
"LILRA4"	1.82374936030827	2.01435529297707	0.831877241191673	2.74200621086674	1.36737106564853	1.37851162325373	2.17312743348066	2.35049724708413	2.55581615506164	1.48026512205446	3.99457972421575	2.44360665147561	2.47508488294878	0.839959587489532	0.985500430304885	0.584962500721156	0.622930350920177	1.56559717585423	2.58736499093646	1.10433665981474	2.13093086982645	3.23572705983806	2.74200621086674	1.27500704749987	0	0	0.189033824390017	0.53605290024021	0.632268215499513	0.263034405833794	1.02856915219677	0	0	1.34482849699744	0	0	0	1.0071955014042	1.28095631383106	3.53356334821451	1.22650852980868	1.61353165291793	0.356143810225275	1.28095631383106	0.704871964456353	1.84398384404833	0.263034405833794	1.50589092972996	0.831877241191673	0.0976107966264223	1.57046293102604	1.59454854955035	1.02856915219677	0.432959407276106	0.238786859587116	0.75702324650746	0	0	0	0.622930350920177	0	0	0.831877241191673	0	0	0	0	0	0	1.6959938131099	0.687060688339892	1.0496307677246	0.831877241191673	2.31903981556254	0	1.0071955014042	0	0.713695814843359	1.85199883711245	0	0.584962500721156	1.32192809488736	1.38956681176273	2.27798474729977	0.485426827170242	1.05658352836637	1.71369581484336	1.66448284036468	0.75702324650746	0.855989697308481	1.32768736417605	1.30451104180995	0.443606651475615	3.47118746038699	1.29865831556452	1.67355642399014	1.65992455840238	1.61353165291793	1.40599235967584	1.4594316186373	0.464668267003444	1.53106949272595	1.02856915219677	2.52606881166759	0.895302621333307	1.89530262133331	1.52606881166759	2.30451104180995	1.41683974191283	0.485426827170242	0.641546029087524	0.464668267003444	0.6959938131099	1.15704371014558	1.23878685958712	1.95977015521147	0.970853654340484	0.722466024471091	0.956056652412403	1.16992500144231	1.33913738491959	2.66448284036468
"AICDA"	0	0	0	0.516015147003665	0	1.10433665981474	0.584962500721156	0	0	0	1.09085343045111	0.286881147788162	0.485426827170242	0	0.0285691521967709	0.0285691521967709	0.0840642647884745	0.0285691521967709	0.111031312388744	0.0285691521967709	1.18269229751619	0.238786859587116	0.321928094887362	0.650764559116902	0.659924558402378	0	0	0.0285691521967709	0	0.070389327891398	0.0285691521967709	0	0	0	0	0.604071323668861	0	0	0	0	0.0976107966264223	0.070389327891398	0.16349873228288	0.0285691521967709	0.0565835283663675	0	0	0.0426443374084937	0	0	0.0426443374084937	0.0840642647884745	0	0.0426443374084937	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0.613531652917927	0	0	0	0	0	0	0	0	0	0	0	0	0	0.970853654340484	0	0.0840642647884745	0	0	0	0.0426443374084937	0.0426443374084937	0.070389327891398	0.0565835283663675	0	0.0285691521967709	0.0565835283663675	0	0.070389327891398	0.0143552929770701	0.070389327891398	0.0840642647884745	0.0285691521967709	0.0285691521967709	0	0.0840642647884745	0.0426443374084937	0.070389327891398	0.0285691521967709	0	0.485426827170242	0.0143552929770701	0.0426443374084937	0.070389327891398	0	0	0	0.137503523749935	0.0840642647884745	0.0840642647884745	0.0565835283663675	0.0285691521967709	0.0976107966264223	0.0976107966264223	0.22650852980868	0.0840642647884745	0.150559676575381
"PMCH"	3.50842865253186	4.22573765346606	2.80529245560071	5.29204549249286	6.15055967657538	4.32048467801769	5.53574194107511	4.22419466397043	3.64038956005495	4.89481776330794	0.432959407276106	0.863938450423971	0.16349873228288	0.286881147788162	0.389566811762726	0.111031312388744	0.669026765509631	0.422233000683048	0.925999418556223	0	0.20163386116965	0.575312330687437	0.831877241191673	0.0976107966264223	5.22997238511225	6.06716542701711	0.0840642647884745	0.27500704749987	0	0	0	0	4.34056226902641	1.60880924267552	3.77188557851537	1.56559717585423	4.08915913191124	3.18586654531133	4.30888505741176	0	0.111031312388744	0.22650852980868	0.298658315564515	0.863938450423971	0.495695162624069	0.214124805352847	0	0.250961573533219	0.111031312388744	0.124328135002202	0.250961573533219	0.575312330687437	0.286881147788162	0	0.641546029087524	0.632268215499513	5.02812708231714	5.38681094647222	0	4.05831649559082	4.55765515472542	5.10265813136374	4.66334461936609	4.18507363787676	3.82680268428583	3.67355642399014	2.59215800212536	2.51853513898218	4.09254574154357	4.60229058486114	3.20633064787105	3.27052894238072	3.96439863220318	3.65878273401283	6.08363887925071	5.55765515472542	4.18665901720211	5.89311947583592	5.05137210172103	4.49569516262407	3.82578562746479	0.321928094887362	0.111031312388744	0.422233000683048	0.214124805352847	0.238786859587116	0.0840642647884745	0.594548549550354	0.27500704749987	0.111031312388744	0.422233000683048	0	0.0840642647884745	0	0	0.176322772640463	1.01435529297707	0.0840642647884745	0.0840642647884745	0.748461233004036	0.321928094887362	0.070389327891398	0.16349873228288	0.124328135002202	0.298658315564515	0.432959407276106	0	0.0840642647884745	0.111031312388744	0	0.124328135002202	0.704871964456353	0.0976107966264223	0.622930350920177	0.422233000683048	0.176322772640463	0.250961573533219	0.31034012061215	0.070389327891398	0.454175893185802	0	0.495695162624069
"CORO1A"	5.77241355474848	4.55704241526372	5.14974711950468	7.09159406082829	4.53231695933277	5.50874555424447	6.1509657835565	4.67807190511264	8.19834681206301	5.46532151358055	7.68151954297972	6.25833047261243	6.2278565730605	4.36806987653208	5.51443791382931	4.30961277245412	4.76818432477693	5.65277328451078	5.83819543925919	4.27500704749987	5.8569856897822	7.1873520732005	7.46719795153787	6.00157708538953	3.799087306074	3.60762622084549	4.84046323386954	4.78450398292957	4.49825086752783	3.52481592835751	5.23840473932508	3.26303440583379	3.87970576628229	1.53605290024021	3.62527048937469	2.84398384404833	3.98093926608551	3.57773093149008	3.85996954822103	7.61875255353673	4.65248649491816	4.84649331596456	5.08363887925071	5.54194842533373	4.34837407519116	5.64212391615349	3.43962313755712	4.85449441815488	5.05267672430358	3.80632405739003	4.5216789516032	5.97498811199193	5.04919510562227	4.54596836910529	3.33771109212829	4.32624970083746	4.0866139474095	4.36597242759338	3.52481592835751	2.61353165291793	4.84046323386954	4.09169983413681	3.94953493301701	3.68144926531496	4.81352468929781	2.88362081628567	4.16349873228288	4.33199177823206	3.73660487531425	4.90640961709402	4.11852584893567	3.01435529297707	3.75702324650746	3.71479501111816	4.02147972741045	2.57046293102604	2.79701297783614	2.78240856492737	5.31143045574974	4.84096670448742	4.65535182861255	5.19140472885276	5.62117275268344	5.20476675065461	5.31903981556254	4.94860084749336	6.37173309062267	6.11124002053246	5.50207595604579	5.75835648293992	5.24145887127465	5.85723458049979	5.27575204882853	4.64904056563445	5.91097245165513	5.27537959625362	5.25058266478754	4.65821148275179	4.88849973551412	5.43028527297778	5.42894634476948	5.00315244866692	5.20906339534927	4.65477921695952	5.16309613843601	6.69488019279919	5.70265754339091	6.13832300405648	6.06673502873203	5.40973035386445	5.38335869538511	4.71808758396052	5.63836350589786	5.05788344889963	4.52544250601812	5.40394936423287	4.44161626940656	5.12308675098106	5.67553368622549	5.20084957463721	5.22342254993494	5.39266088071179
"CD1B"	0	0	0	2.66902676550963	0	0	0	1.18903382439002	0	0	3.27798474729977	0.263034405833794	0.367371065648529	0.321928094887362	0.333423733725192	0.286881147788162	0.389566811762726	0.839959587489532	1.38404980679516	0.565597175854225	0.765534746362977	0.669026765509631	2.26303440583379	0.992768430768924	1.74416109557041	0	0.263034405833794	0	0.790772037862	0.400537929583729	0.16349873228288	0	0	0	0	0	0	0	0	0	0.20163386116965	1.04264433740849	0.55581615506164	1.31614574229336	0.0976107966264223	1.1243281350022	0.176322772640463	0.925999418556223	0.20163386116965	0.150559676575381	2.20163386116965	1.20163386116965	0.111031312388744	0.27500704749987	0.443606651475615	0.411426245726465	0	0	0	0	0	0	0	0	0	0	0	1.10433665981474	0	0	0	0	0	0	0	0	0	0	3.52857131887076	1.11769504266975	0	0.238786859587116	0.485426827170242	0.505890929729957	0.27500704749987	0.443606651475615	0.422233000683048	1.46988597627446	0.20163386116965	0.250961573533219	0.799087306074004	0.16349873228288	0	0.333423733725192	2.27798474729977	0.7311832415722	0.298658315564515	0.594548549550354	0.464668267003444	0.933572638261024	1.43295940727611	0.422233000683048	0.22650852980868	0.739848102699327	1.1243281350022	0.594548549550354	0.298658315564515	0.516015147003665	1.97085365434048	0.485426827170242	0.475084882948783	0.443606651475615	0	0.895302621333307	0.344828496997441	2.38128337250378	0.495695162624069	0.443606651475615	0	1.18903382439002	0.0976107966264223	0.669026765509631
