"BC_HKB0728_1447_T"	"BC_HKB0754_1481_T"	"HKB0036_3006_T"	"HKB0092_3000_T"	"HKB0211_3002_T"	"BC_HKB0740_1454_T"	"HKB0005_3001_T"	"HKB0006_3006_T"	"HKB0007_3005_T"	"HKB0008_3006_T"	"HKB0016_3006_T"	"HKB0023_3006_T"	"HKB0031_3001_T"	"HKB0033_3006_T"	"HKB0035_3006_T"	"HKB0038_3006_T"	"HKB0040_3002_T"	"HKB0044_3006_T"	"HKB0049_3006_T"	"HKB0052_3000_T"	"HKB0054_3000_T"	"HKB0056_3002_T"	"HKB0064_3004_T"	"HKB0065_3006_T"	"HKB0067_3006_T"	"HKB0069_3000_T"	"HKB0070_3002_T"	"HKB0078_3000_T"	"HKB0079_3006_T"	"HKB0080_3006_T"	"HKB0082_3006_T"	"HKB0084_3000_T"	"HKB0086_3006_T"	"HKB0088_3000_T"	"HKB0089_3001_T"	"HKB0094_3006_T"	"HKB0096_3001_T"	"HKB0098_3005_T"	"HKB0101_3000_T"	"HKB0102_3006_T"	"HKB0104_3006_T"	"HKB0106_3006_T"	"HKB0108_3000_T"	"HKB0109_3006_T"	"HKB0115_3006_T"	"HKB0120_3000_T"	"HKB0123_3006_T"	"HKB0124_3003_T"	"HKB0125_3006_T"	"HKB0129_3000_T"	"HKB0137_3002_T"	"HKB0141_3006_T"	"HKB0143_3006_T"	"HKB0147_3000_T"	"HKB0155_3000_T"	"HKB0158_3006_T"	"HKB0159_3006_T"	"HKB0160_3000_T"	"HKB0162_3006_T"	"HKB0164_3006_T"	"HKB0167_3006_T"	"HKB0168_3006_T"	"HKB0179_3006_T"	"HKB0182_3006_T"	"HKB0186_3000_T"	"HKB0191_3001_T"	"HKB0194_3006_T"	"HKB0196_3006_T"	"HKB0208_3006_T"	"HKB0209_3004_T"	"HKB0210_3006_T"	"HKB0214_3006_T"	"HKB0217_3005_T"	"HKB0219_3001_T"	"HKB0220_3000_T"	"HKB0221_3001_T"	"HKB0222_3006_T"	"HKB0225_3001_T"	"HKB0226_3001_T"	"HKB0227_3006_T"	"HKB0228_3002_T"	"HKB0230_3006_T"	"HKB0232_3000_T"	"HKB0233_3006_T"	"HKB0540_3000_T"	"HKB0552_3000_T"	"HKB0558_3000_T"	"HKB0564_3000_T"	"HKB0576_3000_T"	"HKB0579_3000_T"	"HKB0585_3000_T"	"HKB0599_3000_T"	"HKB0605_3000_T"	"HKB0620_3000_T"	"HKB0629_3000_T"	"HKB0638_3000_T"	"HKB0644_3000_T"	"HKB0650_3000_T"	"HKB0653_3000_T"	"HKB0656_3000_T"	"HKB0665_3000_T"	"HKB0668_3000_T"	"HKB0674_3000_T"	"HKB0692_3000_T"	"HKB0701_3000_T"	"HKB0713_3000_T"	"HKB0718_3000_T"	"HKB0721_3000_T"	"HKB0722_3002_T"	"HKB0726_3000_T"	"HKB0734_3000_T"	"HKB0736_3000_T"	"HKB0737_3000_T"	"HKB0744_3000_T"	"HKB0748_3000_T"	"HKB0750_3000_T"	"HKB0751_3000_T"	"HKB0752_3000_T"	"HKB0074_3000_T"	"HKB0127_3006_T"	"HKB0132_3006_T"	"HKB0161_3001_T"	"HKB0207_3001_T"	"HKB0573_3000_T"	"HKB0719_3002_T"
"SNORA14A"	0	0	2.82374936030827	5.90809234081827	4.88459792099006	0	4.59395128394841	7.75087443965685	6.49505552836802	5.97888202809642	5.48510476108097	5.51727569320958	5.18269229751619	6.09592441999854	0	5.4757334309664	3.53356334821451	6.64010029789039	5.87823487911234	5.17791779219584	6.15137177625395	6.11561593142811	6.37330019660839	5.2137360959228	6.36071542539293	4.96116025813664	4.12845838414693	5.96809075204526	6.63647961878053	5.1586601753465	4.70321146739115	4.87970576628229	4.29939120612683	5.29535569289167	6.24469681780449	6.27891401949994	4.78345665436024	6.24069594421251	6.60777415163679	6.44757919654888	5.57470704641555	4.16912328147676	6.7236950704414	4.71039319217052	6.04067329264376	6.33788945585985	6.53091348352971	6.46874621375412	5.18189764310839	6.28706590735054	6.3720814835345	6.05614996110814	5.95070169008901	5.65849713665648	6.77320515698557	4.80322703643493	3.65878273401283	6.47476049957678	6.13093086982645	6.60125080460648	5.53075745746122	4.72900887033786	6.75542173473424	5.87627136055013	5.08448952493625	5.8040019151793	5.26978123827438	4.94016675048282	6.07745665240059	5.45285896471381	6.01613970265525	4.72628628972067	4.24716800037477	4.88655014732434	5.46499492726543	4.32553033156756	6.31650781910311	4.74523733212975	6.02458563827827	4.46074256378964	5.88093036107688	5.4032677223393	6.18527190559382	3.92314918047231	4.70597790168252	3.37989816352469	2.54101915313356	5.16309613843601	0	3.63343121035563	5.53356334821451	5.07681559705083	4.18824265626441	5.3327079336406	3.15380533607904	5.40599235967584	4.790772037862	3.93828579188405	5.43028527297778	4.86492897228979	5.39506279951758	3.81557542886257	4.74416109557041	5.90424322720366	3.05658352836637	3.96993327469786	0	5.4178525148859	5.26716121802226	4.32264926213102	6.29498826769145	4.8171115727957	5.62527048937469	3.56559717585422	3.50716034911752	6.01256867350306	3.22958792274065	4.08151006812092	6.28946563095822	6.87786692288313	6.53962412155905	6.37033867703977	6.41125674622079	0	6.14954390870909
"CELA3A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0840642647884745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PRNT"	0	0	0.0285691521967709	0.0565835283663675	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0
"OR2D3"	2.4594316186373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0840642647884745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OR51B6"	3.17472598770613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0.20163386116965	0	0	0	0	0	0.464668267003444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111031312388744	0	0	0	0	0.0976107966264223	0	0	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HIGD1C"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.432959407276106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.454175893185802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.422233000683048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"REG3A"	0	0	0	0	0.189033824390017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CLDN22"	6.09761079662642	6.56071495447448	0.0143552929770701	0.0285691521967709	0.16349873228288	5.95326523901484	0	0	0.0565835283663675	0	0	0.0976107966264223	0.0840642647884745	0	0.0143552929770701	0	0	0.0565835283663675	0	0.0285691521967709	0	0.0426443374084937	0	0	0.0285691521967709	0.0426443374084937	0	0	0.0285691521967709	0.0285691521967709	0.0143552929770701	0.0143552929770701	0	0.0143552929770701	0	0.0426443374084937	0.0285691521967709	0	0.0426443374084937	0	0	0.0565835283663675	0	0	0	0.0285691521967709	0.0143552929770701	0	0	0.0285691521967709	0	0.0285691521967709	0.0426443374084937	0	0	0.0285691521967709	0	0	0.0285691521967709	0	0.0285691521967709	0	0	0	0.0285691521967709	0	0	0	0	0.0565835283663675	1.02147972741045	0	0.0143552929770701	0	0	0	0	0	0	0.0285691521967709	0	0.070389327891398	0	0.16349873228288	0.0143552929770701	0	0.0285691521967709	0	0	0	0	0	0	0	0.0285691521967709	0	0	0.0840642647884745	0	0	0	0.0143552929770701	0	0	0	0	0	0	0.070389327891398	0	0	0.070389327891398	0	0	0.0565835283663675	0	0	0.0285691521967709	0.0565835283663675	0.0143552929770701	0	0.0285691521967709	0	0.070389327891398	0
"CRYGC"	0	0	0	0	0	0	0	0	0.111031312388744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.150559676575381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OR4E2"	0	0	0.16349873228288	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0.31034012061215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OR5D18"	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0976107966264223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C20orf71"	0	0	0	0	0.0976107966264223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SNORA38"	8.73050410252991	0	9.00901678557663	10.3225028042074	7.80645295576321	8.52140414133022	7.84636794598483	10.7215350082229	8.97073863899057	7.4423629845147	7.58360933972695	9.26526341264247	8.35609978199483	8.8626993409766	10.3798765090778	9.27677579789253	7.72430920101082	8.91680503515314	8.43358544115049	8.87282875953488	9.6242654261948	8.78411132380964	9.40403454682911	10.8133322829261	9.66106547980695	8.96728390783566	9.98275120437909	10.0410293749978	9.01159067932588	7.9644563943012	8.60559063278446	9.29489639676832	7.34278583692888	8.90213389138788	7.84021143265747	9.99317900123057	9.51487182487336	8.88804303710443	10.4666373154419	9.15324800774501	7.90803227732648	8.78276893155882	9.14590667878125	10.2326487662564	9.61651208674919	8.41569952184311	10.136927047823	9.15871066071178	7.39874369193819	8.08417059157784	10.5066150323271	8.62928375485366	9.67766679470092	10.3423302846897	10.75648960676	8.0287901363499	9.34169671686786	8.0331476517817	8.91880362054528	8.90496571868403	9.01942393316249	8.50672411217618	10.4230213385452	8.35239660552507	7.73937558589612	8.93940290679578	10.4906302949657	10.2695007492989	8.38728498562068	9.04984854945056	11.1791377882475	10.1032746929429	7.90628934740607	8.1330394343824	9.2173761418587	9.53900367426817	8.8761178480588	8.80251636512122	9.08600349628708	10.4732795742197	8.91677518454036	8.47617913866818	10.9838557977212	9.53867395308267	5.96670731415032	8.16902303514792	7.60073063332236	6.78777199284617	7.57667329251657	5.854993016757	7.16309613843601	7.32400047983857	8.81538329581354	7.10601323762212	8.57182847305027	9.25682196896863	9.52440458882763	8.58477463757344	8.38939472432399	8.76390947330071	8.20212382383046	8.14277079965784	7.81666369975016	9.21672161101607	8.56270034996397	8.30346112843037	7.86412422508343	9.17060110629303	8.69946834646142	7.42508998987406	7.1266012351573	8.72951878270343	8.68021885169137	5.06910063192283	8.68856504462675	9.80898025838636	6.72041528490633	8.57637096748594	9.8797823339176	10.5216789516032	10.6975670760824	8.38361790096285	9.76405880944856	8.62570884306447	7.71115071124326
"C18orf62"	0	0	0.0426443374084937	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0
"IL9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.443606651475615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.176322772640463	0	0	0
"KRTAP4.8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CLCA1"	0.505890929729957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0	0	0.0565835283663675	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0976107966264223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GUCA2B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124328135002202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.238786859587116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111031312388744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.150559676575381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OR10T2"	0	0	0.111031312388744	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0840642647884745	0	0	0	0
"LOC100128554"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0.124328135002202	0.0426443374084937	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0.0565835283663675	0.0285691521967709	0.0976107966264223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0	0
"BPESC1"	0	0	0.0285691521967709	0.0143552929770701	0.070389327891398	0	0	0	0	0	0	0.0143552929770701	0	0.0143552929770701	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C10orf120"	0	0	0	0	0.333423733725192	0	0	0	0	0	0	0	0	0	0	0	0.22650852980868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16349873228288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACTL9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OR4F5"	0	0	0	0	0	0	2.92029330021101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C20orf166"	0	0	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0.111031312388744
"IQCF3"	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0.111031312388744	0	0	0	0	0	0	0	0	0	0	0.0976107966264223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111031312388744	0	0	0	0	0	0	0	0	0	0.0565835283663675	0	0	0	0.0840642647884745	0	0.070389327891398	0	0	0	0	0	0	0	0.22650852980868	0	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0.0840642647884745	0	0
"CRX"	0.367371065648529	0	0.0426443374084937	0	0.31034012061215	0	0	0	0.0143552929770701	0	0	0.0285691521967709	0	0	0	0.0143552929770701	0	0.0143552929770701	0.0143552929770701	0	0	0.0143552929770701	0	0	0	0	0.0143552929770701	0.0143552929770701	0.333423733725192	0	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0	0	0	0.0426443374084937	0	0.0143552929770701	0	0.0143552929770701	0.0143552929770701	0	0	0.0143552929770701	0	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0.0143552929770701	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0
"ASAP1IT1"	0	0	1.62293035092018	2.02147972741045	1.88752527074159	0	1.35049724708413	1.02147972741045	1.58496250072116	1.38404980679516	1.26303440583379	1.33913738491959	1.73984810269933	1.22032995487956	1.29865831556452	1.19534759832222	2.26002565596146	1.85598969730848	1.799087306074	1.86789646399265	1.70487196445635	1.95233356636969	1.98550043030488	1.23878685958712	1.65535182861255	1.67807190511264	1.16349873228288	1.43295940727611	1.26303440583379	0.594548549550354	0.678071905112638	1.13750352374994	1.52105073690096	1.87578006306849	0.704871964456353	1.41142624572647	1.20163386116965	1.32192809488736	0.963474123974886	1.18903382439002	0.782408564927373	0.933572638261024	1.23266075679027	1.1243281350022	0.790772037862	1.42223300068305	0.956056652412403	1.25701061820602	1.59931779369823	1.76977173924945	1.01435529297707	1.36737106564853	1.05658352836637	0.389566811762726	2.0703893278914	1.29278174922785	1.46988597627446	1.23878685958712	1.22650852980868	1.15055967657538	1.51096191927738	1.60880924267552	1.59931779369823	2.26002565596146	2.01792190799726	1.15055967657538	0.871843648509318	1.11103131238874	1.78240856492737	1.84398384404833	1.03562390973072	1.38956681176273	1.18269229751619	1.43829285157915	1.35049724708413	0.855989697308481	0.389566811762726	0.790772037862	0.464668267003444	0.613531652917927	0.84799690655495	1.49569516262407	0.765534746362977	0.495695162624069	0.400537929583729	1.799087306074	2.16027483140859	1.9297909977186	1.6507645591169	1.41142624572647	0.111031312388744	0.925999418556223	2.4931349223055	0.863938450423971	1.40599235967584	1.16992500144231	0.895302621333307	1.19534759832222	1.29865831556452	0.641546029087524	1.38956681176273	0.948600847493356	1.71808758396052	0.55581615506164	1.25096157353322	1.27500704749987	0.713695814843359	1.6915341649192	1.23266075679027	0.855989697308481	1.4276061727819	2.27798474729977	1.02147972741045	0.978195629681652	1.85598969730848	0.632268215499513	2.03913839390696	1.40599235967584	1.93734439215023	0.985500430304885	1.29865831556452	1.36176835941915	1.8073549220576	1.65535182861255	1.05658352836637
"NF1P1"	0	1.56071495447448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0840642647884745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.782408564927373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM194B"	0	0	0	0.0426443374084937	0.250961573533219	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0840642647884745	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0	0.0426443374084937	0	0	0	0
"GAD2"	0	0	0	0.070389327891398	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0	0	0	0.0143552929770701	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	1.10433665981474	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0.0565835283663675	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FLJ46321"	0	0	0.0426443374084937	0.0426443374084937	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0.0426443374084937	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OR6T1"	0	6.01858966780594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0840642647884745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
