"HKB0007_3005_T"	"HKB0040_3002_T"	"HKB0054_3000_T"	"HKB0069_3000_T"	"HKB0074_3000_T"	"HKB0079_3006_T"	"HKB0082_3006_T"	"HKB0098_3005_T"	"HKB0129_3000_T"	"HKB0186_3000_T"	"HKB0214_3006_T"	"HKB0650_3000_T"	"HKB0659_3000_T"	"HKB0718_3000_T"	"HKB0751_3000_T"	"HKB0008_3006_T"	"HKB0050_3005_T"	"HKB0064_3004_T"	"HKB0067_3006_T"	"HKB0091_3001_T"	"HKB0120_3000_T"	"HKB0167_3006_T"	"HKB0194_3006_T"	"HKB0220_3000_T"	"HKB0573_3000_T"	"HKB0674_3000_T"	"HKB0710_3000_T"	"HKB0736_3000_T"	"HKB0752_3000_T"	"HKB0210_3000_N"	"HKB0210_3006_T"	"HKB0036_3006_T"	"HKB0044_3006_T"	"HKB0106_3006_T"	"HKB0721_3000_T"	"HKB0004_3000_N"	"HKB0005_3000_N"	"HKB0006_3000_N"	"HKB0019_3000_N"	"HKB0023_3000_N"	"HKB0033_3000_N"	"HKB0035_3000_N"	"HKB0036_3000_N"	"HKB0038_3000_N"	"HKB0040_3000_N"	"HKB0049_3000_N"	"HKB0050_3000_N"	"HKB0052_3004_N"	"HKB0064_3000_N"	"HKB0067_3000_N"	"HKB0074_3003_N"	"HKB0094_3000_N"	"HKB0096_3000_N"	"HKB0097_3004_N"	"HKB0098_3000_N"	"HKB0102_3000_N"	"HKB0106_3000_N"	"HKB0109_3000_N"	"HKB0115_3000_N"	"HKB0120_3002_N"	"HKB0121_3000_N"	"HKB0122_3002_N"	"HKB0123_3000_N"	"HKB0124_3000_N"	"HKB0129_3002_N"	"HKB0132_3000_N"	"HKB0133_3000_N"	"HKB0137_3000_N"	"HKB0143_3000_N"	"HKB0149_3000_N"	"HKB0150_3000_N"	"HKB0155_3003_N"	"HKB0157_3000_N"	"HKB0158_3000_N"	"HKB0159_3000_N"	"HKB0160_3000_T"	"HKB0160_3001_N"	"HKB0161_3000_N"	"HKB0162_3000_N"	"HKB0167_3000_N"	"HKB0168_3000_N"	"HKB0179_3000_N"	"HKB0186_3002_N"	"HKB0194_3000_N"	"HKB0196_3000_N"	"HKB0198_3000_N"	"HKB0207_3000_N"	"HKB0211_3000_N"	"HKB0214_3000_N"	"HKB0219_3000_N"	"HKB0220_3003_N"	"HKB0221_3000_N"	"HKB0222_3000_N"	"HKB0225_3000_N"	"HKB0226_3000_N"	"HKB0227_3000_N"	"HKB0538_3000_N"	"HKB0562_3000_N"	"HKB0571_3000_N"	"HKB0574_3000_N"	"HKB0577_3000_N"	"HKB0583_3000_N"	"HKB0597_3000_N"	"HKB0618_3000_N"	"HKB0636_3000_N"	"HKB0648_3000_N"	"HKB0651_3000_N"	"HKB0657_3000_N"	"HKB0663_3000_N"	"HKB0666_3000_N"	"HKB0672_3000_N"	"HKB0710_3001_N"	"HKB0718_3001_N"	"HKB0719_3001_N"	"HKB0722_3001_N"	"HKB0744_3001_N"	"HKB0748_3001_N"	"HKB0751_3001_N"	"HKB0752_3001_N"	"HKB0016_3006_T"	"HKB0089_3001_T"	"HKB0092_3000_T"	"HKB0143_3006_T"	"HKB0158_3006_T"	"HKB0162_3006_T"	"HKB0164_3006_T"	"HKB0182_3006_T"	"HKB0540_3000_T"	"HKB0599_3000_T"	"HKB0668_3000_T"	"HKB0692_3000_T"
"SEPT6"	4.73281187208294	6.78424222205778	5.39094277280254	5.30451104180995	4.88996019965864	5.26903314645524	5.49857001254426	4.92076967302065	4.64616265715789	5.33413917883824	4.51601514700366	5.18982455888002	5.57833494868161	5.22265002245148	5.05571626351254	5.26641176603611	4.80889983925777	4.11103131238874	4.86046625851717	5.141187525005	4.95559179175399	5.73822740036724	4.82222027162153	4.94251450533924	5.21994291395413	6.58225490835766	5.12515513132229	6.75074047846627	5.09043004232162	4.32192809488736	4.17632277264046	4.13750352374993	5.13791332208841	4.39780296186249	4.04176864995163	4.72519581722666	4.69655030107857	4.80889983925777	4.7279204545632	4.19455988602261	4.77346892790519	4.04788732939655	4.14241343787374	4.68425770505893	5.01167453338092	4.43028527297778	4.91647664443772	4.51853513898218	3.34340782229781	3.70818723602071	4.55704241526372	4.51222688651396	3.90110824301451	4.20633064787105	3.80632405739003	4.3743439890385	3.46597446450407	4.10265813136374	3.93262815702213	4.6959938131099	3.40053792958373	4.17232749165762	3.66220549965362	3.73984810269933	3.64846544302731	3.83693401132109	4.63343121035563	4.38750040648098	4.38818953715608	4.29645740737124	4.58135124716878	3.66448284036468	3.46727948045998	4.15785216914174	4.4154882710497	3.71039319217052	4.0496307677246	3.74953426766926	4.77610398807316	4.34624777408278	3.80529245560071	4.53480866123175	4.73606362787181	4.56071495447448	4.54843662469604	5.04832338653781	4.16027483140859	4.32264926213102	4.90544717873885	4.65592421308382	4.25550073314839	4.4093909361377	4.55213110825378	4.75435307169213	3.72465027173297	4.4276061727819	5.122258567812	4.68706068833989	4.12267271882414	4.67976157351685	4.29645740737124	3.68706068833989	4.19140472885276	3.87479696589867	4.89433274227769	4.38818953715608	4.46074256378964	4.36387192485753	3.87676249078156	3.98093926608551	4.33342373372519	4.29865831556452	4.86443379636562	3.81762325751143	4.84899843040002	4.02059109477325	4.54473265593262	4.09254574154357	5.14649230697719	3.87381319835909	5.21451341008002	4.47378691161437	4.47767732756531	4.22496636500027	5.10139795218253	4.82527683005487	4.32696871158789	3.39369076418745	5.38681094647222	4.98230913012977	4.58195375084882
"PIK3CG"	2.63923216324928	4.79389588254888	3.14241343787374	3.13257684267001	3.11103131238874	3.4944156103975	3.19849415363908	3.01256867350306	2.63459326844576	3.27947129564447	2.78031009904338	2.66902676550963	4.0496307677246	3.01970191444255	3.605257262939	3.05311133645956	2.78450398292957	3.03210084316702	2.99638874644762	2.74631276642546	3.16832111573972	4.50842865253186	3.07553263116736	3.17632277264046	3.39506279951758	3.95326523901484	3.08746284125034	4.27127625917593	3.31614574229336	3.4276061727819	2.95046841415012	1.70929063572336	2.72465027173297	1.57046293102604	2.35895882583233	2.22958792274065	2.07382023329167	2.52606881166759	2.68929916053589	2.51096191927738	2.75702324650746	2.10097764772482	2.06004738366994	2.35049724708413	2.90110824301451	3.26153081524341	2.63923216324928	2.72465027173297	2.02856915219677	2.88752527074159	2.26303440583379	2.52606881166759	2.21412480535285	2.83187724119167	2.36176835941915	2.68257329734758	2.45154083301783	3.38543103719352	2.4931349223055	2.03210084316702	2.30451104180995	2.38681094647222	2	2.22650852980868	2.66448284036468	2.7158933705476	2.32192809488736	2.08065766334523	2.34482849699744	1.790772037862	2.16349873228288	2.15704371014558	3.09592441999854	2.51349074558812	2.25701061820602	2.09423606984577	2.70708299177171	1.76977173924945	2.73552217729654	2.59215800212536	1.61823865559545	2.44625622988956	2.46205231879643	2.1407786557828	2.46988597627446	2.82171021503467	2.97819562968165	2.83592407425437	2.46727948045998	3.10936055940423	3.4262647547021	2.75274859140713	2.72027846523333	2.23572705983806	2.72246602447109	2.62760683812965	2.87578006306849	2.01435529297707	2.63459326844576	3.31324585178756	3.40190347160796	2.02502879449152	3.16671544496642	2.85798099512757	2.70708299177171	3.0232553523003	2.68706068833989	2.23878685958712	2.61353165291793	2.22032995487956	3.06004738366994	2.52606881166759	2.8011586560937	2.39231742277876	2.57046293102604	2.84398384404833	3.15380533607904	2.46205231879643	2.83390207666916	2.611172380044	2.60169651648096	1.72683121703249	2.66448284036468	2.4276061727819	2.76977173924945	2.88166461932035	1.98913900736823	1.84799690655495	2.10097764772482	2.53356334821451	1.28688114778816
"DOK3"	3.30451104180995	4.44426950241348	3.16349873228288	3.56437816856506	2.16671544496642	3.1407786557828	3.34056226902641	2.97819562968165	1.74846123300404	3.1586601753465	2.58255600301406	2.06695024392463	3.03210084316702	2.05311133645956	3.27500704749987	2.98002530023873	2.3305584000308	3.34624777408278	2.99095486039699	3.28983446517751	2.94860084749336	4.13093086982645	3.11603199344711	2.65306001710456	2.28688114778816	3.85897561429202	3.20476675065461	3.41683974191283	3.17312743348066	2.28392177230762	1.82374936030827	2.32481060342048	3.78450398292957	1.80322703643493	1.90689059560852	2.01435529297707	1.38404980679516	2.06695024392463	1.73984810269933	2.49825086752783	2.44625622988956	1.38404980679516	1.79493566280354	2.44095219802964	2.60169651648096	2.56559717585422	2.21101219348551	2.48026512205446	1.56559717585423	2.98732086592925	1.71369581484336	1.84799690655495	2.6915341649192	2.56803210477128	2.42492208821069	1.91456452349394	2.60407132366886	3.1407786557828	2.34198574722862	1.62293035092018	2.47248777146274	2.70265754339091	2.21101219348551	2.22958792274065	2.14404636961671	2.14404636961671	1.89917563048051	2.20476675065461	2.08065766334523	1.66448284036468	1.84398384404833	2.08065766334523	2.98185265328974	2.57773093149008	2.18586654531133	2.10768786931437	2.28392177230762	1.85996954822103	2.84599177066457	2.57288966842058	1.37851162325373	1.72683121703249	2.15055967657538	1.79493566280354	2	2.63226821549951	2.68257329734758	2.55826763405574	2.11103131238874	2.83995958748953	3.37295209791183	2.55826763405574	2.37573453858316	1.91456452349394	2.83794324189103	2.76128527336162	1.63226821549951	1.58976348698498	2.62293035092018	2.63459326844576	3.07724299893246	2.08065766334523	2.78868571061353	2.75702324650746	1.36176835941915	2.39506279951758	1.57046293102604	1.4594316186373	2.23572705983806	1.88362081628567	2.26603689399532	2.5033487351675	1.8073549220576	2.14730669878029	1.37851162325373	1.70043971814109	3.09254574154357	2.15380533607904	1.47508488294878	2.68257329734758	2.68929916053589	2.27798474729977	3.00539998774259	2.79701297783614	2.35895882583233	2.80529245560071	2.3533232911629	1.67355642399014	2.35895882583233	2.57773093149008	1.67807190511264
"GPR25"	0.16349873228288	0.687060688339892	0.137503523749935	0.214124805352847	0	0.7311832415722	0.799087306074004	0.20163386116965	0	0.070389327891398	0.0840642647884746	0.773996325111173	0	0.238786859587116	0.400537929583729	0.150559676575381	0.176322772640463	0	0.070389327891398	0.0565835283663675	0.214124805352847	0.485426827170242	0.0565835283663675	0.321928094887362	0.124328135002202	0.333423733725192	0.432959407276106	0.0976107966264223	0.238786859587116	0.0976107966264223	0.137503523749935	0	0.632268215499513	0.16349873228288	0	0.505890929729957	0.070389327891398	0.22650852980868	0.263034405833794	0	0	0.286881147788162	0.27500704749987	0.137503523749935	0.0976107966264223	0	0.389566811762726	0.124328135002202	0	0	0	0.0426443374084937	0	0.124328135002202	0	0	0.0976107966264223	0.0840642647884746	0.0840642647884746	0.565597175854225	0.0840642647884746	0	0	0	0	0	0	0.070389327891398	0	0.0565835283663675	0.250961573533219	0.0565835283663675	0	0.124328135002202	0.0976107966264223	0	0	0	0.31034012061215	0.176322772640463	0.176322772640463	0	0.286881147788162	0.37851162325373	0	0.111031312388744	0	0	0	0.0976107966264223	0	0.0976107966264223	0.526068811667588	0	0	0	0.0840642647884746	0.176322772640463	0.298658315564515	0	0.0976107966264223	0	0	0	0	0	0.0840642647884746	0.150559676575381	0	0	0.0840642647884746	0.20163386116965	0.0840642647884746	0	0.16349873228288	0	0	0	0	0	0.485426827170242	0.070389327891398	0.16349873228288	0.070389327891398	0.422233000683048	0	0.111031312388744	0	0	0.16349873228288	0
"C16orf54"	2.16671544496642	4.47378691161437	3.1407786557828	3.00898878322725	2.84398384404833	2.5033487351675	2.9126498648972	2.17312743348066	2.59454854955035	3.63691458035588	2.38956681176273	2.56559717585422	3.1554254317472	2.52606881166759	3.09423606984577	2.71149490665009	3.00180224263399	2.33628338786443	1.94860084749336	1.93357263826102	2.96162332828694	3.76341157447001	2.98367769469807	3.52481592835751	3.39094277280254	4.20163386116965	2.36737106564853	4.28169825009883	2.72683121703249	1.57531233068744	0.782408564927373	1.0071955014042	2.54843662469604	0.839959587489532	1.36737106564853	2.20789285164133	1.4905701304462	1.92219784839637	2.82984955984469	2.877744249949	2.59215800212536	1.99276843076892	2.11103131238874	1.97452931248388	2.44890095114513	3.33342373372519	2.74200621086674	2.74846123300404	1.50080205305716	2.18269229751619	1.8073549220576	2.55336050333533	1.61353165291793	2.92409988564074	2.48026512205446	1.95233356636969	2.4594316186373	3.30742852519225	2.4905701304462	1.90689059560852	2.82578562746479	2.71808758396052	2.8972404255748	2.65535182861255	2.29865831556452	2.21412480535285	2.09761079662642	1.93734439215023	2.04264433740849	1.58014548442338	2.14730669878029	2.13093086982645	3.06177619758669	2.98550043030489	1.54101915313356	2.31324585178756	2.44890095114513	1.94860084749336	2.88166461932035	2.91647664443772	1.75702324650746	2.31903981556254	2.67581593117227	1.91456452349394	2.1407786557828	2.44095219802964	2.5033487351675	3.36036427654347	2.03913839390696	3.03913839390696	3.4905701304462	2.97819562968165	2.57288966842058	1.78659636189081	2.8499992594661	2.1243281350022	1.89141918684608	1.18903382439002	2.35895882583233	2.55336050333533	3.56315813040281	2.39506279951758	2.68481873755322	3.16671544496642	2.05658352836637	2.70487196445635	2.31614574229336	1.799087306074	2.29278174922785	2.12101540096137	2.87381319835909	2.34482849699744	2.44360665147561	2.114367024952	1.76977173924945	2.22342254993494	3.03913839390696	2.21101219348551	2.36176835941915	1.9297909977186	2.19219416528334	0.650764559116902	2.03913839390696	2.08746284125034	2.1407786557828	1.61353165291793	1.35614381022528	1.06350294230616	0.985500430304885	1.62293035092018	0.782408564927373
"IL10RA"	4.16027483140859	6.00966068964671	5.2460279805281	4.53667461756976	4.77557736093065	4.16671544496642	4.24792751344359	4.10768786931437	3.83592407425437	5.05484847699562	4.03121873061072	3.81762325751143	5.00405188450708	4.3819754785573	4.95745033634712	4.1554254317472	4.23035674505615	5.1139504824225	4.44956137461324	3.98823022306046	4.74631276642546	6.08065766334523	4.55704241526372	5.01122725542325	4.99186193055632	5.72710360352266	4.84348142543246	5.88093036107688	4.40258575823259	3.43162295971329	3.04788732939655	3.32481060342048	4.2861418728343	2.73335434061383	3.40190347160796	3.27052894238072	3.04614178164472	3.24031432933371	3.70265754339091	4.28688114778816	4.18348651445939	3.00898878322725	3.605257262939	3.10265813136374	4.17871464117544	5.61882595258744	3.96439863220318	4.79285535236249	3.72246602447109	5.70210340662939	3.6959938131099	3.43295940727611	4.37573453858316	4.75808993420181	4.14241343787374	3.87085786436376	4.96162332828694	5.75301612873584	4.3037807481771	2.83187724119167	4.41683974191283	4.28466218548316	3.43829285157915	4.07553263116736	4.49761236561836	5.10601323762212	3.58255600301406	3.51853513898218	4.19219416528334	3.32624970083746	3.10768786931437	3.69821847822441	5.07681559705083	3.98367769469807	3.53977919169849	3.72027846523333	4.16751850373522	3.56315813040281	4.70708299177171	4.27947129564447	2.66448284036468	3.799087306074	3.71369581484336	3.23419472295381	3.90400231628369	4.58195375084882	5.36352154354655	5.23764019503539	3.77610398807316	5.04745114041639	5.60377468646397	4.53667461756976	4.07638806851284	2.9126498648972	4.32192809488736	4.24488705912353	3.40463068421761	3.35049724708413	4.67694435910691	5.31469652565629	5.30997649237056	3.59454854955035	4.87381319835909	4.75274859140713	3.44757919654888	5.27426166125705	3.26002565596146	3.52481592835751	4.21179097625254	4.11519974938544	4.57106999816771	4.28762004411207	4.15461561132689	3.82578562746479	3.11603199344711	4.36317107711924	4.74631276642546	3.92219784839637	3.06695024392463	3.74200621086674	3.95046841415012	2.70043971814109	4.43496176018725	3.81557542886257	4.03562390973072	3.73768676140986	3.07553263116736	3.19377174339668	3.02502879449152	3.72900887033786	1.87970576628229
"WNT1"	0	0.137503523749935	0.0840642647884746	0.070389327891398	0.137503523749935	0.0565835283663675	0	0.0285691521967709	0	0.070389327891398	0	0.070389327891398	0	0	0.111031312388744	0.0285691521967709	0.0426443374084937	0	0	0.0426443374084937	0.0285691521967709	0.0976107966264223	0	0.0565835283663675	0	0.0285691521967709	0.0143552929770701	0.0426443374084937	0.0426443374084937	0	0.0285691521967709	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0.0565835283663675	0.0285691521967709	0.16349873228288	0.16349873228288	0.0565835283663675	0.0565835283663675	0	0	0.070389327891398	0.0426443374084937	0	0.0285691521967709	0	0	0.0840642647884746	0.176322772640463	0.189033824390017	0.0285691521967709	0.111031312388744	0	0	0	0.0426443374084937	0	0	0.0285691521967709	0.0285691521967709	0	0	0	0.137503523749935	0.0285691521967709	0.0840642647884746	0.0285691521967709	0.0426443374084937	0	0.0426443374084937	0.0426443374084937	0.0426443374084937	0	0	0.0426443374084937	0.070389327891398	0.0976107966264223	0	0.0840642647884746	0.0426443374084937	0.0840642647884746	0	0.0840642647884746	0.0426443374084937	0.0426443374084937	0.0426443374084937	0	0	0	0	0	0.124328135002202	0.0285691521967709	0.070389327891398	0.070389327891398	0	0	0.111031312388744	0.137503523749935	0	0	0.0426443374084937	0	0	0.137503523749935	0.0426443374084937	0	0.16349873228288	0	0	0	0.0143552929770701	0	0	0.0285691521967709	0	0	0.0426443374084937	0.070389327891398	0	0.0565835283663675	0
"VNN2"	1.56559717585423	3.76447355099267	2.46988597627446	1.91456452349394	1.77399632511117	1.54101915313356	4.18982455888002	1.48026512205446	1.84398384404833	2.9560566524124	1.18903382439002	2.66902676550963	2.58736499093646	4.32624970083746	3.16832111573972	1.88362081628567	1.95977015521147	2.93357263826102	1.52606881166759	1.0703893278914	1.54101915313356	3.53729606709084	1.78659636189081	2.61823865559545	2.48542682717024	2.8094144442359	2.58496250072116	3.77082904603249	2.62527048937469	2.22650852980868	1.70929063572336	0.485426827170242	1.42223300068305	0.839959587489532	1.27500704749987	1.30451104180995	1.4541758931858	0.75702324650746	1.63691458035588	3.12763327972587	1.86789646399265	1.0496307677246	0.823749360308273	2.01435529297707	1.70043971814109	3.62527048937469	2.54349588342577	2.38128337250378	2.20476675065461	2.12101540096137	1.91073266190291	1.95233356636969	2.09423606984577	2.84197311892718	3.34482849699744	1.81557542886257	4.0574502721839	2.94110631094643	2.43295940727611	0.773996325111173	3.23725777090037	2.93168305705981	3.90785207184596	3.62175885670973	2.92789645372882	3.65992455840238	3.28983446517751	1.8073549220576	1.76553474636298	0.871843648509318	1.17632277264046	1.90303827011291	3.13257684267001	2.57531233068744	1.73552217729654	1.88362081628567	3.01077983875324	3.08746284125034	3.1243281350022	1.96347412397489	0.594548549550354	2.16671544496642	1.91456452349394	1.22650852980868	1.65992455840238	2.83995958748953	2.36457243229586	3.33485426933163	1.13750352374994	3.21878116778407	3.9429835981871	2.46466826700344	2.27202318906105	0.6959938131099	3.21723071622067	2.97819562968165	1.71808758396052	1.57531233068744	3.44493204894218	3.70376517879341	2.60169651648096	2.55090066464752	3.43962313755712	3.57531233068744	2.67807190511264	3.06522762277562	1.28095631383106	1.78240856492737	2.31614574229336	3.34624777408278	3.55213110825378	1.65535182861255	3.22187708107703	2.1243281350022	1.92599941855622	2.6959938131099	4.6409679104499	2.02502879449152	0.933572638261024	1.37295209791183	2.10433665981474	0.575312330687437	1.7311832415722	1.31614574229336	1.19534759832222	1.76128527336162	1.18903382439002	1.21412480535285	1.48026512205446	2.52857131887076	0.713695814843359
"GCSAM"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MC4R"	0	0.0565835283663675	0.0976107966264223	0.0426443374084937	0	0.214124805352847	0	0	0.124328135002202	0	0.0565835283663675	0.0840642647884746	0.321928094887362	0	0.298658315564515	0	0	0	0	0.0426443374084937	0	0.454175893185802	0	0	0.137503523749935	0	0	0	0.176322772640463	0	0.22650852980868	0.0285691521967709	0	0	0.0565835283663675	0.0426443374084937	0.176322772640463	0.0565835283663675	0.0565835283663675	0	0.16349873228288	0.0426443374084937	0.0426443374084937	0.250961573533219	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0.0565835283663675	0.0426443374084937	0	0.0565835283663675	0.0565835283663675	0	0.070389327891398	0	0.0565835283663675	0.0565835283663675	0	0	0.0426443374084937	0	0	0	0.070389327891398	0	0	0	0	0	0	0.070389327891398	0.070389327891398	0	0	0	0.0565835283663675	0	0.0840642647884746	0	0	0	0	0	0	0	0.16349873228288	0.070389327891398	0	0	0	0	0	0	0	0.124328135002202	0	0	0	0	0.0565835283663675	0	0.124328135002202	0	0.238786859587116	0	0	0.0565835283663675	0.823749360308273	0	0.0840642647884746	0.0426443374084937	0	0	0	0.0565835283663675	0	0	0	0.0426443374084937	0
"GPR183"	3.38543103719352	6.14934066928622	5.10936055940423	3.25398926623079	5.30414594120295	3.98550043030489	3.114367024952	3.92219784839637	4.56315813040281	5.27612440527424	3.95233356636969	3.72900887033786	5.40463068421761	3.63691458035588	4.41481206056585	4.86294724802092	3.88655014732434	4.19927972133662	3.84498815668261	3.85897561429202	5.25550073314839	5.77978500530113	3.89917563048051	4.99004721957379	5.61205755956307	4.7371459197762	3.04439411935845	5.72683121703249	4.09592441999854	4.17951105027151	3.92124588858559	3.6959938131099	3.09423606984577	2.24792751344359	4.00988458893184	3.01077983875324	3.53356334821451	3.13586316536868	3.59454854955035	3.90977310414164	3.5197934862411	3.15055967657538	2.85399564717639	3.84899843040002	3.43962313755712	4.85149920246126	2.57773093149008	4.18269229751619	2.8073549220576	4.12101540096137	3.84699468696557	3.73660487531425	3.39780296186249	4.59454854955035	3.30158764660319	3	3.35755200461808	4.59693514238723	3.58976348698498	2.89530262133331	4.0866139474095	3.37155886261196	2.29865831556452	2.90881290773955	4.41886457739032	4.64327899631198	3.98093926608551	2.9429835981871	2.72683121703249	3.18269229751619	3.08746284125034	3.13422093976063	3.51727569320958	3.83895176695194	2.79285535236249	3.13586316536868	4.24868662687383	3.46074256378964	4.63981097771678	4.17312743348066	2.49569516262407	4.07809742302666	2.46466826700344	2.67807190511264	4.01792190799726	3.16671544496642	3.74631276642546	5.35720008486005	2.88557436437143	3.78659636189081	4.65935375917005	3.31759350462347	3.87282875953489	2.96162332828694	4.42961596420174	3.87184364850932	3.15380533607904	3.0232553523003	3.9136075118231	4.64673869830785	4.08576455377831	3.34198574722862	5.39643353125099	4.72955277045397	3.91552090075196	4.2667865406949	3.76447355099267	3.34766565630097	3.95512678126137	3.04788732939655	4.82629424549963	2.83390207666916	3.64038956005495	3.05658352836637	3.01613970265525	5.01792190799726	3.39643353125099	3.34908214639109	3.33342373372519	3.47767732756531	2.96162332828694	2.24792751344359	4.41953889151378	3.36737106564853	3.92599941855622	4.00809242094872	3.48026512205446	2.82984955984469	2.63226821549951	2.85199883711245	1.58014548442338
"WAS"	2.99457972421575	4.91790907385298	4.19770815795585	3.4944156103975	3.04264433740849	3.29719141656586	3.24184018356467	2.89336221076387	3.11603199344711	3.69376571221778	2.78031009904338	2.55826763405574	3.02502879449152	2.62993940943954	3.28688114778816	3.50207595604579	3.42223300068305	3.42492208821069	3.20006486151431	3.79701297783614	3.68594014844598	4.52230689287139	3.52481592835751	3.54720302475693	3.28540221886225	4.57531233068744	3.13586316536868	4.48864353985378	3.0703893278914	3.26002565596146	2.11103131238874	2.13750352374994	3.25096157353322	1.61353165291793	1.64616265715789	2.80529245560071	2.10097764772482	2.62760683812965	2.38128337250378	3.04614178164472	3.35049724708413	2.13750352374994	2.7158933705476	2.77610398807316	2.98367769469807	3.73226919950145	2.85598969730848	3.33342373372519	2.44625622988956	3.41278152533848	2.62293035092018	2.48284828306847	2.62058641045188	3.32912359629157	3.16671544496642	2.53605290024021	3.15218341905505	3.97177344719337	2.70929063572336	2.35049724708413	2.90881290773955	2.51096191927738	2.74846123300404	2.73335434061383	3.0686708106651	3.23419472295381	2.97452931248388	2.8972404255748	2.50842865253186	2.43028527297778	2.64154602908752	2.26903314645524	3.46988597627446	2.94673086014031	2.58736499093646	2.03913839390696	3.25701061820602	2.6507645591169	3.42088657497553	3.05484847699562	2.18269229751619	2.73552217729654	2.47508488294878	2.1243281350022	3.08065766334523	2.95791459863299	3.21878116778407	3.56559717585422	2.6915341649192	3.58736499093646	3.96069703930431	2.76341157447001	3.17632277264046	2.48284828306847	2.92029330021101	2.72900887033786	2.29278174922785	2.1243281350022	2.92219784839637	2.94485844580754	3.39643353125099	2.51853513898218	3.30158764660319	3.29278174922785	2.56803210477128	3	2.23878685958712	1.66902676550963	2.46988597627446	2.18903382439002	3.1243281350022	2.36737106564853	2.38956681176273	2.4032677223393	2.06350294230616	2.6667565918848	3.37712374912949	2.13750352374994	1.75702324650746	3.24792751344359	2.77399632511117	1.74846123300404	3.0496307677246	3.05311133645956	2.75274859140713	2.78031009904338	2.4594316186373	2.03210084316702	2.05658352836637	2.10768786931437	1.75702324650746
"CEACAM21"	0.411426245726465	2.47767732756531	1.61823865559545	0.831877241191673	1.21412480535285	1.68706068833989	0.7311832415722	1.36737106564853	1.38956681176273	1.28688114778816	1.0071955014042	1.06350294230616	0.6959938131099	2.13093086982645	1.66448284036468	2.10768786931437	1.41683974191283	0.263034405833794	0.773996325111173	1.4276061727819	1.36737106564853	3.00539998774259	1.54101915313356	1.65992455840238	1.38404980679516	2.24184018356467	1.84799690655495	2.52857131887076	0.713695814843359	1.18269229751619	0.903038270112912	0.22650852980868	0.910732661902913	0.214124805352847	0.31034012061215	0.992768430768924	0.659924558402378	1.14404636961671	0.613531652917927	1.73984810269933	0.985500430304885	1.08406426478847	0.641546029087524	1.32192809488736	0.782408564927373	2.01435529297707	1.25096157353322	1.40053792958373	0.594548549550354	1.13093086982645	0.985500430304885	1.02856915219677	0.815575428862573	0.963474123974886	1.38404980679516	1.16349873228288	1.0496307677246	1.26303440583379	1.38956681176273	0.687060688339892	1.66902676550963	0.807354922057604	0.650764559116902	0.84799690655495	2.02856915219677	1.09761079662642	0.978195629681652	1	1.09085343045111	0.933572638261024	0.53605290024021	1.06350294230616	0.604071323668861	1.13750352374994	1.41142624572647	1.33913738491959	1.32768736417605	0.584962500721156	0.773996325111173	1.48026512205446	0.53605290024021	1.25701061820602	1	0.704871964456353	1.51601514700366	0.831877241191673	1.83187724119167	1.63691458035588	1.06350294230616	2.04264433740849	1.49569516262407	1.67355642399014	1.53106949272595	0.678071905112638	1.14404636961671	1.34482849699744	1.31034012061215	0.978195629681652	1.18903382439002	2.46727948045998	0.925999418556223	1.22032995487956	0.505890929729957	1.07724299893246	1.790772037862	0.799087306074004	0.6959938131099	0.55581615506164	0.941106310946431	0.823749360308273	1.31614574229336	1.60407132366886	1.83592407425437	1.76128527336162	0.887525270741587	1.52606881166759	1.15055967657538	0.53605290024021	0.356143810225275	0.613531652917927	0.650764559116902	0.333423733725192	0.903038270112912	3.77082904603249	0.344828496997441	0.863938450423971	0.992768430768924	1.48542682717024	0.20163386116965	1.4276061727819	0.367371065648529
