"BC_HKB0543_1306_T"	"BC_HKB0662_1294_T"	"BC_HKB0779_1486_T"	"BC_HKB0786_1508_T"	"BC_HKB0831_1520_T"	"BC_HKB0890_1550_T"	"BC_HKB0899_M1605_T"	"BC_HKB0921_1575_T"	"BC_HKB1385_1721_T"	"BC_HKB2113_1657_T"	"HKB0007_3005_T"	"HKB0035_3006_T"	"HKB0040_3002_T"	"HKB0044_3006_T"	"HKB0050_3005_T"	"HKB0054_3000_T"	"HKB0069_3000_T"	"HKB0074_3000_T"	"HKB0079_3006_T"	"HKB0082_3006_T"	"HKB0084_3000_T"	"HKB0091_3001_T"	"HKB0094_3006_T"	"HKB0098_3005_T"	"HKB0101_3000_T"	"HKB0120_3000_T"	"HKB0129_3000_T"	"HKB0143_3006_T"	"HKB0155_3000_T"	"HKB0162_3006_T"	"HKB0167_3006_T"	"HKB0186_3000_T"	"HKB0194_3006_T"	"HKB0207_3001_T"	"HKB0214_3006_T"	"HKB0220_3000_T"	"HKB0573_3000_T"	"HKB0579_3000_T"	"HKB0650_3000_T"	"HKB0659_3000_T"	"HKB0674_3000_T"	"HKB0683_3000_T"	"HKB0710_3000_T"	"HKB0718_3000_T"	"HKB0736_3000_T"	"HKB0751_3000_T"	"HKB0752_3000_T"	"BC_HKB0187_1214_T"	"BC_HKB0754_1481_T"	"BC_HKB0759_1488_T"	"BC_HKB0915_M1647_T"	"BC_HKB0917_1656_T"	"BC_HKB2116_1671_T"	"HKB0004_3006_T"	"HKB0005_3001_T"	"HKB0019_3006_T"	"HKB0038_3006_T"	"HKB0065_3006_T"	"HKB0067_3006_T"	"HKB0089_3001_T"	"HKB0100_3006_T"	"HKB0134_3006_T"	"HKB0157_3006_T"	"HKB0159_3006_T"	"HKB0161_3001_T"	"HKB0211_3002_T"	"HKB0629_3000_T"	"HKB0638_3000_T"	"BC_HKB0022_649_T"	"BC_HKB0112_933_T"	"BC_HKB0555_1321_T"	"BC_HKB0728_1447_T"	"BC_HKB0833_1552_T"	"BC_HKB0834_1553_T"	"BC_HKB0873_1549_T"	"BC_HKB0906_1627_T"	"BC_HKB2106_1619_T"	"BC_HKB2114_1660_T"	"BC_HKB2118_1689_T"	"BC_HKB2123_1695_T"	"HKB0036_3006_T"	"HKB0092_3000_T"	"HKB0106_3006_T"	"HKB0132_3006_T"	"BC_HKB0632_1381_T"	"BC_HKB0895_1582_T"	"BC_HKB1372_1697_T"	"BC_HKB2128_1735_T"	"HKB0023_3006_T"	"HKB0656_3000_T"	"BC_HKB0056_809_T"	"HKB0210_3006_T"	"BC_HKB0199_1263_T"	"BC_HKB0567_M1337_T"	"BC_HKB0582_1333_T"	"BC_HKB0668_1298_T"	"BC_HKB0729_1445_T"	"BC_HKB0738_1475_T"	"BC_HKB0757_1496_T"	"BC_HKB0761_1499_T"	"BC_HKB0763_1511_T"	"BC_HKB0896_1590_T"	"BC_HKB1383_1724_T"	"BC_HKB2125_1717_T"	"BC_HKB2127_1726_T"	"HKB0052_3000_T"	"HKB0064_3004_T"	"HKB0097_3000_T"	"HKB0102_3006_T"	"HKB0158_3006_T"	"HKB0160_3000_T"	"HKB0164_3006_T"	"HKB0168_3006_T"	"HKB0552_3000_T"	"HKB0564_3000_T"	"HKB0626_3000_T"	"HKB0719_3002_T"	"HKB0737_3000_T"	"BC_HKB0741_1471_T"	"BC_HKB0830_1541_T"	"BC_HKB1366_1663_T"	"BC_HKB2107_1620_T"	"BC_HKB2109_1628_T"	"BC_HKB2112_1636_T"
"C1QA"	8.9602626365306	5.92409988564074	7.59141014298214	5.93498820178348	7.19869058566892	8.35698009141037	9.41869594960205	6.51159454153741	8.77820857639809	7.04930403348226	7.32786697140204	6.72642254084614	8.57072855433289	7.61955973778249	7.60821785302146	7.6398833131998	7.63154086734149	6.8073549220576	7.28540221886225	7.97848166870967	7.44194819050336	8.04286317624712	6.72041528490633	7.78306371004598	5.78920757534734	7.45030398982412	5.9371089462026	7.45425816131463	7.08140354506251	6.60584986719498	9.38844787631711	7.7189780307796	7.90809234081827	7.41599522099608	6.28946563095822	7.83187724119167	7.51711818515321	7.01580529391335	6.5234051328555	8.01245693628882	8.63346753884266	6.9407540474748	9.13535017064689	7.80438919853563	8.21776387190864	7.72860081064319	8.56670101222984	5.63604452602804	4.21800615028443	6.38801728534513	4.89287670006069	6.14445431392619	7.58345891013077	6.64038956005495	6.07831095000713	6.53449743373817	6.61632828755145	6.91444493174679	7.19623326086959	7.4236622024954	6.76778719809436	7.48960715674871	6.13175409098481	6.36789520554199	5.3437631221496	6.11186596386756	6.57848591347439	5.92148393743373	8.48498396775894	6.25983740058951	5.90038381666693	5.15299460549244	4.08151006812092	5.37573453858316	6.5630055530624	5.44128427192704	5.02236781302845	5.07424852334703	5.43729433149714	4.16430358309365	6.81365294595797	6.06501215043695	5.24031432933371	5.93922657772821	6.69988472869748	5.96069703930431	4.44161626940656	6.18229502502548	6.0524593691181	5.37677657188298	6.29700794927485	6.87676249078156	6.98253731439927	7.75515464317727	4.2349610948395	5.4870360800319	5.27537959625362	6.74389191093657	6.4517056653563	6.96497614914012	5.56285295958392	3.78764141448333	5.81147103052984	2.65535182861255	3.55336050333533	6.88178695937053	7.99542798583254	5.89578731646331	6.53791724903408	6.73822740036724	6.97819562968165	7.00663464339423	5.57228336665041	6.89384755813292	5.68481873755322	5.91862475557459	5.90544717873885	6.56939994847322	6.12370757651207	5.27463440251759	4.70043971814109	4.5915597458278	6.65835431677408	5.85049941375812
"KCTD19"	1.79493566280354	3.55581615506164	2.68257329734758	1.22032995487956	1.20163386116965	2.38128337250378	2.29572302453997	0.298658315564515	1.04264433740849	3.5957423394744	0.0143552929770701	0.0976107966264223	0.495695162624069	0.0143552929770701	0.070389327891398	0.298658315564515	0.124328135002202	0.111031312388744	0.0143552929770701	0.0143552929770701	0.20163386116965	0.0565835283663675	0.0143552929770701	0.0976107966264223	0.124328135002202	0.124328135002202	0.137503523749935	0	0.0565835283663675	0	0.0285691521967709	0.0285691521967709	0.189033824390017	0.0285691521967709	0.0840642647884745	0.111031312388744	0.0976107966264223	0	0	0.137503523749935	0.22650852980868	0.124328135002202	0.070389327891398	0.0426443374084937	0.298658315564515	0	0.0285691521967709	0	0	0.839959587489532	2.04264433740849	1.47508488294878	1.35049724708413	0.0426443374084937	0.0426443374084937	0.0285691521967709	0.0143552929770701	0.0840642647884745	0.0976107966264223	0	0.0285691521967709	0.150559676575381	0	0.0285691521967709	0.0840642647884745	0.0426443374084937	0.124328135002202	0.137503523749935	0.823749360308273	2.96716860753263	1.23878685958712	1.4905701304462	0	2.56071495447448	0.799087306074004	1.01435529297707	0.333423733725192	0	1.0496307677246	0.948600847493356	0.0285691521967709	0.0565835283663675	0.0143552929770701	0.137503523749935	0.367371065648529	2.01435529297707	0	1	0.0426443374084937	0.0143552929770701	0.53605290024021	0.55581615506164	0.650764559116902	0.333423733725192	0.31034012061215	0.632268215499513	0	1.02147972741045	1.44360665147561	2.60169651648096	0.790772037862	0	0.748461233004036	0.659924558402378	1.44890095114513	0	0.0426443374084937	0.0976107966264223	0.124328135002202	0.485426827170242	0.0285691521967709	0.16349873228288	0.0143552929770701	0.0565835283663675	0	0.0565835283663675	0.0426443374084937	0.0285691521967709	1.32192809488736	0	2.18903382439002	0	1.26303440583379	1.03562390973072
"BLOC1S1"	6.09550251765867	4.77399632511117	5.4093909361377	5.33556900555675	4.81557542886257	5.82705683650015	6.17572418538028	5.59215800212536	5.95233356636969	5.09127669436522	7.14190276743519	6.78685769601721	6.53620835469226	5.90110824301451	6.35561538275796	6.42961596420174	6.32660925100527	6.41006969175638	5.78581207535837	6.41193462479118	5.92386226807603	6.24107745817504	6.51159454153741	6.34216358328935	6.86591881455221	7.06791831519062	6.20711196120771	6.1785154701886	6.59454854955035	5.68650052718322	6.66078033403255	6.76101926524048	6.85673675611911	6.56361576562977	6.72819263549805	6.68243284122705	7.05788344889963	6.86059040937486	7.33037912758063	6.27127625917593	6.73267622307331	6.47443604325227	6.33664044640873	6.6573541815237	6.82692976598958	6.57893871309339	6.84071499114108	5.65792577227638	4.04788732939655	5.76818432477693	4.15299460549244	6.12122266984196	5.63343121035563	6.11040500673928	6.54674015270091	5.74496834824888	6.21334728173344	5.89117612475454	6.55550942708326	5.98891186495402	7.29370154208074	6.32660925100527	5.83743871485637	7.2502036564993	6.44724856860178	5.38474058729238	6.72628628972067	7.39600531746942	5.99412711400313	5.40394936423287	5.16631374788993	6.03188036558718	3.05831649559082	4.91886323727459	4.77346892790519	6.35402893805439	5.26416107128808	5.78764141448333	4.85549144310187	5.96301164759943	6.33217085041511	6.67044381212281	5.54905302933729	6.25285462595139	6.17911290067856	5.83086375675176	5.26453643099903	6.06888573730101	6.69278983497265	6.81659970653491	4.01256867350306	6.88496416470878	5.72191944555154	6.07103324445682	6.23131719715266	5.60377468646397	6.40343816300828	4.89965902637744	5.41953889151378	6.26134275618808	4.79337571126475	4.92076967302065	5.36106648879432	5.52950864107431	4.23955079661364	6.40769264866568	6.55243855525354	5.76924279514054	6.45450493755737	6.97682185236069	7.03716255012738	6.8245132973348	6.95314881283224	6.60110220337641	6.66063774000813	5.96023367169445	6.09824268000358	7.09444722169991	4.47638168756724	5.17632277264046	5.03869955130559	5.00809242094872	5.96878197383005	6.00584907569669
"DCC"	0	0	0	0	0	0	0.799087306074004	0.575312330687437	0.432959407276106	0	0.0840642647884745	0.124328135002202	0.263034405833794	0.20163386116965	0.0426443374084937	0.0976107966264223	0.0840642647884745	0.189033824390017	0.411426245726465	0.0976107966264223	0.344828496997441	0.0285691521967709	0.070389327891398	0.214124805352847	0.0565835283663675	0.16349873228288	0.526068811667588	0	0.137503523749935	0.070389327891398	0.485426827170242	0.176322772640463	0.0565835283663675	0.150559676575381	0.0840642647884745	0.0143552929770701	0.27500704749987	0.111031312388744	0.22650852980868	0.855989697308481	0.0285691521967709	0.111031312388744	0.286881147788162	0.367371065648529	0.070389327891398	0.111031312388744	0.0426443374084937	0.903038270112912	0	0	0	0	1.40053792958373	0.0285691521967709	0.0565835283663675	0.0143552929770701	0.0143552929770701	0.0565835283663675	0.0285691521967709	0.189033824390017	0.0565835283663675	0.20163386116965	0.20163386116965	0.0285691521967709	0.0565835283663675	0.411426245726465	0	0.0426443374084937	0	0	0.454175893185802	0.37851162325373	0	0	0	0	0	0	0	0	0.0426443374084937	0	0.356143810225275	0.189033824390017	0.807354922057604	0	0.641546029087524	0	0.0285691521967709	0.0143552929770701	0	4.6450098843911	0	0	0	0	0.604071323668861	0	0.887525270741587	0	0.443606651475615	0.454175893185802	0	0	0	0.070389327891398	0.0976107966264223	0.0143552929770701	0.0143552929770701	0.0565835283663675	0	0.111031312388744	0.189033824390017	0.0285691521967709	0.0426443374084937	0	0.16349873228288	0.124328135002202	0	1.48026512205446	0	0	0	0
"IRF1"	6.75020450927987	4.97727992349992	6.09676785471469	4.44757919654888	5.9957106289071	5.93357263826102	7.64939990087277	5.63488363677538	6.69696752623429	5.80219321694183	6.32355021453705	4.78293270482084	6.13688860790307	6.67327373660982	6.88325423134128	5.2137360959228	6.46025109894385	4.55458885167764	6.07403439421256	6.84498815668261	6.22593041117105	5.64010029789039	4.96809075204526	5.66419836929191	4.89141918684608	5.18030701996943	4.47313748777226	4.51727569320958	4.80529245560071	5.12804589092299	6.89336221076387	5.96116025813664	6.07446262070454	5.2502036564993	5.51317488460363	6.67891698667984	5.1122831085982	5.28243980500639	5.58044701959866	5.45713459431804	6.75542173473424	5.10181813422741	6.7636771418966	5.82349462471286	7.0518071070133	6.63734941083314	5.05398016818765	3.60407132366886	1.79493566280354	5.6284819943839	3.58255600301406	5.74227574754027	5.35966172233388	4.19692173382033	4.54349588342577	5.00450139223494	4.8094144442359	5.72710360352266	5.46336088581666	4.36876834909033	5.30305008468167	5.44062004767917	4.53169336086147	4.78659636189081	4.94766615679601	3.53356334821451	4.36176835941915	3.63343121035563	5.61529857909211	6.45582036508492	4.24944534108584	5.69432306012539	2.79701297783614	5.31433399391901	4.38404980679516	4.60703434594862	5.24069594421251	3.20163386116965	4.64904056563445	3.24336442569366	4.94579495674006	5.09381367340273	3.54720302475693	4.76075320806299	5.00315244866692	3.36176835941915	5.07895134139482	4.6724253419715	5.20320115631661	5.25663329505992	5.4594316186373	4.98322165074267	5.74092756031863	3.42088657497553	6.22187708107703	3.51853513898218	4.50969584193339	4.07638806851284	4.40122086216022	4.47832471148503	5.12267271882414	3.96532254836725	5.15015345524625	3.01077983875324	3.75167794568758	4.92362461136832	4.4093909361377	4.18030701996943	3.67581593117227	5.92457500339273	4.01703108052784	4.56132613645392	4.24716800037477	5.09718938723511	4.2349610948395	4.39300425689832	4.30012372456901	4.71753934339116	3.24792751344359	4.73552217729654	4.24488705912353	4.17232749165762	4.12184429787638	4.80322703643493
"HRNR"	5.47702965301306	2.55090066464752	5.47346223623528	3.90881290773955	4.31324585178756	5.01077983875324	7.64551433582041	4.06004738366994	4.14567745519564	2.52857131887076	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0.0143552929770701	0.0143552929770701	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	3.93262815702213	6.76672765886312	5.51822038059959	4.18982455888002	6.04198762165136	3.37155886261196	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0	0.0840642647884745	0	0	4.98322165074267	6.45318830954823	3.81966818349646	5.6246858105254	4.34411833452143	1.41142624572647	4.4666271200415	2.86393845042397	5.30085587126876	4.83086375675176	2.43562859405209	3.24640808724638	0.0143552929770701	0	0	0	2.8094144442359	2.85199883711245	2.85598969730848	2.85996954822103	0	0	2.34482849699744	0	4.59275601044103	5.08703845676695	2.98367769469807	2.4931349223055	4.3743439890385	3.89917563048051	5.17791779219584	5.83137058796754	5.5270077606372	1.95977015521147	2.50589092972996	2.28095631383106	5.47508488294878	0	0	0	0	0	0	0	0	0.0143552929770701	0.0143552929770701	0	0	0	4.09761079662642	4.28835856219366	6.10412695052722	4.04351949366274	3.65992455840238	3.34056226902641
"C2orf66"	0	0	0	0	0	0	0	0	0	0	0.250961573533219	0.22650852980868	0.111031312388744	0.16349873228288	0	0.0976107966264223	0.27500704749987	0.176322772640463	0.263034405833794	0	0.137503523749935	0.22650852980868	0.176322772640463	0.250961573533219	0	0.0565835283663675	0.124328135002202	0.0426443374084937	0.111031312388744	0.333423733725192	0.176322772640463	0	0	0	0	0.111031312388744	0.176322772640463	0	0.124328135002202	0.0565835283663675	0.263034405833794	0.0426443374084937	0.070389327891398	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0.124328135002202	0.333423733725192	0.0426443374084937	0.070389327891398	0.422233000683048	0.0565835283663675	0	0	0.0426443374084937	0	0.124328135002202	0.263034405833794	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0.0565835283663675	0	0	0	0	0.0426443374084937	0.176322772640463	0	0.0976107966264223	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0	0.400537929583729	0.298658315564515	0.0565835283663675	0.0565835283663675	0.0565835283663675	0.641546029087524	0.124328135002202	0.124328135002202	0.632268215499513	0.22650852980868	0.333423733725192	0	0	0.963474123974886	0	0	0
"COMMD1"	2.09761079662642	5.03210084316702	0	4.17951105027151	0	5.661350569234	3.73335434061383	2.28688114778816	3.24640808724638	4.52794609890826	5.63430284166251	5.33699741660501	5.95023510048569	5.63865311646611	5.68818035858693	5.46401472450489	4.95698592461258	5.39677601078753	5.64645070648318	5.80761252317263	5.46793154602629	5.83415498140132	5.28540221886225	5.88166461932035	5.21723071622067	5.83668159332712	5.75194568161502	5.32445060465607	4.62058641045188	5.63255905211795	5.80838505065609	5.30487605004489	5.35931031689044	5.80348537559595	4.93828579188405	5.85324716724215	6.00270252037982	6.19002217480265	6.56985560833095	6.27127625917593	5.78267065867701	5.44294349584873	5.54689445988764	6.03188036558718	6.19515071056471	6.09339115325301	6.27556583456033	5.19927972133662	3.57046293102604	4.22265002245148	3.34482849699744	0	2.89917563048051	5.05571626351254	5.7816219978706	5.18467702068089	5.32553033156756	6.18229502502548	5.72191944555154	5.85249829878989	5.2637856138908	5.90713102474679	5.61412086878925	5.47864829453918	5.91456452349394	6.0524593691181	5.25134038278862	5.09169983413681	3.60288440871842	0	3.64385618977472	3.87381319835909	3.64731450954714	4.49121175600309	3.24792751344359	2.16349873228288	4.76234881564413	3.12598165385472	4.42827641439251	2.65992455840238	5.90279715788023	5.08278773170927	5.790772037862	5.48960715674871	1.65535182861255	3.68818035858693	3.09929520433778	0	5.63807383718072	6.61500424163503	3.63575439127776	4.91456452349394	4.08746284125034	4.4594316186373	4.46597446450407	4.45154083301783	3.1243281350022	3.30451104180995	2.43829285157915	4.82476785314329	3.5385381636298	3.99819550315325	3.99367436175058	5.48960715674871	5.04919510562227	5.29130885982897	5.50239425611126	4.67807190511264	5.23150921086705	5.69125497865014	5.38612115681485	5.81224149518948	5.52481592835751	6.11873347576784	6.04461269295798	4.99503219247754	6.09676785471469	5.86195536414487	2.85199883711245	0	3.27202318906105	0	3.70929063572336	4.05658352836637
"CFHR3"	0	0	0	0	0	0	0	0	0	0	0	0.150559676575381	0.443606651475615	0	0.0976107966264223	0.111031312388744	0.0285691521967709	0	0	0.124328135002202	0.0285691521967709	0.0565835283663675	0.111031312388744	0.286881147788162	0	0	0.238786859587116	0.0285691521967709	0.250961573533219	0.111031312388744	0	0.137503523749935	0.16349873228288	0.333423733725192	0.0565835283663675	0	0.464668267003444	0	0.189033824390017	1.11769504266975	0.137503523749935	1.09761079662642	0.678071905112638	0.150559676575381	0	0.238786859587116	0.0976107966264223	2.12763327972587	0	0	0	0	0	0.0565835283663675	0.137503523749935	0.0285691521967709	0.0565835283663675	0	0	0	0	0.0840642647884745	0.0565835283663675	0.333423733725192	0	0.0976107966264223	0	2.43295940727611	0	0	0	0	0	0	0	1.56559717585423	0	0	0	0	0.298658315564515	0	0	0.176322772640463	0	0	0	0	0.0565835283663675	0.0565835283663675	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0	0	0	0.641546029087524	0	0.0840642647884745	0.0565835283663675	0.111031312388744	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NDUFS3"	3.17632277264046	4.39643353125099	2.95791459863299	3.29425313644451	2.16671544496642	4.09000652990382	3.605257262939	2.38128337250378	1.54101915313356	2.56071495447448	5.38335869538511	5.91456452349394	5.89433274227769	6.03474394932473	5.59931779369823	5.19888699095693	5.77030048949942	5.13010717865883	5.12018602753186	5.58646452588639	6.5318492857512	5.2349610948395	5.4326254114323	5.6331405495224	5.51349074558812	5.68481873755322	5.39403389536778	5.85474373899554	5.46336088581666	5.76818432477693	5.83491342970104	5.51633038682594	6.04832338653781	5.01792190799726	5.71534429535891	6.01792190799726	5.11103131238874	5.65706830120158	6.36246988875021	6.32355021453705	6.08852325661663	5.19140472885276	6.21916852046216	5.70653055253812	5.93428059364002	5.84674402324487	5.85524225145415	4.88996019965864	4.16912328147676	3.87479696589867	4.04176864995163	2.72465027173297	4.21567859660793	6.15340002773506	5.07382023329167	5.46825746832314	5.42794133250948	6.23764019503539	5.49857001254426	5.77794567069515	5.86195536414487	5.74038793246835	5.72873684336602	6.17951105027151	5.70321146739115	4.62702310555406	5.72465027173297	5.5668151540109	4.61176256006487	3.43829285157915	2.0036022366802	3.68818035858693	2.790772037862	3.34766565630097	1.57046293102604	3.5385381636298	2.48800077083407	4.10601323762212	3.16671544496642	3.3305584000308	5.6906964439777	5.82807299786697	5.51191074867093	5.45187047886432	2.96901230751632	3.605257262939	3.42088657497553	3.81455042346181	5.36492255850577	6.13852780142227	3.92124588858559	7.08735675683242	3.08236196955747	3.33485426933163	2.84197311892718	3.60169651648096	2.9429835981871	3.91838623444635	2.62760683812965	2.59454854955035	0	2.82171021503467	2.42492208821069	0	2.13422093976063	5.12308675098106	5.41345868800798	5.03254169727004	5.84172158112846	5.66845955691538	5.64443315240625	5.69097573834328	5.61588707391606	5.6876206320849	5.91217080294995	5.82425869660337	5.32228872357088	6.04810537444206	2.62527048937469	3.12763327972587	1.82374936030827	2.61353165291793	3.21412480535285	3.07382023329167
"FAM71F1"	1.13750352374994	0	0.765534746362977	1.31034012061215	1.4541758931858	0	0	0	0	0.871843648509318	0.31034012061215	0.176322772640463	0.356143810225275	1.37295209791183	0.0565835283663675	0.0426443374084937	0.070389327891398	0.22650852980868	0.176322772640463	0.27500704749987	0.0565835283663675	0.214124805352847	0.176322772640463	0.0840642647884745	0.443606651475615	0.124328135002202	0.333423733725192	0.070389327891398	0.20163386116965	0.137503523749935	0.22650852980868	0.286881147788162	0	0.286881147788162	0.0426443374084937	0.150559676575381	0.0426443374084937	0.189033824390017	0.070389327891398	0.124328135002202	0.321928094887362	0	0.124328135002202	0.137503523749935	0.298658315564515	0.0840642647884745	0.070389327891398	0	1	0	2.0703893278914	0	2.94110631094643	0.0976107966264223	0.0976107966264223	0.263034405833794	0.367371065648529	0.333423733725192	0	0.0426443374084937	0.432959407276106	0.070389327891398	0.070389327891398	0	0	0.16349873228288	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0.669026765509631	0.070389327891398	0.367371065648529	0.0840642647884745	0	0	0	0	0.150559676575381	0.111031312388744	0	0.0840642647884745	0	0	0.704871964456353	0	0	0	0	0	0	0	0	2.86987140617771	0	0.985500430304885	0.0565835283663675	0.250961573533219	0	0.505890929729957	0	0.20163386116965	0.0840642647884745	0.124328135002202	0.22650852980868	0.604071323668861	0	0.124328135002202	0	0	0.807354922057604	1.44890095114513	0	0
"OR10C1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.189033824390017	0	0	0	0	0.0565835283663675	0	0	0	0.189033824390017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GSC2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACTRT2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC144776"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NKX6.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C12orf12"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0.124328135002202	0	0	0	0	2.51853513898218	0	1.53106949272595	0	0	0	0	0	0	0	0	0.0143552929770701	0.0143552929770701	0	0	0	0.150559676575381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0.0426443374084937	0	0.0285691521967709	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"DEFA6"	0	3.86195536414487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.238786859587116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KRTAP5.6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FLJ46321"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100192379"	1.4905701304462	1.54596836910529	0	0	0	0	3.79597469420667	0	1.9560566524124	0	0	0	0.0285691521967709	0	0	0	0	0	0	0.0285691521967709	0.0426443374084937	0	0.0285691521967709	0	0	0.0285691521967709	0.0840642647884745	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.214124805352847	0.0565835283663675	0.0143552929770701	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0.0840642647884745	0	0	0	0	0	0	0	0	0.632268215499513	0	0	0	0	0	0.0426443374084937	0.0565835283663675	0	0.0840642647884745	0	0	0	0	0	0	0	0	0	0	0	0	1.36176835941915	0	0	0	0	0	0.722466024471091	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
