"BC_HKB0543_1306_T"	"BC_HKB0662_1294_T"	"BC_HKB0779_1486_T"	"BC_HKB0786_1508_T"	"BC_HKB0831_1520_T"	"BC_HKB0890_1550_T"	"BC_HKB0899_M1605_T"	"BC_HKB0921_1575_T"	"BC_HKB1385_1721_T"	"BC_HKB2113_1657_T"	"HKB0007_3005_T"	"HKB0035_3006_T"	"HKB0040_3002_T"	"HKB0044_3006_T"	"HKB0050_3005_T"	"HKB0054_3000_T"	"HKB0069_3000_T"	"HKB0074_3000_T"	"HKB0079_3006_T"	"HKB0082_3006_T"	"HKB0084_3000_T"	"HKB0091_3001_T"	"HKB0094_3006_T"	"HKB0098_3005_T"	"HKB0101_3000_T"	"HKB0120_3000_T"	"HKB0129_3000_T"	"HKB0143_3006_T"	"HKB0155_3000_T"	"HKB0162_3006_T"	"HKB0167_3006_T"	"HKB0186_3000_T"	"HKB0194_3006_T"	"HKB0207_3001_T"	"HKB0214_3006_T"	"HKB0220_3000_T"	"HKB0573_3000_T"	"HKB0579_3000_T"	"HKB0650_3000_T"	"HKB0659_3000_T"	"HKB0674_3000_T"	"HKB0683_3000_T"	"HKB0710_3000_T"	"HKB0718_3000_T"	"HKB0736_3000_T"	"HKB0751_3000_T"	"HKB0752_3000_T"	"BC_HKB0187_1214_T"	"BC_HKB0754_1481_T"	"BC_HKB0759_1488_T"	"BC_HKB0915_M1647_T"	"BC_HKB0917_1656_T"	"BC_HKB2116_1671_T"	"HKB0004_3006_T"	"HKB0005_3001_T"	"HKB0019_3006_T"	"HKB0038_3006_T"	"HKB0065_3006_T"	"HKB0067_3006_T"	"HKB0089_3001_T"	"HKB0100_3006_T"	"HKB0134_3006_T"	"HKB0157_3006_T"	"HKB0159_3006_T"	"HKB0161_3001_T"	"HKB0211_3002_T"	"HKB0629_3000_T"	"HKB0638_3000_T"	"BC_HKB0022_649_T"	"BC_HKB0112_933_T"	"BC_HKB0555_1321_T"	"BC_HKB0728_1447_T"	"BC_HKB0833_1552_T"	"BC_HKB0834_1553_T"	"BC_HKB0873_1549_T"	"BC_HKB0906_1627_T"	"BC_HKB2106_1619_T"	"BC_HKB2114_1660_T"	"BC_HKB2118_1689_T"	"BC_HKB2123_1695_T"	"HKB0036_3006_T"	"HKB0092_3000_T"	"HKB0106_3006_T"	"HKB0132_3006_T"	"BC_HKB0632_1381_T"	"BC_HKB0895_1582_T"	"BC_HKB1372_1697_T"	"BC_HKB2128_1735_T"	"HKB0023_3006_T"	"HKB0656_3000_T"	"BC_HKB0056_809_T"	"HKB0210_3006_T"	"BC_HKB0199_1263_T"	"BC_HKB0567_M1337_T"	"BC_HKB0582_1333_T"	"BC_HKB0668_1298_T"	"BC_HKB0729_1445_T"	"BC_HKB0738_1475_T"	"BC_HKB0757_1496_T"	"BC_HKB0761_1499_T"	"BC_HKB0763_1511_T"	"BC_HKB0896_1590_T"	"BC_HKB1383_1724_T"	"BC_HKB2125_1717_T"	"BC_HKB2127_1726_T"	"HKB0052_3000_T"	"HKB0064_3004_T"	"HKB0097_3000_T"	"HKB0102_3006_T"	"HKB0158_3006_T"	"HKB0160_3000_T"	"HKB0164_3006_T"	"HKB0168_3006_T"	"HKB0552_3000_T"	"HKB0564_3000_T"	"HKB0626_3000_T"	"HKB0719_3002_T"	"HKB0737_3000_T"	"BC_HKB0741_1471_T"	"BC_HKB0830_1541_T"	"BC_HKB1366_1663_T"	"BC_HKB2107_1620_T"	"BC_HKB2109_1628_T"	"BC_HKB2112_1636_T"
"C17orf87"	3.97177344719337	2.51601514700366	5.22380865860602	3.99909803370561	2.96716860753263	4.92504996472736	2.63459326844576	4.15055967657538	3.49569516262407	3.46988597627446	2.20163386116965	1.05658352836637	4.96624587322494	2.4541758931858	2.4541758931858	3.13750352374994	3.10936055940423	2.5033487351675	2.52105073690096	2.38956681176273	2.10768786931437	2.40871186102943	2.16349873228288	2.51349074558812	2.24184018356467	2.58496250072116	2.41142624572647	2.30742852519225	2.90881290773955	2.40871186102943	4.48607074373567	3.01792190799726	2.94860084749336	2.48026512205446	2.4541758931858	3.06695024392463	2.73984810269933	2.54349588342577	2.63923216324928	3.78240856492737	3.72683121703249	2.0703893278914	3.5033487351675	3.13750352374994	4.20554891117303	3.28983446517751	3.67581593117227	2.38956681176273	0.839959587489532	2.40871186102943	3.27052894238072	3.32337006906127	5.02192383855476	1.33342373372519	1.790772037862	1.62760683812965	1.96347412397489	2.06004738366994	2.55336050333533	2.33628338786443	0.495695162624069	2.89530262133331	1.77399632511117	1.4905701304462	1.6959938131099	1.82374936030827	2.09761079662642	1.37851162325373	4.53729606709084	4.83541884047548	3.41278152533848	5.40633257782171	4.09845324630927	1.97819562968165	3.44360665147561	4.24184018356467	5.15258906928713	4.24412594328373	3.52857131887076	4.41886457739032	1.48542682717024	1.42223300068305	0.53605290024021	1.60407132366886	3.40735275114004	2.57046293102604	2.92219784839637	5.04395687279021	1.93734439215023	1.31034012061215	2.73984810269933	1.89141918684608	4.34411833452143	2.39506279951758	3.70708299177171	3.50589092972996	3.50462039240355	2.33342373372519	3.5385381636298	3.86888427302877	4.98458935036246	4.18507363787676	5.18903382439002	3.79805051476751	4.57228336665041	2.26303440583379	2.63226821549951	1.64616265715789	1.63226821549951	3.13093086982645	0.910732661902913	2.64154602908752	2.03210084316702	1.41683974191283	1.32768736417605	1.28095631383106	2.22032995487956	2.58496250072116	3.60644222813161	5.38922261635589	4.61941301059794	3.29278174922785	1.9297909977186	4.65306001710456
"PPP1R16B"	3.5981269599196	1.58976348698498	2.72900887033786	1.07724299893246	1.49569516262407	4.89044669267991	3.67129337248158	3.11603199344711	3.41006969175638	1.32192809488736	1.89530262133331	1.74416109557041	5.18903382439002	2.76977173924945	2.93734439215023	3.63575439127776	3.02502879449152	3.44095219802964	2.54349588342577	2.24792751344359	2.16671544496642	2.10097764772482	2.65535182861255	2.25096157353322	1.88362081628567	3.64500988439109	3.30888505741176	2.53106949272595	3.37295209791183	2.57046293102604	4.16591193893569	3.72683121703249	2.41953889151378	3.53106949272595	2.17632277264046	3.40463068421761	3.1554254317472	2.49569516262407	2.62760683812965	3.29130885982897	4.12680770314203	2.81147103052984	2.09085343045111	2.57773093149008	5.18784690943957	3.5909612413426	3.04264433740849	0.344828496997441	0.333423733725192	0.263034405833794	1.74846123300404	0.678071905112638	2.94110631094643	1.41142624572647	1.05658352836637	0.790772037862	1.01435529297707	1.76553474636298	1.85199883711245	2.09085343045111	1.26903314645524	2.78450398292957	2.0036022366802	1.05658352836637	2.64616265715789	4.37155886261196	0.641546029087524	1.790772037862	2.28392177230762	0.790772037862	1.01435529297707	1.17632277264046	1.51096191927738	0.575312330687437	2.54101915313356	0.963474123974886	0.855989697308481	0.918386234446348	1.36737106564853	0	0.963474123974886	1.09761079662642	1.58014548442338	2.08065766334523	1.25096157353322	0.613531652917927	1.93734439215023	0.978195629681652	1.75702324650746	1.63226821549951	1.04264433740849	2.08746284125034	2.46466826700344	2.76128527336162	0.400537929583729	0.27500704749987	0	1.61353165291793	2.8073549220576	1.59931779369823	1.09085343045111	0.333423733725192	0.298658315564515	0	0	2.93168305705981	1.97819562968165	2.05658352836637	2.07724299893246	2.45154083301783	4.24412594328373	2.02147972741045	2.30158764660319	2.78450398292957	2.114367024952	0.887525270741587	2.92219784839637	2.33342373372519	1.50080205305716	1.92219784839637	0.978195629681652	1.6915341649192	1.54101915313356	0.411426245726465
"CD8B"	4.87921563716567	1.4594316186373	2.39231742277876	2.02856915219677	3.30742852519225	1.62760683812965	4.62643913669732	3.21878116778407	3.46205231879643	2.61823865559545	2.26303440583379	1.95977015521147	4.33199177823206	2.57773093149008	3.34482849699744	2.8011586560937	2.97636363573276	3.36597242759338	2.12101540096137	3.1243281350022	3.38404980679516	3.29572302453997	2.4905701304462	1.91073266190291	1.71808758396052	2.13422093976063	2.81762325751143	2.31614574229336	2.53356334821451	2.94860084749336	3.98367769469807	2.79285535236249	3.12598165385472	3.24184018356467	2.47767732756531	3.49569516262407	3.46858331700683	2.8972404255748	3.27052894238072	2.8094144442359	4.56254772419912	3.92599941855622	5.09929520433777	3.31759350462347	5.5909612413426	3.82781902461732	3.32624970083746	0	0	3.16188768237689	1.63226821549951	1.26303440583379	1.72683121703249	4.14812063112396	0.895302621333307	0.669026765509631	0.443606651475615	2.14404636961671	1.34482849699744	1.83187724119167	1.56559717585423	2.26603689399532	1.85996954822103	0.400537929583729	1.85199883711245	3.46205231879643	0.604071323668861	0.545968369105292	0	1.56071495447448	1.61823865559545	1.40053792958373	0	3.12101540096137	2.01435529297707	2.24488705912353	2.07724299893246	0	0	0	0.75702324650746	0.641546029087524	1.17632277264046	1.72683121703249	2.84599177066457	0	0	1.49569516262407	1.24488705912353	0.659924558402378	2.57046293102604	2.10433665981474	0.963474123974886	0	1.84398384404833	0	0	2.38681094647222	0	0	1.32768736417605	1.04264433740849	0	0	0	2.51096191927738	1.06350294230616	1.50080205305716	1.6915341649192	1.40053792958373	1.11103131238874	1.41142624572647	1.53605290024021	1.20163386116965	1.42223300068305	1.63226821549951	2.01077983875324	2.18903382439002	0	1.59931779369823	1.35049724708413	0	1.02147972741045	0
"AOAH"	3.85598969730848	2.85399564717639	3.06177619758669	2.40599235967584	3.26453643099903	1.73552217729654	4.13832300405648	2.66220549965362	3.68818035858693	1.76553474636298	3.15704371014558	2.66902676550963	4.91504279137198	2.85798099512757	3.54720302475693	3.68481873755322	3.30158764660319	3.36457243229586	3.51601514700366	3.21723071622067	2.74200621086674	3.79493566280354	3.11769504266975	3.34198574722862	2.98367769469807	3.60169651648096	3.06695024392463	2.77188557851537	3.32624970083746	3.32337006906127	4.456149034648	3.64616265715789	3.59931779369823	3.65420637794429	2.58496250072116	4.12350066435096	3.29572302453997	3.23878685958712	2.84197311892718	3.83289001416474	4.77820857639809	3.48800077083407	4.01970191444255	3.10265813136374	4.50589092972996	3.5033487351675	4.30961277245412	1.29865831556452	0	1.43829285157915	1.51601514700366	2.114367024952	0	2.12763327972587	2.17312743348066	2.24488705912353	2.29865831556452	2.6959938131099	3.05658352836637	3.31903981556254	1.37295209791183	3.18269229751619	2.20163386116965	2.22032995487956	2.45154083301783	2.65306001710456	2.28688114778816	1.70487196445635	2.70265754339091	1.89917563048051	1.30451104180995	1.4594316186373	0	1.89530262133331	2.78659636189081	0.526068811667588	1.43295940727611	0.722466024471091	0	1.87970576628229	2.04264433740849	1.90303827011291	1.99638874644762	2.12763327972587	2.10433665981474	1.0071955014042	1.99276843076892	2.55090066464752	2.31034012061215	2.0703893278914	2.84599177066457	2.89141918684608	2.96716860753263	1.77820857639809	0.545968369105292	0	0	1.6959938131099	0	1.63691458035588	1.63691458035588	0	0.713695814843359	0	0.956056652412403	3.17951105027151	3.10936055940423	2.17951105027151	2.67581593117227	2.49825086752783	1.9297909977186	2.94110631094643	2.06695024392463	2.46727948045998	2.43295940727611	1.71808758396052	2.43295940727611	2.84799690655495	2.12101540096137	0	1.62293035092018	0	2.10433665981474	1.24488705912353
"CXCR6"	6.85524225145415	5.03165985430805	6.27164977245721	5.42894634476948	6.8146785889699	5.23419472295381	5.60792206726114	6.32138698278217	6.65248649491816	6.18447867118709	2.19219416528334	2.38681094647222	4.82017896241519	3.26603689399532	3.1586601753465	3.34766565630097	2.54101915313356	3.22804904788446	3.42223300068305	3.89044669267991	2.87381319835909	2.8073549220576	2.9429835981871	2.35895882583233	2.19219416528334	2.30742852519225	2.58976348698498	2.53605290024021	2.611172380044	2.58736499093646	4.58916423669977	2.93922657772821	2.54843662469604	3.81044310384517	2.55336050333533	3.09929520433778	3.35049724708413	2.46466826700344	3.55336050333533	4.1811025507538	3.90110824301451	3.13093086982645	4.42290574261218	3.32192809488736	5.17472598770613	3.51853513898218	4.26077843189343	5.31542131594578	5.25436728144083	5.39369076418745	5.11270013274936	5.50143914515887	6.45104622297668	1.29865831556452	1.32768736417605	1.06350294230616	0.970853654340484	1.86789646399265	1.75702324650746	2.86591881455221	0.526068811667588	2.73768676140986	1.89530262133331	1.20789285164133	2.14404636961671	1.46988597627446	0.799087306074004	1.35614381022528	4.51601514700366	6.91814767387683	5.32876467228402	6.25417828621676	5.58436125251871	5.18547014606694	6.06888573730101	5.12845838414693	6.59902017739168	4.90977310414164	5.68957872550933	4.96301164759943	1.14404636961671	1.49569516262407	1.44890095114513	2.22032995487956	5.56285295958392	5.23381138429316	4.71039319217052	3.78659636189081	1.29865831556452	0.807354922057604	5.51032901949057	1.22650852980868	5.54318652456517	5.12639473762014	4.81249822533356	4.67807190511264	5.88874324889826	5.2861418728343	5.00315244866692	4.50080205305716	5.52356195605701	4.09254574154357	5.74819284958946	5.66305992374782	6.05267672430358	2.6507645591169	1.76553474636298	1.41683974191283	1.20163386116965	1.58496250072116	0.333423733725192	1.4594316186373	1.07724299893246	1.66902676550963	1.55090066464752	0.970853654340484	1.71808758396052	2.17312743348066	4.86591881455221	6.64875303298957	5.76765479823735	6.31433399391901	4.82476785314329	5.41616416473313
"CTSW"	4.29204549249286	2.17312743348066	2.73552217729654	0	3.20006486151431	4.1811025507538	2.18269229751619	3.96809075204526	3.36317107711924	2.71369581484336	2.32192809488736	2.72900887033786	3.44757919654888	4.40190347160796	3.65535182861255	3.07724299893246	2.81762325751143	3.84197311892718	2.75702324650746	3.82273014794452	2.75702324650746	3.44890095114513	2.71369581484336	0.895302621333307	2.04614178164472	2.58014548442338	1.61353165291793	2.01077983875324	2.15055967657538	3.23878685958712	5.33342373372519	1.43829285157915	3.34482849699744	2.78031009904338	2.44625622988956	2.09423606984577	3.21567859660793	1.83187724119167	2.98002530023873	4.06436554026363	4.56864019541922	1.01435529297707	3.84799690655495	2.95791459863299	3.28540221886225	4.73768676140986	4.46205231879643	1.26903314645524	0	1.64616265715789	0	1.35049724708413	2.01077983875324	1.22650852980868	0.516015147003665	1.56559717585423	0.871843648509318	2.84599177066457	0.454175893185802	0.604071323668861	1.96347412397489	1.51601514700366	1.4905701304462	1.63226821549951	2.21723071622067	1.7311832415722	1.23878685958712	0.454175893185802	3.33771109212829	2.27202318906105	1.25096157353322	0	1.91073266190291	0	3.80529245560071	0.871843648509318	2.6507645591169	2.80322703643493	0	1.16349873228288	2.0036022366802	1.20789285164133	1.32192809488736	1.94110631094643	2.34482849699744	0	2.16027483140859	1.01435529297707	1.41142624572647	0.55581615506164	1.65992455840238	1.67807190511264	2.37016428054021	1.48026512205446	1.4276061727819	1.07724299893246	1.91838623444635	3.41413553298445	1.03562390973072	1.19534759832222	1.56559717585423	0.748461233004036	2.17632277264046	1.94110631094643	3.80529245560071	2.43829285157915	1.95977015521147	0.713695814843359	0.650764559116902	2.36457243229586	1.9297909977186	0.356143810225275	1.4594316186373	1.52606881166759	1.32768736417605	1.20163386116965	0.748461233004036	2.18903382439002	1.28688114778816	1.86393845042397	3.17791779219584	0	2.13422093976063	2.38681094647222
"GZMM"	2.50080205305716	0	0	0	0	0	3.46858331700683	2.67355642399014	0	0	1.20163386116965	1.75702324650746	3.78031009904338	1.99638874644762	3.16027483140859	2.68257329734758	2.21101219348551	2.20163386116965	2.05658352836637	2.03210084316702	1.48542682717024	1.58496250072116	2.43028527297778	1.67355642399014	1.54596836910529	1.71808758396052	1.81966818349646	1.82374936030827	2.0703893278914	1.34482849699744	2.31903981556254	2.47248777146274	2.73552217729654	2.31324585178756	1.65992455840238	2.65992455840238	2.28983446517751	1.72246602447109	2.4931349223055	2.06695024392463	3.42894634476948	2.38956681176273	2.22342254993494	1.59454854955035	4.3037807481771	2.36457243229586	2.53106949272595	0	0	0	0	0	0	0.748461233004036	0.823749360308273	0.75702324650746	0.214124805352847	1.14404636961671	1.34482849699744	1.68257329734758	1.57531233068744	1.90303827011291	1.11769504266975	0.485426827170242	0.933572638261024	0.298658315564515	0.594548549550354	0.464668267003444	0	1.53106949272595	0	0	0	0	0	0	0	0	0	0	0.704871964456353	0.918386234446348	1.02147972741045	1.73984810269933	0	0	1.61823865559545	0	1.16349873228288	1.20789285164133	0	0.545968369105292	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42223300068305	0.956056652412403	0.903038270112912	0.871843648509318	1.49569516262407	1.46988597627446	0.495695162624069	1.03562390973072	0.641546029087524	1.28688114778816	0.713695814843359	1.06350294230616	1.70043971814109	0	0	0	0	0.992768430768924	0
"KCNA3"	4.5077946401987	3.21256933885081	4.63633460244218	3.08236196955747	4.37364821133469	3.63691458035588	6.0923343111862	4.16188768237689	5.08151006812092	3.77399632511117	2.88362081628567	1.38404980679516	4.60703434594862	2.54101915313356	2.0703893278914	2.799087306074	2.57046293102604	2.62058641045188	3.4541758931858	3.18269229751619	1.9297909977186	1.77399632511117	2.20163386116965	2.41413553298445	1.72683121703249	1.89530262133331	2.1243281350022	1.72246602447109	1.80322703643493	2.4905701304462	3.95140129167431	2.6915341649192	2.48284828306847	2.72900887033786	2.25701061820602	2.54349588342577	2.68706068833989	2.13093086982645	2.31034012061215	3.69821847822441	3.44095219802964	2.20163386116965	2.26303440583379	2.06695024392463	3.89044669267991	3.13422093976063	2.37851162325373	1.0071955014042	0.565597175854225	0	1.34482849699744	0.632268215499513	3.68032435684402	0.863938450423971	0.687060688339892	0.807354922057604	0.53605290024021	1.53106949272595	1.46466826700344	1.68257329734758	1.27500704749987	2.1243281350022	1.33913738491959	0.790772037862	1.63226821549951	1.02856915219677	0.516015147003665	0.84799690655495	4.06608919045777	4.38681094647222	1.78240856492737	2.68481873755322	1.29865831556452	1.48542682717024	3.82476785314329	1.73984810269933	2.13093086982645	0.516015147003665	2.67129337248158	0	0.918386234446348	1.02147972741045	1.20163386116965	1.75702324650746	2.92219784839637	0.422233000683048	2.15380533607904	1.28095631383106	1.31034012061215	0.75702324650746	2.17632277264046	2.57531233068744	3.97911075501579	1.96716860753263	1.49569516262407	1.91073266190291	1.4276061727819	1.57531233068744	0	0.956056652412403	2.71808758396052	0.970853654340484	0	0	0.6959938131099	1.93734439215023	0.75702324650746	1.13750352374994	1.11103131238874	1.36176835941915	0.815575428862573	1	1.59931779369823	1.13750352374994	1.31614574229336	0.263034405833794	1.81147103052984	1.75702324650746	1.02147972741045	2.10097764772482	2.50589092972996	1.96347412397489	3.58135124716878	0.687060688339892
"LCP2"	6.45335295377561	4.46793154602629	5.40497122358917	2.6915341649192	4.77663042305105	5.95093492831454	6.99491908871511	4.60999129521268	6	4.86046625851717	3.76128527336162	2.97452931248388	5.45811948117451	4.20789285164133	4.09423606984577	4.51032901949057	4.37712374912949	4.13010717865883	4.28762004411207	4.02502879449152	4.04875931191986	4.23955079661364	3.50842865253186	3.99186193055632	3.29719141656586	3.87970576628229	3.73443866613717	3.79389588254888	4.07980475463526	3.74308405554959	5.4947356048628	4.65133876610593	4.48607074373567	4.50207595604579	3.81044310384517	4.42021289061078	3.98732086592925	3.60880924267552	3.35049724708413	4.04351949366274	5.0574502721839	3.53231695933277	4.57410150808939	3.68144926531496	5.49345520092618	4.53231695933277	4.30451104180995	3.24488705912353	3.65191274464578	4.23266075679027	3.60999129521268	3.75381844317354	3.65191274464578	2.85598969730848	2.8011586560937	3.46858331700683	3.34766565630097	3.40871186102943	3.83592407425437	3.57046293102604	2.26002565596146	3.96532254836725	2.88362081628567	3.32048467801769	3.85996954822103	3.43829285157915	2.8073549220576	2.10768786931437	6.31487775736821	4.32768736417605	3.25550073314839	4.55581615506164	3.6507645591169	2.74846123300404	4.41074812818595	3.68481873755322	4.39025495632187	2.99457972421575	4.41481206056585	2.97085365434048	3.25247621413522	2.60644222813161	2.39780296186249	2.71149490665009	3.68481873755322	4.66220549965362	2.72900887033786	4.75007048586569	3.27947129564447	2.42223300068305	3.5385381636298	3.42088657497553	4.03210084316702	4.77346892790519	4.09676785471469	2.44625622988956	5.20828313841252	2.99819550315325	3.25550073314839	4.60229058486114	2.99638874644762	1.29278174922785	4.33556900555675	0	2.16992500144231	3.58014548442338	3.6724253419715	3.10768786931437	3.09085343045111	3.66448284036468	3.26903314645524	3.8499992594661	3.11603199344711	2.72900887033786	2.75915583380027	2.20163386116965	3.0232553523003	3.25096157353322	2.4276061727819	4.70487196445635	4.10013667128545	2.93734439215023	5.50747752951693	3.94953493301701
"LAX1"	2.86987140617771	2.40599235967584	2.73552217729654	0	2.16671544496642	1.51096191927738	3.4541758931858	3.45549162062847	3.45154083301783	1.94110631094643	2.62993940943954	1.15055967657538	4.17951105027151	2.28688114778816	1.91073266190291	2.27202318906105	2.49825086752783	1.81147103052984	3.78450398292957	3.34198574722862	2.16027483140859	1.68706068833989	2	2.38128337250378	1.32768736417605	1.25096157353322	1.76977173924945	1.21412480535285	1.4594316186373	2.18586654531133	4.32553033156756	2.46466826700344	2.09423606984577	1.85598969730848	2.41413553298445	1.92599941855622	2.15380533607904	1.63691458035588	2.25701061820602	4.61353165291793	2.91456452349394	2.32192809488736	2.38404980679516	2.37295209791183	3.29865831556452	2.83390207666916	2.71149490665009	1.84398384404833	0	1.23266075679027	0	1.21412480535285	2.27798474729977	1.23878685958712	0.895302621333307	0.956056652412403	0.321928094887362	1.16992500144231	0.871843648509318	1.24488705912353	0.575312330687437	2.41413553298445	1.08406426478847	1.44890095114513	1.94110631094643	1.0071955014042	0.516015147003665	0.765534746362977	2.25398926623079	1.72683121703249	0.584962500721156	2.07724299893246	0.659924558402378	0.545968369105292	2.09761079662642	1.26303440583379	0.464668267003444	0	0.584962500721156	0	1.15704371014558	0.678071905112638	0.831877241191673	1.8073549220576	1.85598969730848	0	0.815575428862573	0.516015147003665	1.37295209791183	0.495695162624069	1.58496250072116	0.956056652412403	0.53605290024021	1.21412480535285	0.443606651475615	0.485426827170242	0	0	0	1.41683974191283	0	0	0	1.02147972741045	0	1.33913738491959	0.807354922057604	0.669026765509631	0.545968369105292	1.18903382439002	0.713695814843359	0.7311832415722	1.23878685958712	1.02856915219677	1.24488705912353	0.356143810225275	1.32192809488736	1.44890095114513	0.6959938131099	1.6959938131099	0	0	1.90303827011291	0
"CDC42SE2"	4.98230913012977	3.83995958748953	4.00629802390037	4.10349763970334	5.54101915313356	2.26603689399532	4.48091134604775	4.51727569320958	5.54843662469604	5.84071499114108	5.11935617703968	4.15785216914174	6.30706416225537	5.29462074889163	5.07681559705083	5.07296327155522	4.89820835250872	5.24412594328373	4.89336221076387	4.86542397831313	4.47508488294878	4.38612115681485	4.61529857909211	5.04045412134962	4.80632405739003	4.8011586560937	5.06695024392463	4.87135084063403	5.07167687375186	5.04832338653781	5.66448284036468	5.21839371107679	5.53543091487128	5.53946903474989	5.13175409098481	6.29553937040683	5.22110372536788	5.25701061820602	5.23993261348524	5.34766565630097	5.67863534782274	4.97956810009519	4.85748342828667	4.98823022306046	6.5535141040851	5.41920177384876	4.83289001416474	4.57288966842058	3.70929063572336	3.61353165291793	3.97361127551947	3.81455042346181	5.30815697511476	4.50271248596606	4.09676785471469	4.11769504266975	4.32840565895857	4.54411440220947	4.74953426766926	4.6667565918848	1.53605290024021	4.456149034648	4.66391384211598	4.92457500339273	4.89093302170554	4.29939120612683	4.80787007829978	3.91169158187234	4.65764000520782	5.4867143730307	3.48155728070859	4.74146698640115	3.30888505741176	4.37295209791183	4.86740230572754	2.73552217729654	4.9126498648972	5.34660237529899	4.42693561964834	3.4032677223393	4.28983446517751	4.66277517193778	4.43762724831895	4.81455042346181	3.77610398807316	2.99276843076892	4.53605290024021	4.03474394932473	4.6450098843911	4.50271248596606	4.19377174339668	4.8293421939028	3.69265037003553	3.39094277280254	4.81147103052984	3.90977310414164	3.18745105402733	3.80838505065609	2.96162332828694	3.82273014794452	4.07809742302666	3.73552217729654	4.29498826769145	4.29645740737124	5.40190347160796	5.01836711554312	4.56742375770728	4.28540221886225	4.68369645430652	5.1811025507538	4.36457243229586	5.00674683244058	4.58856473740135	4.54287709935414	4.65706830120158	3.70154905694307	4.6246858105254	4.29057185085208	4.77030048949942	4.07724299893246	5.14893410452634	4.63633460244218	3.67581593117227	3.97727992349992
"CAMK4"	1.9560566524124	1.68257329734758	2.45154083301783	0.713695814843359	2.4541758931858	3.36597242759338	2.73768676140986	0.659924558402378	1.799087306074	1.27500704749987	1.05658352836637	1.23878685958712	3.6507645591169	1.57046293102604	2.14730669878029	2.28983446517751	1.32768736417605	2.56559717585422	1.73984810269933	1.56071495447448	1.4905701304462	1.6507645591169	1.66448284036468	1.4541758931858	1.58976348698498	1.60880924267552	2.0036022366802	1.41142624572647	1.46988597627446	1.78659636189081	2.58496250072116	2.26903314645524	2.18903382439002	2.33342373372519	1.43829285157915	2.37573453858316	2.35895882583233	2.25701061820602	1.93734439215023	1.66448284036468	2.84599177066457	1.62293035092018	1.93734439215023	1.89530262133331	4.00090140274153	2.38404980679516	1.85199883711245	1.85598969730848	0	0.6959938131099	0.632268215499513	0	0.948600847493356	1.75702324650746	1.02856915219677	0.565597175854225	1.91456452349394	0.815575428862573	1.13750352374994	1.44360665147561	1.16349873228288	1.41142624572647	2.13093086982645	0.985500430304885	1.30451104180995	1.15704371014558	0.367371065648529	1.48026512205446	1.91838623444635	1.38956681176273	0	1.61823865559545	1.4541758931858	0	0.6959938131099	0	1.20163386116965	0.815575428862573	0	0	1.0071955014042	0.963474123974886	0.879705766282288	1.27500704749987	0	0	0.526068811667588	0.713695814843359	1.66902676550963	0.704871964456353	0.75702324650746	5.50652577904312	0	0	0.622930350920177	0	1.13750352374994	0	0	0.871843648509318	0.6959938131099	0	0.807354922057604	0	0	1.73552217729654	0.495695162624069	0.790772037862	1.27500704749987	1.48542682717024	0.389566811762726	1.75274859140713	1.26303440583379	1.16992500144231	1.40053792958373	0.641546029087524	1.29278174922785	2.47508488294878	0	0	0	0	0	0.622930350920177
"CRTAM"	2.57531233068744	0.659924558402378	0.970853654340484	0	0.839959587489532	0.978195629681652	1.89530262133331	0	2.17951105027151	0.807354922057604	0.941106310946431	0.739848102699327	3.5909612413426	1.25701061820602	1.86789646399265	1.70487196445635	1.38404980679516	1.65992455840238	1.52105073690096	1.26903314645524	1.05658352836637	1.58496250072116	1.58014548442338	1	1.11769504266975	1.02856915219677	1.64154602908752	0.863938450423971	1.38956681176273	1.09085343045111	2.55826763405574	1.52606881166759	1.73552217729654	1.58496250072116	1.15055967657538	1.6959938131099	1.56559717585423	1.74416109557041	1.48026512205446	2.04264433740849	2.75060650483559	1.89141918684608	1.87184364850932	1.60880924267552	3.99729240763651	2.26002565596146	2.09423606984577	0.773996325111173	0	1.28095631383106	0	0	1.01435529297707	0.176322772640463	0.505890929729957	0.321928094887362	0.584962500721156	0.799087306074004	0.910732661902913	0.75702324650746	0.31034012061215	1.50080205305716	0.400537929583729	0.855989697308481	0.948600847493356	1.20789285164133	0.333423733725192	0.37851162325373	0.55581615506164	0.713695814843359	0.941106310946431	0	0	0	2.13093086982645	0	0.773996325111173	0	0	0	0.526068811667588	0.584962500721156	0.526068811667588	0.669026765509631	0	0	0.55581615506164	0	0.739848102699327	0.53605290024021	0	0.37851162325373	0	0	0	1.31614574229336	0	0	0	0	0	0	0	0	0	1.23266075679027	1.27500704749987	0.622930350920177	0.678071905112638	0.925999418556223	0.37851162325373	0.815575428862573	0.739848102699327	0.807354922057604	0.443606651475615	0.137503523749935	1.16992500144231	0.594548549550354	0.985500430304885	0	0.748461233004036	0	0	0
