"BC_HKB0112_933_T"	"BC_HKB0199_1263_T"	"BC_HKB0543_1306_T"	"BC_HKB0662_1294_T"	"BC_HKB0728_1447_T"	"BC_HKB0779_1486_T"	"BC_HKB0831_1520_T"	"BC_HKB0873_1549_T"	"BC_HKB0890_1550_T"	"BC_HKB0899_M1605_T"	"BC_HKB0921_1575_T"	"BC_HKB1385_1721_T"	"BC_HKB2113_1657_T"	"HKB0016_3006_T"	"HKB0035_3006_T"	"HKB0040_3002_T"	"HKB0050_3005_T"	"HKB0052_3000_T"	"HKB0054_3000_T"	"HKB0069_3000_T"	"HKB0074_3000_T"	"HKB0094_3006_T"	"HKB0098_3005_T"	"HKB0127_3006_T"	"HKB0129_3000_T"	"HKB0132_3006_T"	"HKB0155_3000_T"	"HKB0167_3006_T"	"HKB0186_3000_T"	"HKB0194_3006_T"	"HKB0214_3006_T"	"HKB0220_3000_T"	"HKB0573_3000_T"	"HKB0579_3000_T"	"HKB0650_3000_T"	"HKB0659_3000_T"	"HKB0674_3000_T"	"HKB0719_3002_T"	"HKB0736_3000_T"	"HKB0737_3000_T"	"HKB0751_3000_T"	"BC_HKB0022_649_T"	"HKB0008_3006_T"	"HKB0033_3006_T"	"HKB0064_3004_T"	"HKB0067_3006_T"	"HKB0070_3002_T"	"HKB0089_3001_T"	"HKB0120_3000_T"	"HKB0137_3002_T"	"HKB0143_3006_T"	"HKB0164_3006_T"	"HKB0179_3006_T"	"HKB0191_3001_T"	"HKB0209_3004_T"	"HKB0222_3006_T"	"HKB0227_3006_T"	"HKB0576_3000_T"	"HKB0599_3000_T"	"HKB0722_3002_T"	"BC_HKB0882_1555_T"	"BC_HKB2116_1671_T"	"HKB0007_3005_T"	"HKB0036_3006_T"	"HKB0044_3006_T"	"HKB0056_3002_T"	"HKB0065_3006_T"	"HKB0079_3006_T"	"HKB0082_3006_T"	"HKB0084_3000_T"	"HKB0091_3001_T"	"HKB0121_3006_T"	"HKB0134_3006_T"	"HKB0710_3000_T"	"HKB0718_3000_T"
"P2RY10"	1.01435529297707	2.9429835981871	1.71369581484336	1.50589092972996	2.15380533607904	2.25398926623079	1.9297909977186	0.84799690655495	0	1.64154602908752	2.76765479823735	4.30305008468167	0	1.41142624572647	2.31903981556254	4.82273014794452	2.93168305705981	2.11103131238874	3.50716034911752	2.70265754339091	2.65535182861255	2.15380533607904	2.4541758931858	2.24792751344359	2.41142624572647	2.50842865253186	2.11103131238874	5.75194568161502	3.29572302453997	2.79493566280354	2.71149490665009	3.38266725274504	3.49825086752783	2.88362081628567	2.63923216324928	4.01167453338092	4.05311133645956	1.70929063572336	4.47443604325227	1.71369581484336	3.38818953715608	0.799087306074004	2.21412480535285	0.963474123974886	0.839959587489532	1.70043971814109	1.64616265715789	1.30451104180995	2.59454854955035	1.83592407425437	1.84799690655495	1.4905701304462	1.38404980679516	1.4594316186373	0.863938450423971	1.42223300068305	1.14404636961671	0.887525270741587	1.58014548442338	1.25701061820602	0.933572638261024	1.76977173924945	2.29278174922785	1.05658352836637	2.78450398292957	2.114367024952	1.49569516262407	2.44095219802964	2.75274859140713	1.68257329734758	2.16349873228288	2.14730669878029	1.81557542886257	3.03210084316702	2.82984955984469
"TIGIT"	5.41886457739032	4.2667865406949	3.7279204545632	3.97177344719337	3.61588707391606	2.92219784839637	3.79493566280354	4.47832471148503	3.45680614923047	5.29278174922785	3.52481592835751	4.76924279514054	2.07382023329167	2.08746284125034	2.790772037862	4.88655014732434	3.52606881166759	1.91456452349394	3.55213110825378	3.01435529297707	2.70487196445635	2.98732086592925	2.22342254993494	2.0036022366802	2.29278174922785	1.97819562968165	2.18269229751619	4.69209237542757	3.17951105027151	3.19219416528334	2.68257329734758	3.44625622988956	3.49825086752783	2.41683974191283	2.78450398292957	3.93357263826102	4.41278152533848	1.63226821549951	5.19337751056436	1.97085365434048	3.74738739965272	2.99638874644762	2.09085343045111	0.6959938131099	1.16992500144231	1.85199883711245	0.831877241191673	1.42223300068305	2.5033487351675	2.19219416528334	2.17951105027151	1.41683974191283	1.52606881166759	1.75702324650746	1.4594316186373	1.23266075679027	1.43829285157915	1.1243281350022	2.08065766334523	1.92599941855622	2.790772037862	0.903038270112912	2.12101540096137	1.6507645591169	2.95046841415012	2.35614381022528	1.62293035092018	2.790772037862	3.23266075679027	2.27202318906105	2.92789645372882	1.91073266190291	2.55826763405574	3.90303827011291	2.58014548442338
"CD8A"	2.61588707391606	2.4032677223393	4.99503219247754	3.17791779219584	2.57046293102604	3.80838505065609	3.93262815702213	3.35614381022528	0.773996325111173	4.40258575823259	5.23955079661364	5.35155766245043	2.55336050333533	2.3533232911629	2.23572705983806	5.08831123588866	3.83390207666916	2.92219784839637	3.35191096110308	3.31469652565629	3.53480866123175	2.83995958748953	2.41683974191283	2.4032677223393	3.10433665981474	2.22032995487956	3.11270013274936	4.90544717873885	3.75167794568758	3.89530262133331	3.4235781709818	3.96624587322494	3.56071495447448	2.75915583380027	3.33342373372519	2.96162332828694	5.09254574154357	2.56315813040281	5.88679398997529	2.35049724708413	4.14812063112396	1.24488705912353	2.43829285157915	2.16992500144231	1.6915341649192	1.77399632511117	2.14730669878029	2.22032995487956	2.56803210477128	2.64616265715789	3.03210084316702	1.72246602447109	2.29572302453997	2.81966818349646	1.89917563048051	1.8073549220576	1.70043971814109	1.97819562968165	1.75702324650746	2.43829285157915	2.29278174922785	4.42961596420174	2.68481873755322	1.17632277264046	3.12928301694497	2.24488705912353	2.40053792958373	3.02856915219677	3.93545974780529	2.98550043030489	3.50716034911752	2.22958792274065	2.83995958748953	4.18189764310839	3.62293035092018
"SH2D1A"	0	2.08746284125034	2.37851162325373	1.28095631383106	1.58496250072116	2.5033487351675	1.4905701304462	1.01435529297707	2.90689059560852	3.21723071622067	3.46727948045998	3.70376517879341	1.24488705912353	1.50589092972996	1.68706068833989	4.56254772419912	2.75274859140713	1.58976348698498	2.82984955984469	1.94485844580754	2.52105073690096	2.20163386116965	1.55581615506164	1.60880924267552	1.80322703643493	1.83592407425437	1.4594316186373	3.34340782229781	2.3305584000308	2.19534759832222	2.29572302453997	2.72900887033786	2.5033487351675	2.25096157353322	2.46205231879643	3.0036022366802	3.85598969730848	1.4541758931858	4.78868571061353	1.27500704749987	3.1906148602095	1.09761079662642	1.56071495447448	0.956056652412403	1.9297909977186	1.23266075679027	0.575312330687437	1.16992500144231	1.67807190511264	1.52606881166759	1.63691458035588	1.08406426478847	1.21412480535285	0.992768430768924	0.344828496997441	1.11769504266975	0.918386234446348	0.918386234446348	1.35049724708413	1.07724299893246	1.11769504266975	0.948600847493356	1.31614574229336	0.831877241191673	1.74846123300404	1.29865831556452	1.19534759832222	2.05658352836637	1.799087306074	1.26903314645524	1.89530262133331	1.44890095114513	1.72246602447109	2.71369581484336	2.43562859405209
"XCR1"	2.95233356636969	0	3.94579495674006	0	2.14404636961671	1.99276843076892	3.27351588970212	3.25096157353322	3.31034012061215	3.79701297783614	0	3.21878116778407	2.18586654531133	0.765534746362977	0.516015147003665	1.63226821549951	0.704871964456353	0.55581615506164	1.31614574229336	1.1243281350022	1.48542682717024	0.485426827170242	0.782408564927373	0.963474123974886	0.704871964456353	0.189033824390017	0.37851162325373	1.22650852980868	1.16992500144231	0.505890929729957	0.773996325111173	1.26903314645524	0.286881147788162	0.367371065648529	0.321928094887362	1.23878685958712	0.918386234446348	0.20163386116965	1.85996954822103	0.604071323668861	0.687060688339892	0.970853654340484	0.632268215499513	0.333423733725192	0.238786859587116	0.678071905112638	0.176322772640463	0.321928094887362	1.07724299893246	0.238786859587116	0.16349873228288	0.27500704749987	0.367371065648529	0.604071323668861	0.111031312388744	0.150559676575381	0.584962500721156	0.111031312388744	0.0565835283663675	0.0426443374084937	0	2.06695024392463	0.464668267003444	0.333423733725192	0.650764559116902	0	0.321928094887362	0.871843648509318	0.613531652917927	0.400537929583729	0.55581615506164	0.214124805352847	0.659924558402378	0.565597175854225	0
"DCANP1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SLAMF1"	3.39917109381982	2.19849415363908	3.3533232911629	1.75274859140713	2.44360665147561	2.72246602447109	2.40871186102943	1.89530262133331	0	3.15380533607904	2.8972404255748	1.87578006306849	2.99457972421575	1.38956681176273	1.19534759832222	4.07809742302666	2.16671544496642	1.72683121703249	2.59693514238723	2.17951105027151	2.37573453858316	1.82374936030827	2.0496307677246	1.53106949272595	2.15055967657538	1.4594316186373	2.07382023329167	3.46466826700344	2.24792751344359	2.18903382439002	1.7311832415722	1.77820857639809	2.16349873228288	1.58014548442338	1.87578006306849	3.20945336562895	3.21723071622067	1.29278174922785	3.95791459863299	1.18269229751619	2.54843662469604	0.704871964456353	0.956056652412403	0.75702324650746	0.516015147003665	1.4541758931858	0.594548549550354	1.63691458035588	1.52105073690096	1.52606881166759	1.32768736417605	0.678071905112638	1.0071955014042	0.903038270112912	1.44890095114513	0.55581615506164	0.903038270112912	0.918386234446348	0.669026765509631	1.05658352836637	0	1.02147972741045	1.44890095114513	1.09761079662642	2.40599235967584	1.54101915313356	1.29865831556452	2.53106949272595	2.26903314645524	1.48026512205446	2.05658352836637	1.37851162325373	1.76128527336162	2.28095631383106	2.05658352836637
"STAT4"	2.45680614923047	2	1.66448284036468	0	0.831877241191673	1.58976348698498	2.03562390973072	0.903038270112912	1.83187724119167	2.85598969730848	1.31614574229336	0	2.16349873228288	1.92599941855622	1.77399632511117	4.51032901949057	2.73984810269933	2.60169651648096	3.48413813120167	2.70043971814109	2.92599941855622	2.27500704749987	2.88557436437143	2.20163386116965	2.68929916053589	1.82374936030827	1.799087306074	3.33771109212829	2.7311832415722	2.70043971814109	2.13750352374994	2.95791459863299	3.47638168756724	2.57288966842058	2.69821847822441	3.33342373372519	3.77082904603249	2.8073549220576	4.83238371654913	2.7158933705476	3.27202318906105	1.93357263826102	2.30742852519225	1.66448284036468	1.51096191927738	1.70487196445635	1.44360665147561	1.96716860753263	2.13422093976063	1.50589092972996	2.12101540096137	1.72246602447109	2.71149490665009	1.38404980679516	1.31614574229336	1.86393845042397	1.11769504266975	1.7311832415722	1.35614381022528	1.77820857639809	0	0	1.65535182861255	1.52105073690096	2.32481060342048	1.51601514700366	1.9560566524124	2.41142624572647	2.48800077083407	1.73984810269933	2.10097764772482	1.48542682717024	2.18903382439002	2.99457972421575	2.41683974191283
"GCSAM"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"THEMIS"	0.839959587489532	1	3.03913839390696	2.02147972741045	0.748461233004036	2.61353165291793	2.27798474729977	0	2.35614381022528	2.32192809488736	2.07382023329167	1.53605290024021	1.71369581484336	1.26903314645524	1.14404636961671	3.87970576628229	2.22342254993494	1.97085365434048	2.18586654531133	1.6915341649192	2.75060650483559	1.98185265328974	1.21412480535285	1.60880924267552	2.47248777146274	1.36737106564853	1.76553474636298	2.86591881455221	2.40599235967584	2.17312743348066	1.90303827011291	2.5385381636298	2.37016428054021	2.31324585178756	2.22650852980868	2.114367024952	3.1906148602095	1.74416109557041	4.71808758396052	1.23878685958712	2.77188557851537	1.42223300068305	1.30451104180995	0.963474123974886	0.6959938131099	1.17632277264046	0.903038270112912	1.70043971814109	1.65535182861255	1.29278174922785	1.58496250072116	0.855989697308481	1.09761079662642	1.13093086982645	0.505890929729957	1.1243281350022	0.526068811667588	1.14404636961671	0.963474123974886	1.04264433740849	0	1.74846123300404	1.32768736417605	0.475084882948783	1.41142624572647	1.04264433740849	1.11769504266975	1.90303827011291	1.91073266190291	1.23878685958712	1.48542682717024	1.07724299893246	1.53106949272595	2.5385381636298	1.67355642399014
"CD3G"	1.96347412397489	1.02856915219677	4.73930807086039	0	1.790772037862	3.62058641045188	2.77820857639809	2.99638874644762	3.16510798514454	3.98823022306046	2.69376571221778	3.5197934862411	2.72027846523333	1.76128527336162	2.22032995487956	4.53791724903408	3.5668151540109	2	3.23112515787905	2.88362081628567	3	2.32192809488736	1.88752527074159	2.25096157353322	2.38404980679516	1.55090066464752	2.33628338786443	4.06781078378962	3.04264433740849	3.15218341905505	2.73335434061383	3.31903981556254	3.17152710603881	2.50842865253186	3.10768786931437	3.25398926623079	4.44161626940656	1.89917563048051	5.09339115325301	1.75702324650746	3.4235781709818	2.47767732756531	1.73984810269933	1.05658352836637	0.948600847493356	1.59454854955035	1.07724299893246	2.0036022366802	2.34766565630097	2.24184018356467	1.9560566524124	1.14404636961671	1.82374936030827	1.97819562968165	1.33342373372519	1.23266075679027	1.71369581484336	1.09085343045111	1.67807190511264	1.78659636189081	1.09761079662642	2.81557542886257	2.15704371014558	1.4594316186373	2.62293035092018	1.58976348698498	1.88362081628567	2.86393845042397	3.24944534108584	2.20476675065461	2.64154602908752	1.76977173924945	2.18903382439002	3.51349074558812	2.67807190511264
"KCNJ10"	2.94860084749336	2.46205231879643	3.11603199344711	3.43829285157915	2.98550043030489	3.06350294230616	2.91647664443772	2.76977173924945	3.56924802986718	3.50842865253186	3.50842865253186	2.44890095114513	3.674686619928	0.0840642647884745	0.176322772640463	2.08065766334523	0.948600847493356	0.150559676575381	0.298658315564515	0.411426245726465	0.22650852980868	0.31034012061215	0.516015147003665	0.137503523749935	0.0976107966264223	0.070389327891398	0.0840642647884745	2.72465027173297	0.176322772640463	0.887525270741587	0.0840642647884745	0.739848102699327	0.250961573533219	0.150559676575381	0.526068811667588	0.910732661902913	1.46466826700344	0.0976107966264223	2.54349588342577	0.0976107966264223	0.765534746362977	1	0.0426443374084937	0.0143552929770701	0	0.150559676575381	0.0143552929770701	0.137503523749935	0.0143552929770701	0.575312330687437	0.137503523749935	0.150559676575381	0.16349873228288	0.0976107966264223	0	0.0143552929770701	0.070389327891398	0.124328135002202	0.137503523749935	0.333423733725192	2.01077983875324	2.72027846523333	0.27500704749987	0.124328135002202	1.33342373372519	0.286881147788162	0.948600847493356	0.641546029087524	0.903038270112912	0.344828496997441	0.687060688339892	0.0426443374084937	0.37851162325373	1.1243281350022	1.07724299893246
"IL9R"	0	0.678071905112638	0.956056652412403	0	1.51601514700366	0	0.739848102699327	0	0	0	0	1.31614574229336	0	1.15704371014558	0.739848102699327	1.799087306074	1.4276061727819	0.948600847493356	1.13093086982645	1.13093086982645	0.641546029087524	0.773996325111173	1.35614381022528	0.584962500721156	0.516015147003665	0.475084882948783	1.70043971814109	1.60407132366886	1.0496307677246	1.28688114778816	0.871843648509318	1.50589092972996	1.13093086982645	1.34482849699744	1.0703893278914	0.933572638261024	1.59931779369823	0.722466024471091	2.34198574722862	1.36176835941915	1.70487196445635	0	1.15055967657538	1.35049724708413	0.422233000683048	0.992768430768924	0.485426827170242	0.782408564927373	1.0071955014042	1.38956681176273	1.4276061727819	0.565597175854225	0.765534746362977	1	1.49569516262407	0.831877241191673	0.678071905112638	0.956056652412403	0.722466024471091	1.32768736417605	0	0.895302621333307	1.03562390973072	0.263034405833794	0.956056652412403	0.613531652917927	0.765534746362977	1.26303440583379	1.44360665147561	1.16349873228288	1.01435529297707	0.454175893185802	0.773996325111173	1.39506279951758	1.10433665981474
"CD3E"	3.27052894238072	3.83995958748953	6.10685079645022	3.97361127551947	3.58736499093646	5.01256867350306	5.01390884549064	4.16430358309365	4.84549005094437	6.74537180526597	3.97177344719337	4.84348142543246	4.78345665436024	2.98002530023873	2.93168305705981	5.93357263826102	3.91552090075196	3.1243281350022	4.39094277280254	3.66789212523023	4.04875931191986	3.45680614923047	2.91073266190291	3.05311133645956	3.59215800212536	2.58976348698498	3.40735275114004	5.14934066928622	4.34766565630097	4.43295940727611	3.70929063572336	4.40599235967584	4.01881218574282	3.55949181320504	3.55581615506164	3.77294133783134	5.51096191927738	2.46205231879643	6.19810120932482	2.86393845042397	4.43229133824778	3.13750352374994	2.79701297783614	2.15704371014558	1.46466826700344	2.7158933705476	1.64154602908752	3.11935617703968	3.4905701304462	3.13257684267001	2.89530262133331	1.91838623444635	2.70708299177171	3.01613970265525	2.11103131238874	2.36176835941915	1.93734439215023	2.02502879449152	1.97452931248388	2.40599235967584	4.30524096595448	3.31759350462347	3.04439411935845	1.83995958748953	3.51222688651396	2.74416109557041	2.75915583380027	3.54349588342577	4.18982455888002	3.37016428054021	3.75702324650746	2.61823865559545	3.08915913191124	3.98913900736823	3.48026512205446
"SLA2"	2.26303440583379	3.0686708106651	3.06350294230616	4.93026424523502	2.08746284125034	2.84398384404833	3.20476675065461	2.29278174922785	5.18626283566979	4.73226919950145	3.7311832415722	1.20163386116965	3.22187708107703	1.0071955014042	1.54596836910529	3.58616424593091	2.42492208821069	1.4276061727819	2.82374936030827	2.1407786557828	1.91073266190291	1.61823865559545	1.36176835941915	1.51601514700366	1.4541758931858	1.02147972741045	1.68257329734758	3.59215800212536	2.26903314645524	2.68032435684402	1.65992455840238	2.52356195605701	2.35049724708413	1.44890095114513	1.85996954822103	2.38128337250378	3.50589092972996	1.22650852980868	3.59693514238723	1.32768736417605	2.63459326844576	3.20320115631661	1.23878685958712	1.13093086982645	0.7311832415722	1.02856915219677	0.978195629681652	1.54596836910529	1.29865831556452	1.58496250072116	1.57531233068744	0.604071323668861	1.11769504266975	1.4276061727819	1.01435529297707	0.863938450423971	0.575312330687437	1.11769504266975	1.05658352836637	1.23266075679027	1.71369581484336	2.64846544302731	1.65535182861255	0.963474123974886	2.39231742277876	1.31034012061215	1.37295209791183	1.82781902461732	2.64616265715789	1.66902676550963	2.20789285164133	1.22032995487956	1.59454854955035	2.63691458035588	1.79493566280354
"PYHIN1"	1.79493566280354	2.34482849699744	4.06781078378962	1.62760683812965	0.765534746362977	2.89917563048051	2.01435529297707	2.06350294230616	2.90689059560852	3.69265037003553	2.41413553298445	3.73443866613717	0	1.88362081628567	1.86393845042397	4.44360665147561	2.64616265715789	2.34198574722862	3.4235781709818	2.26002565596146	2.94860084749336	2.18586654531133	1.46988597627446	1.83187724119167	2.62760683812965	1.65992455840238	1.93734439215023	3.60644222813161	2.86195536414487	2.70929063572336	1.81147103052984	2.81352468929781	2.85199883711245	2.41683974191283	2.41142624572647	2.72027846523333	3.61941301059794	2.23266075679027	4.91647664443772	1.95233356636969	3.06522762277562	2	1.89917563048051	0.823749360308273	1.27500704749987	1.40053792958373	0.678071905112638	1.48542682717024	2.10097764772482	1.46466826700344	1.72246602447109	0.815575428862573	0.985500430304885	1.28688114778816	0.831877241191673	0.84799690655495	0.823749360308273	0.879705766282288	1.43829285157915	1.43829285157915	1.22032995487956	0	1.52105073690096	0.815575428862573	1.93734439215023	1.98550043030488	1.27500704749987	2.18586654531133	2.20789285164133	1.53106949272595	2.27798474729977	1.55090066464752	1.81966818349646	3.15704371014558	2.36176835941915
"LY9"	3.57046293102604	1.81966818349646	3.93828579188405	1.93734439215023	2.86195536414487	2.58255600301406	1.54596836910529	2.55090066464752	0	4.30012372456901	3.19692173382033	4.63575439127776	2.20476675065461	1.62760683812965	1.84799690655495	4.68594014844598	2.68481873755322	2.1407786557828	3.26453643099903	2.35895882583233	2.55581615506164	2.3533232911629	2.08406426478847	1.94860084749336	2.55336050333533	1.72246602447109	2.24792751344359	3.80426011563474	3.05658352836637	3.0232553523003	2.49569516262407	2.82578562746479	2.58736499093646	2.70487196445635	2.46727948045998	3.0036022366802	4.08236196955747	2.29572302453997	4.38128337250378	1.95977015521147	3.28835856219366	1.43829285157915	1.47508488294878	1.19534759832222	1.43295940727611	1.52606881166759	0.992768430768924	2.13093086982645	2.06350294230616	1.36737106564853	1.59454854955035	1.55090066464752	1	1.64154602908752	0.632268215499513	0.765534746362977	1.08406426478847	0.985500430304885	0.659924558402378	1.42223300068305	0.948600847493356	2.83995958748953	1.74416109557041	0.918386234446348	1.83592407425437	1.65992455840238	1.38956681176273	2.45154083301783	2.08746284125034	1.76977173924945	2.01792190799726	1.58496250072116	2.01435529297707	2.59454854955035	2.07724299893246
"PLEK"	2.25096157353322	3.25247621413522	5.25474519762921	3.22342254993494	2.59931779369823	4.29204549249286	2.80322703643493	2.9560566524124	4.28243980500639	4.5795422249369	2.84197311892718	4.17392693199981	2.92409988564074	3.86096279785812	3.65191274464578	6.85262313719614	4.74899785009815	3.70818723602071	4.51096191927738	4.65935375917005	4.28688114778816	4.10013667128545	4.34695688937888	3.98002530023873	3.54966917072649	3.16510798514454	4.06695024392463	6.28946563095822	5.09550251765867	4.87921563716567	4.00809242094872	4.98641093525204	4.85249829878989	4.32264926213102	4.13504228623365	5.79882817809111	5.76048710181103	3.57046293102604	6.0518071070133	3.98002530023873	5.05441438791731	4.69766263347052	4.66163560233596	3.82984955984469	5.41210404467757	4.18189764310839	3.88068552526112	3.91169158187234	4.77030048949942	4.36387192485753	4.29351763041742	4.38612115681485	3.70376517879341	4.04875931191986	3.68369645430652	3.81249822533356	3.97177344719337	4.99457972421575	3.92314918047231	3.83693401132109	2.42223300068305	3.48413813120167	4.2667865406949	3.53231695933277	4.88410945135923	4.26002565596146	3.99004721957379	4.34482849699744	4.64038956005495	4.2364926183813	5.06910063192283	3.9126498648972	4.27202318906105	5.14445431392619	5.06307144984268
"CLEC9A"	1.55090066464752	1.37295209791183	0.687060688339892	0	0	1.28095631383106	0	2.81762325751143	0	0	0.75702324650746	1.57531233068744	0	0.263034405833794	0.6959938131099	1.29865831556452	0.641546029087524	0.823749360308273	0.863938450423971	0.464668267003444	1.4276061727819	0.321928094887362	0.516015147003665	0.855989697308481	0.839959587489532	0.124328135002202	0.321928094887362	0.669026765509631	0.604071323668861	0.37851162325373	0.422233000683048	0.918386234446348	0.992768430768924	0.604071323668861	0.565597175854225	0.650764559116902	1.02147972741045	1.38956681176273	1.08406426478847	0.704871964456353	0.575312330687437	0	1.72246602447109	0.263034405833794	0.485426827170242	0.823749360308273	0.27500704749987	0.263034405833794	0.722466024471091	0.31034012061215	0.27500704749987	0.27500704749987	0.189033824390017	0.367371065648529	0.0426443374084937	0.6959938131099	0.871843648509318	0.0426443374084937	0.263034405833794	0.150559676575381	0	0	0.111031312388744	0	0.250961573533219	0.176322772640463	0.389566811762726	0.37851162325373	0.0976107966264223	0.250961573533219	0.321928094887362	0.31034012061215	0.20163386116965	0.443606651475615	0.659924558402378
"CXCR3"	2.99638874644762	2.38681094647222	2.56315813040281	0.933572638261024	2.38956681176273	2.06350294230616	2.81966818349646	3.06177619758669	4.32192809488736	3.95977015521147	2.82781902461732	1.60407132366886	1.85598969730848	1.54596836910529	2.27500704749987	4.09761079662642	3.15055967657538	1.91073266190291	2.99095486039699	2.48026512205446	2.1243281350022	2.35049724708413	1.78240856492737	1.73984810269933	1.92599941855622	1.21412480535285	2.0496307677246	3.83895176695194	2.31903981556254	3.09592441999854	2.08406426478847	3.1906148602095	2.68032435684402	1.8073549220576	1.60880924267552	2.23572705983806	4.27649666564036	1.25701061820602	3.78450398292957	1.44360665147561	2.4594316186373	1.16349873228288	1.28095631383106	1.31614574229336	0.839959587489532	1.37851162325373	0.713695814843359	1.58014548442338	1.84799690655495	1.87970576628229	1.91456452349394	0.807354922057604	1.27500704749987	1.85199883711245	1.0496307677246	0.970853654340484	1.25701061820602	0.823749360308273	0.84799690655495	1.36176835941915	1.47508488294878	4.1333991254172	2.25701061820602	1.04264433740849	2.97452931248388	1.92219784839637	1.94110631094643	3.0036022366802	2.8094144442359	2.50080205305716	2.35614381022528	1.59931779369823	2.29572302453997	2.52606881166759	2.30158764660319
"KLRB1"	3.13914201914569	0	1.36176835941915	2.99457972421575	1.66448284036468	2.24184018356467	1.74846123300404	2.33342373372519	0	1.42223300068305	2.23266075679027	3.55581615506164	0	1.20789285164133	1.4276061727819	4.85249829878989	2.85399564717639	2.59454854955035	3.83995958748953	2.03913839390696	2.8499992594661	3.46466826700344	1.73984810269933	2.4032677223393	2.65535182861255	2.30742852519225	2.48542682717024	3.16027483140859	2.96901230751632	2.70043971814109	2.65764000520782	3.55826763405574	3.10097764772482	3.16027483140859	3.17152710603881	3.7279204545632	3.95977015521147	2.31324585178756	4.62058641045188	2.32192809488736	3.19377174339668	0	1.89917563048051	1.4276061727819	1.68706068833989	1.94110631094643	1.46988597627446	2.65764000520782	3.16510798514454	1.62293035092018	2.12101540096137	1.790772037862	1.72246602447109	1.04264433740849	0.545968369105292	1.13093086982645	1.02147972741045	1.60407132366886	1.4905701304462	2.03210084316702	2.47767732756531	2.02502879449152	1.89917563048051	0.985500430304885	2.4032677223393	1.04264433740849	1.11103131238874	2.96162332828694	3.01970191444255	1.76128527336162	2.38956681176273	1.97452931248388	1.27500704749987	2.30742852519225	2.89530262133331
"CD2"	3.04264433740849	3.63226821549951	5.80348537559595	2.76765479823735	3.04439411935845	4.9500017490835	4.9297909977186	3.92599941855622	3.81762325751143	6.11852584893567	4.21334728173344	4.44493204894218	3.49697358099828	3.73226919950145	4.15055967657538	6.46825746832314	5.35579154675365	3.94953493301701	5.04395687279021	4.8801957289431	4.58135124716878	4.32696871158789	3.84799690655495	3.9126498648972	4.20163386116965	3.54720302475693	3.95233356636969	6.09000652990382	4.80683958179819	4.83895176695194	4.19140472885276	5.32624970083746	5.19179950106508	4.51727569320958	5.01256867350306	5.52262076104208	6.09021830165332	3.57531233068744	6.77991629665499	3.35895882583233	5.41244282477561	2.4905701304462	3.24488705912353	3.05137210172103	1.99276843076892	3.4944156103975	2.58496250072116	4.24716800037477	4.17072627613155	3.90110824301451	4.17712050284652	2.71149490665009	3.36176835941915	3.95791459863299	2.76553474636298	2.87184364850932	2.67807190511264	3.36876834909033	3.32048467801769	3.674686619928	2.26603689399532	2.59693514238723	3.86492897228979	3.13257684267001	4.5668151540109	4.03386345186628	3.68032435684402	4.5765221379205	5.24298351610969	3.97544676564096	4.5077946401987	4.0496307677246	3.9560566524124	5.52732060787705	4.84197311892718
"ZNF80"	4.72301239639237	4.26153081524341	5.53044535469291	3.71479501111816	4.43429461795993	4.15137177625395	5.69877410890368	5.17192735435346	2.84599177066457	4.71204544855369	5.04439411935845	5.79779120047889	3.53480866123175	0.516015147003665	0.189033824390017	0.632268215499513	0.454175893185802	0.37851162325373	0.526068811667588	0.22650852980868	0.367371065648529	0.20163386116965	0.111031312388744	0.22650852980868	0.807354922057604	1.11769504266975	0.0565835283663675	0.799087306074004	0.722466024471091	0.31034012061215	0.176322772640463	0.250961573533219	0.37851162325373	0.367371065648529	0.704871964456353	0.903038270112912	1.11769504266975	0.20163386116965	0.963474123974886	0.150559676575381	0.948600847493356	3.92219784839637	0.189033824390017	0.0976107966264223	0.27500704749987	0.16349873228288	0.111031312388744	0.070389327891398	0.137503523749935	0.16349873228288	0.516015147003665	0.150559676575381	0.124328135002202	0.189033824390017	0.111031312388744	0.176322772640463	0.16349873228288	0.150559676575381	0.0285691521967709	0.070389327891398	3	4.41345868800798	0.124328135002202	0.0426443374084937	0.111031312388744	0.111031312388744	0.263034405833794	0.516015147003665	0.137503523749935	0.20163386116965	0.622930350920177	0.16349873228288	0.22650852980868	0.918386234446348	0.189033824390017
