"HKB0004_3000_N"	"HKB0005_3000_N"	"HKB0006_3000_N"	"HKB0019_3000_N"	"HKB0023_3000_N"	"HKB0033_3000_N"	"HKB0035_3000_N"	"HKB0036_3000_N"	"HKB0038_3000_N"	"HKB0040_3000_N"	"HKB0044_3000_N"	"HKB0049_3000_N"	"HKB0050_3000_N"	"HKB0052_3004_N"	"HKB0064_3000_N"	"HKB0067_3000_N"	"HKB0074_3003_N"	"HKB0079_3000_N"	"HKB0094_3000_N"	"HKB0096_3000_N"	"HKB0097_3004_N"	"HKB0098_3000_N"	"HKB0102_3000_N"	"HKB0106_3000_N"	"HKB0109_3000_N"	"HKB0115_3000_N"	"HKB0120_3002_N"	"HKB0121_3000_N"	"HKB0122_3002_N"	"HKB0123_3000_N"	"HKB0124_3000_N"	"HKB0129_3000_T"	"HKB0129_3002_N"	"HKB0132_3000_N"	"HKB0133_3000_N"	"HKB0137_3000_N"	"HKB0143_3000_N"	"HKB0149_3000_N"	"HKB0150_3000_N"	"HKB0155_3003_N"	"HKB0157_3000_N"	"HKB0158_3000_N"	"HKB0159_3000_N"	"HKB0160_3000_T"	"HKB0160_3001_N"	"HKB0161_3000_N"	"HKB0162_3000_N"	"HKB0164_3000_N"	"HKB0167_3000_N"	"HKB0179_3000_N"	"HKB0186_3002_N"	"HKB0194_3000_N"	"HKB0196_3000_N"	"HKB0198_3000_N"	"HKB0207_3000_N"	"HKB0210_3000_N"	"HKB0211_3000_N"	"HKB0214_3000_N"	"HKB0219_3000_N"	"HKB0220_3003_N"	"HKB0221_3000_N"	"HKB0222_3000_N"	"HKB0227_3000_N"	"HKB0538_3000_N"	"HKB0571_3000_N"	"HKB0574_3000_N"	"HKB0577_3000_N"	"HKB0583_3000_N"	"HKB0597_3000_N"	"HKB0618_3000_N"	"HKB0636_3000_N"	"HKB0651_3000_N"	"HKB0657_3000_N"	"HKB0663_3000_N"	"HKB0666_3000_N"	"HKB0710_3001_N"	"HKB0718_3001_N"	"HKB0719_3001_N"	"HKB0722_3001_N"	"HKB0744_3001_N"	"HKB0748_3001_N"	"HKB0751_3001_N"	"HKB0752_3001_N"	"HKB0064_3004_T"	"HKB0127_3000_N"	"HKB0006_3006_T"	"HKB0033_3006_T"	"HKB0078_3000_T"	"HKB0086_3006_T"	"HKB0088_3000_T"	"HKB0102_3006_T"	"HKB0141_3000_N"	"HKB0141_3006_T"	"HKB0158_3006_T"	"HKB0179_3006_T"	"HKB0191_3001_T"	"HKB0222_3006_T"	"HKB0225_3000_N"	"HKB0226_3001_T"	"HKB0230_3006_T"	"HKB0233_3000_N"	"HKB0552_3000_T"	"HKB0562_3000_N"	"HKB0585_3000_T"	"HKB0713_3000_T"	"HKB0748_3000_T"	"HKB0750_3000_T"	"HKB0040_3002_T"	"HKB0054_3000_T"	"HKB0074_3000_T"	"HKB0120_3000_T"	"HKB0161_3001_T"	"HKB0167_3006_T"	"HKB0186_3000_T"	"HKB0220_3000_T"	"HKB0573_3000_T"	"HKB0648_3000_N"	"HKB0674_3000_T"	"HKB0736_3000_T"	"HKB0751_3000_T"	"HKB0008_3006_T"	"HKB0023_3006_T"	"HKB0038_3006_T"	"HKB0049_3006_T"	"HKB0052_3000_T"	"HKB0098_3005_T"	"HKB0101_3000_T"	"HKB0164_3006_T"	"HKB0168_3006_T"	"HKB0207_3001_T"	"HKB0208_3006_T"	"HKB0209_3004_T"	"HKB0216_3000_N"	"HKB0221_3001_T"	"HKB0564_3000_T"	"HKB0576_3000_T"	"HKB0579_3000_T"	"HKB0665_3000_T"	"HKB0701_3000_T"	"HKB0719_3002_T"	"HKB0737_3000_T"	"HKB0143_3006_T"	"HKB0226_3000_N"	"HKB0672_3000_N"
"CTSG"	2.82171021503467	3.44757919654888	3.28688114778816	3.51601514700366	4.15055967657538	3.04264433740849	3.12267271882414	3.44625622988956	2.91647664443772	2.70929063572336	3.60999129521268	5.80787007829978	4.0496307677246	4.77978500530113	2.31903981556254	3.0686708106651	3.877744249949	2.99276843076892	4.0746766862945	2.84197311892718	4.2349610948395	4.26228280642066	3.21101219348551	3.97361127551947	5.53667461756976	4.1333991254172	2.72246602447109	3.26002565596146	3.27351588970212	2.4541758931858	2.96347412397489	3.90303827011291	3.84799690655495	3.73335434061383	3.74200621086674	2.62293035092018	3.34624777408278	2.8094144442359	2.74416109557041	2.81966818349646	4.5478199565777	4.11186596386756	3.95233356636969	3.73226919950145	4.83035674741922	4.05311133645956	4.62935662007961	3.05831649559082	2.4931349223055	4.37642931106992	3.80322703643493	2.5385381636298	3.51475349843975	4.17552460108987	3.88068552526112	4.40871186102943	4.0496307677246	4.60644222813161	4.06350294230616	3.84096670448742	4.31397137105902	4.53543091487128	2.93922657772821	3.30888505741176	4.01524777369894	3.93451650158608	4.52669484554198	2.19219416528334	3.48800077083407	4.61706334388818	3.93168305705981	2.20789285164133	3.46858331700683	2.6959938131099	2.56803210477128	3.60050764534579	4.22032995487956	4.41210404467757	2.4905701304462	2.95791459863299	3.43562859405209	2.28983446517751	1.94485844580754	2.06004738366994	1.71369581484336	0.356143810225275	1.84799690655495	0.367371065648529	1.9297909977186	1.1243281350022	2.75915583380027	2.54101915313356	1.81147103052984	3.79389588254888	2.25398926623079	1.22650852980868	0.650764559116902	0.238786859587116	0.594548549550354	1.37295209791183	2.114367024952	3.85099939471647	2.22958792274065	0.286881147788162	1.36176835941915	1.48026512205446	0.22650852980868	1.05658352836637	3.23878685958712	3.54843662469604	3.36737106564853	5.20241772157518	0.422233000683048	4.40803246613065	3.39506279951758	2.98185265328974	4.35895882583233	1.44360665147561	1.4905701304462	2.35614381022528	2.23266075679027	0.356143810225275	0.214124805352847	4.41345868800798	2.8094144442359	2.43028527297778	3.08236196955747	1.55090066464752	1.37295209791183	3.28835856219366	0.903038270112912	0.948600847493356	0.722466024471091	1.17632277264046	1.54101915313356	0.298658315564515	2.0496307677246	0	1.0496307677246	3.12598165385472	1.92599941855622	2.12763327972587	3.22342254993494	5.04657836662033
"FMO2"	5.83844759254846	6.06242396907444	5.35684807923652	6.26472407423801	6.29333369530646	6.45384677374993	5.7001622501066	5.10894256866079	6.2278565730605	5.92623668441333	5.5270077606372	6.06156020910797	4.90881290773955	5.83339613416323	6.50127989850703	6.76048710181103	6.38525845569431	6.11186596386756	6.39334755137725	6.20886837067295	6.55259225418735	7.07734982962161	6.30852106219326	6.58150189667979	5.65248649491816	6.44592529857927	5.73281187208294	6.32138698278217	6.49425558654498	5.98413359454098	6.24488705912353	4.33842441478356	6.66775023243043	6.83466065790173	5.96855160336395	5.11727946005392	6.1319598228983	5.23840473932508	5.71945727459875	6.5795422249369	7.0275743044105	6.33413917883824	6.24830712008724	6.84436054322125	6.90352037372338	6.9915218460757	6.1168637576909	5.01925711868108	6.4867143730307	6.58044701959866	6.18150015170461	6.02170180007169	6.08406426478847	5.58616424593091	6.68327537290812	5.76101926524048	6.57500972029495	5.38162946703366	6.88655014732434	7.32084566764572	5.99932357815082	5.47476049957678	6.37016428054021	5.98481717429359	7.4326254114323	7.26002565596146	5.89651405396884	6.24849688595938	7.48002271341054	7.27099606074028	4.90110824301451	5.98936611402606	6.74698450599195	5.82807299786697	6.17751920259781	5.86245139132558	6.18308946064076	6.65963918701565	6.83541884047548	6.99016070590942	7.55451211053871	7.23026066466979	6.54024430213427	4.49121175600309	5.69988472869748	0.669026765509631	3.51222688651396	0.831877241191673	1.65535182861255	1.74416109557041	3.81352468929781	4.41413553298445	3.26153081524341	3.66334461936608	3.29425313644451	2.24184018356467	1.23266075679027	5.16430358309365	0.84799690655495	1.97452931248388	5.32660925100527	3.50207595604579	5.75194568161502	1.44890095114513	0.356143810225275	2.89336221076387	0.31034012061215	3.03913839390696	3.9297909977186	5.55428186262639	5.05398016818765	3.45680614923047	3.02502879449152	3.77925972037238	4.09508049190141	4.99140846676479	6.77676200178623	2.56315813040281	3.93357263826102	4.4276061727819	1.58014548442338	2.13422093976063	0.823749360308273	3.01256867350306	4.34553831007001	3.07895134139482	2.02147972741045	2.95977015521147	2.8972404255748	5.08448952493625	2.21412480535285	1.34482849699744	2.25096157353322	0.632268215499513	3.21101219348551	1.94110631094643	3.64038956005495	1.70043971814109	1.68706068833989	3.3533232911629	3.8569856897822	2.78031009904338	6.22380865860602	6.00337736020232
"AKAP12"	5.00090140274153	4.86542397831313	5.0866139474095	6.12018602753186	6.22612314312524	6.52669484554198	4.84549005094437	4.78816365703777	5.39917109381982	5.62643913669732	4.28762004411207	7.69355665122852	5.46466826700344	6.21761848535105	7.23457795978457	7.11270013274936	6.43462822763672	4.43429461795993	6.01033228328482	6.44509763804318	6.94778302625542	6.87553435157324	6.2585189247113	6.36527259976453	6.61662235502921	6.32930302481501	5.67101024127845	7.00786824333334	6.13893730895863	7.31587412503926	6.69320814891002	5.20945336562895	7.2310291286554	7.07274895156064	6.1606782132205	5.50112063427539	6.35102755219611	5.38474058729238	5.9387562614923	7.09106507793054	7.13134253912326	5.90785207184596	6.50112063427539	7.16822081365459	7.15623479785027	7.52677308067883	7.01836711554312	5.48510476108097	6.46139758992616	7.0287901363499	6.00067610485072	4.98504496225347	7.29994062982407	5.88484209379946	7.53340760847874	7.24906603385587	7.77952238674377	6.08746284125034	7.0575585785569	7.5737986435893	7.06458110919057	6.48655349262453	6.78594281939225	4.60288440871842	7.52152192357138	7.44683517708604	7.84718265617922	7.211888294546	7.39917109381982	7.20133980368161	5.80451826988807	4.53231695933277	5.65219964830406	5.82883464946806	6.89348356291442	6.63618957152566	5.8094144442359	7.19051609621556	5.54411440220947	7.26312832823485	6.86406230285491	6.93262815702213	5.58916423669977	4.43162295971329	3.75488750216347	1.81147103052984	4.2861418728343	2.71149490665009	3.56803210477128	3.66789212523023	3.85099939471647	3.86888427302877	3.56803210477128	4.62175885670973	4.22110372536788	3.43962313755712	2.57773093149008	4.30888505741176	3.28983446517751	3.28540221886225	4.48091134604775	4.93262815702213	4.44559429134118	2.57531233068744	2.82984955984469	3.27649666564036	1.47508488294878	3.05137210172103	3.81249822533356	4.60584986719498	6.36684673526264	4.57349571549561	2.82984955984469	5.5894638929561	4.4093909361377	4.21645486514476	6.1548181090521	3.69488019279919	2.93734439215023	4.34340782229781	3.94766615679601	4.2364926183813	3.30597052098439	4.90448409790142	4.65764000520782	3.84599177066457	3.98823022306046	4.03738222200308	3.54101915313356	4.86492897228979	4.05050169744673	3.91169158187234	4.0071955014042	3.35895882583233	4.30742852519225	3.21567859660793	4.43362716708478	3.82984955984469	4.15055967657538	4.19534759832222	4.45746296464855	3.32337006906127	7.61080339489125	6.56178435308184
"ADRA1A"	1.20789285164133	0.650764559116902	1.18903382439002	3.20945336562895	4.03386345186628	4.68088692071969	2.46466826700344	1.0071955014042	2.23266075679027	2.61588707391606	0.516015147003665	3.51222688651396	1.31614574229336	0.739848102699327	4.79129314859221	4.92647391125607	3.33199177823206	1.20163386116965	2.90496571868403	5.34091827027212	4.57773093149008	1.02856915219677	3.17312743348066	3.30012372456901	4.19219416528334	2.28392177230762	2.51349074558812	4.88068552526112	3.32481060342048	3.16188768237689	3.95698592461258	2.12101540096137	4.6409679104499	3.90014226035982	3.43962313755712	2.57531233068744	2.46727948045998	2.10097764772482	3.31034012061215	3.81249822533356	2.48026512205446	3.51601514700366	2.58496250072116	3.58255600301406	2.86987140617771	3.76022094646651	2.64846544302731	1.4541758931858	3.30012372456901	3.32624970083746	3.1554254317472	0.855989697308481	3.79805051476751	1.74416109557041	4.40053792958373	4.74792441623844	4.93922657772821	1.38956681176273	3.55826763405574	4.28466218548316	3.42894634476948	2.9126498648972	4.62234472272424	0.903038270112912	4.19927972133662	4.38887833881199	5.04919510562227	4.86344293434804	3.69265037003553	4.51727569320958	1.74846123300404	0.641546029087524	2.26002565596146	3.66789212523023	4.45088131527337	1.1243281350022	2.44625622988956	1.67355642399014	1.61823865559545	0.669026765509631	1.26903314645524	4.29057185085208	1.85598969730848	1.29278174922785	1.76128527336162	0.443606651475615	0.765534746362977	0.111031312388744	0	0.189033824390017	0.505890929729957	0.687060688339892	0.55581615506164	0.713695814843359	0.584962500721156	0.344828496997441	0.0976107966264223	1.42223300068305	0	0.0565835283663675	1.39506279951758	0.189033824390017	1.50589092972996	0.111031312388744	1.37295209791183	0.0840642647884746	0.137503523749935	0.286881147788162	0.565597175854225	1.28688114778816	2.12101540096137	1.85996954822103	0.22650852980868	1.52606881166759	1.15055967657538	0.6959938131099	1.99638874644762	0.344828496997441	0.722466024471091	1.24488705912353	0.176322772640463	0.124328135002202	0.286881147788162	0.669026765509631	0.321928094887362	0	0.214124805352847	0.526068811667588	0.443606651475615	0.20163386116965	0.367371065648529	0.0840642647884746	0.0426443374084937	0.0976107966264223	0.333423733725192	0.422233000683048	0.594548549550354	0.0976107966264223	0.0840642647884746	0.176322772640463	0.367371065648529	0.495695162624069	1.23266075679027	3.01077983875324
"PARK2"	2.16992500144231	1.66902676550963	2.32481060342048	2.30158764660319	2.34198574722862	2.62527048937469	1.84799690655495	1.82781902461732	2.42223300068305	2.40599235967584	2.19849415363908	2.3533232911629	1.98550043030488	2.32192809488736	2.31324585178756	2.57773093149008	2.31034012061215	2.43562859405209	2.11769504266975	2.81352468929781	2.49569516262407	2.40599235967584	2.1243281350022	2.39780296186249	2.38681094647222	2.22958792274065	2.28983446517751	2.49825086752783	2.17632277264046	2.4594316186373	2.46727948045998	1.85598969730848	2.86591881455221	2.64616265715789	2.33342373372519	2.04264433740849	2.51096191927738	1.9560566524124	2.12101540096137	2.59931779369823	2.37295209791183	2.27202318906105	2.45680614923047	2.69376571221778	2.60644222813161	2.19534759832222	2.51096191927738	2.17951105027151	2.38128337250378	2.62760683812965	2.58255600301406	2.35049724708413	2.52857131887076	2.23572705983806	2.59931779369823	2.17632277264046	2.790772037862	2.20476675065461	2.50589092972996	2.76128527336162	2.51096191927738	2.24488705912353	2.81147103052984	2.31034012061215	2.69821847822441	2.8011586560937	3.03033607837096	2.64385618977472	2.611172380044	2.83187724119167	2.45154083301783	1.79493566280354	1.94110631094643	2.13750352374994	2.26603689399532	2.57773093149008	2.23572705983806	2.9126498648972	2.1243281350022	2.62527048937469	2.89530262133331	2.4931349223055	2.26303440583379	1.56559717585423	2.22032995487956	0.782408564927373	0.722466024471091	1.54101915313356	1.08406426478847	0.604071323668861	0.722466024471091	1.50080205305716	0.887525270741587	1.81557542886257	0.739848102699327	2.10768786931437	1.4541758931858	2.07382023329167	0.992768430768924	1.25701061820602	1.7311832415722	0.963474123974886	2.26603689399532	1.16992500144231	2.08065766334523	1.01435529297707	1.29865831556452	0.956056652412403	0.992768430768924	1.70929063572336	2.31324585178756	1.85199883711245	0.400537929583729	1.76553474636298	1.4905701304462	1.38956681176273	1.93734439215023	1.14404636961671	1.59931779369823	1.26303440583379	1.42223300068305	0.632268215499513	1.27500704749987	0.823749360308273	1.61823865559545	0.6959938131099	1.11103131238874	1.23878685958712	1.41683974191283	0.925999418556223	1.27500704749987	1.63226821549951	0.895302621333307	1.70929063572336	1.67807190511264	0.713695814843359	1.40599235967584	0.918386234446348	1.23878685958712	1.43295940727611	1.31034012061215	1.58014548442338	2.68706068833989	1.81557542886257
"GLP2R"	0.333423733725192	0.263034405833794	0.238786859587116	1.14404636961671	1.44360665147561	1.70487196445635	0.356143810225275	0.356143810225275	0.650764559116902	0.790772037862	0.150559676575381	1.91073266190291	0.400537929583729	0.879705766282288	1.83187724119167	2.03210084316702	1.33913738491959	0	0.7311832415722	2.11769504266975	1.76553474636298	1.94860084749336	1.53605290024021	1.14404636961671	1.14404636961671	1.10433665981474	0.748461233004036	1.71369581484336	0.782408564927373	1.49569516262407	1.58496250072116	0.613531652917927	2.41683974191283	1.96716860753263	1.50589092972996	0.704871964456353	1.32192809488736	0.495695162624069	0.933572638261024	2.05658352836637	1.16349873228288	0.925999418556223	0.748461233004036	1.64154602908752	1.42223300068305	1.48026512205446	1.66448284036468	0.298658315564515	0.970853654340484	1.51096191927738	0.773996325111173	0.575312330687437	1.44360665147561	0.367371065648529	2.15380533607904	1.76128527336162	2.18269229751619	0.070389327891398	1.4276061727819	2.16671544496642	1.22650852980868	0.739848102699327	1.7311832415722	0.189033824390017	2.37016428054021	2.18586654531133	2.22650852980868	2.0036022366802	1.99276843076892	2.33628338786443	0.678071905112638	0.0976107966264223	0.464668267003444	1.24488705912353	1.41142624572647	0.992768430768924	0.992768430768924	1.41683974191283	0.807354922057604	2.30158764660319	1.35049724708413	1.52105073690096	0.22650852980868	0.344828496997441	0.0426443374084937	0	0.27500704749987	0	0.137503523749935	0	0.31034012061215	0.124328135002202	0.0840642647884746	0.0840642647884746	0.189033824390017	0.070389327891398	0.0565835283663675	0.356143810225275	0	0.0565835283663675	0.22650852980868	0.20163386116965	0.111031312388744	0.0426443374084937	0.0426443374084937	0.0976107966264223	0	0	0.0426443374084937	0.238786859587116	1.65535182861255	0	0.0426443374084937	0.333423733725192	0.250961573533219	0.400537929583729	0.422233000683048	0	0.0565835283663675	0.0426443374084937	0	0.0426443374084937	0.189033824390017	0.238786859587116	0.454175893185802	0	0.124328135002202	0.124328135002202	0	0.0426443374084937	0.0976107966264223	0	0	0.0426443374084937	0.0976107966264223	0.0840642647884746	0.0565835283663675	0	0	0	0	0.189033824390017	2.45154083301783	1.23878685958712
"PTGFR"	1.49569516262407	1.0703893278914	3.17951105027151	3.31614574229336	2.44095219802964	2.08065766334523	1.46988597627446	1.15704371014558	1.50080205305716	1.91838623444635	1.26903314645524	3.79285535236249	2.94110631094643	3.83086375675176	1.20789285164133	2.25096157353322	3.54473265593262	1.60880924267552	2.89141918684608	2.25398926623079	2.19219416528334	2.6507645591169	2.02147972741045	2.50842865253186	4.66732447027863	3.41278152533848	2.18269229751619	3.69376571221778	2.78659636189081	1.36176835941915	2.05311133645956	2.39780296186249	3.17152710603881	2.83995958748953	2.81352468929781	2.41953889151378	2.71149490665009	1.83592407425437	2.05311133645956	1.47508488294878	2.23878685958712	2.44095219802964	1.66902676550963	1.63226821549951	2.97636363573276	1.70487196445635	3.13914201914569	2.31903981556254	1.92219784839637	2.64154602908752	3.47897180503294	1.17632277264046	2.92029330021101	3.03738222200308	1.21412480535285	2.99638874644762	2.72900887033786	3.13093086982645	2.27798474729977	2.65306001710456	2.92409988564074	3.65191274464578	2.33913738491959	2.4032677223393	3.13422093976063	3.20476675065461	3.11935617703968	1.83187724119167	2.56071495447448	2.68481873755322	3.56193705962243	2.38956681176273	2.32481060342048	2.35895882583233	1.63691458035588	2.01435529297707	3.28540221886225	2.12763327972587	2.93357263826102	0.985500430304885	2.34198574722862	1.82374936030827	3.56924802986718	1.98913900736823	1.07724299893246	0.150559676575381	0.565597175854225	0.16349873228288	0.356143810225275	0.176322772640463	0.356143810225275	1.13750352374994	0.963474123974886	1	0.790772037862	0.238786859587116	0.37851162325373	1.29865831556452	0.124328135002202	0.475084882948783	0.871843648509318	2.09085343045111	1.75702324650746	0.0840642647884746	0.189033824390017	0.367371065648529	0.0285691521967709	1.68257329734758	1.44890095114513	2.6667565918848	2.4931349223055	2.79493566280354	0.765534746362977	2.52606881166759	1.41142624572647	1.44360665147561	2.21723071622067	0.773996325111173	1.65535182861255	0.7311832415722	0.722466024471091	0.704871964456353	0.20163386116965	2.01077983875324	1.59454854955035	0.344828496997441	0.659924558402378	1.36176835941915	0.948600847493356	2.27202318906105	0.594548549550354	0.214124805352847	0.475084882948783	0.176322772640463	0.505890929729957	1.01435529297707	1.22650852980868	0.321928094887362	0.910732661902913	2.06004738366994	0.27500704749987	1.02147972741045	1.94485844580754	3.21878116778407
"TMEM100"	2.60644222813161	1.91456452349394	3.32768736417605	4.15461561132689	4.30231905094883	4.79233480570669	2.72900887033786	2.39506279951758	3.50716034911752	3.40463068421761	2.26903314645524	4.48607074373567	2.7158933705476	4.90448409790142	6.18487534290828	5.08915913191124	4.82883464946806	1.9297909977186	3.73335434061383	5.45811948117451	4.96855160336395	5.45187047886432	4.7457751494858	5.56590176680667	4.90929308582382	4.28762004411207	3.85897561429202	5.11852584893567	3.88166461932035	5.45844762743792	5.23227701026829	2.83592407425437	5.44161626940656	5.75675645130727	4.33127526714661	3.51349074558812	4.58736499093646	3.20320115631661	3.89336221076387	5.0232553523003	4.5909612413426	3.81557542886257	4.26903314645524	4.63865311646611	4.55336050333533	5.58074849176377	3.89530262133331	2.55090066464752	3.73226919950145	4.24107745817504	3.77294133783134	2.22650852980868	4.33985000288462	3.17472598770613	4.80477637795583	4.74038793246835	5.42995065740377	3.62293035092018	3.9136075118231	3.81044310384517	3.93545974780529	4.12845838414693	4.08151006812092	2.57288966842058	5.05788344889963	5.57198012018773	4.26603689399532	3.59215800212536	5.14363830992204	4.877744249949	3.2585189247113	2.46988597627446	3.95791459863299	4.05050169744673	5.07424852334703	4.90689059560852	3.54843662469604	4.23035674505615	4.01435529297707	4.97911075501579	5.45318830954823	3.90207357931074	3.30305008468167	2.45154083301783	1.67355642399014	0.22650852980868	1.37295209791183	0.16349873228288	0.545968369105292	0.687060688339892	2.26903314645524	1.41142624572647	1.32192809488736	1.33342373372519	1.48026512205446	0.6959938131099	0.516015147003665	2.98550043030489	0.31034012061215	0.526068811667588	2.09761079662642	2.55336050333533	2.16027483140859	0.111031312388744	0.250961573533219	0.0840642647884746	0	0.903038270112912	2.37295209791183	2.79701297783614	4.12184429787638	1.78659636189081	0.298658315564515	1.93734439215023	1.48026512205446	1.87578006306849	4.09000652990382	0.739848102699327	1.26903314645524	1.63691458035588	0.367371065648529	0.815575428862573	0.713695814843359	2.22342254993494	2.35614381022528	0.604071323668861	0.669026765509631	1.48542682717024	0.356143810225275	2.24792751344359	0.604071323668861	0.189033824390017	0.454175893185802	0.286881147788162	1.22032995487956	0.150559676575381	1.50080205305716	0.27500704749987	0.565597175854225	1.95977015521147	1.32768736417605	2.18903382439002	4.19692173382033	3.83794324189103
"RP5.877J2.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CYP2U1"	3.33485426933163	3.05311133645956	3.55581615506164	3.46858331700683	3.25398926623079	3.49569516262407	2.73768676140986	2.74416109557041	3.14567745519564	3.35049724708413	2.84398384404833	4.11186596386756	3.21878116778407	3.85099939471647	3.39231742277876	3.66106547980695	3.6564963705535	2.72246602447109	3.55704241526372	3.32624970083746	3.53977919169849	3.29865831556452	3.43429461795993	3.64846544302731	3.74092756031863	3.54720302475693	3.35191096110308	3.50716034911752	3.26753579806873	3.36737106564853	3.38956681176273	2.8073549220576	3.89044669267991	3.76341157447001	3.43562859405209	3.01256867350306	3.37851162325373	2.63923216324928	3.26753579806873	3.29130885982897	3.41413553298445	3.38681094647222	3.37155886261196	3.30305008468167	3.60762622084549	3.2585189247113	3.45154083301783	2.85199883711245	3.0496307677246	3.56071495447448	3.41006969175638	2.92599941855622	3.58976348698498	3.58496250072116	3.21256933885081	3.29130885982897	3.92314918047231	3.47378691161437	3.55581615506164	3.63226821549951	3.37712374912949	3.34624777408278	3.53977919169849	3.50842865253186	3.75488750216347	4.02236781302845	3.95884267524324	3.30012372456901	3.81966818349646	3.76341157447001	3.62410089462811	3.50080205305716	3.25096157353322	3.32624970083746	3.61353165291793	3.64154602908752	3.4369613378336	3.58496250072116	3.51475349843975	3.81455042346181	3.4032677223393	3.52606881166759	3.64500988439109	2.41683974191283	2.56071495447448	2.93168305705981	2.55581615506164	1.37851162325373	2.03562390973072	1.79493566280354	1.7311832415722	2.66902676550963	2.81352468929781	2.93168305705981	3.20006486151431	1.8073549220576	1.84398384404833	2.80322703643493	1.97819562968165	1.25096157353322	2.38681094647222	2.17632277264046	3.09761079662642	1.11769504266975	2.26303440583379	1.86789646399265	1.90689059560852	2.47508488294878	2.36737106564853	3.22958792274065	2.60407132366886	2.07382023329167	2.04264433740849	2.89336221076387	2.28095631383106	2.97085365434048	3.54225804976692	2.47248777146274	2.29572302453997	2.47767732756531	2.69821847822441	2.30158764660319	2.43295940727611	2.18903382439002	2.85399564717639	1.84799690655495	2.58976348698498	2.25096157353322	1.87184364850932	3.01077983875324	2.62293035092018	3.03913839390696	2.90881290773955	1.6915341649192	1.75702324650746	3.06522762277562	3.03210084316702	2.10433665981474	2.94860084749336	2.90110824301451	2.51349074558812	2.27798474729977	3.52356195605701	3.43429461795993
