"BC_HKB0056_809_T"	"BC_HKB0662_1294_T"	"BC_HKB0892_1559_T"	"HKB0004_3006_T"	"HKB0005_3001_T"	"HKB0019_3006_T"	"HKB0036_3006_T"	"HKB0056_3002_T"	"HKB0065_3006_T"	"HKB0084_3000_T"	"HKB0091_3001_T"	"HKB0125_3006_T"	"HKB0134_3006_T"	"HKB0157_3006_T"	"HKB0182_3006_T"	"HKB0210_3006_T"	"HKB0211_3002_T"	"HKB0626_3000_T"	"HKB0644_3000_T"	"HKB0659_3000_T"	"HKB0677_3000_T"	"HKB0710_3000_T"	"BC_HKB0759_1488_T"	"HKB0007_3005_T"	"HKB0016_3006_T"	"HKB0098_3005_T"	"HKB0102_3006_T"	"HKB0121_3006_T"	"HKB0137_3002_T"	"HKB0155_3000_T"	"HKB0159_3006_T"	"HKB0179_3006_T"	"HKB0194_3006_T"	"HKB0214_3006_T"	"HKB0217_3005_T"	"HKB0228_3002_T"	"HKB0558_3000_T"	"HKB0599_3000_T"	"HKB0620_3000_T"	"HKB0653_3000_T"	"HKB0698_3000_T"	"HKB0704_3000_T"	"HKB0713_3000_T"	"HKB0721_3000_T"	"HKB0722_3002_T"	"BC_HKB0733_1459_T"	"BC_HKB0834_1553_T"	"BC_HKB2108_1624_T"	"BC_HKB2109_1628_T"	"HKB0006_3006_T"	"HKB0033_3006_T"	"HKB0035_3006_T"	"HKB0078_3000_T"	"HKB0094_3006_T"	"HKB0104_3006_T"	"HKB0191_3001_T"	"HKB0196_3006_T"	"HKB0222_3006_T"	"HKB0225_3001_T"	"HKB0232_3000_T"	"HKB0540_3000_T"	"HKB0638_3000_T"	"HKB0683_3000_T"	"HKB0748_3000_T"	"BC_HKB0022_649_T"	"BC_HKB0543_1306_T"	"BC_HKB0873_1549_T"	"BC_HKB0899_M1605_T"	"BC_HKB1385_1721_T"	"HKB0040_3002_T"	"HKB0050_3005_T"	"HKB0069_3000_T"	"HKB0167_3006_T"	"HKB0674_3000_T"	"HKB0736_3000_T"	"BC_HKB0112_933_T"	"BC_HKB0199_1263_T"	"BC_HKB0567_M1337_T"	"BC_HKB0728_1447_T"	"BC_HKB0761_1499_T"	"BC_HKB0775_1470_T"	"BC_HKB0890_1550_T"	"HKB0052_3000_T"	"HKB0054_3000_T"	"HKB0064_3004_T"	"HKB0074_3000_T"	"HKB0120_3000_T"	"HKB0124_3003_T"	"HKB0129_3000_T"	"HKB0158_3006_T"	"HKB0160_3000_T"	"HKB0161_3001_T"	"HKB0186_3000_T"	"HKB0207_3001_T"	"HKB0573_3000_T"	"HKB0719_3002_T"	"BC_HKB0187_1214_T"	"BC_HKB0215_1134_T"	"BC_HKB0729_1445_T"	"BC_HKB0913_1654_T"	"BC_HKB0917_1656_T"	"HKB0038_3006_T"	"HKB0209_3004_T"	"HKB0576_3000_T"	"HKB0665_3000_T"	"HKB0701_3000_T"	"HKB0737_3000_T"	"HKB0008_3006_T"	"HKB0023_3006_T"	"HKB0049_3006_T"	"HKB0067_3006_T"	"HKB0086_3006_T"	"HKB0088_3000_T"	"HKB0097_3000_T"	"HKB0101_3000_T"	"HKB0108_3000_T"	"HKB0115_3006_T"	"HKB0123_3006_T"	"HKB0141_3006_T"	"HKB0164_3006_T"	"HKB0168_3006_T"	"HKB0208_3006_T"	"HKB0219_3001_T"	"HKB0220_3000_T"	"HKB0221_3001_T"	"HKB0226_3001_T"	"HKB0552_3000_T"	"HKB0564_3000_T"	"HKB0579_3000_T"	"HKB0605_3000_T"	"HKB0656_3000_T"	"HKB0726_3000_T"	"HKB0734_3000_T"	"HKB0744_3000_T"	"HKB0751_3000_T"	"BC_HKB0726_1446_T"	"BC_HKB0838_1563_T"	"BC_HKB0902_1617_T"	"HKB0100_3006_T"	"HKB0127_3006_T"
"AFF3"	1.49569516262407	0.978195629681652	0.970853654340484	0.748461233004036	0.189033824390017	1.06350294230616	1.98185265328974	1.74416109557041	0.782408564927373	0.839959587489532	0.839959587489532	0.516015147003665	1.27500704749987	1.28095631383106	1.37851162325373	4.64443315240625	0.823749360308273	1.01435529297707	1.53106949272595	1.15704371014558	1.54101915313356	2.51349074558812	5.51696065989882	3.46988597627446	5.70791125418517	7.21800615028443	5.99887245399427	3.03562390973072	3.12763327972587	5.80915716469159	7.06361079526034	6.37608196665007	5.46401472450489	6.64745842645492	5.26865895502767	6.76314595814948	7.12401788912289	3.94485844580754	3.37989816352469	6.05332859344979	4.09339115325301	1.14404636961671	7.4281926512177	3.47118746038699	3.92314918047231	5.29865831556452	6.72492307026661	5.48188013962029	5.41006969175638	7.27751988664136	6.56056211851471	4.28983446517751	6.42105494692424	7.52191446160904	7.81313985089045	5.66817586897014	8.29682445864937	7.90074607531062	7.07414146275251	5.26491169307446	6.08470210801199	5.21529030565123	5.02458563827827	6.6313953536956	3.15380533607904	3.35614381022528	3.78345665436024	3.38128337250378	2.25701061820602	3.66220549965362	5.54256760776422	2.28983446517751	5.07767027423275	2.53106949272595	6.05311133645956	3.54720302475693	4.60821785302146	2.877744249949	5.83541884047548	2.27202318906105	6.83415498140132	3.0408924306469	7.0610200963987	6.19021976366016	6.45071638871807	5.12018602753186	3.114367024952	6.5438051759644	5.65191274464578	6.64529816394863	4.25927248703759	6.71080643369935	3.44228003525258	4.29792505250381	4.4369613378336	3.57167680997093	4.18030701996943	5.63284983011771	4.93734439215023	6.06134418828839	5.65391987311942	4.66845955691538	2.16671544496642	3.17791779219584	6.16791986555194	3.55949181320504	6.54689445988764	7.26162483557912	5.1509657835565	5.53884852074424	5.0036022366802	5.28725064325462	7.06511989062899	5.39540560456633	5.59693514238723	5.93451650158608	2.70708299177171	3.4905701304462	4.32337006906127	6.99457972421575	5.07980475463526	4.39163026151743	5.06995989045977	4.19613488076516	6.07553263116736	5.66277517193778	5.75033852024471	7.31614574229336	4.84498815668261	6.18090370917938	5.75968848842729	5.79493566280354	6.73701067768181	5.06651978142975	3.93357263826102	5.89965902637744	6.74456477837141	1.35614381022528	6.51096191927738	4.83187724119167
"DDHD2"	4.25398926623079	4.48413813120167	2	4.22881869049588	4.00988458893184	3.57046293102604	4.24412594328373	5.61382629093404	4.73606362787181	4.78816365703777	4.68818035858693	3.44625622988956	4.74308405554959	4.33842441478356	4.01167453338092	4.84398384404833	4.20241772157518	3.58616424593091	2.93168305705981	3.27649666564036	3.95791459863299	4.04264433740849	4.53480866123175	4.10685079645022	6.53496424980465	6.4572987888258	3.5033487351675	3.97911075501579	3.4276061727819	4.93687346182423	4.61647532878288	4.60229058486114	3.54596836910529	4.16027483140859	4.94485844580754	4.77346892790519	5.31143045574974	4.42559357765306	5.83617662480922	3.63343121035563	5.14934066928622	3.93545974780529	4.24107745817504	6.46303385531749	4.16269343221124	5.36141746678921	6.94895120044142	4.13422093976063	6.89506021268939	4.61823865559545	4.05918219921169	6.87737616854864	7.8071616910319	4.34837407519116	3.09761079662642	3.82883464946806	4.3547342399706	4.96901230751632	4.49825086752783	4.97727992349992	4.11519974938544	4.9923152518612	3.65191274464578	5.92789645372882	3.78555055173926	2.66902676550963	3.17472598770613	3.62643913669732	3.12598165385472	3.89044669267991	3.29572302453997	3.66448284036468	3.46205231879643	3.49185309632967	4.63517394667492	2.85598969730848	3.29865831556452	3.82476785314329	4.21256933885081	3.5668151540109	3.4262647547021	3.24944534108584	3.85996954822103	5.8040019151793	4.10181813422741	3.99909803370561	4.50525580093216	3.32192809488736	4.5385381636298	6.07574653806091	5.50080205305716	4.31903981556254	4.33413917883824	4.38059093426592	4.08406426478847	4.21567859660793	3.79597469420667	3.5909612413426	2.44360665147561	2.58496250072116	2.76977173924945	4.834407841807	3.81044310384517	4.57893871309339	4.54905302933729	6.55428186262639	5.63343121035563	4.37503943134692	3.68594014844598	4.11186596386756	3.86294724802092	4.69543711040537	4.22110372536788	3.47378691161437	4.67694435910691	3.32912359629157	3.64961545906341	3.0036022366802	4.29939120612683	4.45549162062847	4.18982455888002	4.47183776242229	3.38543103719352	3.95419631038688	3.96439863220318	4.16912328147676	4.32912359629157	3.6564963705535	4.09845324630927	4.62819033461521	4.18745105402733	4.3110671022556	4.10265813136374	3.72246602447109	4.32912359629157	3.78450398292957	2.23878685958712	3.66106547980695	3.30305008468167	3.00539998774259
"COX6C"	6.27984269352035	6.92041240816079	6.31813604115417	8.53768433714752	7.58263126686054	9.29057185085208	8.89184444699386	8.52030437646944	7.70085582016029	8.42429228288315	8.34265251945516	8.03044643943744	9.58460553982213	9.64824971292734	9.27844945822048	8.71825886642173	8.44828152945304	8.95716009653265	9.0826014762284	8.47187839656841	7.91486345949735	9.51859414853455	9.40983640552992	9.73717972831896	12.1806489033543	10.4282659442616	10.0324452719456	11.4777329735321	11.9995561339352	10.8007138902505	13.4138209453237	9.11761713004748	12.7750402501252	11.2590134943817	9.93506189100977	10.5812476665039	10.8082321874222	10.5872524635364	12.2035651862666	12.8220190598962	9.55677425989363	9.46076303785873	12.7918995170629	10.0807109534012	9.78956624787973	7.16912328147676	6.69111536525274	9.42798322200124	9.07908472049545	12.3452194919317	11.369030189142	11.2608313466742	12.1388317439172	12.2283286921026	10.6565589365125	10.7294253122606	12.810145832283	10.1098437102834	12.2570548293029	11.7214666530828	11.289102467654	12.2232837668867	10.8149829364268	12.43492528382	6.11603199344711	6.16530901559716	5.60910484661896	6.38525845569431	5.27537959625362	8.6178714735312	8.3360155359515	8.14852742516046	8.13468300468756	7.99813907624248	8.15931634733477	5.23150921086705	5.21179097625254	6.40036714591488	6.07937811111865	5.17032569441556	6.75221336786514	2.32481060342048	11.3960053174694	10.4722846750957	7.99859042974533	9.63800141091293	9.66900904361618	11.2346977004196	8.23840473932508	11.835568850221	8.04001567884788	9.36959734627868	7.63205004955295	9.25559514727367	9.18222052425306	7.60725632749144	7.01413208650321	7.76778719809436	7.84360704649056	7.29434504833834	5.78371855779037	11.8673636924838	9.88028757841996	10.3110898145302	9.03543146424939	9.34336340366326	11.6159468294954	9.65724698304138	10.4369613378336	8.74422838388184	8.59868528564319	11.1516761958171	9.77051523894627	8.88673303317626	10.7513264668627	11.287510388104	8.37269096875955	9.23040478284991	9.14277079965784	9.38301301548867	9.71760788485688	8.53566419081016	9.30551459232626	8.29186136958522	8.94965165119521	11.0955091108317	11.0955750409046	9.51727569320958	8.85767003596247	10.5041138507966	10.8479421156638	11.0122543905276	9.91626762960212	8.64533419484338	9.20801482759961	8.93622568152273	6.42088657497553	6.73998307907973	10.8099047563114	8.45721669390781
"ASCL1"	0	0	0	0	0.176322772640463	0	0.0426443374084937	0.298658315564515	0.0143552929770701	0	0	0	0.0426443374084937	0	0	0.0285691521967709	0.0426443374084937	0	0	0	0	0	1.02856915219677	0.070389327891398	0	3.25247621413522	3.53480866123175	0	0.0426443374084937	0.641546029087524	4.35895882583233	2.85798099512757	0	1.41142624572647	4.34695688937888	0.545968369105292	0	0	0.070389327891398	0.0285691521967709	0	0	4.11270013274936	0	0.739848102699327	0	0	7.91055279343005	6.42995065740377	3.88557436437143	0.0426443374084937	0	0.443606651475615	0	0	0.0426443374084937	2.66448284036468	0.150559676575381	0	0	4.5909612413426	0.0565835283663675	2.98732086592925	3.40871186102943	0	2.64154602908752	0	0	0	0.0565835283663675	0.0143552929770701	0	0.0285691521967709	0.0565835283663675	2.31324585178756	0	0	0	0	0	0	0	0.0976107966264223	0.84799690655495	1.26903314645524	0	0.0565835283663675	0.0285691521967709	0.0285691521967709	3.60762622084549	0.0285691521967709	0	0	0	0.0285691521967709	0	0	0	6.06608919045777	0	0	0	0.0285691521967709	0.641546029087524	0.344828496997441	0	0.0285691521967709	0.333423733725192	0	0	0	0	0	0.0285691521967709	0.0143552929770701	0	0	0	0.0285691521967709	0	1.76128527336162	0	0	0	0.0285691521967709	1.72246602447109	0	0.0285691521967709	0	0.0426443374084937	0	0.454175893185802	0	0	0.0976107966264223	1.15704371014558	0	0	0.356143810225275	0
"PROSC"	3.80219321694183	3.02147972741045	1.89530262133331	4.41278152533848	5.05093696522523	3.7158933705476	3.82068956055921	6.06242396907444	4.83390207666916	3.50207595604579	4.75808993420181	3.37573453858316	4.42155994490182	4.18982455888002	3.74846123300404	4.55704241526372	4.04526821513853	3.33199177823206	2.34766565630097	3.79701297783614	4.14649230697719	4.11103131238874	2.8073549220576	4.21256933885081	6.12742692986628	7.19593810042783	3.94016675048282	3.75167794568758	4.48992821940518	4.56924802986718	4.77820857639809	4.35684807923652	4.09929520433777	6.16992500144231	5.57349571549561	5.601993581249	6.30085587126876	4.89287670006069	6.21800615028443	5.17831627170145	6.1266012351573	3.53605290024021	4.41616416473313	7.194264382992	4.68818035858693	4.35895882583233	4.94719858426206	2.34766565630097	4.32481060342048	3.73226919950145	4.40122086216022	6.68523936879413	7.31759350462347	4.53294028837287	3.74631276642546	4.51727569320958	4.56010351346474	5.39917109381982	5.32876467228402	5.02103547951136	4.75435307169213	4.85099939471647	3.33485426933163	5.41818994794577	3.5909612413426	3.31034012061215	1.74846123300404	3.11603199344711	1.50589092972996	4.605257262939	3.87970576628229	4.48542682717024	3.92694824794977	4.35614381022528	4.41886457739032	1.76553474636298	2.32192809488736	2.97085365434048	2.20163386116965	2.84599177066457	0.622930350920177	1.61353165291793	3.87282875953489	5.4708621994137	4.33699741660501	4.15137177625395	4.71149490665009	3.54101915313356	4.64616265715789	6.27351588970212	5.08363887925071	4.5668151540109	4.53044535469291	4.54101915313356	4.08151006812092	4.43496176018725	2.94673086014031	3.09592441999854	1.87970576628229	2.90110824301451	3.17951105027151	5.31070365722511	4.1333991254172	4.49825086752783	4.6507645591169	4.01167453338092	5.62351574149055	4.83339613416323	4.34198574722862	4.44824022521607	4.30231905094883	5.2364926183813	4.38404980679516	3.98367769469807	4.72955277045397	4.30888505741176	4.58496250072116	3.66334461936608	4.34978987024187	4.65306001710456	4.64789009105921	4.54905302933729	3.76234881564413	4.51096191927738	4.36246988875021	4.44824022521607	4.80012335282653	4.55581615506164	3.96069703930431	5.57712666130705	4.29865831556452	4.71479501111816	4.14649230697719	4.65248649491816	4.72027846523333	3.53729606709084	2.38128337250378	1.74416109557041	3.73226919950145	3.59215800212536
"FCRLB"	0	2.64846544302731	1.65535182861255	2.4905701304462	0.55581615506164	0.584962500721156	0.516015147003665	0.963474123974886	0.6959938131099	0.713695814843359	1.88752527074159	3.61235249875266	1.31034012061215	0.739848102699327	0.704871964456353	0.400537929583729	0.941106310946431	0.839959587489532	0.903038270112912	0.704871964456353	0.687060688339892	0.389566811762726	1.86789646399265	1.05658352836637	0.37851162325373	0.678071905112638	1.09085343045111	0.238786859587116	0.286881147788162	0.669026765509631	3.95512678126137	0.443606651475615	0.495695162624069	2.63226821549951	3.76553474636298	2.26002565596146	1.15055967657538	1.97819562968165	0.250961573533219	1.76553474636298	1.32192809488736	6.20104568624506	3.77188557851537	0.790772037862	0.985500430304885	0	2.52606881166759	1.23878685958712	2.14404636961671	5.90376136512808	3.7158933705476	0.978195629681652	0.910732661902913	7.14251555027361	0.565597175854225	0.565597175854225	0.871843648509318	0.344828496997441	1.55581615506164	0.263034405833794	1.39506279951758	1.6915341649192	1.50589092972996	1.58976348698498	0	1.01435529297707	1.52606881166759	2.16349873228288	3.63923216324928	1.10433665981474	0.765534746362977	0.495695162624069	0.879705766282288	0.367371065648529	1.23878685958712	1.89530262133331	0.7311832415722	2.18586654531133	1.89917563048051	0.863938450423971	1.6507645591169	0	1.20163386116965	2.66220549965362	3.76234881564413	1.37851162325373	1.36737106564853	1.31034012061215	0.389566811762726	1.56071495447448	0.782408564927373	0.704871964456353	0.565597175854225	1.56071495447448	1.62760683812965	0.367371065648529	0	0.739848102699327	1.98550043030488	1.54101915313356	0	1.41142624572647	1.20163386116965	1.15704371014558	0.516015147003665	0.505890929729957	1.21412480535285	1.16992500144231	0.773996325111173	1.94110631094643	0.650764559116902	1.6959938131099	3.60644222813161	0.189033824390017	0.871843648509318	1.48026512205446	0.55581615506164	0.641546029087524	1.56071495447448	4.46139758992616	0.604071323668861	2.86987140617771	1.68706068833989	0.432959407276106	0.678071905112638	0.0426443374084937	1.10433665981474	0.604071323668861	0.400537929583729	0.411426245726465	0.925999418556223	1.33342373372519	0.400537929583729	0.356143810225275	1	0	1.41683974191283	0	2.66220549965362	0.432959407276106
"BAG4"	3.03210084316702	3.50589092972996	2.1407786557828	4.1243281350022	4.55826763405574	3.97085365434048	3.86096279785812	5.76633013095037	4.84348142543246	4.80322703643493	4.30888505741176	3.65306001710456	4.66789212523023	4.47508488294878	3.38681094647222	4.65363331138625	3.66220549965362	3.70376517879341	3.40053792958373	3.58976348698498	4.22342254993494	4.04875931191986	3.47767732756531	4.77241355474848	6.2253520607761	6.9518675043269	3.57046293102604	4.00090140274153	3.68032435684402	4.60880924267552	5.26566192452189	4.35966172233388	4.56254772419912	3.93734439215023	5.9047249283904	5.33699741660501	5.90255600534463	4.40463068421761	5.70431867776083	3.45154083301783	6.02502879449152	4.14404636961671	4.17951105027151	6.9957106289071	4.42492208821069	5.0241423458978	5.24944534108584	2.28392177230762	5.40429006444484	4.13750352374993	4.17392693199981	7.29984907373704	7.71712802619924	4.93168305705981	3.44360665147561	4.39643353125099	4.81966818349646	4.97819562968165	4.95745033634712	4.94438996227009	3.90400231628369	4.76075320806299	3.45811948117451	5.67553368622549	3.03738222200308	2.87381319835909	2.4594316186373	3.10097764772482	1.67807190511264	3.69710657447697	4.01077983875324	3.85798099512757	3.46336088581666	3.73660487531425	4.42021289061078	1.71369581484336	3.09592441999854	3	2.70265754339091	2.50589092972996	1.59931779369823	2.40599235967584	3.81352468929781	5.72246602447109	4.02147972741045	3.98458935036246	4.25323293853803	3.25550073314839	4.63981097771678	6.27220986112457	5.03165985430805	4.28021399581062	4.42894634476948	4.23878685958712	3.90110824301451	3.91073266190291	1.4276061727819	2.87578006306849	2.12763327972587	2.14730669878029	3.28243980500639	4.79960542245267	4.01613970265525	4.65821148275179	4.48284828306847	6.82030662889382	5.71342088486808	4.48928602262588	4.10768786931437	4.71699089440494	4.25927248703759	4.67355642399014	4.40190347160796	4.02059109477325	4.79701297783614	3.74846123300404	4.37781785308364	3.4369613378336	4.30451104180995	4.68929916053589	4.26002565596146	4.47961860846942	3.95233356636969	4.33842441478356	4.46336088581666	4.16912328147676	4.22187708107703	3.84899843040002	4.1811025507538	5.03121873061072	3.88068552526112	4.77873424411784	4.24260250592898	3.98185265328974	4.34978987024187	3.91934008244201	1.37295209791183	2.23266075679027	4.04614178164472	3.58135124716878
"C6orf211"	1.38956681176273	1.44360665147561	1.09761079662642	3.78659636189081	4.83035674741922	3.16349873228288	3.73660487531425	4.456149034648	2.80529245560071	2.77610398807316	3.08065766334523	2.93545974780529	3.11103131238874	2.6667565918848	3.61823865559545	4.58676474335514	4.00809242094872	4.22496636500027	3.94110631094643	3.89044669267991	2.91647664443772	3.59454854955035	3.64385618977472	6.42004442035417	5.11727946005392	6.99004721957379	6.63517394667492	4.25474519762921	6.66476725535641	6.18030701996943	5.17831627170145	4.05484847699562	3.84197311892718	6.71699089440494	5.45647762935182	7.76015439995754	7.15997222101611	7.0518071070133	7.7113572383413	5.42492208821069	5.30158764660319	7.03738222200308	6.4870360800319	5.1106138055009	5.40871186102943	2.76977173924945	3.87970576628229	4.27500704749987	3.76234881564413	6.38059093426592	7.4594316186373	4.39848719001897	4.58496250072116	6.8250223640447	7.62336941611481	5.10223819393074	8.60043330836054	5.04395687279021	6.98811658476014	5.81506301719287	7.1829901801094	7.92919921993398	6.20867331962947	7.15147325657903	2.03210084316702	0	1.31034012061215	0	0	4.5033487351675	4.77610398807316	3.21723071622067	4.93310047493137	3.45549162062847	5.74443022998792	1.17632277264046	1.62760683812965	3.11935617703968	2.7311832415722	0	3.05311133645956	0	5.96670731415032	6.58661464242998	6.96347412397489	5.53200519379057	4.99503219247754	4.82731094394967	5.07895134139482	6.70431867776083	4.08915913191124	3.92694824794977	4.25096157353322	5.5677279633048	4.84398384404833	4.49505552836802	2.12101540096137	2.81352468929781	1.92599941855622	1.95233356636969	3.11270013274936	4.80683958179819	4.93593113975227	7.39857269572596	4.83642913116165	5.1647058401828	5.97315203787724	6.13360462289506	6.11249163574186	5.73768676140986	6.84423498775875	6.89275529685105	5.78633498041697	6.92623668441333	5.25701061820602	4.8499992594661	6.37937836707126	5.20202584460934	6.52559910792231	7.77834001128552	5.41447383643093	4.33913738491959	7.1814007617393	4.67072705449947	6.22901103701185	5.58736499093646	6.64270157183323	6.08363887925071	6.29700794927485	5.72410451986685	5.23802251782572	6.54689445988764	4.87135084063403	6.30250184411232	6.21761848535105	4.39231742277876	2.6915341649192	1.97819562968165	4.40599235967584	3.82374936030827
"C6orf141"	0	0	0	4.74308405554959	3.86096279785812	0.286881147788162	2.35895882583233	3.07382023329167	1.92599941855622	2.31903981556254	2.26603689399532	3.20789285164133	2.41953889151378	2.08065766334523	1.87970576628229	3.74846123300404	2.67807190511264	0.871843648509318	1.43829285157915	1.85199883711245	0.879705766282288	1.72683121703249	0.839959587489532	3.27202318906105	4.64443315240625	2.0036022366802	3.45154083301783	0.659924558402378	3.4594316186373	3.84197311892718	2.44625622988956	2.74416109557041	2.55336050333533	4.41006969175638	5.64212391615349	1.4541758931858	4.05398016818765	1.64154602908752	6.10601323762212	4.18348651445939	4.32481060342048	5.15015345524625	2.15055967657538	5.01480160235136	2.20476675065461	3.81762325751143	5.43529521564717	2.0496307677246	5.33913738491959	4.93073733756289	3.43429461795993	0.124328135002202	1.18903382439002	4.16188768237689	1.72246602447109	0	3.03033607837096	5.03518399661834	3.97819562968165	0	5.40735275114004	2.54101915313356	3.27947129564447	4.93121027480393	0	3.98823022306046	0.799087306074004	0	0	0.298658315564515	2.7311832415722	1.99276843076892	1.0071955014042	0.704871964456353	5.04657836662033	1.53605290024021	0	1.59454854955035	2.08065766334523	0.978195629681652	1.78240856492737	2.88752527074159	3.7158933705476	5.03033607837096	5.01747656302046	3.87479696589867	1.32768736417605	1.10433665981474	3.16027483140859	5.74496834824888	1.76977173924945	1.98913900736823	1.54101915313356	3.18745105402733	2.65764000520782	0.678071905112638	0	2.71149490665009	1.26303440583379	2.46466826700344	2.09085343045111	3.22342254993494	0.933572638261024	2.08406426478847	2.17951105027151	0.238786859587116	2.50080205305716	2.46466826700344	1.58014548442338	5.27686882997646	0.918386234446348	4.20867331962947	1.50080205305716	1.94860084749336	1.71369581484336	1.81557542886257	0.505890929729957	0.0840642647884745	2.5385381636298	3.53106949272595	3.24031432933371	0.575312330687437	4.01703108052784	2.18903382439002	0.124328135002202	3.0496307677246	0.895302621333307	3.68481873755322	2.87381319835909	2.12763327972587	2.13422093976063	3.799087306074	3.26753579806873	0.150559676575381	1.87970576628229	3.22958792274065	2.92409988564074	0	3.71808758396052	3.66220549965362
"FSIP1"	0	0	0	0.650764559116902	0.22650852980868	0.298658315564515	0.389566811762726	0.263034405833794	0.070389327891398	0.389566811762726	0.333423733725192	0.321928094887362	0.31034012061215	0.389566811762726	0.713695814843359	2.25096157353322	0.321928094887362	0.7311832415722	0.0565835283663675	0.0976107966264223	0.22650852980868	0.27500704749987	2.96716860753263	2.68032435684402	4.70818723602071	1.55090066464752	4.2667865406949	3.93922657772821	2.28392177230762	1.76553474636298	4.97819562968165	3.88459792099006	1.17632277264046	0.831877241191673	1.55581615506164	4.23802251782572	5.24374523473398	4.75221336786514	1.1243281350022	4.09254574154357	4.01167453338092	2.59693514238723	4.06522762277562	1.18269229751619	2.47508488294878	0	3.0071955014042	1.7311832415722	2.35049724708413	3.23725777090037	5.67609812091222	4.90785207184596	2.64616265715789	5.49729300866279	3.97727992349992	4.42155994490182	6.43112147252643	4.80322703643493	4.94860084749336	3.33199177823206	6.41835863488438	5.40701277351601	3.12101540096137	4.55704241526372	0.485426827170242	0	0	1.11103131238874	1.08406426478847	0.432959407276106	4.56498780095989	0.37851162325373	1.09085343045111	2.72683121703249	5.55949181320504	0	0	0	0.948600847493356	0	4.42693561964834	0	5.43162295971329	3.82680268428583	2.69821847822441	1.15704371014558	3.03913839390696	5.19967234483636	3.29278174922785	2.95419631038688	1.39506279951758	1.31034012061215	2.05311133645956	1.44360665147561	2.20163386116965	2.20476675065461	0	1.24488705912353	3.05658352836637	0.722466024471091	0.739848102699327	5.26265865507222	4.46074256378964	1.44890095114513	2.58496250072116	0.704871964456353	6.85959690323874	4.04176864995163	4.49825086752783	4.33842441478356	4.05398016818765	3.98367769469807	4.33842441478356	1.26903314645524	4.8860623383456	4.93310047493137	1.98913900736823	3.97544676564096	5.00988458893184	4.21955576916691	2.83995958748953	3.47897180503294	4.27127625917593	0.641546029087524	4.65821148275179	5.14934066928622	4.34553831007001	5.01390884549064	2.57046293102604	1.68257329734758	5.95512678126137	5.03650333373899	4.79129314859221	4.04701481951759	3.29865831556452	2.24488705912353	1.87970576628229	1.6507645591169	0.238786859587116	3.11603199344711
"CLSTN2"	0	0	1.9297909977186	1.13750352374994	0.895302621333307	2.13750352374994	3.22650852980868	0.250961573533219	4.85399564717639	4.43095427138573	1.08406426478847	2.52105073690096	2.17312743348066	2.03913839390696	4.19140472885276	3.72574115650395	1.79493566280354	1.98185265328974	0.55581615506164	0.31034012061215	0.782408564927373	0.367371065648529	2.54596836910529	4.30815697511476	6.17971008387062	5.94485844580754	4.22265002245148	4.4988890869768	4.93168305705981	3.22650852980868	6.5076360935706	6.74011804283313	4.43295940727611	3.83995958748953	3	4.69432306012539	4.11519974938544	6.22303633790187	1.29865831556452	5.66305992374782	3.50969584193339	4.68201139080069	5.08958289312471	0.895302621333307	5.6979405826171	6.23150921086705	6.16812050459556	3.95419631038688	5.57076649652761	6.51238492946103	7.68481873755322	8.07146236255662	5.76473892302338	5.3215673760354	3.34766565630097	6.75020450927987	6.80838505065609	6.51822038059959	3.74738739965272	6.21645486514476	4.08491465976794	5.57106999816771	4.31542131594578	6.24088671380497	3.82273014794452	1.58014548442338	1.37295209791183	1.33913738491959	0	0.641546029087524	3.68706068833989	2.03210084316702	1.42223300068305	2.54101915313356	6.50842865253186	2.80322703643493	5.02103547951136	4.69320814891002	2.0496307677246	1.81557542886257	3.114367024952	3.88264304936184	4.90400231628369	7.44567705027084	6.39420543035888	3.61941301059794	6.07210580048042	4.71753934339116	4.60999129521268	3.0071955014042	7.09106507793054	5.72301239639237	4.39506279951758	5.50048340147312	5.28762004411207	3.64038956005495	3.69376571221778	6.95081831391518	4.72082566608984	5.35720008486005	4.06177619758669	7.60821785302146	4.82171021503467	4.68706068833989	5.24792751344359	5.25058266478754	3.93451650158608	8.22298805412735	3.72900887033786	6.07980475463526	5.27761287075669	5.94556088599388	6.24069594421251	4.64731450954714	3.52481592835751	4.2364926183813	3.73660487531425	5.58044701959866	5.23457795978457	5.6507645591169	4.21023299009585	5.81224149518948	6.11852584893567	5.88801258540283	6.15076274435542	6.06995989045977	4.6724253419715	5.16791986555194	6.47232529665646	2.68481873755322	5.29020320512607	6.07617425672425	5.31179371775365	5.70321146739115	5.5668151540109	5.66249036391378	6.97085365434048	3.10601323762212	6.23859581210741	2.33913738491959
