"BC_HKB0022_649_T"	"BC_HKB0199_1263_T"	"BC_HKB0567_M1337_T"	"BC_HKB0757_1496_T"	"BC_HKB0761_1499_T"	"BC_HKB0838_1563_T"	"BC_HKB0890_1550_T"	"HKB0049_3006_T"	"HKB0052_3000_T"	"HKB0054_3000_T"	"HKB0064_3004_T"	"HKB0074_3000_T"	"HKB0120_3000_T"	"HKB0124_3003_T"	"HKB0129_3000_T"	"HKB0155_3000_T"	"HKB0158_3006_T"	"HKB0160_3000_T"	"HKB0161_3001_T"	"HKB0186_3000_T"	"HKB0207_3001_T"	"HKB0552_3000_T"	"HKB0573_3000_T"	"HKB0719_3002_T"	"BC_HKB0187_1214_T"	"BC_HKB0215_1134_T"	"BC_HKB0729_1445_T"	"HKB0007_3005_T"	"HKB0016_3006_T"	"HKB0023_3006_T"	"HKB0033_3006_T"	"HKB0038_3006_T"	"HKB0088_3000_T"	"HKB0098_3005_T"	"HKB0101_3000_T"	"HKB0143_3006_T"	"HKB0191_3001_T"	"HKB0208_3006_T"	"HKB0209_3004_T"	"HKB0219_3001_T"	"HKB0232_3000_T"	"HKB0576_3000_T"	"HKB0638_3000_T"	"HKB0665_3000_T"	"HKB0668_3000_T"	"HKB0698_3000_T"	"HKB0701_3000_T"	"HKB0734_3000_T"	"HKB0737_3000_T"	"HKB0744_3000_T"	"HKB0006_3006_T"	"HKB0008_3006_T"	"HKB0031_3001_T"	"HKB0035_3006_T"	"HKB0067_3006_T"	"HKB0086_3006_T"	"HKB0159_3006_T"	"HKB0164_3006_T"	"HKB0168_3006_T"	"HKB0179_3006_T"	"HKB0196_3006_T"	"HKB0214_3006_T"	"HKB0221_3001_T"	"HKB0222_3006_T"	"HKB0225_3001_T"	"HKB0226_3001_T"	"HKB0558_3000_T"	"HKB0564_3000_T"	"HKB0579_3000_T"	"HKB0599_3000_T"	"HKB0718_3000_T"	"HKB0721_3000_T"	"HKB0722_3002_T"	"HKB0726_3000_T"	"BC_HKB0764_1510_T"	"BC_HKB0902_1617_T"	"BC_HKB0913_1654_T"	"BC_HKB2119_1690_T"	"HKB0078_3000_T"	"HKB0141_3006_T"	"HKB0228_3002_T"	"HKB0230_3006_T"	"BC_HKB0555_1321_T"	"BC_HKB0570_1319_T"	"BC_HKB0641_1392_T"	"BC_HKB0715_1407_T"	"BC_HKB0733_1459_T"	"BC_HKB0874_1537_T"	"BC_HKB0894_1583_T"	"BC_HKB0905_1623_T"	"BC_HKB1384_1734_T"	"BC_HKB2105_1618_T"	"BC_HKB2107_1620_T"	"BC_HKB2109_1628_T"	"BC_HKB2113_1657_T"	"BC_HKB2114_1660_T"	"BC_HKB2116_1671_T"	"BC_HKB2123_1695_T"	"HKB0147_3000_T"	"HKB0210_3006_T"	"HKB0585_3000_T"	"HKB0748_3000_T"	"BC_HKB0543_1306_T"	"BC_HKB0779_1486_T"	"BC_HKB0899_M1605_T"	"BC_HKB1385_1721_T"	"HKB0040_3002_T"	"HKB0050_3005_T"	"HKB0069_3000_T"	"HKB0167_3006_T"	"HKB0194_3006_T"	"HKB0220_3000_T"	"HKB0674_3000_T"	"HKB0736_3000_T"	"HKB0751_3000_T"	"HKB0752_3000_T"	"BC_HKB0662_1294_T"	"BC_HKB0728_1447_T"	"BC_HKB0772_1460_T"	"BC_HKB0775_1470_T"	"BC_HKB0876_1543_T"	"BC_HKB0892_1559_T"	"HKB0004_3006_T"	"HKB0005_3001_T"	"HKB0019_3006_T"	"HKB0036_3006_T"	"HKB0044_3006_T"	"HKB0056_3002_T"	"HKB0065_3006_T"	"HKB0079_3006_T"	"HKB0082_3006_T"	"HKB0084_3000_T"	"HKB0091_3001_T"	"HKB0092_3000_T"	"HKB0125_3006_T"	"HKB0134_3006_T"	"HKB0157_3006_T"	"HKB0182_3006_T"	"HKB0211_3002_T"	"HKB0626_3000_T"	"HKB0650_3000_T"	"HKB0659_3000_T"	"HKB0677_3000_T"	"HKB0710_3000_T"
"JPH2"	0.948600847493356	1.36176835941915	0	0.321928094887362	2.38404980679516	0.925999418556223	4.09339115325301	0.604071323668861	1.85598969730848	1.29278174922785	1.83187724119167	3.38681094647222	0.7311832415722	1.42223300068305	2.21101219348551	0.516015147003665	2.31324585178756	0.895302621333307	2.47248777146274	1.790772037862	1.78659636189081	0.871843648509318	2.20163386116965	1.58976348698498	1.62760683812965	0.831877241191673	2.09423606984577	0.286881147788162	0.53605290024021	1.82374936030827	1.0496307677246	0.948600847493356	1.40599235967584	2.31903981556254	0.432959407276106	0.565597175854225	0.55581615506164	1.04264433740849	1.94485844580754	0.918386234446348	1.05658352836637	1.26303440583379	0.286881147788162	2.7311832415722	0.411426245726465	0.286881147788162	1.55090066464752	0.831877241191673	1.80322703643493	0.526068811667588	0.739848102699327	0.454175893185802	1.04264433740849	0.176322772640463	0.20163386116965	0.863938450423971	0.367371065648529	2.31324585178756	0.669026765509631	0.978195629681652	0.84799690655495	0.956056652412403	0.475084882948783	0.250961573533219	1.71808758396052	0.594548549550354	0.575312330687437	2.22650852980868	1.50589092972996	0.389566811762726	0.978195629681652	1.26303440583379	0.910732661902913	0.687060688339892	0	0	1.08406426478847	0.400537929583729	0.925999418556223	0.831877241191673	0.389566811762726	1.14404636961671	0.422233000683048	0	0.565597175854225	0.575312330687437	0.992768430768924	0.367371065648529	0.831877241191673	1.58014548442338	1.52105073690096	0	0.887525270741587	0.22650852980868	0.344828496997441	1.61353165291793	0	0.687060688339892	0.22650852980868	0.516015147003665	0.565597175854225	1.25096157353322	0.687060688339892	0.55581615506164	1.22650852980868	0	0.823749360308273	0.286881147788162	1.44360665147561	0.475084882948783	2.60169651648096	0.687060688339892	0.887525270741587	0.992768430768924	0.545968369105292	1.28688114778816	0	0.84799690655495	1.28095631383106	1.6915341649192	0.7311832415722	6.3231899010884	3.4931349223055	1.76128527336162	6.55842071326866	5.54349588342577	1.53605290024021	1.01435529297707	4.23878685958712	2.18586654531133	0.831877241191673	3.36737106564853	2.24488705912353	1.91073266190291	0.773996325111173	3.78972925137577	1.22032995487956	3.89917563048051	3.4262647547021	3.51096191927738	1.15704371014558	0.790772037862	0.575312330687437	0.124328135002202
"COX7A1"	4.99050111136325	4.73768676140986	5.46793154602629	5.37260391520448	4.70154905694307	3.45154083301783	2.64154602908752	3.99095486039699	4.39574832817903	3.08406426478847	4.70653055253812	3.93545974780529	5.73849764388979	3.28540221886225	4.89772447021644	3.75488750216347	4.34766565630097	7.01858966780594	4.26978123827438	4.99276843076892	4.03474394932473	3.99729240763651	3.68369645430652	3.86393845042397	3.87381319835909	3.94766615679601	4.35614381022528	2.75702324650746	2.76553474636298	3.20163386116965	3.72900887033786	4.18269229751619	5.0686708106651	3.20476675065461	2.93734439215023	3.23266075679027	3.25701061820602	4.97773784924282	3.99729240763651	3.13257684267001	3.13422093976063	4.20084957463721	3.0408924306469	4.07296327155522	3.24792751344359	2.37851162325373	4.38266725274504	4.36176835941915	3.605257262939	5.77925972037238	2.27798474729977	3.21723071622067	2.03913839390696	1.80322703643493	2.61823865559545	2.62293035092018	1.86789646399265	4.674686619928	4.46858331700683	3.04439411935845	2.63923216324928	2.95046841415012	2.71808758396052	1.80322703643493	2.6959938131099	5.13298804262744	2.65306001710456	2.92789645372882	3.49825086752783	3.08576455377831	2.6507645591169	2.40053792958373	2.36457243229586	2.18269229751619	4.54101915313356	4.46270675067016	5.02901108665907	2.62293035092018	2.50080205305716	4.79545527204412	1.91838623444635	5.20006486151431	4.77188557851537	4.40053792958373	4.40463068421761	2.77820857639809	3.97085365434048	2.98367769469807	5.16269343221124	3.39369076418745	4.18348651445939	3.4032677223393	2.48284828306847	1.20163386116965	3.58496250072116	3.38128337250378	5.50016467949217	3.42223300068305	1.95977015521147	1.35614381022528	4.605257262939	2.84197311892718	2.46727948045998	3.55704241526372	4.23419472295381	4.25323293853803	1.76977173924945	1.63691458035588	2.92409988564074	3.10936055940423	2.19219416528334	3.92884403671257	3.23572705983806	5.3533232911629	5.06091204958787	2.25701061820602	1.6915341649192	2.85798099512757	3.31469652565629	4.02680005934372	4.01256867350306	4.6667565918848	2.50842865253186	2.61353165291793	3.63343121035563	2.91838623444635	1.65535182861255	2.39780296186249	2.26903314645524	2.52606881166759	2.51601514700366	2.9429835981871	2.31324585178756	2.52606881166759	2.34482849699744	2.35049724708413	2.62527048937469	2.72465027173297	2.57288966842058	1.38956681176273	1.89530262133331	2.60644222813161	2.46466826700344	1.35614381022528
"SLIT2"	2.51601514700366	3.44360665147561	2.46727948045998	1.79493566280354	2.15055967657538	2.4541758931858	1.92219784839637	3.49697358099828	3.5837597536395	3.28095631383106	3.10433665981474	4.32840565895857	3.6507645591169	2.89530262133331	3.68594014844598	3.06695024392463	3.36036427654347	3.54473265593262	4.10517519226548	4.4032677223393	3.85399564717639	3.72027846523333	3.8073549220576	3.67016051412663	0.748461233004036	2.33628338786443	2.20789285164133	2.36176835941915	2.65535182861255	3.05658352836637	3.34624777408278	2.95233356636969	2.90881290773955	2.79493566280354	3.19377174339668	2.85996954822103	2.96162332828694	3.79597469420667	3.48413813120167	2.55826763405574	2.35895882583233	3.55336050333533	2.84599177066457	3.18269229751619	2.24184018356467	1.91838623444635	3.58014548442338	3.01970191444255	3.60169651648096	2.4594316186373	1.65535182861255	3.58255600301406	2.04264433740849	2.14730669878029	2.37016428054021	2.60169651648096	1.59931779369823	3.30158764660319	3.15704371014558	2.97085365434048	2.92409988564074	3.12928301694497	2.1243281350022	2.04614178164472	2.99819550315325	2.47248777146274	3.18903382439002	3.4276061727819	3.64154602908752	2.7311832415722	2.52606881166759	1.63691458035588	2.15380533607904	2.04264433740849	1.4905701304462	1.48026512205446	1.06350294230616	1.51096191927738	1.95977015521147	3.02680005934372	2.08406426478847	2.29278174922785	0	0.321928094887362	0.298658315564515	0.565597175854225	1.1243281350022	1.83592407425437	0.807354922057604	1.55090066464752	1.30451104180995	0.659924558402378	1.40599235967584	1.30451104180995	0.839959587489532	0.650764559116902	1.0496307677246	0.37851162325373	1.76553474636298	3.5933537709803	1.50589092972996	3.38266725274504	0.839959587489532	1.98550043030488	0.286881147788162	2.13422093976063	2.89336221076387	1.70043971814109	2.36176835941915	3.01613970265525	2.5385381636298	3.5909612413426	3.61235249875266	3.16188768237689	3.43162295971329	2.53106949272595	1.41142624572647	1.84398384404833	2.02147972741045	1.99276843076892	2.27202318906105	2.20789285164133	1.15704371014558	1.7311832415722	2.01077983875324	2.34198574722862	1.62293035092018	3.63807383718072	1.6915341649192	2.45154083301783	1.99276843076892	2.22032995487956	1.71369581484336	2.46727948045998	1.66902676550963	2.28095631383106	2.34198574722862	2.55581615506164	2.04614178164472	1.04264433740849	2.03913839390696	2.17312743348066	2.22032995487956	1.4905701304462
"GYPC"	6.82056192796384	5.77082904603249	5.74899785009815	5.98230913012977	5.12598165385472	4.25398926623079	5.24031432933371	5.45022149589718	5.30524096595448	5.3526172989585	5.74173662382664	5.66476725535641	6.69529790115733	4.46793154602629	5.77952238674377	5.57591736111815	4.87970576628229	7.87982827254831	5.12060077384517	6.67750824226472	5.69013769298664	5.45121111183233	5.43496176018725	5.20789285164133	3.84799690655495	4.21256933885081	3.09254574154357	4.43962313755712	4.41413553298445	4.20867331962947	4.87627136055013	4.13257684267001	4.25625587320273	4.56132613645392	4.69265037003553	5.27947129564447	4.91695427895322	4.71918344048179	5.20789285164133	4.03386345186628	3.82578562746479	5.50874555424447	4.20398416585599	4.17632277264046	4.18189764310839	4.38128337250378	5.25701061820602	4.03033607837096	5.00405188450708	3.75274859140713	3.17472598770613	5.10139795218253	5.05918219921169	3.82883464946806	4.24184018356467	4.44095219802964	3.62410089462811	5.32012359804061	4.19377174339668	4.75755668893945	4.25550073314839	4.62702310555406	4.61647532878288	3.98732086592925	3.41953889151378	4.1333991254172	4.20398416585599	4.39574832817903	5.38301301548867	4.01077983875324	4.56924802986718	3.94673086014031	4.04788732939655	3.83390207666916	0	4.38266725274504	4.00629802390037	3.25550073314839	3.71149490665009	4.52293456094346	3.69488019279919	4.49825086752783	4.24260250592898	3.44757919654888	2.82171021503467	2.90496571868403	3.13914201914569	3.53356334821451	3.21101219348551	2.8011586560937	1.72246602447109	2.114367024952	4.7311832415722	3.62058641045188	3.52606881166759	3.68594014844598	2.71369581484336	3.34624777408278	3.37712374912949	3.61235249875266	2.92789645372882	4.07809742302666	5.58225490835766	4.28909670241999	6.15886210620845	5.15258906928713	5.86071454954969	4.13586316536868	5.51947900230724	5.39266088071179	4.44095219802964	5.37364821133469	5.58586390346269	5.83289001416474	5.49697358099828	4.77925972037238	3.15055967657538	3.86492897228979	3.38266725274504	3.43962313755712	3.16349873228288	4.83945576522463	3.86492897228979	3.40599235967584	4.21412480535285	4.79649392942584	3.97819562968165	3.81557542886257	3.73335434061383	4.6915341649192	6.47394922190771	4.39369076418745	5.09212284983868	3.44625622988956	5.14812063112396	4.35966172233388	4.47053686509258	3.93451650158608	3.93451650158608	2.72465027173297	3.79597469420667	5.10139795218253	5.71177020386319	3.84096670448742
"MRVI1"	2.80322703643493	2.51853513898218	2.11769504266975	2.18903382439002	2.31903981556254	2.26603689399532	4.08915913191124	1.87970576628229	2.89141918684608	2.54843662469604	1.74416109557041	2.76128527336162	2.40599235967584	2.28688114778816	2.77188557851537	2.17632277264046	3.22958792274065	2.48800077083407	2.74416109557041	3.52732060787705	3.82171021503467	2.01792190799726	2.84799690655495	2.74416109557041	3.33199177823206	2.38404980679516	2.6667565918848	2.90303827011291	2.81147103052984	3.17791779219584	2.26903314645524	3.0408924306469	2.88557436437143	3.13914201914569	2.69821847822441	1.98913900736823	2.74416109557041	3.61941301059794	4.21567859660793	2.44625622988956	2.80529245560071	2.75915583380027	1.85996954822103	3.98367769469807	2.33913738491959	3.54473265593262	3.94953493301701	1.87578006306849	3.49825086752783	1.94860084749336	1.50589092972996	2.45680614923047	2.3305584000308	1.33913738491959	2.01435529297707	2.8972404255748	2.27202318906105	3.0408924306469	2.57288966842058	1.28095631383106	2.22032995487956	2.20163386116965	2.24184018356467	1.66448284036468	2.61823865559545	2.63459326844576	2.20163386116965	3.24944534108584	2.73984810269933	2.48026512205446	2.62993940943954	1.98185265328974	2.55090066464752	1.70043971814109	4.83086375675176	2.0496307677246	1.47508488294878	1.74846123300404	2.40053792958373	2.09423606984577	1.4276061727819	2.64846544302731	1.22032995487956	2.51601514700366	1.86393845042397	0.863938450423971	1.26903314645524	1.55581615506164	1.94860084749336	2.63691458035588	1.4594316186373	2.15055967657538	2.3305584000308	2.85798099512757	1.44360665147561	1.62760683812965	1.60407132366886	2.5385381636298	1.82781902461732	1.34482849699744	1.64154602908752	2.34482849699744	2.17312743348066	2.23572705983806	1.71369581484336	1.91073266190291	2.10433665981474	1.51096191927738	3.05484847699562	1.97085365434048	1.88362081628567	1.76128527336162	2.78031009904338	2.03562390973072	2.32768736417605	2.13422093976063	1.48542682717024	2.70487196445635	1.70487196445635	2.43028527297778	2.9126498648972	3.13257684267001	2.56071495447448	2.51601514700366	3.55458885167764	3.21412480535285	1.90303827011291	1.86789646399265	2.82374936030827	2.75274859140713	2.71808758396052	2.88362081628567	1.97085365434048	3.1243281350022	2.72027846523333	1.68257329734758	1.67355642399014	3.86195536414487	2.8073549220576	1.10433665981474	1.64154602908752	2.16671544496642	1.6915341649192	1.70929063572336
"HSPA12B"	4.04701481951759	4.31251996747495	3.61470984411521	4.28169825009883	3.5668151540109	3.25550073314839	4.25323293853803	2.90303827011291	2.9429835981871	2.21723071622067	2.1407786557828	2.85399564717639	3.67694435910691	2.4541758931858	2.87184364850932	2.80529245560071	2.62293035092018	3.77294133783134	2.85399564717639	3.57893871309339	2.93357263826102	2.46205231879643	2.18269229751619	2.26603689399532	2.56803210477128	3.1586601753465	2.89336221076387	2.25701061820602	1.99638874644762	1.86789646399265	3.6959938131099	2	2.24184018356467	1.73552217729654	2.71149490665009	2.47508488294878	2.35049724708413	2.6667565918848	2.23266075679027	1.71808758396052	1.22650852980868	1.86789646399265	1.92599941855622	1.84398384404833	1.42223300068305	1.46466826700344	2.20789285164133	2.9297909977186	2.6959938131099	1.28688114778816	1.58496250072116	2.34766565630097	1.91838623444635	1.09085343045111	1.65992455840238	1.72246602447109	1.85996954822103	2.82781902461732	2.4541758931858	2.10433665981474	2.34482849699744	2.0036022366802	1.94860084749336	1.50589092972996	1.16992500144231	2.16349873228288	1.75702324650746	2.28983446517751	2.26603689399532	1.58014548442338	1.75702324650746	1.63226821549951	0.910732661902913	1.32192809488736	1.75274859140713	2.94673086014031	3.4235781709818	3.1811025507538	1.50080205305716	2.90881290773955	1.23878685958712	2.68481873755322	3.24944534108584	1.39506279951758	1.89530262133331	2.85199883711245	3.97085365434048	2.68929916053589	2.48542682717024	3.66562016406638	3.4262647547021	2.0071955014042	3.03738222200308	2.49569516262407	3.06522762277562	2.799087306074	2.58255600301406	1.83995958748953	1.20163386116965	2.01435529297707	1.55581615506164	2.06350294230616	3.39780296186249	3.21878116778407	3.52105073690096	3.48800077083407	1.790772037862	1	2.0036022366802	1.6507645591169	1.78240856492737	2.40599235967584	2.83592407425437	1.79493566280354	1.84799690655495	1.26303440583379	2.1243281350022	3.23266075679027	3.20476675065461	2.51349074558812	1.68706068833989	3.24792751344359	1.46466826700344	1.4276061727819	1.59454854955035	1.51096191927738	1	1.25096157353322	1.01435529297707	1.43295940727611	1.62760683812965	1.4594316186373	1.37851162325373	1.32192809488736	0.910732661902913	1.60407132366886	1.790772037862	1.58496250072116	1.61353165291793	0.650764559116902	1.05658352836637	1.06350294230616	1.01435529297707	0.765534746362977
"PLN"	4.92076967302065	3.90014226035982	4.85349670370232	4.3305584000308	5.55979769575487	3.87381319835909	0	1.72683121703249	3.93262815702213	2.06695024392463	1.08406426478847	2.82578562746479	2.54843662469604	2.60880924267552	3.75060650483559	2.26303440583379	2.06350294230616	2.49569516262407	4.03826057517535	3.65878273401283	5.00090140274153	3.53977919169849	2.22342254993494	3.41683974191283	3.75702324650746	4.36387192485753	3.32192809488736	1.85996954822103	1.91073266190291	3.67807190511264	2.10768786931437	2	1.56559717585423	2.15704371014558	2.16349873228288	1.87970576628229	1.7311832415722	3.33628338786443	3.00898878322725	2.28392177230762	2.33913738491959	2.68929916053589	2	2.64385618977472	1.85996954822103	1.62293035092018	3.88166461932035	0.831877241191673	2.49825086752783	2.73552217729654	2.16349873228288	2.114367024952	2.68706068833989	0.575312330687437	1.23266075679027	2.33913738491959	1.04264433740849	2.85798099512757	1.94485844580754	1.20163386116965	1.19534759832222	1.53605290024021	1.48542682717024	1.42223300068305	1.78240856492737	2.19849415363908	2.12101540096137	1.60880924267552	2.31614574229336	1.21412480535285	2.82171021503467	0.584962500721156	1.4905701304462	1.84398384404833	0	3.46336088581666	2.71808758396052	4.03386345186628	1.28688114778816	1.86789646399265	0.687060688339892	2.55090066464752	4.40122086216022	2.68257329734758	3.85996954822103	1.98185265328974	2.19849415363908	4.77663042305105	0	3.30158764660319	3.34624777408278	4.65821148275179	4.99593670350459	4.64731450954714	5.36806987653208	4.7371459197762	4.90303827011291	4.05571626351254	1.23266075679027	2.22032995487956	1.13093086982645	1.71808758396052	5.5933537709803	5.10977842907866	3.34482849699744	6.65806863458683	1.11103131238874	1.31614574229336	2.24792751344359	0.594548549550354	0.53605290024021	1.75274859140713	1.4905701304462	1.60880924267552	2.17632277264046	1.20163386116965	4.94673086014031	5.14323013477689	4.64443315240625	4.50716034911752	5.39643353125099	0	1.54101915313356	2.31034012061215	1.16992500144231	0.831877241191673	0.298658315564515	0.526068811667588	0.887525270741587	2.76553474636298	0.895302621333307	2.33342373372519	1.26303440583379	2.37295209791183	1.16992500144231	0.739848102699327	1.28095631383106	2.8011586560937	1.97452931248388	1.32768736417605	0.55581615506164	2.28392177230762	1.65535182861255	1.6959938131099
"MYL9"	8.23945532660462	7.69668938953767	8.6103974021938	8.53531426275552	8.01764358349734	7.43604520875391	9.19216950193247	7.54666299291799	7.44865321438125	7.33387092849672	7.27304958663691	7.86492897228979	8.4036937862628	6.94403849975484	7.85281037455327	7.14618679149074	6.71699089440494	9.16347357345859	7.84530186105683	8.26987472248247	8.01184222687082	6.58706489836317	7.16057737834079	7.28743535550644	8.99441001202566	8.76894517883399	8.04995742798658	8.56304369891031	6.4369613378336	8.01942393316249	7.50056307096762	8.50135952403019	7.1873520732005	7.70099449416827	7.15208198867283	7.42324199597366	7.4053967847972	7.4446008137115	8.61268423328404	7.34340782229781	7.19229281447077	8.29213754513548	6.58841482364418	8.3721250267335	6.97361127551947	7.54457811733884	8.60255041287461	6.62058641045188	7.74375729978267	6.80012335282653	5.95396359887078	7.30597052098439	5.46890909211059	5.10517519226548	6.17731986649513	7.29939120612683	5.95861071205585	7.91253011432308	7.07841770164733	7.44451799301967	6.26284654268607	7.19318035374262	6.48220292629596	5.30231905094883	7.02845864742548	7.0393577651597	6.8357977823962	7.86145916636151	7.78299820892041	7.26706755781248	7.5708423779236	7.16791986555194	8.65713977659315	6.22419466397043	6.27835652801072	6.91336815967972	8.37681997360802	6.84360704649056	6.59842476052772	7.30615285211144	6.00090140274153	7.17412673742093	6.00135189299996	5.39574832817903	4.96855160336395	6.33860269035263	6.88276530647313	6.69125497865014	5.37364821133469	8.17232749165762	5.58315800387441	6.47346223623528	7.83168726708308	6.91826695909256	6.71273333062503	7.40215936690663	5.91647664443772	6.20906339534927	5.4905701304462	5.97407036702403	5.2861418728343	6.62175885670973	7.98749141405762	6.661350569234	6.24164954001753	7.37033867703977	4.86690797814317	5.41717741190639	7.39694722007283	6.95675366267198	6.21626083716506	6.77834001128552	7.01758791215345	5.38784501296558	6.52356195605701	6.89287670006069	5.92481250360578	7.72764822226861	7.71004873378699	7.06037169412222	7.93775633012233	9.5708044377245	9.25417828621676	6.7814908616581	9.15633593669436	8.2985666780607	5.5298209465287	6.27500704749987	8.66938115767061	6.84962402992454	6.68453824857773	7.66945202565741	7.25757641795478	7.95477792500507	7.5574254079233	7.86245139132558	6.78724960846791	8.6790929830497	8.89478745427022	5.70404195482129	5.4541758931858	6.62351574149055	6.99819550315325	6.32966181492899
"NEGR1"	2.68929916053589	2.48800077083407	2.85199883711245	3.24184018356467	2.57046293102604	2.82578562746479	3.39643353125099	2.80322703643493	2.66448284036468	3.16510798514454	4.27127625917593	2.81147103052984	2.83187724119167	1.59931779369823	2.83794324189103	2.16349873228288	2.25398926623079	3.76553474636298	2.70929063572336	2.70265754339091	2.95419631038688	2.70929063572336	2.56071495447448	2.44625622988956	2.83592407425437	3.43962313755712	3.22650852980868	1.37295209791183	1.76128527336162	2.22342254993494	2.21101219348551	2.39506279951758	2.24184018356467	2.06350294230616	3.0496307677246	1.54596836910529	1.63226821549951	3.83187724119167	2.7158933705476	2.03562390973072	2.48542682717024	2.46727948045998	3.34340782229781	2.61823865559545	1.84398384404833	2.46205231879643	2.68257329734758	1.65535182861255	1.93734439215023	1.37295209791183	0.748461233004036	2.31614574229336	3.92599941855622	1.37851162325373	2.22342254993494	1.71808758396052	1.44360665147561	1.76128527336162	1.72246602447109	1.96716860753263	0.7311832415722	1.60880924267552	2.16992500144231	4.74254523386605	4.25625587320273	2.15055967657538	2.22342254993494	1.83592407425437	2.53356334821451	2.21723071622067	1.16992500144231	0.807354922057604	1.30451104180995	1.11103131238874	4.63981097771678	2.0496307677246	3.58616424593091	3.10097764772482	1.58496250072116	1.44360665147561	0.545968369105292	3.70376517879341	5.1122831085982	2.89141918684608	2.63691458035588	1.03562390973072	2.72027846523333	2.32481060342048	2.68481873755322	2.06350294230616	1.01435529297707	2.82578562746479	3.78972925137577	3.03386345186628	2.7158933705476	3.04614178164472	2.51601514700366	4.44426950241348	2.31324585178756	0.238786859587116	2.18269229751619	1.15704371014558	1.35614381022528	2.24792751344359	0	1.78240856492737	0.925999418556223	0.918386234446348	1.26303440583379	1.92219784839637	1.70487196445635	2.58496250072116	1.98913900736823	1.37295209791183	2.39231742277876	1.81147103052984	2.21412480535285	2.790772037862	2.12763327972587	3.29572302453997	2.93168305705981	1.87184364850932	0.748461233004036	1.24488705912353	0.831877241191673	1.03562390973072	0.831877241191673	0.933572638261024	0.53605290024021	1.55090066464752	1.16992500144231	1.95233356636969	0.37851162325373	1.14404636961671	0.807354922057604	1.42223300068305	2.33342373372519	2.07382023329167	1.03562390973072	0.20163386116965	0.739848102699327	0.863938450423971	0.941106310946431	0.622930350920177
"MEOX2"	4.17232749165762	4.27127625917593	3.4995270242151	5.0457050645108	3.99909803370561	3.57167680997093	5.22612314312524	3.55581615506164	3.66106547980695	3.07895134139482	2.10097764772482	3.20789285164133	4.28688114778816	3.04439411935845	4.15055967657538	3.22958792274065	2.51349074558812	5.32373033752135	3.18745105402733	4.91217080294995	3.59215800212536	3.05137210172103	2.72465027173297	3.65191274464578	1.8073549220576	2.51096191927738	0	1.11769504266975	2.44360665147561	1.54101915313356	2.54101915313356	2.33342373372519	1.31614574229336	1.47508488294878	2.58496250072116	2.76341157447001	2.09423606984577	1.71369581484336	0.871843648509318	1.60880924267552	0.443606651475615	1.9560566524124	1.91838623444635	0.641546029087524	1.1243281350022	0.367371065648529	2.25398926623079	0.963474123974886	2.08065766334523	0.925999418556223	0.782408564927373	2.42492208821069	1.26303440583379	1.33913738491959	1.23266075679027	1.44890095114513	0.75702324650746	2.59931779369823	1.73552217729654	2.33342373372519	1.26303440583379	2.34482849699744	1.7311832415722	1.0703893278914	0.150559676575381	0.7311832415722	1.39506279951758	1.41683974191283	2.81352468929781	1.47508488294878	0.739848102699327	1.26903314645524	0.782408564927373	0.799087306074004	0.985500430304885	0	1.36176835941915	0	0.748461233004036	2.75274859140713	1.55090066464752	1.11103131238874	3.83592407425437	1.51601514700366	0	1.87184364850932	1.83995958748953	1.79493566280354	0	0.910732661902913	1.68257329734758	0	2.03562390973072	1.48542682717024	1.57531233068744	1.64616265715789	1.22650852980868	1.68257329734758	0.150559676575381	0.286881147788162	0.807354922057604	1.61353165291793	4.85149920246126	1.81147103052984	2.04264433740849	1.72683121703249	2.19219416528334	1.22032995487956	1.67807190511264	1.36176835941915	1.40599235967584	3.38681094647222	3.04614178164472	1.97452931248388	2.39231742277876	0.970853654340484	3.61470984411521	3.26603689399532	3.03562390973072	1.58976348698498	1.73984810269933	1.57531233068744	0.495695162624069	1.26303440583379	0.604071323668861	0.53605290024021	0.475084882948783	0.176322772640463	0.739848102699327	0.748461233004036	0.22650852980868	0.782408564927373	1.15055967657538	0.137503523749935	0.214124805352847	1.20789285164133	1.75702324650746	1.20163386116965	1.62293035092018	3.38818953715608	1.29865831556452	1.13750352374994	1.15055967657538	3.3547342399706
