"BC_HKB0668_1298_T"	"BC_HKB0830_1541_T"	"BC_HKB0831_1520_T"	"BC_HKB0834_1553_T"	"BC_HKB2106_1619_T"	"HKB0050_3005_T"	"HKB0137_3002_T"	"HKB0168_3006_T"	"HKB0210_3006_T"	"HKB0211_3002_T"	"BC_HKB0112_933_T"	"BC_HKB0199_1263_T"	"BC_HKB0567_M1337_T"	"BC_HKB0728_1447_T"	"BC_HKB0738_1475_T"	"BC_HKB0741_1471_T"	"BC_HKB0757_1496_T"	"BC_HKB0761_1499_T"	"BC_HKB0763_1511_T"	"BC_HKB0775_1470_T"	"BC_HKB0838_1563_T"	"BC_HKB0873_1549_T"	"BC_HKB0890_1550_T"	"BC_HKB0905_1623_T"	"BC_HKB0917_1656_T"	"BC_HKB1385_1721_T"	"HKB0033_3006_T"	"HKB0049_3006_T"	"HKB0052_3000_T"	"HKB0074_3000_T"	"HKB0094_3006_T"	"HKB0097_3000_T"	"HKB0102_3006_T"	"HKB0106_3006_T"	"HKB0120_3000_T"	"HKB0124_3003_T"	"HKB0127_3006_T"	"HKB0129_3000_T"	"HKB0141_3006_T"	"HKB0155_3000_T"	"HKB0158_3006_T"	"HKB0160_3000_T"	"HKB0161_3001_T"	"HKB0179_3006_T"	"HKB0186_3000_T"	"HKB0207_3001_T"	"HKB0208_3006_T"	"HKB0219_3001_T"	"HKB0230_3006_T"	"HKB0552_3000_T"	"HKB0558_3000_T"	"HKB0564_3000_T"	"HKB0620_3000_T"	"HKB0719_3002_T"	"HKB0751_3000_T"	"BC_HKB0022_649_T"	"BC_HKB0543_1306_T"	"BC_HKB0779_1486_T"	"BC_HKB0876_1543_T"	"BC_HKB0892_1559_T"	"BC_HKB0899_M1605_T"	"BC_HKB0921_1575_T"	"HKB0007_3005_T"	"HKB0008_3006_T"	"HKB0016_3006_T"	"HKB0019_3006_T"	"HKB0023_3006_T"	"HKB0031_3001_T"	"HKB0036_3006_T"	"HKB0038_3006_T"	"HKB0040_3002_T"	"HKB0054_3000_T"	"HKB0056_3002_T"	"HKB0064_3004_T"	"HKB0065_3006_T"	"HKB0067_3006_T"	"HKB0069_3000_T"	"HKB0079_3006_T"	"HKB0082_3006_T"	"HKB0084_3000_T"	"HKB0086_3006_T"	"HKB0088_3000_T"	"HKB0089_3001_T"	"HKB0091_3001_T"	"HKB0098_3005_T"	"HKB0101_3000_T"	"HKB0115_3006_T"	"HKB0125_3006_T"	"HKB0134_3006_T"	"HKB0143_3006_T"	"HKB0157_3006_T"	"HKB0159_3006_T"	"HKB0162_3006_T"	"HKB0164_3006_T"	"HKB0167_3006_T"	"HKB0182_3006_T"	"HKB0191_3001_T"	"HKB0194_3006_T"	"HKB0209_3004_T"	"HKB0214_3006_T"	"HKB0220_3000_T"	"HKB0221_3001_T"	"HKB0573_3000_T"	"HKB0576_3000_T"	"HKB0579_3000_T"	"HKB0599_3000_T"	"HKB0605_3000_T"	"HKB0638_3000_T"	"HKB0653_3000_T"	"HKB0656_3000_T"	"HKB0659_3000_T"	"HKB0665_3000_T"	"HKB0668_3000_T"	"HKB0674_3000_T"	"HKB0677_3000_T"	"HKB0683_3000_T"	"HKB0698_3000_T"	"HKB0701_3000_T"	"HKB0710_3000_T"	"HKB0718_3000_T"	"HKB0721_3000_T"	"HKB0722_3002_T"	"HKB0736_3000_T"	"HKB0737_3000_T"	"HKB0748_3000_T"	"HKB0752_3000_T"
"LUM"	5.86641348112345	5.5385381636298	3.81147103052984	2.43829285157915	4.36946648365072	7.35614381022528	8.45071638871807	8.18219568980729	5.97384083953315	7.81858217748086	2.49569516262407	5.42189651204225	5.26453643099903	1.53605290024021	4.95279947789994	5.45022149589718	3.64500988439109	4.43362716708478	4.55765515472542	4.24107745817504	4.69209237542757	4.60288440871842	3.47248777146274	6.34695688937888	6.55458885167764	5.73957811204805	9.18249367494537	9.25731712061411	8.853870927484	8.56159344717309	6.64038956005495	7.26181285787066	8.77016832010343	7.38024459047818	8.80093224698011	7.85829188728283	7.12184429787638	8.23687524536694	8.04242546536971	8.8312438968552	8.1480697738034	7.27742689653266	8.76864750111893	8.29962015809609	9.44462151814159	9.65443912122692	9.95924852109904	8.6191562021118	7.2240016741981	8.2666460116066	8.91650650122813	8.14379134583338	7.96745684101427	9.19959873606873	8.35111591743308	7.04897722522605	4.32696871158789	4.53667461756976	6.25625587320273	5.07424852334703	3.14404636961671	5.33449676839042	8.96260685912106	9.02375435329942	8.74802508459818	8.78119576159075	9.38439523838807	6.71121955689433	8.62212505084853	9.86304020218099	7.95785657401694	7.96040745198908	7.82228401601747	8.26439568255181	7.56025639801327	8.46090634820725	8.00152079058742	8.69303386617615	8.22236021796273	9.08369205930272	8.32080054888164	8.62146583446014	9.01705892721402	6.89469652333637	8.80141736586591	9.543573212777	8.4112991229642	7.99316484557334	8.32030414932561	9.39482707378717	7.12070444179627	7.73328654320124	8.61849562744784	8.06544306293743	9.23488926476667	9.30428286475839	8.82518141056074	7.61463623534758	10.2191080034613	7.96306946525462	8.89512081866898	8.58878957883263	9.17395190919081	10.1938333325465	9.42701945583634	9.32811389483366	9.08820521383894	9.36900837095272	8.39416254852313	7.54565954002547	8.86715516310751	9.84349712866292	9.11971929536625	9.08714456459187	8.00500692107533	8.03826057517535	9.50539475925091	10.7299350774844	7.40794751926803	8.82708860237909	7.84624256510951	8.39321882552029	7.38456792317383	9.35532907037819	7.66668559136603	8.46776855726253
"FPR2"	0	0	0	0	0	0.27500704749987	0.37851162325373	0.0426443374084937	0.790772037862	0.594548549550354	0	1.24488705912353	0.669026765509631	0	0	0	0	2.61353165291793	0	0	0	0	0	0	0	0	0.389566811762726	0.367371065648529	0.432959407276106	0.356143810225275	0.432959407276106	0.189033824390017	0.16349873228288	0.0285691521967709	0.422233000683048	0.16349873228288	0.176322772640463	0.411426245726465	0.137503523749935	0.53605290024021	0.176322772640463	1.17632277264046	0.622930350920177	0.411426245726465	1.53106949272595	0.263034405833794	0.124328135002202	0.20163386116965	0.214124805352847	0.454175893185802	0.432959407276106	0.0840642647884745	0.53605290024021	0.250961573533219	0.650764559116902	1.14404636961671	1.04264433740849	0	0	1.31034012061215	0.659924558402378	1.13093086982645	0.659924558402378	0.422233000683048	0.333423733725192	0.22650852980868	0.16349873228288	0.250961573533219	0.887525270741587	0.659924558402378	1.89917563048051	0.910732661902913	1.52606881166759	0.150559676575381	0.505890929729957	0.367371065648529	0.978195629681652	0.641546029087524	0.918386234446348	0.807354922057604	0.189033824390017	0.27500704749987	0.0143552929770701	0.823749360308273	0.485426827170242	0.0285691521967709	0.189033824390017	0.37851162325373	1.68706068833989	0.948600847493356	0.333423733725192	0.238786859587116	0.124328135002202	0.176322772640463	1.76553474636298	0.263034405833794	0.505890929729957	0.565597175854225	0.27500704749987	0.344828496997441	0.432959407276106	0.0976107966264223	0.632268215499513	1.54101915313356	0.27500704749987	0.432959407276106	0.400537929583729	0.137503523749935	0.176322772640463	1.01435529297707	2.32481060342048	0.0426443374084937	0.250961573533219	0.782408564927373	0.84799690655495	0.27500704749987	0.799087306074004	0.389566811762726	1.04264433740849	0.748461233004036	0.443606651475615	0.189033824390017	0.887525270741587	0.422233000683048	0.0840642647884745	0.831877241191673
"MMP8"	0	0	0	0	0	0.0285691521967709	0.0426443374084937	0.0285691521967709	0.0565835283663675	0	0	0	0	0	0.6959938131099	0	0	0	0	0	0	1.6915341649192	0	0	0	0	0.526068811667588	0.189033824390017	0	0.0285691521967709	0	0	0.111031312388744	0.0143552929770701	0.16349873228288	0	0	0.0285691521967709	0.070389327891398	0.0565835283663675	0.124328135002202	0	0.0565835283663675	0.344828496997441	0.0976107966264223	0.0285691521967709	0.0285691521967709	0.070389327891398	0	0	0	0.0285691521967709	0	0	0.0426443374084937	0	0	0	0	0	0	0	0.0143552929770701	0.0976107966264223	0.0285691521967709	0.124328135002202	0.0426443374084937	0	0.27500704749987	1	0	0	0.400537929583729	2.3305584000308	0.464668267003444	0.604071323668861	0.0840642647884745	0.27500704749987	0.111031312388744	0.0426443374084937	0.111031312388744	0	0	0.0840642647884745	0.0285691521967709	0.0143552929770701	0.16349873228288	0.286881147788162	0.432959407276106	0.575312330687437	0.0426443374084937	0	0.321928094887362	0.650764559116902	0.16349873228288	0.0976107966264223	0.298658315564515	0.0285691521967709	0.0976107966264223	0	0.250961573533219	0.0426443374084937	0.124328135002202	0.925999418556223	0.485426827170242	0.411426245726465	0	0.622930350920177	0	0.31034012061215	0.0285691521967709	0.111031312388744	0.0426443374084937	0.150559676575381	0.604071323668861	0	0.0285691521967709	0.0285691521967709	0.070389327891398	0.150559676575381	0.22650852980868	0.0285691521967709	0.070389327891398	0.189033824390017	0	0
"COL15A1"	4.33199177823206	4.27575204882853	3.44890095114513	1.42223300068305	4.01256867350306	4.58195375084882	3.43295940727611	5.9986468390058	4.95046841415012	5.29645740737124	4.40871186102943	6.58811494938808	5.33628338786443	4.21878116778407	5.24374523473398	4.14649230697719	5.83516615722045	5.6409679104499	3.66562016406638	4.01346225980656	5.52136487844622	4.55826763405574	6.5158575012579	5.33234990037387	5.01836711554312	5.02591469875079	6.37190729759515	5.9692426044345	5.84121837392389	5.43162295971329	4.43362716708478	4.35402893805439	5.20672135743089	5.18824265626441	7.07852444538908	4.82527683005487	4.90640961709402	5.99344793233148	5.44261180368934	6.50143914515887	5.79934638752229	6.7771566660045	5.80864246791806	5.87872534148011	6.5981269599196	4.62117275268344	6.37608196665007	4.43095427138573	5.46499492726543	5.51916444980607	5.71039319217052	5.20593983247088	4.55213110825378	5.17272751801285	5.18586654531133	7.03044643943744	4.83491342970104	4.93262815702213	4.91408609701272	6.08809918399721	5.55274593674845	2.81966818349646	4.52356195605701	6.1101961777542	5.22419466397043	5.04919510562227	5.76553474636298	5.56010351346474	6.02014657311178	5.58646452588639	5.27612440527424	5.67666233485797	5.79805051476751	4.64385618977472	5.28318097894557	5.24488705912353	5.08236196955747	5.41582625747291	5.3387809438947	6.22747154635928	5.15177765473205	5.92647391125607	4.58676474335514	5.16148463864166	4.94860084749336	5.5505928897043	4.5077946401987	4.62702310555406	5.13914201914569	6.29443695437697	5.3823214071145	4.4666271200415	5.75542173473424	5.87430516598223	5.97956810009519	5	6.09971599916091	5.2137360959228	6.45975946661982	5.30048984436311	6.41683974191283	5.09212284983868	5.57076649652761	6.77584069853125	6.0961353249095	5.06995989045977	5.46205231879643	5.39197388306029	4.68818035858693	4.47702965301306	5.0703893278914	5.88288755322496	5.1554254317472	6.77965370199812	4.7839804136838	4.47118746038699	4.38612115681485	5.86245139132558	4.20554891117303	6.43162295971329	4.21412480535285	4.89433274227769	5.55979769575487	6.72082566608984	5.59842476052772	5.63284983011771
"CEACAM4"	0	0	1.84398384404833	0	0	0.333423733725192	0.176322772640463	0.454175893185802	0.443606651475615	0.722466024471091	0	0	0	0	0	0	1.39506279951758	0	1.35614381022528	0	0	0	0	1.0703893278914	0	0	0.189033824390017	0.526068811667588	0.790772037862	0.594548549550354	0.505890929729957	0.298658315564515	0.16349873228288	0.137503523749935	0.55581615506164	0.20163386116965	0.344828496997441	0.815575428862573	0.16349873228288	0.464668267003444	0.739848102699327	0.263034405833794	0.454175893185802	0.20163386116965	0.356143810225275	0.55581615506164	0.150559676575381	0	0.214124805352847	0.454175893185802	0.16349873228288	0.20163386116965	0.250961573533219	0.150559676575381	0.16349873228288	1	2.17951105027151	0	0	0	1.87578006306849	0	0.321928094887362	0.6959938131099	0.31034012061215	0.189033824390017	0.263034405833794	0.400537929583729	0.238786859587116	0.344828496997441	1.18903382439002	0.422233000683048	0.150559676575381	0.53605290024021	0.659924558402378	0.443606651475615	0.27500704749987	0.432959407276106	0.070389327891398	0.286881147788162	0.333423733725192	0.150559676575381	0.526068811667588	0.7311832415722	0.124328135002202	0.250961573533219	0.367371065648529	0	0.887525270741587	0.495695162624069	0.214124805352847	0.286881147788162	0.37851162325373	0.485426827170242	0.678071905112638	0.367371065648529	0.432959407276106	0.238786859587116	0.475084882948783	0.263034405833794	0.37851162325373	0.27500704749987	0.55581615506164	0.411426245726465	1.03562390973072	0.238786859587116	0.344828496997441	0	0	0.16349873228288	0.526068811667588	0.124328135002202	0.0565835283663675	0.910732661902913	0.124328135002202	0.464668267003444	0.0976107966264223	0.0840642647884745	0.411426245726465	0.27500704749987	0	0.150559676575381	1.36176835941915	0.432959407276106	0.495695162624069	0.367371065648529
"CR1"	1.28095631383106	0	1.60880924267552	0.22650852980868	0	1.48542682717024	1.48542682717024	1.02147972741045	0.321928094887362	2.07382023329167	1.38404980679516	2.06695024392463	2.36737106564853	4.50969584193339	0	0.75702324650746	2.01435529297707	1	0.855989697308481	0	0.815575428862573	1.80322703643493	1.29865831556452	0	0	3.26603689399532	1.49569516262407	2.54101915313356	2.18269229751619	1.74416109557041	1.89141918684608	0.454175893185802	0.790772037862	0.713695814843359	2.5385381636298	1.1243281350022	1.02856915219677	1.64616265715789	1.23266075679027	1.78240856492737	1.48542682717024	2.0071955014042	0.963474123974886	1.28095631383106	2.58255600301406	0.75702324650746	0.214124805352847	0.963474123974886	0.604071323668861	1.70487196445635	0.790772037862	1.09761079662642	1.40053792958373	1	2.76341157447001	1.99276843076892	1.91838623444635	1.16349873228288	0	0.214124805352847	0.713695814843359	0.16349873228288	1.33913738491959	0.807354922057604	0.941106310946431	0.238786859587116	1.13750352374994	0.807354922057604	0.454175893185802	0.948600847493356	3.96624587322494	2.53605290024021	0.978195629681652	1.65992455840238	1.06350294230616	1.23266075679027	1.60880924267552	1.73984810269933	3.78345665436024	1.03562390973072	1.27500704749987	0.871843648509318	2.30451104180995	1.54596836910529	1.19534759832222	0.978195629681652	1.13750352374994	2.18586654531133	1.790772037862	2.3533232911629	1.82781902461732	0.263034405833794	1.97085365434048	1.33913738491959	2.79701297783614	1.48542682717024	1.23878685958712	1.26903314645524	1.32192809488736	1.32192809488736	2.74631276642546	0.678071905112638	1.799087306074	2.01435529297707	1.8073549220576	0.485426827170242	1.35049724708413	0.650764559116902	0.389566811762726	1.47508488294878	2.03562390973072	0.137503523749935	1.10433665981474	2.6667565918848	2.46466826700344	1.33342373372519	0.75702324650746	1.98550043030488	1.22032995487956	1.790772037862	1.02856915219677	0.782408564927373	3.22496636500027	1.18269229751619	1.77820857639809	3.01077983875324
"KLRC4"	0	0	3.01613970265525	0	0.903038270112912	2	1.13093086982645	0.669026765509631	0.495695162624069	0.16349873228288	1.55581615506164	0	0	1.39506279951758	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	3.13586316536868	0.495695162624069	1.05658352836637	1	1.64616265715789	1.09761079662642	0.286881147788162	0.807354922057604	0.659924558402378	0.669026765509631	1.30451104180995	0.475084882948783	1.72246602447109	0.565597175854225	0.790772037862	0.765534746362977	1.18903382439002	0.594548549550354	0.75702324650746	1.04264433740849	1.03562390973072	0.613531652917927	0.422233000683048	0.0143552929770701	1.24488705912353	0	0	0	0.713695814843359	2.40871186102943	0	0	0	3.1586601753465	0	0	3.06695024392463	0	0	1.0071955014042	0	0.526068811667588	0	0.613531652917927	0.344828496997441	3.16349873228288	2.0036022366802	0	0.526068811667588	0.713695814843359	0.839959587489532	1.18269229751619	0.970853654340484	1.48026512205446	0.815575428862573	0.526068811667588	0.454175893185802	1.17632277264046	0	0.887525270741587	0.941106310946431	1.02856915219677	0	1.0496307677246	0.948600847493356	0.863938450423971	0.6959938131099	1.16349873228288	0.16349873228288	2.13093086982645	0.941106310946431	0.978195629681652	1.51601514700366	0.765534746362977	0	1.23878685958712	0	0.55581615506164	0	0.978195629681652	0.485426827170242	0.839959587489532	0.411426245726465	0.963474123974886	0.27500704749987	0.963474123974886	0.765534746362977	0.918386234446348	1.87184364850932	0.344828496997441	1.61823865559545	1.4905701304462	0	2.1407786557828	1.36176835941915	0.464668267003444	0.823749360308273	4.22804904788446	0.790772037862	1.44360665147561	2.43562859405209
"ADGRE3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MRC1"	0.584962500721156	2.52606881166759	3.16832111573972	1.28095631383106	1.53605290024021	2.59454854955035	3.27798474729977	2.28688114778816	2.1407786557828	2.63459326844576	2.48284828306847	4.56437816856506	5.11478344724985	1.31034012061215	2.92409988564074	2.98002530023873	3.64385618977472	4.61294219630467	2.84398384404833	0	2.86591881455221	2.7311832415722	4.63923216324928	2.35614381022528	2.9429835981871	4.12184429787638	3.24184018356467	4.57470704641555	4.06350294230616	4.2585189247113	3.4867143730307	2.44360665147561	3.24488705912353	2.0071955014042	5.01925711868108	2.92029330021101	1.60880924267552	3.98185265328974	2.50842865253186	3.81762325751143	3.23266075679027	4.85996954822103	3.39094277280254	3.39231742277876	5.08236196955747	3.97544676564096	1.85598969730848	1.4541758931858	2.05658352836637	4.63459326844576	2.23266075679027	2.4905701304462	2.87184364850932	2.51601514700366	4.08915913191124	5.44393811501318	5.61353165291793	3.02856915219677	3.98823022306046	2.06350294230616	5.09803208296053	1.51096191927738	2.42223300068305	2.21412480535285	2.44360665147561	1.4276061727819	2.81966818349646	2.68929916053589	2.16349873228288	2.10768786931437	4.78031009904338	3.54966917072649	2.98913900736823	4.92457500339273	2.4541758931858	1.23878685958712	2.63691458035588	4.26753579806874	3.75915583380027	2.95233356636969	2.15704371014558	1.29865831556452	3.54473265593262	4.59275601044103	1.36737106564853	1.87970576628229	2.06004738366994	1.94860084749336	3.87282875953489	3.9429835981871	3.0408924306469	1.09761079662642	3.50080205305716	3.4944156103975	4.86937792403133	3.13422093976063	2.16671544496642	1.65992455840238	3.54843662469604	2.81352468929781	4.54720302475693	2.34766565630097	4.0746766862945	3.68369645430652	4.01524777369894	2.15380533607904	2.4276061727819	2.10768786931437	1.64616265715789	2.67581593117227	4.14323013477689	2.65764000520782	1.33913738491959	3.52606881166759	3.21256933885081	2.75274859140713	1.28095631383106	2.60407132366886	2.79701297783614	2.82781902461732	1.50589092972996	1.65535182861255	4.67412163263239	2.67129337248158	2.96162332828694	4.26228280642066
"MMP1"	1.29278174922785	0.903038270112912	0	0	0	2.84197311892718	3.19219416528334	3.70043971814109	1.48026512205446	4.69766263347052	0	0	0.669026765509631	0	0	1.75702324650746	0	0	0	1.6915341649192	0.659924558402378	2.78450398292957	2.16027483140859	3.49697358099828	2.01435529297707	2.29865831556452	1.32768736417605	2.06004738366994	0.344828496997441	0.189033824390017	0.464668267003444	0.0840642647884745	0.124328135002202	0.765534746362977	3.99729240763651	0.505890929729957	0.432959407276106	0.0426443374084937	0.584962500721156	0.263034405833794	1.13093086982645	0	2.41953889151378	1.75702324650746	0.575312330687437	0.356143810225275	0.333423733725192	1.13093086982645	1.09085343045111	0.214124805352847	1.44890095114513	2.0496307677246	0.176322772640463	0.176322772640463	1	1.49569516262407	1.37851162325373	1.80322703643493	3.29719141656586	4.93404464711225	3.55704241526372	0	3.55826763405574	0.678071905112638	1.7311832415722	5.33127526714661	3.29425313644451	5.22149045504206	6.62789861587175	6.03210084316702	0.584962500721156	0.879705766282288	5.72301239639237	1.65535182861255	6.56331069160856	0.669026765509631	6.32264926213102	3.21412480535285	6.66831771991572	7.54295446187881	0.910732661902913	3.28835856219366	1.86789646399265	2.56071495447448	2.91456452349394	0.0976107966264223	0.344828496997441	5.13709360897494	6.876516946565	5.79311555527435	1.31034012061215	2.01435529297707	2.68032435684402	1.53106949272595	5.73741636593706	5.80529245560071	1.50589092972996	3.8923910259134	2.02147972741045	1.31034012061215	0.400537929583729	1.29278174922785	1.52606881166759	5.18903382439002	2.07382023329167	4.29792505250381	4.40871186102943	3.7158933705476	2.86591881455221	2.01077983875324	6.01100356443267	3.24944534108584	3.24031432933371	1.10433665981474	3.90689059560852	0.748461233004036	6.05093696522523	4.20633064787105	3.51349074558812	8.1103528023268	9.03083263670112	4.31324585178756	0.31034012061215	2.22650852980868	2.08746284125034	0.839959587489532
"CLEC12A"	1.58496250072116	1.13750352374994	0	0	0	1.7311832415722	1.06350294230616	0.400537929583729	0.948600847493356	0.748461233004036	0	0	0.863938450423971	0	0	1.57046293102604	0	0	0	2.0071955014042	1.37295209791183	2.46727948045998	0	0	0	2.76553474636298	1.60407132366886	0.516015147003665	1.65992455840238	1.38956681176273	1.16349873228288	1.15704371014558	1.33342373372519	1.23266075679027	1.65535182861255	1	1.03562390973072	0.887525270741587	0.992768430768924	1.14404636961671	1.09085343045111	1.13093086982645	0.839959587489532	0.641546029087524	1.29278174922785	0.687060688339892	1.22650852980868	1.37851162325373	0.344828496997441	0.978195629681652	1.50589092972996	1.0703893278914	0.526068811667588	1.70929063572336	1.78659636189081	2.58255600301406	2.22032995487956	1.83592407425437	1.76553474636298	0	0.84799690655495	0.871843648509318	1.63691458035588	1.13750352374994	1.0496307677246	0.344828496997441	0.807354922057604	0.137503523749935	0.782408564927373	1.25701061820602	2.8499992594661	1.67355642399014	0.650764559116902	2.82578562746479	0.545968369105292	1.39506279951758	1.35614381022528	2.28095631383106	2.10097764772482	0.650764559116902	0.505890929729957	0.687060688339892	1.55090066464752	1.42223300068305	1.54596836910529	0.765534746362977	1.4541758931858	0.367371065648529	1.80322703643493	0.782408564927373	0.575312330687437	0.669026765509631	0.748461233004036	0.887525270741587	3.56071495447448	0.22650852980868	1.20163386116965	1.19534759832222	1.28688114778816	0.831877241191673	2.11769504266975	0.985500430304885	1.64616265715789	1.55090066464752	1.63226821549951	0.516015147003665	1.58976348698498	0.910732661902913	0.823749360308273	0.333423733725192	2.20789285164133	0.659924558402378	0.545968369105292	2.16027483140859	0.516015147003665	1.49569516262407	0.765534746362977	1.42223300068305	2.47248777146274	2.07724299893246	3.12598165385472	0.925999418556223	2.81557542886257	0.948600847493356	1.01435529297707	2.51601514700366
"CXCL5"	0	0	0	0	0	0.0143552929770701	0.0840642647884745	0.0840642647884745	1.83592407425437	0.214124805352847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0840642647884745	0.0285691521967709	0.27500704749987	0.0285691521967709	0	0	0.176322772640463	0.0565835283663675	0.124328135002202	0.250961573533219	0.0285691521967709	0.0565835283663675	0	0.238786859587116	0.321928094887362	0.0976107966264223	0	0.111031312388744	0.0840642647884745	0.250961573533219	0.0285691521967709	0.298658315564515	0.0976107966264223	0.0143552929770701	0.189033824390017	0.124328135002202	0.0565835283663675	0.0285691521967709	0	0	0	0	0	0	0	0.111031312388744	0	0.0285691521967709	0.0426443374084937	0.176322772640463	0	0.443606651475615	0.070389327891398	0.238786859587116	0.137503523749935	0.0976107966264223	0.16349873228288	1.84799690655495	0	0.176322772640463	0.070389327891398	0.124328135002202	0.150559676575381	0.0285691521967709	0.189033824390017	0.0143552929770701	0.124328135002202	0.0285691521967709	0.0565835283663675	0.124328135002202	0.545968369105292	1.0071955014042	0.0426443374084937	1.1243281350022	0.070389327891398	0.150559676575381	0.286881147788162	0.189033824390017	1.70487196445635	0.0285691521967709	0.137503523749935	0.0285691521967709	0.070389327891398	0.0285691521967709	0	0.250961573533219	1.44360665147561	0.214124805352847	0	0.0285691521967709	0	0.070389327891398	0.070389327891398	0.0840642647884745	0	0	0.0285691521967709	0.286881147788162	0.0285691521967709	0.0976107966264223	0.0565835283663675	0.0840642647884745	0.16349873228288	0.0285691521967709	0.0285691521967709	0.263034405833794	0.0840642647884745	0.0285691521967709	0.0565835283663675
"DAZL"	0	0	0	0	0	0.0840642647884745	0	0.070389327891398	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0.0285691521967709	0.0426443374084937	0	0.0840642647884745	0	0.111031312388744	0	0	0.0840642647884745	0	0.0840642647884745	0	0	0.137503523749935	0	0.263034405833794	0	0	0.0285691521967709	0	0	0.0426443374084937	0	0.0143552929770701	0.0143552929770701	0.176322772640463	0	0.400537929583729	0	0	0	0.443606651475615	0.782408564927373	0.0426443374084937	0	0.0976107966264223	0.0143552929770701	0.0426443374084937	0	0.0565835283663675	0	1.4276061727819	0.0840642647884745	0.0426443374084937	0.0285691521967709	0	0	0.176322772640463	0.111031312388744	0.0143552929770701	0.124328135002202	0	0	0.0285691521967709	0.0143552929770701	0.070389327891398	0.0840642647884745	0.0143552929770701	0	0.070389327891398	0.0285691521967709	0.0426443374084937	0	0.0565835283663675	0.111031312388744	0.0565835283663675	0.0976107966264223	0	0.214124805352847	0	0.0285691521967709	0.137503523749935	0.070389327891398	0.0565835283663675	0.0285691521967709	0.0565835283663675	0	0	0.0565835283663675	0	0.0143552929770701	0.286881147788162	0	0.0143552929770701	0.16349873228288	0	0.0285691521967709	0.0426443374084937	0	0.0143552929770701	0.22650852980868	0.0976107966264223	0	0.622930350920177	0.111031312388744	0	0.0976107966264223
"NCR1"	0	0	1.62293035092018	0	0	0.411426245726465	0.137503523749935	0.27500704749987	0.0976107966264223	0	0	1.4905701304462	0	2.74846123300404	0	0	0	0	0	1.25701061820602	0	0	0	0	0	1.74416109557041	0.16349873228288	0.137503523749935	0	0.400537929583729	0.545968369105292	0.070389327891398	0.263034405833794	0.111031312388744	0.659924558402378	0.176322772640463	0.37851162325373	0.575312330687437	0.070389327891398	0.250961573533219	0.422233000683048	0.298658315564515	0	0.214124805352847	0.526068811667588	0.189033824390017	0.0840642647884745	0.124328135002202	0.124328135002202	0.22650852980868	0.070389327891398	0.150559676575381	0.0840642647884745	0.389566811762726	0.584962500721156	0	1.25701061820602	0	0	0	0	0	0.367371065648529	0.070389327891398	0.389566811762726	0.0840642647884745	0.0565835283663675	0	0.070389327891398	0.0840642647884745	1.90689059560852	0.659924558402378	0.286881147788162	0.367371065648529	0.124328135002202	0.070389327891398	0.622930350920177	0.545968369105292	0.722466024471091	0.298658315564515	0.137503523749935	0.20163386116965	0.111031312388744	0.978195629681652	0.20163386116965	0.263034405833794	0.37851162325373	0.0976107966264223	0.485426827170242	0.150559676575381	0.344828496997441	0.214124805352847	0.111031312388744	0.137503523749935	1.56071495447448	0.150559676575381	0.150559676575381	1.02147972741045	0.070389327891398	0.389566811762726	0.641546029087524	0.189033824390017	0.389566811762726	0.124328135002202	0.150559676575381	0.594548549550354	0.0565835283663675	0.263034405833794	0.111031312388744	0.176322772640463	0.75702324650746	0.20163386116965	0.0840642647884745	1.65535182861255	0.214124805352847	0.150559676575381	0.37851162325373	0	0.815575428862573	0.298658315564515	0.0976107966264223	0.400537929583729	1.66902676550963	0.137503523749935	0.495695162624069	1.1243281350022
