"BC_HKB0668_1298_T"	"BC_HKB0830_1541_T"	"BC_HKB0831_1520_T"	"BC_HKB0834_1553_T"	"BC_HKB2106_1619_T"	"HKB0050_3005_T"	"HKB0137_3002_T"	"HKB0168_3006_T"	"HKB0210_3006_T"	"HKB0211_3002_T"	"BC_HKB0112_933_T"	"BC_HKB0199_1263_T"	"BC_HKB0567_M1337_T"	"BC_HKB0728_1447_T"	"BC_HKB0738_1475_T"	"BC_HKB0741_1471_T"	"BC_HKB0757_1496_T"	"BC_HKB0761_1499_T"	"BC_HKB0763_1511_T"	"BC_HKB0775_1470_T"	"BC_HKB0838_1563_T"	"BC_HKB0873_1549_T"	"BC_HKB0890_1550_T"	"BC_HKB0905_1623_T"	"BC_HKB0917_1656_T"	"BC_HKB1385_1721_T"	"HKB0033_3006_T"	"HKB0049_3006_T"	"HKB0052_3000_T"	"HKB0074_3000_T"	"HKB0094_3006_T"	"HKB0097_3000_T"	"HKB0102_3006_T"	"HKB0106_3006_T"	"HKB0120_3000_T"	"HKB0124_3003_T"	"HKB0127_3006_T"	"HKB0129_3000_T"	"HKB0141_3006_T"	"HKB0155_3000_T"	"HKB0158_3006_T"	"HKB0160_3000_T"	"HKB0161_3001_T"	"HKB0179_3006_T"	"HKB0186_3000_T"	"HKB0207_3001_T"	"HKB0208_3006_T"	"HKB0219_3001_T"	"HKB0230_3006_T"	"HKB0552_3000_T"	"HKB0558_3000_T"	"HKB0564_3000_T"	"HKB0620_3000_T"	"HKB0719_3002_T"	"HKB0751_3000_T"	"BC_HKB0022_649_T"	"BC_HKB0543_1306_T"	"BC_HKB0779_1486_T"	"BC_HKB0876_1543_T"	"BC_HKB0892_1559_T"	"BC_HKB0899_M1605_T"	"BC_HKB0921_1575_T"	"HKB0007_3005_T"	"HKB0008_3006_T"	"HKB0016_3006_T"	"HKB0019_3006_T"	"HKB0023_3006_T"	"HKB0031_3001_T"	"HKB0036_3006_T"	"HKB0038_3006_T"	"HKB0040_3002_T"	"HKB0054_3000_T"	"HKB0056_3002_T"	"HKB0064_3004_T"	"HKB0065_3006_T"	"HKB0067_3006_T"	"HKB0069_3000_T"	"HKB0079_3006_T"	"HKB0082_3006_T"	"HKB0084_3000_T"	"HKB0086_3006_T"	"HKB0088_3000_T"	"HKB0089_3001_T"	"HKB0091_3001_T"	"HKB0098_3005_T"	"HKB0101_3000_T"	"HKB0115_3006_T"	"HKB0125_3006_T"	"HKB0134_3006_T"	"HKB0143_3006_T"	"HKB0157_3006_T"	"HKB0159_3006_T"	"HKB0162_3006_T"	"HKB0164_3006_T"	"HKB0167_3006_T"	"HKB0182_3006_T"	"HKB0191_3001_T"	"HKB0194_3006_T"	"HKB0209_3004_T"	"HKB0214_3006_T"	"HKB0220_3000_T"	"HKB0221_3001_T"	"HKB0573_3000_T"	"HKB0576_3000_T"	"HKB0579_3000_T"	"HKB0599_3000_T"	"HKB0605_3000_T"	"HKB0638_3000_T"	"HKB0653_3000_T"	"HKB0656_3000_T"	"HKB0659_3000_T"	"HKB0665_3000_T"	"HKB0668_3000_T"	"HKB0674_3000_T"	"HKB0677_3000_T"	"HKB0683_3000_T"	"HKB0698_3000_T"	"HKB0701_3000_T"	"HKB0710_3000_T"	"HKB0718_3000_T"	"HKB0721_3000_T"	"HKB0722_3002_T"	"HKB0736_3000_T"	"HKB0737_3000_T"	"HKB0748_3000_T"	"HKB0752_3000_T"
"SFTPC"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.96347412397489	0	0	0	0	0	1.4276061727819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22650852980868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16349873228288	0	0	0.0976107966264223	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0.263034405833794	0	0	0	0	0	0	0	0	0	0.0976107966264223	0	0	0.137503523749935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CXCL2"	0	0	0	1.26903314645524	2.17951105027151	1.24488705912353	1.09085343045111	2.36176835941915	0.831877241191673	1.02856915219677	3.36457243229586	3.51601514700366	4.32481060342048	4.25323293853803	3.74416109557041	3.30597052098439	3.18745105402733	3.65535182861255	2.10433665981474	3.29865831556452	2.29278174922785	3.84498815668261	5.08278773170927	0	1.43829285157915	2.43028527297778	1.93357263826102	2.42492208821069	3.11769504266975	5.12184429787638	1.90689059560852	2.0496307677246	1.15055967657538	2.63691458035588	3.31759350462347	3.69041709553247	2.81557542886257	2.67807190511264	1.17632277264046	2.33628338786443	3.79285535236249	3.67355642399014	2.79493566280354	1.77399632511117	4.38059093426592	2.66902676550963	3	1.67355642399014	2.1243281350022	2.10097764772482	1.24488705912353	2.81966818349646	2.47767732756531	3.20476675065461	2.24792751344359	2.33913738491959	0	1.80322703643493	3.83187724119167	2.56559717585422	2.54843662469604	1.60407132366886	0.669026765509631	1.68257329734758	0.879705766282288	1.54596836910529	1.43829285157915	1.43829285157915	1.55090066464752	1.34482849699744	4.05831649559082	3.26603689399532	0.903038270112912	3.01435529297707	1.55090066464752	1.31614574229336	1.68257329734758	2.96716860753263	1.85199883711245	0.855989697308481	1.97452931248388	2.60407132366886	1.36176835941915	1.26303440583379	3.34482849699744	1.25701061820602	1.77820857639809	2.48542682717024	1.55581615506164	2.26002565596146	1.43295940727611	1.37295209791183	1.71369581484336	2.56071495447448	1.62293035092018	3.1407786557828	0.713695814843359	1	0.75702324650746	2.05311133645956	1.73984810269933	1.01435529297707	3.2585189247113	1.40053792958373	2.44890095114513	0.37851162325373	1.08406426478847	0.575312330687437	1.76553474636298	3.4944156103975	2.06350294230616	1.32768736417605	1.23878685958712	1.32768736417605	1.86393845042397	1.61823865559545	0.37851162325373	1.57046293102604	0.669026765509631	0.400537929583729	1.87184364850932	1.87578006306849	0.815575428862573	1.46466826700344	0.948600847493356	0.137503523749935
"GRASP"	0.871843648509318	1.43295940727611	2.52105073690096	1.94110631094643	1.60407132366886	1.80322703643493	1.60407132366886	2.14404636961671	2.25096157353322	1.75274859140713	2.75274859140713	3.90400231628369	2.67807190511264	0	2.04264433740849	1.39506279951758	2.50589092972996	3.31903981556254	2.43562859405209	1.43295940727611	2.10768786931437	1.6959938131099	3.99276843076892	0.722466024471091	2.98732086592925	2.37851162325373	2.83592407425437	2.70265754339091	3.11603199344711	3.36176835941915	2.41953889151378	1.98913900736823	2	1.92219784839637	4.00809242094872	2.84197311892718	2.24792751344359	3.5385381636298	2.4594316186373	3.60288440871842	2.94485844580754	3.42088657497553	3.54966917072649	1.96716860753263	4.31831684133498	3.44890095114513	2.28688114778816	1.82781902461732	2.11769504266975	3.15055967657538	2.5385381636298	2.33913738491959	2.48284828306847	2.90303827011291	2.75702324650746	2.15704371014558	1.85996954822103	0.773996325111173	0	3.82883464946806	2.93168305705981	0	2.10768786931437	3.32912359629157	1.76977173924945	2.02502879449152	2.31614574229336	2.39780296186249	1.84799690655495	2.49825086752783	2.82374936030827	3.30597052098439	1.54101915313356	2.13750352374994	1.52606881166759	2.1243281350022	2.36176835941915	1.80322703643493	2.03562390973072	1.84799690655495	2.02147972741045	2.92029330021101	1.90689059560852	1.75702324650746	2.03913839390696	2.19534759832222	1.91456452349394	1.73552217729654	2.51853513898218	2.79493566280354	2.12763327972587	1.87184364850932	2.29572302453997	2.55826763405574	2.99638874644762	1.96716860753263	2.28983446517751	2.06004738366994	2.52105073690096	2.24488705912353	2.75274859140713	1.91073266190291	3.02502879449152	2.16992500144231	2.16349873228288	1.53106949272595	1.78659636189081	1.76128527336162	1.41142624572647	2.3305584000308	2.23572705983806	2.1243281350022	1.55090066464752	3.16832111573972	1.90303827011291	2.09423606984577	2.17951105027151	2.50080205305716	1.38956681176273	2.07382023329167	2.28392177230762	1.31034012061215	2.55090066464752	3.08746284125034	1.71369581484336	2.03562390973072
"MEDAG"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RGCC"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MPO"	0	0	0	0	0	0.0426443374084937	0.137503523749935	0.0285691521967709	0.7311832415722	0.0840642647884745	0	0	0	0.485426827170242	0	0	0	0	0	0	0	0.454175893185802	0	0	0	0	0.0143552929770701	0.0426443374084937	0.070389327891398	0.16349873228288	0.0976107966264223	0	0	0.0565835283663675	0.176322772640463	0.0976107966264223	0.0143552929770701	0.0976107966264223	0.0565835283663675	0.16349873228288	0.0426443374084937	0.070389327891398	0.124328135002202	0.0426443374084937	0.0426443374084937	0.189033824390017	0.150559676575381	0.0143552929770701	0.111031312388744	0.0285691521967709	0.0840642647884745	0.16349873228288	0.070389327891398	0.150559676575381	0.0565835283663675	0	0.389566811762726	0	0	0	0	0	0.20163386116965	0.111031312388744	0.0426443374084937	0.0143552929770701	0	0	0.20163386116965	0.0426443374084937	0.16349873228288	0.214124805352847	0.0426443374084937	0.124328135002202	0.333423733725192	0.070389327891398	0.176322772640463	0.0976107966264223	0.0285691521967709	0	0	0.0285691521967709	0.0565835283663675	0.070389327891398	0	0.0285691521967709	0.0143552929770701	0.124328135002202	0.0976107966264223	0.16349873228288	0	0.0426443374084937	0.475084882948783	0.16349873228288	0.16349873228288	0.0976107966264223	0.111031312388744	0.137503523749935	0.0143552929770701	0.137503523749935	0.0840642647884745	0.0143552929770701	0.0565835283663675	0.22650852980868	0.22650852980868	0.0143552929770701	0.111031312388744	0.16349873228288	0.0143552929770701	0.0143552929770701	0.0976107966264223	0	0.286881147788162	0.176322772640463	0.0565835283663675	0.070389327891398	0.0143552929770701	0.0565835283663675	0.286881147788162	0.0565835283663675	0.0426443374084937	0.189033824390017	0.298658315564515	0	0.0285691521967709	0.0143552929770701
"MUSK"	1.95233356636969	1.97452931248388	0	3.14241343787374	3.74738739965272	0.070389327891398	0	0.0565835283663675	0	0	2.60644222813161	2.27202318906105	2.21723071622067	1.57531233068744	0	1.19534759832222	1.53605290024021	1.11769504266975	0.925999418556223	1.02856915219677	1.77399632511117	2.22032995487956	0	0	0	0	0	0	0.111031312388744	0.356143810225275	0.0426443374084937	0	0	0.0565835283663675	0	0.070389327891398	0.111031312388744	0.214124805352847	0	0	0.0976107966264223	0	0.389566811762726	0.0565835283663675	0.22650852980868	0.0976107966264223	0	0	0	0	0	0	0.0426443374084937	0.0426443374084937	0.263034405833794	2.46988597627446	1.31034012061215	2.61353165291793	1.40599235967584	1.27500704749987	1.77399632511117	2.07724299893246	0.0426443374084937	0	0	0.124328135002202	0	0	0.422233000683048	0	0.454175893185802	0.432959407276106	0.214124805352847	0.070389327891398	0.070389327891398	0.0976107966264223	0.0976107966264223	0.321928094887362	0	0.0426443374084937	0.0285691521967709	0	0	0	0.0976107966264223	0.250961573533219	0.0976107966264223	0	0	0	0.20163386116965	0	0	0.0565835283663675	0.0565835283663675	0	0.0426443374084937	0.454175893185802	0	0.0565835283663675	0	0	0.31034012061215	0	0.37851162325373	0	0	0	0.0840642647884745	0.0426443374084937	0.150559676575381	0	0	0.400537929583729	0.150559676575381	0.124328135002202	0.321928094887362	0.0565835283663675	0.0976107966264223	0.0565835283663675	0	0.070389327891398	0.263034405833794	0.0565835283663675	0	0
"GIMAP5"	2.23572705983806	0	3.92694824794977	0.925999418556223	1.93734439215023	4.44426950241348	3.56437816856506	3.17791779219584	2.92029330021101	3.34482849699744	2.40053792958373	3.77925972037238	3.71479501111816	2.98913900736823	3.44228003525258	2.1407786557828	3.76022094646651	3.91073266190291	2.10433665981474	3.23112515787905	3.12598165385472	3.70818723602071	6.27332938656167	2.12763327972587	3.04614178164472	4.57106999816771	3.36597242759338	3.93073733756289	4.68594014844598	4.96393645214449	4.08576455377831	3.65191274464578	3.43562859405209	2.49825086752783	5.03121873061072	3.53356334821451	3.75488750216347	5.00854067170295	2.96716860753263	4.42425028608405	3.73443866613717	4.96901230751632	4.00539998774259	3.68818035858693	5.23916887866545	5.08193608171943	3.44228003525258	2.57531233068744	3.32337006906127	3.99729240763651	2.96716860753263	3.36176835941915	3.611172380044	3.94673086014031	5.1509657835565	4.54966917072649	5.39334755137725	5.03957710306068	1.93734439215023	3.23266075679027	6.19829769486015	3.13422093976063	3.92314918047231	3.17951105027151	3.66902676550963	2.56315813040281	2.99095486039699	3.01435529297707	3.25398926623079	2.69376571221778	6.17692111164436	5.07253459972295	4.02059109477325	3.65878273401283	3.68144926531496	3.49825086752783	4.63226821549951	4.15299460549244	4.25323293853803	4.11186596386756	2.97269265400426	2.90881290773955	4.03121873061072	4.82068956055921	4.25625587320273	3.35614381022528	3.70929063572336	1.66902676550963	3.97269265400426	3.63226821549951	3.45154083301783	2.4541758931858	3.86987140617771	3.49697358099828	5.48252564076792	2.43829285157915	4.12018602753186	4.22419466397043	3.69710657447697	3.85099939471647	4.78502736223547	2.88752527074159	4.8171115727957	3.42223300068305	4.33199177823206	3.45285896471381	3.68706068833989	2.51853513898218	3.08746284125034	2.95046841415012	5.32481060342048	2.32768736417605	3.45022149589718	5.93734439215023	3.01077983875324	4.14567745519564	3.14567745519564	2.95419631038688	4.98641093525204	4.25247621413522	2.35895882583233	3.36317107711924	6.40905143853856	4.03033607837096	3.50716034911752	4.73335434061383
"CXCR1"	0	0	1.44890095114513	0	0	0.214124805352847	0.0565835283663675	0.22650852980868	0.20163386116965	0.443606651475615	0	0.604071323668861	1.22032995487956	0	0.748461233004036	0	0.594548549550354	2.45680614923047	0	1.41683974191283	0	0	0	0	0	0	0.641546029087524	0.16349873228288	0.31034012061215	0.189033824390017	0.16349873228288	0.070389327891398	0	0.0426443374084937	0.505890929729957	0.214124805352847	0.22650852980868	0.16349873228288	0.0285691521967709	0.333423733725192	0.31034012061215	1.64154602908752	0.604071323668861	0.0976107966264223	1.36176835941915	0.0840642647884745	0.27500704749987	0.400537929583729	0.176322772640463	0.27500704749987	0.238786859587116	0.0976107966264223	0.20163386116965	0.238786859587116	0.16349873228288	0	0	0	1.20789285164133	0	0	0	0.176322772640463	0.22650852980868	0.150559676575381	0.111031312388744	0.070389327891398	0.137503523749935	0.111031312388744	0.0976107966264223	0.31034012061215	0.669026765509631	0	0.150559676575381	0.070389327891398	0.137503523749935	0.189033824390017	0.22650852980868	0.0426443374084937	0.137503523749935	0.0285691521967709	2.16992500144231	0.0565835283663675	0.0565835283663675	0.0285691521967709	0.0565835283663675	0.411426245726465	0.111031312388744	0.0426443374084937	0.150559676575381	0.0565835283663675	2.8499992594661	0.124328135002202	0.687060688339892	0.070389327891398	0.411426245726465	0.669026765509631	0.356143810225275	0.0285691521967709	0.124328135002202	0.422233000683048	0.111031312388744	0.516015147003665	0.704871964456353	0.124328135002202	0.0840642647884745	0.070389327891398	0.0976107966264223	2.4931349223055	0.27500704749987	0.214124805352847	0.321928094887362	0.070389327891398	0.111031312388744	0.250961573533219	0.443606651475615	0.516015147003665	0.0565835283663675	0.0840642647884745	0.214124805352847	0.495695162624069	0.0565835283663675	0.111031312388744	0.411426245726465	0.0565835283663675	0.0976107966264223
"AGER"	3.24336442569366	3.46336088581666	5.26303440583379	4.71918344048179	4.46858331700683	0.978195629681652	1.25096157353322	1.18903382439002	1.20163386116965	1.54596836910529	4.0408924306469	3.29278174922785	3.98550043030489	3.26753579806873	3.63575439127776	3.09085343045111	2.57288966842058	3.28095631383106	4.18189764310839	4.41142624572646	3.96254902292306	3.26603689399532	6.52230689287139	2.21412480535285	2.76553474636298	3.82068956055921	1.31614574229336	1.67807190511264	1.37851162325373	1.59454854955035	0.831877241191673	1.16349873228288	0.895302621333307	1.13093086982645	1.11103131238874	1.06350294230616	0.933572638261024	1.38404980679516	0.454175893185802	1.26903314645524	1.04264433740849	0.925999418556223	1.54596836910529	1.63226821549951	1.4905701304462	0.687060688339892	1.95977015521147	0.53605290024021	1.36737106564853	0.863938450423971	0.411426245726465	0.687060688339892	0.831877241191673	0.879705766282288	1.05658352836637	2.38128337250378	4.84599177066457	3.62993940943954	2.24184018356467	4.65706830120158	4.73930807086039	5.20867331962947	0.918386234446348	1.74416109557041	0.739848102699327	0.970853654340484	1.03562390973072	0.985500430304885	0.956056652412403	0.782408564927373	1.88752527074159	1.91456452349394	0.713695814843359	1.83592407425437	1.51096191927738	1.06350294230616	2	1.29865831556452	0.956056652412403	1.4594316186373	1.40053792958373	2.15380533607904	1.01435529297707	1.4276061727819	1.22650852980868	1.48542682717024	0.669026765509631	1.63226821549951	1.07724299893246	1.16992500144231	0.422233000683048	0.918386234446348	1.0496307677246	0.963474123974886	1.28688114778816	1.15055967657538	1.20789285164133	0.963474123974886	1.58976348698498	1.16349873228288	0.807354922057604	1.03562390973072	0.963474123974886	0.641546029087524	0.863938450423971	0.584962500721156	1.0496307677246	0.887525270741587	0.748461233004036	0.464668267003444	0.604071323668861	1.20163386116965	0.356143810225275	1.97085365434048	0.704871964456353	1.0496307677246	1.0496307677246	0.815575428862573	0.333423733725192	0.669026765509631	0.879705766282288	0.925999418556223	2.86789646399265	0.748461233004036	0.863938450423971	1.52606881166759
"DKK2"	0	1.42223300068305	0.823749360308273	0.495695162624069	2.12101540096137	0.659924558402378	0.941106310946431	1.37295209791183	0.400537929583729	1.89917563048051	0	2.16027483140859	1.31034012061215	0	0.933572638261024	0.963474123974886	0.7311832415722	0.871843648509318	0.6959938131099	0.782408564927373	3.15380533607904	0	3.96532254836725	0.713695814843359	0	0.505890929729957	1.70929063572336	3.4905701304462	1.6959938131099	1.53106949272595	1.90303827011291	0.933572638261024	1.4541758931858	1.15055967657538	2.84197311892718	1.54596836910529	0.823749360308273	2.93922657772821	1.4276061727819	2.10097764772482	3.7158933705476	2.15704371014558	2.84197311892718	2	2.42223300068305	2.8972404255748	1.52105073690096	1.35614381022528	1.29865831556452	1.98913900736823	1.38956681176273	0.713695814843359	1.86393845042397	3.39917109381982	2.31903981556254	2.06004738366994	1.05658352836637	1.14404636961671	0	0	1.09085343045111	2.92409988564074	1.35049724708413	1.6915341649192	1.4905701304462	1.32192809488736	1.36176835941915	1.37295209791183	1.30451104180995	1.40053792958373	0.948600847493356	1.64616265715789	1.23878685958712	1.25096157353322	0.807354922057604	1.57531233068744	1.7311832415722	1.74416109557041	0.748461233004036	1.14404636961671	1	1.11769504266975	1.98913900736823	2.06004738366994	0.879705766282288	3.854993016757	1.76128527336162	0.111031312388744	1.19534759832222	1.85199883711245	0.963474123974886	0.970853654340484	1.6959938131099	1.73552217729654	3.12763327972587	0.669026765509631	1.82781902461732	1.1243281350022	2.02147972741045	2.02147972741045	2.55581615506164	1.16992500144231	1.66448284036468	2.18586654531133	2.57773093149008	2.55826763405574	1.59931779369823	2.41953889151378	0.344828496997441	1.55581615506164	1.0071955014042	1.62293035092018	1.0496307677246	1.78659636189081	1.02856915219677	1.52105073690096	2.34766565630097	2.46988597627446	1.01435529297707	1.51601514700366	2.62527048937469	0.75702324650746	1.18903382439002	2.16992500144231	0.871843648509318	1.0703893278914
"NDNF"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CYP3A7"	0	2.70043971814109	2.55826763405574	2.60644222813161	1.16992500144231	0	0	0	0	0.0426443374084937	3.09761079662642	0	2.07724299893246	2.62293035092018	2.35895882583233	0.516015147003665	0	0	1.73552217729654	1.88752527074159	0.613531652917927	1.98913900736823	0	2.67355642399014	1.50589092972996	0	0	0.070389327891398	0.070389327891398	0	0.0565835283663675	0.0285691521967709	0	0	0.070389327891398	0	0.0285691521967709	0.0976107966264223	0.124328135002202	0.0285691521967709	0.070389327891398	0	0.432959407276106	0.0426443374084937	0.070389327891398	0	0	0	0.0426443374084937	0.189033824390017	0	0	0.0565835283663675	0	0	1.91456452349394	1.77820857639809	2.13422093976063	2.52356195605701	0	0	1.89141918684608	0	0.070389327891398	0	0	0	0	0.0426443374084937	0	0	0.070389327891398	0	0.111031312388744	0	0	0	0.0565835283663675	0.0285691521967709	0	0	0	0	0	0	0	0.0285691521967709	0	0.0285691521967709	0	0.0285691521967709	0.0426443374084937	0	0.0976107966264223	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0.070389327891398	0.070389327891398	0	0	0	0.0426443374084937	0	0	0.0285691521967709	0	0	0	0
"PGLYRP1"	0	0	2.62527048937469	2.72683121703249	3.38266725274504	0	0	0	0	0.150559676575381	3.63575439127776	4.05918219921169	0	3.92884403671257	0	1.37851162325373	0	2.74200621086674	0	3.4541758931858	1.52606881166759	2.44095219802964	5.30012372456901	1.65992455840238	2.93922657772821	2.790772037862	0	0	0	0.137503523749935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.238786859587116	0	0	0	0	0	0	0	0	0	0	1.55090066464752	2.61353165291793	2.34198574722862	0	1.71369581484336	0	1.59931779369823	0	0	0	0	0	0	0	0	0	0	0	0	0.485426827170242	0	0	0.20163386116965	0	0	0	0	0	0	0	0.0840642647884745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111031312388744	0	0	0	0.111031312388744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CCL23"	0	0	0	0	0	0.20163386116965	0	0.27500704749987	0	0.189033824390017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137503523749935	0.286881147788162	0.910732661902913	0.298658315564515	0.584962500721156	0.389566811762726	0.263034405833794	0.526068811667588	0.389566811762726	0.464668267003444	0.214124805352847	0.604071323668861	0.505890929729957	1.02856915219677	0.367371065648529	0.641546029087524	1.0496307677246	0.333423733725192	2.83390207666916	1.56071495447448	0	0.704871964456353	0.632268215499513	0.16349873228288	0.111031312388744	0.432959407276106	0.475084882948783	0.613531652917927	0.250961573533219	0	0	0	0	0	0	0	0.400537929583729	0.16349873228288	0.411426245726465	0	0.389566811762726	0.298658315564515	0	0	1.38956681176273	0.622930350920177	0.263034405833794	1.13093086982645	0.669026765509631	0.263034405833794	0.124328135002202	0.6959938131099	0.748461233004036	0.214124805352847	0.298658315564515	0.124328135002202	0.632268215499513	0.454175893185802	0	0	0.22650852980868	0	0.485426827170242	0.910732661902913	0.687060688339892	0	0.84799690655495	0.411426245726465	0.863938450423971	0.422233000683048	0.124328135002202	0.495695162624069	0	0.454175893185802	0.286881147788162	0.150559676575381	0.84799690655495	0.464668267003444	0.321928094887362	0.27500704749987	0.263034405833794	0.137503523749935	0.454175893185802	0.137503523749935	0.75702324650746	0.400537929583729	0.111031312388744	0.27500704749987	0.333423733725192	0.863938450423971	0.124328135002202	0.150559676575381	0.516015147003665	0.594548549550354	0	0.263034405833794	0.53605290024021	0.7311832415722	0.411426245726465	0.176322772640463
"COL6A6"	3.43429461795993	3.48026512205446	4.96670731415032	3.80632405739003	3.70376517879341	0.815575428862573	0.871843648509318	0.565597175854225	1.29278174922785	0.37851162325373	4.70210340662939	3.84498815668261	2.70708299177171	3.877744249949	3.38681094647222	3.36876834909033	4.40122086216022	3.89530262133331	3.3547342399706	3.63226821549951	2.72900887033786	3.73009646559547	3.79285535236249	3.09085343045111	3.48928602262588	2.93922657772821	0.948600847493356	1.0703893278914	1.34482849699744	1.73552217729654	0.189033824390017	0.250961573533219	1.46988597627446	2.16349873228288	2.67807190511264	0.7311832415722	0.863938450423971	2.19219416528334	0.214124805352847	0.659924558402378	1.09085343045111	3.96069703930431	2.14404636961671	0.879705766282288	3.22650852980868	0.321928094887362	1.53106949272595	0.176322772640463	0.263034405833794	2.23878685958712	0.495695162624069	1.13093086982645	1.22650852980868	2.26603689399532	1.77399632511117	2.90110824301451	4.37086174008529	2.97085365434048	3.50462039240355	2.0036022366802	3.57410150808939	3.98732086592925	0.632268215499513	0.526068811667588	0.214124805352847	0.659924558402378	0.641546029087524	0.111031312388744	0.713695814843359	0.263034405833794	3.27351588970212	0.887525270741587	1.77820857639809	1.87184364850932	0.545968369105292	0.485426827170242	0.367371065648529	0.356143810225275	1.32768736417605	0.367371065648529	0.782408564927373	1.18269229751619	0.137503523749935	0.137503523749935	0.53605290024021	1.52105073690096	0.659924558402378	0.176322772640463	1.23266075679027	0.286881147788162	1.13750352374994	0.526068811667588	2.37851162325373	0.799087306074004	2.57773093149008	0.20163386116965	0.298658315564515	0.970853654340484	0.367371065648529	0.632268215499513	2.44625622988956	1.07724299893246	2.73984810269933	0.0976107966264223	0.970853654340484	1.10433665981474	0.286881147788162	1.1243281350022	0.505890929729957	0.214124805352847	0.389566811762726	0.356143810225275	0.20163386116965	2.67129337248158	0.214124805352847	0.485426827170242	1.02147972741045	0.669026765509631	0.16349873228288	0.505890929729957	0.84799690655495	0.0976107966264223	1.73984810269933	1.74846123300404	0.55581615506164	1.22650852980868
