RunFolder,USU_SampleID,CGR_SampleID
211101_N07_0153_AHN223DSX2,I3-12336,SC819325
211101_N07_0153_AHN223DSX2,I3-12325,SC819314
211101_N07_0153_AHN223DSX2,I3-12333,SC819322
211101_N07_0153_AHN223DSX2,I3-12324,SC819313
211101_N07_0153_AHN223DSX2,I3-12318,SC819307
211101_N07_0153_AHN223DSX2,I3-12334,SC819323
211101_N07_0153_AHN223DSX2,I3-12322,SC819311
211101_N07_0153_AHN223DSX2,I3-12339,SC819328
211101_N07_0153_AHN223DSX2,I3-12311,SC819297
211101_N07_0153_AHN223DSX2,I3-12331,SC819320
211101_N07_0153_AHN223DSX2,I3-12312,SC819298
211101_N07_0153_AHN223DSX2,I3-12317,SC819306
211101_N07_0153_AHN223DSX2,I3-12332,SC819321
211101_N07_0153_AHN223DSX2,I3-12316,SC819305
211101_N07_0153_AHN223DSX2,I3-12314,SC819301
211101_N07_0153_AHN223DSX2,I3-12327,SC819316
211101_N07_0153_AHN223DSX2,I3-12315,SC819304
211101_N07_0153_AHN223DSX2,I3-12326,SC819315
211101_N07_0153_AHN223DSX2,I3-12337,SC819326
211101_N07_0153_AHN223DSX2,I3-12328,SC819317
211101_N07_0154_BHMVWMDSX2,I3-12341,SC819330
211101_N07_0154_BHMVWMDSX2,I3-12346,SC819339
211101_N07_0154_BHMVWMDSX2,I3-12357,SC822060
211101_N07_0154_BHMVWMDSX2,I3-12347,SC819340
211101_N07_0154_BHMVWMDSX2,I3-12344,SC819334
211101_N07_0154_BHMVWMDSX2,I3-12349,SC819342
211101_N07_0154_BHMVWMDSX2,I3-12343,SC819333
211101_N07_0154_BHMVWMDSX2,I3-12354,SC819353
211101_N07_0154_BHMVWMDSX2,I3-12355,SC819355
211101_N07_0154_BHMVWMDSX2,I3-12365,SC831028
211101_N07_0154_BHMVWMDSX2,I3-12340,SC819329
211101_N07_0154_BHMVWMDSX2,I3-12351,SC819345
211101_N07_0154_BHMVWMDSX2,I3-12345,SC819336
211101_N07_0154_BHMVWMDSX2,I3-12350,SC819344
211101_N07_0154_BHMVWMDSX2,I3-12362,SC831019
211101_N07_0154_BHMVWMDSX2,I3-12352,SC819349
211101_N07_0154_BHMVWMDSX2,I3-12356,SC821266
211101_N07_0154_BHMVWMDSX2,I3-12363,SC831021
211101_N07_0154_BHMVWMDSX2,I3-12348,SC819341
211101_N07_0154_BHMVWMDSX2,I3-12358,SC831015
211101_N07_0154_BHMVWMDSX2,I3-12353,SC819352
211101_N07_0154_BHMVWMDSX2,I3-12360,SC831017
211101_N07_0154_BHMVWMDSX2,I3-12342,SC819332
211101_N07_0154_BHMVWMDSX2,I3-12364,SC831027
211101_N07_0154_BHMVWMDSX2,I3-12359,SC831016
211101_N07_0154_BHMVWMDSX2,I3-12361,SC831018
211109_N08_0092_AHVJWHDSX2,I3-13967,SC819119
211208_N07_0164_AHVK3JDSX2,I3-18048,SC797837
211208_N07_0164_AHVK3JDSX2,I3-18049,SC797904
211208_N07_0164_AHVK3JDSX2,I3-18050,SC818821
211208_N07_0164_AHVK3JDSX2,I3-18051,SC818830
211208_N07_0164_AHVK3JDSX2,I3-18052,SC818952
211208_N07_0164_AHVK3JDSX2,I3-18053,SC819054
