"BC_HKB0543_1306_T"	"BC_HKB0632_1381_T"	"BC_HKB0779_1486_T"	"BC_HKB0831_1520_T"	"BC_HKB0899_M1605_T"	"BC_HKB0921_1575_T"	"BC_HKB1385_1721_T"	"HKB0040_3002_T"	"HKB0044_3006_T"	"HKB0050_3005_T"	"HKB0054_3000_T"	"HKB0069_3000_T"	"HKB0070_3002_T"	"HKB0079_3006_T"	"HKB0082_3006_T"	"HKB0091_3001_T"	"HKB0094_3006_T"	"HKB0098_3005_T"	"HKB0167_3006_T"	"HKB0194_3006_T"	"HKB0659_3000_T"	"HKB0674_3000_T"	"HKB0683_3000_T"	"HKB0710_3000_T"	"HKB0718_3000_T"	"HKB0736_3000_T"	"HKB0748_3000_T"	"HKB0751_3000_T"	"HKB0752_3000_T"	"BC_HKB0757_1496_T"	"BC_HKB2112_1636_T"	"HKB0031_3001_T"	"HKB0067_3006_T"	"HKB0074_3000_T"	"HKB0129_3000_T"	"HKB0160_3000_T"	"HKB0164_3006_T"	"HKB0719_3002_T"	"BC_HKB0022_649_T"	"BC_HKB0199_1263_T"	"BC_HKB0215_1134_T"	"BC_HKB0567_M1337_T"	"BC_HKB0689_M1326_T"	"BC_HKB0738_1475_T"	"BC_HKB0761_1499_T"	"BC_HKB0772_1460_T"	"BC_HKB0876_1543_T"	"BC_HKB0890_1550_T"	"BC_HKB0913_1654_T"	"HKB0007_3005_T"	"HKB0008_3006_T"	"HKB0016_3006_T"	"HKB0023_3006_T"	"HKB0033_3006_T"	"HKB0038_3006_T"	"HKB0049_3006_T"	"HKB0052_3000_T"	"HKB0064_3004_T"	"HKB0088_3000_T"	"HKB0100_3006_T"	"HKB0101_3000_T"	"HKB0102_3006_T"	"HKB0120_3000_T"	"HKB0124_3003_T"	"HKB0141_3006_T"	"HKB0143_3006_T"	"HKB0155_3000_T"	"HKB0168_3006_T"	"HKB0179_3006_T"	"HKB0186_3000_T"	"HKB0191_3001_T"	"HKB0207_3001_T"	"HKB0208_3006_T"	"HKB0209_3004_T"	"HKB0220_3000_T"	"HKB0221_3001_T"	"HKB0552_3000_T"	"HKB0573_3000_T"	"HKB0576_3000_T"	"HKB0579_3000_T"	"HKB0638_3000_T"	"HKB0665_3000_T"	"HKB0701_3000_T"	"HKB0737_3000_T"	"BC_HKB0882_1555_T"	"HKB0078_3000_T"	"HKB0162_3006_T"	"HKB0564_3000_T"	"HKB0692_3000_T"	"BC_HKB0715_1407_T"	"BC_HKB0741_1471_T"	"BC_HKB0759_1488_T"	"BC_HKB2113_1657_T"	"HKB0006_3006_T"	"HKB0147_3000_T"	"HKB0210_3006_T"	"HKB0230_3006_T"	"HKB0734_3000_T"
"KIR3DL1"	0.632268215499513	0	0	0	0	0	0	0.0565835283663675	0.956056652412403	0.22650852980868	0.0565835283663675	0.0285691521967709	0.0426443374084937	0.16349873228288	0.0565835283663675	0.0285691521967709	0.286881147788162	0.0840642647884745	0.150559676575381	0.454175893185802	0.0840642647884745	0.22650852980868	0.0565835283663675	0	0.0565835283663675	0.632268215499513	0.16349873228288	0.0840642647884745	0.687060688339892	0	0	0.0426443374084937	0	0	0	0.20163386116965	0.111031312388744	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0.137503523749935	0	0.150559676575381	0	0	0	0	0.0426443374084937	0	0	0	0.0285691521967709	0	0.0565835283663675	0	0	0	0	0.0840642647884745	0.124328135002202	0	0	0	0.150559676575381	0.070389327891398	0.0426443374084937	0	0	0.0840642647884745	0.16349873228288	0	0	0	0	0.321928094887362	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0.0426443374084937	0	0
"CD247"	4.73930807086039	2.03210084316702	3.83086375675176	1.87184364850932	5.25361115194717	3.72900887033786	3.78659636189081	4.67412163263239	3.01256867350306	3.24336442569366	3.48026512205446	3.03210084316702	1.11769504266975	2.67807190511264	3.27649666564036	2.70929063572336	2.51349074558812	2.26603689399532	4.11852584893567	3.1906148602095	3.58496250072116	4.21412480535285	3.13586316536868	4.33485426933163	2.75274859140713	4.96301164759943	1.95233356636969	3.32337006906127	3.09761079662642	0.831877241191673	0.713695814843359	0.422233000683048	1.76128527336162	2.75915583380027	2.43295940727611	1.76553474636298	1.59931779369823	2.18269229751619	2.99276843076892	2.06004738366994	0	0.748461233004036	0	1.03562390973072	0	0	0	4.01435529297707	1.09761079662642	2.20789285164133	2.01435529297707	1.83995958748953	1.31614574229336	1.32192809488736	1.05658352836637	1.51096191927738	2.60407132366886	1.23878685958712	1.7311832415722	1.57531233068744	1.84799690655495	1.28688114778816	2.69376571221778	0.903038270112912	1.62293035092018	2.34766565630097	2.43295940727611	1.44890095114513	1.67807190511264	3.33199177823206	2.26303440583379	2.49825086752783	1.81147103052984	1.4594316186373	3.31903981556254	1.64616265715789	1.60880924267552	3.18586654531133	1.4276061727819	2.70708299177171	1.31034012061215	0.687060688339892	0.823749360308273	2.05311133645956	2.97819562968165	1.14404636961671	2.4905701304462	1.77399632511117	0.659924558402378	1.4905701304462	1.06350294230616	1.37295209791183	2.59693514238723	1.54596836910529	0.632268215499513	2.93168305705981	0.650764559116902	0.84799690655495
"IL26"	3.04614178164472	2.31614574229336	2.22032995487956	2.48026512205446	1.70043971814109	4.94204525991605	4.31251996747495	0.16349873228288	0	0	0.070389327891398	0	0	0	0.214124805352847	0.0565835283663675	0	0	0.0840642647884745	0	0	0	0	0.0426443374084937	0	0	0	0.070389327891398	0	0	0	0.070389327891398	0	0	0	0	0	0	0	1.88752527074159	0	0	0	2.20789285164133	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.790772037862	0	0.16349873228288	0	0	0	2.25701061820602	1.89917563048051	1.97452931248388	0	0	0.20163386116965	0	0
"IL18BP"	8.67214243285384	9.10053094003058	8.65119523578289	8.20442442203871	8.83611349131509	8.63727694818761	8.27631054746415	3.51349074558812	3.11935617703968	3.0036022366802	2.75915583380027	2.93734439215023	1.67807190511264	2.78659636189081	2.8011586560937	3.20789285164133	2.06695024392463	2.98367769469807	3.98732086592925	2.71808758396052	2.57531233068744	3.33199177823206	1.53106949272595	3.13422093976063	2.23572705983806	3.62527048937469	1.36176835941915	2.55826763405574	2.5385381636298	8.82384487456173	9.32188300996288	1.53605290024021	1.62760683812965	2.4276061727819	2.34198574722862	2.02502879449152	2.39780296186249	1.68706068833989	7.75181181986212	8.4674832826105	9.23876298003566	8.66434061183981	8.35803575416003	8.60232770601389	8.73728114919383	8.22129710316334	8.47925481721837	9.56605403817109	8.64125699872677	2.23878685958712	2.34766565630097	1.62293035092018	1.46988597627446	1.73984810269933	1.58976348698498	1.81966818349646	2.29865831556452	1.98913900736823	2.36737106564853	2.03913839390696	1.88362081628567	1.33913738491959	2.60169651648096	0.992768430768924	1.49569516262407	2.05311133645956	2.37016428054021	2.25398926623079	2.32481060342048	3.05311133645956	1.50589092972996	2.23572705983806	2.31614574229336	2.77820857639809	2.63691458035588	1.78659636189081	1.16992500144231	2.13422093976063	1.74416109557041	1.73552217729654	1.44890095114513	1.48026512205446	1.10433665981474	2.0071955014042	8.4101969228911	1.47508488294878	2.15704371014558	1.90303827011291	1.15704371014558	8.76248170331897	8.03320272593722	9.75720663959189	8.3961766182344	1.56071495447448	1.0703893278914	2.65535182861255	1.58976348698498	1.20163386116965
"CCL8"	1.43295940727611	0	1.99638874644762	0	2.70929063572336	0	2.98913900736823	3.05137210172103	3.74523733212975	1.72246602447109	2.22032995487956	4.89675621847481	2.06695024392463	1.7311832415722	3.48542682717024	2.90881290773955	0.823749360308273	2.15380533607904	4.40599235967584	3.57410150808939	5.6839771069756	3.14730669878029	2.33913738491959	5.94649694120329	3.57773093149008	1.35614381022528	0.678071905112638	3.57773093149008	1.92219784839637	0	0	2.15704371014558	0.823749360308273	1.88752527074159	1.0703893278914	3.51222688651396	1.65992455840238	2.64385618977472	2.54349588342577	2.43562859405209	0	0	0	1.97819562968165	1.25096157353322	0	0	0	0	2.78868571061353	1.98550043030488	1.49569516262407	0.7311832415722	1.83592407425437	1.73552217729654	2.27798474729977	1.08406426478847	1.37851162325373	2.53106949272595	0.903038270112912	0.895302621333307	0.948600847493356	2.50080205305716	1.52105073690096	1.72683121703249	2.94673086014031	1.99638874644762	1.33342373372519	2.01077983875324	4.48413813120167	0.55581615506164	1.24488705912353	0.545968369105292	1.55090066464752	3.4032677223393	1.86789646399265	0.584962500721156	3.61706334388818	3.44890095114513	2.68929916053589	1.73984810269933	0.53605290024021	3.07210580048042	1.790772037862	0	1.31614574229336	2.08065766334523	0.799087306074004	0.16349873228288	1.04264433740849	0	0	1.13093086982645	0.871843648509318	0.887525270741587	0.27500704749987	0.713695814843359	0.389566811762726
"TVP23A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CCL3L3"	5.31903981556254	3.67581593117227	3.9560566524124	7.05734195767948	6.99174857797006	6.75475391310454	7.65377659936779	0.356143810225275	0.298658315564515	0.16349873228288	0.16349873228288	0.37851162325373	2.79285535236249	0.389566811762726	0.454175893185802	0.189033824390017	0	0.454175893185802	0.485426827170242	0.565597175854225	0	0.613531652917927	0.111031312388744	0.871843648509318	0	0.970853654340484	0.367371065648529	0.298658315564515	0.422233000683048	0	4.17791779219584	1.32192809488736	0.321928094887362	1.09085343045111	0.137503523749935	0.333423733725192	0.839959587489532	0.918386234446348	3.89530262133331	2.98913900736823	0	2.62760683812965	4.68706068833989	1.58976348698498	3.3743439890385	4.70653055253812	4.16108148227718	5.55397480823747	0	0.137503523749935	1.18269229751619	0.344828496997441	0.575312330687437	1.20163386116965	0.20163386116965	1.82374936030827	0	2.83794324189103	1.27500704749987	0	0.55581615506164	0.495695162624069	0.137503523749935	0.124328135002202	0.613531652917927	0.704871964456353	0.263034405833794	0.189033824390017	0.333423733725192	0.7311832415722	0.22650852980868	0.344828496997441	0.176322772640463	0	0.432959407276106	0.584962500721156	0.594548549550354	0.263034405833794	0	0.956056652412403	0.286881147788162	0.176322772640463	0	0.356143810225275	2.65535182861255	0.55581615506164	0	0	0	6.64587455030903	2.57531233068744	4.89627184880738	5.1811025507538	0.432959407276106	0	0	0	0
"FCGR1A"	3.12763327972587	4.32912359629157	2.21412480535285	4.09085343045111	4.95745033634712	4.51853513898218	3.69821847822441	4.66220549965362	4.80064109732908	4.57046293102604	3.1554254317472	4.55151601762801	4.01970191444255	3.97269265400426	4.21179097625254	4.75167794568758	2.55581615506164	4.23878685958712	6.21334728173344	4.72246602447109	4.91408609701272	5.03033607837096	3.70265754339091	5.999774561287	4.834407841807	4.45811948117451	3.32481060342048	4.33699741660501	5.14689956034359	1.60407132366886	4.47961860846942	5.29020320512607	3.66220549965362	2.83995958748953	1.32768736417605	1.29865831556452	3.04614178164472	2.79493566280354	3.48155728070859	1.48026512205446	2.16671544496642	4.96347412397489	6.42038134119664	1.35614381022528	3.91647664443772	5.56985560833095	4.2502036564993	3.72465027173297	6.21897485712327	4.12598165385472	4.30158764660319	4.11603199344711	3.13093086982645	3.67919857056692	3.38681094647222	2.86789646399265	3.01435529297707	4.89917563048051	4.0408924306469	2.46988597627446	3.34340782229781	3.43829285157915	3.69932952567316	2.53356334821451	2.51853513898218	3.91456452349394	3.63575439127776	2.18586654531133	3.57410150808939	3.06350294230616	3.98458935036246	2.80322703643493	3.5298209465287	4.46008724011683	2.98913900736823	4.26228280642066	2.24184018356467	3.74416109557041	5.71287086768991	3.64616265715789	3.17152710603881	3.45680614923047	4.8801957289431	3.75488750216347	4.44360665147561	3.4905701304462	3.21412480535285	2.89141918684608	2.8094144442359	4.82222027162153	4.17632277264046	5.76447355099267	6.05093696522523	3.29572302453997	3.21256933885081	3.27351588970212	4.44691786486603	2.84599177066457
"FCER1G"	5.48123434952853	5.09929520433777	4.39163026151743	5.70735913208088	4.65935375917005	4.70929063572336	5.24716800037477	6.93734439215023	6.02147972741045	5.79025073883523	5.87725345387661	6.04548665635946	6.3271484082987	5.77768271707355	6.12391445900198	6.77267747042486	4.34766565630097	5.95698592461258	8.15350136549655	6.41886457739032	6.86974805146507	6.67835365397417	5.21451341008002	7.01803322276456	6.67341508722384	6.36754580010534	5.07980475463526	6.24621804640558	6.59514556799086	3.64038956005495	4.12845838414693	6.51191074867093	6.56696732900612	5.3215673760354	5.28651155766423	4.85996954822103	6.66434061183981	5.02059109477325	6.3371758685863	5.9371089462026	6.20613525340459	5.631686366312	3.70487196445635	5.1509657835565	4.86294724802092	4.71039319217052	5.31179371775365	0	4.86344293434804	5.90640961709402	6.22458056608344	5.62527048937469	5.37989816352469	5.87700799321402	5.64875303298957	6.45187047886432	5.01122725542325	7.40284153255129	5.83693401132109	3.06350294230616	5.06695024392463	5.54689445988764	6.48220292629596	3.92029330021101	4.41074812818595	6.11165734626313	5.30524096595448	4.28392177230762	6.05463144878297	6.77109325169954	5.91217080294995	5.9957106289071	5.55949181320504	5.68032435684402	6.07553263116736	6.85947266685194	5.31831684133498	5.61706334388818	7.64947175718163	6.16932375323987	5.11727946005392	4.97452931248388	6.25417828621676	5.13463167144765	4.50016467949217	5.02547181462118	6.09971599916091	5.17951105027151	4.17392693199981	4.13914201914569	4.24107745817504	5.34872815423108	4.52418907844937	4.50652577904312	4.52481592835751	6.04875931191986	5.70929063572336	4.62935662007961
"GNGT2"	2.63923216324928	1.22650852980868	1.15704371014558	2.02856915219677	3.62410089462811	0	2.15704371014558	2.28392177230762	1.50589092972996	1.28688114778816	1.70929063572336	1.98550043030488	1.23266075679027	1.31034012061215	1.58496250072116	1.37851162325373	0.799087306074004	1.51096191927738	2.35049724708413	1.6915341649192	2.14730669878029	2.46988597627446	1.31034012061215	2.16349873228288	1.4541758931858	2.26303440583379	1.10433665981474	1.87184364850932	1.79493566280354	0	0	1.33342373372519	1.54101915313356	1.27500704749987	1.20163386116965	0.55581615506164	1.41683974191283	1.01435529297707	1.75702324650746	2.34482849699744	0	0	0	0	0	0	0	0	0	1.08406426478847	1.6507645591169	1.14404636961671	0.613531652917927	1.10433665981474	1.0496307677246	1.23878685958712	0.807354922057604	1.54101915313356	1.62293035092018	0.713695814843359	0.84799690655495	0.799087306074004	1.38404980679516	0.887525270741587	1.06350294230616	1.20163386116965	0.887525270741587	0.411426245726465	1.14404636961671	1.34482849699744	1.56071495447448	1.23266075679027	0.910732661902913	0.641546029087524	1.40053792958373	1.02856915219677	0.75702324650746	0.948600847493356	1.40053792958373	1.18269229751619	1.07724299893246	0.526068811667588	1.40599235967584	1.19534759832222	1.31614574229336	0.941106310946431	1.28095631383106	0.516015147003665	0.879705766282288	0	0	1.25096157353322	0	0.963474123974886	0.6959938131099	1.08406426478847	0.941106310946431	0.367371065648529
"TMEM100"	1.11769504266975	0	0	0	1.18903382439002	0	0	0.903038270112912	0.214124805352847	0.22650852980868	2.37295209791183	0.863938450423971	0.505890929729957	0.176322772640463	0.0976107966264223	1.14404636961671	0.992768430768924	0.604071323668861	0.298658315564515	0.286881147788162	0.7311832415722	0.739848102699327	1.02147972741045	0.20163386116965	0.22650852980868	1.26903314645524	0.0840642647884745	1.63691458035588	0.111031312388744	3.99004721957379	0	0.150559676575381	0.400537929583729	2.79701297783614	2.83592407425437	4.63865311646611	1.48542682717024	1.95977015521147	1.22032995487956	1.70487196445635	0	2.46727948045998	0	2.58014548442338	0.956056652412403	0	0	0	0	0.485426827170242	0.367371065648529	0.925999418556223	0.815575428862573	1.37295209791183	0.713695814843359	2.22342254993494	2.35614381022528	2.45154083301783	0.687060688339892	0.0285691521967709	0.669026765509631	2.26903314645524	4.12184429787638	1.60407132366886	1.32192809488736	2.18903382439002	1.54101915313356	0.356143810225275	1.48026512205446	1.93734439215023	0.6959938131099	2.24792751344359	0.604071323668861	0.189033824390017	1.48026512205446	0.286881147788162	2.55336050333533	1.87578006306849	0.150559676575381	1.50080205305716	0.713695814843359	0.27500704749987	0.565597175854225	1.32768736417605	0	0.16349873228288	1.74846123300404	1.22032995487956	0.7311832415722	0	2.30742852519225	0	0	0.22650852980868	0.344828496997441	0.613531652917927	0.526068811667588	0.584962500721156
"ITLN1"	2.20789285164133	0	0	0	0	0	0	0.263034405833794	0	0	0	0	0	0.111031312388744	0	0	0.150559676575381	0	0.137503523749935	0.111031312388744	0.124328135002202	0.189033824390017	0	0.150559676575381	0.214124805352847	0	0	0	0.367371065648529	0	0	0	0	0	0.422233000683048	0.070389327891398	0.124328135002202	0.485426827170242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0	0.070389327891398	0	0.238786859587116	0	0	0	0	0	0	0	0	0	0	0	0	0.124328135002202	0	0	0	0	0.070389327891398	0	0	0	0.0565835283663675	0	0.0565835283663675	0	0	0.0565835283663675	0.20163386116965	0	0.0565835283663675	0	0	0	0	0	0.150559676575381	0	0	0
"ITLN2"	0	0	0	0	0	0	0	0	0.150559676575381	0	0.0565835283663675	0.0565835283663675	0	0	0.0976107966264223	0	0	0	0	0	0	0	0.0565835283663675	0	0	0.0976107966264223	0	0	0	1.15055967657538	0	0.613531652917927	0	0.0840642647884745	0	0	0	0.111031312388744	0	0	0	0	0	0	0	1.23878685958712	0	0	0	0.250961573533219	0	0	0	0.0565835283663675	0.111031312388744	0	0	0	0.0565835283663675	0.0840642647884745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52606881166759	0	0	0.298658315564515	0.0565835283663675
"STX11"	2.17312743348066	0.526068811667588	1.27500704749987	0.584962500721156	2.49825086752783	0.823749360308273	1.67807190511264	2.91838623444635	1.84799690655495	1.94110631094643	2.21101219348551	1.89141918684608	1.84398384404833	1.62293035092018	1.96347412397489	1.75274859140713	1.65992455840238	1.58496250072116	3.22342254993494	1.82374936030827	2.0703893278914	2.47508488294878	1.55581615506164	2.31614574229336	1.63691458035588	2.4931349223055	0.992768430768924	2.24488705912353	1.72246602447109	2.4905701304462	0.925999418556223	0.879705766282288	1.63226821549951	1.41142624572647	1.67355642399014	4.2861418728343	1.34482849699744	1.37851162325373	2.1407786557828	1.97819562968165	0.748461233004036	2.02856915219677	0.669026765509631	2.26903314645524	0.879705766282288	0	1.09761079662642	1.66902676550963	0.722466024471091	1.51096191927738	2.75488750216347	1.54596836910529	0.855989697308481	1.39506279951758	1.27500704749987	1.82374936030827	1.59454854955035	1.97085365434048	1.76128527336162	1.35049724708413	1.17632277264046	1.37851162325373	3.68481873755322	1.6959938131099	1.43295940727611	1.74416109557041	2.08746284125034	0.933572638261024	1.35614381022528	2.81762325751143	2.37851162325373	1.55090066464752	1.18269229751619	1.37851162325373	2.18269229751619	1.43829285157915	1.75702324650746	2.03210084316702	1.30451104180995	1.51601514700366	1.37851162325373	0.84799690655495	1.09085343045111	1.41683974191283	0.575312330687437	0.970853654340484	1.70929063572336	0.985500430304885	0.411426245726465	0.27500704749987	0.389566811762726	1.23266075679027	0.55581615506164	0.765534746362977	0.871843648509318	1.28688114778816	1.33342373372519	0.823749360308273
"PRX"	1.13750352374994	1.95977015521147	2.17951105027151	1.43829285157915	3.87381319835909	1.18903382439002	0.933572638261024	0.6959938131099	0.739848102699327	1.0496307677246	2.10768786931437	0.855989697308481	1.33342373372519	0.855989697308481	0.7311832415722	1.17632277264046	2.08746284125034	1.83995958748953	1.07724299893246	1.57046293102604	0.613531652917927	0.903038270112912	1.30451104180995	0.37851162325373	0.75702324650746	1.93734439215023	1.24488705912353	1.44360665147561	0.918386234446348	2.29278174922785	1	1.51096191927738	1.6959938131099	1.75702324650746	1.82374936030827	2.13093086982645	1.91456452349394	1.53605290024021	1.58496250072116	1.70487196445635	1.66902676550963	1.43295940727611	1.1243281350022	1.66448284036468	1.51096191927738	1.16349873228288	0.963474123974886	1.04264433740849	1.65535182861255	1.15704371014558	1.98185265328974	1.34482849699744	1.72246602447109	1.95233356636969	0.790772037862	1.91456452349394	1.53106949272595	1.66448284036468	1.47508488294878	2.73984810269933	1.50080205305716	1.59454854955035	1.76977173924945	1.78240856492737	2.01077983875324	0.963474123974886	1.54596836910529	1.56559717585423	1.86789646399265	1.92219784839637	1.31034012061215	1.4905701304462	1.97452931248388	1.4541758931858	1.36176835941915	1.44360665147561	1.87970576628229	1.41142624572647	1.20789285164133	1.31034012061215	1.34482849699744	1.35614381022528	1.13750352374994	1.85598969730848	1.07724299893246	1.61353165291793	1.21412480535285	2.08746284125034	1.15704371014558	1.92219784839637	1.6959938131099	2.13750352374994	1.74416109557041	2.20476675065461	1.43295940727611	0.22650852980868	1.59931779369823	1.47508488294878
"CLDN5"	2.37295209791183	1.71369581484336	1.9297909977186	2.16671544496642	2.30742852519225	1.89141918684608	2.70265754339091	2.37851162325373	1.09761079662642	1.66902676550963	2.90303827011291	2.32768736417605	2.26303440583379	2.19534759832222	1.52105073690096	2.10768786931437	3.12763327972587	2.22032995487956	2.12763327972587	1.54596836910529	1.08406426478847	3.47897180503294	2.44095219802964	0.748461233004036	1.72683121703249	2.80529245560071	2.15380533607904	3.4594316186373	1.71808758396052	4.53605290024021	2.73984810269933	2.57046293102604	1.85996954822103	4.10349763970334	4.47053686509258	6.18169891109611	3.10768786931437	3.08406426478847	2.97085365434048	4.30085587126876	3.15218341905505	4.39231742277876	3.94204525991605	2.61823865559545	4.11186596386756	0.895302621333307	0	2.88166461932035	3.32048467801769	1.49569516262407	2.7311832415722	2.15055967657538	2.34482849699744	3.39369076418745	2.28095631383106	3.04614178164472	4.04788732939655	3.18903382439002	2.55826763405574	2.75702324650746	2.85199883711245	3.29425313644451	5.51853513898218	4.28021399581062	3.16671544496642	3.34766565630097	4.11852584893567	2.97452931248388	2.77820857639809	4.44757919654888	2.95977015521147	3.83289001416474	3.0232553523003	2.67581593117227	3.36036427654347	2.32768736417605	3.46858331700683	3.67016051412663	2.75488750216347	2.90110824301451	2.03913839390696	2.26603689399532	2.89336221076387	3.39917109381982	2.38681094647222	1.31034012061215	2.46466826700344	2.37851162325373	2.02147972741045	2.81762325751143	2.77610398807316	1.73552217729654	2.93168305705981	1.93734439215023	1.41142624572647	1.75702324650746	3.05484847699562	2.22650852980868
"RSPO1"	0	0	0	0	0	0	0	0.238786859587116	0.22650852980868	0.298658315564515	0.75702324650746	0.545968369105292	0.176322772640463	0.75702324650746	0.214124805352847	0.137503523749935	0.367371065648529	0.963474123974886	0.263034405833794	1.26903314645524	0.389566811762726	0.137503523749935	0.124328135002202	0.124328135002202	0.263034405833794	0.454175893185802	0.238786859587116	0.356143810225275	0.0840642647884745	0	0.55581615506164	0	0.443606651475615	1.55090066464752	1.15704371014558	0.150559676575381	0.464668267003444	0.632268215499513	0	1.11769504266975	0	0	1.39506279951758	0	2.49825086752783	0.75702324650746	1.05658352836637	2.14404636961671	1.88752527074159	0.84799690655495	0.27500704749987	0.6959938131099	0.6959938131099	0.16349873228288	0.137503523749935	0.214124805352847	0.641546029087524	6.1149916133336	0.321928094887362	0.918386234446348	0.31034012061215	0.0565835283663675	0.137503523749935	0.6959938131099	0.454175893185802	0.070389327891398	0.16349873228288	4.05484847699562	0.0426443374084937	0.432959407276106	0.22650852980868	1.37851162325373	1.70929063572336	2.27500704749987	0	0.0565835283663675	0.111031312388744	0.831877241191673	0.124328135002202	0.55581615506164	0.0426443374084937	1.75274859140713	1.25701061820602	0.863938450423971	1.23266075679027	0.422233000683048	0.250961573533219	1.10433665981474	0.0976107966264223	0.669026765509631	1.13750352374994	0.704871964456353	0.7311832415722	0.0840642647884745	0.411426245726465	0.0285691521967709	3.47378691161437	0.263034405833794
"SLC39A8"	2.03913839390696	3.70043971814109	3.03562390973072	0.632268215499513	2.14404636961671	1.61353165291793	2.14730669878029	5.04133060682062	4.44559429134118	3.32337006906127	5.9174317553901	2.93734439215023	5.48091134604775	4.83339613416323	3.7311832415722	4.33699741660501	3.16188768237689	2.97819562968165	4.42559357765306	4.74308405554959	5.1197711619529	3.46597446450407	3.84699468696557	3.6724253419715	3.78972925137577	3.39231742277876	2.53356334821451	4.4905701304462	2.76341157447001	0.565597175854225	1.66448284036468	4.17472598770613	4.19770815795585	3.60288440871842	3.19849415363908	2.74416109557041	3.67355642399014	3.93168305705981	3.01613970265525	2.07382023329167	2.32768736417605	5.27015513876653	1.87970576628229	1.85598969730848	2.68706068833989	3.34340782229781	1.51601514700366	0	1.9560566524124	3.48800077083407	4.82119997805645	2.36737106564853	3.77505054148317	3.35895882583233	4.87479696589866	6.00966068964671	3.39094277280254	4.73768676140986	3.97452931248388	1.31614574229336	3.3547342399706	3.01970191444255	3.75060650483559	3.22187708107703	3.02147972741045	4.25701061820602	3.14404636961671	3.17152710603881	1.98185265328974	3.49825086752783	2.877744249949	7.25946081613399	3.01256867350306	3.62993940943954	4.63052196347164	2.54349588342577	2.4032677223393	3.89530262133331	4.46988597627446	8.36474750602229	3.68594014844598	3.73876783680019	3.36317107711924	5.97613447283165	2.41142624572647	3.93922657772821	4.38612115681485	4.2502036564993	2.18269229751619	2.13750352374994	1.67355642399014	1.37851162325373	3.16510798514454	2.83995958748953	2.21101219348551	4.36737106564853	7.63023071585969	3.40871186102943
"OTUD1"	2.87578006306849	1.36737106564853	2.78450398292957	1.89530262133331	3.4276061727819	2.17312743348066	3	2.93734439215023	2.6915341649192	2.55090066464752	2.99638874644762	2.74631276642546	2.8972404255748	2.3305584000308	2.58255600301406	2.45680614923047	3.10768786931437	2.62058641045188	3.58014548442338	2.60169651648096	2.31324585178756	2.68032435684402	2.34482849699744	2.54101915313356	3.08406426478847	3.37295209791183	2.26303440583379	3.22958792274065	2.56315813040281	2.63226821549951	1.71808758396052	3.0036022366802	3.22187708107703	3.64038956005495	3.05658352836637	3.44757919654888	3.674686619928	2.95419631038688	3.69265037003553	3.06350294230616	0.863938450423971	2.16671544496642	2.29572302453997	3.25550073314839	1.81557542886257	2.05311133645956	2.62058641045188	3.96254902292306	2.78031009904338	3.56315813040281	3.33771109212829	3.1586601753465	2.85199883711245	2.9126498648972	2.89336221076387	3.32337006906127	2.93357263826102	3.90110824301451	3.2585189247113	2.49825086752783	2.62293035092018	2.73768676140986	3.67581593117227	3.10433665981474	3.23112515787905	2.71808758396052	3.3305584000308	3.50716034911752	3.28392177230762	3.605257262939	2.67581593117227	3.31903981556254	3.34908214639109	3.17791779219584	3.60880924267552	3.114367024952	2.70043971814109	3.4262647547021	2.4541758931858	3.22958792274065	2.75274859140713	3.31034012061215	2.99276843076892	3.15380533607904	0.910732661902913	3.77820857639809	2.44360665147561	2.59931779369823	1.97452931248388	1.7311832415722	2.02502879449152	1.78659636189081	1.6507645591169	2.59454854955035	2.41142624572647	3.92409988564074	2.99276843076892	2.48026512205446
