"BC_HKB0022_649_T"	"BC_HKB0199_1263_T"	"BC_HKB0567_M1337_T"	"BC_HKB0728_1447_T"	"BC_HKB0738_1475_T"	"BC_HKB0757_1496_T"	"BC_HKB0761_1499_T"	"BC_HKB0763_1511_T"	"BC_HKB0838_1563_T"	"BC_HKB0890_1550_T"	"HKB0033_3006_T"	"HKB0049_3006_T"	"HKB0052_3000_T"	"HKB0054_3000_T"	"HKB0064_3004_T"	"HKB0074_3000_T"	"HKB0097_3000_T"	"HKB0102_3006_T"	"HKB0120_3000_T"	"HKB0124_3003_T"	"HKB0127_3006_T"	"HKB0129_3000_T"	"HKB0143_3006_T"	"HKB0155_3000_T"	"HKB0158_3006_T"	"HKB0160_3000_T"	"HKB0161_3001_T"	"HKB0162_3006_T"	"HKB0186_3000_T"	"HKB0207_3001_T"	"HKB0220_3000_T"	"HKB0552_3000_T"	"HKB0573_3000_T"	"HKB0579_3000_T"	"HKB0683_3000_T"	"HKB0719_3002_T"	"HKB0751_3000_T"	"BC_HKB0112_933_T"	"HKB0211_3002_T"	"HKB0005_3001_T"	"HKB0006_3006_T"	"HKB0007_3005_T"	"HKB0008_3006_T"	"HKB0016_3006_T"	"HKB0023_3006_T"	"HKB0031_3001_T"	"HKB0035_3006_T"	"HKB0038_3006_T"	"HKB0040_3002_T"	"HKB0044_3006_T"	"HKB0050_3005_T"	"HKB0056_3002_T"	"HKB0067_3006_T"	"HKB0069_3000_T"	"HKB0070_3002_T"	"HKB0078_3000_T"	"HKB0080_3006_T"	"HKB0082_3006_T"	"HKB0084_3000_T"	"HKB0086_3006_T"	"HKB0088_3000_T"	"HKB0089_3001_T"	"HKB0092_3000_T"	"HKB0094_3006_T"	"HKB0096_3001_T"	"HKB0098_3005_T"	"HKB0101_3000_T"	"HKB0106_3006_T"	"HKB0108_3000_T"	"HKB0109_3006_T"	"HKB0115_3006_T"	"HKB0123_3006_T"	"HKB0125_3006_T"	"HKB0137_3002_T"	"HKB0141_3006_T"	"HKB0159_3006_T"	"HKB0164_3006_T"	"HKB0167_3006_T"	"HKB0168_3006_T"	"HKB0179_3006_T"	"HKB0182_3006_T"	"HKB0191_3001_T"	"HKB0194_3006_T"	"HKB0196_3006_T"	"HKB0208_3006_T"	"HKB0209_3004_T"	"HKB0214_3006_T"	"HKB0217_3005_T"	"HKB0219_3001_T"	"HKB0221_3001_T"	"HKB0222_3006_T"	"HKB0225_3001_T"	"HKB0226_3001_T"	"HKB0227_3006_T"	"HKB0228_3002_T"	"HKB0230_3006_T"	"HKB0232_3000_T"	"HKB0558_3000_T"	"HKB0564_3000_T"	"HKB0576_3000_T"	"HKB0585_3000_T"	"HKB0599_3000_T"	"HKB0605_3000_T"	"HKB0620_3000_T"	"HKB0629_3000_T"	"HKB0638_3000_T"	"HKB0650_3000_T"	"HKB0653_3000_T"	"HKB0656_3000_T"	"HKB0665_3000_T"	"HKB0668_3000_T"	"HKB0674_3000_T"	"HKB0692_3000_T"	"HKB0698_3000_T"	"HKB0701_3000_T"	"HKB0713_3000_T"	"HKB0718_3000_T"	"HKB0721_3000_T"	"HKB0722_3002_T"	"HKB0726_3000_T"	"HKB0734_3000_T"	"HKB0736_3000_T"	"HKB0737_3000_T"	"HKB0744_3000_T"	"HKB0748_3000_T"	"HKB0750_3000_T"	"HKB0752_3000_T"
"CAPN5"	0.815575428862573	1.72246602447109	0.790772037862	1.31614574229336	1.11103131238874	0.356143810225275	1.63691458035588	0.604071323668861	1.54596836910529	1.57046293102604	1.44890095114513	2.21723071622067	2.26303440583379	2.95233356636969	1.31614574229336	1.74416109557041	0.925999418556223	1.20789285164133	2.0036022366802	1.65992455840238	1.22650852980868	2.02856915219677	1.64616265715789	1.87578006306849	2.33913738491959	1.62293035092018	1.82374936030827	1.48542682717024	2.94485844580754	1.89917563048051	1.64616265715789	1.32768736417605	1.94110631094643	1.56071495447448	1.05658352836637	1.84398384404833	1.39506279951758	1.01435529297707	2.05658352836637	1.32768736417605	1.18903382439002	1.20789285164133	1.43829285157915	1.25096157353322	1.73984810269933	0.831877241191673	1.89141918684608	1.97452931248388	1.13750352374994	1.17632277264046	1.1243281350022	1.33342373372519	1.02147972741045	1.43295940727611	1.03562390973072	1.32768736417605	0.516015147003665	1.20789285164133	1.62760683812965	1.47508488294878	1.82374936030827	1.09085343045111	2.72027846523333	1.53106949272595	0.250961573533219	1.47508488294878	1.56071495447448	1.05658352836637	0.454175893185802	0.669026765509631	2.37573453858316	0.992768430768924	2.39780296186249	0.790772037862	1.40053792958373	1.22650852980868	1.79493566280354	1.4276061727819	1.44360665147561	2.66220549965362	1.44890095114513	1.93734439215023	1.81557542886257	1.88362081628567	1.6507645591169	1.85199883711245	2.13093086982645	1.33913738491959	1.56559717585423	1.02147972741045	1.87578006306849	2.51349074558812	1.29865831556452	0.678071905112638	1.77399632511117	1.02147972741045	0.773996325111173	1.50080205305716	1.85199883711245	1.27500704749987	0.687060688339892	1.11769504266975	0.933572638261024	1.03562390973072	1.54101915313356	1.96347412397489	3.27500704749987	1.71808758396052	0.799087306074004	4.08236196955747	0.765534746362977	1.93734439215023	1.1243281350022	2.03210084316702	1.48026512205446	1.34482849699744	1.03562390973072	1.91456452349394	0.903038270112912	0.604071323668861	1.48026512205446	1.0496307677246	1.79493566280354	0.978195629681652	1.78240856492737	0.526068811667588	2.02856915219677
"FHL5"	0.622930350920177	0	0.678071905112638	0	0	1.76977173924945	1.83995958748953	1.55581615506164	0	0	1.75702324650746	2.10768786931437	3.72900887033786	1.82374936030827	1.37851162325373	2.57531233068744	2.1407786557828	1.42223300068305	2.35895882583233	2.79285535236249	1.50589092972996	3.69265037003553	1.79493566280354	1.98185265328974	1.86393845042397	2.5385381636298	2.01435529297707	1.14404636961671	3.67355642399014	4.30742852519225	1.51096191927738	2.46205231879643	2.26903314645524	1.74416109557041	1.50080205305716	2.95233356636969	1.790772037862	0	1.51601514700366	2.21412480535285	1.44360665147561	0.748461233004036	1.31614574229336	0.956056652412403	1.23266075679027	1.81147103052984	0.432959407276106	1.10433665981474	1.23878685958712	0.31034012061215	0.16349873228288	0.604071323668861	0.782408564927373	1.6507645591169	0.7311832415722	0.863938450423971	0.941106310946431	0.485426827170242	0.831877241191673	0.887525270741587	1.10433665981474	1.51096191927738	0.641546029087524	1.40599235967584	0.641546029087524	0.903038270112912	1.25096157353322	1.10433665981474	0.863938450423971	0.782408564927373	1.09761079662642	0.632268215499513	0.443606651475615	0.20163386116965	1.32192809488736	0.815575428862573	2.07382023329167	1.06350294230616	1.08406426478847	1.44360665147561	0.687060688339892	1.25701061820602	0.863938450423971	1.25096157353322	1.56071495447448	1.02856915219677	1.28688114778816	0.214124805352847	1.41142624572647	0.933572638261024	0.765534746362977	0.722466024471091	0.903038270112912	0.55581615506164	0.55581615506164	1.89141918684608	0.422233000683048	1.40053792958373	1.15055967657538	0.807354922057604	0.918386234446348	0.790772037862	1.26303440583379	1	1.03562390973072	1.03562390973072	0.933572638261024	0.687060688339892	1.60880924267552	0.739848102699327	1.14404636961671	1.10433665981474	0.613531652917927	0.970853654340484	2.10768786931437	0.659924558402378	1.38404980679516	0.739848102699327	0.839959587489532	1.22032995487956	1.02856915219677	1.08406426478847	1.81557542886257	1.0703893278914	1.43829285157915	0.678071905112638	0.773996325111173
"C12orf39"	3.45549162062847	0	2.57288966842058	0	0	4.60821785302146	2.19534759832222	2.97636363573276	0	0	0	0	0.16349873228288	0.782408564927373	3.91934008244201	0.669026765509631	0.22650852980868	1.29865831556452	5.87872534148011	0.485426827170242	0	2	0.263034405833794	1.63691458035588	0.31034012061215	5.51159454153741	0	2.28688114778816	1.50080205305716	0	0	2.17951105027151	0.298658315564515	0.37851162325373	0.432959407276106	2.50589092972996	2.04264433740849	0	0.389566811762726	0.933572638261024	0	0	0	0	0.31034012061215	0	0.250961573533219	0.298658315564515	2.03210084316702	1.03562390973072	0.22650852980868	2.09085343045111	0	0.124328135002202	2.72683121703249	0	0	4.81249822533356	0.773996325111173	0.150559676575381	0	0.0840642647884745	0.137503523749935	0	0.565597175854225	0	0	0.495695162624069	0.55581615506164	0	0	0.356143810225275	0.137503523749935	0	1.18269229751619	0	0	0.356143810225275	0.75702324650746	1.99638874644762	0.411426245726465	0.250961573533219	0.238786859587116	0	0.659924558402378	0.137503523749935	0.16349873228288	0	0	0.137503523749935	0	0	0	2.57288966842058	0.422233000683048	0	0	0.422233000683048	0.176322772640463	0.641546029087524	2	0	0	0.250961573533219	0	0.137503523749935	0.263034405833794	0	0.263034405833794	0.16349873228288	0.632268215499513	1.0496307677246	0	0	0.321928094887362	0.432959407276106	0.37851162325373	0	0	0	0	0.704871964456353	0.150559676575381	0	0	0.739848102699327	0
"C7orf51"	0	0	1.29278174922785	0	0	0	0	1.20163386116965	0	3.37016428054021	0.400537929583729	0.176322772640463	0.389566811762726	0.604071323668861	0.516015147003665	0.790772037862	0.22650852980868	0.286881147788162	0.263034405833794	0.333423733725192	0.238786859587116	0.650764559116902	0.111031312388744	1.40599235967584	0.333423733725192	0.475084882948783	0.641546029087524	0.0976107966264223	0.485426827170242	0.22650852980868	0.137503523749935	0.432959407276106	0.27500704749987	0.286881147788162	0.176322772640463	0.454175893185802	0.124328135002202	1.01435529297707	0.27500704749987	0.16349873228288	0.176322772640463	0.0976107966264223	0.0976107966264223	0.250961573533219	0.150559676575381	0.070389327891398	0.238786859587116	0.0976107966264223	0.214124805352847	0.070389327891398	0.0285691521967709	0.0840642647884745	0.20163386116965	0.189033824390017	0.250961573533219	0.070389327891398	0.111031312388744	0.0143552929770701	0.0976107966264223	0.22650852980868	0.238786859587116	0.0426443374084937	0.16349873228288	0.344828496997441	0.16349873228288	0.464668267003444	0.214124805352847	0.214124805352847	0.0426443374084937	0.0143552929770701	0.16349873228288	0.124328135002202	0.400537929583729	0.22650852980868	0.298658315564515	0.495695162624069	0.321928094887362	0	0.176322772640463	0.55581615506164	0.111031312388744	0.16349873228288	0.111031312388744	0.704871964456353	0.150559676575381	0.516015147003665	0.20163386116965	0.150559676575381	0.526068811667588	0.137503523749935	1.11769504266975	0.925999418556223	0.0976107966264223	0.111031312388744	0.0840642647884745	0.613531652917927	0.0143552929770701	0.16349873228288	0.454175893185802	0.124328135002202	0.0143552929770701	0.545968369105292	0.0426443374084937	0.333423733725192	0.137503523749935	0.070389327891398	0.0840642647884745	0.150559676575381	0.0976107966264223	0.0840642647884745	0.0426443374084937	0.150559676575381	0.0426443374084937	0.0143552929770701	0.189033824390017	0.124328135002202	0.137503523749935	1	0.0143552929770701	0.0565835283663675	0.124328135002202	0.0285691521967709	0.356143810225275	0.0426443374084937	0.55581615506164	0.0565835283663675	0.0143552929770701
"CYP4F22"	0	0.575312330687437	0	3.65764000520782	0	0	0	0.545968369105292	0	0	1.30451104180995	1.0496307677246	1.08406426478847	1.15704371014558	3.61235249875266	2.77399632511117	0.992768430768924	0.111031312388744	0.604071323668861	0.37851162325373	5.28688114778816	2.06350294230616	0.722466024471091	0.111031312388744	3.87578006306849	3.60288440871842	4.18903382439002	0.37851162325373	1.31614574229336	0.765534746362977	4.03738222200308	0.0976107966264223	1.62293035092018	1.71369581484336	0.454175893185802	2.41683974191283	2.99638874644762	0	0	0.20163386116965	2.30742852519225	0.641546029087524	2.17951105027151	2.78659636189081	0.565597175854225	5.45220004940622	0.20163386116965	1.73552217729654	0.485426827170242	0.37851162325373	0.584962500721156	0	2.47767732756531	0.748461233004036	1.70487196445635	0.713695814843359	0.137503523749935	0.526068811667588	0.137503523749935	0.956056652412403	0.333423733725192	0.839959587489532	0.321928094887362	1.10433665981474	0.0565835283663675	0.321928094887362	2.10433665981474	2.37295209791183	0.27500704749987	1.4541758931858	0.356143810225275	2.46988597627446	0	0.321928094887362	5.72383156649532	1.54596836910529	2.34198574722862	0.422233000683048	4.58014548442338	2.39231742277876	0.422233000683048	2.23266075679027	0.545968369105292	0.16349873228288	2.87970576628229	2.22032995487956	1.16992500144231	3.08065766334523	0.807354922057604	0.879705766282288	2.6507645591169	0	1.37851162325373	0.594548549550354	0.454175893185802	0.565597175854225	2.60169651648096	0.495695162624069	7.71657942079634	0.321928094887362	3.40463068421761	0.150559676575381	3.81249822533356	0.176322772640463	3.36737106564853	0.0426443374084937	0.604071323668861	0.594548549550354	3.26153081524341	2.75488750216347	0.22650852980868	0.464668267003444	1.95233356636969	0.37851162325373	1.27500704749987	0.739848102699327	0.84799690655495	0.263034405833794	0.632268215499513	0.641546029087524	3.00898878322725	6.27351588970212	1.01435529297707	0.389566811762726	0.263034405833794	0.400537929583729	0.0285691521967709
"MMP23A"	1.32192809488736	0.0285691521967709	2.0071955014042	0	0	0	0	1.42223300068305	1.96716860753263	1.72683121703249	0	1.42223300068305	0.739848102699327	0	0	0.286881147788162	0.871843648509318	0.238786859587116	0.985500430304885	0	0.432959407276106	0	1.13750352374994	0	0.495695162624069	0.604071323668861	0	0.20163386116965	0	1.25701061820602	0.992768430768924	0.356143810225275	0	0	0	0.411426245726465	0	1.66448284036468	0	0.214124805352847	0.31034012061215	0	1.18269229751619	0.214124805352847	0.367371065648529	0	0	0	0.464668267003444	0	0.422233000683048	0.286881147788162	0	0.189033824390017	0	0.604071323668861	0	0	0.422233000683048	0	0	0.613531652917927	0	0	0	0	0	0.22650852980868	0	0	0.622930350920177	0	0	0.20163386116965	0	0.333423733725192	0	0	0	0	0	0	0.464668267003444	0.189033824390017	0.495695162624069	1.04264433740849	0	0.16349873228288	0.464668267003444	0.333423733725192	0	0	0.411426245726465	0	0	0	0	0	0.839959587489532	0	0	0.31034012061215	0	0.799087306074004	0.55581615506164	0.333423733725192	0	0	0	0.963474123974886	0	0.704871964456353	1.0071955014042	0	0	0	0.0426443374084937	0.464668267003444	0.298658315564515	0	0	0	0.678071905112638	0.464668267003444	0	0	0
"DHRS9"	3.04788732939655	1.50589092972996	0.75702324650746	0	1.79493566280354	0.933572638261024	1.82781902461732	0	0	0	1.85199883711245	2.84799690655495	2.79701297783614	0.687060688339892	3.39094277280254	1.56559717585423	0.704871964456353	1.99638874644762	2.39780296186249	0.790772037862	0.887525270741587	1.55090066464752	1.52606881166759	1.94485844580754	1.29278174922785	3.00898878322725	2.87970576628229	1.18903382439002	3.16188768237689	1.93734439215023	2.14404636961671	1.55090066464752	1.6959938131099	0.782408564927373	0.807354922057604	0.855989697308481	2.50080205305716	1.08406426478847	0.400537929583729	0.55581615506164	3.01613970265525	1.09085343045111	1.1243281350022	1.48542682717024	0.918386234446348	0.55581615506164	0.526068811667588	1.15055967657538	3.0071955014042	1.02856915219677	0.722466024471091	1.50080205305716	0.485426827170242	1.30451104180995	0.214124805352847	0.765534746362977	0.910732661902913	1.33342373372519	1.10433665981474	0.584962500721156	0.895302621333307	2.28688114778816	3.93073733756289	1.51096191927738	0.454175893185802	2.31614574229336	1.51601514700366	0.669026765509631	2.01435529297707	0.27500704749987	1.10433665981474	0.464668267003444	0.985500430304885	0.765534746362977	0.871843648509318	0.831877241191673	2.17632277264046	2.28983446517751	0.704871964456353	1.56559717585423	0.464668267003444	1.87578006306849	0.37851162325373	0.37851162325373	0.669026765509631	0.55581615506164	1.0496307677246	1.03562390973072	0.485426827170242	0.799087306074004	0.613531652917927	0.545968369105292	0.298658315564515	0.37851162325373	1.34482849699744	0.0565835283663675	0.137503523749935	1.0496307677246	0.713695814843359	2.08746284125034	0.137503523749935	0.84799690655495	0.963474123974886	1.31614574229336	0.963474123974886	1.0071955014042	1.34482849699744	0.475084882948783	0.790772037862	0.356143810225275	1.43829285157915	1.29278174922785	0.137503523749935	0.790772037862	0.565597175854225	0.464668267003444	1.02856915219677	0.863938450423971	0.575312330687437	0.263034405833794	0.978195629681652	1.58014548442338	0.765534746362977	0.389566811762726	0.641546029087524	0.189033824390017	2.39506279951758
"CCDC48"	0	1.28095631383106	0	0	1.52105073690096	0	0.669026765509631	1.86393845042397	2.32481060342048	0	1.94485844580754	0.799087306074004	0.84799690655495	1.50080205305716	2.74416109557041	1.52105073690096	2.66220549965362	2.0071955014042	2.75060650483559	1.14404636961671	1.50589092972996	2.16349873228288	1.35614381022528	1.55090066464752	1.16349873228288	1.09761079662642	1.78659636189081	1.9297909977186	1.24488705912353	2.04614178164472	0.748461233004036	1.08406426478847	1.56071495447448	3.03210084316702	1	2.114367024952	0.575312330687437	0	1.14404636961671	0.124328135002202	3.0703893278914	1.93734439215023	2.43295940727611	2.73768676140986	2.75488750216347	1.48542682717024	0.505890929729957	0.604071323668861	0.422233000683048	0.575312330687437	1.02856915219677	1.42223300068305	2.82171021503467	0.367371065648529	2.79285535236249	1.47508488294878	3.51096191927738	2.20789285164133	0.150559676575381	0.678071905112638	1.0071955014042	3	2.1407786557828	1.89530262133331	1.25096157353322	1.6507645591169	0.978195629681652	3.3305584000308	1.44360665147561	1.58976348698498	1.65535182861255	1.89530262133331	0.389566811762726	2.39780296186249	0.918386234446348	1.70487196445635	1.50589092972996	1.01435529297707	1.18269229751619	0.879705766282288	0.411426245726465	2.48284828306847	1.15055967657538	2.29865831556452	1	2.8073549220576	0.84799690655495	1.34482849699744	2.06004738366994	2.10097764772482	2.34482849699744	1.97085365434048	0.790772037862	2.74200621086674	1.40053792958373	3.78031009904338	1.33342373372519	2.68481873755322	2.63226821549951	0.516015147003665	2.54596836910529	3.42894634476948	3.26453643099903	0.565597175854225	2.34766565630097	1.37295209791183	0.400537929583729	1.68257329734758	2.96162332828694	1.15055967657538	2.24184018356467	0.622930350920177	1.93357263826102	1.06350294230616	1.0496307677246	2.57288966842058	0.910732661902913	0.815575428862573	0.613531652917927	3.27798474729977	1.82374936030827	0.575312330687437	1.05658352836637	2.20163386116965	0.516015147003665	2.73335434061383	2.53106949272595
"KLK11"	0	1.85996954822103	0	3.09929520433778	0	0	1.77820857639809	0	1.68257329734758	3.68929916053589	0.516015147003665	3.27052894238072	0.799087306074004	1.83592407425437	1.60407132366886	6.45384677374993	0.526068811667588	0	0.250961573533219	0.356143810225275	7.87627136055013	3.32192809488736	0.263034405833794	0.070389327891398	5.93215568443206	4.84247606299394	4.61529857909211	3.16510798514454	6.24412594328373	0.22650852980868	2.98550043030489	0.344828496997441	2.18586654531133	4.66391384211598	0.0565835283663675	0.963474123974886	0.669026765509631	3.9560566524124	3.05484847699562	0.250961573533219	0	0.0976107966264223	2.75702324650746	0	4.76659516172927	0	0.333423733725192	0.782408564927373	0	0.150559676575381	0.0840642647884745	4.28243980500639	1.50589092972996	0.27500704749987	0.111031312388744	0.613531652917927	0.16349873228288	0	4.56437816856506	0.070389327891398	0.475084882948783	0.0976107966264223	4.79285535236249	0.20163386116965	1.08406426478847	0.495695162624069	4.03650333373899	2.25096157353322	1.80322703643493	0.321928094887362	3.55704241526372	5.24450655139592	0	2.38681094647222	1.03562390973072	0.070389327891398	3.89820835250872	0	0.933572638261024	0.070389327891398	3.13093086982645	0.070389327891398	1.790772037862	0.333423733725192	1.92599941855622	1.40599235967584	0.687060688339892	2.01077983875324	1.22032995487956	0.176322772640463	0.0840642647884745	0.454175893185802	2.39780296186249	0	0.250961573533219	0.150559676575381	0	0.0840642647884745	0.925999418556223	0	1.97452931248388	0	1.32768736417605	0.475084882948783	0.565597175854225	0	1.21412480535285	0.150559676575381	4.88362081628567	1.74416109557041	0.0976107966264223	0.516015147003665	0.333423733725192	0.565597175854225	0	0	0.150559676575381	0.956056652412403	2.5385381636298	0.475084882948783	0.6959938131099	1.26303440583379	0.575312330687437	0.422233000683048	0.20163386116965	0	3.3305584000308
"NPAS4"	0	0	0	0	0	0	0	1.50080205305716	0	0	0.0565835283663675	0.0426443374084937	0.137503523749935	0.0426443374084937	0.0976107966264223	0.367371065648529	0.0285691521967709	0	0.0426443374084937	0.0426443374084937	0	0.0840642647884745	0.0143552929770701	0.0426443374084937	0.250961573533219	0	0.238786859587116	0.0285691521967709	0.111031312388744	0.0565835283663675	0.0285691521967709	0	0.070389327891398	0.124328135002202	0	0.176322772640463	0.0143552929770701	0	0.367371065648529	0.0143552929770701	0.0285691521967709	0.0426443374084937	0.214124805352847	0.0285691521967709	0.137503523749935	0.0285691521967709	0.0143552929770701	0	0.070389327891398	0	0	0	0.0285691521967709	0.0976107966264223	0.0143552929770701	0.16349873228288	0	0.0285691521967709	0.0565835283663675	0.0285691521967709	0.250961573533219	0.0285691521967709	0.0976107966264223	0.124328135002202	0	0.20163386116965	0	0.0285691521967709	0	0.0426443374084937	0.0565835283663675	0.0143552929770701	0.0143552929770701	0.0285691521967709	0.124328135002202	0.0426443374084937	0.0840642647884745	0.0285691521967709	0.0426443374084937	0	0.0976107966264223	0	0.0143552929770701	0.0143552929770701	0.0976107966264223	0.176322772640463	0.0976107966264223	0	0.0143552929770701	0.0143552929770701	0	0	0.0840642647884745	0	0.0143552929770701	0.0840642647884745	0.0976107966264223	0.0426443374084937	0.0285691521967709	0.0143552929770701	0.214124805352847	0.0426443374084937	0.0143552929770701	0	0	0.0840642647884745	0	0	0.0426443374084937	0.137503523749935	0.0565835283663675	0.0285691521967709	0.0143552929770701	0.0143552929770701	0.124328135002202	0	0	0	0.0426443374084937	0	0	0.0840642647884745	0.0840642647884745	0	0.070389327891398	0.0143552929770701	0.0565835283663675
"IGFBP1"	0	0	0	0	0	0	0	0	0	0	0.27500704749987	0.0426443374084937	0.286881147788162	0	0.855989697308481	1.62293035092018	0	0.0426443374084937	0.0976107966264223	0.0426443374084937	0.150559676575381	0.659924558402378	0.189033824390017	0	0	0	0	0.0565835283663675	0.176322772640463	0.0426443374084937	0	0.0565835283663675	0.0426443374084937	0	0	0	0	1.65535182861255	0.238786859587116	0.111031312388744	0.0976107966264223	0	0	0	0.0840642647884745	0.0976107966264223	0.0426443374084937	0.124328135002202	0.0565835283663675	0.0426443374084937	0.0285691521967709	0.111031312388744	0.0976107966264223	0	0	0	0.0426443374084937	0	0.0285691521967709	0	0.111031312388744	0.0285691521967709	0.0426443374084937	0.985500430304885	0	0	0.070389327891398	0.286881147788162	0	0	0.0285691521967709	0	0.0426443374084937	0	0	0.238786859587116	0.0426443374084937	0.111031312388744	0.0426443374084937	0.0565835283663675	0	0.0426443374084937	0.0840642647884745	0	0.0565835283663675	0.0976107966264223	0	0.214124805352847	0.137503523749935	0	0	0.0426443374084937	0	0.0565835283663675	0.070389327891398	0.0565835283663675	0	0.150559676575381	0	0.20163386116965	0.111031312388744	0	0.070389327891398	0.31034012061215	0	0	0.0426443374084937	0	0.124328135002202	0	0	0.0976107966264223	0	0.263034405833794	0.0840642647884745	0	0	0	0.613531652917927	0.124328135002202	0.0840642647884745	0.298658315564515	0.0426443374084937	0.0426443374084937	0.0976107966264223	0	0.0565835283663675
"DCT"	0	0	0	0.659924558402378	0	0	1.26303440583379	0.604071323668861	0	0	0.0976107966264223	0.0565835283663675	0.516015147003665	1.73552217729654	0.0840642647884745	0.321928094887362	0.111031312388744	0.0565835283663675	0.37851162325373	0.0565835283663675	0.124328135002202	0.344828496997441	0.070389327891398	0.124328135002202	0.0565835283663675	0.389566811762726	4.02856915219677	0	0.150559676575381	0.16349873228288	0.0285691521967709	0.137503523749935	0.27500704749987	0.0976107966264223	0.250961573533219	2.70265754339091	0.22650852980868	0	0.111031312388744	0.070389327891398	0	0.0976107966264223	0.0285691521967709	0	0.0565835283663675	0.0565835283663675	0.070389327891398	0.0285691521967709	0.0976107966264223	0.0426443374084937	0.0143552929770701	0.0565835283663675	0.0285691521967709	0.111031312388744	0.0285691521967709	0.16349873228288	0	0.0426443374084937	0.0976107966264223	0	0.0426443374084937	0.0426443374084937	0.0285691521967709	0.0285691521967709	0.16349873228288	0.0565835283663675	0.150559676575381	0.137503523749935	0	0.250961573533219	0	0.0285691521967709	0.111031312388744	0	0.238786859587116	0.0285691521967709	0.20163386116965	0	0.0285691521967709	0.070389327891398	0.0976107966264223	0	0	0.0426443374084937	0.333423733725192	0.20163386116965	0.0285691521967709	0.0285691521967709	0	0	0.0426443374084937	0	0	0.111031312388744	0.0840642647884745	0	0	0.176322772640463	0.516015147003665	0.0840642647884745	0.111031312388744	1.0703893278914	0.0285691521967709	0.124328135002202	0	0.111031312388744	0.0285691521967709	0	0.0840642647884745	0.0976107966264223	0.070389327891398	0.0285691521967709	0.137503523749935	0.0285691521967709	0.0285691521967709	0.0285691521967709	0.111031312388744	0.124328135002202	0.0565835283663675	0.214124805352847	0.0840642647884745	0.16349873228288	0.150559676575381	0	0	0.176322772640463	0.356143810225275
"FAM19A1"	0	0	0	1.97452931248388	0	0	0	0	0	0	0.070389327891398	0.0285691521967709	0	0.111031312388744	0.16349873228288	0.286881147788162	0	0	0.286881147788162	0.0426443374084937	0.111031312388744	0.411426245726465	0.070389327891398	0.0840642647884745	0.0840642647884745	0.432959407276106	0.0976107966264223	0	0.333423733725192	0.070389327891398	0.0840642647884745	0	0	0.400537929583729	0.27500704749987	0.176322772640463	0.150559676575381	0	0.111031312388744	0.0285691521967709	0.124328135002202	0.0285691521967709	0.124328135002202	0	0.137503523749935	0.0426443374084937	0.124328135002202	0	0.298658315564515	0	0.137503523749935	0.0426443374084937	0.111031312388744	0.111031312388744	0.070389327891398	0.0976107966264223	0	0.0285691521967709	0.0285691521967709	0.070389327891398	0.070389327891398	0.0426443374084937	0.150559676575381	0.16349873228288	0.0840642647884745	0.0840642647884745	0.0565835283663675	0.0840642647884745	0	0.070389327891398	0.111031312388744	0.0285691521967709	0.070389327891398	0.16349873228288	0.0976107966264223	0.0285691521967709	0.070389327891398	0.0976107966264223	0.111031312388744	0.150559676575381	0.27500704749987	0.0285691521967709	0.20163386116965	0	0.0840642647884745	0.124328135002202	0.176322772640463	0.137503523749935	0.0840642647884745	0.0426443374084937	0.0426443374084937	0	0.0840642647884745	0.0426443374084937	0.0285691521967709	0.0840642647884745	0.0426443374084937	0.0840642647884745	0.0285691521967709	0.0840642647884745	0.0426443374084937	0	0	0.0285691521967709	0.111031312388744	0.150559676575381	0.0976107966264223	0.070389327891398	0.137503523749935	0.124328135002202	0.070389327891398	0.0426443374084937	0.0840642647884745	0.0285691521967709	0	1.95977015521147	0.0285691521967709	0.0426443374084937	0	0.20163386116965	0.0976107966264223	0.594548549550354	0.0426443374084937	0	0	0.111031312388744	0.124328135002202
