"HKB0004_3000_N"	"HKB0005_3000_N"	"HKB0006_3000_N"	"HKB0019_3000_N"	"HKB0023_3000_N"	"HKB0033_3000_N"	"HKB0035_3000_N"	"HKB0036_3000_N"	"HKB0038_3000_N"	"HKB0040_3000_N"	"HKB0049_3000_N"	"HKB0050_3000_N"	"HKB0052_3004_N"	"HKB0064_3000_N"	"HKB0067_3000_N"	"HKB0074_3003_N"	"HKB0094_3000_N"	"HKB0096_3000_N"	"HKB0097_3004_N"	"HKB0098_3000_N"	"HKB0102_3000_N"	"HKB0106_3000_N"	"HKB0115_3000_N"	"HKB0120_3000_T"	"HKB0120_3002_N"	"HKB0121_3000_N"	"HKB0122_3002_N"	"HKB0123_3000_N"	"HKB0124_3000_N"	"HKB0129_3002_N"	"HKB0132_3000_N"	"HKB0133_3000_N"	"HKB0137_3000_N"	"HKB0143_3000_N"	"HKB0149_3000_N"	"HKB0150_3000_N"	"HKB0155_3003_N"	"HKB0157_3000_N"	"HKB0158_3000_N"	"HKB0159_3000_N"	"HKB0160_3000_T"	"HKB0160_3001_N"	"HKB0161_3000_N"	"HKB0162_3000_N"	"HKB0164_3000_N"	"HKB0167_3000_N"	"HKB0168_3000_N"	"HKB0179_3000_N"	"HKB0186_3002_N"	"HKB0194_3000_N"	"HKB0196_3000_N"	"HKB0198_3000_N"	"HKB0207_3000_N"	"HKB0210_3000_N"	"HKB0211_3000_N"	"HKB0214_3000_N"	"HKB0219_3000_N"	"HKB0220_3003_N"	"HKB0221_3000_N"	"HKB0222_3000_N"	"HKB0226_3000_N"	"HKB0227_3000_N"	"HKB0571_3000_N"	"HKB0574_3000_N"	"HKB0577_3000_N"	"HKB0583_3000_N"	"HKB0618_3000_N"	"HKB0636_3000_N"	"HKB0648_3000_N"	"HKB0657_3000_N"	"HKB0663_3000_N"	"HKB0666_3000_N"	"HKB0672_3000_N"	"HKB0710_3001_N"	"HKB0718_3001_N"	"HKB0722_3001_N"	"HKB0744_3001_N"	"HKB0748_3001_N"	"HKB0751_3001_N"	"HKB0752_3001_N"	"HKB0008_3006_T"	"HKB0023_3006_T"	"HKB0033_3006_T"	"HKB0038_3006_T"	"HKB0049_3006_T"	"HKB0052_3000_T"	"HKB0088_3000_T"	"HKB0098_3005_T"	"HKB0101_3000_T"	"HKB0143_3006_T"	"HKB0161_3001_T"	"HKB0164_3006_T"	"HKB0182_3006_T"	"HKB0207_3001_T"	"HKB0208_3006_T"	"HKB0209_3004_T"	"HKB0216_3000_N"	"HKB0564_3000_T"	"HKB0573_3000_T"	"HKB0576_3000_T"	"HKB0579_3000_T"	"HKB0665_3000_T"	"HKB0701_3000_T"	"HKB0737_3000_T"	"HKB0040_3002_T"	"HKB0054_3000_T"	"HKB0064_3004_T"	"HKB0074_3000_T"	"HKB0129_3000_T"	"HKB0155_3000_T"	"HKB0167_3006_T"	"HKB0186_3000_T"	"HKB0220_3000_T"	"HKB0674_3000_T"	"HKB0736_3000_T"	"HKB0751_3000_T"	"HKB0044_3000_N"	"HKB0079_3000_N"	"HKB0127_3000_N"	"HKB0179_3006_T"	"HKB0210_3006_T"	"HKB0211_3002_T"	"HKB0225_3000_N"	"HKB0230_3006_T"	"HKB0233_3000_N"	"HKB0538_3000_N"	"HKB0562_3000_N"	"HKB0585_3000_T"	"HKB0109_3000_N"	"HKB0158_3006_T"	"HKB0162_3006_T"	"HKB0597_3000_N"	"HKB0719_3001_N"
"C11orf96"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PECAM1"	5.70873904135958	5.10559427579519	5.82680268428583	6.43995551747816	6.95814667376272	7.00247750360624	5.51127826508303	5.56864019541922	5.81634370528486	6.33378150063115	7.7262181593322	6.10831535538772	6.8636907136601	6.7488637145357	7.26865895502767	6.92481250360578	6.46972320817581	7.29929961516461	7.14047192780441	6.9431008475708	6.41261218499661	6.67355642399014	6.72410451986685	6.76447355099267	5.47378691161437	6.70404195482129	6.22593041117105	7.53931393126741	7.09201710754077	7.21819994369474	7.54820540503998	7.19318035374262	6.25625587320273	6.81365294595797	5.08533966935737	6.12163711829091	6.77307325343888	7.19347607887246	6.42559357765306	6.611319947685	6.86567141764843	7.05093696522523	6.87332106291482	7.16972461321491	5.51947900230724	7.04526821513853	5.17312743348066	6.85909989348759	5.98344969074012	5.38093719492782	7.28225445201058	6.83680780784457	7.30751960154977	7.23246889628851	7.50834941622587	6.08767498668722	7.43070343333574	7.3212065669699	6.56498780095989	7.1003469613581	7.19908336951041	7.40463068421761	7.09918998645195	7.30103884990315	7.74946722637922	6.67496903062497	7.33243941702087	5.86517649653178	6.72055209160511	5.77082904603249	6.27575204882853	6.79779120047889	7.15714479229948	6.39403389536778	6.77912836925098	5.89093302170554	7.07777707328828	7.24336442569366	6.86319511247319	6.50922077633196	5.55765515472542	4.76818432477693	5.90279715788023	4.80064109732908	6.22032995487956	6.24222139509837	5.06479664591181	4.86393845042397	4.90689059560852	5.73687542290827	5.98299357469431	5.83111719461642	4.48864353985378	6.98344969074012	5.39746072605472	4.84699468696557	5.37051305246041	4.61058195849253	6.10370744048039	5.87356715162175	5.57470704641555	4.53044535469291	5.33699741660501	5.43061981095978	6.0036022366802	5.9560566524124	5.32804655627074	5.91025296279928	6.24887634283713	6.22110372536788	6.38404980679516	7.23342794374847	5.84272746929254	6.47281266619239	5.74711881638081	5.78450398292957	4.99819550315325	5.06995989045977	4.5957423394744	5.59245703726808	5.10475598696226	5.54689445988764	6.114367024952	5.34624777408278	5.09761079662642	5.20750245925879	4.67976157351685	4.17392693199981	7.08756891786822	5.63284983011771	5.5478199565777	7.44111824453277	6.90809234081827
"SEMA3D"	3.40053792958373	2.64846544302731	3.24336442569366	3.45811948117451	2.30742852519225	3.48155728070859	2.877744249949	3.16027483140859	2.91647664443772	2.97636363573276	3.17791779219584	3.12267271882414	3.39506279951758	1.95233356636969	2.41413553298445	3.79181407116183	3.83592407425437	2.48542682717024	2.61588707391606	3.06004738366994	3.21723071622067	2.31324585178756	3.63923216324928	1.73984810269933	3.0036022366802	2.58014548442338	3.08746284125034	2.46466826700344	2.96716860753263	2.90303827011291	2.81557542886257	3.22496636500027	2.79285535236249	3.31469652565629	2.96532254836725	3.26002565596146	2.15704371014558	2.72683121703249	2.877744249949	3.55458885167764	1.57531233068744	3.52230689287139	2.37851162325373	3.85598969730848	2.9126498648972	3.10601323762212	3.46205231879643	3.53231695933277	3.46074256378964	3.18586654531133	3.80529245560071	3.72137265947682	2.17632277264046	4.09339115325301	3.06350294230616	3.9297909977186	3.65306001710456	2.29572302453997	3.65420637794429	3.1811025507538	2.30158764660319	3.10097764772482	2.57046293102604	2.39506279951758	3.23878685958712	2.8073549220576	2.76341157447001	3.83995958748953	2.98732086592925	3.20945336562895	2.76553474636298	3.18586654531133	3.79701297783614	3.76765479823735	3.33342373372519	3.12763327972587	0.831877241191673	3.51475349843975	2.35895882583233	3.47508488294878	1.13093086982645	1.93357263826102	1.17632277264046	2.40053792958373	1.62293035092018	1.46988597627446	1.22032995487956	1.82374936030827	1.83995958748953	2	2.61823865559545	1.05658352836637	2.15704371014558	2.16671544496642	2.37851162325373	2.74846123300404	1.60407132366886	1.70929063572336	2.59693514238723	1.90303827011291	1.71808758396052	1.98913900736823	2.52606881166759	1.35614381022528	1.39506279951758	0.963474123974886	1.35049724708413	2.93168305705981	2.78868571061353	1.27500704749987	1.49569516262407	2.43829285157915	1.22650852980868	1.37851162325373	1.70929063572336	1.57046293102604	2.97269265400426	2.58496250072116	2.48800077083407	0.678071905112638	3.49569516262407	1.44360665147561	2.51096191927738	0.411426245726465	1.93734439215023	3.66334461936608	2.86195536414487	0.678071905112638	3.37851162325373	1.50080205305716	1.86393845042397	2.37016428054021	2.17632277264046
"PRKAR2B"	5.40394936423287	4.77978500530113	4.4594316186373	7.12711734972685	7.76738996206572	7.80587282236988	5.95861071205585	5.18388345903223	5.85996954822103	5.73335434061383	7.7273759385949	4.88068552526112	7.1197711619529	8.97653548402356	8.1333991254172	7.32039441649541	6.01457846492289	8.49781192782261	7.88502519629036	8.52309143530243	7.70445701932884	7.52614708075975	6.87528859822269	7.0686708106651	6.8760257327227	8.03716255012738	6.97395560784321	8.44435233737121	8.39959836912012	8.49645436015379	8.38301301548867	7.0945527860391	5.90665012639538	6.9060487779473	5.73795710621359	6.55397480823747	8.76145150353393	7.8382584817133	6.71616782979715	7.32066518412251	8.08778104770847	7.64197946608669	8.38646609286931	7.64738646979559	5.56010351346474	7.18050594379476	6.07167687375186	7.58571370877816	7.17062614112954	5.55581615506164	7.65341835272671	5.92100780045222	9.08033788166578	7.99633224882505	8.49737285452942	3.90303827011291	8.0866139474095	8.68042985428158	7.40658768879008	5.82171021503467	8.53873214465021	7.83548200437474	8.28276411545867	8.59987565884608	8.29443695437696	8.61687961491159	8.56886816334905	6.26247074298588	6.48558783325722	6.5234051328555	6.43362716708478	8.28165189025882	7.0239206486187	7.911811402066	6.57908961472428	6.46172499150271	8.67697960826193	7.99123838108984	8.20349483469745	4.73930807086039	4.80838505065609	5.42861141846713	4.49313492230551	2.17951105027151	3.66789212523023	4.66902676550963	4.55336050333533	4.76712507726907	2.95233356636969	4.34269695998193	3.91169158187234	5.59305492166988	2.92789645372882	2.790772037862	4.28169825009883	2.03210084316702	2.12101540096137	3.65992455840238	4.98139603197215	2.93168305705981	5.61794491742059	2.98367769469807	3.31903981556254	3.80632405739003	3.37016428054021	4.39780296186249	5.39059890555246	4.15623479785027	5.51759065774328	5.03342300153745	4.29939120612683	5.37989816352469	6.3741700760685	3.58135124716878	4.33842441478356	5.16430358309365	4.07553263116736	4.69097573834328	4.30012372456901	5.17312743348066	5.14159627838382	2.23878685958712	5.24944534108584	5.07724299893246	5.82883464946806	4.20006486151431	4.35895882583233	4.0866139474095	7.39429119020678	4.90496571868403	5.50080205305716	8.59039991779973	8.17492568250068
"EML1"	3.3533232911629	3.33913738491959	3.45680614923047	3.8972404255748	3.93357263826102	4.07382023329167	3.46858331700683	3.674686619928	3.50462039240355	3.75274859140713	4.72410451986685	3.73009646559547	4.57167680997093	3.98367769469807	4.44824022521607	3.88849973551412	3.70265754339091	4.49825086752783	4.36457243229586	4.28983446517751	3.90785207184596	4.47702965301306	4.54473265593262	3.99638874644762	3.33771109212829	4.41481206056585	3.95698592461258	4.20789285164133	4.29204549249286	4.86690797814317	4.42492208821069	3.99095486039699	3.57893871309339	4.10097764772482	3.4154882710497	3.70376517879341	4.24107745817504	4.50398470389761	3.89530262133331	3.84599177066457	4.02059109477325	4.75381844317354	3.99095486039699	4.58135124716878	3.37573453858316	3.68929916053589	2.64154602908752	3.89044669267991	3.81659970653491	3.47378691161437	4.16591193893569	3.61588707391606	4.26453643099903	4.18189764310839	4.55028504908841	4.11519974938544	4.16992500144231	4.09254574154357	4.08491465976794	4.15218341905505	4.0866139474095	3.90110824301451	4.47378691161437	4.84599177066457	5.05137210172103	4.41953889151378	4.04614178164472	3.92124588858559	4.36876834909033	3.30305008468167	4.11852584893567	4.10349763970334	4.14649230697719	4.35402893805439	3.8972404255748	3.71808758396052	4.13175409098481	5.0241423458978	4.09929520433777	3.71369581484336	3.63807383718072	3.35755200461808	2.84799690655495	3.37573453858316	3.24031432933371	3.56315813040281	3.90400231628369	3.27500704749987	3.92029330021101	3.27500704749987	3.52481592835751	3.73552217729654	3.10265813136374	3	3.94953493301701	3.69376571221778	3.25550073314839	2.75702324650746	3.74846123300404	4.38887833881199	3.40735275114004	3.66220549965362	3.80632405739003	3.88655014732434	3.0408924306469	3.03913839390696	3.61706334388818	3.29130885982897	3.54225804976692	3.76234881564413	3.27052894238072	4.13914201914569	3.21567859660793	3.87085786436376	2.24792751344359	3.31179371775365	3.28983446517751	3.28392177230762	3.08065766334523	3.6959938131099	4.13010717865883	2.90881290773955	2.9297909977186	3.29865831556452	2.6667565918848	3.24031432933371	3.26002565596146	3.08406426478847	5.02059109477325	3.76553474636298	2.90881290773955	4.41074812818595	4.10768786931437
"HAND2"	1.790772037862	1.47508488294878	2.71149490665009	1.38956681176273	1.89530262133331	2.03913839390696	1.38956681176273	1.57531233068744	2.68929916053589	2.46205231879643	1.87970576628229	1.77820857639809	2.49825086752783	1.13750352374994	1.19534759832222	2.63923216324928	2.6915341649192	1.48542682717024	1.98913900736823	1.36737106564853	2.4541758931858	2.02856915219677	2.0496307677246	0.992768430768924	3.23112515787905	1.76977173924945	1.43295940727611	1.36176835941915	1.77399632511117	1.85996954822103	1.34482849699744	2.51601514700366	2.64154602908752	2.16349873228288	1.80322703643493	2.31614574229336	0.659924558402378	1.98913900736823	1.65992455840238	2.4032677223393	1.57046293102604	2.63459326844576	2.30451104180995	2.18586654531133	1.52606881166759	0.575312330687437	0.799087306074004	2.60880924267552	2.55090066464752	1.67807190511264	2.3533232911629	1.67355642399014	1.36176835941915	2.23878685958712	1.49569516262407	2.46988597627446	1.98185265328974	1.84398384404833	2.47508488294878	1.71808758396052	2.31614574229336	1.76553474636298	1.97819562968165	1.6959938131099	1.84799690655495	1.75274859140713	2.45154083301783	2.33628338786443	2.51349074558812	1.51096191927738	1.75702324650746	1.42223300068305	0.970853654340484	1.90689059560852	1.75274859140713	2.34198574722862	0.594548549550354	1.73984810269933	0.790772037862	3.0071955014042	0.443606651475615	1.02856915219677	0.823749360308273	1.23266075679027	1.04264433740849	0.963474123974886	0.659924558402378	1	0.903038270112912	0.831877241191673	1.41683974191283	0.855989697308481	2.08406426478847	2.54596836910529	1.63226821549951	2.09761079662642	1.48542682717024	0.839959587489532	0.748461233004036	1.53605290024021	1.15055967657538	1.18269229751619	1.72683121703249	0.6959938131099	0.7311832415722	0.855989697308481	0.613531652917927	2.8011586560937	2.87381319835909	0.641546029087524	0.584962500721156	1.23878685958712	0.669026765509631	0.475084882948783	0.27500704749987	0.641546029087524	1.29278174922785	2.22958792274065	1.15704371014558	0.505890929729957	2.39506279951758	2.94673086014031	1.37851162325373	0.454175893185802	0.84799690655495	1.72683121703249	1.14404636961671	0.137503523749935	2.15380533607904	0.978195629681652	0.807354922057604	1.38956681176273	1.95233356636969
"MAP1LC3C"	2.27500704749987	0.799087306074004	1.74846123300404	2.07382023329167	1.48542682717024	2.877744249949	1.53106949272595	1.78240856492737	2.24184018356467	1.09085343045111	5.23304440126558	1.76977173924945	2.38128337250378	4.01077983875324	2.59693514238723	2.59693514238723	3.08236196955747	2.07724299893246	2.23266075679027	2.95046841415012	2.28983446517751	4.22804904788446	1.66448284036468	2.78868571061353	2.02502879449152	3.7279204545632	2.44360665147561	3.6667565918848	3.34340782229781	1.85996954822103	2.56071495447448	2.45680614923047	2.02856915219677	3.611172380044	1.20789285164133	1.16992500144231	1.65992455840238	4.30669970727279	2.55826763405574	2.50589092972996	4.49185309632967	5.14200491598488	4.00629802390037	2.09423606984577	1.83995958748953	3.72574115650395	0.485426827170242	2.70708299177171	2.14730669878029	1.58976348698498	2.61823865559545	1.92599941855622	3.06522762277562	2.78659636189081	2.57773093149008	2	1.84398384404833	2.71149490665009	3.57410150808939	2.31903981556254	2.77820857639809	2.17312743348066	2.66902676550963	3.0703893278914	2.75060650483559	2.77820857639809	2.87381319835909	1.81147103052984	3.33628338786443	2.78240856492737	2.80529245560071	3.8499992594661	2.6507645591169	2.05311133645956	2.97269265400426	1.81966818349646	2.78031009904338	2.82781902461732	3.0071955014042	1.63226821549951	0.422233000683048	0.111031312388744	0.748461233004036	0.0565835283663675	2.56315813040281	0.422233000683048	0.238786859587116	0.443606651475615	1.17632277264046	0.839959587489532	1.41142624572647	0.389566811762726	0.565597175854225	1.56559717585423	0.27500704749987	0.286881147788162	0.070389327891398	0.659924558402378	1.4905701304462	0.0565835283663675	1.1243281350022	0.124328135002202	0.286881147788162	0.565597175854225	0.321928094887362	0.823749360308273	2.3305584000308	0.839959587489532	1.41142624572647	0.584962500721156	0.20163386116965	1.80322703643493	1.23266075679027	0.887525270741587	0.863938450423971	1.38404980679516	0.669026765509631	0.985500430304885	1.02147972741045	1.09085343045111	0	0.298658315564515	1.23878685958712	0.356143810225275	0.815575428862573	1.74416109557041	0.918386234446348	0.16349873228288	3.89820835250872	0.903038270112912	1.0496307677246	3.38543103719352	2.58496250072116
"KLHL4"	1.6959938131099	1.57046293102604	1.55581615506164	1.08406426478847	0.632268215499513	1.6959938131099	0.6959938131099	1.78659636189081	1.15704371014558	1.94110631094643	2.61588707391606	1.90689059560852	1.72246602447109	0.250961573533219	1.30451104180995	2.69376571221778	1.43829285157915	0.505890929729957	1.39506279951758	0.910732661902913	1.67807190511264	2.15055967657538	2.04264433740849	1.09085343045111	0.400537929583729	1.40599235967584	1.73984810269933	0.879705766282288	1.33913738491959	1.46988597627446	1.13750352374994	1.35614381022528	0.7311832415722	1.22032995487956	1.53106949272595	1.71369581484336	0.321928094887362	2.42492208821069	0.963474123974886	1.4541758931858	0.963474123974886	1.6959938131099	0.773996325111173	2.28095631383106	1.59454854955035	1.32768736417605	0.526068811667588	1.84398384404833	0.879705766282288	1.22032995487956	1.76128527336162	2.19534759832222	1.41142624572647	1.16992500144231	1.70043971814109	2.32192809488736	2.38404980679516	0.815575428862573	1.73552217729654	2.33342373372519	0.782408564927373	1.0703893278914	0.863938450423971	1.6915341649192	2.41953889151378	1.4541758931858	1.24488705912353	1.74846123300404	2.79285535236249	2.5033487351675	1.56071495447448	1.59454854955035	1.9560566524124	1.57046293102604	2.01077983875324	0.815575428862573	0.948600847493356	3.60169651648096	0.575312330687437	1.58014548442338	0.941106310946431	0.485426827170242	0.799087306074004	0.903038270112912	1.86789646399265	0.650764559116902	0.575312330687437	0.250961573533219	1.1243281350022	1.13093086982645	0.722466024471091	0.970853654340484	0.31034012061215	1.20163386116965	0.782408564927373	0.422233000683048	2.12763327972587	0.475084882948783	0.887525270741587	1.0496307677246	1.17632277264046	0.443606651475615	0.53605290024021	1.02147972741045	0.641546029087524	0.765534746362977	0.475084882948783	0.687060688339892	1.33342373372519	1.0071955014042	0.367371065648529	1.46466826700344	1.0496307677246	1.1243281350022	0.214124805352847	0.669026765509631	1.13093086982645	1.23266075679027	0.286881147788162	1	0.250961573533219	0.321928094887362	0.238786859587116	0.575312330687437	1.02856915219677	2.16992500144231	0.669026765509631	0.189033824390017	2.41683974191283	0.641546029087524	0.432959407276106	2.09761079662642	2.06695024392463
"PTGER3"	4.28909670241999	3.39094277280254	3.35755200461808	4.95512678126137	5.57198012018773	6.17092652528738	4.40463068421761	3.5385381636298	4.70542503904273	4.77135740899056	6.04984854945056	4.44757919654888	5.01524777369894	6.53465305587746	6.09908476089186	5.25474519762921	5.10601323762212	6.39197388306029	5.6940444130862	6.12577506760952	5.7279204545632	6.28447711781042	4.84549005094437	5.73416766115076	5.00898878322726	6.53294028837287	5.53231695933277	6.65349000917199	6.47897180503294	5.97223312380739	6.28835856219366	5.56376827845203	4.75007048586569	5.6406787642337	4.58976348698498	5.11561593142811	6.43429461795993	6.14343423678486	5.07424852334703	5.58706489836317	6.96358971990787	6.6979405826171	6.29517199198853	5.83592407425437	5.13545278418517	5.46008724011683	4.55642941544957	5.76234881564413	4.60584986719498	4.14649230697719	5.67525138605026	4.98959318493877	6.26584942144085	6.39951292418296	5.96832119610627	3.32624970083746	5.65878273401283	6.68327537290812	5.8011586560937	4.84046323386954	6.42492208821069	5.65563804923464	6.18507363787676	6.1586601753465	6.34482849699744	6.49841044886098	6.40497122358917	5.17831627170145	4.21179097625254	4.85449441815488	4.95279947789994	5.96023367169445	4.93828579188405	6.0092127868052	5.1811025507538	4.69988472869748	6.26040209302579	5.98185265328974	6.21470767319764	4.16671544496642	3.03033607837096	3.25096157353322	5.46139758992616	5.78711898281334	4.4276061727819	3.37573453858316	4.72027846523333	3.74846123300404	3.88459792099006	3.71039319217052	4.88362081628567	4.34340782229781	2.83592407425437	3.00539998774259	5.17512534965772	4.34411833452143	1.65992455840238	5.02680005934372	3.95233356636969	2.87184364850932	4.4666271200415	3.07382023329167	3.74200621086674	2.44890095114513	1.68257329734758	4.27575204882853	3.45154083301783	5.05918219921169	4.44691786486603	3.53605290024021	1.790772037862	4.51727569320958	3.60644222813161	2.65535182861255	5.86245139132558	3.65992455840238	3.18586654531133	4.4541758931858	4.04001567884788	3.39917109381982	0.214124805352847	1.4276061727819	4.06695024392463	2.09761079662642	4.63052196347164	4.4541758931858	3.81864608282254	1.63691458035588	5.8522485895654	3.56071495447448	2.62527048937469	6.40105015932136	6.32696871158789
"LPL"	7.16872225436066	6.27705487614873	5.13422093976063	8.32939273070908	9.14626317642802	9.52379715890092	7.61977980058311	6.32804655627074	7.73701067768181	7.61323695471633	9.44883902094225	6.0574502721839	8.51550273533396	10.9793823211419	9.68085176690347	8.37325668886427	8.02657877012772	10.188576483229	9.56683417676313	9.86729418604069	8.88340698638837	9.88343753545701	7.78940322596459	8.64414469993285	8.55975946398264	10.2794712956445	8.68383678746561	10.6763009107	10.7653026765663	9.91239538304488	10.2422809503024	8.84414081399059	7.95948038176745	8.85237344958027	7.62300353773267	8.20789285164133	10.8130676822592	9.92996848372988	8.74048912806625	9.47953777389644	10.5601035134647	9.95681173166275	10.8398572628308	9.33958281239569	6.19829769486015	9.50346800066097	7.61065577440193	9.53875154131781	8.26153081524341	6.71342088486808	9.56325348304697	7.28521724610209	10.4234311040545	9.69795795266088	9.92286681922997	3.81659970653491	9.27740364806893	9.80437306380462	9.10585614119458	7.05918219921169	9.80256483110582	9.43989320207565	10.2252074369435	10.0078822554549	9.57288966842058	10.8148948424497	10.5146450240162	7.76745617566652	8.18527190559382	8.81249822533356	8.30273030300223	10.104651166601	9.20701432017753	9.96491840784853	8.55113145277411	7.91767043436176	10.3639266642513	10.2552292581157	9.5730790854813	6.39386233997893	3.08746284125034	3.37573453858316	5.19495379593384	4.0071955014042	5.70210340662939	5.78109738148632	3.114367024952	2.55581615506164	3.78659636189081	4.56010351346474	3.36457243229586	5.09212284983868	1.70929063572336	3.92314918047231	4.24716800037477	3.26453643099903	1.62760683812965	2.92789645372882	5.4154882710497	3.53480866123175	4.6046644151637	2.10433665981474	3.18269229751619	4.36176835941915	2.41142624572647	4.25550073314839	7.52935246299125	4.42961596420174	6.30542338930187	5.55918586578773	2.36457243229586	6.40122086216022	6.22727899446832	3.60288440871842	4.81403764753998	6.27984269352035	5.24640808724638	3.75167794568758	5.76101926524048	5.44360665147561	7.24707303312062	2.73768676140986	6.66789212523023	2.38404980679516	6.25663329505992	4.55765515472542	5.8972404255748	2.73552217729654	9.24391180708642	4.82323984413102	4.78920757534734	10.2263760647478	10.8253801940522
"GAS1"	5.10852445677817	4.13010717865883	5.35825558670513	5.24336442569366	5.17871464117544	4.99503219247754	5.05484847699562	5.10726939359254	4.37712374912949	5.78738022229634	6.87135084063403	5.24107745817504	6.21256933885081	4.44161626940656	5.63226821549951	5.7636771418966	4.94204525991605	5.16188768237689	5.92243574023315	5.30852106219326	4.93687346182423	6.19593810042783	6.44261180368934	5.13996056954546	4.73876783680019	6.23668394455901	5.05398016818765	4.41481206056585	5.23342794374847	5.5478199565777	4.99954908734095	4.74254523386605	4.87085786436376	5.02103547951136	4.96532254836725	4.77768271707355	5.03694284479826	6.13319359866411	5.40190347160796	5.34589308568741	5.30924896081662	6.25927248703759	5.4036085835437	6.13688860790307	5.35860724911781	4.69320814891002	4.60288440871842	5.53138146051631	4.67525138605026	4.71149490665009	5.37642931106992	5.79960542245267	4.43496176018725	4.49761236561836	5.96901230751632	5.26190685982807	5.21994291395413	4.67638025546692	5.52356195605701	5.66562016406638	4.94392132655349	5.05874941233552	5.37086174008529	5.3212065669699	5.59753117422421	4.89965902637744	4.88215391728701	5.17152710603881	5.38543103719352	4.73443866613717	5.62614706360372	4.9923152518612	5.36562255611334	5.13832300405648	5.01836711554312	5.14445431392619	3.54966917072649	5.834407841807	4.55090066464752	4.71479501111816	3.7235585614721	4.4235781709818	3.81147103052984	5.18388345903223	4.27127625917593	4.12763327972587	4.1168637576909	4.43362716708478	4.68032435684402	4.76234881564413	4.99186193055632	4.18982455888002	5.87159726561385	4.23572705983806	5.1606782132205	5.44824022521607	5.85199883711245	4.48284828306847	4.62410089462811	5.45187047886432	3.96809075204526	5.05224198118114	5.41852730210161	4.36527259976453	3.75488750216347	3.64500988439109	4.33556900555675	5.34020617991171	3.97361127551947	3.77399632511117	4.59395128394841	4.44095219802964	3.38404980679516	3.75488750216347	2.67581593117227	3.06522762277562	4.68985823631925	4.80477637795583	4.4032677223393	3.63110428236588	2.59454854955035	4.30451104180995	3.69821847822441	2.83794324189103	4.0746766862945	4.834407841807	4.56071495447448	1.81557542886257	6.75955534320631	3.99095486039699	3.58976348698498	5.27537959625362	5.14689956034359
"C3orf70"	1.21412480535285	1.92599941855622	1.74846123300404	1.63691458035588	1.60880924267552	1.52606881166759	0.992768430768924	0.895302621333307	1.56559717585423	1.39506279951758	1.77399632511117	1.48026512205446	1.47508488294878	1.62760683812965	1.790772037862	1.47508488294878	1.4594316186373	1.790772037862	1.76977173924945	1.70929063572336	1.58014548442338	1.78659636189081	1.87578006306849	1.93734439215023	1.68257329734758	1.83187724119167	1.52105073690096	1.79493566280354	1.87578006306849	1.56559717585423	1.8073549220576	1.54596836910529	1.51601514700366	1.57531233068744	1.31614574229336	1.58976348698498	1.57046293102604	1.88752527074159	1.41142624572647	2.0036022366802	1.88362081628567	1.6915341649192	1.6959938131099	1.96716860753263	1.02147972741045	1.76553474636298	2.25096157353322	1.94110631094643	2.56315813040281	2.25096157353322	2.16992500144231	1.46988597627446	1.83187724119167	2.96901230751632	2	2.611172380044	2.33913738491959	1.58496250072116	1.37851162325373	1.71808758396052	1.53605290024021	2.06695024392463	1.89917563048051	1.8073549220576	2.39231742277876	1.84398384404833	1.50589092972996	1.85199883711245	1.85996954822103	1.33342373372519	1.30451104180995	1.58496250072116	1.6915341649192	1.65992455840238	1.94860084749336	2.47248777146274	1.28095631383106	2.20789285164133	1.44360665147561	1.81966818349646	0.956056652412403	1.57531233068744	1.59931779369823	1.85199883711245	1.11103131238874	1	0.887525270741587	1.32768736417605	1.16992500144231	1.15704371014558	2.25398926623079	1.53605290024021	0.941106310946431	1.89917563048051	2.75060650483559	2.0703893278914	0.956056652412403	0.765534746362977	2.81352468929781	2.88752527074159	1.05658352836637	1.1243281350022	1.0496307677246	1.4276061727819	1.01435529297707	1.16992500144231	0.613531652917927	1.57046293102604	1.41683974191283	2.26603689399532	1.51096191927738	2.01435529297707	1.28095631383106	1.43829285157915	0.464668267003444	1.09761079662642	1.84398384404833	1.43295940727611	1.47508488294878	0.855989697308481	3.97361127551947	3.50589092972996	1.98185265328974	0.863938450423971	1.76553474636298	2.04264433740849	2.10433665981474	0.516015147003665	1.64154602908752	1.10433665981474	2.07724299893246	1.74416109557041	2.09761079662642
