"HKB0004_3000_N"	"HKB0005_3000_N"	"HKB0006_3000_N"	"HKB0019_3000_N"	"HKB0023_3000_N"	"HKB0033_3000_N"	"HKB0035_3000_N"	"HKB0036_3000_N"	"HKB0038_3000_N"	"HKB0040_3000_N"	"HKB0049_3000_N"	"HKB0050_3000_N"	"HKB0052_3004_N"	"HKB0064_3000_N"	"HKB0067_3000_N"	"HKB0074_3003_N"	"HKB0094_3000_N"	"HKB0096_3000_N"	"HKB0097_3004_N"	"HKB0098_3000_N"	"HKB0102_3000_N"	"HKB0106_3000_N"	"HKB0115_3000_N"	"HKB0120_3000_T"	"HKB0120_3002_N"	"HKB0121_3000_N"	"HKB0122_3002_N"	"HKB0123_3000_N"	"HKB0124_3000_N"	"HKB0129_3002_N"	"HKB0132_3000_N"	"HKB0133_3000_N"	"HKB0137_3000_N"	"HKB0143_3000_N"	"HKB0149_3000_N"	"HKB0150_3000_N"	"HKB0155_3003_N"	"HKB0157_3000_N"	"HKB0158_3000_N"	"HKB0159_3000_N"	"HKB0160_3000_T"	"HKB0160_3001_N"	"HKB0161_3000_N"	"HKB0162_3000_N"	"HKB0164_3000_N"	"HKB0167_3000_N"	"HKB0168_3000_N"	"HKB0179_3000_N"	"HKB0186_3002_N"	"HKB0194_3000_N"	"HKB0196_3000_N"	"HKB0198_3000_N"	"HKB0207_3000_N"	"HKB0210_3000_N"	"HKB0211_3000_N"	"HKB0214_3000_N"	"HKB0219_3000_N"	"HKB0220_3003_N"	"HKB0221_3000_N"	"HKB0222_3000_N"	"HKB0226_3000_N"	"HKB0227_3000_N"	"HKB0571_3000_N"	"HKB0574_3000_N"	"HKB0577_3000_N"	"HKB0583_3000_N"	"HKB0618_3000_N"	"HKB0636_3000_N"	"HKB0648_3000_N"	"HKB0657_3000_N"	"HKB0663_3000_N"	"HKB0666_3000_N"	"HKB0672_3000_N"	"HKB0710_3001_N"	"HKB0718_3001_N"	"HKB0722_3001_N"	"HKB0744_3001_N"	"HKB0748_3001_N"	"HKB0751_3001_N"	"HKB0752_3001_N"	"HKB0008_3006_T"	"HKB0023_3006_T"	"HKB0033_3006_T"	"HKB0038_3006_T"	"HKB0049_3006_T"	"HKB0052_3000_T"	"HKB0088_3000_T"	"HKB0098_3005_T"	"HKB0101_3000_T"	"HKB0143_3006_T"	"HKB0161_3001_T"	"HKB0164_3006_T"	"HKB0182_3006_T"	"HKB0207_3001_T"	"HKB0208_3006_T"	"HKB0209_3004_T"	"HKB0216_3000_N"	"HKB0564_3000_T"	"HKB0573_3000_T"	"HKB0576_3000_T"	"HKB0579_3000_T"	"HKB0665_3000_T"	"HKB0701_3000_T"	"HKB0737_3000_T"	"HKB0040_3002_T"	"HKB0054_3000_T"	"HKB0064_3004_T"	"HKB0074_3000_T"	"HKB0129_3000_T"	"HKB0155_3000_T"	"HKB0167_3006_T"	"HKB0186_3000_T"	"HKB0220_3000_T"	"HKB0674_3000_T"	"HKB0736_3000_T"	"HKB0751_3000_T"	"HKB0044_3000_N"	"HKB0079_3000_N"	"HKB0127_3000_N"	"HKB0179_3006_T"	"HKB0210_3006_T"	"HKB0211_3002_T"	"HKB0225_3000_N"	"HKB0230_3006_T"	"HKB0233_3000_N"	"HKB0538_3000_N"	"HKB0562_3000_N"	"HKB0585_3000_T"	"HKB0109_3000_N"	"HKB0158_3006_T"	"HKB0162_3006_T"	"HKB0597_3000_N"	"HKB0719_3001_N"
"GOLGA8N"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MRC1"	3.6915341649192	4.48220292629596	4.26453643099903	4.16751850373522	5.18467702068089	5.86170728658586	3.16027483140859	4.19692173382033	4.04875931191986	4.9136075118231	6.91934008244201	4.63865311646611	5.73849764388979	5.33521168170579	6.47816289273763	4.95745033634712	5.06565847093199	5.08703845676695	6.1266012351573	5.1122831085982	4.95698592461258	5.34305243492297	5.60377468646397	5.01925711868108	3.22958792274065	5.18626283566979	5.49217365961083	3.96069703930431	4.82476785314329	6.18408189037026	6.07189135305663	5.75194568161502	4.29057185085208	4.99186193055632	4.50080205305716	4.26528685756517	4.98230913012977	6.44890095114513	4.6409679104499	4.70653055253812	4.85996954822103	5.6313953536956	4.32696871158789	6.1101961777542	5.01524777369894	4.92694824794977	1.88752527074159	4.91647664443772	4.22958792274065	4.03298241669943	5.46205231879643	5.50620838930675	6.6167693662935	6.85337194086739	6.68608026353771	4.94626298433245	6.03364324351038	6.75702324650746	5.69181329717138	5.69376571221778	6.04919510562227	5.75033852024471	5.85996954822103	6.84611717333673	6.93038253286194	4.80322703643493	6.31015831794782	5.34908214639109	6.32373033752135	4.51096191927738	5.06436554026363	4.93451650158608	6.12453492852952	5.40258575823259	5.3547342399706	4.70099449416827	7.04023491675437	6.31632679205715	4.80992886572143	4.46597446450407	2.21412480535285	2.81966818349646	3.24184018356467	2.10768786931437	4.57470704641555	4.06350294230616	1.29865831556452	1.36737106564853	1.87970576628229	3.9429835981871	3.39094277280254	3.4944156103975	3.13422093976063	3.97544676564096	1.85598969730848	3.54843662469604	4.5981269599196	2.4905701304462	4.0746766862945	3.68369645430652	4.01524777369894	2.65764000520782	2.60407132366886	2.67129337248158	4.78031009904338	3.54966917072649	4.92457500339273	4.2585189247113	3.98185265328974	3.81762325751143	4.86937792403133	5.08236196955747	4.54720302475693	3.52606881166759	4.67412163263239	4.08915913191124	3.29425313644451	3.23878685958712	2.58496250072116	3.39231742277876	2.1407786557828	2.63459326844576	2.72027846523333	2.05658352836637	3.5837597536395	3.90496571868403	2.88362081628567	0.739848102699327	6.98322165074267	3.23266075679027	3.50080205305716	6.55504921280718	4.83137058796754
"LRP1"	6.56985560833095	6.44575980445338	6.52105073690096	7.92409988564074	8.03380840292834	8.30551459232626	6.47248777146274	6.63372181264101	6.62058641045188	7.74274731558099	8.32391043801979	7.02867964850448	7.7839804136838	7.58428607887198	8.89275529685105	7.64954360991173	7.43446143244134	9.36527259976453	8.67461600861502	8.35023202141175	7.83516615722045	8.09381367340273	8.34194128478803	8.25668046585039	7.56254772419912	8.32503555703934	8.06764947165876	8.08571145006833	7.89941734867508	8.33547968289066	8.28248613953471	7.57803297169654	7.33002051583608	7.90677036601214	7.36325870170799	7.41582625747291	8.50469983377583	8.66572674221003	7.67919857056692	8.02042441520043	8.48192049190449	8.99788512782911	7.87571863911783	8.97188838007859	7.31705076399099	7.97945377741666	6.86999475034407	8.26603689399532	8.07718958062121	7.75308300531672	8.50024436658881	7.68537955195908	8.54051554732493	8.51908580096363	8.41151098801207	7.24403077556438	8.70386897602645	8.96306946525462	8.37412659455006	8.49373538640533	8.41210404467757	8.23926436763136	8.38935169925679	8.25100893012995	9.29533273155793	8.35922245215392	8.31065822015785	6.72109918870718	7.54094168675821	6.87048802158262	7.66753736706067	7.56628241508752	7.31822644407684	8.09892690816006	7.21412480535285	7.4995270242151	8.0610200963987	9.15949295804451	7.96127603960943	7.01613970265525	6.81442224656679	6.55166981487147	6.76686014382955	7.16329744940276	7.53387477725855	7.05311133645956	6.30815697511476	6.58360933972695	7.10674612818443	7.114367024952	6.6514822821509	6.13873256972024	6.50366675457602	6.09634619899318	6.7771566660045	7.70949742925068	7.11665586158262	6.89857115775164	6.46123386127128	6.9484840442677	6.46613765607043	7.33064802790278	7.07489072012634	7.17232749165762	5.65133876610593	6.45022149589718	7.24193549589192	6.81057163474115	6.46287031226445	7.03946743827853	7.00112666545428	7.94263179285127	6.93757979967966	6.91731240109503	5.98504496225347	6.72383156649532	6.29700794927485	7.37521323955639	6.69515867847536	7.09887428674445	5.01881218574282	5.73957811204805	6.37295209791183	6.18150015170461	6.03979640762002	6.10956950937069	6.68116812041669	4.50462039240355	8.85726568882062	6.74187142364368	6.33109608375933	8.6398833131998	8.17647238065742
"MFAP5"	4.60169651648096	5.54966917072649	4.30597052098439	5.38577613826941	5.42223300068305	6.68580001974489	3.9429835981871	6.05528243550119	3.8923910259134	5.94181057995768	8.84159579578108	6.50922077633196	7.4666271200415	4.71918344048179	7.33467552993465	6.63270444844369	6.19258872156664	5.12142990894896	6.99491908871511	6.06156020910797	5.42324199597366	8.50036388898157	7.525364198691	5.9609286673117	3.51601514700366	7.77168753760253	6.88288755322496	4.39437694495706	6.50096135246006	7.35402893805439	6.13893730895863	5.65792577227638	5.17990909001493	5.90448409790142	6.17552460108987	5.98709343705815	4.8414699994658	8.32337006906127	5.79882817809111	4.5963388642052	5.32876467228402	7.99384416049625	5.44625622988956	7.0389189892923	6.4937754084607	6.21723071622067	2.83995958748953	6.38870616922638	4.75755668893945	5.09676785471469	6.37190729759515	5.22265002245148	5.6940444130862	6.83995958748953	7.79837459209684	6.33556900555675	6.87798958538721	6.43679481217509	6.57939137064274	7.6959938131099	6.04766925139131	6.47265022797335	6.20613525340459	7.70956635383999	8.46131572792138	6.7775512222878	7.13688860790307	6.07937811111865	7.72089405160597	6.30997649237056	7.11675981338156	5.92433746407535	6.78685769601721	6.62278396615612	6.27090264916713	5.08236196955747	6.98036810528749	8.29457480245805	6.28965005985472	3.61353165291793	4.790772037862	4.82171021503467	5.01390884549064	5.60880924267552	5.97315203787724	5.39677601078753	3.41006969175638	4.35049724708413	4.9159988517389	5.32912359629157	4.55274593674845	3.16349873228288	4.36387192485753	2.98367769469807	5.34056226902641	6.24317398347295	3.95698592461258	3.68929916053589	4.81198471935167	6.20339694854612	5.53480866123175	5.59604063267114	6.52778975157233	4.5478199565777	3.08406426478847	4.03738222200308	5.16430358309365	3.30597052098439	3.85299758761332	4.89141918684608	4.95977015521147	5.22226360352835	5.26153081524341	5.06350294230616	2.99276843076892	3.5909612413426	4.02591469875079	3.64846544302731	2.65992455840238	5.18269229751619	1.31614574229336	3.13257684267001	3.72246602447109	3.68818035858693	3.75702324650746	3.2585189247113	3.05831649559082	2.83794324189103	8.72615002572616	4.11270013274936	3.98823022306046	8.0796447781017	7.68123841177781
"TMEM200B"	2.90689059560852	2.4594316186373	3.03210084316702	3.27649666564036	4.0241423458978	3.61235249875266	2.74631276642546	2.87381319835909	2.76765479823735	3.36036427654347	3.7311832415722	2.96532254836725	3.69932952567316	3.64154602908752	3.62293035092018	3.32624970083746	3.22650852980868	4.77925972037238	3.99909803370561	3.39643353125099	3.47638168756724	3.94860084749336	3.76341157447001	2.89917563048051	3.36876834909033	4.21800615028443	3.45549162062847	4.29057185085208	3.84398384404833	3.99819550315325	3.85399564717639	3	2.74200621086674	3.74200621086674	2.64616265715789	2.799087306074	4.54225804976692	3.79805051476751	3.24792751344359	3.42088657497553	3.97269265400426	3.82273014794452	4.19140472885276	3.66448284036468	2.49569516262407	2.94860084749336	2.61823865559545	3.63459326844576	3.60999129521268	2.55581615506164	3.54720302475693	3.01435529297707	3.79493566280354	2.98367769469807	3.4944156103975	2.81762325751143	3.71479501111816	3.33485426933163	3.53977919169849	3.13257684267001	3.47378691161437	3.51349074558812	4.19377174339668	3.86690797814317	4.42021289061078	3.97911075501579	3.80322703643493	3.32481060342048	2.94485844580754	3.10433665981474	3	3.5298209465287	3.02680005934372	3.94392132655349	3.24640808724638	3.09929520433778	3.13750352374994	4.48155728070859	2.95791459863299	3.30888505741176	2.12101540096137	1.83187724119167	3.54966917072649	2.22032995487956	2.36176835941915	3.45022149589718	3.5981269599196	2.18586654531133	1.85996954822103	2.04614178164472	2.4905701304462	2.25398926623079	2.19219416528334	2.114367024952	3.57288966842058	3.69041709553247	3.52857131887076	2.36737106564853	2.20476675065461	2.33628338786443	2.29572302453997	2.44890095114513	3.46466826700344	2.62293035092018	1.03562390973072	1.55581615506164	2.07724299893246	2.4931349223055	2.17951105027151	1.96347412397489	1.54101915313356	2.72683121703249	1.54596836910529	1.73984810269933	1.0071955014042	1.60880924267552	2.50842865253186	2.89141918684608	2.06004738366994	1.35049724708413	1.50080205305716	2.26303440583379	2.01077983875324	3.14730669878029	2.04614178164472	2.60407132366886	2.31324585178756	3.87282875953489	3.89433274227769	3.48155728070859	1.44360665147561	3.64961545906341	4.27276973243651
"CAT"	7.0518071070133	6.60880924267552	6.62921088594737	7.67581593117227	7.77958804586499	8.1025006691504	6.98572811041913	6.20925839366556	7.02646811278991	7.07852444538908	8.63868931369971	6.27090264916713	7.82883464946806	9.18638665408614	8.50636709290306	7.84705734609134	7.18774795576891	8.44149177930473	8.43712784427281	8.56932399116987	8.15345069750558	8.73981435663098	7.40905143853856	7.57584174618897	7.35843142862635	8.92745205986511	7.84197311892718	8.51692127589759	8.99528664352747	9.04889551159339	8.86046625851717	7.44062004767917	6.97188838007859	7.70431867776083	6.95373084981149	7.31985272873903	8.83503979899476	8.17047592559369	7.63669711596041	7.57750435983027	8.69835740595729	8.43412778418803	8.90475502937502	8.12401788912289	6.74966834090396	7.52849318119149	6.9047249283904	7.96757211828488	7.30551459232626	6.40820234485218	7.88691589584725	7.00326490881749	8.49369536323967	8.44720723478021	8.73538678289534	6.63401235640212	8.13581187410422	8.76101926524048	7.8974824681961	7.10726939359254	8.8952117228649	7.77860284514321	8.75562202095695	9.22633993580199	8.86953215533549	8.94523897669612	9.02064665035178	7.30067286942404	7.41117198899955	7.75361790639005	7.71479501111816	8.89956840198337	7.85031187621761	8.21037912279194	7.56628241508752	7.51538446063695	8.99785690857922	8.31374468547791	8.64720656244405	6.90640961709402	6.23630126682709	6.13278245729886	5.69348695749933	5.06953032516231	6.37364821133469	5.99004721957379	5.49793165189628	4.8801957289431	5.53698537579194	6.04526821513853	6.03099811817189	6.25361115194717	5.41751500288509	5.2460279805281	5.83693401132109	5.5677279633048	5.58135124716878	5.57561487761963	5.99819550315325	6.27295630793511	6.33342373372519	4.99457972421575	5.70487196445635	5.06522762277562	5.62614706360372	5.15299460549244	6.77676200178623	5.96578428466209	7.01346225980656	5.46727948045998	5.22110372536788	6.06307144984268	6.28503224962291	5.68565987743181	5.98754825895374	6.55566279922404	6.5050969750344	6.56315813040281	6.01636259876089	5.94392132655349	6.27164977245721	4.96069703930431	6.87344411251538	5.24069594421251	6.63197732023875	6.71534429535891	6.54627713209007	5.42525787199921	8.15086426752782	5.72137265947682	5.92837032301897	9.166514610409	8.76361075462277
"GLDN"	1.71369581484336	1.43829285157915	1.40599235967584	3.31903981556254	3.47897180503294	2.61588707391606	2.39231742277876	1.57531233068744	1.38956681176273	1.55581615506164	3.56315813040281	0.978195629681652	3.36876834909033	4.87578006306849	4.03826057517535	1.91838623444635	2.60169651648096	4.68313498512609	2.58255600301406	4.00988458893184	3.24944534108584	3.92599941855622	3.23725777090037	2.30158764660319	1.82374936030827	5.24260250592898	2.99276843076892	4.40803246613065	4.52230689287139	3.6507645591169	3.42223300068305	2.15704371014558	1.77399632511117	2.77820857639809	1.63691458035588	1.97819562968165	4.36806987653208	2.74416109557041	3.0071955014042	3.39780296186249	3.65878273401283	3.48928602262588	3.71039319217052	2.79701297783614	2.05658352836637	3.0686708106651	1.4594316186373	2.75915583380027	3.69821847822441	1.35614381022528	2.8073549220576	2.33342373372519	4.75435307169213	4.99729240763651	3.65535182861255	1.15704371014558	4.09761079662642	4.70984201927331	2.51349074558812	2.49569516262407	3.59215800212536	3.1586601753465	3.91552090075196	4.02768487693716	4.33199177823206	3.76234881564413	4.24336442569366	3.0496307677246	2.50589092972996	2.98002530023873	2.43829285157915	4.69932952567316	2.23878685958712	3.18428029441938	2.62527048937469	2.56803210477128	3.21878116778407	4.67299099382775	5.10977842907866	1.19534759832222	0.84799690655495	1.28095631383106	2.0496307677246	1.87578006306849	1.64154602908752	2.11769504266975	0.978195629681652	3.25096157353322	0.650764559116902	1.84799690655495	1.95233356636969	1.43829285157915	0.454175893185802	1.91838623444635	0.594548549550354	0.344828496997441	1.05658352836637	0.6959938131099	1.52105073690096	0.411426245726465	1.58014548442338	1.05658352836637	0.765534746362977	1.19534759832222	1.18269229751619	1.0703893278914	3.0408924306469	0.773996325111173	1.6959938131099	2.21101219348551	2.68032435684402	2.4032677223393	1.62293035092018	0.367371065648529	0.650764559116902	2.22958792274065	1.23266075679027	1.01435529297707	0.978195629681652	1.37295209791183	4.23342794374847	0.799087306074004	2.4276061727819	3.82984955984469	1.38404980679516	0.895302621333307	1.40599235967584	1.92599941855622	3.68594014844598	2.15380533607904	2.03562390973072	3.48026512205446	4.26303440583379
"CACNB2"	0.970853654340484	0.823749360308273	2.10768786931437	0.495695162624069	0.722466024471091	1.20789285164133	1.25701061820602	0.565597175854225	0.871843648509318	1.33342373372519	1.57046293102604	1.76553474636298	1.84799690655495	0.263034405833794	0.27500704749987	1.56559717585423	0.815575428862573	0.16349873228288	0.400537929583729	0.713695814843359	0.641546029087524	0.389566811762726	1.22650852980868	0.584962500721156	0.815575428862573	0.790772037862	0.839959587489532	0.641546029087524	0.545968369105292	0.443606651475615	0.400537929583729	1.35614381022528	0.748461233004036	1.43295940727611	1.46466826700344	1.0703893278914	0.22650852980868	0.20163386116965	0.464668267003444	0.782408564927373	0.176322772640463	0.659924558402378	0.298658315564515	0.704871964456353	0.807354922057604	0.782408564927373	0.970853654340484	0.613531652917927	0.584962500721156	1.44890095114513	0.799087306074004	0.815575428862573	0.321928094887362	1.0071955014042	1.05658352836637	1.13093086982645	1.26303440583379	0.070389327891398	1.99638874644762	1.58496250072116	0.250961573533219	1.29865831556452	0.565597175854225	0.298658315564515	0.687060688339892	0.604071323668861	0.356143810225275	2.21412480535285	1.32192809488736	0.910732661902913	0.933572638261024	0.545968369105292	0.748461233004036	1.23266075679027	0.918386234446348	1.22032995487956	0.070389327891398	0.604071323668861	0.871843648509318	1.63226821549951	0.659924558402378	0.584962500721156	0.53605290024021	0.321928094887362	0.454175893185802	0.575312330687437	0.367371065648529	0.505890929729957	0.263034405833794	0.400537929583729	2.56803210477128	0.970853654340484	0.298658315564515	0.992768430768924	0.75702324650746	0.985500430304885	0.286881147788162	0.782408564927373	0.748461233004036	0.879705766282288	0.176322772640463	0.650764559116902	0.443606651475615	1.40599235967584	0.31034012061215	0.799087306074004	1.11103131238874	1.43829285157915	0.722466024471091	0.641546029087524	0.53605290024021	0.871843648509318	0.575312330687437	0.545968369105292	0.367371065648529	0.516015147003665	0.678071905112638	1.02856915219677	1.08406426478847	0.464668267003444	0.176322772640463	0.650764559116902	1.54101915313356	5.1586601753465	0.7311832415722	1.55090066464752	1.61823865559545	1.04264433740849	2.02856915219677	2.5385381636298	0.27500704749987	0.454175893185802	0.650764559116902
"GNAO1"	0.75702324650746	0.970853654340484	1.23266075679027	0.956056652412403	0.526068811667588	1.08406426478847	0.799087306074004	1.0496307677246	0.641546029087524	1.27500704749987	0.505890929729957	0.985500430304885	0.879705766282288	0.16349873228288	0.422233000683048	0.604071323668861	0.356143810225275	0.815575428862573	0.669026765509631	0.978195629681652	0.613531652917927	0.782408564927373	0.925999418556223	0.594548549550354	1.07724299893246	0.765534746362977	0.650764559116902	0.526068811667588	0.53605290024021	0.495695162624069	0.575312330687437	0.782408564927373	0.815575428862573	1.06350294230616	0.933572638261024	2.03562390973072	0.55581615506164	0.37851162325373	0.495695162624069	0.823749360308273	0.411426245726465	0.687060688339892	0.565597175854225	0.815575428862573	0.678071905112638	0.918386234446348	0.831877241191673	0.650764559116902	0.641546029087524	0.622930350920177	1.30451104180995	0.887525270741587	0.475084882948783	1.9297909977186	1.08406426478847	0.941106310946431	0.879705766282288	0.669026765509631	0.948600847493356	0.963474123974886	0.464668267003444	0.918386234446348	0.713695814843359	0.454175893185802	1.26903314645524	0.356143810225275	0.422233000683048	0.722466024471091	0.485426827170242	0.475084882948783	0.807354922057604	0.367371065648529	0.389566811762726	0.485426827170242	0.389566811762726	0.411426245726465	0.150559676575381	1.88362081628567	0.422233000683048	1.17632277264046	0.84799690655495	1.0071955014042	0.238786859587116	0.887525270741587	0.31034012061215	1.11103131238874	1.6959938131099	0.565597175854225	0.356143810225275	0.6959938131099	1.15704371014558	1.60407132366886	2.13093086982645	0.641546029087524	0.389566811762726	0.545968369105292	0.214124805352847	1.46988597627446	0.748461233004036	0.0840642647884746	0.124328135002202	1.20789285164133	0.0840642647884746	0.422233000683048	1.21412480535285	2.7311832415722	0.790772037862	1.02856915219677	0.748461233004036	0.650764559116902	0.575312330687437	0.678071905112638	0.992768430768924	1.01435529297707	1.39506279951758	0.505890929729957	1.16992500144231	1.7311832415722	0.464668267003444	0.6959938131099	3.48026512205446	1.83187724119167	0.963474123974886	4.70542503904273	0.75702324650746	0.464668267003444	1.63691458035588	3.39369076418745	0.963474123974886	1.80322703643493	0.464668267003444	0.464668267003444	0.464668267003444
"SERPINF1"	7.50175758573866	6.82819996772763	7.33780027675051	8.24126817732937	8.78568131947475	8.86576419645901	7.72492307026661	7.3361048254481	7.44261180368934	8.04821438460804	9.60026603613779	7.65176927141799	9.03614613238623	9.59548128232454	9.20576881743684	8.78532167967708	8.38625051750007	9.63502879902745	8.83715484084354	9.49277452384778	8.40416231129386	9.11272619275679	8.85527340276408	8.65248649491816	7.87547291716009	9.00635413260396	8.24331681749523	9.19741329913937	9.74028672977175	10.1110834922553	9.43985165697858	8.5206972458801	7.9525665409428	8.48458125029292	8.10679846326654	8.28118820990487	9.47887071579625	9.15522301925428	8.60984359159946	8.42290574261218	9.13201125129295	9.37955165336549	8.90162115834611	8.96921381933008	7.32526047558755	8.2457428347537	7.15289323212761	8.73376105819606	8.46438237858834	7.25181375452922	8.94597048488071	7.68516927210336	9.50384560969141	9.06555077095502	9.343008005345	7.65133876610593	9.08366546952175	9.14172399006813	8.59002558073461	8.57931593758001	9.26643519230475	8.5278288399948	9.42269554445622	9.66250816606259	9.53266761505557	9.61487545011209	9.68004299262257	8.69564589909445	8.47459828053564	8.55220797614633	8.46780930617978	9.10593469154665	8.83247866088722	8.68989317136316	8.43137223790976	8.44228003525259	9.62475890834118	9.42185444544339	8.63756677693468	7.45631334135518	7.16480638693274	7.21868431336217	7.4036085835437	7.49481559239038	7.8245132973348	7.57304120405865	6.63517394667492	6.69320814891002	7.42651636561589	8.1238110214654	7.41515020542639	6.56894414465471	7.04832338653781	7.23764019503539	7.62241793925047	9.11995268032336	7.86090073978559	6.8860623383456	7.11644793551166	8.47301568824995	7.41920177384876	8.02292258905563	8.33015500568664	7.93239194006853	7.2001629739997	7.1343236336455	7.182096347749	7.31115794920886	7.67341508722384	7.73707830031375	7.45828356363597	8.73849764388979	7.43621182095422	8.04028972102572	6.71066869967463	6.89263388342444	6.46858331700683	6.47735352663456	6.80426011563474	7.23668394455901	6.95559179175399	6.25266543245025	6.40463068421761	5.76659516172927	6.75582227937822	6.90881290773955	6.47216280355037	4.61765111942733	9.67436884180001	6.62950233949197	6.94216258558121	9.43452398289945	9.51853513898218
"PRX"	2.61353165291793	2.58255600301406	2.73552217729654	2.40053792958373	2.30158764660319	2.63923216324928	2.8499992594661	2.93357263826102	2.41953889151378	3.0232553523003	3.35614381022528	2.70043971814109	2.38404980679516	1.77399632511117	2.28095631383106	2.01077983875324	2.26002565596146	2.27798474729977	2.34198574722862	2.09761079662642	2.54101915313356	2.08746284125034	2.37573453858316	1.76977173924945	3.0232553523003	2.15055967657538	2.5385381636298	1.73552217729654	1.790772037862	2.06350294230616	2.27202318906105	2.09761079662642	2.16027483140859	2.35895882583233	2.67129337248158	2.64616265715789	2.02856915219677	1.98913900736823	2.0036022366802	2.49569516262407	2.13093086982645	1.95233356636969	1.79493566280354	1.81557542886257	2.53106949272595	2.07724299893246	2.22032995487956	1.87184364850932	2.76977173924945	2.39780296186249	2.22958792274065	2.56071495447448	1.9297909977186	1.25096157353322	3.72574115650395	2.65992455840238	2.26603689399532	1.93734439215023	2.05658352836637	2.114367024952	1.89530262133331	2.46988597627446	2.05311133645956	1.6507645591169	4.09169983413681	2.14404636961671	1.74416109557041	1.59931779369823	2.17632277264046	2.27798474729977	2.13750352374994	2.09423606984577	2.08746284125034	2.24792751344359	2.06004738366994	3.2585189247113	1.34482849699744	2.60407132366886	1.91456452349394	2.60407132366886	1.98185265328974	1.72246602447109	1.95233356636969	0.790772037862	1.91456452349394	1.53106949272595	1.47508488294878	1.83995958748953	1.50080205305716	0.963474123974886	1.63691458035588	1.91456452349394	0.622930350920177	1.4905701304462	1.97452931248388	1.4541758931858	1.26903314645524	2.08746284125034	1.41142624572647	1.20789285164133	1.31034012061215	1.35614381022528	1.13750352374994	1.85598969730848	0.6959938131099	2.10768786931437	1.66448284036468	1.75702324650746	1.82374936030827	1.54596836910529	1.07724299893246	1.92219784839637	1.36176835941915	0.903038270112912	1.93734439215023	1.44360665147561	2.89530262133331	3.91073266190291	2.63691458035588	1.86789646399265	0.22650852980868	1.04264433740849	2.08746284125034	1.59931779369823	2.57288966842058	2.43295940727611	2.99095486039699	0.978195629681652	2.23266075679027	2.0036022366802	1.21412480535285	1.82374936030827	1.82781902461732
"LIPE"	5.57561487761963	3.48800077083407	4.33913738491959	6.61087719947195	7.77557736093065	7.7699700433034	6.08236196955747	4.5033487351675	5.39300425689832	6.16369998708419	8.07793725704916	4.10768786931437	7.52825874275841	9.07676216291164	8.16198842571976	6.36211916672566	6.01390884549064	9.49407553849172	7.97349647981295	8.41045135150399	7.23083705103019	8.23701870432802	6.76274744195315	7.69139457853808	7.07199858075306	8.63448436525334	7.18040648531063	8.63244999525669	8.64093177034191	8.65685385377779	8.51995070250463	6.25134038278862	6.13442632022093	7.0931798467655	5.97039353791468	6.39042694118717	8.87737616854864	8.56757586852411	7.14832404248008	7.72866882860794	7.98834385241041	7.59260653159917	8.12948910151655	7.98686597232911	4.14730669878029	7.64889680647525	6.20964831124655	6.95396359887078	6.46221595459776	5.32517051237605	7.36448488746492	5.5090623863619	8.35191096110308	7.47816289273763	7.656782364219	3.00180224263399	7.66604642940879	8.76656203554439	7.52324829260521	6.19120730223037	8.47390864604629	7.4541758931858	8.27631054746415	8.10281557639282	8.49409554494063	7.60821785302146	8.29920801838728	4.94157586181824	5.36246988875021	5.5915597458278	6.57999469319869	7.3271484082987	6.02059109477325	7.45121111183233	5.42324199597366	5.86319511247319	7.75568877685271	7.77445763956529	7.36536009681043	3.80012335282653	2.67807190511264	2.03562390973072	3.71149490665009	1.50589092972996	4.83086375675176	4.51475349843975	2.49825086752783	1.58014548442338	1.74416109557041	4.00629802390037	2.17632277264046	2.49569516262407	1.07724299893246	1.85598969730848	1.96716860753263	1.87184364850932	0.970853654340484	1.93357263826102	4.09845324630927	0.55581615506164	3.4931349223055	1.0703893278914	1.44890095114513	3.03562390973072	1.97819562968165	2.95046841415012	5.2460279805281	3.20320115631661	5.09929520433777	4.15946772926677	1.90303827011291	4.63633460244218	5.27984269352035	2.73335434061383	3.55949181320504	4.33342373372519	3.50716034911752	3.79597469420667	3.66789212523023	3.95977015521147	3.25550073314839	1.20789285164133	4.95977015521147	2.53605290024021	5.00674683244058	2.62293035092018	3.57893871309339	1.65535182861255	7.18853939515837	3.55458885167764	3.24488705912353	8.18769847638827	8.24026662037553
