"BC_HKB0199_1263_T"	"BC_HKB0567_M1337_T"	"BC_HKB0728_1447_T"	"BC_HKB0738_1475_T"	"BC_HKB0741_1471_T"	"BC_HKB0757_1496_T"	"BC_HKB0761_1499_T"	"BC_HKB0763_1511_T"	"BC_HKB0772_1460_T"	"BC_HKB0838_1563_T"	"BC_HKB0890_1550_T"	"BC_HKB2106_1619_T"	"BC_HKB2107_1620_T"	"HKB0052_3000_T"	"HKB0054_3000_T"	"HKB0064_3004_T"	"HKB0074_3000_T"	"HKB0097_3000_T"	"HKB0120_3000_T"	"HKB0124_3003_T"	"HKB0129_3000_T"	"HKB0155_3000_T"	"HKB0158_3006_T"	"HKB0160_3000_T"	"HKB0161_3001_T"	"HKB0186_3000_T"	"HKB0207_3001_T"	"HKB0552_3000_T"	"HKB0573_3000_T"	"HKB0620_3000_T"	"HKB0719_3002_T"	"BC_HKB0775_1470_T"	"BC_HKB0876_1543_T"	"BC_HKB1366_1663_T"	"BC_HKB2116_1671_T"	"HKB0092_3000_T"	"BC_HKB0555_1321_T"	"BC_HKB0570_1319_T"	"BC_HKB0588_M1349_T"	"BC_HKB0715_1407_T"	"BC_HKB0733_1459_T"	"BC_HKB0774_1469_T"	"BC_HKB0834_1553_T"	"BC_HKB0874_1537_T"	"BC_HKB0878_1544_T"	"BC_HKB0894_1583_T"	"BC_HKB2105_1618_T"	"BC_HKB2109_1628_T"	"BC_HKB2119_1690_T"	"BC_HKB2123_1695_T"	"HKB0006_3006_T"	"HKB0078_3000_T"	"HKB0147_3000_T"	"HKB0159_3006_T"	"HKB0196_3006_T"	"HKB0222_3006_T"	"HKB0227_3006_T"	"HKB0228_3002_T"	"HKB0230_3006_T"	"HKB0540_3000_T"	"HKB0585_3000_T"	"HKB0713_3000_T"	"HKB0726_3000_T"	"HKB0748_3000_T"	"HKB0750_3000_T"	"BC_HKB0022_649_T"	"BC_HKB0543_1306_T"	"BC_HKB0779_1486_T"	"BC_HKB0831_1520_T"	"BC_HKB0873_1549_T"	"BC_HKB0899_M1605_T"	"BC_HKB1385_1721_T"	"HKB0040_3002_T"	"HKB0050_3005_T"	"HKB0069_3000_T"	"HKB0079_3006_T"	"HKB0094_3006_T"	"HKB0127_3006_T"	"HKB0167_3006_T"	"HKB0194_3006_T"	"HKB0220_3000_T"	"HKB0659_3000_T"	"HKB0674_3000_T"	"HKB0683_3000_T"	"HKB0736_3000_T"	"HKB0751_3000_T"	"HKB0752_3000_T"	"BC_HKB0215_1134_T"	"BC_HKB0913_1654_T"	"BC_HKB0917_1656_T"	"HKB0007_3005_T"	"HKB0008_3006_T"	"HKB0016_3006_T"	"HKB0023_3006_T"	"HKB0031_3001_T"	"HKB0033_3006_T"	"HKB0038_3006_T"	"HKB0049_3006_T"	"HKB0067_3006_T"	"HKB0080_3006_T"	"HKB0086_3006_T"	"HKB0088_3000_T"	"HKB0089_3001_T"	"HKB0098_3005_T"	"HKB0101_3000_T"	"HKB0102_3006_T"	"HKB0115_3006_T"	"HKB0123_3006_T"	"HKB0141_3006_T"	"HKB0143_3006_T"	"HKB0162_3006_T"	"HKB0164_3006_T"	"HKB0168_3006_T"	"HKB0179_3006_T"	"HKB0182_3006_T"	"HKB0191_3001_T"	"HKB0208_3006_T"	"HKB0209_3004_T"	"HKB0214_3006_T"	"HKB0219_3001_T"	"HKB0221_3001_T"	"HKB0226_3001_T"	"HKB0558_3000_T"	"HKB0564_3000_T"	"HKB0576_3000_T"	"HKB0579_3000_T"	"HKB0599_3000_T"	"HKB0605_3000_T"	"HKB0638_3000_T"	"HKB0653_3000_T"	"HKB0665_3000_T"	"HKB0668_3000_T"	"HKB0698_3000_T"	"HKB0701_3000_T"	"HKB0718_3000_T"	"HKB0722_3002_T"	"HKB0734_3000_T"	"HKB0737_3000_T"	"HKB0744_3000_T"	"HKB0070_3002_T"	"HKB0134_3006_T"	"HKB0656_3000_T"
"NECAB1"	5.02768487693716	5.44426950241348	6.15238625842844	5.39985467357243	5.52042224852645	6.42592920520858	5.7311832415722	4.88215391728701	5.11935617703968	4.35049724708413	3.05658352836637	5.03650333373899	5.21140163741847	0.0565835283663675	1.63691458035588	0.176322772640463	0.22650852980868	0.0426443374084937	0.613531652917927	0.0840642647884745	0.495695162624069	0.0426443374084937	0.070389327891398	1.25096157353322	0.594548549550354	0.214124805352847	0.0565835283663675	0.189033824390017	0.22650852980868	0.124328135002202	0.20163386116965	5.58014548442338	4.05658352836637	6.07617425672425	4.79545527204412	0.0143552929770701	4.80889983925777	3.45811948117451	3.54966917072649	3.5668151540109	3.02502879449152	2.82984955984469	2.27798474729977	3.90400231628369	2.88166461932035	0.669026765509631	3.78764141448333	4.01792190799726	5.20867331962947	4.24792751344359	0.0285691521967709	0.0565835283663675	0	0.367371065648529	0.0143552929770701	0.0143552929770701	0.214124805352847	0.070389327891398	0.0426443374084937	0.27500704749987	5.22958792274065	0.0565835283663675	0	1.15704371014558	0.0143552929770701	4.29204549249286	3.83895176695194	4.96901230751632	4.1168637576909	5.78240856492737	0	5.29130885982897	0.0426443374084937	0	0.0143552929770701	0.0285691521967709	0.150559676575381	0.16349873228288	0	0.0976107966264223	0.0426443374084937	0.0143552929770701	0	0.0143552929770701	0.286881147788162	0.214124805352847	0	5.17672169288105	4.79233480570669	4.70376517879341	0.0143552929770701	0	0	0.0426443374084937	0.0143552929770701	0.422233000683048	0.150559676575381	0.0143552929770701	0.0143552929770701	0.0143552929770701	0	0.22650852980868	0.0143552929770701	0.0285691521967709	0.124328135002202	0.070389327891398	0.0143552929770701	0.0143552929770701	0.137503523749935	0.0143552929770701	0.070389327891398	0.0426443374084937	0.0143552929770701	0.0426443374084937	1.64616265715789	0.0285691521967709	0.0840642647884745	0.0143552929770701	5.64443315240625	0.0565835283663675	0.0285691521967709	0	0.0565835283663675	0.070389327891398	0.0840642647884745	0.0976107966264223	0.0426443374084937	0	0.7311832415722	0.0285691521967709	0.0840642647884745	0	0.0143552929770701	0.0143552929770701	0	0	0.0285691521967709	0.137503523749935	0.0285691521967709	0.0565835283663675	0.0840642647884745	0.0426443374084937
"CFD"	7.32867492732795	6.91205101260315	2.58976348698498	7.52512925120397	5.21023299009585	8.30829351853698	7.79480573124665	5.9692426044345	2.95046841415012	5.47735352663456	7.64630668900955	4.80683958179819	2.68706068833989	6.89663514130291	5.21839371107679	7.3264294871223	7.39686161796992	4.55765515472542	9.81560744854987	6.11457525112554	7.88526929680122	6.50652577904312	5.73552217729654	10.6768826710132	6.30012372456901	8.69306872440728	5.0408924306469	8.00646634346509	7.57341997353256	4.76765479823735	4.96901230751632	5.58856473740135	3.88459792099006	3.20789285164133	4.85748342828667	3.01613970265525	5.22458056608344	3.5765221379205	3.97085365434048	6.25606712524133	3.95977015521147	3.05137210172103	4.61412086878925	4.34837407519116	3.52857131887076	3.02147972741045	3.62877359520165	4.42223300068305	3.10768786931437	5.16188768237689	1.92219784839637	3.27202318906105	3.17791779219584	4.5765221379205	3.65420637794429	3.56193705962243	2.55336050333533	5.02147972741045	3.22496636500027	3.65992455840238	3.17791779219584	3.97085365434048	4	3.12763327972587	1.16992500144231	7.02624677264819	4.65191274464578	4.20554891117303	3.39643353125099	2.76128527336162	4.09845324630927	3.10768786931437	5.87872534148011	2.9126498648972	3.87872534148011	3.37712374912949	5.4867143730307	3.6724253419715	3.8923910259134	4.1407786557828	7.67708535055984	3.28983446517751	5.44493204894218	5.57863686247174	5.73199778664374	7.4708621994137	4.90833256978243	3.5981269599196	4.33556900555675	4.23112515787905	7.18169891109611	4.55642941544957	6.70473366267406	4.13832300405648	2.62293035092018	6.02369891726641	5.93993176472761	7.15258906928713	3.46074256378964	3.17312743348066	4.29645740737124	4.38818953715608	4.9174317553901	4.55397480823747	4.30815697511476	6.799087306074	4.66448284036468	4.90400231628369	6.08385158769796	6.34571570878414	5.30414594120295	4.98777561614291	5.19258872156664	5.9429835981871	1.85199883711245	4.28688114778816	4.8171115727957	4.40463068421761	4.92599941855622	5.40735275114004	4.62702310555406	3.83895176695194	5.07296327155522	4.84899843040002	3.83995958748953	7.40105015932136	5.37190729759515	4.87725345387661	5.11478344724985	7.78829418814312	3.05658352836637	3.82883464946806	3.51222688651396	4.61823865559545	4.24944534108584	2.78031009904338	3.99367436175058	6.36439733732132	3.60999129521268	4.41886457739032	4.70873904135958	4.74200621086674
"MASP1"	1.21412480535285	0	0.970853654340484	1.18269229751619	0.263034405833794	1.17632277264046	2.42223300068305	0	0.443606651475615	1.07724299893246	0	0	0	0.918386234446348	0.400537929583729	0.298658315564515	1.43829285157915	0.0976107966264223	1.44890095114513	0.389566811762726	1.4276061727819	0.22650852980868	0.454175893185802	1.85996954822103	1.67355642399014	1.54101915313356	0.669026765509631	0.53605290024021	0.526068811667588	0.37851162325373	0.722466024471091	0.75702324650746	0	0.389566811762726	0	0.0840642647884745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0.111031312388744	0.298658315564515	0.0426443374084937	0.0285691521967709	0.0285691521967709	0.0143552929770701	0.0426443374084937	0.286881147788162	0	0.0285691521967709	0.0565835283663675	0.0143552929770701	0.0426443374084937	0	0.895302621333307	0.594548549550354	0	0.790772037862	0.37851162325373	0	0	0.356143810225275	0.124328135002202	0.505890929729957	0	0.070389327891398	0.16349873228288	0.0840642647884745	0	0.124328135002202	0.150559676575381	0.111031312388744	0.333423733725192	0.0285691521967709	0.286881147788162	0.0143552929770701	0	0	0	0.137503523749935	0.150559676575381	0.344828496997441	0.0565835283663675	0.0426443374084937	0.31034012061215	0	0.978195629681652	0.0565835283663675	0.0565835283663675	0.27500704749987	0.0840642647884745	0.31034012061215	0.903038270112912	0.16349873228288	0.0840642647884745	0.0143552929770701	0.0565835283663675	0.464668267003444	0.584962500721156	0.443606651475615	0.790772037862	0.070389327891398	0.263034405833794	0.189033824390017	0.0840642647884745	0.250961573533219	0.0840642647884745	0.20163386116965	0.0426443374084937	0	0.0565835283663675	0.124328135002202	0.687060688339892	0.0426443374084937	0.367371065648529	0.070389327891398	0.263034405833794	0.16349873228288	0.137503523749935	0.22650852980868	0.070389327891398	0.0565835283663675	0	0.0426443374084937	0.150559676575381	0.400537929583729	0.124328135002202	0	0.286881147788162	0.286881147788162	0.22650852980868
"CMA1"	2.26603689399532	0	2.66220549965362	0	1.4905701304462	2.63226821549951	0	3.08915913191124	1.94860084749336	1.63226821549951	2.09761079662642	0	1.98913900736823	1.48542682717024	2.09761079662642	1.33913738491959	2.55826763405574	0.948600847493356	2.40053792958373	2.20789285164133	3.114367024952	0.925999418556223	1.89917563048051	2.51349074558812	2.61823865559545	3.08746284125034	0.807354922057604	2.57531233068744	1.55090066464752	2.36457243229586	1.50589092972996	2.87184364850932	0	1.82781902461732	0	0.189033824390017	2.95233356636969	0	2.83995958748953	1.81147103052984	2.99457972421575	1.84799690655495	0	0	0	0	0	1.41142624572647	1.799087306074	0	0	0	0.0840642647884745	1.0071955014042	0	0.37851162325373	0.22650852980868	0.55581615506164	0.31034012061215	0.0976107966264223	0.189033824390017	0.31034012061215	0	0	0	2.40599235967584	0	0	0	0	0	0	0.659924558402378	0.20163386116965	0.613531652917927	0	1.65992455840238	0.0976107966264223	0	0.389566811762726	1.97819562968165	0.0976107966264223	0.6959938131099	0.713695814843359	0.799087306074004	1.83187724119167	0.0565835283663675	1.86789646399265	0	3.99457972421575	0.622930350920177	0.641546029087524	1.58976348698498	0.124328135002202	0	1.13093086982645	0	2.34198574722862	1.23266075679027	0	0.475084882948783	0.214124805352847	0.669026765509631	0.584962500721156	1.26303440583379	1.57046293102604	0.632268215499513	0.613531652917927	1.07724299893246	0.545968369105292	0.632268215499513	0.604071323668861	1.21412480535285	1.34482849699744	0.678071905112638	0.22650852980868	0.526068811667588	0	0.575312330687437	0.124328135002202	0.0976107966264223	0	0.485426827170242	1.30451104180995	0.124328135002202	0.748461233004036	0	0.831877241191673	0.782408564927373	0.0840642647884745	0	0.0840642647884745	0	0.7311832415722	0	0	0	0.594548549550354	0.137503523749935	0.22650852980868	0.238786859587116	0.790772037862
"POPDC2"	2.0496307677246	0	0	2.40053792958373	1.29278174922785	0	0	0	0	1.86393845042397	0	1.39506279951758	0	1.81557542886257	2.64616265715789	1.47508488294878	2.29865831556452	1.50080205305716	2.19219416528334	1.42223300068305	2.19534759832222	1.89530262133331	2.10097764772482	0.75702324650746	2.19534759832222	2.40871186102943	1.24488705912353	1.41683974191283	2.06350294230616	2.70929063572336	1.86393845042397	0	0	0	1.11103131238874	1.63226821549951	0	0	0	0	0	0.855989697308481	0	1.50589092972996	0	0	1.15704371014558	0.604071323668861	0	0	1.82781902461732	1.59454854955035	0.790772037862	0.713695814843359	1.56071495447448	1.30451104180995	1.4905701304462	1.76128527336162	1.81557542886257	1.83592407425437	1.15055967657538	0.863938450423971	1.27500704749987	2.51349074558812	1.54596836910529	0.941106310946431	0	1.29865831556452	1.1243281350022	0	0.910732661902913	1.0071955014042	2.63923216324928	1.32192809488736	1.59454854955035	1.16992500144231	1.8073549220576	1.49569516262407	1.84799690655495	1.53106949272595	2.16349873228288	1.67807190511264	2.79285535236249	1.44360665147561	2.85598969730848	1.65992455840238	1.75702324650746	0	1.11769504266975	0	1.65535182861255	1.9297909977186	1.28095631383106	2.02147972741045	2.10097764772482	2.29865831556452	1.87578006306849	1.60880924267552	1.6915341649192	1.31614574229336	1.51096191927738	1.76128527336162	1.34482849699744	1.85199883711245	1.49569516262407	1.02147972741045	1.31034012061215	1.0703893278914	1.87184364850932	1.35614381022528	1.60407132366886	2.21412480535285	1.65992455840238	1.40053792958373	1.18903382439002	2.114367024952	1.44360665147561	2.29865831556452	1.93734439215023	1.23878685958712	1.20163386116965	1.28688114778816	1.90689059560852	2.25096157353322	1.37295209791183	1.57531233068744	1.40053792958373	1.4541758931858	1.82781902461732	1.03562390973072	1.55581615506164	1.19534759832222	1.58496250072116	2.03210084316702	2.0036022366802	1.80322703643493	1.27500704749987	2.4541758931858	1.7311832415722	1.37295209791183	1.19534759832222	1.89141918684608
"NEGR1"	2.48800077083407	2.85199883711245	2.790772037862	2.54843662469604	2.54843662469604	3.24184018356467	2.57046293102604	3.5909612413426	2.12763327972587	2.82578562746479	3.39643353125099	2.37016428054021	3.78972925137577	2.66448284036468	3.16510798514454	4.27127625917593	2.81147103052984	1.22650852980868	2.83187724119167	1.59931779369823	2.83794324189103	2.16349873228288	2.25398926623079	3.76553474636298	2.70929063572336	2.70265754339091	2.95419631038688	2.70929063572336	2.56071495447448	2.20163386116965	2.44625622988956	3.29572302453997	2.93168305705981	2.32481060342048	2.51601514700366	1.14404636961671	5.1122831085982	2.89141918684608	4.03210084316702	1.03562390973072	2.72027846523333	3.0408924306469	2.70929063572336	2.32481060342048	2.48284828306847	2.68481873755322	2.82578562746479	3.03386345186628	3.10097764772482	4.44426950241348	0.748461233004036	1.58496250072116	2.31324585178756	1.44360665147561	0.7311832415722	4.74254523386605	0.641546029087524	0.545968369105292	3.70376517879341	1.03562390973072	2.18269229751619	1.82374936030827	1.11103131238874	1.15704371014558	6.24184018356467	2.68929916053589	1.35614381022528	2.24792751344359	2.30451104180995	2.77399632511117	0	1.78240856492737	0.925999418556223	0.918386234446348	1.26303440583379	1.55090066464752	1.97085365434048	1.32192809488736	1.92219784839637	1.70487196445635	2.58496250072116	0.863938450423971	1.98913900736823	1.36737106564853	1.37295209791183	2.39231742277876	1.81147103052984	3.43962313755712	3.58616424593091	3.37712374912949	1.37295209791183	2.31614574229336	1.76128527336162	2.22342254993494	3.92599941855622	2.21101219348551	2.39506279951758	2.80322703643493	2.22342254993494	1.42223300068305	1.71808758396052	2.24184018356467	2.14730669878029	2.06350294230616	3.0496307677246	2.15704371014558	1.55581615506164	2.03562390973072	1.44360665147561	1.54596836910529	2.54349588342577	1.76128527336162	1.72246602447109	1.96716860753263	2.07382023329167	1.63226821549951	3.83187724119167	2.7158933705476	1.60880924267552	2.03562390973072	2.16992500144231	2.15055967657538	2.22342254993494	1.83592407425437	2.46727948045998	2.53356334821451	2.21723071622067	1.40599235967584	3.34340782229781	0.807354922057604	2.61823865559545	1.84398384404833	2.46205231879643	2.68257329734758	1.16992500144231	1.30451104180995	1.65535182861255	1.93734439215023	1.37295209791183	0.748461233004036	1.42223300068305	1.06350294230616
"ADAMTS8"	2.26002565596146	2.15380533607904	3.54349588342577	3.22187708107703	1.57531233068744	2.17951105027151	3.18269229751619	1.0496307677246	3.62877359520165	2.93922657772821	3.10097764772482	2.57531233068744	2.06004738366994	1.30451104180995	1.0071955014042	0.815575428862573	1.25096157353322	0.641546029087524	2.15055967657538	0.464668267003444	1.95977015521147	0.333423733725192	0.739848102699327	0.0840642647884745	1.4594316186373	1.0496307677246	0.37851162325373	0.321928094887362	1.08406426478847	0.495695162624069	0.773996325111173	1.51601514700366	0	2.15055967657538	1.79493566280354	0.37851162325373	1.70043971814109	0.659924558402378	2.37573453858316	1.67355642399014	2.17632277264046	2.35614381022528	2.15055967657538	0	1.66902676550963	0.650764559116902	2.70043971814109	1.51601514700366	0	1.89530262133331	0.0285691521967709	0.0976107966264223	0.0143552929770701	0.20163386116965	0.526068811667588	0.0565835283663675	0.53605290024021	0.713695814843359	0.765534746362977	0.16349873228288	3.1906148602095	0.0426443374084937	0.495695162624069	0.632268215499513	0.0976107966264223	0.594548549550354	0.918386234446348	2.24488705912353	2.27798474729977	2.42223300068305	1.30451104180995	1.81557542886257	0.669026765509631	0.575312330687437	0.298658315564515	0.422233000683048	0.526068811667588	1.14404636961671	0.137503523749935	1.17632277264046	0.400537929583729	0.22650852980868	0.722466024471091	0.189033824390017	0.669026765509631	0.669026765509631	0.0565835283663675	1.11103131238874	2.10768786931437	2.60169651648096	0.411426245726465	0.782408564927373	0.367371065648529	0.545968369105292	0.150559676575381	0.238786859587116	0.0285691521967709	1.32192809488736	0.505890929729957	0.0285691521967709	0.604071323668861	0.464668267003444	0.722466024471091	0.632268215499513	0.411426245726465	0.344828496997441	0.176322772640463	0.286881147788162	0.22650852980868	0.575312330687437	0.84799690655495	0.604071323668861	1.18903382439002	0.20163386116965	0.0565835283663675	0.176322772640463	0.189033824390017	0.37851162325373	0.713695814843359	0.584962500721156	0.238786859587116	0.0426443374084937	2.66448284036468	4.13422093976063	0.0285691521967709	0.895302621333307	0.0565835283663675	4.11519974938544	0.16349873228288	0.790772037862	0.137503523749935	0.0565835283663675	0.0976107966264223	0.505890929729957	0.333423733725192	0.16349873228288	0.27500704749987	1.07724299893246	0.189033824390017	0.411426245726465	0.356143810225275	1.19534759832222
"RAB9B"	0	1.81147103052984	1.32768736417605	0	0	0	0	0	0	1.14404636961671	0	2.35614381022528	0	0.75702324650746	1	0.389566811762726	1.23266075679027	0.214124805352847	1.6507645591169	1.52105073690096	1.0703893278914	1.13750352374994	1.24488705912353	0.992768430768924	0.641546029087524	1.28095631383106	0.807354922057604	0.389566811762726	1.25096157353322	1.33342373372519	1.4594316186373	2.05658352836637	0	1.21412480535285	0	0.485426827170242	0	0	0	1.26303440583379	1.22650852980868	0	0	0	0	0	0	1.86393845042397	0	0	2.27798474729977	1.56071495447448	0.475084882948783	2.13750352374994	2.15704371014558	1.43295940727611	1.0703893278914	1.36176835941915	0.604071323668861	0.887525270741587	1.56071495447448	1.78240856492737	1.44360665147561	2.31614574229336	0.933572638261024	0	1.07724299893246	0	0	1.26303440583379	0	0	0.367371065648529	0.495695162624069	0.985500430304885	0.454175893185802	1.56559717585423	0.37851162325373	1.56071495447448	0.641546029087524	0.565597175854225	0.6959938131099	1.41142624572647	1	0.604071323668861	0.895302621333307	0.632268215499513	0	0	0	1.07724299893246	0.887525270741587	0.0840642647884745	1	1.52606881166759	1.36737106564853	1.01435529297707	0.748461233004036	0.613531652917927	0	1.46466826700344	1.32768736417605	0.933572638261024	1.0071955014042	1.26303440583379	0.411426245726465	0.422233000683048	0.739848102699327	1.36176835941915	1.16992500144231	0.823749360308273	1.66902676550963	0.584962500721156	1.71808758396052	0.704871964456353	0.584962500721156	1.4541758931858	1.29865831556452	0.604071323668861	0.432959407276106	0.622930350920177	0.411426245726465	0.6959938131099	1.14404636961671	0.831877241191673	1.01435529297707	1.36176835941915	0.584962500721156	1.78240856492737	0.641546029087524	0.687060688339892	1.48026512205446	0.650764559116902	1.28688114778816	0.985500430304885	0.84799690655495	0.925999418556223	1.31614574229336	1.27500704749987	1.11103131238874	1.44360665147561	0.454175893185802
"GPR17"	6.72260263685137	6.07510472220949	6.6318318506101	6.22554487000337	4.74523733212975	7.11405462933039	6.96428310106872	6.18962691588486	5.4541758931858	5.9676297534662	8.4947356048628	5.68425770505893	4.96716860753263	0.0285691521967709	0.0285691521967709	0	0	0	0.070389327891398	0	0.150559676575381	0.0285691521967709	0	0.0285691521967709	0.16349873228288	0.189033824390017	0.0285691521967709	0	0	0	0.0565835283663675	4.99412711400313	4.76765479823735	4.98413359454098	3.17312743348066	0	5.04526821513853	2.4541758931858	3.08406426478847	4.29645740737124	3.86492897228979	2.7158933705476	1.58976348698498	2.26903314645524	3.72900887033786	0.641546029087524	3.10265813136374	2.84197311892718	4.34766565630097	3.45285896471381	0	0	0	0.070389327891398	0.0285691521967709	0	0	0	0	0.0426443374084937	0	0	0	0	0	5.87381319835909	5.47800105583793	5.85124932023306	4.21179097625254	5.81326814176608	5.37747084284965	5.83364912759498	0	0	0	0	0	0	0	0	0.0285691521967709	0	0.0285691521967709	0	0	0.0285691521967709	0	4.16912328147676	4.03121873061072	5.18586654531133	0	0	0.137503523749935	0.0285691521967709	0	0.0285691521967709	0	0.0285691521967709	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0.0285691521967709	0	0	0	0	0.613531652917927	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0.0565835283663675	0	0	0	0	0	0	0.0285691521967709	0	0
"S1PR1"	4.67919857056692	4.21878116778407	2.27798474729977	4.29425313644451	2.43028527297778	4.49569516262407	4.87381319835909	3.10936055940423	2.22342254993494	3.35895882583233	4.43429461795993	2.69376571221778	2.47767732756531	4.89093302170554	4.50842865253186	3.39506279951758	4.73930807086039	4.0071955014042	5.83061027435791	4.17632277264046	5.62877359520165	4.56132613645392	3.90303827011291	5.66448284036468	3.78345665436024	4.98048235553826	5.54751152364422	4.5033487351675	4.53977919169849	3.40871186102943	4.04351949366274	1.790772037862	1.4541758931858	2.4276061727819	1.85199883711245	2.56803210477128	2.08065766334523	1.50080205305716	2.114367024952	1.44890095114513	1.83187724119167	1.23878685958712	0	1.84398384404833	1.65992455840238	0.933572638261024	1.63691458035588	2.44095219802964	1.08406426478847	2.79493566280354	2.5385381636298	2.0703893278914	1.97452931248388	2.63226821549951	3.69932952567316	2.81966818349646	2.28688114778816	2.50589092972996	3.5957423394744	2.79285535236249	2.64154602908752	2.18586654531133	2.9560566524124	3.12928301694497	2.38681094647222	4.75007048586569	3.23572705983806	3.37851162325373	1.82781902461732	2.78450398292957	2.96162332828694	4.11353381959191	4.81966818349646	3.0232553523003	3.71918344048179	3.0686708106651	3.7235585614721	3.87282875953489	3.45811948117451	3.35049724708413	4.44493204894218	3.51475349843975	4.88166461932035	3.38543103719352	4.78240856492737	4.25776496857139	3.39506279951758	1.97452931248388	2	1.88362081628567	2.77399632511117	3.54349588342577	3.16188768237689	3.11103131238874	3.22342254993494	3.68706068833989	2.46988597627446	3.98913900736823	2.82171021503467	2.75915583380027	3.08406426478847	2.76765479823735	3.0496307677246	2.77610398807316	3.31034012061215	3.5909612413426	3.14730669878029	2.60880924267552	3.38404980679516	3.77294133783134	3.66106547980695	3.66789212523023	3.30451104180995	3.48026512205446	2.56071495447448	3.78868571061353	3.60169651648096	2.83390207666916	3.72465027173297	2.7158933705476	2.7311832415722	2.53356334821451	3.43295940727611	3.66334461936608	3.87085786436376	4.44691786486603	2.78031009904338	3.20006486151431	3.10601323762212	2.22342254993494	2.45154083301783	2.92219784839637	2.9429835981871	3.10601323762212	3.48026512205446	2.40599235967584	2.93922657772821	3.8073549220576	2.84599177066457	2.78031009904338	2.98367769469807	3.09254574154357
"CTSG"	3.75702324650746	4.32553033156756	0	3.77505054148317	2.10433665981474	3.77082904603249	4.22650852980868	1.32768736417605	2.17632277264046	4.06695024392463	0	2.07724299893246	3.55336050333533	2.8094144442359	3.23878685958712	2.06004738366994	3.54843662469604	1.790772037862	3.36737106564853	3.34766565630097	3.90303827011291	2.68706068833989	3.79389588254888	3.73226919950145	5.20241772157518	4.40803246613065	3.28835856219366	3.85099939471647	2.98185265328974	3.36737106564853	3.12598165385472	0	0	2.03210084316702	1.72683121703249	0.16349873228288	3.5033487351675	0	0	1.33913738491959	0	0	0	0	0	0	0	0	0	0	0.356143810225275	0.367371065648529	0.111031312388744	1.8073549220576	0.748461233004036	0.650764559116902	0.713695814843359	2.12101540096137	1.37295209791183	0.124328135002202	0.286881147788162	1.36176835941915	0.27500704749987	1.48026512205446	0.22650852980868	3.86987140617771	3.40599235967584	0	0	2.47508488294878	2.90303827011291	0	1.05658352836637	1.34482849699744	1.790772037862	0.400537929583729	2.53106949272595	1.65535182861255	0.422233000683048	1.29865831556452	3.39506279951758	1.32192809488736	1.44360665147561	1.89141918684608	1.4905701304462	2.35614381022528	0.321928094887362	0	0	0	1.77399632511117	2.23266075679027	2.70487196445635	0.356143810225275	0.321928094887362	1.84799690655495	0.214124805352847	4.41345868800798	2.63459326844576	0.214124805352847	1.9297909977186	1.1243281350022	1.48542682717024	2.43028527297778	3.08236196955747	2.75915583380027	1.6915341649192	1.1243281350022	1.81147103052984	2.12763327972587	2.15055967657538	1.55090066464752	1.37295209791183	2.25398926623079	1.64154602908752	1.22650852980868	0.903038270112912	0.948600847493356	2.46466826700344	0.22650852980868	1.17632277264046	0.594548549550354	1.61353165291793	1.54101915313356	0.298658315564515	2.0496307677246	0.485426827170242	1.87970576628229	0.879705766282288	0.321928094887362	0	0.53605290024021	0.37851162325373	1.0496307677246	0.895302621333307	0.411426245726465	0.910732661902913	1.92599941855622	0.16349873228288	0.739848102699327	1.15055967657538	2.22032995487956
