"BC_HKB0199_1263_T"	"BC_HKB0567_M1337_T"	"BC_HKB0728_1447_T"	"BC_HKB0738_1475_T"	"BC_HKB0741_1471_T"	"BC_HKB0757_1496_T"	"BC_HKB0761_1499_T"	"BC_HKB0763_1511_T"	"BC_HKB0772_1460_T"	"BC_HKB0838_1563_T"	"BC_HKB0890_1550_T"	"BC_HKB2106_1619_T"	"BC_HKB2107_1620_T"	"HKB0052_3000_T"	"HKB0054_3000_T"	"HKB0064_3004_T"	"HKB0074_3000_T"	"HKB0097_3000_T"	"HKB0120_3000_T"	"HKB0124_3003_T"	"HKB0129_3000_T"	"HKB0155_3000_T"	"HKB0158_3006_T"	"HKB0160_3000_T"	"HKB0161_3001_T"	"HKB0186_3000_T"	"HKB0207_3001_T"	"HKB0552_3000_T"	"HKB0573_3000_T"	"HKB0620_3000_T"	"HKB0719_3002_T"	"BC_HKB0775_1470_T"	"BC_HKB0876_1543_T"	"BC_HKB1366_1663_T"	"BC_HKB2116_1671_T"	"HKB0092_3000_T"	"BC_HKB0555_1321_T"	"BC_HKB0570_1319_T"	"BC_HKB0588_M1349_T"	"BC_HKB0715_1407_T"	"BC_HKB0733_1459_T"	"BC_HKB0774_1469_T"	"BC_HKB0834_1553_T"	"BC_HKB0874_1537_T"	"BC_HKB0878_1544_T"	"BC_HKB0894_1583_T"	"BC_HKB2105_1618_T"	"BC_HKB2109_1628_T"	"BC_HKB2119_1690_T"	"BC_HKB2123_1695_T"	"HKB0006_3006_T"	"HKB0078_3000_T"	"HKB0147_3000_T"	"HKB0159_3006_T"	"HKB0196_3006_T"	"HKB0222_3006_T"	"HKB0227_3006_T"	"HKB0228_3002_T"	"HKB0230_3006_T"	"HKB0540_3000_T"	"HKB0585_3000_T"	"HKB0713_3000_T"	"HKB0726_3000_T"	"HKB0748_3000_T"	"HKB0750_3000_T"	"BC_HKB0022_649_T"	"BC_HKB0543_1306_T"	"BC_HKB0779_1486_T"	"BC_HKB0831_1520_T"	"BC_HKB0873_1549_T"	"BC_HKB0899_M1605_T"	"BC_HKB1385_1721_T"	"HKB0040_3002_T"	"HKB0050_3005_T"	"HKB0069_3000_T"	"HKB0079_3006_T"	"HKB0094_3006_T"	"HKB0127_3006_T"	"HKB0167_3006_T"	"HKB0194_3006_T"	"HKB0220_3000_T"	"HKB0659_3000_T"	"HKB0674_3000_T"	"HKB0683_3000_T"	"HKB0736_3000_T"	"HKB0751_3000_T"	"HKB0752_3000_T"	"BC_HKB0215_1134_T"	"BC_HKB0913_1654_T"	"BC_HKB0917_1656_T"	"HKB0007_3005_T"	"HKB0008_3006_T"	"HKB0016_3006_T"	"HKB0023_3006_T"	"HKB0031_3001_T"	"HKB0033_3006_T"	"HKB0038_3006_T"	"HKB0049_3006_T"	"HKB0067_3006_T"	"HKB0080_3006_T"	"HKB0086_3006_T"	"HKB0088_3000_T"	"HKB0089_3001_T"	"HKB0098_3005_T"	"HKB0101_3000_T"	"HKB0102_3006_T"	"HKB0115_3006_T"	"HKB0123_3006_T"	"HKB0141_3006_T"	"HKB0143_3006_T"	"HKB0162_3006_T"	"HKB0164_3006_T"	"HKB0168_3006_T"	"HKB0179_3006_T"	"HKB0182_3006_T"	"HKB0191_3001_T"	"HKB0208_3006_T"	"HKB0209_3004_T"	"HKB0214_3006_T"	"HKB0219_3001_T"	"HKB0221_3001_T"	"HKB0226_3001_T"	"HKB0558_3000_T"	"HKB0564_3000_T"	"HKB0576_3000_T"	"HKB0579_3000_T"	"HKB0599_3000_T"	"HKB0605_3000_T"	"HKB0638_3000_T"	"HKB0653_3000_T"	"HKB0665_3000_T"	"HKB0668_3000_T"	"HKB0698_3000_T"	"HKB0701_3000_T"	"HKB0718_3000_T"	"HKB0722_3002_T"	"HKB0734_3000_T"	"HKB0737_3000_T"	"HKB0744_3000_T"	"HKB0070_3002_T"	"HKB0134_3006_T"	"HKB0656_3000_T"
"LRRC18"	5.44161626940656	4.5765221379205	6.12350066435096	4.37851162325373	3.49185309632967	2.9126498648972	3.9560566524124	4.22187708107703	4.57712666130705	3.0036022366802	5.99616274268106	4.85748342828667	4.62819033461521	0.238786859587116	0.070389327891398	0.070389327891398	0.176322772640463	0	0.150559676575381	0.070389327891398	0.6959938131099	0.250961573533219	0.20163386116965	0	0.176322772640463	0.238786859587116	0.150559676575381	0.111031312388744	0.111031312388744	0	0.137503523749935	3.54843662469604	3.40463068421761	4.35049724708413	4.86542397831313	0.070389327891398	3.67581593117227	3.03913839390696	3.0686708106651	2.3533232911629	2.91647664443772	1.28095631383106	1.44890095114513	3.80838505065609	2.70487196445635	1.39506279951758	0	4	1.60880924267552	2.15380533607904	0	0	0.0426443374084937	0.0565835283663675	0.0426443374084937	0.0976107966264223	0	0	0	0	0	0	0	0.0840642647884745	0	5.61323695471633	6.723422039585	6.12142990894896	6.67779010121666	6.29204549249286	6.17592374206376	7.47532812262242	0	0.27500704749987	0	0.0426443374084937	0.070389327891398	0.124328135002202	0.0840642647884745	0.124328135002202	0.070389327891398	0	0.0840642647884745	0	0	0	0	3.65535182861255	3.4867143730307	3.57410150808939	0.0426443374084937	0.176322772640463	0	0	0	0.238786859587116	0.0426443374084937	0.250961573533219	0	0.0426443374084937	0	0.189033824390017	0.0426443374084937	0.176322772640463	0.263034405833794	0	0.214124805352847	0.0285691521967709	0.0426443374084937	0.0565835283663675	0.37851162325373	0.0840642647884745	0.0840642647884745	0	0	0.0565835283663675	0.111031312388744	0.070389327891398	0.0976107966264223	0	0.20163386116965	0.0840642647884745	0	0.20163386116965	0	1.05658352836637	0.070389327891398	0	0	0.20163386116965	0.0976107966264223	0.0426443374084937	0.443606651475615	0	0	0	0.070389327891398	0	0	0.070389327891398	0.0565835283663675	0
"STMND1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"DTHD1"	1.25701061820602	0	1.60880924267552	0	0	0	0	0.516015147003665	0	1.11769504266975	0	0.545968369105292	0	1	1.38956681176273	0.495695162624069	1.29865831556452	0.411426245726465	0.604071323668861	0.389566811762726	1.81147103052984	0.84799690655495	0.16349873228288	0.622930350920177	0.37851162325373	1.22032995487956	1.55090066464752	0.565597175854225	1.08406426478847	0.739848102699327	0.704871964456353	0	1.22650852980868	0	0.7311832415722	0.137503523749935	0	0	0	0	1.97819562968165	0	0	0	0	0	0	0.75702324650746	0	0	0.070389327891398	0.298658315564515	0.0840642647884745	0.16349873228288	0.189033824390017	0.464668267003444	0.22650852980868	0.333423733725192	0.137503523749935	0.189033824390017	0	0.0840642647884745	0.124328135002202	0.594548549550354	0.0426443374084937	0.495695162624069	1.48542682717024	1.81147103052984	2.84599177066457	0.910732661902913	0	3.07210580048042	2.87184364850932	1.68706068833989	0.669026765509631	0.7311832415722	1.11769504266975	0.815575428862573	1.09085343045111	0.526068811667588	1.13750352374994	0.863938450423971	2.07724299893246	1.41142624572647	3.4931349223055	1.82781902461732	1.4594316186373	0.948600847493356	0	0	0.422233000683048	0.970853654340484	0.704871964456353	0.584962500721156	0.124328135002202	0.20163386116965	0.150559676575381	0.53605290024021	0.321928094887362	0.150559676575381	0.22650852980868	0.495695162624069	0.344828496997441	0.584962500721156	0.739848102699327	0.189033824390017	0.545968369105292	0	0.464668267003444	0.879705766282288	0.678071905112638	0.070389327891398	0.400537929583729	0.238786859587116	0.250961573533219	0.31034012061215	0.594548549550354	0.189033824390017	1.04264433740849	0.367371065648529	0.400537929583729	0.111031312388744	0.27500704749987	0.367371065648529	0.298658315564515	1.60880924267552	0.22650852980868	0.55581615506164	0.070389327891398	0.650764559116902	0.176322772640463	0.20163386116965	0.903038270112912	0.070389327891398	0.687060688339892	0.495695162624069	0.422233000683048	0.189033824390017	0.070389327891398	0.298658315564515	0.704871964456353	0.111031312388744
"MS4A8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ECT2L"	4.08576455377831	3.78450398292957	4.50207595604579	2.60880924267552	3.24031432933371	3.21256933885081	4.71973105674985	4.35614381022528	4.46858331700683	3.67807190511264	3.94016675048282	3.69376571221778	4.28466218548316	0.263034405833794	0.137503523749935	0.31034012061215	0.27500704749987	0.150559676575381	0.150559676575381	0.0976107966264223	0.748461233004036	0.176322772640463	0.411426245726465	0.070389327891398	0.176322772640463	0.124328135002202	0.070389327891398	0.855989697308481	0.27500704749987	0.485426827170242	0.344828496997441	4.62935662007961	5.13381009110603	5.31179371775365	4.79649392942584	0.475084882948783	3.97361127551947	3.50842865253186	4.06695024392463	4.05918219921169	4.06608919045777	4.22342254993494	4.81198471935167	4.92552476974757	4.67185946824748	3.01792190799726	4.65535182861255	3.9126498648972	4.38404980679516	3.72683121703249	0.0840642647884745	0.55581615506164	0.070389327891398	0.150559676575381	0.0143552929770701	0.238786859587116	0.31034012061215	0.321928094887362	0.632268215499513	0.0285691521967709	0.20163386116965	0.0143552929770701	0.475084882948783	0.176322772640463	0.37851162325373	3.47378691161437	3.79805051476751	3.45680614923047	4.83035674741922	4.50652577904312	2.9429835981871	5.01881218574282	0.0143552929770701	0.389566811762726	0.0285691521967709	0.0143552929770701	0.0840642647884745	0.948600847493356	0.124328135002202	0.0565835283663675	0.495695162624069	0.124328135002202	0.0976107966264223	0.250961573533219	0.411426245726465	0.464668267003444	0.286881147788162	3.38818953715608	3.81762325751143	4.18348651445939	0.632268215499513	0.214124805352847	0.286881147788162	0.7311832415722	0.137503523749935	0.111031312388744	0.070389327891398	0.516015147003665	0.321928094887362	1.30451104180995	0.20163386116965	0.070389327891398	0.0565835283663675	0.124328135002202	0.214124805352847	0.111031312388744	0.238786859587116	0.53605290024021	0.485426827170242	0.0976107966264223	0.0976107966264223	0.137503523749935	0.176322772640463	0.176322772640463	0.124328135002202	0.37851162325373	0.613531652917927	0.422233000683048	0.0840642647884745	0.250961573533219	0.111031312388744	0.613531652917927	0.111031312388744	0.238786859587116	0.0285691521967709	0.584962500721156	0.22650852980868	0.27500704749987	0.0285691521967709	0.0565835283663675	0.27500704749987	3.16349873228288	0.344828496997441	0.464668267003444	0.31034012061215	0.575312330687437	0.124328135002202	0.070389327891398	0.495695162624069	0.495695162624069	0.0565835283663675	0.632268215499513
"RIIAD1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SFTPA2"	0	0	0.6959938131099	0	0	0	0	0	0	0	2.56315813040281	0	0	0.687060688339892	0.565597175854225	0.37851162325373	0.454175893185802	0.238786859587116	0.344828496997441	0.575312330687437	0.356143810225275	1.51096191927738	3.24944534108584	0.238786859587116	0.0426443374084937	0.722466024471091	0.622930350920177	0	1.18269229751619	0	0.0565835283663675	0	0	3.22650852980868	0	0.150559676575381	0	0	0	0	0	0.669026765509631	0	0	0	0	0	0	0	0	0.286881147788162	0.0565835283663675	0.0840642647884745	0.176322772640463	0.356143810225275	0	0.0426443374084937	0.214124805352847	0.948600847493356	0.6959938131099	0.933572638261024	0.400537929583729	0.0565835283663675	0.55581615506164	0.0565835283663675	0	0	0	0	0	0	0	0.389566811762726	0.16349873228288	0	0.0840642647884745	0.0840642647884745	3.26903314645524	0	0.0285691521967709	6.49393548558052	0.124328135002202	0.475084882948783	1.60407132366886	0.0426443374084937	0.0285691521967709	1.25096157353322	0	0	0	0	0.55581615506164	0	0.790772037862	0	0.545968369105292	0.286881147788162	0.321928094887362	0.070389327891398	0	0	0.0976107966264223	0.263034405833794	0.0285691521967709	1.87578006306849	0.0285691521967709	2.23878685958712	0	0.0565835283663675	0.124328135002202	0.895302621333307	0.124328135002202	0.0285691521967709	0	0.432959407276106	0	0.150559676575381	0.411426245726465	0	0.286881147788162	0	0	3.44757919654888	0.070389327891398	0.0285691521967709	0	1.51601514700366	1.72683121703249	2.17312743348066	0.941106310946431	0.189033824390017	0.333423733725192	1.36737106564853	0	1.35614381022528	0.0565835283663675	0.516015147003665	0.75702324650746	0.0285691521967709	0.189033824390017	0.333423733725192	0.238786859587116
"GGTLC1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0.575312330687437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0.0565835283663675	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0.0565835283663675	0	0	0.0565835283663675	0	0	0.0840642647884745	0	0.16349873228288	0	0.214124805352847	0	0.263034405833794	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0	0.31034012061215	0	0	0	0	0	0	0	0.176322772640463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124328135002202	0	0	0	0.070389327891398	0.070389327891398	0	0	0	0	0
"TEX26"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SCGB1A1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.51601514700366	0	0	0	0.27500704749987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.48767927890162	0	0	0	0	3.19534759832222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.23802251782572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38404980679516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22650852980868	0	0	0.344828496997441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.367371065648529	0.214124805352847
"SEC14L3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0.839959587489532	0	0	0	0	0	0	0.669026765509631	0	0	0	0	0	0	0	0	0.823749360308273	0	0	0	0	0	0	0	0	0	0	0	0.22650852980868	0	0	0	0.0976107966264223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0
"SFTPC"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22650852980868	0	0	0	0	0	0	1.96347412397489	0	0	0	0	0	0	0	0	0	1.22650852980868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4276061727819	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.263034405833794	0	0	0	0	0	0	0	0.0976107966264223	0	0	0	0.137503523749935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NAPSA"	0.978195629681652	0	2.33342373372519	1.20163386116965	2.13093086982645	0	0	0	2.08746284125034	0.863938450423971	0	1.57046293102604	2.42223300068305	0.367371065648529	0.584962500721156	0.464668267003444	0.650764559116902	0.526068811667588	0.16349873228288	0.831877241191673	0.250961573533219	0.782408564927373	0.910732661902913	0.0565835283663675	0.189033824390017	0.111031312388744	0.238786859587116	0.815575428862573	0.298658315564515	0.298658315564515	0.485426827170242	0	1.79493566280354	0.956056652412403	1.26903314645524	0.400537929583729	1.82781902461732	1.56559717585423	1.1243281350022	0	0	0	0	0	0	2.27500704749987	1.09761079662642	0	0	0	0.485426827170242	0.27500704749987	0.298658315564515	0	0.53605290024021	0.389566811762726	0.0565835283663675	0.238786859587116	0.356143810225275	0.454175893185802	0.495695162624069	0.526068811667588	0.137503523749935	0.367371065648529	0.678071905112638	0	2.0036022366802	2.97819562968165	0	0	2.85199883711245	0	0.367371065648529	0.263034405833794	0.16349873228288	0.298658315564515	0.970853654340484	0.214124805352847	0.464668267003444	0.250961573533219	0.250961573533219	0.250961573533219	0.632268215499513	0.748461233004036	0.963474123974886	0.263034405833794	0.176322772640463	1.57531233068744	1.26903314645524	0	0.0426443374084937	0.111031312388744	0.22650852980868	0.0426443374084937	0.16349873228288	0.933572638261024	0.137503523749935	0.150559676575381	0.53605290024021	0.298658315564515	0.31034012061215	0.807354922057604	0.659924558402378	0.422233000683048	0.37851162325373	0.263034405833794	0.150559676575381	0.176322772640463	0.545968369105292	0.367371065648529	0.176322772640463	0.422233000683048	0.526068811667588	0.333423733725192	0.799087306074004	0.344828496997441	0.298658315564515	0.37851162325373	0.367371065648529	0.687060688339892	0.0976107966264223	0.356143810225275	0.0285691521967709	0.565597175854225	0.189033824390017	0.75702324650746	0.545968369105292	0.263034405833794	0.389566811762726	0.356143810225275	0.263034405833794	0.0840642647884745	0.0840642647884745	0.632268215499513	0.526068811667588	0.659924558402378	0.6959938131099	0.20163386116965	0.238786859587116	0.250961573533219	0.31034012061215	0.0976107966264223
"SERPINI2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0.0426443374084937	0	0.176322772640463	0.150559676575381	0.0565835283663675	0.0976107966264223	0	0.137503523749935	0.150559676575381	0	0.0565835283663675	0.0565835283663675	0.0976107966264223	0.27500704749987	0.443606651475615	0.286881147788162	0.176322772640463	0	0	0	0	0.31034012061215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0.0565835283663675	0	0	0.0565835283663675	0.176322772640463	0	0.070389327891398	0	0.20163386116965	0	0.111031312388744	0.111031312388744	0	0	0	0	0	0	0	0.298658315564515	0.910732661902913	0.298658315564515	0	0	0.0426443374084937	0	0	0.0565835283663675	0	0.0565835283663675	0.389566811762726	0.137503523749935	0.176322772640463	0.0840642647884745	0	0	0	0.16349873228288	0.298658315564515	0.0565835283663675	0.176322772640463	0.0565835283663675	0.0426443374084937	0	0	0.0976107966264223	0	0.0565835283663675	0	0.0285691521967709	0.189033824390017	0.070389327891398	0.137503523749935	0.250961573533219	0	0.0426443374084937	0.111031312388744	0.0565835283663675	0	0.111031312388744	0.111031312388744	0	0.0426443374084937	0	0.150559676575381	0.16349873228288	0.0426443374084937	0.0426443374084937	0.0565835283663675	0.0285691521967709	0.37851162325373	0	0.356143810225275	0.0976107966264223	0.176322772640463	0.176322772640463	0.0426443374084937	0	0	0.55581615506164	0	0	0.0426443374084937	0.263034405833794	0	0	0.0840642647884745	0	0
"C8orf34"	0	0	0	0	0.863938450423971	0	0	0	0	0	0	0.669026765509631	0	0.516015147003665	0.344828496997441	0.443606651475615	0.910732661902913	2.14730669878029	1.20163386116965	0.22650852980868	3.53106949272595	0.070389327891398	0.31034012061215	2.80322703643493	0.545968369105292	0.37851162325373	0.594548549550354	0.650764559116902	0.863938450423971	4.92029330021101	0.956056652412403	0	0	0.739848102699327	0.887525270741587	0.124328135002202	0	0.739848102699327	0	0	1.58014548442338	0	0	1.23266075679027	2.13422093976063	0	0	0.464668267003444	0	0	0.0285691521967709	0.0976107966264223	0.263034405833794	0.0426443374084937	0.0285691521967709	0.37851162325373	0.111031312388744	0.0976107966264223	0	0.22650852980868	0.0285691521967709	0	0.238786859587116	0.176322772640463	0.0143552929770701	1.03562390973072	0	0	0.7311832415722	0	0	0	0.604071323668861	0.137503523749935	0.189033824390017	0	0.124328135002202	0.124328135002202	0.150559676575381	0.0976107966264223	0.389566811762726	0	0.31034012061215	0.475084882948783	0.150559676575381	0.516015147003665	0.214124805352847	0	0	0	0.344828496997441	0.584962500721156	0.070389327891398	0.485426827170242	1.22032995487956	0.137503523749935	4.3526172989585	0.189033824390017	0.189033824390017	0.0565835283663675	0.321928094887362	0.250961573533219	0.137503523749935	0.298658315564515	0.422233000683048	0.286881147788162	0.641546029087524	0.0976107966264223	0.22650852980868	0.545968369105292	0.27500704749987	0.333423733725192	0.37851162325373	0.31034012061215	0.22650852980868	0.0565835283663675	0.286881147788162	1.33913738491959	0.286881147788162	0.214124805352847	0.150559676575381	0.0976107966264223	0.176322772640463	0.411426245726465	0.575312330687437	0.344828496997441	0.20163386116965	1.87184364850932	0.0285691521967709	0.070389327891398	0.27500704749987	0.454175893185802	1.50080205305716	0.20163386116965	0.189033824390017	0.356143810225275	0.432959407276106	0.367371065648529	0.659924558402378	0.238786859587116	0.464668267003444	0.0565835283663675
"AP000322.53"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AZU1"	1.37295209791183	0	0	0	0	0	0	0	0	0	0	0	0	0.263034405833794	0.773996325111173	0	0.443606651475615	0.422233000683048	0.0840642647884745	0	0.298658315564515	0.250961573533219	0.16349873228288	0	0	0	0.16349873228288	0.0976107966264223	0.070389327891398	0	0.070389327891398	0	0	0	0	0	0	1.38404980679516	0	0	0	0	2.29572302453997	0	0	0	0	0	0	0	1.34482849699744	0.985500430304885	0.0565835283663675	1.85199883711245	0.20163386116965	1.22032995487956	0.594548549550354	0.75702324650746	0.75702324650746	0.176322772640463	0.298658315564515	1.41142624572647	0.992768430768924	0.176322772640463	0.0976107966264223	0	0	0	0	0	0	0	0.0976107966264223	0.641546029087524	0	0	1.08406426478847	0	0	1.28095631383106	0	0	0.250961573533219	0.070389327891398	0.22650852980868	0.963474123974886	0	0	0	0	0.722466024471091	0.545968369105292	0.344828496997441	0.0840642647884745	0	2.22650852980868	0.526068811667588	0.0840642647884745	0.389566811762726	0.150559676575381	0.250961573533219	0.678071905112638	0	0.250961573533219	0.0565835283663675	0.411426245726465	0.298658315564515	0.124328135002202	0.495695162624069	0.31034012061215	0	1.30451104180995	0.176322772640463	0.189033824390017	0.124328135002202	0.250961573533219	0.0976107966264223	0.16349873228288	1.02147972741045	0.704871964456353	0.298658315564515	0.773996325111173	0.0565835283663675	0.516015147003665	0.0840642647884745	1.50589092972996	1.59931779369823	0.214124805352847	0	0.495695162624069	0	0.070389327891398	0.070389327891398	0.0840642647884745	0	0	0.790772037862	0	0	0.389566811762726	0.137503523749935	0.150559676575381
"AGER"	3.29278174922785	3.98550043030489	3.26753579806873	3.63575439127776	3.09085343045111	2.57288966842058	3.28095631383106	4.18189764310839	5.52732060787705	3.96254902292306	6.52230689287139	4.46858331700683	3.77294133783134	1.37851162325373	1.91456452349394	1.83592407425437	1.59454854955035	1.16349873228288	1.11103131238874	1.06350294230616	1.38404980679516	1.26903314645524	1.04264433740849	0.925999418556223	1.54596836910529	1.4905701304462	0.687060688339892	0.863938450423971	0.963474123974886	0.831877241191673	0.879705766282288	4.41142624572646	2.24184018356467	3.96624587322494	5.46074256378964	1.62760683812965	1.1243281350022	2.28983446517751	3.30888505741176	3.81659970653491	4.18428029441938	3.72900887033786	4.71918344048179	2.56559717585422	4.14404636961671	3.06004738366994	3.0686708106651	4.27575204882853	1.58014548442338	2.72465027173297	1.38404980679516	1.86789646399265	0.238786859587116	0.918386234446348	0.613531652917927	2.16992500144231	1.47508488294878	0.978195629681652	1.36737106564853	0.575312330687437	0.925999418556223	0.790772037862	0.584962500721156	0.863938450423971	1.16349873228288	2.38128337250378	4.84599177066457	3.62993940943954	5.26303440583379	3.26603689399532	4.73930807086039	3.82068956055921	1.88752527074159	0.978195629681652	2	1.29865831556452	0.831877241191673	0.933572638261024	1.28688114778816	0.963474123974886	0.807354922057604	0.604071323668861	1.97085365434048	1.0496307677246	2.86789646399265	1.05658352836637	1.52606881166759	3.86294724802092	4.92931759491176	2.76553474636298	0.918386234446348	1.74416109557041	0.739848102699327	1.03562390973072	0.985500430304885	1.31614574229336	0.782408564927373	1.67807190511264	1.06350294230616	0.713695814843359	1.40053792958373	2.15380533607904	1.01435529297707	1.22650852980868	1.48542682717024	0.895302621333307	0.669026765509631	0.111031312388744	0.454175893185802	1.16992500144231	1.0496307677246	0.963474123974886	1.18903382439002	1.63226821549951	1.15055967657538	1.20789285164133	1.95977015521147	1.58976348698498	1.16349873228288	0.53605290024021	1.03562390973072	0.963474123974886	0.411426245726465	0.687060688339892	0.641546029087524	0.863938450423971	0.584962500721156	1.0496307677246	0.887525270741587	0.748461233004036	1.20163386116965	0.356143810225275	1.0496307677246	0.815575428862573	0.669026765509631	0.925999418556223	1.14404636961671	0.748461233004036	0.176322772640463	1.53605290024021	1.07724299893246	0.464668267003444
