"BC_HKB0187_1214_T"	"BC_HKB0759_1488_T"	"BC_HKB0915_M1647_T"	"BC_HKB0917_1656_T"	"BC_HKB1366_1663_T"	"BC_HKB2109_1628_T"	"HKB0086_3006_T"	"HKB0089_3001_T"	"HKB0168_3006_T"	"BC_HKB0112_933_T"	"BC_HKB0641_1392_T"	"BC_HKB0899_M1605_T"	"BC_HKB0921_1575_T"	"BC_HKB1370_1673_T"	"BC_HKB1385_1721_T"	"BC_HKB2118_1689_T"	"BC_HKB2127_1726_T"	"HKB0007_3005_T"	"HKB0079_3006_T"	"HKB0143_3006_T"	"HKB0211_3002_T"	"HKB0752_3000_T"	"BC_HKB0056_809_T"	"BC_HKB0555_1321_T"	"BC_HKB0662_1294_T"	"BC_HKB0761_1499_T"	"BC_HKB0772_1460_T"	"BC_HKB0775_1470_T"	"BC_HKB0876_1543_T"	"BC_HKB0892_1559_T"	"BC_HKB0923_1584_T"	"BC_HKB2106_1619_T"	"HKB0004_3006_T"	"HKB0005_3001_T"	"HKB0019_3006_T"	"HKB0023_3006_T"	"HKB0036_3006_T"	"HKB0038_3006_T"	"HKB0044_3006_T"	"HKB0056_3002_T"	"HKB0065_3006_T"	"HKB0069_3000_T"	"HKB0084_3000_T"	"HKB0091_3001_T"	"HKB0125_3006_T"	"HKB0134_3006_T"	"HKB0157_3006_T"	"HKB0161_3001_T"	"HKB0182_3006_T"	"HKB0210_3006_T"	"HKB0233_3006_T"	"HKB0626_3000_T"	"HKB0644_3000_T"	"HKB0650_3000_T"	"HKB0659_3000_T"	"HKB0665_3000_T"	"HKB0677_3000_T"	"HKB0710_3000_T"	"HKB0734_3000_T"	"BC_HKB0728_1447_T"	"BC_HKB0754_1481_T"	"BC_HKB0830_1541_T"	"BC_HKB0882_1555_T"	"BC_HKB2107_1620_T"	"BC_HKB2112_1636_T"	"BC_HKB0715_1407_T"	"BC_HKB0733_1459_T"	"BC_HKB0895_1582_T"	"BC_HKB0906_1627_T"	"BC_HKB1372_1697_T"	"BC_HKB2119_1690_T"	"BC_HKB0022_649_T"	"BC_HKB0199_1263_T"	"BC_HKB0543_1306_T"	"BC_HKB0561_1308_T"	"BC_HKB0567_M1337_T"	"BC_HKB0582_1333_T"	"BC_HKB0738_1475_T"	"BC_HKB0741_1471_T"	"BC_HKB0757_1496_T"	"BC_HKB0779_1486_T"	"BC_HKB0827_1539_T"	"BC_HKB0828_M1542_T"	"BC_HKB0831_1520_T"	"BC_HKB0833_1552_T"	"BC_HKB0838_1563_T"	"BC_HKB0873_1549_T"	"BC_HKB0890_1550_T"	"BC_HKB2116_1671_T"	"HKB0008_3006_T"	"HKB0033_3006_T"	"HKB0040_3002_T"	"HKB0049_3006_T"	"HKB0050_3005_T"	"HKB0052_3000_T"	"HKB0054_3000_T"	"HKB0064_3004_T"	"HKB0070_3002_T"	"HKB0074_3000_T"	"HKB0082_3006_T"	"HKB0088_3000_T"	"HKB0094_3006_T"	"HKB0098_3005_T"	"HKB0101_3000_T"	"HKB0120_3000_T"	"HKB0124_3003_T"	"HKB0127_3006_T"	"HKB0129_3000_T"	"HKB0141_3006_T"	"HKB0155_3000_T"	"HKB0158_3006_T"	"HKB0160_3000_T"	"HKB0162_3006_T"	"HKB0164_3006_T"	"HKB0167_3006_T"	"HKB0186_3000_T"	"HKB0194_3006_T"	"HKB0207_3001_T"	"HKB0208_3006_T"	"HKB0209_3004_T"	"HKB0214_3006_T"	"HKB0220_3000_T"	"HKB0552_3000_T"	"HKB0564_3000_T"	"HKB0573_3000_T"	"HKB0579_3000_T"	"HKB0605_3000_T"	"HKB0674_3000_T"	"HKB0683_3000_T"	"HKB0718_3000_T"	"HKB0719_3002_T"	"HKB0736_3000_T"	"HKB0737_3000_T"	"HKB0751_3000_T"
"BCL11A"	0	0.75702324650746	1.02147972741045	0.594548549550354	1.55581615506164	0.286881147788162	0.565597175854225	0.214124805352847	0.933572638261024	4.22110372536788	0	4.99729240763651	1.60880924267552	0	1.99276843076892	0.37851162325373	0	0.831877241191673	0.594548549550354	0.678071905112638	4.51159454153741	2.68032435684402	3.05484847699562	0.773996325111173	3.38543103719352	1.92219784839637	1.90303827011291	1.51601514700366	1.67355642399014	4.94157586181824	2.58014548442338	0.748461233004036	3.48542682717024	3.98185265328974	1.75274859140713	1.01435529297707	2.72900887033786	0.321928094887362	0.823749360308273	3.74200621086674	3.17472598770613	2.68257329734758	0.485426827170242	4.06522762277562	2.34482849699744	3.57288966842058	3.78555055173926	3.21412480535285	1.26303440583379	3.8569856897822	3.83794324189103	1.34482849699744	4.51601514700366	3.52857131887076	2.54596836910529	0.782408564927373	2.64385618977472	2.114367024952	0.790772037862	4.52418907844937	0	0.650764559116902	0.584962500721156	2.65535182861255	0.356143810225275	2.53106949272595	0.400537929583729	0	0.344828496997441	2.09423606984577	0	1.67355642399014	2.96716860753263	3.40190347160796	2.82578562746479	0.855989697308481	0	0	1.25701061820602	0	2.95791459863299	0	0.37851162325373	3.57167680997093	0.37851162325373	0.659924558402378	3.92694824794977	5.62702310555406	0	0.53605290024021	0.389566811762726	3.6564963705535	0.53605290024021	1.06350294230616	1.35049724708413	2.22958792274065	0.575312330687437	1.33342373372519	1.94110631094643	0.765534746362977	0.970853654340484	0.839959587489532	1.0071955014042	0.485426827170242	0.903038270112912	0.910732661902913	1.20163386116965	1.62760683812965	0.632268215499513	1.16992500144231	3.11103131238874	0.263034405833794	0.879705766282288	1.77820857639809	1.29865831556452	1.36176835941915	1.64616265715789	0.815575428862573	0.659924558402378	0.22650852980868	1.36737106564853	2.82578562746479	0.20163386116965	2.01792190799726	2.07724299893246	1.18903382439002	0.263034405833794	2.39231742277876	1.32192809488736	0.443606651475615	1.87184364850932	2.48542682717024	0.978195629681652	1.29278174922785
"MIA"	0	1.89141918684608	1.64154602908752	0	3.17472598770613	0	1.95233356636969	0.839959587489532	2.70708299177171	4.41683974191283	0	4.93687346182423	0	0	0	0	0	1.6507645591169	0.839959587489532	0.333423733725192	7.5537444745512	0.344828496997441	0	0	2.8094144442359	0	0	0	0	0	1.94485844580754	0	5.611172380044	7.78855521492886	1.28095631383106	3.76022094646651	1.07724299893246	2.91456452349394	1.08406426478847	2.26603689399532	8.54403710186167	2.78240856492737	3.53977919169849	9.77761697117882	7.45145840978583	8.16339809435316	7.87172046232123	3.26753579806873	2.28392177230762	0.941106310946431	8.52751610295721	1.10433665981474	2.38956681176273	1.25701061820602	6.6160341601211	3.55826763405574	7.04341012815908	7.19012097261408	2.51349074558812	3.23112515787905	0	0	0	0	0	0	0	0	0	0	2.17632277264046	1.4594316186373	0	0	0	0	1.6959938131099	0	0	0	0	0	0	2.02147972741045	0	0	1.97085365434048	0	0	1.85996954822103	1.62293035092018	1.18269229751619	0.27500704749987	0.910732661902913	2.9297909977186	4.72082566608984	2.22032995487956	3.31903981556254	3.55826763405574	0.176322772640463	4.50080205305716	2.52857131887076	3.93640237772506	0.855989697308481	1.1243281350022	3.01970191444255	2.98913900736823	3.29865831556452	2.97085365434048	0.622930350920177	3.60999129521268	0.150559676575381	0.526068811667588	5.29719141656586	1.23878685958712	2.47767732756531	2.16027483140859	2.02856915219677	1.56559717585423	0.970853654340484	2.33342373372519	1.0496307677246	0.176322772640463	4.48992821940518	3.70376517879341	2.35049724708413	2.08746284125034	0.722466024471091	4.30085587126876	0.516015147003665	4.96254902292306	1.50589092972996	4.13832300405648	1.37851162325373
"ELF5"	0	0	0	2.09085343045111	0	0	1.15704371014558	1.03562390973072	1.55581615506164	3.114367024952	0	2.62993940943954	0.978195629681652	0.575312330687437	0	0	0	2.60644222813161	1.49569516262407	0.622930350920177	5.96509162479079	4.77557736093065	4.6507645591169	0.879705766282288	3.86096279785812	1.31614574229336	1.28095631383106	2.09761079662642	0	0	0	1.55581615506164	7.57273811686407	4.27276973243651	0.650764559116902	4.76128527336162	4.603477988254	0.250961573533219	3.40599235967584	6.84058911799692	4.79649392942584	2.12763327972587	1.73552217729654	3.25398926623079	7.73768676140986	5.99276843076892	4.63575439127776	2.64616265715789	1.65992455840238	0.0565835283663675	6.06910063192283	2.59931779369823	5.89214812751382	4.83844759254846	7.22612314312524	0.6959938131099	5.70404195482129	8.1421581252497	4.10349763970334	2.92029330021101	3.37712374912949	0	1.26303440583379	1.28095631383106	0	2.02856915219677	2.54101915313356	0	0	0	2.02856915219677	0	0	0.887525270741587	1.90689059560852	1.6507645591169	0	0	1.6915341649192	0	3.0686708106651	0.799087306074004	1.53605290024021	0	0	1.30451104180995	1.50589092972996	0	0.948600847493356	0.594548549550354	1.58976348698498	2.63923216324928	1.25096157353322	0.389566811762726	2.38956681176273	1.93734439215023	2.59693514238723	3.674686619928	3.63226821549951	2.73552217729654	2.0071955014042	1.50080205305716	2.9297909977186	5.03254169727004	1.14404636961671	3.24184018356467	3.17791779219584	3.99638874644762	4.00898878322726	3.10936055940423	4.30085587126876	1.74416109557041	3.80632405739003	3.48542682717024	0.0426443374084937	4.00270252037982	2.63691458035588	1.91838623444635	5.6246858105254	3.21256933885081	3.10265813136374	0	3.10601323762212	1.78240856492737	5.28835856219366	3.13093086982645	3.43295940727611	2.52105073690096	2.52857131887076	1.67807190511264	4.13010717865883	1.36737106564853	1.73984810269933	0.925999418556223
"ARL9"	0	1.48542682717024	0	1.85199883711245	2.16992500144231	0	0.0976107966264223	0.238786859587116	0.189033824390017	0	1.39506279951758	2.42223300068305	0	0	0	0	0	0.475084882948783	0.37851162325373	0.75702324650746	1.75702324650746	0.613531652917927	3.99004721957379	0	0	0	0	0	0	0	0	0	2.02147972741045	1.51096191927738	0.516015147003665	0.910732661902913	0.454175893185802	0.31034012061215	0.214124805352847	3.73984810269933	1.1243281350022	1.46466826700344	1.36176835941915	1.59454854955035	0.879705766282288	1.55090066464752	0.526068811667588	0.925999418556223	0.27500704749987	1.7311832415722	1.71369581484336	2.13093086982645	1.80322703643493	0.0840642647884745	1.65992455840238	1.0071955014042	1.43295940727611	1.53605290024021	0.956056652412403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.910732661902913	0.545968369105292	0.941106310946431	0.263034405833794	0.238786859587116	0.613531652917927	0.839959587489532	0.925999418556223	0.16349873228288	0.31034012061215	0.659924558402378	0.286881147788162	0.356143810225275	0.189033824390017	0.37851162325373	0.286881147788162	0.0840642647884745	0.918386234446348	0.739848102699327	0.0840642647884745	0	0.790772037862	0	0.111031312388744	0.687060688339892	1.51096191927738	0.443606651475615	0.594548549550354	0.263034405833794	0.111031312388744	1.66448284036468	0.37851162325373	0.356143810225275	0.111031312388744	0	1.18269229751619	0.475084882948783	0.505890929729957	0.286881147788162	0.807354922057604	0.575312330687437	0.505890929729957	0.367371065648529	0.422233000683048	0.16349873228288
"GAL"	0	0	0	0	1.55090066464752	0	0.214124805352847	0.485426827170242	1.22650852980868	0	0	2.52356195605701	0	0	0	0	0	0.238786859587116	0.7311832415722	1.29278174922785	3.47767732756531	1.01435529297707	4.78345665436024	0	0	1.78240856492737	1.66902676550963	0	0	2.31614574229336	0	0	2.94860084749336	0.516015147003665	1.64154602908752	0.75702324650746	0.7311832415722	1.52105073690096	0.782408564927373	4.89530262133331	2.114367024952	0.495695162624069	1.62760683812965	4.60584986719498	0.443606651475615	3.75274859140713	3.64616265715789	4.81608765860021	2.74416109557041	1.41683974191283	0.584962500721156	3.99186193055632	1.97452931248388	0.176322772640463	0.526068811667588	0.31034012061215	0.6959938131099	0.516015147003665	0.27500704749987	0	0	0	0	0	0	0	0	0	0	1.22650852980868	0	0	0	1.30451104180995	1.77820857639809	0	0	0	0	0	3.00180224263399	0	0	0	0	0	0	0	0	0.111031312388744	0	0.669026765509631	0.53605290024021	0.20163386116965	0.584962500721156	0.286881147788162	1.20789285164133	0	0.124328135002202	1.48026512205446	0.839959587489532	0.321928094887362	0.111031312388744	0	2.05311133645956	0	0.150559676575381	0	0.0976107966264223	0.20163386116965	1.41683974191283	0	0.422233000683048	0.20163386116965	0.748461233004036	0.956056652412403	0.855989697308481	0	0.704871964456353	1.24488705912353	0.933572638261024	0.613531652917927	0	0.22650852980868	0.263034405833794	0.22650852980868	2.02502879449152	0.214124805352847	0.16349873228288	0.238786859587116	0.0976107966264223	0.150559676575381	0	0.344828496997441
"LDHB"	4.90785207184596	3.98185265328974	4.81301154860562	4.38750040648098	5.45187047886432	4.6564963705535	5.05788344889963	5.17072627613155	6.18050594379476	4.90929308582382	5.93475237096303	7.48639259427596	4.790772037862	6.18903382439002	5.95652136333312	7.13524754980957	5.41006969175638	5.1197711619529	5.57500972029495	6.09360242879573	7.41700858678878	5.661350569234	7.10559427579519	5.54473265593262	8.15061044620011	6.21431912080077	5.64472154721798	6.12267271882414	3.79389588254888	6.25606712524133	6.76447355099267	4.08831123588866	7.71623643645198	7.52904005609508	5.0457050645108	5.67581593117227	7.31143045574974	5.98913900736823	4.91073266190291	8.39968380899701	8.19263803351582	7.18328800120956	7.49737285452942	8.71945727459875	7.19199684666977	8.1967742315582	8.42172823828678	6.34943605171382	6.41023933077602	10.0208271912086	9.32586758057542	8.97805258889778	10.0895299297795	7.11675981338156	8.09265144510378	5.86962468620432	9.57582284183742	7.98322165074267	5.6406787642337	6.6318318506101	3.06004738366994	3.64500988439109	4.93451650158608	4.41142624572646	3.3547342399706	4.01970191444255	7.50866633534206	4.19377174339668	3.84096670448742	3.62760683812965	2.92409988564074	7.23064494782872	6.077029313819	6.96797551620983	7.72635441689189	7.19957419897824	4.13668357769724	6.62263756653746	5.0518071070133	6.39557697654977	7.52591226074335	4.06177619758669	4.3212065669699	5.54689445988764	5.45318830954823	4.38128337250378	5.78214642355464	6.68748066652176	4.85049941375812	5.32264926213102	6.03033607837096	6.95768248616512	5.83111719461642	5.57712666130705	6.16872225436066	6.37503943134692	7.63023071585969	7.29673270458435	6.57258654938577	8.39917109381982	5.77899700616954	6.0092127868052	5.5957423394744	5.35049724708413	7.52222841515815	5.50366675457602	5.75408578219791	6.60035896754477	5.6906964439777	6.81877388501431	6.78894666657714	8.90791214284053	6.05398016818765	6.48107285682775	7.03287224946323	6.8332696208084	5.83794324189103	6.18010806871201	5.99954908734095	6.80889983925777	5.67044381212281	6.73308313184512	5.98527271425345	6.83263688756687	6.69529790115733	6.48687523549849	6.16007309819972	6.72041528490633	6.02702131462225	6.13216552547809	6.64385618977472	7.12018602753186	7.51790555352995	6.40514146313634
"LOC84856"	0	0	0.604071323668861	0	0	0.495695162624069	1.23266075679027	0.111031312388744	0.321928094887362	0	0.669026765509631	1.54101915313356	0	0	0	0	1.27500704749987	0.16349873228288	0.400537929583729	0.389566811762726	1.23266075679027	0.111031312388744	2.34198574722862	0	2.02856915219677	0	0	1.61823865559545	0	0	0	0	2.69376571221778	2.18586654531133	0.22650852980868	0.475084882948783	1.20789285164133	1.27500704749987	0.214124805352847	3.48284828306847	1.6915341649192	0.250961573533219	4.78031009904338	0.422233000683048	1.11103131238874	1.46988597627446	1.41683974191283	0.748461233004036	0.37851162325373	3.53356334821451	2.18269229751619	0.111031312388744	0.485426827170242	0.53605290024021	0.765534746362977	0.687060688339892	1.81966818349646	2.75274859140713	0.443606651475615	0	0	0	0	0.704871964456353	0	0	0	0	0	0	0.773996325111173	0.594548549550354	0	0.584962500721156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.594548549550354	0.214124805352847	0.464668267003444	0.176322772640463	0.150559676575381	0.31034012061215	0.475084882948783	0.124328135002202	0.176322772640463	0.970853654340484	0.641546029087524	1.29278174922785	0.238786859587116	0.53605290024021	2.15055967657538	0.150559676575381	0.6959938131099	0.669026765509631	0.871843648509318	2.01077983875324	0.516015147003665	2.13750352374994	0.137503523749935	0.344828496997441	0.84799690655495	0.111031312388744	0.687060688339892	1.04264433740849	0.389566811762726	0.333423733725192	0.298658315564515	0.443606651475615	0.613531652917927	0.238786859587116	0.992768430768924	1.13750352374994	0.565597175854225	0.22650852980868	0.632268215499513	0.55581615506164	0.879705766282288	0.956056652412403	0.0426443374084937	0.978195629681652	0.55581615506164
"SFRP1"	1.32192809488736	2.21412480535285	3.8073549220576	2.10097764772482	5.50080205305716	0	3.84096670448742	4.88849973551412	3.77505054148317	6.3110671022556	0	4.35684807923652	0.782408564927373	2.25398926623079	0.748461233004036	1.05658352836637	0.545968369105292	2.98367769469807	4.64789009105921	2.44095219802964	7.9842475469948	1.06350294230616	4.24716800037477	3.61235249875266	4.38681094647222	5.67016051412663	3.92599941855622	5.25964912064916	4.38128337250378	0.948600847493356	2.04264433740849	2.20476675065461	8.16314646881125	8.73332044230579	5.47021145739054	3.08915913191124	6.57273811686407	3.42088657497553	4.33485426933163	6.20280949212501	6.9591905501091	4.55028504908841	6.86863738417031	8.11873347576785	6.76473892302338	6.96023367169445	5.05354581772798	5.85773223315767	5.33842441478356	5.73957811204805	10.0734185958578	6.19219416528334	6.1278396000753	2.84799690655495	5.60258752734256	3.3547342399706	5.99390075563742	8.03430376776804	3.3743439890385	5.90568784852686	0	1.02856915219677	0	1.78659636189081	1.23266075679027	2.06004738366994	1.02856915219677	1.16992500144231	0.286881147788162	1.49569516262407	2.44625622988956	3.58014548442338	4.4093909361377	3.83995958748953	0	4.16992500144231	1.36176835941915	4.12845838414693	3.62058641045188	5.20515788392009	3.97085365434048	2.52857131887076	3.28095631383106	1.66902676550963	1.66448284036468	3.21412480535285	5.17232749165762	4.94532677726463	0	2.95233356636969	3.59931779369823	3.4154882710497	3.98276546258365	2.25701061820602	5.50080205305716	6.63633460244218	4.73335434061383	6.03033607837096	6.94591197787334	0.389566811762726	5.31903981556254	3.62877359520165	4.06350294230616	2.71808758396052	4.71534429535891	5.31397137105902	5.24678809384436	5.3110671022556	4.33199177823206	3.6564963705535	6.36352154354655	6.77386449388333	5.60910484661896	6.6748278321868	0.790772037862	5.73903797911741	4.84498815668261	5.13381009110603	3.70265754339091	0.443606651475615	4.68537955195908	4.00809242094872	3.82883464946806	6.17731986649513	6.52685131157335	6.03276207381379	3.61353165291793	3.92409988564074	5.50716034911752	0.807354922057604	7.15218341905505	3.67807190511264	4.65248649491816	4.33342373372519
"KRT5"	3.21723071622067	3.68032435684402	3.23266075679027	3.28095631383106	5.61205755956307	0.485426827170242	5.05484847699562	2.61588707391606	4.75114232472695	5.96185480763616	0	3.03033607837096	1.93357263826102	1.64154602908752	0	2.21723071622067	0	3.46466826700344	4.20006486151431	0.389566811762726	6.13606831219318	3.09254574154357	4.20867331962947	3.66220549965362	5.86690797814317	6.48139582415413	7.02192383855476	5.82349462471286	5.44658708530688	1.15055967657538	4.85549144310187	1.42223300068305	8.37273449356733	4.91695427895322	8.80122333788621	6.4317900833788	6.69974594797101	2.74631276642546	2.76977173924945	4.83592407425437	9.17607339146391	4.97452931248388	7.64226835175864	3.27202318906105	0.495695162624069	6.68088692071969	10.1083807028279	10.2047178515396	7.69766263347052	0.871843648509318	0.422233000683048	8.70251902915328	4.45746296464855	6.77649883231434	3.91838623444635	6.46270675067016	9.5034481237634	8.39848719001897	5.75355105460065	7.0706039986813	0	0.823749360308273	4.39711840904258	0	1.99638874644762	1.64616265715789	2.97636363573276	6.9500017490835	3.28392177230762	1.07724299893246	4.91073266190291	2.26603689399532	3.92504996472736	2.40599235967584	6.97853886971045	0	4.50398470389761	0	3.96901230751632	1.15055967657538	5.70653055253812	3.00898878322725	3.63923216324928	2.25096157353322	4.14812063112396	4.13175409098481	5.4432751117658	6.538227739736	1.38404980679516	4.00539998774259	5.14852742516046	4.03826057517535	1.95233356636969	2.52857131887076	6.37382218722165	5.76738996206572	5.98550043030489	6.55995061271308	7.75033852024471	0.454175893185802	6.06695024392463	5.67948009950545	6.90122894538153	1.74846123300404	0.7311832415722	5.9371089462026	4.94016675048282	6.51143641197723	5.43596189543763	1.28688114778816	6.58436125251871	0.678071905112638	4.60229058486114	7.1209117553533	0.910732661902913	5.57198012018773	5.2098432305255	4.95837871156634	4.9297909977186	3.5765221379205	4.4235781709818	1.43829285157915	1.38404980679516	6.95721814916694	6.27909980213375	5.95396359887078	4.19692173382033	4.01256867350306	4.58556349845569	1.24488705912353	6.9996618287188	2.97452931248388	6.07895134139482	2.52857131887076
"CDH3"	4.31686980506433	1.13750352374994	1.78659636189081	3.35895882583233	2.68706068833989	4.48155728070859	3.36457243229586	3.72900887033786	4.13422093976063	4.45088131527337	0.871843648509318	4.32912359629157	3.77188557851537	0.286881147788162	3.83187724119167	4.94766615679601	1.31034012061215	4.77663042305105	5.96000193206808	2.27500704749987	5.54473265593262	3.23572705983806	5.23802251782572	1.35049724708413	5.52575569282949	2.87381319835909	4.05137210172103	3.62058641045188	5.68790052248075	6.51349074558812	3.61470984411521	1.31614574229336	6.3437631221496	6.56407325573694	7.84918613874346	4.53480866123175	7.07959144864819	4.5453506448223	5.24069594421251	5.88849973551412	8.42643250018696	5.62643913669732	5.37399614213124	6.75568877685271	5.66647256884207	6.62512434187511	3.99548451887751	4.54966917072649	6.65592421308382	1.25701061820602	6.99401393925972	5.36457243229586	4.65992455840238	4.96993327469786	6.71039319217052	5.25474519762921	5.18229502502548	6.6891593577313	4.23266075679027	5.10181813422741	1.34482849699744	3.08236196955747	5.31976242766925	5.45055144330648	3.62293035092018	2.73984810269933	3.43429461795993	5.39163026151743	2.81762325751143	1.82374936030827	2.92789645372882	2.72465027173297	2.29865831556452	3.20163386116965	3.14404636961671	3.24488705912353	2.76341157447001	0.839959587489532	3.17312743348066	0	4.92267359284945	2.34766565630097	2.07724299893246	2.8094144442359	2.39780296186249	1.92219784839637	3.77925972037238	5.07895134139482	4.03298241669943	2.63459326844576	1.83592407425437	4.41278152533848	1.35614381022528	3.15055967657538	3.79389588254888	3.89336221076387	2.21412480535285	3.33628338786443	4.19298316997399	2.78659636189081	3.98641093525204	2.97636363573276	5.44691786486603	2.87578006306849	3.55826763405574	3.77505054148317	3.53106949272595	3.81557542886257	3.877744249949	1.07724299893246	4.52857131887076	1.23266075679027	3.95419631038688	5.13545278418517	4.71863561627134	3.00898878322725	3.55336050333533	3.01077983875324	2.93734439215023	4.14486214291573	3.41413553298445	2.7158933705476	0.27500704749987	5.37677657188298	4.04264433740849	3.71918344048179	2.89336221076387	2.77820857639809	3.65535182861255	5.15825622881134	3.88166461932035	1.92599941855622	4.4757334309664	1.59931779369823
"KRT17"	5.46532151358055	3.49185309632967	4.47378691161437	3.8073549220576	5.31759350462347	1.0703893278914	6.00786824333334	3.37989816352469	5.63546419816788	5.32840565895857	0.831877241191673	2.67355642399014	0.799087306074004	1.84398384404833	0	5.9114519116266	0	3.73660487531425	4.41074812818595	1.35614381022528	9.38219169362566	4.03913839390696	5.60139939053183	4.43562859405209	5.4036085835437	5.54411440220947	7.62307672083263	5.87307493222397	3.09254574154357	1.90303827011291	5.7983097824546	3.49185309632967	10.5450803072555	8.61342114814664	10.7597217728126	8.12163711829091	10.2189990664624	6.11353381959191	3.27947129564447	6.32481060342048	10.4033209872114	6.46237957184102	8.9677162019212	5.5837597536395	7.63284983011771	10.3362387493322	11.5106998928894	9.45928816171409	8.66031685191339	1.75274859140713	0.333423733725192	8.18308946064076	2.28688114778816	8.43496176018725	6.44211412241923	7.94269043303178	9.83502400343837	4.53543091487128	7.17142702660754	7.23830919344333	0	1.0496307677246	2.70929063572336	0	2.67129337248158	1.78240856492737	6.10517519226548	0.815575428862573	4.08406426478847	2.42223300068305	6.26978123827438	1.31614574229336	4.48735771531155	3.25247621413522	2.0496307677246	0	5.72546851263261	0	4.42961596420174	0	7.15805421312231	4.34198574722862	2.77610398807316	2.26603689399532	5.18507363787676	4.83844759254846	4.62877359520165	7.88655014732434	0	4.85449441815488	5.99909803370561	3.81455042346181	2.44625622988956	2.86987140617771	7.11894107272351	6.06673502873203	6.77214959078454	6.94883442557869	8.53290133819695	3.47118746038699	7.87461256057587	6.76778719809436	8.17542479858969	2.01077983875324	0.75702324650746	6.26228280642066	5.14036967065153	7.39197388306029	6.51238492946103	1.87184364850932	6.94766615679601	1.29278174922785	5.08321336824898	8.062801701503	0.963474123974886	6.54674015270091	4.57228336665041	5.21994291395413	5.68706068833989	5.60050764534579	4.43028527297778	0.863938450423971	2.37295209791183	8.10559427579519	7.11582397743624	7.19859237299718	5.35825558670513	4.91312876781974	5.34624777408278	3.1811025507538	7.32364027884028	3.77610398807316	7.51522674595618	3.26453643099903
