"HKB0040_3002_T"	"HKB0044_3006_T"	"HKB0050_3005_T"	"HKB0054_3000_T"	"HKB0069_3000_T"	"HKB0079_3006_T"	"HKB0082_3006_T"	"HKB0098_3005_T"	"HKB0167_3006_T"	"HKB0194_3006_T"	"HKB0219_3000_N"	"HKB0573_3000_T"	"HKB0579_3000_T"	"HKB0659_3000_T"	"HKB0674_3000_T"	"HKB0710_3000_T"	"HKB0718_3000_T"	"HKB0736_3000_T"	"HKB0751_3000_T"	"HKB0752_3000_T"	"HKB0008_3006_T"	"HKB0064_3000_N"	"HKB0097_3004_N"	"HKB0098_3000_N"	"HKB0123_3000_N"	"HKB0124_3000_N"	"HKB0132_3000_N"	"HKB0137_3000_N"	"HKB0155_3003_N"	"HKB0158_3000_N"	"HKB0160_3000_T"	"HKB0161_3000_N"	"HKB0227_3000_N"	"HKB0597_3000_N"	"HKB0657_3000_N"	"HKB0666_3000_N"	"HKB0719_3001_N"	"HKB0744_3001_N"	"HKB0019_3000_N"	"HKB0023_3000_N"	"HKB0033_3000_N"	"HKB0040_3000_N"	"HKB0049_3000_N"	"HKB0049_3006_T"	"HKB0050_3000_N"	"HKB0052_3000_T"	"HKB0052_3004_N"	"HKB0067_3000_N"	"HKB0094_3000_N"	"HKB0096_3000_N"	"HKB0102_3000_N"	"HKB0106_3000_N"	"HKB0109_3000_N"	"HKB0115_3000_N"	"HKB0120_3000_T"	"HKB0121_3000_N"	"HKB0122_3002_N"	"HKB0129_3002_N"	"HKB0133_3000_N"	"HKB0143_3000_N"	"HKB0149_3000_N"	"HKB0150_3000_N"	"HKB0157_3000_N"	"HKB0159_3000_N"	"HKB0160_3001_N"	"HKB0162_3000_N"	"HKB0167_3000_N"	"HKB0179_3000_N"	"HKB0186_3000_T"	"HKB0196_3000_N"	"HKB0198_3000_N"	"HKB0207_3000_N"	"HKB0210_3000_N"	"HKB0211_3000_N"	"HKB0214_3000_N"	"HKB0220_3003_N"	"HKB0221_3000_N"	"HKB0222_3000_N"	"HKB0226_3000_N"	"HKB0571_3000_N"	"HKB0574_3000_N"	"HKB0577_3000_N"	"HKB0583_3000_N"	"HKB0618_3000_N"	"HKB0648_3000_N"	"HKB0663_3000_N"	"HKB0672_3000_N"	"HKB0710_3001_N"	"HKB0718_3001_N"	"HKB0737_3000_T"	"HKB0748_3001_N"	"HKB0751_3001_N"	"HKB0004_3000_N"	"HKB0006_3000_N"	"HKB0074_3000_T"	"HKB0088_3000_T"	"HKB0091_3001_T"	"HKB0100_3006_T"	"HKB0209_3004_T"	"HKB0722_3001_N"	"HKB0006_3006_T"	"HKB0007_3005_T"	"HKB0079_3000_N"	"HKB0129_3000_T"	"HKB0164_3006_T"	"HKB0210_3006_T"
"SLC39A8"	5.04133060682062	4.44559429134118	3.32337006906127	5.9174317553901	2.93734439215023	4.83339613416323	3.7311832415722	2.97819562968165	4.42559357765306	4.74308405554959	3.64731450954714	3.89530262133331	8.36474750602229	5.1197711619529	3.46597446450407	3.6724253419715	3.78972925137577	3.39231742277876	4.4905701304462	2.76341157447001	4.82119997805645	2.66902676550963	3.31179371775365	2.7311832415722	2.37295209791183	2.81147103052984	3.29572302453997	3.77505054148317	2.44360665147561	3.98732086592925	2.74416109557041	2.40599235967584	4.00270252037982	2.87970576628229	4.23419472295381	3.71149490665009	3.64616265715789	2.70265754339091	4.47183776242229	4.01346225980656	4.02680005934372	3.42492208821069	3.46074256378964	6.00966068964671	4.5765221379205	3.39094277280254	3.82374936030827	3.14567745519564	4.26303440583379	2.93357263826102	4.22881869049588	2.63459326844576	3.68929916053589	3.66789212523023	3.75060650483559	3.05658352836637	3.90303827011291	3.16992500144231	4.23725777090037	3.73984810269933	4.19377174339668	4.28021399581062	2.41142624572647	3.98276546258365	2.63691458035588	3.54225804976692	3.29865831556452	4.17072627613155	3.49825086752783	3.63575439127776	4.09845324630927	3.06004738366994	3.32624970083746	2.611172380044	4.78972925137577	4.00988458893184	3.50842865253186	3.87676249078156	2.96901230751632	3.13257684267001	3.47248777146274	3.23572705983806	3.11603199344711	3.13093086982645	4.39437694495706	4.2585189247113	4.0232553523003	3.93168305705981	4.48928602262588	5.97613447283165	3.0703893278914	3.84599177066457	3.84297883178833	4.4937754084607	3.60288440871842	3.97452931248388	4.33699741660501	1.31614574229336	3.62993940943954	5.48542682717024	2.83995958748953	3.48800077083407	4.39506279951758	3.19849415363908	3.67355642399014	4.36737106564853
"OTUD1"	2.93734439215023	2.6915341649192	2.55090066464752	2.99638874644762	2.74631276642546	2.3305584000308	2.58255600301406	2.62058641045188	3.58014548442338	2.60169651648096	3.77399632511117	3.4262647547021	3.22958792274065	2.31324585178756	2.68032435684402	2.54101915313356	3.08406426478847	3.37295209791183	3.22958792274065	2.56315813040281	3.33771109212829	3.28540221886225	3.73335434061383	3.43028527297778	3.51475349843975	3.26303440583379	3.71369581484336	2.97819562968165	3.29130885982897	3.70597790168252	3.44757919654888	3.31614574229336	3.98641093525204	4.2667865406949	3.07210580048042	3.20945336562895	3.79493566280354	3.48026512205446	3.73876783680019	3.61353165291793	3.41413553298445	3.62760683812965	4.12763327972587	3.32337006906127	3.31759350462347	2.93357263826102	3.64731450954714	3.59215800212536	3.08746284125034	3.57288966842058	3.3305584000308	3.53977919169849	4.23112515787905	3.60762622084549	3.67581593117227	3.79493566280354	3.16832111573972	3.19534759832222	3.30305008468167	3.54966917072649	3.02856915219677	3.33771109212829	3.69376571221778	3.50589092972996	3.854993016757	4.16992500144231	3.60050764534579	3.46597446450407	3.605257262939	3.30305008468167	3.8569856897822	3.37851162325373	3.32912359629157	3.45549162062847	3.5298209465287	4.00270252037982	3.59693514238723	3.99729240763651	4.13668357769724	3.5981269599196	3.13914201914569	3.72137265947682	3.18428029441938	3.24488705912353	3.82883464946806	3.67581593117227	3.74846123300404	3.53977919169849	3.38128337250378	3.15380533607904	3.21412480535285	3.34056226902641	3.58496250072116	3.5385381636298	3.64038956005495	3.2585189247113	2.45680614923047	2.49825086752783	3.17791779219584	3.59693514238723	2.59454854955035	3.56315813040281	3.6564963705535	3.05658352836637	3.674686619928	3.92409988564074
"RASGRP4"	1.17632277264046	0.575312330687437	0.485426827170242	1.22650852980868	0.871843648509318	0.53605290024021	0.367371065648529	0.815575428862573	0.948600847493356	0.678071905112638	2.28983446517751	1.15055967657538	1	0.189033824390017	1.35049724708413	0.475084882948783	0.411426245726465	0.6959938131099	0.855989697308481	0.815575428862573	1.41683974191283	1.36737106564853	2.26303440583379	2.06350294230616	1.83995958748953	1.73984810269933	2.17632277264046	1.16992500144231	1.44890095114513	1.48026512205446	1.66448284036468	1.72246602447109	1.76128527336162	2.26002565596146	0.659924558402378	1.34482849699744	1.790772037862	1.79493566280354	1.4594316186373	1.71808758396052	1.85598969730848	1.67807190511264	2.56803210477128	1.44360665147561	1.24488705912353	0.985500430304885	1.96347412397489	2.70708299177171	1.30451104180995	1.85996954822103	1.4594316186373	2.05311133645956	3.17951105027151	2.05658352836637	1.95233356636969	2.26603689399532	1.60407132366886	2.0036022366802	1.62760683812965	1.36176835941915	0.956056652412403	0.970853654340484	2.33628338786443	1.14404636961671	2.29572302453997	2.33342373372519	1.60880924267552	1.43829285157915	1.85598969730848	1.32192809488736	1.48542682717024	2.28095631383106	1.77399632511117	2.29572302453997	1.34482849699744	2.64616265715789	1.96716860753263	1.9297909977186	2.20789285164133	1.56559717585423	2.23266075679027	2.96162332828694	1.63226821549951	2.13093086982645	2.0496307677246	1.46466826700344	1.67807190511264	1.51096191927738	1.21412480535285	0.985500430304885	2.76765479823735	1.20163386116965	1.0071955014042	0.748461233004036	1.22032995487956	0.879705766282288	0.799087306074004	0.799087306074004	1.22650852980868	0.933572638261024	0.526068811667588	1.04264433740849	1.0071955014042	0.978195629681652	1.09085343045111	0.344828496997441
"USP2"	0.214124805352847	0.111031312388744	0.298658315564515	0.565597175854225	0.485426827170242	0.16349873228288	0.111031312388744	0.604071323668861	0.344828496997441	0.356143810225275	1.82781902461732	1.09761079662642	0.641546029087524	0.214124805352847	0.613531652917927	0.16349873228288	0.263034405833794	0.84799690655495	0.650764559116902	0.739848102699327	1.51096191927738	0.238786859587116	1.15704371014558	0.678071905112638	0.879705766282288	0.422233000683048	0.594548549550354	1.32768736417605	0.321928094887362	2.17951105027151	0.250961573533219	0.632268215499513	2.114367024952	1.26303440583379	0.6959938131099	0.367371065648529	0.584962500721156	0.27500704749987	2.44360665147561	1.22650852980868	1.16992500144231	1.58976348698498	0.650764559116902	0.887525270741587	1.38404980679516	0.807354922057604	1.0703893278914	0.613531652917927	1.65992455840238	0.75702324650746	0.799087306074004	0.263034405833794	0.687060688339892	1.29865831556452	0.613531652917927	0.650764559116902	1.59454854955035	0.575312330687437	0.933572638261024	1.29865831556452	1.11103131238874	1.52606881166759	0.669026765509631	1.54101915313356	0.505890929729957	1.19534759832222	1.99276843076892	2.28095631383106	1.06350294230616	2.12101540096137	1.91838623444635	0.641546029087524	1.02856915219677	1.16349873228288	2.0036022366802	0.678071905112638	1.4594316186373	2	0.815575428862573	0.985500430304885	0.333423733725192	1.08406426478847	0.831877241191673	0.604071323668861	0.782408564927373	1.43295940727611	1.54596836910529	1.62293035092018	0.871843648509318	1.18269229751619	0.918386234446348	0.910732661902913	2.03210084316702	1.77399632511117	0.970853654340484	0.622930350920177	0.84799690655495	0.992768430768924	0.815575428862573	1.19534759832222	0.678071905112638	1.60407132366886	1.32768736417605	0.286881147788162	0.669026765509631	2.05658352836637
"RXFP1"	0.0840642647884746	0.124328135002202	0	0.16349873228288	0.389566811762726	0.53605290024021	0.31034012061215	0.411426245726465	0.0426443374084937	0.0976107966264223	0.0426443374084937	0.0285691521967709	0.137503523749935	0.790772037862	0.22650852980868	0.464668267003444	0	0.250961573533219	0.111031312388744	0	0.0426443374084937	0.0840642647884746	0.0840642647884746	0.070389327891398	0.124328135002202	0.0285691521967709	0.176322772640463	0	0.0426443374084937	0.0285691521967709	0.250961573533219	0.20163386116965	0.0426443374084937	0	0.0285691521967709	0	0	0	0.176322772640463	0.124328135002202	0.070389327891398	0	0	0.0285691521967709	0.214124805352847	0.214124805352847	0.0840642647884746	0	0.0840642647884746	0.400537929583729	0	0.0285691521967709	0	0	0	0	0.0426443374084937	0.0976107966264223	0	0	0	0.0285691521967709	0	0.321928094887362	0.111031312388744	0.214124805352847	0	0.0840642647884746	0.0426443374084937	0.0840642647884746	0.124328135002202	0.0426443374084937	0	0	0.22650852980868	0.0426443374084937	0.0426443374084937	0.0426443374084937	0.0426443374084937	0.137503523749935	0	0	0.0840642647884746	0.16349873228288	0.0426443374084937	0.214124805352847	0.070389327891398	0	0.250961573533219	0.622930350920177	0.321928094887362	0.0285691521967709	0	0	0.0426443374084937	0.070389327891398	0.111031312388744	0.0426443374084937	0.137503523749935	0.150559676575381	0.111031312388744	0.124328135002202	0.422233000683048	0.137503523749935	0.20163386116965	0.0840642647884746
"RGN"	0.505890929729957	0.22650852980868	0.27500704749987	1.14404636961671	0.389566811762726	0.432959407276106	0.137503523749935	0.773996325111173	0.189033824390017	0.367371065648529	3.16188768237689	2.63459326844576	0.879705766282288	2.611172380044	0.176322772640463	3.21723071622067	0.263034405833794	0.124328135002202	1.04264433740849	0.263034405833794	0.584962500721156	2.99638874644762	3.18903382439002	3.17152710603881	3.45154083301783	3.32337006906127	3.33913738491959	2.11769504266975	3.5197934862411	2.6507645591169	2.81966818349646	2.4905701304462	2.82984955984469	3.55826763405574	2.68481873755322	3.32048467801769	3.54720302475693	3.97269265400426	2.70043971814109	2.55826763405574	2.03562390973072	2.51096191927738	3.33199177823206	0.823749360308273	2.15380533607904	0.978195629681652	2.37295209791183	3.49697358099828	2.18586654531133	3.1906148602095	2.38404980679516	2.95977015521147	3.26903314645524	2.51349074558812	1.4905701304462	3.45285896471381	2.83187724119167	3.70597790168252	1.85996954822103	1.73984810269933	2.53106949272595	2.83794324189103	2.59215800212536	2.8094144442359	2.56071495447448	2.87381319835909	2.63923216324928	3.22958792274065	1.36176835941915	3.34482849699744	2.58976348698498	3.46727948045998	3.36317107711924	3.78972925137577	2.24488705912353	3.5298209465287	3.20163386116965	2.33628338786443	3.83187724119167	3.47378691161437	3.6959938131099	3.4995270242151	3.62760683812965	3.62643913669732	2.53605290024021	2.74200621086674	2.8073549220576	2.84599177066457	2.48800077083407	0.687060688339892	2.41142624572647	3.22496636500027	2.09085343045111	2.51853513898218	1.7311832415722	0.464668267003444	2.89530262133331	0.782408564927373	0.344828496997441	2.877744249949	0.286881147788162	0.27500704749987	2.8972404255748	1.7311832415722	2.4541758931858	3.20633064787105
"CFP"	3.60169651648096	1.13093086982645	1.53605290024021	2.18586654531133	1.25701061820602	0.879705766282288	1.24488705912353	0.985500430304885	1.35049724708413	1.71369581484336	3.32337006906127	2.78031009904338	2.25096157353322	1.88362081628567	2.63691458035588	0.622930350920177	1.25096157353322	2.63691458035588	1.86789646399265	1.31614574229336	1.73984810269933	2.09423606984577	3.52732060787705	3.01613970265525	2.86987140617771	2.96901230751632	3.1586601753465	2.63226821549951	2.10768786931437	2.97085365434048	2.03562390973072	2.39506279951758	2.40053792958373	3.62527048937469	2.30451104180995	2.22650852980868	2.9126498648972	2.87970576628229	2.13750352374994	2.57531233068744	2.76977173924945	2.46205231879643	4.1906148602095	1.98550043030488	2.1243281350022	1.79493566280354	3.58135124716878	4.70708299177171	1.83995958748953	2.70929063572336	1.97085365434048	4.27872821293894	5.34660237529899	3.18269229751619	3.49569516262407	3.72027846523333	2.79493566280354	3.1586601753465	2.01077983875324	2.7311832415722	2.17951105027151	1.57046293102604	4.26303440583379	2.1407786557828	3.37295209791183	3.36597242759338	2.58255600301406	2.04614178164472	3.12101540096137	1.87970576628229	2.57773093149008	3.29130885982897	2.0703893278914	4.57167680997093	2.07382023329167	3.87381319835909	2.72465027173297	3.11935617703968	3.03913839390696	3.06004738366994	3.7311832415722	4.37851162325373	2.62527048937469	3.38404980679516	4.35120427725799	2.83794324189103	3.08746284125034	2.40871186102943	2.15055967657538	1.36737106564853	3.85996954822103	2.36737106564853	1.37851162325373	1.40053792958373	2.25096157353322	0.687060688339892	1.0496307677246	1.0496307677246	0.454175893185802	1.4541758931858	0.831877241191673	1.0496307677246	1.66448284036468	2.75702324650746	1.35049724708413	0.641546029087524
"HBD"	0.321928094887362	0	0.137503523749935	1.11103131238874	0.0840642647884746	0.0976107966264223	0.22650852980868	0	0	0	1.39506279951758	0	0.124328135002202	1.08406426478847	0.214124805352847	0	0	0.27500704749987	0.189033824390017	0.124328135002202	0	0.389566811762726	1.51096191927738	2.23266075679027	0.526068811667588	2.15380533607904	0.545968369105292	0.575312330687437	0.604071323668861	0.545968369105292	0.739848102699327	1.799087306074	1.13750352374994	1.22650852980868	0	0.650764559116902	0.565597175854225	1.40599235967584	0.53605290024021	0.137503523749935	0.111031312388744	0	1.44890095114513	0	0.214124805352847	0	0.189033824390017	0.298658315564515	0.454175893185802	0.263034405833794	0.111031312388744	0.918386234446348	0.622930350920177	0.879705766282288	0	0.650764559116902	0.124328135002202	0.823749360308273	0.454175893185802	0	0.16349873228288	0	2.02856915219677	0	1.41683974191283	0.356143810225275	0.831877241191673	0.286881147788162	0.111031312388744	0.344828496997441	0	0	0.411426245726465	0.485426827170242	0	0.22650852980868	0.389566811762726	0.250961573533219	0.263034405833794	0.970853654340484	0.31034012061215	0.495695162624069	0.963474123974886	0.650764559116902	0.250961573533219	0	0.622930350920177	0.150559676575381	0	0	0.27500704749987	0	0.0976107966264223	0.333423733725192	0	0.238786859587116	0.0840642647884746	0	0	0	0	0.0840642647884746	0.250961573533219	0	0.53605290024021	0
"C10orf105"	0.27500704749987	0.0426443374084937	0.0840642647884746	0.20163386116965	0.0840642647884746	0.0565835283663675	0.070389327891398	0.176322772640463	0.20163386116965	0.111031312388744	0.20163386116965	0.150559676575381	0.150559676575381	0.286881147788162	0.31034012061215	0.0565835283663675	0.0565835283663675	0.31034012061215	0.189033824390017	0.0840642647884746	0.137503523749935	0.0976107966264223	0.238786859587116	0.321928094887362	0.298658315564515	0.214124805352847	0.150559676575381	0.238786859587116	0.150559676575381	0.22650852980868	0.0840642647884746	0.070389327891398	0.137503523749935	0.250961573533219	0.0565835283663675	0.124328135002202	0.16349873228288	0.124328135002202	0.16349873228288	0.238786859587116	0.286881147788162	0.238786859587116	0.20163386116965	0.0426443374084937	0.250961573533219	0.27500704749987	0.238786859587116	0.238786859587116	0.111031312388744	0.137503523749935	0.20163386116965	0.27500704749987	0.55581615506164	0.111031312388744	0.27500704749987	0.214124805352847	0.0840642647884746	0.16349873228288	0.16349873228288	0.0840642647884746	0.0840642647884746	0.0976107966264223	0.16349873228288	0.0840642647884746	0.20163386116965	0.16349873228288	0.16349873228288	0.20163386116965	0.22650852980868	0.137503523749935	0.111031312388744	0.150559676575381	0.0976107966264223	0.286881147788162	0.111031312388744	0.16349873228288	0.16349873228288	0.16349873228288	0.22650852980868	0.20163386116965	0.16349873228288	0.250961573533219	0.0976107966264223	0.137503523749935	0.150559676575381	0.0840642647884746	0.16349873228288	0.0976107966264223	0.137503523749935	0	0.111031312388744	0.176322772640463	0.0565835283663675	0.124328135002202	0.400537929583729	0.0285691521967709	0.0976107966264223	0.0426443374084937	0.070389327891398	0.070389327891398	0.0143552929770701	0.0285691521967709	0.286881147788162	0.286881147788162	0.0565835283663675	0.0143552929770701
"RRAD"	0.773996325111173	0.963474123974886	1.26303440583379	1.27500704749987	1.05658352836637	0.807354922057604	0.910732661902913	1.25096157353322	1.81557542886257	0.739848102699327	2.34482849699744	1.62293035092018	2.87578006306849	0.903038270112912	1.17632277264046	2.38681094647222	0.464668267003444	0.432959407276106	0.963474123974886	0.604071323668861	2.51096191927738	0.941106310946431	2.21723071622067	1.68706068833989	2.34482849699744	1.6915341649192	1.98913900736823	2.02502879449152	1.08406426478847	2.68032435684402	0.985500430304885	1.36176835941915	2.58014548442338	2.40871186102943	0.985500430304885	1.99276843076892	2.32481060342048	0.790772037862	1.4541758931858	1.81557542886257	1.799087306074	2.35614381022528	2.56071495447448	0.704871964456353	1.38404980679516	1.80322703643493	2.67581593117227	1.70487196445635	2.35895882583233	1.0703893278914	1.68706068833989	1.85598969730848	2.35614381022528	2.45154083301783	1.44360665147561	1.91073266190291	2.14404636961671	1.38956681176273	2.87578006306849	2.35895882583233	1.50080205305716	2.44095219802964	1.6507645591169	1.56071495447448	1.52606881166759	1.80322703643493	3.23572705983806	1.78240856492737	2.28392177230762	2.0036022366802	2.36457243229586	0.933572638261024	1.85996954822103	2.41683974191283	1.26303440583379	0.992768430768924	1.88752527074159	2.20163386116965	1.55090066464752	1.9560566524124	1	2.46466826700344	1.50080205305716	1.57046293102604	1.73984810269933	2.44095219802964	1.74846123300404	1.95977015521147	1.68706068833989	0.925999418556223	1.66448284036468	1.42223300068305	2.32481060342048	2.61588707391606	1.92219784839637	1.74846123300404	0.879705766282288	1.57531233068744	0.75702324650746	1.94860084749336	0.432959407276106	1.0071955014042	1.37851162325373	1.6915341649192	0.910732661902913	0.189033824390017
"UPK3B"	0.739848102699327	1.16349873228288	0.400537929583729	1.36176835941915	0.411426245726465	0.910732661902913	0.748461233004036	0.37851162325373	0.150559676575381	0.505890929729957	0.790772037862	0.286881147788162	0.485426827170242	0.650764559116902	0.176322772640463	0.189033824390017	0.641546029087524	1.96347412397489	0.22650852980868	1.87970576628229	1.15055967657538	0.37851162325373	0.31034012061215	0.687060688339892	0.389566811762726	0.464668267003444	0.687060688339892	0.910732661902913	0.16349873228288	0.622930350920177	0.37851162325373	0.37851162325373	0.739848102699327	0.27500704749987	0.422233000683048	0.604071323668861	0.124328135002202	0.27500704749987	0.713695814843359	0.992768430768924	0.839959587489532	1.46466826700344	0.887525270741587	0.367371065648529	0.985500430304885	0.739848102699327	0.739848102699327	0.659924558402378	0.895302621333307	0.739848102699327	1.25096157353322	0.839959587489532	0.782408564927373	0.613531652917927	0.31034012061215	0.31034012061215	1.23878685958712	0.831877241191673	0.389566811762726	1.13750352374994	0.604071323668861	0.575312330687437	0.321928094887362	1.03562390973072	0.443606651475615	0.650764559116902	0.505890929729957	0.505890929729957	0.75702324650746	0.475084882948783	0.918386234446348	0.659924558402378	0.356143810225275	0.475084882948783	0.622930350920177	0.250961573533219	0.925999418556223	1.1243281350022	0.773996325111173	0.286881147788162	0.53605290024021	0.432959407276106	0.111031312388744	0.31034012061215	1.23266075679027	0.55581615506164	0.214124805352847	0.765534746362977	0.565597175854225	0.321928094887362	0.53605290024021	0.321928094887362	1.03562390973072	1.37851162325373	1.16349873228288	0.575312330687437	0.765534746362977	0.7311832415722	0.739848102699327	0.863938450423971	1.53605290024021	2.1407786557828	1.91838623444635	0.948600847493356	0.575312330687437	0.298658315564515
"FAM179A"	1.16349873228288	0.678071905112638	0.948600847493356	0.37851162325373	0.321928094887362	0.286881147788162	0.411426245726465	0.16349873228288	0.941106310946431	0.807354922057604	0.475084882948783	0.475084882948783	0.55581615506164	0.505890929729957	1.13750352374994	0.604071323668861	0.238786859587116	1.15704371014558	0.704871964456353	0.918386234446348	0.176322772640463	0.356143810225275	0.389566811762726	0.27500704749987	0.250961573533219	0.16349873228288	0.263034405833794	0.344828496997441	0.0565835283663675	0.286881147788162	0.0426443374084937	0.0840642647884746	0.367371065648529	0.214124805352847	0.356143810225275	0.263034405833794	0.22650852980868	0	0.344828496997441	0.37851162325373	0.238786859587116	0.356143810225275	0.389566811762726	0.137503523749935	0.111031312388744	0.37851162325373	0.263034405833794	0.22650852980868	0.367371065648529	0.0976107966264223	0.20163386116965	0.22650852980868	0.704871964456353	0.485426827170242	0.321928094887362	0.286881147788162	0.20163386116965	0.31034012061215	0.411426245726465	0.137503523749935	0.20163386116965	0.070389327891398	0.286881147788162	0.137503523749935	0	0.238786859587116	0.678071905112638	0.189033824390017	0.22650852980868	0.321928094887362	0.31034012061215	0.124328135002202	0.20163386116965	0.411426245726465	0.286881147788162	0.238786859587116	0.286881147788162	0.495695162624069	0.20163386116965	0.150559676575381	0.27500704749987	0.432959407276106	0.070389327891398	0.124328135002202	0.214124805352847	0.22650852980868	0.16349873228288	0.137503523749935	0.356143810225275	0.111031312388744	0.422233000683048	0.0426443374084937	0.263034405833794	0.22650852980868	0.27500704749987	0.263034405833794	0.286881147788162	0.137503523749935	0.176322772640463	0.070389327891398	0.070389327891398	0.27500704749987	0.400537929583729	0.298658315564515	0.176322772640463	0.0976107966264223
"ADGRE1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AHSP"	0	0.150559676575381	0	0	0.137503523749935	0	0	0.344828496997441	0	0	2.02502879449152	0.16349873228288	0	0.176322772640463	0.189033824390017	0.22650852980868	0.400537929583729	0	0.6959938131099	0.111031312388744	0	1.20789285164133	1.0703893278914	2.60169651648096	0.7311832415722	2.39780296186249	0.411426245726465	1.4594316186373	0.956056652412403	0.55581615506164	1.32192809488736	2.51349074558812	1.4541758931858	1.25096157353322	0	1.02147972741045	1.84398384404833	0.344828496997441	0.613531652917927	0	0.53605290024021	0	1.87578006306849	0	0.650764559116902	0.20163386116965	0.722466024471091	0	0.124328135002202	0	0.20163386116965	0.815575428862573	0.214124805352847	1.4905701304462	0	1.53106949272595	0.214124805352847	0.22650852980868	0	0	0.286881147788162	0.176322772640463	0.6959938131099	0.238786859587116	1.64616265715789	0.575312330687437	0.22650852980868	0.839959587489532	0	0	0	0	0.659924558402378	0.443606651475615	0.263034405833794	0.20163386116965	0.238786859587116	0.748461233004036	0	1.67355642399014	0.903038270112912	0.454175893185802	1.37295209791183	0.790772037862	0	0.189033824390017	0.713695814843359	0.263034405833794	0.22650852980868	0.176322772640463	2.16349873228288	0	0.333423733725192	0	0	0	0	0	0.464668267003444	0.22650852980868	0	0	0	0.411426245726465	0.176322772640463	0.176322772640463
"PGM1"	5.57531233068744	4.83945576522463	4.04875931191986	4.31251996747495	5.4944156103975	5.77505054148317	5.46008724011683	5.32300971061281	5.45844762743792	4.1586601753465	6.3328869169596	4.72410451986685	4.81557542886257	4.81966818349646	5.22843392051337	6.67171796512923	4.5915597458278	5.09761079662642	5.14486214291573	4.76128527336162	4.16832111573972	7.86046625851717	6.91444493174679	6.9263553027107	7.12887075946512	7.85124932023306	7.48494370107066	5.2637856138908	7.80458280123426	6.2340030663556	7.16108148227718	7.18229502502548	6.4586116725846	7.32255913593758	5.92884403671257	7.06511989062899	7.44534598606403	7.89056829030659	6.08618931310448	6.35402893805439	6.71163256182322	5.57984388621158	6.45762712179055	4.20789285164133	4.79337571126475	4.77188557851537	6.43895814789755	7.06166820738934	5.19849415363908	7.90598862931413	6.48784003382305	6.70418032292583	6.4274385637151	6.04286317624712	6.35755200461808	6.99921081033579	6.39797404932677	7.65699682226873	5.94602898951548	6.29774167849137	5.75060650483559	6.06220807756025	6.48848287444453	6.4541758931858	6.59141014298214	6.59320435406329	6.40565206128037	6.65692533979425	5.28540221886225	6.82883464946806	5.55918586578773	7.61294219630467	6.80658184262093	7.07499772513591	5.23725777090037	7.05571626351254	6.19455988602261	5.69710657447698	7.62336941611481	7.25313836969129	7.13811817761461	7.36352154354655	7.66056643771039	7.10936055940423	5.63546419816788	6.01256867350306	6.24222139509837	7.03364324351038	5.93097382556291	4.91408609701272	6.89615073097656	6.8820316083521	5.30122180533309	4.93026424523502	4.45877569908024	4.95745033634712	5.69181329717138	4.85299758761332	4.95837871156634	6.06824086131282	5.90207357931074	5.41074812818595	5.53262865751717	4.98868468677217	5.27314285930808	6.07531869255335
"TRPV2"	4.68088692071969	3.55458885167764	3.30158764660319	3.48413813120167	3.64731450954714	3.55336050333533	3.64500988439109	3.10433665981474	4.74523733212975	3.05137210172103	3.36737106564853	3.39094277280254	2.85399564717639	3.62527048937469	4.456149034648	3.73984810269933	3.80426011563474	4.18269229751619	3.65764000520782	3.52230689287139	2.91838623444635	3.23266075679027	3.63691458035588	3.31614574229336	3.19377174339668	3.10265813136374	3.55458885167764	2.57288966842058	3.17152710603881	2.877744249949	2.76341157447001	2.68032435684402	2.51096191927738	3.73443866613717	2.0036022366802	2.83995958748953	3.33199177823206	3.611172380044	2.6507645591169	3.13750352374994	3.18903382439002	3.02680005934372	4.33127526714661	3.59931779369823	2.62058641045188	2.88947354253111	3.27500704749987	3.60999129521268	2.48542682717024	3.43295940727611	2.66448284036468	3.32481060342048	4.34340782229781	3.25701061820602	4.06522762277562	3.49697358099828	2.98367769469807	3.21256933885081	3.08406426478847	2.62058641045188	2.37573453858316	2.92029330021101	4.01792190799726	2.611172380044	2.611172380044	3.43028527297778	3.04439411935845	2.38128337250378	3.58856473740135	3.09761079662642	2.8073549220576	3.58255600301406	3.47767732756531	3.8011586560937	2.44625622988956	4.12350066435096	3.01435529297707	3.28243980500639	3.28392177230762	3.34198574722862	3.80219321694183	3.95046841415012	2.92029330021101	3.45549162062847	3.31034012061215	3.57531233068744	3.33199177823206	3.12928301694497	2.89336221076387	3.18269229751619	3.70265754339091	2.88557436437143	2.62293035092018	2.39231742277876	2.877744249949	3.27649666564036	3.44095219802964	2.81352468929781	3.24944534108584	2.54349588342577	2.09085343045111	3.05137210172103	2.05311133645956	2.40871186102943	3.1586601753465	2.56559717585422
