"HKB0040_3002_T"	"HKB0044_3006_T"	"HKB0050_3005_T"	"HKB0054_3000_T"	"HKB0069_3000_T"	"HKB0079_3006_T"	"HKB0082_3006_T"	"HKB0098_3005_T"	"HKB0167_3006_T"	"HKB0194_3006_T"	"HKB0219_3000_N"	"HKB0573_3000_T"	"HKB0579_3000_T"	"HKB0659_3000_T"	"HKB0674_3000_T"	"HKB0710_3000_T"	"HKB0718_3000_T"	"HKB0736_3000_T"	"HKB0751_3000_T"	"HKB0752_3000_T"	"HKB0008_3006_T"	"HKB0064_3000_N"	"HKB0097_3004_N"	"HKB0098_3000_N"	"HKB0123_3000_N"	"HKB0124_3000_N"	"HKB0132_3000_N"	"HKB0137_3000_N"	"HKB0155_3003_N"	"HKB0158_3000_N"	"HKB0160_3000_T"	"HKB0161_3000_N"	"HKB0227_3000_N"	"HKB0597_3000_N"	"HKB0657_3000_N"	"HKB0666_3000_N"	"HKB0719_3001_N"	"HKB0744_3001_N"	"HKB0019_3000_N"	"HKB0023_3000_N"	"HKB0033_3000_N"	"HKB0040_3000_N"	"HKB0049_3000_N"	"HKB0049_3006_T"	"HKB0050_3000_N"	"HKB0052_3000_T"	"HKB0052_3004_N"	"HKB0067_3000_N"	"HKB0094_3000_N"	"HKB0096_3000_N"	"HKB0102_3000_N"	"HKB0106_3000_N"	"HKB0109_3000_N"	"HKB0115_3000_N"	"HKB0120_3000_T"	"HKB0121_3000_N"	"HKB0122_3002_N"	"HKB0129_3002_N"	"HKB0133_3000_N"	"HKB0143_3000_N"	"HKB0149_3000_N"	"HKB0150_3000_N"	"HKB0157_3000_N"	"HKB0159_3000_N"	"HKB0160_3001_N"	"HKB0162_3000_N"	"HKB0167_3000_N"	"HKB0179_3000_N"	"HKB0186_3000_T"	"HKB0196_3000_N"	"HKB0198_3000_N"	"HKB0207_3000_N"	"HKB0210_3000_N"	"HKB0211_3000_N"	"HKB0214_3000_N"	"HKB0220_3003_N"	"HKB0221_3000_N"	"HKB0222_3000_N"	"HKB0226_3000_N"	"HKB0571_3000_N"	"HKB0574_3000_N"	"HKB0577_3000_N"	"HKB0583_3000_N"	"HKB0618_3000_N"	"HKB0648_3000_N"	"HKB0663_3000_N"	"HKB0672_3000_N"	"HKB0710_3001_N"	"HKB0718_3001_N"	"HKB0737_3000_T"	"HKB0748_3001_N"	"HKB0751_3001_N"	"HKB0004_3000_N"	"HKB0006_3000_N"	"HKB0074_3000_T"	"HKB0088_3000_T"	"HKB0091_3001_T"	"HKB0100_3006_T"	"HKB0209_3004_T"	"HKB0722_3001_N"	"HKB0006_3006_T"	"HKB0007_3005_T"	"HKB0079_3000_N"	"HKB0129_3000_T"	"HKB0164_3006_T"	"HKB0210_3006_T"
"KIR3DL1"	0.0565835283663675	0.956056652412403	0.22650852980868	0.0565835283663675	0.0285691521967709	0.16349873228288	0.0565835283663675	0.0840642647884746	0.150559676575381	0.454175893185802	1.48026512205446	0.0840642647884746	0	0.0840642647884746	0.22650852980868	0	0.0565835283663675	0.632268215499513	0.0840642647884746	0.687060688339892	0	0.189033824390017	0.31034012061215	0.20163386116965	0.238786859587116	0.27500704749987	0.111031312388744	0.137503523749935	0.16349873228288	0.189033824390017	0.20163386116965	0.20163386116965	0	0.713695814843359	0.150559676575381	0.189033824390017	0.356143810225275	0.321928094887362	0.0426443374084937	0.124328135002202	0.150559676575381	0.238786859587116	0.0565835283663675	0	0.238786859587116	0.0426443374084937	0.0976107966264223	0.111031312388744	0.20163386116965	0.150559676575381	0.070389327891398	0.0565835283663675	0	0.0426443374084937	0.0565835283663675	0.0565835283663675	0.0565835283663675	0.137503523749935	0	0.263034405833794	0.0285691521967709	0	0.0565835283663675	0.0565835283663675	0.263034405833794	0.0976107966264223	0.124328135002202	0.124328135002202	0	0	0.070389327891398	0.189033824390017	0.16349873228288	0.238786859587116	0.176322772640463	0.27500704749987	0	0	0	0.20163386116965	0.214124805352847	0.238786859587116	0.0840642647884746	0.250961573533219	0.0565835283663675	0.214124805352847	0.0840642647884746	0	0	0.321928094887362	0.286881147788162	0	0.0426443374084937	0.124328135002202	0	0	0.0285691521967709	0	0.070389327891398	0.137503523749935	0	0.137503523749935	0	0	0.111031312388744	0.0426443374084937
"CD247"	4.67412163263239	3.01256867350306	3.24336442569366	3.48026512205446	3.03210084316702	2.67807190511264	3.27649666564036	2.26603689399532	4.11852584893567	3.1906148602095	3.54225804976692	3.18586654531133	2.70708299177171	3.58496250072116	4.21412480535285	4.33485426933163	2.75274859140713	4.96301164759943	3.32337006906127	3.09761079662642	2.01435529297707	1.52105073690096	2.36737106564853	2.24792751344359	2.30158764660319	2.02502879449152	1.25096157353322	1.61353165291793	1.58976348698498	1.85996954822103	1.76553474636298	1.76553474636298	1.64154602908752	2.26002565596146	1.85996954822103	1.40053792958373	1.75274859140713	1.54101915313356	1.57046293102604	1.91073266190291	1.68257329734758	1.81557542886257	2.16671544496642	1.51096191927738	2.29278174922785	2.60407132366886	2.15704371014558	1.68706068833989	1.78240856492737	1.67355642399014	1.90303827011291	1.78240856492737	1.86393845042397	2.16349873228288	2.69376571221778	1.80322703643493	1.58976348698498	1.55090066464752	1.57046293102604	1.89530262133331	1.39506279951758	1.4905701304462	1.74416109557041	1.72683121703249	1.57046293102604	1.56559717585423	2.25701061820602	2.06350294230616	3.33199177823206	2.03913839390696	2.33628338786443	1.32768736417605	2.02856915219677	2.31903981556254	1.53605290024021	2.55826763405574	2.08406426478847	2.0071955014042	1.58014548442338	2.24488705912353	1.96347412397489	2.32768736417605	1.35049724708413	2.02147972741045	1.97085365434048	1.15704371014558	2.38956681176273	2.47767732756531	2	2.05311133645956	2.02502879449152	0.933572638261024	3.14404636961671	2.17312743348066	2.75915583380027	1.7311832415722	2.70929063572336	1.57531233068744	1.4594316186373	1.97819562968165	1.54596836910529	2.20789285164133	1.31614574229336	2.43295940727611	1.59931779369823	2.93168305705981
"IL26"	0.16349873228288	0	0	0.070389327891398	0	0	0.214124805352847	0	0.0840642647884746	0	0	0	0	0	0	0.0426443374084937	0	0	0.070389327891398	0	0	0	0	0.0840642647884746	0	0	0	0	0	0.070389327891398	0	0	0	0.0976107966264223	0	0	0	0	0	0	0	0.0976107966264223	0	0	0	0	0	0	0	0	0.150559676575381	0	0	0	0	0	0	0.0976107966264223	0	0	0	0	0	0	0	0	0	0	0	0.16349873228288	0	0	0	0	0	0	0.0976107966264223	0	0	0	0	0	0	0	0	0	0.0840642647884746	0	0	0	0	0	0.070389327891398	0	0	0	0.0565835283663675	0	0	0.0840642647884746	0	0	0	0	0	0.20163386116965
"IL18BP"	3.51349074558812	3.11935617703968	3.0036022366802	2.75915583380027	2.93734439215023	2.78659636189081	2.8011586560937	2.98367769469807	3.98732086592925	2.71808758396052	2.99819550315325	2.13422093976063	1.73552217729654	2.57531233068744	3.33199177823206	3.13422093976063	2.23572705983806	3.62527048937469	2.55826763405574	2.5385381636298	2.34766565630097	1.82781902461732	2.20476675065461	2.39231742277876	2.67355642399014	1.57531233068744	2.10768786931437	2.24184018356467	1.97452931248388	2.07724299893246	2.02502879449152	1.85996954822103	2.56803210477128	1.99276843076892	1.44890095114513	1.37295209791183	1.60407132366886	1.15055967657538	2.59215800212536	2.7158933705476	2.57288966842058	2.81966818349646	2.43562859405209	1.81966818349646	2.43829285157915	2.29865831556452	2.46988597627446	2.37573453858316	2.3533232911629	2.11769504266975	2.08746284125034	1.83995958748953	2.30742852519225	2.18586654531133	2.60169651648096	1.790772037862	2.22342254993494	1.79493566280354	2.611172380044	2.74200621086674	1.51096191927738	2.22650852980868	2.10433665981474	2.75702324650746	2.17312743348066	2.76765479823735	3.01435529297707	2.26903314645524	3.05311133645956	2.84197311892718	2.76553474636298	2.1407786557828	2.82984955984469	2.88947354253111	2.63459326844576	2.96716860753263	3.04788732939655	3.17312743348066	1.98185265328974	1.7311832415722	1.58976348698498	2.45680614923047	1.44360665147561	1.54101915313356	2.10433665981474	1.64616265715789	1.87970576628229	2.22650852980868	2.04614178164472	2.0071955014042	2.16027483140859	1.35049724708413	3.16510798514454	2.85996954822103	2.4276061727819	2.36737106564853	3.20789285164133	2.03913839390696	2.77820857639809	2.0071955014042	1.56071495447448	2.23878685958712	2.38404980679516	2.34198574722862	2.39780296186249	2.65535182861255
"CCL8"	3.05137210172103	3.74523733212975	1.72246602447109	2.22032995487956	4.89675621847481	1.7311832415722	3.48542682717024	2.15380533607904	4.40599235967584	3.57410150808939	3.4594316186373	3.61706334388818	2.68929916053589	5.6839771069756	3.14730669878029	5.94649694120329	3.57773093149008	1.35614381022528	3.57773093149008	1.92219784839637	1.98550043030488	3.52356195605701	3.19692173382033	2.76341157447001	3.98276546258365	3.5837597536395	3.65878273401283	1.50080205305716	2.97819562968165	4.95140129167431	3.51222688651396	4.15055967657538	4.61353165291793	6.03760186043555	2.39231742277876	3.98550043030489	4.72955277045397	5.30305008468167	4.83086375675176	3.79805051476751	2.85996954822103	2.3533232911629	5.18507363787676	2.27798474729977	2.70929063572336	1.08406426478847	2.72246602447109	2.08065766334523	1.9297909977186	4.08491465976794	1.82374936030827	4.46336088581666	5.11935617703968	3.37989816352469	2.50080205305716	5.09761079662642	3.98458935036246	4.29792505250381	1.90689059560852	3.28688114778816	1.16349873228288	2	4.91073266190291	1.9297909977186	4.11270013274936	5.61441538650813	3.59693514238723	3.27500704749987	4.48413813120167	2.71808758396052	2.70487196445635	4.11769504266975	4.00450139223494	4.26077843189343	2.97452931248388	5.2098432305255	4.74362267606765	4.39574832817903	5.95279947789994	5.15137177625395	4.79545527204412	4.77610398807316	3.75167794568758	5.19140472885276	4.77505054148317	4.20867331962947	5.96947286459633	3.04788732939655	3.99367436175058	1.790772037862	2.77399632511117	4.62585493136806	1.81966818349646	1.77820857639809	1.88752527074159	2.53106949272595	2.90881290773955	0.903038270112912	1.55090066464752	2.81557542886257	0.871843648509318	2.78868571061353	1.24488705912353	1.0703893278914	1.65992455840238	0.27500704749987
"TVP23A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CCL3L3"	0.356143810225275	0.298658315564515	0.16349873228288	0.16349873228288	0.37851162325373	0.389566811762726	0.454175893185802	0.454175893185802	0.485426827170242	0.565597175854225	0	0.263034405833794	0.956056652412403	0	0.613531652917927	0.871843648509318	0	0.970853654340484	0.298658315564515	0.422233000683048	1.18269229751619	0.678071905112638	0.992768430768924	0.584962500721156	0.863938450423971	0.31034012061215	0.678071905112638	0	0.298658315564515	1.31034012061215	0.333423733725192	0.411426245726465	0.641546029087524	1.23266075679027	0	0.687060688339892	0.55581615506164	1.25701061820602	0.575312330687437	0.871843648509318	0	0	1.53605290024021	1.82374936030827	0.137503523749935	0	0	0	0	0	0	0.925999418556223	0.604071323668861	0	0.137503523749935	1.16349873228288	0	0.871843648509318	0.124328135002202	0.176322772640463	0.0840642647884746	0.176322772640463	0	0.189033824390017	0	0.575312330687437	0	0.214124805352847	0.7311832415722	0	0.27500704749987	0	0.505890929729957	0.650764559116902	0.16349873228288	0.604071323668861	0.37851162325373	0.622930350920177	1.29278174922785	0.713695814843359	0.485426827170242	0.27500704749987	0.333423733725192	0.333423733725192	0.400537929583729	0.411426245726465	0.189033824390017	0.356143810225275	0.495695162624069	0.356143810225275	0.650764559116902	0.250961573533219	0.389566811762726	0	1.09085343045111	1.27500704749987	0.189033824390017	0	0	0.722466024471091	0.432959407276106	0.137503523749935	0.176322772640463	0.137503523749935	0.839959587489532	0
"FCGR1A"	4.66220549965362	4.80064109732908	4.57046293102604	3.1554254317472	4.55151601762801	3.97269265400426	4.21179097625254	4.23878685958712	6.21334728173344	4.72246602447109	2.30451104180995	3.74416109557041	3.64616265715789	4.91408609701272	5.03033607837096	5.999774561287	4.834407841807	4.45811948117451	4.33699741660501	5.14689956034359	4.30158764660319	1.03562390973072	2.6667565918848	2.03913839390696	1.59454854955035	0.807354922057604	2.45154083301783	1.41142624572647	0.831877241191673	2.66220549965362	1.29865831556452	0.545968369105292	1.88752527074159	2.57531233068744	1.39506279951758	0.765534746362977	1.99638874644762	1.58014548442338	1.98550043030488	2.80529245560071	2.94673086014031	2.64616265715789	2.14404636961671	2.86789646399265	1.33342373372519	3.01435529297707	2.49569516262407	1.0071955014042	2.93922657772821	1.44890095114513	2.1243281350022	1.09085343045111	2.69821847822441	1.97819562968165	3.69932952567316	0.31034012061215	1.60407132366886	1.37295209791183	4.08491465976794	1.62760683812965	1.86393845042397	1.95977015521147	0.903038270112912	1.790772037862	1.11103131238874	1.43295940727611	2.46466826700344	1.36176835941915	3.06350294230616	2.16349873228288	2.39231742277876	2.09423606984577	3.73768676140986	1.66448284036468	3.16510798514454	5.30815697511476	2.0496307677246	2.84599177066457	0.956056652412403	1.49569516262407	1.70929063572336	1.42223300068305	1.49569516262407	1.67355642399014	2.61588707391606	3.09085343045111	3.42223300068305	1.86789646399265	2.9560566524124	3.75488750216347	0.807354922057604	2.01792190799726	1.98550043030488	2.89530262133331	2.83995958748953	4.0408924306469	4.75167794568758	2.46988597627446	4.46008724011683	1.40599235967584	3.29572302453997	4.12598165385472	1.63691458035588	1.32768736417605	3.04614178164472	3.27351588970212
"FCER1G"	6.93734439215023	6.02147972741045	5.79025073883523	5.87725345387661	6.04548665635946	5.77768271707355	6.12391445900198	5.95698592461258	8.15350136549655	6.41886457739032	7.27658971572526	5.61706334388818	6.16932375323987	6.86974805146507	6.67835365397417	7.01803322276456	6.67341508722384	6.36754580010534	6.24621804640558	6.59514556799086	6.22458056608344	5.00450139223494	6.23150921086705	4.90929308582382	4.73009646559547	4.91408609701272	6.16269343221124	4.84096670448742	5.01256867350306	5.51349074558812	4.85996954822103	5.14852742516046	6.2228431931073	6.20535341079454	5.24336442569366	5.11852584893567	5.31143045574974	6.39626226099011	4.83491342970104	5.92694824794977	6.05202456048283	5.29682445864937	7.52997707390733	6.45187047886432	5.07382023329167	5.01122725542325	6.07167687375186	6.35825558670513	5.14282184411593	4.76022094646651	5.06436554026363	5.90134963765088	7.13226836577046	5.31867837373655	6.48220292629596	5.467605550083	5.42492208821069	6.18050594379476	6.11727946005392	5.47767732756531	5.2137360959228	5.32876467228402	6.54179358819477	5.89263388342444	5.94789988624827	7.09676785471469	6.26171884978794	5.7679195858018	6.77109325169954	6.11332544304199	6.35508676166836	6.99378756313484	7.2579534945489	6.88472001256047	5.74469931420784	7.37042586738464	6.05549936581374	6.72860081064319	6.21062264439691	5.65219964830406	7.07307041961431	6.54008928198252	5.14445431392619	6.46041493916217	6.24164954001753	5.92718535782637	6.72000478695481	5.62673115067279	6.19377174339668	5.13463167144765	5.63255905211795	5.40122086216022	5.22110372536788	4.8109571587378	5.3215673760354	5.83693401132109	6.77267747042486	3.06350294230616	5.68032435684402	4.61470984411521	4.50652577904312	5.90640961709402	3.72465027173297	5.28651155766423	6.66434061183981	6.04875931191986
"GNGT2"	2.28392177230762	1.50589092972996	1.28688114778816	1.70929063572336	1.98550043030488	1.31034012061215	1.58496250072116	1.51096191927738	2.35049724708413	1.6915341649192	1.24488705912353	0.948600847493356	1.18269229751619	2.14730669878029	2.46988597627446	2.16349873228288	1.4541758931858	2.26303440583379	1.87184364850932	1.79493566280354	1.6507645591169	0.659924558402378	0.6959938131099	1.15704371014558	1.0496307677246	1.28095631383106	0.963474123974886	0.799087306074004	0.678071905112638	1.15704371014558	0.55581615506164	0.678071905112638	1.15055967657538	0.903038270112912	0.765534746362977	0.594548549550354	1	1.06350294230616	0.910732661902913	0.807354922057604	1.26903314645524	1.17632277264046	1.17632277264046	1.23878685958712	1.06350294230616	0.807354922057604	0.963474123974886	0.641546029087524	0.565597175854225	1.09761079662642	1.09761079662642	0.526068811667588	1.25096157353322	1.11103131238874	1.38404980679516	0.790772037862	0.807354922057604	0.55581615506164	1.23266075679027	1.0496307677246	0.739848102699327	1.11769504266975	0.871843648509318	0.956056652412403	1.15704371014558	1.01435529297707	0.963474123974886	0.823749360308273	1.34482849699744	1.1243281350022	0.992768430768924	0.773996325111173	0.545968369105292	0.432959407276106	1.02856915219677	1.31034012061215	1.0496307677246	1.22650852980868	0.704871964456353	0.887525270741587	1.07724299893246	1.05658352836637	0.443606651475615	0.6959938131099	0.941106310946431	1.10433665981474	1.58496250072116	0.823749360308273	1.31614574229336	1.19534759832222	0.584962500721156	0.16349873228288	1.1243281350022	1.01435529297707	1.27500704749987	1.62293035092018	1.37851162325373	0.713695814843359	0.641546029087524	0.925999418556223	0.963474123974886	1.08406426478847	0.807354922057604	1.20163386116965	1.41683974191283	1.08406426478847
"TMEM100"	0.903038270112912	0.214124805352847	0.22650852980868	2.37295209791183	0.863938450423971	0.176322772640463	0.0976107966264223	0.604071323668861	0.298658315564515	0.286881147788162	3.9136075118231	1.87578006306849	1.50080205305716	0.7311832415722	0.739848102699327	0.20163386116965	0.22650852980868	1.26903314645524	1.63691458035588	0.111031312388744	0.367371065648529	6.18487534290828	4.96855160336395	5.45187047886432	5.45844762743792	5.23227701026829	5.75675645130727	3.51349074558812	5.0232553523003	3.81557542886257	4.63865311646611	5.58074849176377	4.08151006812092	5.14363830992204	3.95791459863299	5.07424852334703	4.23035674505615	4.97911075501579	4.15461561132689	4.30231905094883	4.79233480570669	3.40463068421761	4.48607074373567	2.22342254993494	2.7158933705476	2.35614381022528	4.90448409790142	5.08915913191124	3.73335434061383	5.45811948117451	4.7457751494858	5.56590176680667	4.90929308582382	4.28762004411207	4.12184429787638	5.11852584893567	3.88166461932035	5.44161626940656	4.33127526714661	4.58736499093646	3.20320115631661	3.89336221076387	4.5909612413426	4.26903314645524	4.55336050333533	3.89530262133331	3.73226919950145	4.24107745817504	1.93734439215023	4.33985000288462	3.17472598770613	4.80477637795583	4.74038793246835	5.42995065740377	3.62293035092018	3.81044310384517	3.93545974780529	4.12845838414693	4.19692173382033	5.05788344889963	5.57198012018773	4.26603689399532	3.59215800212536	4.877744249949	4.09000652990382	4.05050169744673	3.83794324189103	4.90689059560852	3.54843662469604	1.32768736417605	5.45318830954823	3.90207357931074	2.60644222813161	3.32768736417605	2.79701297783614	0.687060688339892	1.14404636961671	0.0285691521967709	0.189033824390017	4.01435529297707	0.22650852980868	0.485426827170242	1.9297909977186	2.83592407425437	1.48542682717024	0.613531652917927
"ITLN1"	0.263034405833794	0	0	0	0	0.111031312388744	0	0	0.137503523749935	0.111031312388744	0.839959587489532	0	0	0.124328135002202	0.189033824390017	0.150559676575381	0.214124805352847	0	0	0.367371065648529	0	0.0840642647884746	0	1.14404636961671	3.88557436437143	2.10433665981474	2.18269229751619	0.20163386116965	0	0.111031312388744	0.070389327891398	0.6959938131099	2.73335434061383	0.367371065648529	0	0.713695814843359	0.411426245726465	0.124328135002202	0.124328135002202	0	0.070389327891398	0.0840642647884746	0.27500704749987	0	0	0.070389327891398	0.0565835283663675	0.189033824390017	0.0426443374084937	0	0	0.704871964456353	1.05658352836637	2.74416109557041	0	0.298658315564515	0	0.22650852980868	0	0	0	0.176322772640463	0.389566811762726	0.0840642647884746	0.53605290024021	0	3.19377174339668	1	0	3.39094277280254	0	0.150559676575381	0.613531652917927	2.80322703643493	0	0.070389327891398	1.03562390973072	0.16349873228288	0	0.070389327891398	0	0.903038270112912	0	0	0.298658315564515	0	0.400537929583729	0	0.22650852980868	0	0.454175893185802	0.263034405833794	0	0	0	0.238786859587116	0	0	0	0.0840642647884746	0	0	0.713695814843359	0.422233000683048	0.124328135002202	0
"ITLN2"	0	0.150559676575381	0	0.0565835283663675	0.0565835283663675	0	0.0976107966264223	0	0	0	0	0.0565835283663675	0	0	0	0	0	0.0976107966264223	0	0	0	0	0	0	0	0	0.0840642647884746	0	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0976107966264223	0.0840642647884746	0	0	0	0	0	0	0.0565835283663675	0.0565835283663675	0	0	0.0840642647884746	0.0840642647884746	0	0	0	0	0	0	0	0.0976107966264223	0.111031312388744	0	0	0	0	0	0	0	0.176322772640463	0	0	0	0	0	0	0	0	0	0	0	0	0.0840642647884746	0.0565835283663675	0	0.0840642647884746	0	0	1.52606881166759	0.250961573533219	0.0840642647884746	0	0	0
"STX11"	2.91838623444635	1.84799690655495	1.94110631094643	2.21101219348551	1.89141918684608	1.62293035092018	1.96347412397489	1.58496250072116	3.22342254993494	1.82374936030827	3.90592847817313	2.03210084316702	1.51601514700366	2.0703893278914	2.47508488294878	2.31614574229336	1.63691458035588	2.4931349223055	2.24488705912353	1.72246602447109	2.75488750216347	4.49569516262407	4.13010717865883	3.82476785314329	4.90737141382356	4.07980475463526	4.10685079645022	2.62058641045188	4.37573453858316	3	4.2861418728343	4.3327079336406	3.66220549965362	4.51601514700366	2.16671544496642	3.59215800212536	4.33485426933163	4.50716034911752	3.38404980679516	3.6724253419715	3.88849973551412	2.6959938131099	3.81762325751143	1.82374936030827	1.95977015521147	1.59454854955035	2.81557542886257	3.33913738491959	2.77399632511117	4.58736499093646	2.98002530023873	4.07210580048042	3.49569516262407	2.98550043030489	3.68481873755322	4.04001567884788	3.24184018356467	4.14159627838382	3.39780296186249	3.0036022366802	2.13093086982645	2.69821847822441	4.55336050333533	2.99095486039699	3.96993327469786	4.34056226902641	4.05224198118114	3.13093086982645	2.81762325751143	3.73984810269933	2.40871186102943	5.05831649559082	3.93545974780529	4.88068552526112	1.49569516262407	4.30085587126876	3.87872534148011	2.5385381636298	4.81301154860562	3.73768676140986	3.91647664443772	4.51159454153741	4.22573765346606	4.61235249875266	2.21101219348551	2.58736499093646	3.64961545906341	3.60880924267552	2.57288966842058	1.41683974191283	3.29425313644451	3.93451650158608	2.3305584000308	1.70487196445635	1.41142624572647	1.76128527336162	1.75274859140713	1.35049724708413	1.37851162325373	2.13093086982645	0.765534746362977	1.51096191927738	1.32192809488736	1.67355642399014	1.34482849699744	1.28688114778816
"PRX"	0.6959938131099	0.739848102699327	1.0496307677246	2.10768786931437	0.855989697308481	0.855989697308481	0.7311832415722	1.83995958748953	1.07724299893246	1.57046293102604	2.26603689399532	1.41142624572647	1.31034012061215	0.613531652917927	0.903038270112912	0.37851162325373	0.75702324650746	1.93734439215023	1.44360665147561	0.918386234446348	1.98185265328974	1.77399632511117	2.34198574722862	2.09761079662642	1.73552217729654	1.790772037862	2.27202318906105	2.16027483140859	2.02856915219677	2.0036022366802	2.13093086982645	1.79493566280354	2.46988597627446	1.82374936030827	2.27798474729977	2.09423606984577	1.82781902461732	1.34482849699744	2.40053792958373	2.30158764660319	2.63923216324928	3.0232553523003	3.35614381022528	1.91456452349394	2.70043971814109	1.53106949272595	2.38404980679516	2.28095631383106	2.26002565596146	2.27798474729977	2.54101915313356	2.08746284125034	2.23266075679027	2.37573453858316	1.76977173924945	2.15055967657538	2.5385381636298	2.06350294230616	2.09761079662642	2.35895882583233	2.67129337248158	2.64616265715789	1.98913900736823	2.49569516262407	1.95233356636969	1.81557542886257	2.07724299893246	1.87184364850932	1.92219784839637	2.22958792274065	2.56071495447448	1.9297909977186	1.25096157353322	3.72574115650395	2.65992455840238	1.93734439215023	2.05658352836637	2.114367024952	1.89530262133331	2.05311133645956	1.6507645591169	4.09169983413681	2.14404636961671	1.74416109557041	2.17632277264046	2.13750352374994	2.08746284125034	2.24792751344359	2.06004738366994	1.85598969730848	2.60407132366886	1.91456452349394	2.61353165291793	2.73552217729654	1.75702324650746	1.47508488294878	1.17632277264046	2.73984810269933	1.4541758931858	3.2585189247113	2.20476675065461	1.15704371014558	3.91073266190291	1.82374936030827	1.91456452349394	0.22650852980868
"CLDN5"	2.37851162325373	1.09761079662642	1.66902676550963	2.90303827011291	2.32768736417605	2.19534759832222	1.52105073690096	2.22032995487956	2.12763327972587	1.54596836910529	5.50080205305716	3.67016051412663	2.90110824301451	1.08406426478847	3.47897180503294	0.748461233004036	1.72683121703249	2.80529245560071	3.4594316186373	1.71808758396052	2.7311832415722	5.71781348971805	6.29130885982897	6.12969515665378	5.63662462054365	6.08193608171943	5.93404464711225	5.04919510562227	6.18942924580976	4.4757334309664	6.18169891109611	4.95745033634712	5.46890909211059	5.93215568443206	4.66220549965362	6.13750352374993	5.61765111942733	6.4239142676731	4.55090066464752	6.13504228623365	5.44790974874208	5.46303385531749	5.82781902461732	3.04614178164472	5.0071955014042	4.04788732939655	5.61588707391606	6.3547342399706	5.03913839390696	6.83035674741922	6.13729858092114	6.09845324630927	5.05831649559082	5.64817779572482	5.51853513898218	5.89506021268939	5.17951105027151	5.9126498648972	5.48155728070859	5.73362549840823	4.88557436437143	5.17152710603881	6.47913353307985	4.74038793246835	4.56315813040281	5.26903314645524	5.08746284125034	4.52669484554198	4.44757919654888	4.9560566524124	4.99638874644762	6.44790974874208	5.42122329922514	5.67412163263239	4.69265037003553	6.24050514939098	4.74254523386605	4.22958792274065	5.92338691550471	5.46401472450489	6.3094308781034	6.38249434029312	5.26903314645524	6.29535569289167	4.47767732756531	5.4032677223393	5.06479664591181	5.26978123827438	4.51032901949057	3.39917109381982	6.30323278525064	5.91480367725178	4.70597790168252	4.90400231628369	4.10349763970334	2.55826763405574	2.10768786931437	2.75702324650746	2.67581593117227	4.4235781709818	1.93734439215023	1.49569516262407	4.54039930563062	4.47053686509258	3.10768786931437	1.75702324650746
"RSPO1"	0.238786859587116	0.22650852980868	0.298658315564515	0.75702324650746	0.545968369105292	0.75702324650746	0.214124805352847	0.963474123974886	0.263034405833794	1.26903314645524	1.57531233068744	0.831877241191673	0.55581615506164	0.389566811762726	0.137503523749935	0.124328135002202	0.263034405833794	0.454175893185802	0.356143810225275	0.0840642647884746	0.27500704749987	0.137503523749935	0.250961573533219	0.650764559116902	0.0976107966264223	0.286881147788162	0.16349873228288	1.4276061727819	0	2.29572302453997	0.150559676575381	0.111031312388744	1.82781902461732	0.16349873228288	1.80322703643493	0.176322772640463	0.0285691521967709	0	1.94110631094643	1.65535182861255	1.92219784839637	1.18903382439002	0.622930350920177	0.214124805352847	2.44890095114513	0.641546029087524	1.71369581484336	0.632268215499513	2.52356195605701	1.09085343045111	1.54101915313356	0	0.485426827170242	0.815575428862573	0.137503523749935	0.0840642647884746	1.26303440583379	0.739848102699327	1.35614381022528	1.62293035092018	3.44625622988956	1.35049724708413	0	3.86195536414487	0.356143810225275	0.622930350920177	0.400537929583729	1.51601514700366	0.432959407276106	1.32768736417605	1.29278174922785	0.124328135002202	0.475084882948783	0.0426443374084937	2.84799690655495	0.823749360308273	1.56071495447448	1.02147972741045	0.669026765509631	1.42223300068305	0.298658315564515	0	0.632268215499513	0.432959407276106	2.29865831556452	1.93357263826102	0.613531652917927	1.29865831556452	0.839959587489532	0.863938450423971	1.04264433740849	0.16349873228288	0.970853654340484	1.82781902461732	1.55090066464752	0.321928094887362	0.137503523749935	0.918386234446348	2.27500704749987	1.70487196445635	0.0840642647884746	0.84799690655495	2.0071955014042	1.15704371014558	0.464668267003444	0.0285691521967709
