"HKB0597_3000_N"	"HKB0719_3001_N"	"HKB0004_3000_N"	"HKB0005_3000_N"	"HKB0006_3000_N"	"HKB0019_3000_N"	"HKB0023_3000_N"	"HKB0033_3000_N"	"HKB0035_3000_N"	"HKB0036_3000_N"	"HKB0038_3000_N"	"HKB0040_3000_N"	"HKB0044_3000_N"	"HKB0049_3000_N"	"HKB0050_3000_N"	"HKB0052_3004_N"	"HKB0064_3000_N"	"HKB0067_3000_N"	"HKB0074_3003_N"	"HKB0094_3000_N"	"HKB0096_3000_N"	"HKB0097_3004_N"	"HKB0098_3000_N"	"HKB0102_3000_N"	"HKB0106_3000_N"	"HKB0109_3000_N"	"HKB0115_3000_N"	"HKB0120_3002_N"	"HKB0121_3000_N"	"HKB0122_3002_N"	"HKB0123_3000_N"	"HKB0124_3000_N"	"HKB0129_3002_N"	"HKB0132_3000_N"	"HKB0133_3000_N"	"HKB0137_3000_N"	"HKB0143_3000_N"	"HKB0149_3000_N"	"HKB0150_3000_N"	"HKB0155_3003_N"	"HKB0157_3000_N"	"HKB0158_3000_N"	"HKB0159_3000_N"	"HKB0160_3000_T"	"HKB0160_3001_N"	"HKB0161_3000_N"	"HKB0162_3000_N"	"HKB0167_3000_N"	"HKB0179_3000_N"	"HKB0186_3002_N"	"HKB0194_3000_N"	"HKB0196_3000_N"	"HKB0198_3000_N"	"HKB0207_3000_N"	"HKB0211_3000_N"	"HKB0214_3000_N"	"HKB0219_3000_N"	"HKB0220_3003_N"	"HKB0221_3000_N"	"HKB0222_3000_N"	"HKB0226_3000_N"	"HKB0227_3000_N"	"HKB0571_3000_N"	"HKB0574_3000_N"	"HKB0577_3000_N"	"HKB0583_3000_N"	"HKB0618_3000_N"	"HKB0648_3000_N"	"HKB0657_3000_N"	"HKB0663_3000_N"	"HKB0666_3000_N"	"HKB0672_3000_N"	"HKB0710_3001_N"	"HKB0718_3001_N"	"HKB0722_3001_N"	"HKB0748_3001_N"	"HKB0751_3001_N"	"HKB0752_3001_N"	"HKB0008_3006_T"	"HKB0023_3006_T"	"HKB0038_3006_T"	"HKB0049_3006_T"	"HKB0052_3000_T"	"HKB0098_3005_T"	"HKB0101_3000_T"	"HKB0143_3006_T"	"HKB0186_3000_T"	"HKB0191_3001_T"	"HKB0208_3006_T"	"HKB0209_3004_T"	"HKB0576_3000_T"	"HKB0665_3000_T"	"HKB0698_3000_T"	"HKB0701_3000_T"	"HKB0737_3000_T"	"HKB0086_3006_T"	"HKB0164_3000_N"	"HKB0164_3006_T"	"HKB0538_3000_N"	"HKB0552_3000_T"	"HKB0562_3000_N"	"HKB0579_3000_T"	"HKB0599_3000_T"	"HKB0636_3000_N"	"HKB0007_3005_T"	"HKB0079_3000_N"	"HKB0088_3000_T"	"HKB0129_3000_T"	"HKB0141_3006_T"	"HKB0158_3006_T"	"HKB0168_3006_T"	"HKB0230_3006_T"	"HKB0564_3000_T"	"HKB0734_3000_T"	"HKB0016_3006_T"	"HKB0179_3006_T"	"HKB0210_3000_N"	"HKB0210_3006_T"	"HKB0748_3000_T"	"HKB0040_3002_T"	"HKB0054_3000_T"	"HKB0064_3004_T"	"HKB0069_3000_T"	"HKB0074_3000_T"	"HKB0120_3000_T"	"HKB0167_3006_T"	"HKB0220_3000_T"	"HKB0573_3000_T"	"HKB0674_3000_T"	"HKB0736_3000_T"	"HKB0751_3000_T"	"HKB0004_3006_T"	"HKB0005_3001_T"	"HKB0019_3006_T"	"HKB0036_3006_T"	"HKB0056_3002_T"	"HKB0065_3006_T"	"HKB0079_3006_T"	"HKB0084_3000_T"	"HKB0091_3001_T"	"HKB0125_3006_T"	"HKB0134_3006_T"	"HKB0157_3006_T"	"HKB0161_3001_T"	"HKB0182_3006_T"	"HKB0211_3002_T"	"HKB0216_3000_N"	"HKB0659_3000_T"	"HKB0677_3000_T"	"HKB0710_3000_T"
"AXL"	5.65935375917005	5.26265865507222	4.9518675043269	4.62234472272424	4.90062533253607	5.35297033824593	5.5197934862411	5.35049724708413	4.73443866613717	4.95652136333312	4.71424551766612	5.6085135781513	4.41142624572646	6.2293956531274	5.11811050560737	5.84071499114108	5.05701696536554	5.88386515450979	5.34766565630097	5.34056226902641	5.95884267524324	5.90953311494689	5.43329332581501	5.33592624092836	6.09761079662642	6.33574763429973	6.11415876872055	5.17751920259781	5.85349670370232	5.31360865703049	4.71149490665009	5.20006486151431	5.75381844317354	5.24260250592898	5.08831123588866	4.79701297783614	5.28872767951457	5.06350294230616	4.94016675048282	5.30524096595448	6.43879185257826	5.3019533951261	4.97682185236069	5.58676474335514	6.08831123588866	5.55979769575487	5.9481335778404	5.42223300068305	5.27909980213375	5.14730669878029	4.56742375770728	5.44028782084042	5.28392177230762	5.47346223623528	5.62556273996637	5.30597052098439	5.56102057782927	5.54905302933729	5.6055535954944	5.79103261675567	5.41582625747291	4.85897561429202	5.35085080548338	5.54473265593262	6.38474058729238	5.0241423458978	5.16992500144231	5.26791028088483	4.52857131887076	5.26641176603611	4.93969674069176	5.02856915219677	5.51696065989882	4.85299758761332	4.99276843076892	6.45318830954823	5.01480160235136	4.72846476509253	5.37330019660839	5.16832111573972	5.72273923629671	5.07809742302666	4.95093492831454	5.56285295958392	4.99186193055632	5.16309613843601	5.27426166125705	5.38301301548867	5.13914201914569	5.90881290773955	5.17472598770613	5.58255600301406	5.09887428674445	5.63865311646611	5.82908844400489	4.96578428466209	4.81557542886257	5.19298316997399	4.13175409098481	4.16751850373522	4.54349588342577	4.94906796585291	4.89627184880738	4.48800077083407	5.10181813422741	5.28798935040895	5.35966172233388	4.59753117422421	4.25096157353322	5.59126052462153	4.9429835981871	4.85598969730848	4.80889983925777	4.37225564844579	5.31578357458946	5.27947129564447	5.1122831085982	4.0866139474095	4.28095631383106	4.61706334388818	5.19495379593384	4.4995270242151	4.94251450533924	4.96624587322494	5.91719303692495	5.79727243202997	4.9560566524124	4.98504496225347	5.34411833452143	4.52481592835751	4.73768676140986	4.17712050284652	3.92884403671257	5.04133060682062	4.71314590249026	4.45680614923047	4.54163873443614	4.75274859140713	5.32912359629157	5.04483123344781	4.56742375770728	4.42894634476948	3.61706334388818	5.22689381357139	4.8923910259134	3.86492897228979	7.06920806723143	4.12515513132229	3.91073266190291	4.6876206320849
"FMO1"	2.26002565596146	2.46988597627446	3.48284828306847	4.44426950241348	3.34056226902641	3.97544676564096	2.71808758396052	3.56071495447448	3.76659516172927	3.68144926531496	3.71259578044703	3.4995270242151	4.23266075679027	2.73768676140986	3.53231695933277	3.24336442569366	2.799087306074	2.3533232911629	3.05831649559082	3.57773093149008	2.52356195605701	2.83794324189103	3.03210084316702	3.33628338786443	1.82781902461732	2.75488750216347	2.6959938131099	4.44294349584873	1.98550043030488	2.86987140617771	2.1407786557828	2.92029330021101	2.91456452349394	3.31179371775365	3.50589092972996	3.38681094647222	3.86393845042397	4.47508488294878	3.01435529297707	2.24792751344359	2.34766565630097	2.79285535236249	4.36597242759338	2.83995958748953	2.4276061727819	3.13586316536868	2.31614574229336	2.23572705983806	3.16027483140859	4.59693514238723	4.58195375084882	3.08065766334523	3.23878685958712	2.17312743348066	2.01792190799726	4.20476675065461	3.56559717585422	2.75060650483559	3.29130885982897	3.0408924306469	2.6667565918848	2.68257329734758	3.21567859660793	2.56559717585422	2.59215800212536	3.14404636961671	3.09592441999854	4.44294349584873	4.09845324630927	3.12598165385472	2.94485844580754	4.19927972133662	3.26903314645524	4.20554891117303	4.58315800387441	5.0241423458978	2.4594316186373	4.3327079336406	1.91838623444635	1.53605290024021	2.75488750216347	1.59454854955035	2.82781902461732	1.92219784839637	2.16992500144231	2.790772037862	3.86096279785812	3.09761079662642	2.61588707391606	1.28688114778816	3.16992500144231	2.36176835941915	3.51475349843975	3.82680268428583	3.10936055940423	1.84398384404833	3.21878116778407	2.20476675065461	3.81249822533356	1.97085365434048	4.51853513898218	3.47767732756531	3.27202318906105	4.39094277280254	1.91073266190291	3.65191274464578	2.24184018356467	3.37989816352469	2.28983446517751	2.53605290024021	2.74846123300404	0.903038270112912	2.73552217729654	1.9560566524124	1.7311832415722	1.86789646399265	1.99638874644762	1.42223300068305	2.83592407425437	2.75702324650746	3.20633064787105	3.21101219348551	1.89141918684608	3.5909612413426	2.69821847822441	3.39780296186249	2.76128527336162	3.72574115650395	4.56864019541922	3.35895882583233	1.98913900736823	3.50589092972996	2.0496307677246	1.78240856492737	3.11270013274936	1.81147103052984	3.22958792274065	2.75060650483559	1.89141918684608	0.925999418556223	2.89336221076387	2.49825086752783	1.7311832415722	3.36036427654347	2.26903314645524	2.38128337250378	4.55397480823747	2.28095631383106	1.97452931248388	1.32768736417605
"IGFL3"	0	0	0	0	0	0	0	0	0.22650852980868	0.298658315564515	0	0	0	0	0	0	0	0	0	0	0	0	0.150559676575381	0	0	0	0	0	0	0	0	0	0	0.150559676575381	0	0	0	0.286881147788162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53605290024021	0	0	0	0	0.263034405833794	2.37016428054021	4.53605290024021	1.19534759832222	0.594548549550354	0.641546029087524	0.687060688339892	1.36737106564853	0	0.839959587489532	0.286881147788162	0.333423733725192	2.1407786557828	0.475084882948783	0.475084882948783	0.713695814843359	0.344828496997441	2.31034012061215	0	0	0	0	0	0.807354922057604	1.09761079662642	0.238786859587116	0.925999418556223	0.16349873228288	0.925999418556223	0	0	1.0496307677246	0	0	0.970853654340484	1.75274859140713	0.485426827170242	0	0	0.238786859587116	0	0	0	0.176322772640463	0.286881147788162	0	0.475084882948783	0.505890929729957	0	1.53106949272595	0	0	0.111031312388744	0.27500704749987	0.687060688339892	0.443606651475615	0.910732661902913	0	1.64616265715789	0.321928094887362	0.773996325111173	0	0	1.31614574229336	0.111031312388744	2.31324585178756	1.26303440583379	0.16349873228288	2.43562859405209	0.124328135002202	0.27500704749987	0
"MMP16"	1.97085365434048	1.72683121703249	2.83390207666916	4.32553033156756	2.70043971814109	3.26002565596146	2.44890095114513	3.0071955014042	3.40735275114004	3.74523733212975	2.8972404255748	3.43028527297778	4.09339115325301	2.63923216324928	3.12763327972587	3.39780296186249	0.545968369105292	1.71808758396052	2.68929916053589	2.99276843076892	1.50589092972996	2.30158764660319	1.89530262133331	2.41953889151378	1.86393845042397	2.75060650483559	2.78659636189081	3.46597446450407	1.75702324650746	2.01435529297707	0.992768430768924	1.46466826700344	2.04264433740849	1.84799690655495	3.00180224263399	2.54101915313356	2.98913900736823	3.55826763405574	2.53106949272595	0.565597175854225	2.0703893278914	2.17312743348066	3.13093086982645	1.15055967657538	2.0496307677246	0.722466024471091	3.06695024392463	1.6915341649192	2.96901230751632	3.64731450954714	3.69821847822441	2.41142624572647	2.44095219802964	1.46466826700344	1.96347412397489	3.47248777146274	2.18586654531133	1.33913738491959	3.19692173382033	3.02856915219677	1.24488705912353	2.35895882583233	1.58976348698498	2.04614178164472	2.03913839390696	1.98913900736823	1.36737106564853	3.86294724802092	3.32912359629157	2.37851162325373	1.81557542886257	2.66220549965362	2.72465027173297	2.79701297783614	3.37573453858316	4.6507645591169	1.85598969730848	3.51601514700366	3.26303440583379	3.09929520433778	3.43295940727611	2.33342373372519	3.10097764772482	3.31469652565629	3.33771109212829	2.36457243229586	3.48155728070859	2.9429835981871	4.19692173382033	1.95977015521147	2.63459326844576	3.19219416528334	2.54349588342577	3.1811025507538	3.69041709553247	3.93545974780529	3.26753579806873	2.19534759832222	3.69376571221778	2.19849415363908	4.27649666564036	3.31179371775365	2.74631276642546	2.97269265400426	1.56559717585423	3.47248777146274	2.68481873755322	2.90496571868403	2.43562859405209	2.40599235967584	2.58496250072116	1.70929063572336	3.46858331700683	2.96162332828694	1.95233356636969	2.95977015521147	2.26002565596146	2.01077983875324	2.64385618977472	0.782408564927373	3.55336050333533	1.81147103052984	1.48542682717024	2.98002530023873	2.94485844580754	1.16992500144231	2.48026512205446	3.46466826700344	1.52606881166759	0.963474123974886	1.48026512205446	1.35614381022528	3.03210084316702	1.78240856492737	1.23878685958712	0.879705766282288	1.14404636961671	1.52105073690096	0.895302621333307	3.21723071622067	1.38956681176273	2.47508488294878	2.51096191927738	2.93922657772821	2.23266075679027	2.28983446517751	2.30742852519225	0.713695814843359	1.64154602908752	0.782408564927373
"SLC6A1"	0.263034405833794	0.176322772640463	0.238786859587116	0.0840642647884746	0.356143810225275	0.356143810225275	0.250961573533219	0.150559676575381	0.176322772640463	0.238786859587116	0.176322772640463	0.505890929729957	0.238786859587116	1.04264433740849	0.464668267003444	0.432959407276106	0.124328135002202	0.356143810225275	0.367371065648529	0.475084882948783	0.443606651475615	0.176322772640463	0.443606651475615	0.321928094887362	0.505890929729957	0.411426245726465	0.454175893185802	0.286881147788162	0.356143810225275	0.263034405833794	0.400537929583729	0.263034405833794	0.464668267003444	0.659924558402378	0.464668267003444	0.250961573533219	0.432959407276106	0.238786859587116	0.150559676575381	0.150559676575381	0.475084882948783	0.367371065648529	0.20163386116965	0.189033824390017	0.16349873228288	0.137503523749935	0.321928094887362	0.422233000683048	0.356143810225275	0.333423733725192	0.214124805352847	0.526068811667588	0.176322772640463	0.286881147788162	0.678071905112638	0.356143810225275	0.400537929583729	0.298658315564515	0.389566811762726	0.31034012061215	0.22650852980868	0.411426245726465	0.31034012061215	0.505890929729957	1.06350294230616	0.137503523749935	0.298658315564515	0.214124805352847	0.238786859587116	0.0565835283663675	0.070389327891398	0.22650852980868	0.422233000683048	0.263034405833794	0.124328135002202	0.286881147788162	0.16349873228288	0.389566811762726	0.823749360308273	0.992768430768924	1.74846123300404	0.748461233004036	0.575312330687437	0.7311832415722	0.7311832415722	0.7311832415722	0.584962500721156	1.48542682717024	0.831877241191673	0.622930350920177	1.52105073690096	0.895302621333307	0.411426245726465	1.40053792958373	0.941106310946431	0.485426827170242	0.137503523749935	0.963474123974886	0.0976107966264223	0.613531652917927	0.176322772640463	0.604071323668861	0.475084882948783	0.189033824390017	0.333423733725192	0.27500704749987	0.53605290024021	0.495695162624069	0.22650852980868	0.613531652917927	1.02147972741045	0.687060688339892	0.454175893185802	0.411426245726465	0.27500704749987	0.831877241191673	0.389566811762726	0.286881147788162	0.575312330687437	0.0840642647884746	0.464668267003444	0.150559676575381	0.55581615506164	0.321928094887362	0.344828496997441	0.422233000683048	0.565597175854225	0.189033824390017	0.739848102699327	0.0976107966264223	0.31034012061215	0.356143810225275	0.613531652917927	0.669026765509631	0.55581615506164	0.37851162325373	0.422233000683048	0.443606651475615	0.918386234446348	0.16349873228288	0.485426827170242	0.238786859587116	1.13093086982645	0.970853654340484	0.839959587489532	1.01435529297707	0.823749360308273	0.389566811762726	0.485426827170242	0.27500704749987
"CD248"	5.89068987768527	5.71314590249026	3.70043971814109	4.02856915219677	3.31759350462347	4.79701297783614	5.17712050284652	5.33913738491959	4.16108148227718	4.78083500173823	3.46336088581666	5.0036022366802	4.37086174008529	6.762880292917	4.97039353791468	5.54070926267143	4.65420637794429	6.58240546354078	4.16108148227718	4.74308405554959	6.36579750245938	5.97750890454014	5.42189651204225	4.10601323762212	5.69766263347052	6.40718277234268	6.24678809384436	4.69265037003553	5.66817586897014	4.85399564717639	4.75328361646088	4.72900887033786	6.00539998774259	5.29167722317602	4.98322165074267	4.18030701996943	4.94532677726463	5.23993261348524	4.91695427895322	5.65849713665648	7.20094763377342	4.90881290773955	5.01077983875324	4.67355642399014	6.3911146756971	5.11519974938544	6.97636363573276	5.34198574722862	5.76234881564413	5.14282184411593	4.69320814891002	5.88386515450979	4.6915341649192	5.82654848729092	6.10391721075207	5.82781902461732	6.02081330425245	6.36562255611334	5.19140472885276	6.84222461287724	5.8814199080924	5.66305992374782	5.72764822226861	5.29755828116819	7.15583017155653	5.4715126480455	4.97773784924282	5.1811025507538	3.76553474636298	5.08278773170927	3.9174317553901	4.47118746038699	5.17831627170145	4.22650852980868	4.16510798514454	6.53060141451683	4.98458935036246	3.12598165385472	3.29130885982897	3.64038956005495	4.73930807086039	5.46172499150271	3.93073733756289	3.24944534108584	3.7311832415722	4.33413917883824	5.99525837340469	3.88557436437143	3.93545974780529	3.48026512205446	3.19692173382033	3.34482849699744	3.35191096110308	3.33342373372519	4.37086174008529	3.3305584000308	5.29278174922785	3.44493204894218	2.4594316186373	3.26603689399532	3.80322703643493	3.77294133783134	2.80322703643493	3.94485844580754	2.80322703643493	4.57773093149008	3.82374936030827	3.72027846523333	2.62993940943954	4.31903981556254	3.24944534108584	3.31034012061215	3.94579495674006	3.43162295971329	2.97819562968165	4.06091204958787	6.37556079316946	2.72027846523333	2.72246602447109	3.81455042346181	3.33485426933163	3.31179371775365	2.98550043030489	3.05311133645956	5.67919857056692	3.61706334388818	4.36876834909033	3.94953493301701	4.94251450533924	2.96901230751632	3.12598165385472	2.58255600301406	2.64154602908752	3.96716860753263	3.54843662469604	3.5197934862411	3.21878116778407	2.67581593117227	3.25247621413522	2.73552217729654	2.70708299177171	2.76977173924945	3.74200621086674	3.95698592461258	3.14893410452634	2.48026512205446	4.53667461756976	1.57046293102604	3.17152710603881	1.31614574229336
"PCOLCE"	5.9902741833186	6.22032995487956	5.68088692071969	6.29259772026645	5.98891186495402	6.2460279805281	5.66192057913509	6.21645486514476	5.74872956650074	6.37642931106992	5.41717741190639	6.4281088831793	5.94766615679601	7.50342824659197	6.63226821549951	7.00966068964671	5.47832471148503	6.4708621994137	6.48767927890162	6.17871464117544	5.5573488175248	6.54225804976692	6.11707162384512	5.77925972037238	6.52481592835751	7.77445763956529	6.93014594790882	5.80219321694183	6.1261882105221	5.7338966052475	5.33985000288462	5.79051141189419	6.42425028608405	6.23246889628851	6.28114183367197	5.9143253300853	6.50271248596606	6.71822461155628	5.79415589787641	5.38128337250378	7.26865895502767	6.0723202160327	6.19081236791614	5.41616416473313	6.55933884760654	5.29167722317602	6.83769100042856	6.06091204958787	6.47670570666818	6.30323278525064	5.75915583380027	6.36789520554199	6.29333369530646	5.7279204545632	6.71232064074163	6.82731094394967	6.38214845320422	6.1554254317472	6.73159057159445	7.09360242879573	5.22032995487956	5.61882595258744	5.73254056130812	5.89117612475454	6.89421146153777	6.30048984436311	5.46988597627446	6.73321874260246	5.75675645130727	6.36684673526264	5.4594316186373	6.71561885907482	6.04745114041639	6.04242546536971	5.9297909977186	7.21790924381649	4.85299758761332	5.467605550083	6.34482849699744	6.73984810269933	7.19613488076516	6.83364912759498	6.13463167144765	6.02724253597374	6.79194427242006	6.76831667604906	7.72471847620247	6.42374622911477	6.67764917862403	7.42643250018696	7.04406619685655	7.00438902843249	6.21800615028443	7.09476389154737	6.64414469993285	6	6.13442632022093	5.52450253744916	4.86789646399265	4.9126498648972	5.54256760776422	6.05289404674744	6.1596695471367	5.73063995591679	6.23457795978457	6.15035658020834	6.3037807481771	6.31578357458946	5.27388882366849	5.74496834824888	5.36317107711924	5.18308946064076	6.00090140274153	6.25625587320273	6.25436728144083	6.03474394932473	6.53480866123175	4.9560566524124	5.20359271420771	5.86096279785812	5.72710360352266	5.75462031167453	5.84373265661131	5.87479696589866	6.72723977748481	6.19986861652443	6.22804904788446	5.70071713282148	6.70418032292583	4.8499992594661	5.21955576916691	5.53294028837287	5.49569516262407	6.40735275114004	6.81890167588564	6.32373033752135	5.56346323668308	5.89093302170554	6.88533031547617	4.96116025813664	5.74227574754027	5.83567147948162	5.70542503904273	6.25663329505992	6.30250184411232	5.01435529297707	7.59260653159917	5.09381367340273	4.76128527336162	3.674686619928
"PTGIR"	0.978195629681652	0.584962500721156	0.286881147788162	0.31034012061215	0.748461233004036	1.19534759832222	0.782408564927373	0.622930350920177	0.333423733725192	0.422233000683048	0.367371065648529	0.739848102699327	0.389566811762726	1.90689059560852	0.863938450423971	0.963474123974886	0.263034405833794	1.09085343045111	0.584962500721156	0.516015147003665	1.33913738491959	1.34482849699744	1.06350294230616	0.678071905112638	0.748461233004036	1.65992455840238	1.75274859140713	1.1243281350022	0.970853654340484	0.910732661902913	0.782408564927373	0.650764559116902	0.863938450423971	1.13750352374994	0.815575428862573	1.28688114778816	1.11769504266975	0.839959587489532	0.594548549550354	0.925999418556223	1.51096191927738	1.02856915219677	0.7311832415722	0.739848102699327	0.594548549550354	0.443606651475615	1.4276061727819	0.855989697308481	0.400537929583729	1.21412480535285	0.669026765509631	1.34482849699744	0.956056652412403	1.09761079662642	1.46466826700344	1.97819562968165	1.1243281350022	1.4905701304462	0.669026765509631	1.56559717585423	0.948600847493356	1.0071955014042	0.55581615506164	0.985500430304885	1.51096191927738	0.37851162325373	0.863938450423971	1.15704371014558	0.250961573533219	0.773996325111173	0.475084882948783	1	0.31034012061215	0.6959938131099	0.739848102699327	1.22650852980868	0.53605290024021	0.495695162624069	1.19534759832222	1.61823865559545	1.29865831556452	1.55090066464752	1.26303440583379	1.16992500144231	0.970853654340484	1.37851162325373	1.59931779369823	1.790772037862	0.545968369105292	2.14730669878029	1.6507645591169	1.37295209791183	0.7311832415722	1.35049724708413	1.63226821549951	1.02856915219677	0.454175893185802	1.15055967657538	0.526068811667588	0.454175893185802	0.526068811667588	1.0703893278914	0.895302621333307	0.250961573533219	1.39506279951758	0.485426827170242	0.956056652412403	0.823749360308273	0.799087306074004	1.02147972741045	1.35614381022528	1.32768736417605	1.26303440583379	0.933572638261024	1.29865831556452	1.03562390973072	1.11103131238874	0.545968369105292	0.855989697308481	1.40599235967584	1.53605290024021	1.14404636961671	1.55581615506164	1.26903314645524	1.97085365434048	1.53605290024021	1.26303440583379	1.30451104180995	1.77399632511117	1.10433665981474	1.09761079662642	1.15704371014558	0.948600847493356	1.74416109557041	1.61353165291793	1.28095631383106	2.02502879449152	1.30451104180995	1.68257329734758	1.15055967657538	1.58014548442338	1.33342373372519	1.04264433740849	0.985500430304885	1.84398384404833	0.925999418556223	2.13093086982645	0.956056652412403	1.03562390973072	0.7311832415722
"IBSP"	0	0	0	0	0	0.0426443374084937	0	0	0.124328135002202	0.0426443374084937	0	0	0	0	0	0	0	0	0.0565835283663675	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0.16349873228288	0	0	0.0426443374084937	0	0.37851162325373	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0	0	0.150559676575381	0	0	0	0	0	0	0	0	0	0	0.356143810225275	0	0	0	0	0.956056652412403	1	2.22032995487956	0.367371065648529	0.238786859587116	0.505890929729957	0.0285691521967709	0.400537929583729	0.722466024471091	0.238786859587116	1.23266075679027	0.55581615506164	3.08406426478847	0.137503523749935	0.722466024471091	1.07724299893246	2.43829285157915	1.11103131238874	0	1.40053792958373	0	0.545968369105292	0	0	0.659924558402378	0	0.454175893185802	0	0.84799690655495	0.0565835283663675	0.31034012061215	2.51349074558812	1.01435529297707	2.78240856492737	0.20163386116965	1.35049724708413	0.0976107966264223	0.604071323668861	0	2.37573453858316	2.51096191927738	0	0.356143810225275	0.189033824390017	1.35049724708413	0.0565835283663675	0.389566811762726	0.20163386116965	0.176322772640463	0.622930350920177	0.189033824390017	0	0.22650852980868	0.6959938131099	2.57046293102604	1.11103131238874	1.07724299893246	0.454175893185802	0.992768430768924	0.333423733725192	0.799087306074004	1.50080205305716	0.604071323668861	0.333423733725192	3.4944156103975	0.6959938131099	1.36176835941915	1.30451104180995	0.356143810225275	1.4594316186373	0.565597175854225	0.286881147788162
"ATXN1"	4.36246988875021	3.85099939471647	4.74308405554959	4.48284828306847	4.62175885670973	4.33199177823206	4.47053686509258	4.71259578044703	4.16510798514454	4.15055967657538	4.46597446450407	4.85149920246126	4.43962313755712	4.35755200461808	4.42492208821069	4.35191096110308	3.65764000520782	4.18586654531133	4.34198574722862	4.52481592835751	4.18507363787676	4.32192809488736	4.14159627838382	4.40599235967584	3.93451650158608	4.48607074373567	4.4988890869768	4.57470704641555	4.33127526714661	4.53667461756976	3.85897561429202	3.81352468929781	4.34198574722862	4.27202318906105	4.56864019541922	4.29498826769145	4.62293035092018	4.20320115631661	4.21023299009585	3.58135124716878	4.01881218574282	4.21723071622067	4.62935662007961	4.10768786931437	4.39300425689832	3.76553474636298	4.28540221886225	4.6507645591169	4.33127526714661	4.41818994794577	4.0574502721839	4.50842865253186	4.73063995591679	3.97269265400426	4.48735771531155	4.74200621086674	4.6959938131099	4.37364821133469	4.55090066464752	4.77610398807316	4.114367024952	4.5552026338783	4.28095631383106	4.13422093976063	4.6507645591169	4.16188768237689	4.50016467949217	4.28021399581062	3.96624587322494	4.14730669878029	3.78135971352466	4.15055967657538	4.41278152533848	4.52418907844937	4.45549162062847	4.63807383718072	4.44095219802964	4.45549162062847	5.15663931069209	4.80529245560071	4.52042224852645	4.93451650158608	4.51285895444998	4.93922657772821	4.5837597536395	4.05398016818765	4.91934008244201	5.19219416528334	5.25474519762921	5.13545278418517	4.19140472885276	4.43295940727611	4.5981269599196	5.07681559705083	4.47897180503294	4.63865311646611	4.84046323386954	4.54411440220947	4.48349335128439	4.69432306012539	4.70929063572336	4.70265754339091	3.86888427302877	4.73063995591679	4.40122086216022	4.9546616208379	4.76500424625004	4.4535175792155	4.43295940727611	4.88898672118656	4.32768736417605	3.1811025507538	4.57046293102604	4.48542682717024	4.19692173382033	4.33771109212829	4.48928602262588	4.68929916053589	4.0686708106651	4.98185265328974	4.48413813120167	3.60644222813161	4.03738222200308	4.51916444980607	4.61823865559545	4.85947266685194	4.72410451986685	4.08321336824898	4.38681094647222	5.09169983413681	4.41953889151378	4.33985000288462	2.33628338786443	4.65306001710456	4.31686980506433	3.6724253419715	4.86591881455221	4.02768487693716	4.13257684267001	3.74308405554959	4.27798474729977	4.11519974938544	3.7771566660045	4.96486066424585	4.87479696589866	3.89627184880738	4.89869207256049	3.64385618977472	3.40053792958373	3.96254902292306
