"HKB0597_3000_N"	"HKB0719_3001_N"	"HKB0004_3000_N"	"HKB0005_3000_N"	"HKB0006_3000_N"	"HKB0019_3000_N"	"HKB0023_3000_N"	"HKB0033_3000_N"	"HKB0035_3000_N"	"HKB0036_3000_N"	"HKB0038_3000_N"	"HKB0040_3000_N"	"HKB0044_3000_N"	"HKB0049_3000_N"	"HKB0050_3000_N"	"HKB0052_3004_N"	"HKB0064_3000_N"	"HKB0067_3000_N"	"HKB0074_3003_N"	"HKB0094_3000_N"	"HKB0096_3000_N"	"HKB0097_3004_N"	"HKB0098_3000_N"	"HKB0102_3000_N"	"HKB0106_3000_N"	"HKB0109_3000_N"	"HKB0115_3000_N"	"HKB0120_3002_N"	"HKB0121_3000_N"	"HKB0122_3002_N"	"HKB0123_3000_N"	"HKB0124_3000_N"	"HKB0129_3002_N"	"HKB0132_3000_N"	"HKB0133_3000_N"	"HKB0137_3000_N"	"HKB0143_3000_N"	"HKB0149_3000_N"	"HKB0150_3000_N"	"HKB0155_3003_N"	"HKB0157_3000_N"	"HKB0158_3000_N"	"HKB0159_3000_N"	"HKB0160_3000_T"	"HKB0160_3001_N"	"HKB0161_3000_N"	"HKB0162_3000_N"	"HKB0167_3000_N"	"HKB0179_3000_N"	"HKB0186_3002_N"	"HKB0194_3000_N"	"HKB0196_3000_N"	"HKB0198_3000_N"	"HKB0207_3000_N"	"HKB0211_3000_N"	"HKB0214_3000_N"	"HKB0219_3000_N"	"HKB0220_3003_N"	"HKB0221_3000_N"	"HKB0222_3000_N"	"HKB0226_3000_N"	"HKB0227_3000_N"	"HKB0571_3000_N"	"HKB0574_3000_N"	"HKB0577_3000_N"	"HKB0583_3000_N"	"HKB0618_3000_N"	"HKB0648_3000_N"	"HKB0657_3000_N"	"HKB0663_3000_N"	"HKB0666_3000_N"	"HKB0672_3000_N"	"HKB0710_3001_N"	"HKB0718_3001_N"	"HKB0722_3001_N"	"HKB0748_3001_N"	"HKB0751_3001_N"	"HKB0752_3001_N"	"HKB0008_3006_T"	"HKB0023_3006_T"	"HKB0038_3006_T"	"HKB0049_3006_T"	"HKB0052_3000_T"	"HKB0098_3005_T"	"HKB0101_3000_T"	"HKB0143_3006_T"	"HKB0186_3000_T"	"HKB0191_3001_T"	"HKB0208_3006_T"	"HKB0209_3004_T"	"HKB0576_3000_T"	"HKB0665_3000_T"	"HKB0698_3000_T"	"HKB0701_3000_T"	"HKB0737_3000_T"	"HKB0086_3006_T"	"HKB0164_3000_N"	"HKB0164_3006_T"	"HKB0538_3000_N"	"HKB0552_3000_T"	"HKB0562_3000_N"	"HKB0579_3000_T"	"HKB0599_3000_T"	"HKB0636_3000_N"	"HKB0007_3005_T"	"HKB0079_3000_N"	"HKB0088_3000_T"	"HKB0129_3000_T"	"HKB0141_3006_T"	"HKB0158_3006_T"	"HKB0168_3006_T"	"HKB0230_3006_T"	"HKB0564_3000_T"	"HKB0734_3000_T"	"HKB0016_3006_T"	"HKB0179_3006_T"	"HKB0210_3000_N"	"HKB0210_3006_T"	"HKB0748_3000_T"	"HKB0040_3002_T"	"HKB0054_3000_T"	"HKB0064_3004_T"	"HKB0069_3000_T"	"HKB0074_3000_T"	"HKB0120_3000_T"	"HKB0167_3006_T"	"HKB0220_3000_T"	"HKB0573_3000_T"	"HKB0674_3000_T"	"HKB0736_3000_T"	"HKB0751_3000_T"	"HKB0004_3006_T"	"HKB0005_3001_T"	"HKB0019_3006_T"	"HKB0036_3006_T"	"HKB0056_3002_T"	"HKB0065_3006_T"	"HKB0079_3006_T"	"HKB0084_3000_T"	"HKB0091_3001_T"	"HKB0125_3006_T"	"HKB0134_3006_T"	"HKB0157_3006_T"	"HKB0161_3001_T"	"HKB0182_3006_T"	"HKB0211_3002_T"	"HKB0216_3000_N"	"HKB0659_3000_T"	"HKB0677_3000_T"	"HKB0710_3000_T"
"SPARCL1"	9.30307292351813	9.23811808269449	8.53962412155905	9.40864818134718	8.15765009686171	8.71410811159517	8.56609210350113	8.877744249949	8.26143678877999	8.1614342502568	8.52559910792231	8.83519774504772	8.2749604721406	9.73299836864816	8.55455048161843	9.13786210366146	8.62322307589651	8.37920505996061	8.75097490238735	8.75328361646088	7.98053947727093	8.96921381933008	8.62314990022045	8.3077927961299	8.38642298037238	8.8972101673917	8.39651915875738	8.35023202141175	8.70770423315678	7.88166461932035	9.13041611795997	8.55170826162069	8.90887293874095	9.04020751383798	9.16967451180875	8.40117818834402	9.00952073494593	8.63622583062165	8.25663329505992	8.10742633621341	8.40143421230936	8.32759755217733	8.68975342611148	8.54569814727599	8.72965472890164	8.56567332962135	8.9258214435525	8.7292808460274	8.70331530446814	8.38840482300265	8.01686398912248	8.93905022710671	8.67193021460232	8.44704188765062	9.25195573576911	8.78430766672838	9.25285462595139	8.50787390697935	8.3144246353943	9.02931483809237	8.26987472248247	9.30970371103028	8.73646958248901	9.56172708396166	9.18608947203221	8.9946080076399	9.07825757122474	9.20498677616435	9.53110849238915	8.90291771903359	9.12184429787638	9.0122054959108	8.57924050057297	9.16171136459737	8.81547936553651	8.78086780181646	8.90965311453448	9.45057206251428	7.49393548558052	7.54866780730064	5.38266725274504	7.63197732023875	7.85729679647068	7.61434176271485	7.35825558670513	6.61397358738023	8.98706500592823	7.34615911015865	8.43266716514161	7.42071818337442	7.24450655139592	7.59223276672211	7.95733424742805	8.00393948568806	8.23888237384058	7.43137223790976	8.37590826307501	7.80122333788621	9.11561593142811	7.41937034252815	8.67528667659321	8.31124879044183	6.4163330886887	9.06004738366994	6.79428588796893	8.08968881398235	7.12773644358883	8.36767683706096	7.25804774830002	7.89439337882455	7.05907401466356	6.75341734172778	7.45869368816353	6.85735900975864	6.64183500155537	6.82540404623068	9.19952512354526	6.12907690293063	6.97956810009519	6.90448409790142	7.69453201009184	6.9609286673117	6.72492307026661	8.21242342784781	8.01212167271222	6.36597242759338	7.23668394455901	8.19957419897824	7.31261072298977	6.6940444130862	7.22958792274065	5.35120427725799	7.04690571867125	6.70210340662939	6.15319733085508	6.49409554494063	5.2364926183813	6.10936055940423	5.37747084284965	6.34855112557377	5.78135971352466	5.63691458035588	6.12267271882414	7.7624152610116	5.82425869660337	6.94016675048282	7.73599595766186	7.03441382574886	6.20672135743089	5.70653055253812
"CD34"	6.31831684133498	6.60792206726114	5.45844762743792	4.37503943134692	5.4715126480455	6.23878685958712	5.8073549220576	5.92931759491176	5.04045412134962	5.48123434952853	4.99276843076892	6.38491323074869	4.99593670350459	7.4761386254757	5.81301154860562	6.59350317242411	5.42693561964834	6.5022351148568	6.04330075436418	5.99887245399427	6.53884852074424	6.59738218934868	6.3786850136801	5.47832471148503	6.60969587286274	7.15795319466896	6.68453824857773	5.25701061820602	6.63894266890881	5.80193464627335	6.24906603385587	6.22013644739608	6.61926626848919	6.26959425168337	5.95930648975966	5.28466218548316	6.1149916133336	5.02635744696384	5.52669484554198	6.25814199589377	7.08968881398235	5.91528186586766	6.42206476617281	6.4262647547021	7.56559717585422	6.41970742081027	7.2278565730605	6.38214845320422	6.71287086768991	5.84624256510951	5.44890095114513	7.00078875819407	6.09929520433777	5.87700799321402	6.68776058407035	5.77320515698557	6.8444860877578	6.42475416700455	6.6130895830383	6.74375729978267	6.40497122358917	6.3037807481771	6.10433665981474	6.4589397069291	7.78096619757708	5.95116812883891	6.16691625156997	6.02945288578697	5.13134253912326	5.49729300866279	5.49601487343776	5.74899785009815	5.3743439890385	5.67891698667984	4.96855160336395	7.01903466936434	5.61735726159132	5.03913839390696	4.46205231879643	3.68369645430652	3.39094277280254	5.36352154354655	4.69766263347052	3.12928301694497	3.99909803370561	4.04875931191986	6.22612314312524	4.57773093149008	4.49505552836802	4.23419472295381	4.35049724708413	3.90977310414164	3.03210084316702	3.99457972421575	4.27351588970212	3.42492208821069	5.62673115067279	4.90544717873885	4.92837032301897	4.50969584193339	4.56193705962243	3.94392132655349	3.59931779369823	5.65592421308382	3.28835856219366	5.32481060342048	4.14323013477689	5.38508585354768	3.46988597627446	4.61294219630467	4.56803210477128	4.42021289061078	4.20241772157518	2.89141918684608	3.70376517879341	4.77241355474848	6.55719562452855	3.73335434061383	3.27052894238072	3.75915583380027	4.51727569320958	4.12928301694497	4.12845838414693	4.84096670448742	5.63546419816788	4.00898878322726	4.93404464711225	3.99819550315325	5.52230689287139	3.60762622084549	3.79493566280354	2.95233356636969	3.26903314645524	3.114367024952	3.45022149589718	3.80632405739003	2.84799690655495	3.29278174922785	2.90881290773955	3.48542682717024	3.01077983875324	2.83995958748953	3.98185265328974	4.81147103052984	3.07895134139482	3.97544676564096	3.11935617703968	2.84599177066457	2.87381319835909	2.39231742277876
"PDE2A"	5.10349763970334	4.97727992349992	3.69710657447697	2.84197311892718	3.72574115650395	4.05137210172103	4.58796498888268	4.93215568443206	3.22804904788446	3.33628338786443	3.86789646399265	4.26528685756517	2.87184364850932	5.49089097889429	4.13750352374993	4.83642913116165	5.46793154602629	5.15015345524625	4.20633064787105	4.09845324630927	5.49984588708321	5.03474394932473	4.87921563716567	4.62175885670973	4.95279947789994	4.89141918684608	4.41818994794577	4.17871464117544	5.01925711868108	4.32264926213102	5.38370429247405	5.18388345903223	5.21179097625254	5.16992500144231	4.43295940727611	4.03298241669943	4.88557436437143	2.86591881455221	3.98002530023873	5.04875931191986	5.55642941544957	4.09254574154357	4.42559357765306	5.03562390973072	4.78972925137577	4.90785207184596	4.89820835250872	4.64673869830785	4.39437694495706	4.05137210172103	3.27500704749987	4.66505161428921	3.88752527074159	4.95652136333312	5.02768487693716	3.79181407116183	5.05267672430358	4.75007048586569	4.47638168756724	3.84599177066457	5.06824086131282	4.83895176695194	5.03386345186628	5.27239650903748	5.66902676550963	4.605257262939	5.09845324630927	3.79181407116183	3.68929916053589	4.32481060342048	4.77768271707355	4.17871464117544	4.24868662687383	4.17152710603881	3.83289001416474	4.98823022306046	4.67129337248158	4.03474394932473	1.63226821549951	0.970853654340484	0.903038270112912	2.43562859405209	3.12598165385472	0.963474123974886	1.64616265715789	2.10097764772482	3.70043971814109	1.47508488294878	1.78240856492737	1.26903314645524	1.4541758931858	1.15704371014558	1.25701061820602	1.35049724708413	1.83187724119167	1.25096157353322	2.87184364850932	2.15704371014558	3.19219416528334	3.19377174339668	2.95233356636969	1.72683121703249	0.713695814843359	3.70265754339091	0.903038270112912	3.48928602262588	1.36737106564853	3.55581615506164	1.7311832415722	2.31614574229336	1.52606881166759	1.51096191927738	1.62293035092018	1.04264433740849	1.21412480535285	1.98913900736823	5.18942924580976	3.44890095114513	1.01435529297707	1.68706068833989	2.36457243229586	2.62058641045188	1.36176835941915	2.33628338786443	4.3212065669699	1.18903382439002	2.33913738491959	2.81762325751143	2.08746284125034	1.62293035092018	2.08746284125034	0.55581615506164	0.739848102699327	0.863938450423971	1.15055967657538	0.613531652917927	0.475084882948783	0.575312330687437	0.613531652917927	1	0.7311832415722	0.823749360308273	1.58496250072116	2.87578006306849	0.37851162325373	1.44890095114513	0.871843648509318	0.839959587489532	0.970853654340484	0.505890929729957
"LIMS2"	4.47702965301306	3.87381319835909	4.59693514238723	3.07895134139482	4.26903314645524	4.46466826700344	4.84899843040002	5.01480160235136	4.06004738366994	3.97361127551947	4.11103131238874	4.90689059560852	3.8011586560937	4.99095486039699	4.51349074558812	5.23840473932508	4.42827641439251	5.08108392868763	3.95698592461258	4.36457243229586	5.94883442557869	4.80683958179819	5.04745114041639	4.57410150808939	4.54596836910529	4.96670731415032	5.0759604132434	4.49761236561836	4.77241355474848	4.43562859405209	5.00988458893184	4.84247606299394	4.8703647195834	4.83642913116165	4.79753183957196	4.24488705912353	5.28688114778816	3.21256933885081	4.21567859660793	4.83390207666916	5.07510472220949	4.48800077083407	4.79181407116183	4.24564777363675	4.92457500339273	4.64038956005495	4.87430516598223	4.91838623444635	4.15461561132689	4.36246988875021	3.96162332828694	4.96254902292306	4.85947266685194	4.35191096110308	4.82680268428583	4.34269695998193	4.9126498648972	4.10517519226548	5.25663329505992	4.53605290024021	4.5453506448223	5.09592441999854	4.38335869538511	4.32192809488736	5.46041493916217	4.05484847699562	4.28243980500639	3.57531233068744	3.0496307677246	3.68706068833989	4.00809242094872	3.54473265593262	4.29572302453997	3.1243281350022	4.09676785471469	4.71479501111816	3.95698592461258	4.12184429787638	2.22650852980868	2.66448284036468	2.70487196445635	2.92409988564074	3.55458885167764	2.611172380044	2.42492208821069	2.54349588342577	3.51853513898218	2.50842865253186	2.70487196445635	3.69376571221778	2.57288966842058	3.25550073314839	2.03562390973072	3.08406426478847	2.7158933705476	1.85996954822103	3.69710657447697	2.68706068833989	3.07553263116736	3.06350294230616	3.62527048937469	1.84398384404833	1.91456452349394	2.97636363573276	2.12101540096137	4.99140846676479	2.21101219348551	3.877744249949	2.27798474729977	3.06004738366994	2.71808758396052	2.54596836910529	3.27947129564447	1.33913738491959	1.94860084749336	2.22342254993494	4.60407132366886	1.51601514700366	1.63226821549951	1.96347412397489	3.30158764660319	2.75488750216347	2.79493566280354	3.44625622988956	3.82273014794452	2.4541758931858	2.55336050333533	2.88362081628567	3.1586601753465	2.28688114778816	2.57288966842058	3.72574115650395	1.77399632511117	2.3305584000308	2.87184364850932	1.38404980679516	3.22032995487956	2.08406426478847	2.88752527074159	1.83592407425437	2.66220549965362	3.09254574154357	2.32481060342048	3.44890095114513	3.5385381636298	4.11603199344711	3.37573453858316	1.29865831556452	1.78240856492737	1
"SORBS1"	9.48520541445748	9.13537582471571	6.46303385531749	5.85024935828633	5.89990066360117	7.99593670350459	8.29838338558924	8.8193807908646	6.70224196077508	5.86492897228979	6.6514822821509	7.11696769451173	5.44658708530688	8.53745138765307	5.89068987768527	8.19991768027457	9.16085465730326	9.04258962251171	8.31831684133498	7.36378433750718	9.37151530232147	8.92807417295309	9.07652168479116	8.49928783080646	8.30350679272971	8.51932173462943	7.7195941721688	7.18527190559382	8.8589134706793	7.99937995875309	9.333893284597	9.09188491876848	9.30956730101638	9.28941952005	8.00382707811148	6.94860084749336	7.69348695749933	6.85773223315767	7.36483503491908	9.26256470208851	8.16410241248175	7.93398565445043	8.21130428629047	9.36728369048326	9.16422814740142	9.0686708106651	8.79233480570669	8.11050940989747	8.54697160729232	7.723422039585	6.66177809777199	8.77902984806127	7.34020617991171	9.57969306345875	9.06896632653533	5.5385381636298	8.67249606058335	9.59572369410163	8.43708621946457	7.51554215807831	9.43095427138573	8.77271045649007	9.36126392442279	9.77994911762666	9.57614418212968	9.44497344799927	9.79526044050935	6.99163521647699	7.31333656165215	7.82984955984469	8.91336815967972	7.79992915072529	8.7863676556911	7.59753117422421	7.20525565066976	8.34367430538958	8.81576753632741	6.07681559705083	5.01077983875324	4.76659516172927	3.60762622084549	6.06307144984268	5.65449282588346	3.31324585178756	4.18507363787676	4.07809742302666	5.89627184880738	3.63575439127776	5.07980475463526	4.08236196955747	3.63575439127776	3.71808758396052	3.46988597627446	4.04526821513853	4.43895814789755	5.02103547951136	6.10475598696226	4.81864608282254	5.73443866613717	6.21140163741847	5.81147103052984	5.42961596420174	3.5668151540109	7.63510137467657	3.38266725274504	5.81275490980019	4.35402893805439	6.47929524299885	5.15015345524625	5.43829285157915	4.32553033156756	4.14974711950468	4.96993327469786	4.74038793246835	3.84899843040002	5.20593983247088	8.7195599489941	2.85798099512757	3.02147972741045	2.11769504266975	4.41142624572646	5.66163560233596	3.57167680997093	5.61559285651096	7.73890291428176	2.64154602908752	6.46956042171122	5.33699741660501	3.47508488294878	4.48607074373567	6.11374216604919	5.61941301059794	2.59454854955035	3.72900887033786	4.48349335128439	3.06350294230616	5.24374523473398	3.57531233068744	4.70210340662939	4.29204549249286	4.54720302475693	5.54225804976692	4.03386345186628	5.40156220725607	4.22419466397043	3.73335434061383	3.99548451887751	4.28540221886225	5.1139504824225	4.34553831007001
"PLAC9"	7.49920809085669	6.66732447027863	4.84398384404833	4.91790907385298	5.05441438791731	6.27052894238072	7.4075227099128	6.83314309635834	4.73226919950145	5.9143253300853	4.36457243229586	6.26772305162742	4.77294133783134	7.2184905850094	6.04198762165136	7.79161874723966	6.50207595604579	7.85149920246126	6.68004299262257	6.06759569694004	8.59689788222011	7.86678436977734	7.62153909560226	6.76048710181103	6.86517649653178	8.08762195325251	7.69995411405475	6.16027483140859	7.57833494868161	7.075425665826	6.60362634498619	7.42525787199921	7.59827586790765	7.41252750737129	6.4937754084607	5.56040926636212	6.67115181382563	6.4154882710497	6.43479500355054	7.84931126407232	7.72567300036642	6.66434061183981	5.12018602753186	6.82094479188069	6.68636045290369	5.61618123133188	7.19387028477446	5.84423498775875	6.38491323074869	6.14852742516046	5.64270157183323	6.34766565630097	5.20202584460934	7.82323984413102	7.43754402631547	5.70846316507212	6.88215391728701	7.78541977214973	6.73795710621359	6.84335579343509	7.76447355099267	6.42944858847896	7.69272010418934	8.09687324939208	8.45013899725293	7.41793688055014	7.67891698667984	6.02967373462642	5.21451341008002	6.88398730810547	7.02702131462225	6.94532677726463	6.75475391310454	6.05593312860741	5.73281187208294	7.41683974191283	7.47759638414559	4.70873904135958	3.60644222813161	2.82374936030827	2.25701061820602	4.70653055253812	4.46466826700344	2.54596836910529	3.56315813040281	4.23342794374847	5.98116766710568	3.0703893278914	3.03562390973072	3.05831649559082	2.85798099512757	3.29130885982897	2.31034012061215	3.42223300068305	4.64327899631198	2.0071955014042	5.05571626351254	2.93357263826102	4.01613970265525	4.52732060787705	3.35191096110308	4.38956681176273	1.34482849699744	5.0408924306469	1.4276061727819	4.96809075204526	3.00898878322725	4.90207357931074	3.51222688651396	3.49825086752783	3.26603689399532	2.9429835981871	2.92599941855622	2.59693514238723	2.99819550315325	3.56071495447448	6.90219420094376	1.4594316186373	1.88362081628567	2.24792751344359	3.90014226035982	3.99095486039699	2.53106949272595	4.31614574229336	6.63720448190229	2.42492208821069	4.75755668893945	4.50716034911752	3.76977173924945	2.97085365434048	4.07296327155522	2.12101540096137	2.43295940727611	2.21101219348551	1.76128527336162	1.41683974191283	1.28095631383106	1.76553474636298	2.07382023329167	2.48026512205446	1.07724299893246	2.02502879449152	3.01256867350306	4.25701061820602	1.61353165291793	1.51601514700366	1.99276843076892	1.8073549220576	3.05484847699562	0.485426827170242
"KANK2"	6.06134418828839	6.07831095000713	4.94673086014031	4.65363331138625	5.44194819050336	5.39574832817903	5.97727992349992	6.03957710306068	4.80064109732908	4.79233480570669	4.89869207256049	5.72410451986685	4.72301239639237	6.20320115631661	5.39471991299406	5.9174317553901	6.1243281350022	6.11956368441736	5.67129337248158	5.31940116685832	6.61500424163503	6.2037884533086	6.17392693199981	5.80245174127562	6.19672506078603	6.21723071622067	5.99774402605963	5.58556349845569	6.2502036564993	5.42592920520858	6.04133060682062	6.0658738467689	6.18962691588486	6.09845324630927	5.40122086216022	5.1168637576909	5.83567147948162	4.91456452349394	5.24450655139592	6.4036085835437	6.4615613000019	5.14934066928622	5.9518675043269	6.3885339790918	6.60303282649962	6.36141746678921	6.40497122358917	5.73362549840823	5.80451826988807	5.65277328451078	5.02502879449152	6.06716542701711	5.49569516262407	6.29370154208074	6.35138098067433	5.53294028837287	6.122258567812	6.17272751801285	6.17052599917685	5.74146698640115	6.19455988602261	6.09169983413681	6.21159631996932	6.42676793265554	7.02003542129224	5.74604398299834	5.99322146736894	5.01256867350306	4.89772447021644	5.12142990894896	5.69710657447698	5.30669970727279	5.70791125418517	5.02014657311178	5.28132732965948	6.19986861652443	5.30122180533309	5.36911745859982	4.56985560833095	4.61353165291793	4.63865311646611	5.04351949366274	4.63052196347164	4.20398416585599	4.84498815668261	4.61529857909211	5.57500972029495	4.89384755813292	5.05571626351254	5.36876834909033	4.47702965301306	4.81659970653491	4.19140472885276	5.00898878322726	4.69376571221778	4.16510798514454	5.07809742302666	4.80374366850523	4.55458885167764	4.51601514700366	4.74038793246835	4.67185946824748	4.23572705983806	5.0457050645108	4.17472598770613	5.33163356717103	4.57591736111815	4.69265037003553	4.21645486514476	4.64846544302731	4.52105073690096	4.25701061820602	4.77399632511117	4.45746296464855	4.05658352836637	4.59753117422421	6.07424852334703	4.37989816352469	3.85399564717639	3.32912359629157	4.51475349843975	4.46793154602629	4.3533232911629	5.00988458893184	5.52262076104208	4.23419472295381	4.3743439890385	4.44559429134118	4.59872249967662	3.83289001416474	4.1101961777542	3.41142624572647	4.64789009105921	3.72683121703249	4.11270013274936	3.21567859660793	3.8499992594661	3.90592847817313	4.25625587320273	3.71369581484336	4.13586316536868	3.72900887033786	3.47638168756724	5.11811050560737	4.74254523386605	3.87872534148011	4.74469931420784	2.75915583380027	2.91073266190291	3.07724299893246
"TNS1"	10.1707638249655	9.79239988431107	7.77432585048683	6.96935773910922	7.73254056130812	9.12853571349816	9.55956828992275	9.55445455200553	7.66056643771039	6.97096866052181	8.21805460107754	8.89208739652348	6.75435307169213	9.04504974083799	7.64212391615349	8.79950828980403	9.57296543822921	10.0895034473778	8.82368568062603	8.38422253293016	10.5994944743355	10.1179547210262	10.1529059041878	9.41301433585823	9.28475471041768	9.19687256807524	9.21103653681146	8.65209206611829	9.7300455028792	9.14095755032588	9.95657944167458	9.58822740953865	10.051385697622	10.1222715118309	8.7373487591496	8.07344537516569	9.13493964349298	7.59954096564405	8.18294053728157	10.4644130121999	9.83292165186698	8.9309738255629	8.86021792474585	10.0084146152546	10.029273421208	9.79348951476028	9.71221744982253	9.10255315846444	9.47334046412794	9.01036025956959	7.88862149734404	9.94311550307378	8.32750773458721	10.1577637660019	9.94422888591224	7.33664044640873	9.8250064584287	10.3462366913902	9.60371906019723	8.45984141697577	10.1526397675473	9.63877980281058	10.2108174320892	9.92761502017631	10.8647587747354	9.78546881588508	10.3536320541477	7.81685566236649	8.0524593691181	8.37829485591189	9.2825556385371	8.31424334674856	9.49467561130666	8.02153524878054	8.53849936429567	10.0358575590231	9.34739990950854	7.63865311646611	5.52481592835751	6.21295836272829	5.9205315062779	6.75635616597544	7.02713192953823	6.05137210172103	5.74173662382664	5.56985560833095	7.5623187552727	5.65849713665648	5.94181057995768	5.99909803370561	5.9217219470096	6.14995030168105	5.66789212523023	6.02502879449152	6.63357651881533	5.87970576628229	7.09328550387792	6.05549936581374	6.80503443985454	7.06112813511825	7.32201826050977	6.37347421446529	4.81147103052984	7.83510297949099	6.11103131238874	7.268284666521	6.08958289312471	7.54086421622304	6.09296850932414	6.63546419816788	5.8801957289431	5.0686708106651	6.43229133824778	5.14608493861619	5.81121411751324	6.55489577541901	9.39795266450326	3.74738739965272	5.4870360800319	5.09508049190141	6.54550510069107	6.83491342970104	5.97727992349992	6.77781419987527	8.59667430100659	6.04504974083799	7.06404212646645	6.86170728658586	6.07745665240059	5.99706654539873	6.88740341635232	4.44625622988956	4.86046625851717	5.89554498925339	5.78424222205778	5.65821148275179	5.8507494258965	6.11186596386756	5.93333657591232	5.54936113292434	6.94976835993135	5.43429461795993	5.41447383643093	6.52841503927998	6.10580377191708	5.62351574149055	6.43245838450987	4.38887833881199	4.93687346182423	6.04067329264376
"C1QTNF7"	4.42021289061078	4.04788732939655	1.70487196445635	0.713695814843359	2.08406426478847	3.05831649559082	3.06695024392463	2.11103131238874	1.1243281350022	0.6959938131099	1.48542682717024	1.85199883711245	0.687060688339892	2.76977173924945	1.71369581484336	2.17632277264046	3.55581615506164	3.0036022366802	2.40599235967584	1.82781902461732	4.36106648879432	2.88752527074159	3.80012335282653	2.0071955014042	3.98093926608551	4.06608919045777	2.8499992594661	2.16992500144231	3.52356195605701	2.28983446517751	4.27649666564036	3.14893410452634	3.38128337250378	4.10768786931437	2.08065766334523	1.81557542886257	2.88557436437143	0.956056652412403	2.09085343045111	3.59454854955035	3.67581593117227	2.62058641045188	2.73335434061383	4.75488750216347	5.18348651445939	4.99140846676479	3.57893871309339	2.35895882583233	3.39369076418745	2.87381319835909	1.16349873228288	3.87578006306849	2.17951105027151	4.27202318906105	4.04351949366274	1.41683974191283	3.42894634476948	3.43295940727611	3.23419472295381	2.48026512205446	3.37989816352469	2.30451104180995	4.52732060787705	3.54101915313356	4.29351763041742	2.91647664443772	4.28021399581062	1.94110631094643	2.25701061820602	1.29278174922785	3.06177619758669	3.78031009904338	2.32481060342048	2.62293035092018	2.15704371014558	3.15218341905505	2.29278174922785	1.63691458035588	1.20163386116965	0.594548549550354	0.389566811762726	1.29865831556452	0.978195629681652	0.443606651475615	1.81147103052984	0.799087306074004	2.13750352374994	0.879705766282288	1.42223300068305	2.18269229751619	0.903038270112912	0.604071323668861	0.214124805352847	1.20163386116965	0.286881147788162	0.432959407276106	1.25701061820602	1.36737106564853	1.08406426478847	2.23878685958712	0.84799690655495	0.831877241191673	0.16349873228288	1.76128527336162	0.659924558402378	0.748461233004036	0.321928094887362	1.20163386116965	0.613531652917927	0.650764559116902	0.286881147788162	0.443606651475615	0.545968369105292	0.669026765509631	0.992768430768924	1.34482849699744	3.50716034911752	0.0565835283663675	0.189033824390017	0.594548549550354	0.7311832415722	1.22032995487956	0.31034012061215	0.970853654340484	2.64385618977472	0.0976107966264223	1.70487196445635	0.632268215499513	0.298658315564515	0.389566811762726	0.918386234446348	0.111031312388744	0.189033824390017	0.20163386116965	0.0976107966264223	0.411426245726465	0	0.422233000683048	0.516015147003665	0.0976107966264223	0.111031312388744	0.250961573533219	0.189033824390017	2.82984955984469	0.454175893185802	0.485426827170242	0.189033824390017	0.137503523749935	0.150559676575381	0.0976107966264223
"CPED1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
