"HKB0023_3006_T"	"HKB0050_3005_T"	"HKB0137_3002_T"	"HKB0155_3000_T"	"HKB0210_3006_T"	"HKB0211_3002_T"	"HKB0233_3000_N"	"HKB0004_3000_N"	"HKB0006_3000_N"	"HKB0019_3000_N"	"HKB0023_3000_N"	"HKB0033_3000_N"	"HKB0036_3000_N"	"HKB0038_3000_N"	"HKB0040_3000_N"	"HKB0049_3000_N"	"HKB0050_3000_N"	"HKB0052_3000_T"	"HKB0052_3004_N"	"HKB0064_3000_N"	"HKB0067_3000_N"	"HKB0074_3000_T"	"HKB0074_3003_N"	"HKB0079_3000_N"	"HKB0094_3000_N"	"HKB0096_3000_N"	"HKB0097_3004_N"	"HKB0098_3000_N"	"HKB0102_3000_N"	"HKB0106_3000_N"	"HKB0109_3000_N"	"HKB0115_3000_N"	"HKB0120_3002_N"	"HKB0121_3000_N"	"HKB0122_3002_N"	"HKB0123_3000_N"	"HKB0124_3000_N"	"HKB0129_3000_T"	"HKB0129_3002_N"	"HKB0132_3000_N"	"HKB0133_3000_N"	"HKB0137_3000_N"	"HKB0143_3000_N"	"HKB0149_3000_N"	"HKB0150_3000_N"	"HKB0155_3003_N"	"HKB0157_3000_N"	"HKB0158_3000_N"	"HKB0159_3000_N"	"HKB0160_3000_T"	"HKB0160_3001_N"	"HKB0161_3000_N"	"HKB0162_3000_N"	"HKB0164_3000_N"	"HKB0167_3000_N"	"HKB0179_3000_N"	"HKB0186_3002_N"	"HKB0194_3000_N"	"HKB0196_3000_N"	"HKB0198_3000_N"	"HKB0207_3000_N"	"HKB0210_3000_N"	"HKB0211_3000_N"	"HKB0214_3000_N"	"HKB0219_3000_N"	"HKB0221_3000_N"	"HKB0222_3000_N"	"HKB0226_3000_N"	"HKB0227_3000_N"	"HKB0571_3000_N"	"HKB0574_3000_N"	"HKB0577_3000_N"	"HKB0583_3000_N"	"HKB0597_3000_N"	"HKB0618_3000_N"	"HKB0648_3000_N"	"HKB0657_3000_N"	"HKB0663_3000_N"	"HKB0666_3000_N"	"HKB0672_3000_N"	"HKB0710_3001_N"	"HKB0718_3001_N"	"HKB0719_3001_N"	"HKB0722_3001_N"	"HKB0744_3001_N"	"HKB0748_3001_N"	"HKB0751_3001_N"	"HKB0752_3001_N"	"HKB0008_3006_T"	"HKB0019_3006_T"	"HKB0036_3006_T"	"HKB0038_3006_T"	"HKB0040_3002_T"	"HKB0049_3006_T"	"HKB0054_3000_T"	"HKB0064_3004_T"	"HKB0065_3006_T"	"HKB0069_3000_T"	"HKB0079_3006_T"	"HKB0082_3006_T"	"HKB0084_3000_T"	"HKB0088_3000_T"	"HKB0091_3001_T"	"HKB0098_3005_T"	"HKB0120_3000_T"	"HKB0134_3006_T"	"HKB0143_3006_T"	"HKB0164_3006_T"	"HKB0167_3006_T"	"HKB0182_3006_T"	"HKB0186_3000_T"	"HKB0194_3006_T"	"HKB0207_3001_T"	"HKB0209_3004_T"	"HKB0216_3000_N"	"HKB0220_3000_T"	"HKB0220_3003_N"	"HKB0573_3000_T"	"HKB0576_3000_T"	"HKB0579_3000_T"	"HKB0636_3000_N"	"HKB0659_3000_T"	"HKB0674_3000_T"	"HKB0698_3000_T"	"HKB0701_3000_T"	"HKB0710_3000_T"	"HKB0718_3000_T"	"HKB0736_3000_T"	"HKB0737_3000_T"	"HKB0751_3000_T"	"HKB0752_3000_T"
"CCL24"	0	0	0.411426245726465	1.13750352374994	0.298658315564515	0.37851162325373	0.400537929583729	0	0.632268215499513	1.40599235967584	2.21723071622067	1.96347412397489	0.669026765509631	0.584962500721156	1.0071955014042	3.47508488294878	0	0.333423733725192	1.72683121703249	2.73984810269933	1.96347412397489	0.356143810225275	1.6507645591169	0	1.0071955014042	2.81557542886257	2.62760683812965	4.11103131238874	1.63226821549951	3.59693514238723	2.87381319835909	2.78240856492737	1.0703893278914	3.10768786931437	1.09085343045111	1.10433665981474	3.57410150808939	0.650764559116902	3.89433274227769	3.22496636500027	1.96347412397489	1.34482849699744	1.85996954822103	0.669026765509631	0.286881147788162	1.93734439215023	3.75915583380027	3.96532254836725	0.389566811762726	1.20789285164133	2.52857131887076	1.03562390973072	1.71369581484336	0.516015147003665	0.933572638261024	2.77399632511117	1.60407132366886	0.831877241191673	2.88752527074159	0.790772037862	3.37295209791183	2.31034012061215	1.52606881166759	0	2.57531233068744	2.31324585178756	0.918386234446348	3.1586601753465	1.22032995487956	3.22187708107703	4.12598165385472	4.55397480823747	1.53605290024021	3.17472598770613	3.86195536414487	1.31034012061215	1.23266075679027	0.790772037862	3.01435529297707	1.67807190511264	1.28688114778816	0	3.03210084316702	0.678071905112638	3.28095631383106	2.0703893278914	2.0496307677246	0.765534746362977	0.575312330687437	0.823749360308273	0	0	0.855989697308481	0.565597175854225	0.298658315564515	0.432959407276106	0.545968369105292	0	1.43295940727611	0	0	0	0.584962500721156	1.55581615506164	0.782408564927373	0.475084882948783	0.454175893185802	0.55581615506164	0.831877241191673	0	0.956056652412403	0.250961573533219	0	0.286881147788162	0.575312330687437	0.956056652412403	3.17791779219584	0.286881147788162	0.298658315564515	1.08406426478847	2.66220549965362	0.55581615506164	0.321928094887362	0	0	0	0	0	0	0	0.20163386116965
"TMIGD3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LAIR2"	0.238786859587116	1.63691458035588	0.505890929729957	0.333423733725192	0.37851162325373	0.485426827170242	0.20163386116965	0.238786859587116	0.150559676575381	0.6959938131099	0.286881147788162	0.659924558402378	0.124328135002202	0.659924558402378	0	1.06350294230616	0.632268215499513	0.565597175854225	0.739848102699327	0.505890929729957	0.855989697308481	0.422233000683048	0.400537929583729	0.189033824390017	0.790772037862	0.55581615506164	0.475084882948783	0.321928094887362	0.27500704749987	0.584962500721156	0.970853654340484	0.150559676575381	0.137503523749935	0.722466024471091	0.495695162624069	0.422233000683048	1.02147972741045	0.823749360308273	0.344828496997441	1.13093086982645	0.432959407276106	0.53605290024021	0.918386234446348	0.321928094887362	0.367371065648529	0.55581615506164	0	0.773996325111173	0.505890929729957	0.150559676575381	0.970853654340484	0.150559676575381	0.807354922057604	0.485426827170242	0.344828496997441	0.505890929729957	0.790772037862	0.495695162624069	0.594548549550354	0.411426245726465	0.659924558402378	1.48026512205446	1.73552217729654	0.55581615506164	1.26903314645524	0.678071905112638	0.575312330687437	0.604071323668861	0.356143810225275	1.20789285164133	0.55581615506164	2.16027483140859	1.08406426478847	0.176322772640463	1.46466826700344	0.782408564927373	0.400537929583729	0	0.545968369105292	0.321928094887362	0.925999418556223	0.992768430768924	0.807354922057604	0	0.933572638261024	0.298658315564515	0.584962500721156	0.485426827170242	1.13093086982645	0.31034012061215	0.400537929583729	0.400537929583729	1.66902676550963	0.782408564927373	1.66902676550963	0.748461233004036	0.687060688339892	0.765534746362977	0.815575428862573	1.02856915219677	0.55581615506164	1.08406426478847	1.70043971814109	0.37851162325373	0.713695814843359	1.31614574229336	0.344828496997441	0.545968369105292	1.40053792958373	1.09085343045111	0.669026765509631	1.51601514700366	0.815575428862573	0.650764559116902	1.28095631383106	1.56071495447448	0.748461233004036	1.7311832415722	0.739848102699327	1.87970576628229	1.54596836910529	1.54101915313356	2.06695024392463	0.622930350920177	1.18269229751619	0.879705766282288	1.50589092972996	2.22032995487956	0.75702324650746	1.15704371014558	1.86393845042397
"RGS18"	1.13750352374994	1.65992455840238	0.613531652917927	1.71808758396052	1.05658352836637	1.31034012061215	1.52606881166759	0.992768430768924	1.40599235967584	1.56559717585423	1.83592407425437	1.50589092972996	1.43829285157915	1.73984810269933	1.50080205305716	2.114367024952	1.57046293102604	1.89917563048051	2.09761079662642	1.52105073690096	1.81147103052984	2.50080205305716	2.27798474729977	1.11769504266975	1.54101915313356	1.0071955014042	1.91838623444635	3.16188768237689	1.61823865559545	2.13750352374994	2.65535182861255	2.14730669878029	1.36737106564853	2.11769504266975	1.19534759832222	2.27500704749987	3.65764000520782	2.10768786931437	1.87184364850932	2.55336050333533	2.51601514700366	2.58496250072116	1.16349873228288	1.60407132366886	1.33913738491959	1.85996954822103	1.6959938131099	1.75702324650746	1.36737106564853	1.91456452349394	2.06350294230616	1.98185265328974	1.66902676550963	1.73984810269933	2.07724299893246	1.64154602908752	1.0071955014042	1.19534759832222	1.96716860753263	1.799087306074	1.35614381022528	1.56071495447448	1.86789646399265	1.6507645591169	2.39231742277876	2.07724299893246	1.76553474636298	1.72246602447109	1.89141918684608	2.84799690655495	2.46205231879643	1.59454854955035	1.70929063572336	2.91838623444635	2.36737106564853	2.32192809488736	1.70929063572336	1.70929063572336	1.92219784839637	2.611172380044	1.82374936030827	2.16349873228288	1.4276061727819	1.24488705912353	2.13750352374994	2.24488705912353	0.669026765509631	1.29278174922785	1.39506279951758	0.641546029087524	0.925999418556223	0.863938450423971	3.00539998774259	1.58976348698498	2.18269229751619	1.790772037862	0.584962500721156	1.62293035092018	1.38956681176273	1.11769504266975	1.11103131238874	1.25096157353322	1.75274859140713	1.61823865559545	2.09085343045111	1.01435529297707	1.32192809488736	2.16992500144231	2.31034012061215	0.887525270741587	1.93734439215023	1.68257329734758	2.6507645591169	0.933572638261024	2.15704371014558	1.87970576628229	2.21412480535285	2.28983446517751	1.38956681176273	2.17312743348066	1.95977015521147	2.13422093976063	2.32481060342048	1.01435529297707	0.895302621333307	2.28983446517751	1.53106949272595	2.60880924267552	1.30451104180995	1.51601514700366	1.73552217729654
"CEACAM21"	0.948600847493356	1.41683974191283	1.16992500144231	1.57531233068744	0.903038270112912	0.505890929729957	1.17632277264046	0.992768430768924	1.14404636961671	0.613531652917927	1.73984810269933	0.985500430304885	0.641546029087524	1.32192809488736	0.782408564927373	2.01435529297707	1.25096157353322	0.722466024471091	1.40053792958373	0.594548549550354	1.13093086982645	1.21412480535285	0.985500430304885	0.7311832415722	1.02856915219677	0.815575428862573	0.963474123974886	1.38404980679516	1.16349873228288	1.0496307677246	1.26303440583379	1.38956681176273	0.687060688339892	1.66902676550963	0.807354922057604	0.650764559116902	0.84799690655495	1.38956681176273	2.02856915219677	1.09761079662642	0.978195629681652	1	1.09085343045111	0.933572638261024	0.53605290024021	1.06350294230616	0.604071323668861	1.13750352374994	1.41142624572647	1.33913738491959	1.32768736417605	0.584962500721156	0.773996325111173	0.978195629681652	1.48026512205446	1.25701061820602	1	0.704871964456353	1.51601514700366	0.831877241191673	1.83187724119167	1.18269229751619	1.63691458035588	1.06350294230616	2.04264433740849	1.67355642399014	1.53106949272595	1.14404636961671	1.34482849699744	1.18903382439002	2.46727948045998	0.925999418556223	1.22032995487956	0.505890929729957	1.07724299893246	0.799087306074004	0.55581615506164	0.941106310946431	0.823749360308273	1.31614574229336	1.60407132366886	1.83592407425437	1.76128527336162	0.887525270741587	1.52606881166759	1.15055967657538	0.53605290024021	0.356143810225275	2.10768786931437	0.070389327891398	0.22650852980868	0.53605290024021	2.47767732756531	0.895302621333307	1.61823865559545	0.263034405833794	0.925999418556223	0.831877241191673	1.68706068833989	0.7311832415722	0.933572638261024	0.713695814843359	1.4276061727819	1.36737106564853	1.36737106564853	1.20163386116965	0.903038270112912	0.863938450423971	3.00539998774259	0.992768430768924	1.28688114778816	1.54101915313356	1.58496250072116	1.13750352374994	1.33342373372519	1.65992455840238	1.49569516262407	1.38404980679516	2.31903981556254	1.39506279951758	1.790772037862	0.6959938131099	2.24184018356467	0.887525270741587	2.09423606984577	1.84799690655495	2.13093086982645	2.52857131887076	0.713695814843359	1.66448284036468	0.713695814843359
"MS4A3"	0.0565835283663675	0	0	0.0565835283663675	0	0.070389327891398	0	0	0.0565835283663675	0.111031312388744	0	0	0.137503523749935	0	0	0.238786859587116	0	0	0.0565835283663675	0.070389327891398	0.0840642647884746	0.070389327891398	0.0565835283663675	0	0.0426443374084937	0	0.189033824390017	0.124328135002202	0.111031312388744	0.176322772640463	0.189033824390017	0.124328135002202	0	0.20163386116965	0	0.0565835283663675	0	0	0.070389327891398	0.070389327891398	0.070389327891398	0.0565835283663675	0	0	0	0.0426443374084937	0	0	0	0	0.070389327891398	0.238786859587116	0.070389327891398	0	0	0.0840642647884746	0.0840642647884746	0	0	0	0.0565835283663675	0	0	0	0.20163386116965	0.070389327891398	0	0.070389327891398	0	0.176322772640463	0	0.070389327891398	0	0.137503523749935	0.286881147788162	0.613531652917927	0.22650852980868	0.16349873228288	0.0426443374084937	0.831877241191673	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0.124328135002202	0.0976107966264223	0.0565835283663675	0	0	0.0426443374084937	0.0426443374084937	0.189033824390017	0	0	0	0	0	0	0.0426443374084937	0	0.0565835283663675	0	0.111031312388744	0	0	0	0	0.0565835283663675	0.0565835283663675	0.0426443374084937	0	0	0	0.0565835283663675	0	0	0.111031312388744	0.070389327891398	0	0	0	0	0
"GJA5"	3.57410150808939	1.38404980679516	2.18586654531133	3.25550073314839	1.25096157353322	3.73876783680019	1.57531233068744	2.36457243229586	2.66448284036468	3.29572302453997	3.37573453858316	3.44890095114513	2.28095631383106	2.08406426478847	2.14730669878029	4.29645740737124	2.35895882583233	3.03562390973072	3.28540221886225	3.84599177066457	3.30597052098439	2.84799690655495	3.44890095114513	1.93357263826102	2.88362081628567	3.38956681176273	3.36876834909033	3.87676249078156	3.15055967657538	4.16430358309365	3.73984810269933	3.47378691161437	2.33913738491959	4.28835856219366	2.98367769469807	4.29645740737124	3.89433274227769	3.30158764660319	3.49697358099828	4.44559429134118	3.53106949272595	3.11103131238874	3.43562859405209	2.47248777146274	2.78240856492737	2.96716860753263	3.78450398292957	3.24792751344359	2.62058641045188	3.15704371014558	3.22650852980868	3.96993327469786	4.27127625917593	2.20476675065461	3.82476785314329	2.71149490665009	2.34766565630097	1.56559717585423	4.05398016818765	3.15380533607904	3.92314918047231	3.8499992594661	4.21023299009585	2.86591881455221	3.71918344048179	3.52732060787705	3.38956681176273	4.21023299009585	3.67129337248158	3.51853513898218	4.66789212523023	4.50525580093216	3.34482849699744	3.86393845042397	3.38128337250378	3.3533232911629	2.52606881166759	2.57773093149008	3.79493566280354	3.40053792958373	3.23266075679027	3.70376517879341	3.50080205305716	2.77610398807316	3.33628338786443	3.17632277264046	3.85299758761332	2.08746284125034	3.33628338786443	3.01792190799726	5.84523912563878	2.08065766334523	2.17951105027151	2.97636363573276	2.45680614923047	1.75274859140713	5.37781785308364	3.77082904603249	3.0703893278914	2.87381319835909	3.87381319835909	2.80322703643493	2.4905701304462	2.51853513898218	3.9429835981871	2.79285535236249	2.9297909977186	3.1243281350022	2.86789646399265	3.4931349223055	3.53977919169849	2.35895882583233	4.26153081524341	4.09000652990382	4.61412086878925	3.19849415363908	3.98367769469807	3.04439411935845	4.87823487911234	3.36457243229586	3.29865831556452	2.79493566280354	3.42894634476948	2.09761079662642	4.58616424593091	1.81557542886257	3.7279204545632	1.81147103052984	3.4369613378336	2.87970576628229	2.40053792958373
"QRSL1"	3.67016051412663	3.36317107711924	2.89917563048051	3.11769504266975	4.04526821513853	4.59454854955035	3.43028527297778	3.41818994794577	3.4369613378336	3.20320115631661	3.23419472295381	3.28243980500639	3.31759350462347	3.48413813120167	3.57288966842058	3.25096157353322	3.40463068421761	3.21567859660793	3.20789285164133	2.96162332828694	3.10265813136374	3.34766565630097	3.22804904788446	3.4032677223393	3.36737106564853	3.02147972741045	3.13914201914569	3.00539998774259	3.33628338786443	3.03562390973072	3.05311133645956	3.114367024952	3.41006969175638	2.96347412397489	3.48800077083407	3.21878116778407	3.06695024392463	3.69041709553247	3.0408924306469	3.23112515787905	3.30012372456901	2.9560566524124	3.43429461795993	3.40463068421761	3.3547342399706	3.0036022366802	2.98913900736823	3.16027483140859	3.39094277280254	2.93922657772821	2.86195536414487	2.79493566280354	3.11103131238874	3.48928602262588	3.44493204894218	3.28392177230762	3.70154905694307	3.50716034911752	3.41953889151378	3.5033487351675	2.89530262133331	3.34908214639109	3.06522762277562	3.6667565918848	3.20945336562895	3.114367024952	3.64385618977472	2.83995958748953	3.22958792274065	3.53605290024021	3.17152710603881	3.26303440583379	3.34340782229781	3.30597052098439	3.18269229751619	3.56315813040281	3.38818953715608	3.30012372456901	3.20789285164133	3.4905701304462	3.60050764534579	3.60644222813161	3.24336442569366	3.55213110825378	3.35755200461808	3.33485426933163	3.4905701304462	3.63691458035588	3.75167794568758	3.82984955984469	3.88655014732434	3.16188768237689	4.25474519762921	3.44890095114513	3.26002565596146	3.19849415363908	4.4995270242151	3.47508488294878	3.790772037862	3.47378691161437	4.56010351346474	3.33913738491959	3.59693514238723	3.42894634476948	3.35614381022528	3.36036427654347	2.91647664443772	3.48800077083407	3.60407132366886	3.51853513898218	3.09423606984577	2.93357263826102	3.06522762277562	5.11727946005392	3.1811025507538	3.56924802986718	3.13093086982645	3.60169651648096	3.23878685958712	3.76871365703048	3.63343121035563	4.0241423458978	3.72246602447109	4.57228336665041	5.46107011403305	3.39094277280254	4.42155994490182	3.87872534148011	3.47508488294878	3.90207357931074	3.68594014844598
"HAVCR2"	3.47508488294878	3.95791459863299	4.13996056954546	3.78031009904338	3.72900887033786	3.2585189247113	3.01077983875324	2.95791459863299	2.68929916053589	2.86591881455221	3.27500704749987	3.59215800212536	3.13093086982645	3.5837597536395	3.23419472295381	4.47053686509258	2.90303827011291	3.45154083301783	3.73660487531425	3.16832111573972	4.65878273401283	3.72465027173297	3.58014548442338	2.98185265328974	3.23112515787905	3.76341157447001	3.64500988439109	3.4154882710497	3.05484847699562	3.36176835941915	4.6876206320849	3.44228003525258	2.43028527297778	3.09085343045111	3.28540221886225	2.75060650483559	3.25247621413522	3.10936055940423	3.98002530023873	4.00898878322726	3.74738739965272	2.87970576628229	3.04614178164472	3.0071955014042	3.51475349843975	3.27649666564036	3.57046293102604	3.17791779219584	3.13914201914569	3.35614381022528	3.5933537709803	2.90303827011291	3.89141918684608	3.55704241526372	3.73876783680019	3.27649666564036	2.92219784839637	2.70487196445635	3.56559717585422	3.59215800212536	4.15137177625395	3.81455042346181	4.43762724831895	3.42223300068305	3.48284828306847	3.4905701304462	4.47313748777226	3.79805051476751	3.5197934862411	3.82374936030827	4.5795422249369	4.14730669878029	3.82781902461732	4.24107745817504	4.11270013274936	4.63923216324928	3.08746284125034	3.92219784839637	3.19692173382033	4.06091204958787	3.49697358099828	3.68929916053589	3.07382023329167	3.01256867350306	4.58856473740135	3.86096279785812	3.29425313644451	2.77610398807316	4.51475349843975	3.95046841415012	3.53356334821451	4.37781785308364	5.22380865860602	4.31976242766925	4.25776496857139	5.21878116778407	3.7311832415722	4.51853513898218	4.07809742302666	4.51790555352995	3.78764141448333	3.98823022306046	4.44493204894218	4.38543103719352	4.55458885167764	4.13832300405648	4.65133876610593	4.33199177823206	5.59365255839793	3.52481592835751	3.86096279785812	4.48413813120167	4.0232553523003	4.34269695998193	5.12639473762014	4.10265813136374	4.67750824226472	4.35402893805439	5.48800077083407	3.88752527074159	3.54720302475693	4.9500017490835	4.85099939471647	4.46988597627446	4.63517394667492	5.41683974191283	4.59693514238723	4.95512678126137	4.02591469875079	4.15946772926677	4.98959318493877
"ANKRD1"	1.38956681176273	0.0426443374084937	0.150559676575381	0.0426443374084937	0.0976107966264223	0.37851162325373	0.150559676575381	0.0285691521967709	0.0840642647884746	0.20163386116965	0.263034405833794	0.0840642647884746	0.344828496997441	0.070389327891398	0	0.0426443374084937	0.150559676575381	0.189033824390017	0.0976107966264223	0	0.250961573533219	0.20163386116965	0.22650852980868	0.0976107966264223	0.0285691521967709	0.137503523749935	0	0	0.111031312388744	0.0285691521967709	0	0.0840642647884746	0.0285691521967709	0	0.0840642647884746	0.485426827170242	0.0840642647884746	0.124328135002202	0.137503523749935	0.16349873228288	0.124328135002202	0	0	0.0840642647884746	0.124328135002202	0.0285691521967709	0	0	0.0565835283663675	0	0	0	0.286881147788162	0.0285691521967709	0.0976107966264223	0.20163386116965	0.150559676575381	0.0840642647884746	0.20163386116965	0.111031312388744	0	0.20163386116965	0	0.16349873228288	0.941106310946431	0	0.298658315564515	0.263034405833794	0.0976107966264223	0.432959407276106	0.53605290024021	0	0.070389327891398	0.687060688339892	0.189033824390017	0.650764559116902	0	0	0	0.0840642647884746	0.0976107966264223	0.214124805352847	0.356143810225275	0	0.37851162325373	0.0976107966264223	0.0426443374084937	0.0976107966264223	0.0426443374084937	0.137503523749935	1.13093086982645	0.176322772640463	0	0	0.137503523749935	0.0976107966264223	2.05658352836637	0.443606651475615	0.150559676575381	0.0285691521967709	5.19849415363908	1.44890095114513	0.831877241191673	0.516015147003665	0.111031312388744	0.189033824390017	0	0.565597175854225	0.0426443374084937	2.96532254836725	0.176322772640463	0.0565835283663675	0.678071905112638	0.137503523749935	5.01747656302046	0	0.150559676575381	0.124328135002202	0.137503523749935	0.0426443374084937	0.263034405833794	1.81966818349646	0.31034012061215	0.37851162325373	0.632268215499513	0.150559676575381	0.31034012061215	0	0.659924558402378	0.124328135002202	0.27500704749987
"FGF5"	0.0565835283663675	0.0285691521967709	0.0426443374084937	0	0.0565835283663675	0.176322772640463	0.0426443374084937	0.0285691521967709	0	0	0	0	0	0	0	0.0285691521967709	0	0	0.0285691521967709	0	0	0.0143552929770701	0.0285691521967709	0	0.0143552929770701	0	0.0143552929770701	0.070389327891398	0	0.0143552929770701	0.0143552929770701	0.0285691521967709	0	0	0.0143552929770701	0.0285691521967709	0	0	0.0285691521967709	0.0285691521967709	0.0143552929770701	0	0.0143552929770701	0.0143552929770701	0	0.0143552929770701	0	0.0143552929770701	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0.0976107966264223	0	0.0426443374084937	0	0	0.0840642647884746	0	0.0426443374084937	0	0.0143552929770701	0	0	0.0285691521967709	0	0	0	0.0143552929770701	0	0.0143552929770701	0	0	0	0	0	0	0	0.0565835283663675	0.0426443374084937	0.925999418556223	0.367371065648529	0.0565835283663675	0	0	0.0285691521967709	0.0426443374084937	0.189033824390017	0.0976107966264223	0.0565835283663675	0.0976107966264223	0.20163386116965	0.0143552929770701	0.0143552929770701	0	0	0.124328135002202	0.0840642647884746	0.0143552929770701	0.0840642647884746	0.16349873228288	0.27500704749987	0	0.0143552929770701	0.263034405833794	0.545968369105292	0	0	0.0143552929770701	0.356143810225275	0	0.137503523749935	0.0565835283663675	0.0285691521967709	0.238786859587116	0.124328135002202	0	0.070389327891398	0	0	0.0143552929770701	0
"PVR"	2.8011586560937	2.63923216324928	2.77820857639809	3.6564963705535	4.78293270482084	5.00898878322726	2.7311832415722	3.16349873228288	3.40871186102943	3.58976348698498	3.39917109381982	3.64385618977472	2.799087306074	2.96347412397489	3.54473265593262	3.45811948117451	3.38956681176273	2.99095486039699	3.33628338786443	2.41953889151378	3.39780296186249	2.80529245560071	3.21567859660793	3.46336088581666	3.48284828306847	3.58014548442338	3.54101915313356	3.08746284125034	3.05137210172103	2.67581593117227	3.16349873228288	3.45022149589718	3.11270013274936	3.03386345186628	3.78345665436024	3.15218341905505	2.72246602447109	2.77188557851537	3.47638168756724	3.44095219802964	3.51853513898218	3.09423606984577	3.51349074558812	3.33628338786443	3.34198574722862	3.04439411935845	3.33771109212829	3.26303440583379	3.19377174339668	2.63923216324928	2.65992455840238	2.58976348698498	3.62058641045188	3.20789285164133	3.37712374912949	3	2.99457972421575	2.877744249949	3.54720302475693	3.76022094646651	3.16671544496642	4.16992500144231	3.25096157353322	3.57410150808939	3.51475349843975	3.4276061727819	3.95140129167431	2.97085365434048	3.31324585178756	3.08576455377831	3.16992500144231	3.48800077083407	2.8972404255748	3.65306001710456	3.1586601753465	3.01792190799726	2.60644222813161	3.30888505741176	2.87970576628229	3.25398926623079	3.22804904788446	3.0496307677246	2.63226821549951	3.52481592835751	3.11935617703968	3.39369076418745	3.1243281350022	3.02147972741045	2.8011586560937	5.70570149684579	3.68706068833989	3.54843662469604	3.16510798514454	2.41683974191283	3.1407786557828	2.82781902461732	5.7001622501066	3.64154602908752	3.36317107711924	3.33342373372519	3.62293035092018	2.83187724119167	4.4262647547021	3.05484847699562	3.49697358099828	4.98777561614291	3.23112515787905	2.77820857639809	2.49825086752783	4.12101540096137	3.1586601753465	3.16510798514454	2.70929063572336	3.70487196445635	4.14567745519564	1.81966818349646	3.24184018356467	3.35191096110308	3.74308405554959	2.93357263826102	3.40735275114004	3.49185309632967	2.47767732756531	2.92789645372882	2.72465027173297	2.84398384404833	3.04614178164472	2.31903981556254	3.90207357931074	2.78031009904338	3.38818953715608
"DLC1"	4.3212065669699	2.62993940943954	3.39917109381982	4.74792441623844	3.85598969730848	5.35579154675365	4.37364821133469	5.16349873228288	4.71699089440494	6.38732807236612	5.97613447283165	6.64817779572482	4.86839045305445	4.98093926608551	5.88459792099006	6.65434960902318	5.93191939010004	4.63401235640212	5.88874324889826	6.07959144864819	5.91097245165513	4.67016051412663	5.51443791382931	4.65191274464578	5.57833494868161	6.47686768893309	6.26847182291237	5.97200330380836	5.75755668893945	6.21664886703315	6.25398926623079	5.94392132655349	5.32337006906127	6.77228157880356	6.2293956531274	6.72178276845979	6.01636259876089	4.71479501111816	6.60584986719498	6.33234990037387	6.03804103701151	5.17152710603881	5.7894684369412	5.37573453858316	5.38162946703366	6.29351763041742	6.87270565743652	5.62117275268344	5.63633460244218	6.60629416069771	6.28039961112653	6.22881869049588	6.79636413813963	5.24716800037477	6.60229058486114	5.67919857056692	5.86937792403133	4.74254523386605	6.32750773458721	5.80812758745547	6.76208300356767	6.25927248703759	6.53247281684287	5.78633498041697	6.76672765886312	6.56147889150101	6.07403439421256	7.09602987630799	6.1266012351573	6.35279382940117	6.55857377624063	7.30094736348688	6.94860084749336	6.96208624985064	6.58841482364418	5.42592920520858	5.00270252037982	5.76500424625004	6.02258974904011	6.39900014826113	6.16510798514454	5.72246602447109	6.03210084316702	5.27202318906105	6.63923216324928	6.91420571850783	6.67086865483731	5.31976242766925	5.13257684267001	3.76977173924945	3.3305584000308	4.31542131594578	3.44360665147561	5.14934066928622	4.50652577904312	3.77399632511117	3.90400231628369	3.66106547980695	3.41953889151378	3.24184018356467	4.06004738366994	4.6876206320849	2.82374936030827	3.62877359520165	6.24868662687383	4.5385381636298	4.4093909361377	4.15461561132689	4.34411833452143	3.84197311892718	6.15340002773506	3.26453643099903	4.74308405554959	4.32840565895857	4.3526172989585	5.18903382439002	7.10904707770071	5.03694284479826	4.46923479366766	4.65935375917005	6.01368556992865	4.10852445677817	4.85598969730848	3.99548451887751	4.74631276642546	2.28095631383106	3.62877359520165	3.83086375675176	5.0866139474095	4.67976157351685	3.41413553298445
