"HKB0023_3006_T"	"HKB0050_3005_T"	"HKB0137_3002_T"	"HKB0155_3000_T"	"HKB0210_3006_T"	"HKB0211_3002_T"	"HKB0233_3000_N"	"HKB0004_3000_N"	"HKB0006_3000_N"	"HKB0019_3000_N"	"HKB0023_3000_N"	"HKB0033_3000_N"	"HKB0036_3000_N"	"HKB0038_3000_N"	"HKB0040_3000_N"	"HKB0049_3000_N"	"HKB0050_3000_N"	"HKB0052_3000_T"	"HKB0052_3004_N"	"HKB0064_3000_N"	"HKB0067_3000_N"	"HKB0074_3000_T"	"HKB0074_3003_N"	"HKB0079_3000_N"	"HKB0094_3000_N"	"HKB0096_3000_N"	"HKB0097_3004_N"	"HKB0098_3000_N"	"HKB0102_3000_N"	"HKB0106_3000_N"	"HKB0109_3000_N"	"HKB0115_3000_N"	"HKB0120_3002_N"	"HKB0121_3000_N"	"HKB0122_3002_N"	"HKB0123_3000_N"	"HKB0124_3000_N"	"HKB0129_3000_T"	"HKB0129_3002_N"	"HKB0132_3000_N"	"HKB0133_3000_N"	"HKB0137_3000_N"	"HKB0143_3000_N"	"HKB0149_3000_N"	"HKB0150_3000_N"	"HKB0155_3003_N"	"HKB0157_3000_N"	"HKB0158_3000_N"	"HKB0159_3000_N"	"HKB0160_3000_T"	"HKB0160_3001_N"	"HKB0161_3000_N"	"HKB0162_3000_N"	"HKB0164_3000_N"	"HKB0167_3000_N"	"HKB0179_3000_N"	"HKB0186_3002_N"	"HKB0194_3000_N"	"HKB0196_3000_N"	"HKB0198_3000_N"	"HKB0207_3000_N"	"HKB0210_3000_N"	"HKB0211_3000_N"	"HKB0214_3000_N"	"HKB0219_3000_N"	"HKB0221_3000_N"	"HKB0222_3000_N"	"HKB0226_3000_N"	"HKB0227_3000_N"	"HKB0571_3000_N"	"HKB0574_3000_N"	"HKB0577_3000_N"	"HKB0583_3000_N"	"HKB0597_3000_N"	"HKB0618_3000_N"	"HKB0648_3000_N"	"HKB0657_3000_N"	"HKB0663_3000_N"	"HKB0666_3000_N"	"HKB0672_3000_N"	"HKB0710_3001_N"	"HKB0718_3001_N"	"HKB0719_3001_N"	"HKB0722_3001_N"	"HKB0744_3001_N"	"HKB0748_3001_N"	"HKB0751_3001_N"	"HKB0752_3001_N"	"HKB0008_3006_T"	"HKB0019_3006_T"	"HKB0036_3006_T"	"HKB0038_3006_T"	"HKB0040_3002_T"	"HKB0049_3006_T"	"HKB0054_3000_T"	"HKB0064_3004_T"	"HKB0065_3006_T"	"HKB0069_3000_T"	"HKB0079_3006_T"	"HKB0082_3006_T"	"HKB0084_3000_T"	"HKB0088_3000_T"	"HKB0091_3001_T"	"HKB0098_3005_T"	"HKB0120_3000_T"	"HKB0134_3006_T"	"HKB0143_3006_T"	"HKB0164_3006_T"	"HKB0167_3006_T"	"HKB0182_3006_T"	"HKB0186_3000_T"	"HKB0194_3006_T"	"HKB0207_3001_T"	"HKB0209_3004_T"	"HKB0216_3000_N"	"HKB0220_3000_T"	"HKB0220_3003_N"	"HKB0573_3000_T"	"HKB0576_3000_T"	"HKB0579_3000_T"	"HKB0636_3000_N"	"HKB0659_3000_T"	"HKB0674_3000_T"	"HKB0698_3000_T"	"HKB0701_3000_T"	"HKB0710_3000_T"	"HKB0718_3000_T"	"HKB0736_3000_T"	"HKB0737_3000_T"	"HKB0751_3000_T"	"HKB0752_3000_T"
"EDNRB"	1.85199883711245	1.06350294230616	0.985500430304885	2.87970576628229	2.27500704749987	2.30451104180995	3.64038956005495	3.56803210477128	3.54966917072649	5.31251996747495	4.59991284218713	5.40087943628218	4.114367024952	4.32840565895857	3.97177344719337	4.56193705962243	4.01346225980656	3.22496636500027	4.37295209791183	4.26303440583379	4.42894634476948	3.73552217729654	4.45811948117451	4.48413813120167	4.95512678126137	4.73768676140986	4.94345253855882	4.62234472272424	4.44824022521607	4.30961277245412	3.97085365434048	4.17632277264046	4.91504279137198	3.97269265400426	4.31397137105902	4.25776496857139	4.674686619928	4.16188768237689	5.09592441999854	4.56071495447448	4.90737141382356	4.03738222200308	4.43162295971329	5.01524777369894	4.44757919654888	4.30961277245412	4.05571626351254	4.06004738366994	4.41006969175638	4.24031432933371	4.08915913191124	4.07895134139482	4.54287709935414	3.30305008468167	4.08746284125034	4.84096670448742	5.5077946401987	4.65420637794429	4.60584986719498	3.73226919950145	4.96855160336395	4.71369581484336	4.55887985347544	4.70154905694307	5.04657836662033	4.51096191927738	4.11353381959191	4.4944156103975	4.58856473740135	4.75060650483559	5.11769504266975	4.86443379636562	5.08831123588866	4.34978987024187	5.08703845676695	4.62760683812965	4.64846544302731	4.57591736111815	4.25398926623079	4.75167794568758	4.28762004411207	4.61941301059794	4.36387192485753	4.90833256978243	5.31867837373655	5.32624970083746	4.39711840904258	4.97269265400426	1.73984810269933	1.18269229751619	1.74416109557041	1.79493566280354	2.63459326844576	2.81147103052984	3.25550073314839	2.73768676140986	0.978195629681652	1.77820857639809	1.66448284036468	0.992768430768924	1.31614574229336	1.85996954822103	2.53106949272595	2.13750352374994	4.01435529297707	1.75702324650746	2.22032995487956	3.04264433740849	1.98913900736823	1.38956681176273	3.77082904603249	2.21723071622067	2.83390207666916	1.71808758396052	1.37851162325373	2.72246602447109	5.07638806851284	3.60169651648096	2.17312743348066	2.73552217729654	4.54349588342577	2.28392177230762	2.76128527336162	2.35614381022528	1.68257329734758	1.59931779369823	1.96347412397489	2.86987140617771	2.76977173924945	2.57288966842058	2.31034012061215
"SCN7A"	0.790772037862	0.238786859587116	0.250961573533219	2.53106949272595	0.0285691521967709	0.594548549550354	2.3533232911629	2.01435529297707	3.48542682717024	3.94579495674006	3.13093086982645	3.36737106564853	1.34482849699744	2.93545974780529	3.23419472295381	3.25398926623079	3.7311832415722	1.90689059560852	2.9297909977186	2.67129337248158	2.22342254993494	3.22187708107703	3.59931779369823	2.72027846523333	4.70043971814109	1.29278174922785	2.89141918684608	1.85598969730848	2.93357263826102	1.91073266190291	1.93734439215023	2.48026512205446	2.22650852980868	2.22958792274065	2.62760683812965	2.34198574722862	2.07382023329167	3.01792190799726	2.09423606984577	2.35895882583233	3.66334461936608	3.60880924267552	3.70487196445635	1.76553474636298	2.86393845042397	0.485426827170242	1.18269229751619	3.72683121703249	2.30742852519225	2.25096157353322	1.41683974191283	2.17312743348066	3.05311133645956	2.13750352374994	2.96532254836725	3.0496307677246	3.69376571221778	1.7311832415722	2.33342373372519	2.47248777146274	1.94110631094643	1.83592407425437	3.93922657772821	3.78659636189081	2.77820857639809	3.26153081524341	2.57773093149008	1.58014548442338	2.87970576628229	2.26303440583379	2.28095631383106	3.32624970083746	2.56803210477128	1.24488705912353	1.97452931248388	2.25398926623079	3.17152710603881	2.45154083301783	2.50842865253186	3.44228003525258	2.85598969730848	3.17152710603881	2.22032995487956	3.77610398807316	1.42223300068305	3.56071495447448	1.99276843076892	4.4262647547021	2.26002565596146	0.20163386116965	0	0.250961573533219	1.97452931248388	1.94860084749336	2.40599235967584	2.75488750216347	0.0285691521967709	0.7311832415722	1.05658352836637	0.0285691521967709	0.0285691521967709	1.70929063572336	0.0143552929770701	1.32768736417605	1.62760683812965	0.263034405833794	0.485426827170242	1.37851162325373	0.6959938131099	0.176322772640463	1.99276843076892	1	3.41142624572647	1.64616265715789	0.0426443374084937	1.06350294230616	0.84799690655495	2.82578562746479	1.52105073690096	1.6915341649192	3.19534759832222	0.411426245726465	0.389566811762726	0.545968369105292	0.790772037862	0.0565835283663675	0.443606651475615	0.422233000683048	1.0071955014042	1.32768736417605	0.495695162624069
"AKAP12"	4.2364926183813	1.73552217729654	1.73984810269933	4.22187708107703	4.29939120612683	3.76128527336162	4.48091134604775	5.00090140274153	5.0866139474095	6.12018602753186	6.22612314312524	6.52669484554198	4.78816365703777	5.39917109381982	5.62643913669732	7.69355665122852	5.46466826700344	4.65764000520782	6.21761848535105	7.23457795978457	7.11270013274936	4.60584986719498	6.43462822763672	4.43429461795993	6.01033228328482	6.44509763804318	6.94778302625542	6.87553435157324	6.2585189247113	6.36527259976453	6.61662235502921	6.32930302481501	5.67101024127845	7.00786824333334	6.13893730895863	7.31587412503926	6.69320814891002	5.20945336562895	7.2310291286554	7.07274895156064	6.1606782132205	5.50112063427539	6.35102755219611	5.38474058729238	5.9387562614923	7.09106507793054	7.13134253912326	5.90785207184596	6.50112063427539	7.16822081365459	7.15623479785027	7.52677308067883	7.01836711554312	5.48510476108097	6.46139758992616	7.0287901363499	6.00067610485072	4.98504496225347	7.29994062982407	5.88484209379946	7.53340760847874	7.24906603385587	7.77952238674377	6.08746284125034	7.0575585785569	7.06458110919057	6.48655349262453	7.61080339489125	6.78594281939225	7.52152192357138	7.44683517708604	7.84718265617922	7.211888294546	7.39917109381982	7.20133980368161	6.1548181090521	5.65219964830406	5.82883464946806	6.89348356291442	6.56178435308184	6.63618957152566	5.8094144442359	7.19051609621556	5.54411440220947	7.26312832823485	6.86406230285491	6.93262815702213	5.58916423669977	3.94766615679601	2.90496571868403	2.4276061727819	3.30597052098439	3.05137210172103	4.90448409790142	3.81249822533356	4.43162295971329	2.44625622988956	3.0686708106651	2.85798099512757	1.65992455840238	2.16992500144231	3.66789212523023	2.20163386116965	3.84599177066457	6.36684673526264	2.63226821549951	3.32337006906127	4.03738222200308	2.82984955984469	4.24107745817504	5.5894638929561	2.42492208821069	4.86492897228979	3.91169158187234	4.0071955014042	4.4093909361377	7.5737986435893	4.21645486514476	3.21567859660793	4.43362716708478	5.80451826988807	2.11769504266975	3.69488019279919	3.36457243229586	4.15055967657538	1.51096191927738	2.67355642399014	2.93734439215023	4.45746296464855	4.34340782229781	2.46205231879643
"IL6"	0.992768430768924	0.53605290024021	0.495695162624069	3.04264433740849	0.176322772640463	0.790772037862	1.11103131238874	2.73335434061383	1.84398384404833	5.80580834870147	4.82832692641482	4.65133876610593	2.06004738366994	2.76553474636298	2.70708299177171	4.20320115631661	3.97544676564096	2.77820857639809	3.80012335282653	2.52857131887076	1.70487196445635	4.07124781946144	4.96809075204526	0.7311832415722	3.73226919950145	3.76341157447001	4.15704371014558	2.19534759832222	1.65992455840238	4.69320814891002	4.08236196955747	4.71863561627134	1.24488705912353	6.48655349262453	5.31578357458946	5.68425770505893	2.23266075679027	2.85996954822103	5.48220292629596	4.44294349584873	4.674686619928	1.81966818349646	3.74631276642546	2.57046293102604	3.05658352836637	4.40258575823259	4.32192809488736	4.28835856219366	1.79493566280354	1.70487196445635	3.90592847817313	4.14893410452634	6.0437381998014	2.61823865559545	5.43895814789755	3.98913900736823	2.24488705912353	1.94860084749336	4.45549162062847	4.69766263347052	2.20476675065461	4.17312743348066	4.74416109557041	2.28392177230762	3.42492208821069	3.22342254993494	4.75862298244024	5.39917109381982	4.94673086014031	2.72683121703249	4.9560566524124	4.75488750216347	3.94860084749336	7.13062204074662	6.13483699344912	3.88655014732434	1.59931779369823	4.89287670006069	2.31324585178756	6.37608196665007	3.52857131887076	4.12018602753186	4.31976242766925	2.24488705912353	5.51884982870769	2.94673086014031	5.68369645430652	2.45154083301783	1.70487196445635	0.790772037862	1.62293035092018	0.356143810225275	2.38681094647222	3.33485426933163	2.82171021503467	1.90303827011291	1.0703893278914	1.13750352374994	0.111031312388744	0.356143810225275	1.22650852980868	1.23266075679027	1.24488705912353	0.238786859587116	2.83592407425437	1.10433665981474	1.43829285157915	1.27500704749987	1.89917563048051	0.918386234446348	4.04526821513853	0.879705766282288	0.704871964456353	0.286881147788162	1.75274859140713	2.48026512205446	4.12680770314203	3.47118746038699	0.75702324650746	3.0036022366802	5.16349873228288	2.70265754339091	2.02856915219677	0.250961573533219	0.887525270741587	1.46988597627446	0.704871964456353	0.831877241191673	1.32768736417605	2.611172380044	0.137503523749935
"CCDC141"	0.748461233004036	1.55581615506164	0.678071905112638	1.68257329734758	0.485426827170242	0.956056652412403	1.30451104180995	1.82781902461732	1.63691458035588	2.54596836910529	3.13750352374994	3.14567745519564	2.33913738491959	1.7311832415722	2.80322703643493	4.18030701996943	2.27202318906105	1.67355642399014	3.20320115631661	2.32192809488736	3.84398384404833	2.14730669878029	2.33913738491959	1.35049724708413	2.43829285157915	2.84197311892718	3.27649666564036	2.45154083301783	2.35049724708413	3.19377174339668	4.4535175792155	3.34198574722862	1.42223300068305	3.08236196955747	3.15218341905505	1.90689059560852	1.80322703643493	2.21101219348551	3.53356334821451	3.65191274464578	2.63923216324928	2.37295209791183	2.67355642399014	1.59454854955035	1.85996954822103	1.92219784839637	3.58736499093646	2.28983446517751	2.08406426478847	2.42492208821069	2.67129337248158	2.36737106564853	2.92599941855622	2.34482849699744	3.31179371775365	2.34198574722862	3.28243980500639	2.22342254993494	2.65535182861255	2.99095486039699	2.9560566524124	3.50969584193339	3.63807383718072	2.79701297783614	3.03913839390696	3.34056226902641	2.68032435684402	2.60169651648096	3.20945336562895	3.10433665981474	3.89141918684608	4.10768786931437	2.66902676550963	3.91934008244201	3.38404980679516	3.70597790168252	2.37295209791183	1.9560566524124	2.37851162325373	3.05658352836637	2.86987140617771	3	2.62058641045188	2.10097764772482	3.1243281350022	3.66448284036468	2.89336221076387	1.73552217729654	1.09761079662642	0.475084882948783	0.475084882948783	0.263034405833794	3.57773093149008	2.32768736417605	2.48800077083407	1.51096191927738	0.545968369105292	1.84398384404833	3.32481060342048	0.807354922057604	1.02147972741045	0.963474123974886	1.04264433740849	0.887525270741587	2.35614381022528	1.02856915219677	1.81557542886257	1.0703893278914	2.0496307677246	0.7311832415722	1.91073266190291	0.879705766282288	1.16992500144231	0.7311832415722	0.941106310946431	2.31034012061215	3.02680005934372	2.34482849699744	0.704871964456353	1.58496250072116	2.32192809488736	1.58496250072116	2.34198574722862	0.75702324650746	0.298658315564515	1.48542682717024	1.11103131238874	4.22727899446832	1.06350294230616	2.31614574229336	1.36176835941915
"ALAS2"	0.070389327891398	0.070389327891398	0.0976107966264223	1.41142624572647	0.0426443374084937	0.422233000683048	0.0565835283663675	0.739848102699327	0.189033824390017	2.08065766334523	0.37851162325373	0.871843648509318	0.16349873228288	1.87578006306849	0.333423733725192	4.39848719001897	2.48800077083407	0.925999418556223	2.61588707391606	2.34482849699744	0.956056652412403	0.992768430768924	3.44625622988956	0.464668267003444	1.0496307677246	1.29865831556452	4.34553831007001	5.27649666564036	0.910732661902913	3.53480866123175	2.04264433740849	3.85798099512757	0.6959938131099	4.09085343045111	1.30451104180995	3.37573453858316	4.9759052735237	1.03562390973072	3.09592441999854	3.13586316536868	0.565597175854225	3.38818953715608	1.75274859140713	1.65535182861255	0.933572638261024	3.61588707391606	2.51096191927738	3.50207595604579	0.411426245726465	4.27127625917593	5.03650333373899	4.43562859405209	1.53605290024021	2.17312743348066	1.68706068833989	2.1243281350022	2.79493566280354	0.918386234446348	2.86591881455221	0.367371065648529	1.44890095114513	2.19849415363908	2.08065766334523	0.214124805352847	4.36457243229586	2.27798474729977	1.87578006306849	0.895302621333307	4.64616265715789	4.16510798514454	2.74200621086674	2.66448284036468	2.94485844580754	4.55581615506164	2.68257329734758	0.839959587489532	1.37295209791183	1.46988597627446	2.99095486039699	2.81352468929781	1.46988597627446	0.895302621333307	3.83794324189103	0.37851162325373	3.31324585178756	3.61235249875266	1.59454854955035	0.250961573533219	0.263034405833794	0.20163386116965	0.189033824390017	0.263034405833794	0.0426443374084937	0.422233000683048	0.632268215499513	0.20163386116965	0	0.941106310946431	0	0.0285691521967709	0.070389327891398	0.111031312388744	0.0285691521967709	0.263034405833794	0.659924558402378	0.0285691521967709	0.687060688339892	0.659924558402378	0.0426443374084937	0.111031312388744	1.4905701304462	0.0285691521967709	0.137503523749935	0.189033824390017	0.0426443374084937	0.22650852980868	1.09085343045111	0.31034012061215	0.0976107966264223	0.20163386116965	0.250961573533219	0	0.0426443374084937	0.37851162325373	0.16349873228288	0.0840642647884746	0	0.495695162624069	1.01435529297707	0.622930350920177	0.27500704749987
"PTX3"	0.713695814843359	0.111031312388744	0.150559676575381	1.790772037862	4.17392693199981	3.21567859660793	1.7311832415722	2.37851162325373	2.93922657772821	1.60407132366886	2.76553474636298	2.88362081628567	1.78240856492737	3.01077983875324	2.23572705983806	1.46988597627446	1.1243281350022	2.19219416528334	2.13422093976063	0.773996325111173	1.29865831556452	1.84799690655495	2.68706068833989	2.29865831556452	3.51475349843975	1.55581615506164	2.23878685958712	1.4594316186373	3.28688114778816	1.35049724708413	1.15704371014558	2.63923216324928	1.53106949272595	1.30451104180995	2.58255600301406	0.948600847493356	0.748461233004036	1.38404980679516	0.790772037862	2.90689059560852	4.27500704749987	3.11270013274936	1.87970576628229	2.47248777146274	2.15380533607904	0.575312330687437	1.50080205305716	1.65992455840238	3	0.263034405833794	0.823749360308273	1.0703893278914	1.48542682717024	2.8499992594661	2.33342373372519	2.59454854955035	1.40599235967584	1.18269229751619	2.73335434061383	3.66562016406638	2.06004738366994	5.14608493861619	2.18269229751619	4.52230689287139	2.27500704749987	2.18586654531133	4.27127625917593	0.75702324650746	2.49825086752783	0.7311832415722	0.925999418556223	1.44360665147561	1.30451104180995	0.985500430304885	1.94110631094643	2.41683974191283	2.33913738491959	2.29278174922785	1.42223300068305	3.52356195605701	2.35895882583233	3.4262647547021	0.903038270112912	2.14730669878029	3.44493204894218	2.96901230751632	1.73552217729654	2.19849415363908	0.713695814843359	0.333423733725192	0.641546029087524	0.321928094887362	2.56315813040281	1.70929063572336	1.37295209791183	1.21412480535285	2.25701061820602	0.823749360308273	0.124328135002202	0.111031312388744	1.60880924267552	1.84799690655495	2.81557542886257	0.214124805352847	3.08406426478847	3.82680268428583	0.659924558402378	1.27500704749987	0.238786859587116	0.963474123974886	2.55581615506164	0.250961573533219	2.01077983875324	0.464668267003444	2.31903981556254	1.17632277264046	4.33842441478356	1.91456452349394	0.422233000683048	1.82781902461732	3.5197934862411	1.4541758931858	1.15704371014558	0.333423733725192	0.298658315564515	0.545968369105292	0.124328135002202	0.659924558402378	1.32768736417605	2.03562390973072	0.298658315564515
"CLDN5"	2.34482849699744	1.66902676550963	1.36737106564853	4.11852584893567	1.75702324650746	2.0703893278914	3.44890095114513	4.70597790168252	4.90400231628369	4.55090066464752	6.13504228623365	5.44790974874208	4.3327079336406	4.72628628972067	5.46303385531749	5.82781902461732	5.0071955014042	4.04788732939655	5.61588707391606	5.71781348971805	6.3547342399706	4.10349763970334	5.08533966935737	4.54039930563062	5.03913839390696	6.83035674741922	6.29130885982897	6.12969515665378	6.13729858092114	6.09845324630927	5.05831649559082	5.64817779572482	4.81557542886257	5.89506021268939	5.17951105027151	5.63662462054365	6.08193608171943	4.47053686509258	5.9126498648972	5.93404464711225	5.48155728070859	5.04919510562227	5.73362549840823	4.88557436437143	5.17152710603881	6.18942924580976	6.47913353307985	4.4757334309664	4.74038793246835	6.18169891109611	4.56315813040281	4.95745033634712	5.26903314645524	3.37573453858316	5.08746284125034	4.52669484554198	3.94860084749336	3.69041709553247	4.9560566524124	4.99638874644762	6.44790974874208	5.42122329922514	5.67412163263239	4.69265037003553	5.50080205305716	4.74254523386605	4.22958792274065	5.92338691550471	5.46890909211059	5.46401472450489	6.3094308781034	6.38249434029312	5.26903314645524	5.93215568443206	6.29535569289167	4.47767732756531	4.66220549965362	5.4032677223393	6.13750352374993	5.06479664591181	5.26978123827438	4.51032901949057	5.61765111942733	4.4235781709818	6.4239142676731	6.30323278525064	5.91480367725178	4.88215391728701	2.7311832415722	0.910732661902913	2.02856915219677	2.28095631383106	2.37851162325373	3.04614178164472	2.90303827011291	3.18903382439002	1.29865831556452	2.32768736417605	2.19534759832222	1.52105073690096	1.4905701304462	2.55826763405574	2.10768786931437	2.22032995487956	5.51853513898218	1.73552217729654	3.34766565630097	3.10768786931437	2.12763327972587	1.76977173924945	4.44757919654888	1.54596836910529	3.83289001416474	2.67581593117227	1.21412480535285	3.36036427654347	6.24050514939098	3.67016051412663	2.75488750216347	2.90110824301451	2.40599235967584	1.08406426478847	3.47897180503294	1.65535182861255	2.89336221076387	0.748461233004036	1.72683121703249	2.80529245560071	3.39917109381982	3.4594316186373	1.71808758396052
"SFTPC"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0.16349873228288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0840642647884746	0	0.238786859587116	0	0	0.0840642647884746	0	0	0	0	0	0	0.16349873228288	0.0976107966264223	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0	0	0	0	0	0	0	0.137503523749935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CXCL2"	1.43829285157915	1.24488705912353	1.09085343045111	2.33628338786443	0.831877241191673	1.02856915219677	4.87528859822269	5.62293035092018	5.29572302453997	6.64414469993285	5.14771372235215	3.20006486151431	3.84699468696557	5.16390121381454	4.71808758396052	3.86492897228979	3.78135971352466	3.11769504266975	5.02591469875079	3.62175885670973	3.40735275114004	5.12184429787638	5.98686597232911	5.12722055048807	5.19416586852982	4.56010351346474	5.16912328147676	3.73876783680019	5.52763338729093	5.50016467949217	3.63226821549951	6.86628983038064	5.42592920520858	6.48655349262453	5.34305243492297	6.34518344718767	3.37016428054021	2.67807190511264	4.86641348112345	5.1554254317472	4.43362716708478	3.95698592461258	4.02591469875079	5.56040926636212	4.6246858105254	4.68257329734758	3.55704241526372	6.50684309896982	5.48091134604775	3.67355642399014	4.02502879449152	5.04395687279021	5.83819543925919	4.52857131887076	6.24773767265893	6.93840342367024	5.0408924306469	4.43095427138573	5.83162393682075	4.49185309632967	4.1407786557828	4.55581615506164	5.71424551766612	3.93357263826102	3.65878273401283	4.61823865559545	5.75007048586569	5.11103131238874	6.01947953370363	3.85099939471647	4.14323013477689	5.11727946005392	4.57470704641555	5.95535930524299	5.78188423454149	4.79856900355688	5.79805051476751	4.69988472869748	3.90592847817313	5.68537955195908	3.63923216324928	3.25550073314839	5.23802251782572	4.77873424411784	5.70431867776083	4.19377174339668	5.06134418828839	3.84096670448742	1.68257329734758	1.54596836910529	1.55090066464752	1.34482849699744	4.05831649559082	2.42492208821069	3.26603689399532	3.01435529297707	1.55090066464752	1.68257329734758	2.96716860753263	1.85199883711245	0.855989697308481	2.60407132366886	1.26303440583379	3.34482849699744	3.31759350462347	1.55581615506164	2.26002565596146	2.56071495447448	1.62293035092018	3.1407786557828	4.38059093426592	1	2.66902676550963	0.75702324650746	3.17791779219584	1.73984810269933	4.61058195849253	3.2585189247113	1.40053792958373	2.44890095114513	4.99774402605963	2.06350294230616	1.32768736417605	0.37851162325373	1.57046293102604	0.669026765509631	0.400537929583729	0.815575428862573	1.46466826700344	2.24792751344359	0.137503523749935
"GRASP"	2.31614574229336	1.80322703643493	1.60407132366886	3.60288440871842	2.25096157353322	1.75274859140713	1.83995958748953	3.34766565630097	3.41006969175638	3.93545974780529	4.38750040648098	4.40053792958373	3.14893410452634	3.68481873755322	3.69265037003553	4.03738222200308	4.03738222200308	3.11603199344711	4.35191096110308	3.54225804976692	3.75488750216347	3.36176835941915	3.69041709553247	3.07553263116736	3.43962313755712	4.31976242766925	4.23266075679027	3.70043971814109	3.50716034911752	4.0241423458978	3.88849973551412	3.87085786436376	2.97819562968165	4.72683121703249	3.96809075204526	4.26753579806874	3.70487196445635	3.5385381636298	4.93640237772506	4.31831684133498	3.99729240763651	3.44890095114513	4.45088131527337	3.38404980679516	3.56437816856506	3.89820835250872	4.54225804976692	3.69710657447697	3.56315813040281	3.42088657497553	3.51727569320958	4.13504228623365	4.77557736093065	2.4541758931858	4.51475349843975	3.20633064787105	3.37295209791183	2.46205231879643	4.19219416528334	3.87184364850932	3.07553263116736	4.00180224263399	4.88508622529017	3.32337006906127	3.6667565918848	3.62643913669732	3.77188557851537	4.05484847699562	3.53231695933277	3.72574115650395	4.05311133645956	4.5298209465287	3.80529245560071	4.5963388642052	4.18507363787676	3.27052894238072	2.8073549220576	3.43028527297778	3.41683974191283	4.27649666564036	3.70376517879341	3.52606881166759	3.47508488294878	3.16027483140859	4.02856915219677	3.98823022306046	3.77820857639809	3.43962313755712	3.32912359629157	2.02502879449152	1.84799690655495	2.49825086752783	2.82374936030827	2.70265754339091	3.30597052098439	2.13750352374994	1.52606881166759	2.36176835941915	1.80322703643493	2.03562390973072	1.84799690655495	2.92029330021101	1.75702324650746	2.03913839390696	4.00809242094872	2.51853513898218	2.79493566280354	2.55826763405574	2.99638874644762	1.96716860753263	4.31831684133498	2.06004738366994	3.44890095114513	2.52105073690096	2.02502879449152	2.75274859140713	3.82374936030827	3.02502879449152	2.16992500144231	2.16349873228288	3.09929520433778	2.23572705983806	3.16832111573972	2.17951105027151	2.50080205305716	1.38956681176273	2.07382023329167	2.55090066464752	3.08746284125034	2.75702324650746	2.03562390973072
"MEDAG"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RGCC"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
