"BC_HKB0543_1306_T"	"BC_HKB0779_1486_T"	"BC_HKB0831_1520_T"	"BC_HKB0873_1549_T"	"BC_HKB0890_1550_T"	"BC_HKB0899_M1605_T"	"BC_HKB0905_1623_T"	"BC_HKB1385_1721_T"	"BC_HKB2113_1657_T"	"HKB0040_3002_T"	"HKB0050_3005_T"	"HKB0054_3000_T"	"HKB0069_3000_T"	"HKB0079_3006_T"	"HKB0094_3006_T"	"HKB0098_3005_T"	"HKB0127_3006_T"	"HKB0167_3006_T"	"HKB0194_3006_T"	"HKB0214_3006_T"	"HKB0220_3000_T"	"HKB0573_3000_T"	"HKB0579_3000_T"	"HKB0659_3000_T"	"HKB0674_3000_T"	"HKB0683_3000_T"	"HKB0736_3000_T"	"HKB0751_3000_T"	"HKB0752_3000_T"	"HKB0064_3004_T"	"HKB0067_3006_T"	"HKB0089_3001_T"	"BC_HKB0662_1294_T"	"HKB0044_3006_T"	"HKB0056_3002_T"	"HKB0082_3006_T"	"HKB0084_3000_T"	"HKB0091_3001_T"	"HKB0710_3000_T"	"HKB0718_3000_T"	"HKB0626_3000_T"	"HKB0677_3000_T"	"BC_HKB0022_649_T"	"BC_HKB0199_1263_T"	"BC_HKB0567_M1337_T"	"BC_HKB0738_1475_T"	"BC_HKB0741_1471_T"	"BC_HKB0757_1496_T"	"BC_HKB0761_1499_T"	"BC_HKB0882_1555_T"	"BC_HKB2107_1620_T"	"HKB0033_3006_T"	"HKB0049_3006_T"	"HKB0052_3000_T"	"HKB0074_3000_T"	"HKB0102_3006_T"	"HKB0120_3000_T"	"HKB0124_3003_T"	"HKB0129_3000_T"	"HKB0141_3006_T"	"HKB0155_3000_T"	"HKB0158_3006_T"	"HKB0160_3000_T"	"HKB0179_3006_T"	"HKB0186_3000_T"	"HKB0207_3001_T"	"HKB0552_3000_T"	"HKB0564_3000_T"	"HKB0719_3002_T"	"HKB0008_3006_T"	"HKB0031_3001_T"	"HKB0137_3002_T"	"HKB0164_3006_T"	"HKB0650_3000_T"	"BC_HKB0772_1460_T"	"BC_HKB0775_1470_T"	"HKB0004_3006_T"	"HKB0005_3001_T"	"HKB0019_3006_T"	"HKB0036_3006_T"	"HKB0065_3006_T"	"HKB0125_3006_T"	"HKB0182_3006_T"	"HKB0653_3000_T"	"HKB0656_3000_T"	"HKB0722_3002_T"	"HKB0734_3000_T"	"HKB0007_3005_T"	"HKB0016_3006_T"	"HKB0023_3006_T"	"HKB0038_3006_T"	"HKB0088_3000_T"	"HKB0101_3000_T"	"HKB0143_3006_T"	"HKB0168_3006_T"	"HKB0191_3001_T"	"HKB0208_3006_T"	"HKB0209_3004_T"	"HKB0219_3001_T"	"HKB0221_3001_T"	"HKB0226_3001_T"	"HKB0576_3000_T"	"HKB0599_3000_T"	"HKB0605_3000_T"	"HKB0638_3000_T"	"HKB0665_3000_T"	"HKB0668_3000_T"	"HKB0698_3000_T"	"HKB0701_3000_T"	"HKB0737_3000_T"	"HKB0744_3000_T"
"AMICA1"	4.78031009904338	4.15218341905505	3.68706068833989	3.81557542886257	3.7235585614721	2.03913839390696	1.28095631383106	3.33199177823206	2.35049724708413	5.30048984436311	3.67016051412663	3.78450398292957	3.00898878322725	3.28540221886225	3.28095631383106	2.65535182861255	3.0232553523003	4.38887833881199	3.32481060342048	3.14730669878029	3.98093926608551	4.05658352836637	3.84498815668261	3.91647664443772	4.56620629346551	2.68257329734758	5.00898878322726	3.72574115650395	3.78555055173926	3.07724299893246	2.64616265715789	3.82068956055921	2.3533232911629	2.68257329734758	1.58014548442338	2.86987140617771	2.13422093976063	3.14404636961671	3.72137265947682	3.20006486151431	1.38956681176273	2.15055967657538	3.91456452349394	3.18745105402733	1.75274859140713	0.992768430768924	2.31614574229336	0.773996325111173	1.76553474636298	2.33628338786443	2.87970576628229	2.53356334821451	2.58496250072116	3.40871186102943	3.98185265328974	2.43562859405209	3.62527048937469	2.31903981556254	3.62877359520165	2.37851162325373	3.22804904788446	2.51349074558812	2.58496250072116	1.99638874644762	4.16430358309365	3.29865831556452	2.76128527336162	2.91838623444635	2.73768676140986	2.62058641045188	1.54596836910529	2.60880924267552	3.12598165385472	3.48928602262588	2.06004738366994	1.70487196445635	1.42223300068305	1.40053792958373	1.08406426478847	1.40599235967584	1.96347412397489	0.650764559116902	1.74416109557041	2.20163386116965	2.07382023329167	2.55581615506164	1.46988597627446	2.57288966842058	2.7158933705476	2.03913839390696	1.60407132366886	1.80322703643493	2.79285535236249	2.76977173924945	2.13093086982645	2.28392177230762	2.3533232911629	1.61823865559545	1.67807190511264	1.74846123300404	1.52105073690096	2.26303440583379	2.02147972741045	2.55826763405574	1.87578006306849	1.4276061727819	1.87578006306849	1.81557542886257	2.49569516262407	3.01970191444255	0.526068811667588
"IL10RA"	4.83895176695194	4.00270252037982	3.44625622988956	2.08406426478847	4.39643353125099	5.52387555132852	2.13093086982645	3.82476785314329	2	6.00966068964671	4.23035674505615	5.2460279805281	4.53667461756976	4.16671544496642	3.9174317553901	4.10768786931437	4.28021399581062	6.08065766334523	4.55704241526372	4.03121873061072	5.01122725542325	4.99186193055632	4.43429461795993	5.00405188450708	5.72710360352266	4.17232749165762	5.88093036107688	4.95745033634712	4.40258575823259	5.1139504824225	4.44956137461324	3.95046841415012	2.52857131887076	4.2861418728343	3.96532254836725	4.24792751344359	3.92694824794977	3.98823022306046	4.84348142543246	4.3819754785573	2.46205231879643	3.53729606709084	4.29130885982897	3.26303440583379	2.84599177066457	2.80322703643493	1.61353165291793	2.09761079662642	2.51853513898218	2.13093086982645	1.03562390973072	3.83491342970104	4.29204549249286	4.0496307677246	4.77557736093065	3.61470984411521	4.74631276642546	2.84398384404833	3.83592407425437	3.11603199344711	4.29939120612683	3.81557542886257	3.72027846523333	3.70043971814109	5.05484847699562	4.66959375118833	3.69265037003553	3.63459326844576	3.44360665147561	4.1554254317472	3.80426011563474	4.18428029441938	3.73768676140986	3.81762325751143	1.76553474636298	2.33628338786443	3.28392177230762	2.58496250072116	3.54843662469604	3.32481060342048	3.86987140617771	1.9560566524124	3.07553263116736	3.19849415363908	2.52857131887076	3.42492208821069	2.87184364850932	4.16027483140859	3.74200621086674	3.3533232911629	3.54596836910529	4.23419472295381	3.61588707391606	4.43496176018725	3.20163386116965	3.93828579188405	3.0036022366802	3.5981269599196	3.12101540096137	3.53231695933277	3.11935617703968	4.05137210172103	3.02502879449152	3.70929063572336	3.02147972741045	2.46988597627446	3.72900887033786	3.21567859660793	3.77188557851537	3.87381319835909	2.83187724119167
"LPXN"	3.11270013274936	1.98185265328974	0.831877241191673	2.31903981556254	0.970853654340484	3.02147972741045	0	2.41683974191283	1.31034012061215	5.8974824681961	4.0574502721839	4.60110220337641	4.35684807923652	5.3215673760354	3.74416109557041	3.97085365434048	3.90785207184596	5.47021145739054	4.26753579806874	3.70818723602071	4.67299099382775	4.48284828306847	4.28392177230762	4.99684064779537	5.81557542886257	4.06953032516231	5.76606505147495	4.66562016406638	4.47183776242229	4.39643353125099	4.12845838414693	3.77294133783134	0.823749360308273	4.26528685756517	3.84096670448742	4.03650333373899	3.84096670448742	4.10685079645022	4.92694824794977	4.25776496857139	2.6507645591169	3.54101915313356	2.76341157447001	2.58014548442338	2.20163386116965	0.941106310946431	1.76977173924945	0	0	2.0071955014042	0.823749360308273	3.87578006306849	3.87381319835909	3.74200621086674	4.12350066435096	3.40735275114004	4.41886457739032	3.00180224263399	3.98732086592925	3.17472598770613	3.96532254836725	3.92219784839637	2.75915583380027	3.13093086982645	4.48349335128439	3.94392132655349	4.00450139223494	3.39231742277876	4.36317107711924	4.0746766862945	3.68594014844598	3.83895176695194	4.17552460108987	4.1243281350022	2.4905701304462	2.08065766334523	2.98550043030489	3.06522762277562	3.36317107711924	3.94953493301701	3.76977173924945	2.90303827011291	3.44757919654888	3.65191274464578	3.12763327972587	3.74308405554959	3.26453643099903	3.94953493301701	3.83895176695194	4.16430358309365	3.4276061727819	3.9136075118231	3.66562016406638	4.10517519226548	3.46466826700344	3.81762325751143	3.62643913669732	3.4944156103975	3.21567859660793	3.99548451887751	3.52105073690096	4.47248777146274	3.59693514238723	3.83289001416474	3.01256867350306	2.90110824301451	3.54225804976692	3.41953889151378	3.73876783680019	3.4905701304462	3.02680005934372
"TREML1"	1.51601514700366	0	0	0	0	2.89917563048051	1.74846123300404	0	0	2.23266075679027	0.454175893185802	0.713695814843359	0.895302621333307	0.111031312388744	0.20163386116965	0.238786859587116	0.464668267003444	0.895302621333307	0.31034012061215	0.389566811762726	0.641546029087524	0.815575428862573	0.7311832415722	0.411426245726465	0.250961573533219	0.613531652917927	0.333423733725192	0.992768430768924	0.263034405833794	1.53106949272595	0.722466024471091	0.344828496997441	0	0.505890929729957	0.111031312388744	0.526068811667588	0.176322772640463	0.443606651475615	0.505890929729957	0	0.22650852980868	0.286881147788162	0	0	1.65535182861255	0	0	0	0	0	3.23725777090037	0.263034405833794	0.464668267003444	0.263034405833794	0.831877241191673	0.594548549550354	0.713695814843359	0.070389327891398	0.432959407276106	0.344828496997441	0.632268215499513	0.238786859587116	0.855989697308481	0	0.367371065648529	0.356143810225275	0.150559676575381	0.150559676575381	0.422233000683048	0.948600847493356	0.941106310946431	0.27500704749987	1.27500704749987	0.250961573533219	0	1.89917563048051	0.367371065648529	0.475084882948783	0.298658315564515	0.20163386116965	0.263034405833794	0.150559676575381	0.454175893185802	0	0.124328135002202	0.137503523749935	0.150559676575381	0.495695162624069	0.389566811762726	0.584962500721156	0.594548549550354	0.75702324650746	0.475084882948783	0.454175893185802	0.321928094887362	1.01435529297707	0.298658315564515	0.53605290024021	0.238786859587116	0.799087306074004	0.27500704749987	0.855989697308481	0.925999418556223	0.137503523749935	0.389566811762726	0.250961573533219	0.214124805352847	0.575312330687437	1.0703893278914	0.238786859587116	0.250961573533219
"SEPT6"	5.61735726159132	5.10810622368613	5.12474169241965	4.57228336665041	6.27928556084654	6.78070379396761	3.75915583380027	4.94860084749336	4.00270252037982	6.78424222205778	4.80889983925777	5.39094277280254	5.30451104180995	5.26903314645524	3.90303827011291	4.92076967302065	4.5298209465287	5.73822740036724	4.82222027162153	4.51601514700366	4.94251450533924	5.21994291395413	5.12969515665378	5.57833494868161	6.58225490835766	4.49697358099828	6.75074047846627	5.05571626351254	5.09043004232162	4.11103131238874	4.86046625851717	5.21451341008002	4.04176864995163	5.13791332208841	4.93262815702213	5.49857001254426	4.71259578044703	5.141187525005	5.12515513132229	5.22265002245148	4.04875931191986	4.76234881564413	4.58315800387441	4.69710657447698	3.26153081524341	3.8569856897822	2.35895882583233	1.58976348698498	4.12184429787638	4.20789285164133	3.4541758931858	4.20789285164133	4.74469931420784	4.13832300405648	4.88996019965864	4.10936055940423	4.95559179175399	3.32048467801769	4.64616265715789	4.52481592835751	5.09634619899318	4.22496636500027	3.71039319217052	5.02901108665907	5.33413917883824	5.31903981556254	4.8870377914192	5.25927248703759	4.66562016406638	5.26641176603611	3.32912359629157	4.37989816352469	4.82527683005487	5.18982455888002	3.94392132655349	2.9560566524124	3.55704241526372	4.72465027173297	4.33342373372519	4.13750352374993	4.50143914515887	4.26753579806874	4.32696871158789	4.456149034648	4.51853513898218	4.23342794374847	4.16188768237689	4.73281187208294	3.87381319835909	4.89627184880738	3.71808758396052	4.57470704641555	4.96670731415032	4.47767732756531	3.62643913669732	4.39025495632187	4.71589337054761	4.22958792274065	4.38612115681485	4.44757919654888	4.66505161428921	4.72082566608984	5.38681094647222	5.09043004232162	3.52230689287139	4.03210084316702	4.98230913012977	4.53106949272595	4.54349588342577	4.73768676140986	5.10097764772482
"RCSD1"	6.6724253419715	5.14852742516046	5.34234139743155	5.36106648879432	6.1622906135458	6.5433412122875	3.92504996472736	6.15076274435542	4.13914201914569	5.23266075679027	3.57046293102604	4.03913839390696	3.60050764534579	3.64961545906341	3.22187708107703	3.19534759832222	3.5981269599196	4.78711898281334	3.73335434061383	2.95046841415012	3.86888427302877	3.90110824301451	3.59215800212536	4.09254574154357	4.71918344048179	3.22958792274065	5.23764019503539	3.90207357931074	3.74953426766926	3.4369613378336	3.58014548442338	3.09254574154357	5.34340782229781	2.94110631094643	3.61823865559545	3.37712374912949	3.04788732939655	3.67355642399014	6.33699741660501	3.55458885167764	2.1243281350022	2.46205231879643	5.27314285930808	5.08746284125034	4.60169651648096	3.72900887033786	3.36737106564853	3.92599941855622	3.15380533607904	4.05831649559082	3.53605290024021	3.12763327972587	3.02856915219677	3.20320115631661	3.99095486039699	2.86789646399265	3.64731450954714	2.22342254993494	3.78031009904338	2.57288966842058	3.7235585614721	3.05831649559082	3.0703893278914	2.7311832415722	3.79597469420667	3.97452931248388	2.8094144442359	2.50080205305716	3.1906148602095	3.46597446450407	3.44757919654888	2.67581593117227	3.54596836910529	3.06695024392463	4.4666271200415	3.92314918047231	2.29865831556452	2.96716860753263	2.03913839390696	2.62993940943954	2.44360665147561	2.34198574722862	2.68929916053589	2.58976348698498	1.6959938131099	2.51096191927738	2.0496307677246	3.04788732939655	3.05658352836637	2.57773093149008	2.57531233068744	3.14567745519564	2.8972404255748	3.12267271882414	2.72465027173297	3.46074256378964	3.01256867350306	3.03738222200308	2.15704371014558	3.33199177823206	2.68481873755322	3.16832111573972	2.68032435684402	3.20006486151431	2.33342373372519	2.10433665981474	2.84398384404833	2.51853513898218	3.08406426478847	3.44625622988956	2.19849415363908
"XCR1"	3.94579495674006	1.99276843076892	3.27351588970212	3.25096157353322	3.31034012061215	3.79701297783614	1.03562390973072	3.21878116778407	2.18586654531133	1.63226821549951	0.704871964456353	1.31614574229336	1.1243281350022	0.871843648509318	0.485426827170242	0.782408564927373	0.963474123974886	1.22650852980868	0.505890929729957	0.773996325111173	1.26903314645524	0.286881147788162	0.367371065648529	1.23878685958712	0.918386234446348	0.22650852980868	1.85996954822103	0.687060688339892	0.37851162325373	0.238786859587116	0.678071905112638	0.321928094887362	0	0.650764559116902	0	0.613531652917927	0.400537929583729	0.55581615506164	0.565597175854225	0	0	0.0840642647884745	0.970853654340484	0	1.53605290024021	0	0	0	0	0	1.16349873228288	0.333423733725192	0.594548549550354	0.55581615506164	1.48542682717024	0.286881147788162	1.07724299893246	0.137503523749935	0.704871964456353	0.443606651475615	0.37851162325373	1.07724299893246	0	0.367371065648529	1.16992500144231	0.485426827170242	0.070389327891398	0.485426827170242	0.20163386116965	0.632268215499513	0.0565835283663675	0.238786859587116	0.27500704749987	0.321928094887362	0	0	0.176322772640463	0.0426443374084937	0.250961573533219	0.333423733725192	0.321928094887362	0.111031312388744	0.0840642647884745	0.263034405833794	0.150559676575381	0.0426443374084937	0.111031312388744	0.464668267003444	0.765534746362977	0.344828496997441	0.0565835283663675	0.443606651475615	0.475084882948783	0.16349873228288	0.400537929583729	0.604071323668861	0.137503523749935	0.111031312388744	0.0565835283663675	0.263034405833794	0.124328135002202	0.111031312388744	0.0565835283663675	0.0565835283663675	0.0565835283663675	0	0.0976107966264223	0	0	0.604071323668861	0
"STAT4"	1.66448284036468	1.58976348698498	2.03562390973072	0.903038270112912	1.83187724119167	2.85598969730848	0.863938450423971	0	2.16349873228288	4.51032901949057	2.73984810269933	3.48413813120167	2.70043971814109	2.41142624572647	2.27500704749987	2.88557436437143	2.20163386116965	3.33771109212829	2.70043971814109	2.13750352374994	2.95791459863299	3.47638168756724	2.57288966842058	3.33342373372519	3.77082904603249	3.01970191444255	4.83238371654913	3.27202318906105	2.59693514238723	1.51096191927738	1.70487196445635	1.96716860753263	0	2.32481060342048	1.51601514700366	2.48800077083407	1.73984810269933	2.10097764772482	2.99457972421575	2.41683974191283	0.863938450423971	1.54596836910529	1.93357263826102	2	0	0	0.37851162325373	0	0	0	1.99276843076892	1.66448284036468	1.85199883711245	2.60169651648096	2.92599941855622	1.38404980679516	2.13422093976063	1.27500704749987	2.68929916053589	1.96347412397489	1.799087306074	1.63226821549951	2.04614178164472	2.71149490665009	2.7311832415722	3.03562390973072	1.34482849699744	2.0036022366802	2.8073549220576	2.30742852519225	0.895302621333307	1.50589092972996	1.72246602447109	2.69821847822441	1.40599235967584	0	1.16992500144231	1.91838623444635	1.55090066464752	1.52105073690096	1.9560566524124	1.03562390973072	1.9297909977186	2.48026512205446	1.27500704749987	1.77820857639809	1.61823865559545	1.65535182861255	1.92599941855622	1.94860084749336	1.31034012061215	2.22342254993494	1.52606881166759	2.12101540096137	1.85199883711245	1.38404980679516	1.90303827011291	1.31614574229336	2.1243281350022	1.28688114778816	0.910732661902913	1.7311832415722	1.35614381022528	2.16349873228288	0.956056652412403	1.86789646399265	1.91073266190291	1.77820857639809	1.16349873228288	2.7158933705476	0.765534746362977
"IGLL1"	0	0	0	0	0	0	2.59454854955035	0	0	0.189033824390017	0	0.0840642647884745	0.137503523749935	0	0.16349873228288	0.111031312388744	0	0	0	0	0	0	0	0	0	0	0	0.0840642647884745	0	0	0	0	0	0	0	0	0	0.070389327891398	0.124328135002202	0.0976107966264223	0	0	0	0	0	0	0	0	0	0	0	0	0	0.189033824390017	0	0	0	0	0.111031312388744	0	0.111031312388744	0.0976107966264223	0	0	0	0	0	0	0	0	0	0	0.389566811762726	0.0840642647884745	0	0	0	0	0	0	0	0	0.150559676575381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0	0
"TNFRSF9"	1.88752527074159	0.704871964456353	0.831877241191673	0.7311832415722	1.94860084749336	2.78868571061353	0.739848102699327	0.895302621333307	0	3.44890095114513	2.5033487351675	2.06350294230616	1.97085365434048	2.08065766334523	1.18269229751619	1.58014548442338	0.918386234446348	3.12928301694497	2.34482849699744	1.32192809488736	1.84398384404833	2.24792751344359	1.32192809488736	2.78868571061353	3.17472598770613	1.63691458035588	3.44757919654888	2.82781902461732	1.66448284036468	1.30451104180995	0.831877241191673	1.03562390973072	1.34482849699744	2.29572302453997	1.36737106564853	2.06350294230616	1.92599941855622	2.20789285164133	2.1407786557828	2.18269229751619	0.948600847493356	0.799087306074004	0	0	1.13750352374994	0	0	0.75702324650746	0.903038270112912	0.815575428862573	0	0.443606651475615	0.75702324650746	0.641546029087524	1.22032995487956	0.485426827170242	1.31034012061215	0	0.871843648509318	0.765534746362977	0.941106310946431	1.40053792958373	0.0426443374084937	0.992768430768924	1.50589092972996	0.495695162624069	0.432959407276106	0.75702324650746	0.713695814843359	1.33913738491959	0.22650852980868	1.88752527074159	1.43829285157915	1.57046293102604	0	0	1.25701061820602	0.765534746362977	1.67355642399014	0.879705766282288	1.78659636189081	0.925999418556223	1.37295209791183	1.20163386116965	0.622930350920177	1.15055967657538	0.400537929583729	1.77399632511117	1.22032995487956	0.790772037862	0.815575428862573	0.963474123974886	1.22032995487956	1.21412480535285	0.6959938131099	0.839959587489532	1.20789285164133	0.918386234446348	0.659924558402378	1.55090066464752	0.641546029087524	1.07724299893246	1.14404636961671	1.48542682717024	0.985500430304885	0.748461233004036	0.823749360308273	1.11103131238874	1	1.13093086982645	0.389566811762726
"CLEC9A"	0.687060688339892	1.28095631383106	0	2.81762325751143	0	0	0	1.57531233068744	0	1.29865831556452	0.641546029087524	0.863938450423971	0.464668267003444	0.37851162325373	0.321928094887362	0.516015147003665	0.855989697308481	0.669026765509631	0.37851162325373	0.422233000683048	0.918386234446348	0.992768430768924	0.604071323668861	0.650764559116902	1.02147972741045	0.389566811762726	1.08406426478847	0.575312330687437	0.321928094887362	0.485426827170242	0.823749360308273	0.263034405833794	0	0.250961573533219	0.176322772640463	0.0976107966264223	0.250961573533219	0.321928094887362	0.443606651475615	0.659924558402378	0.0426443374084937	0.189033824390017	0	1.37295209791183	2.35049724708413	1.03562390973072	1.67355642399014	3.26903314645524	2.30742852519225	0	0	0.263034405833794	0.16349873228288	0.823749360308273	1.4276061727819	0.150559676575381	0.722466024471091	0.286881147788162	0.839959587489532	0.333423733725192	0.321928094887362	0.84799690655495	0.0426443374084937	0.189033824390017	0.604071323668861	1.23878685958712	0.516015147003665	0.584962500721156	1.38956681176273	1.72246602447109	0.464668267003444	0.31034012061215	0.27500704749987	0.565597175854225	0	0	0.0976107966264223	0.20163386116965	0.0285691521967709	0	0.389566811762726	0.0426443374084937	0.189033824390017	0.432959407276106	0.070389327891398	0.150559676575381	0.150559676575381	0.111031312388744	0.263034405833794	0.321928094887362	0.250961573533219	0.687060688339892	0.613531652917927	0.27500704749987	0.333423733725192	0.367371065648529	0.286881147788162	0.0426443374084937	0.0426443374084937	0.22650852980868	0.286881147788162	0.0426443374084937	0.263034405833794	0.150559676575381	0.0426443374084937	0.176322772640463	0.070389327891398	0.238786859587116	0.0426443374084937	0.704871964456353	0.20163386116965
"TNFRSF4"	3.51853513898218	1.26903314645524	1.99638874644762	2.62993940943954	4.5385381636298	5.6284819943839	1.17632277264046	3.24336442569366	2.58014548442338	4.00270252037982	3.42223300068305	2.92599941855622	2.96716860753263	2.91647664443772	2.32768736417605	2.8972404255748	2.09761079662642	3.64500988439109	2.58976348698498	2.31324585178756	3.12267271882414	2.90303827011291	2.01435529297707	3.37712374912949	4.38956681176273	2.31324585178756	3.61588707391606	2.70708299177171	2.42223300068305	1.42223300068305	1.73984810269933	2.35049724708413	0	3.06177619758669	2.6915341649192	3.10265813136374	2.86591881455221	3.26303440583379	2.39780296186249	2.53605290024021	2.27798474729977	2.05311133645956	1.72246602447109	0.831877241191673	2.97452931248388	0	0.622930350920177	0	0	0	0	2.03913839390696	2.02856915219677	1.33342373372519	2.53106949272595	1.92599941855622	2.93734439215023	1.41683974191283	1.67355642399014	1.89917563048051	2.1243281350022	1.85598969730848	1.74416109557041	1.64616265715789	2.45680614923047	2.37851162325373	1.31034012061215	1.63226821549951	1.9297909977186	2.73768676140986	1.8073549220576	2.48800077083407	2.51601514700366	2.72465027173297	1.31034012061215	0	2.31324585178756	2.18586654531133	2.77188557851537	1.89917563048051	2.96901230751632	2.09761079662642	1.53106949272595	2.0703893278914	1.20789285164133	1.92599941855622	1.61353165291793	2.6915341649192	2.6959938131099	2.33342373372519	1.90303827011291	2.63459326844576	2.41413553298445	3.0703893278914	3.10097764772482	3.04788732939655	2.37573453858316	3.12763327972587	1.4541758931858	2.61588707391606	1.83592407425437	3.16349873228288	2.63691458035588	1.76553474636298	2.7311832415722	2.28095631383106	2.02147972741045	1.68257329734758	2.76128527336162	3.23419472295381	2.33913738491959
"DOK3"	4.52042224852645	2.41953889151378	2.23572705983806	1.46466826700344	5.77794567069515	4.47638168756724	2.23572705983806	3.5668151540109	2.67355642399014	4.44426950241348	2.3305584000308	3.16349873228288	3.56437816856506	3.1407786557828	2.40599235967584	2.97819562968165	2.51853513898218	4.13093086982645	3.11603199344711	2.58255600301406	2.65306001710456	2.28688114778816	2.0496307677246	3.03210084316702	3.85897561429202	1.82374936030827	3.41683974191283	3.27500704749987	3.17312743348066	3.34624777408278	2.99095486039699	2.68929916053589	3.00539998774259	3.78450398292957	2.71808758396052	3.34056226902641	3.13586316536868	3.28983446517751	3.20476675065461	2.05311133645956	1.94860084749336	2.35049724708413	3.52732060787705	3.73335434061383	0.613531652917927	3.09592441999854	1.18903382439002	0.815575428862573	2.19534759832222	2.6915341649192	2.14404636961671	2.55336050333533	2.72683121703249	2.42492208821069	2.16671544496642	2.45154083301783	2.94860084749336	1.44890095114513	1.74846123300404	1.54596836910529	2.8011586560937	2.79701297783614	2.10768786931437	2.02502879449152	3.1586601753465	1.97819562968165	1.55581615506164	2.37016428054021	1.91456452349394	2.98002530023873	2.65535182861255	3.09929520433778	2.80529245560071	2.06695024392463	1.50589092972996	2.62293035092018	2.26303440583379	1.58014548442338	2.34766565630097	2.32481060342048	2.93545974780529	2.20163386116965	2.3533232911629	1.89917563048051	1.20789285164133	2.22650852980868	1.55581615506164	3.30451104180995	2.68257329734758	2.25398926623079	2.67581593117227	2.57046293102604	2.4032677223393	3.00539998774259	2.36176835941915	2.91456452349394	2.13750352374994	3.21412480535285	2.22032995487956	2.53356334821451	2.23266075679027	3.01792190799726	2.35895882583233	2.24792751344359	1.790772037862	2.21412480535285	2.57773093149008	1.94485844580754	2.72900887033786	3.114367024952	1.86393845042397
"PIK3CG"	3.05137210172103	2.91456452349394	1.76977173924945	1.70929063572336	0.739848102699327	2.72246602447109	1.91073266190291	2.35614381022528	1.59454854955035	4.79389588254888	2.78450398292957	3.14241343787374	3.13257684267001	3.4944156103975	2.24488705912353	3.01256867350306	2.97452931248388	4.50842865253186	3.07553263116736	2.78031009904338	3.17632277264046	3.39506279951758	2.91647664443772	4.0496307677246	3.95326523901484	2.8094144442359	4.27127625917593	3.605257262939	3.31614574229336	3.03210084316702	2.99638874644762	2.60169651648096	1.0071955014042	2.72465027173297	2.37295209791183	3.19849415363908	2.60880924267552	2.74631276642546	3.08746284125034	3.01970191444255	1.35614381022528	2.11769504266975	2.07724299893246	1.77399632511117	0.863938450423971	1.36737106564853	1.4905701304462	0.31034012061215	0.925999418556223	1.62293035092018	0.333423733725192	2.17951105027151	2.64846544302731	2.3305584000308	3.11103131238874	2.33913738491959	3.16832111573972	1.66448284036468	2.63459326844576	2.13750352374994	2.74846123300404	2.4276061727819	2.09423606984577	2.15380533607904	3.27947129564447	3.1906148602095	2.29572302453997	2.17312743348066	2.48026512205446	3.05311133645956	3.1407786557828	2.43829285157915	2.88166461932035	2.66902676550963	0.84799690655495	0.831877241191673	1.52606881166759	1.51601514700366	2.03562390973072	1.70929063572336	2.18903382439002	1.28688114778816	1.98913900736823	2.1407786557828	1.49569516262407	2.28392177230762	1.73552217729654	2.63923216324928	2.611172380044	2.1407786557828	2.11769504266975	2.86393845042397	2.44625622988956	2.66448284036468	2.10433665981474	2.53605290024021	2.48284828306847	2.45154083301783	2.02502879449152	3.12598165385472	2.114367024952	2.9560566524124	2.10097764772482	2.27500704749987	1.85199883711245	1.96347412397489	2.53356334821451	2.22650852980868	2.611172380044	2.90689059560852	1.99638874644762
"NTRK1"	0.495695162624069	0	0	0	0	1.23266075679027	0	0	0	0.356143810225275	0.432959407276106	0.214124805352847	0.37851162325373	0.344828496997441	0.214124805352847	0.411426245726465	0.20163386116965	0.356143810225275	0.20163386116965	0.333423733725192	0.150559676575381	0.389566811762726	2.17951105027151	0.20163386116965	0.298658315564515	0.176322772640463	0.831877241191673	1.74416109557041	0.495695162624069	0.150559676575381	0.333423733725192	0.344828496997441	0	0.464668267003444	0.214124805352847	0.298658315564515	0.584962500721156	0.411426245726465	0.176322772640463	0.22650852980868	0	0.16349873228288	0	0	0	0	0	0	0	0	0	0.0285691521967709	0.464668267003444	0.150559676575381	0.344828496997441	0.150559676575381	0.286881147788162	0.286881147788162	0.464668267003444	0.137503523749935	0.176322772640463	0.298658315564515	0.0840642647884745	0.0976107966264223	0.31034012061215	0.111031312388744	0.189033824390017	0.31034012061215	0.214124805352847	0.250961573533219	0.111031312388744	0.16349873228288	0.20163386116965	0.111031312388744	0	0.650764559116902	0.20163386116965	0.070389327891398	0.0840642647884745	0.189033824390017	0.367371065648529	0.070389327891398	0.263034405833794	0.495695162624069	0.918386234446348	0.137503523749935	0.545968369105292	0.545968369105292	0.367371065648529	0.454175893185802	0.238786859587116	0.485426827170242	0.678071905112638	0.443606651475615	0.250961573533219	0.389566811762726	0.344828496997441	0.286881147788162	2.15704371014558	0.150559676575381	1.50080205305716	0.687060688339892	0.150559676575381	0.584962500721156	0.27500704749987	0.0285691521967709	0.189033824390017	0.27500704749987	0.214124805352847	0.0976107966264223	0.238786859587116
